"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"25","2019-08-20 09:59:13-03","UNICAMP","UEC","85250","S","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","Borba, EL",NA,NA,NA,"Leitão Filho, HF","1996","02","05","Brazil","São Paulo","Ubatuba","Itamambuca","-45.0699996948242","-23.4300003051758","34265","ORI, Mata Atlântica, epífita sobre árvore a 7m do chão. Folhas verdes com bainha esbranquiçada na inserção muito branca, depois ficando creme escuro. Folhas com ápice agudo (castanho escuro) formando uma pequena garra.","UEC075913","auto","Liliopsida",NA,"34285",NA,NA,"UEC075913",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-08 08:50:44-03","FURB","FURB","44908","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","Funez, L.A.","2014","09",NA,"Funez, L.A.","2014","09","24","Brasil","Santa Catarina","Governador Celso Ramos","Praia de Fora.","-48.5422222","-27.3044444",NA,NA,"FURB19560",NA,NA,NA,"3093",NA,NA,"FURB19560 FURB19560_1","-48.5422222","-27.3044444","50","50",NA,NA,NA,NA,NA
"27","2020-10-14 10:00:04-03","FURB","FURB","66335","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","Kassner-Filho, A.","2019","09","30","Kassner-Filho, A.","2019","09","30","Brasil","Santa Catarina","Itapema","Ilhota.","-48.5983333","-27.0683334",NA,"flor branca Habitat: interior do fragmento Habito: erva rupícula","FURB66335",NA,NA,NA,"5536",NA,NA,"FURB66335","-48.5983333","-27.0683334","22","22",NA,NA,NA,NA,NA
"28","2020-04-27 16:09:05-03","UFES","VIES","6056","S","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","Oliveira, R.","2016","09","30","Gomes, J.M.L.","1991","06","22","Brasil","Espírito Santo","Cariacica","Sítio Santa Fé - Alegre.","-40.4199981689453","-20.2639007568359","18507",NA,"VIES006056","auto",NA,NA,"1603",NA,NA,"VIES006056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-07-18 13:10:37-03","UFES","VIES","42970","S","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren",NA,NA,NA,NA,"Gomes, J.M.L.","2000","08","03","Brasil","Espírito Santo","Linhares","Suruaca. Restinga.","-40.0722007751465","-19.3910999298096","48094",NA,"VIES042970","auto",NA,NA,"4363",NA,NA,"VIES042970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-09-27 18:04:03-03","UFES","VIES","38799","S","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","Pena, N.T.L.","2015","10","10","Pena, N.T.L.; Alves-Araújo, A.; Sossai, B.G. & Silverio, A.","2015","09","11","Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.","-40.4006004333496","-18.710599899292","42400",NA,"VIES038799","auto",NA,NA,"401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-04-27 16:09:05-03","UFES","VIES","6066","S","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","Coser, T.S.","2011","06","02","Gomes, J.M.L.","1991","10","21","Brasil","Espírito Santo","Cariacica",NA,"-40.4199981689453","-20.2639007568359","18507",NA,"VIES006066","auto",NA,NA,"1635",NA,NA,"VIES006066",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-06-27 10:24:21-03","UFES","VIES","9358","S","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","Gomes, J.M.L.","1992",NA,NA,"Pereira, O.J.; Gomes, J.M.L.; Martins, M.L.L.; Pereira, S.V. & Simões, J.M.","1992","03","27","Brasil","Espírito Santo","Conceição da Barra","Área 157 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227","41644",NA,"VIES009358","auto",NA,NA,"3253",NA,NA,"VIES009358 VIES009358_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-16 08:38:50-03","UTFPR","HCF","13104","S","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","M.G. Caxambu","2013","12","04","M.G. Caxambu","2013","10","31","Brasil","SP","Cananéia","Propriedade do Sr. Flávio","-47.855972","-24.805667",NA,"erva epífita, semi-ciófila. Folhas verdes com máculas verdes mais escuras. Haste floral e frutos de cor creme.",NA,NA,NA,NA,"4870",NA,NA,NA,"47°51'21,5 W","24°48'20,4 S","40","40",NA,NA,NA,NA,NA
"34","2020-06-29 09:29:55-03","UFRRJ","RBR","44827","S","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","N.M. Corrêa","2017","08",NA,"N.M. Corrêa; M.M.S. Murakami, A.F. Nunes-Freitas, L.N. Martins","2017","04","23","Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçu. Pastagem ao lado da estrada para a casa de Pesquisa da REGUA, próximo à bezerreira.","-42.7525","-22.4325",NA,NA,"RBR00044827",NA,NA,NA,"176",NA,NA,"RBR00044827_1 RBR00044827_2 RBR00044827_3","42º45'9''W","22º25'57''S","95","95",NA,NA,NA,NA,NA
"35","2019-08-15 09:04:27-03","UESC","UESC","11936","S","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) Miers",NA,NA,NA,NA,"Fontoura, T.","2007","01","10","Brasil","Bahia","Ibicaraí",NA,"-39.5875015258789","-14.8649997711182","12897","Mata de altitude a aprox. 800 m.s.m; Mata degradada.; Erva epífita.","UESC0011936","auto","Angiospermae","Florideophycidae","519",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"36","2015-09-28 20:16:54-03","MNHN","RECOLNAT_MNHN_P","P00281790","PreservedSpecimen",NA,"Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren",NA,NA,NA,NA,"Glaziou, A.","1878","11","12","Brésil",NA,NA,"Province de Rio de Janeiro : Andarahy Grande",NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00281790' target='other'> <mi>dwc_moreinfo</mi></a>","P00281790",NA,NA,NA,NA,NA,"hb","P00281790_01",NA,NA,NA,NA,NA,"11681",NA,NA,NA
"37","2015-09-28 20:17:03-03","MNHN","RECOLNAT_MNHN_P","P00281794","PreservedSpecimen",NA,"Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","Mez",NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,"Brésil",NA,NA,"Ste Catherine",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00281794' target='other'> <mi>dwc_moreinfo</mi></a>","P00281794",NA,NA,NA,NA,NA,"hb","P00281794_01",NA,NA,NA,NA,NA,"128",NA,NA,NA
"38","2015-09-28 19:40:23-03","MNHN","RECOLNAT_MNHN_P","P00753392","PreservedSpecimen",NA,"Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren",NA,NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,"Brésil",NA,NA,"Ste Catherine",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753392' target='other'> <mi>dwc_moreinfo</mi></a>","P00753392",NA,NA,NA,NA,NA,"hb","P00753392_01",NA,NA,NA,NA,NA,"128",NA,NA,NA
"39","2019-01-31 09:33:47-02","MNHN","RECOLNAT_MNHN_P","P01677611","PreservedSpecimen",NA,"Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren",NA,NA,NA,NA,"Smith, L.B.","1928","11","27","Brasil","Rio de Janeiro","Rio de Janeiro","Brazil. Federal District. Estrada Dona Castorina, between Jardim Botânico and Alto da Boa Vista, Rio de Janeiro. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.25","-22.95",NA,"Flora of Brazil. . Reçu le 31 Octobre 1931 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677611' target='other'> <mi>dwc_moreinfo</mi></a>","P01677611",NA,NA,NA,NA,NA,"hb","P01677611_01",NA,NA,"100","500",NA,"1374",NA,NA,NA
"40","2021-02-11 17:18:23-03","UFPR","UPCB","64256","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morr.",NA,NA,NA,NA,"Kollmann, L.","2008","10","20","Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,NA,"Planta 1,2m, saxícola, folha verde claro com maculas mais escuras, frutos brancos e azulados. Floresta ombrófila densa baixo montana..",NA,NA,NA,NA,"11221",NA,NA,NA,"9999","9999","135","135",NA,NA,NA,NA,NA
"41","2018-06-22 05:25:00-03","MO","MOBOT","2453222","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren",NA,NA,NA,NA,"Pe. Raulino Reitz","1951","10","15","Brazil","Santa Catarina",NA,"Blumenau.",NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 4182","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2011-02-18 15:24:00-02","MO","MOBOT","3001035","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren",NA,NA,NA,NA,"C. Gaudichaud-Beaupré",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaudichaud-Beaupré 128","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-07-27 09:32:00-03","MO","MOBOT","3001071","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren",NA,NA,NA,NA,"Auguste F.M. Glaziou","1861",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glaziou 11681","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","3001097","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren",NA,NA,NA,NA,"HORT",NA,NA,NA,"Brazil",NA,NA,"(Phot. by) Lyman B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,"HORT s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-05-30 04:37:00-03","MO","MOBOT","3001152","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren",NA,NA,NA,NA,"Ernst Üle","1907","8","1","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Üle 7042","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-08-13 05:50:00-03","MO","MOBOT","3001256","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren","L.B. Smith & Read",NA,NA,NA,"R.M. Harley","1974","1","17","Brazil","Bahia",NA,NA,"-43.83333","-13.43333",NA,NA,NA,NA,NA,NA,"Harley 15263","South America",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","3001328","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren","L.B. Smith",NA,NA,NA,"* SCHURY","1944","1","14","Brazil","Bahia",NA,"Mun. Geremoabo.",NA,NA,NA,NA,NA,NA,NA,NA,"SCHURY 494","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:44:30-03","MBML","MBML-HERBARIO","26581",NA,"Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morr.","M.G.Wanderley & G.M.Sousa/1999",NA,NA,NA,"G. Martinelli; et al","1999","08","10","Brasil","Espírito Santo","Santa Teresa","Estrada p/ Alto Santo Antônio","-40.6002998352051","-19.9356002807617","23813","Erva rupícola ou epífita, heliófila, frequente, folhas verde-amareladas com bainha creme; infl. Com escapo verde-claro; brácteas escapois paleaceas; brácteas primárias paleaceas; ramos verde alvacento com indumento lanuginoso; brácteas","MBML026581","auto",NA,NA,"15636",NA,NA,"MBML026581_1 MBML026581_2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-07-10 09:44:30-03","MBML","MBML-HERBARIO","10296",NA,"Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vellozo) E.Morren","Elton M. C. Leme/X-1999",NA,NA,NA,"I. G. Varassin","1999","04","22","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Epífita. Heliófila. Brácteas florais verdes, flores amarelas.","MBML010296",NA,NA,NA,"75",NA,NA,"MBML010296_1 MBML010296_2","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
