"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"99","2020-12-21 16:16:36-03","MBM","MBM","38287","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","1391","1949","05","01","Southern America","Brazil","Paraná","Rio do Corvo, Picada Mãe Catira",NA,NA,NA,NA,"MBM038287","MBM038287","-49.0633010864258","-25.4416999816895","Piraquara","Asplund, E.","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:16:36-03","MBM","MBM","71178","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","44024","1981","09","28","Southern America","Brazil","Santa Catarina","Barará",NA,NA,NA,NA,"MBM071178","MBM071178","-48.8549995422363","-26.0266990661621","Garuva","Robinson, H.","22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:16:36-03","MBM","MBM","138653","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54331","1990","10","04","Southern America","Brazil","Paraná","Caminho a Paruquara",NA,NA,NA,NA,"MBM138653","MBM138653","-48.3288993835449","-25.3066997528076","Guaraqueçaba","Holmes, W.C.","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:16:36-03","MBM","MBM","190378","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Dombrowski, L.T.","341","1964","09","07","Southern America","Brazil","Paraná","Sertãozinho",NA,NA,NA,NA,"MBM190378",NA,"-48.5428009033203","-25.8174991607666","Matinhos","Barroso, G.M.","15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:16:36-03","MBM","MBM","10263","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Lindeman, J.; et al.; et al.","2592","1966","09","29","Southern America","Brazil","Paraná","Morretes",NA,NA,NA,NA,"MBM010263","MBM010263","-48.834400177002","-25.476900100708","Morretes","Lindeman, J.","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:16:36-03","MBM","MBM","190381","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Britez, R.M.","887","1986","09","07","Southern America","Brazil","Paraná","Ilha do Mel",NA,NA,NA,NA,"MBM190381",NA,"-48.5092010498047","-25.5200004577637","Paranaguá",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:16:36-03","MBM","MBM","116387","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Britez, R.M.","887","1986","09","07","Southern America","Brazil","Paraná","Ilha do Mel",NA,NA,NA,NA,"MBM116387","MBM116387","-48.5092010498047","-25.5200004577637","Paranaguá","Silva, S.M.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:16:36-03","MBM","MBM","190379","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Imaguire, N.","150","1967","10","05","Southern America","Brazil","Paraná","Morro Comprido",NA,NA,NA,NA,"MBM190379",NA,"-48.5092010498047","-25.5200004577637","Paranaguá","Imaguire, N.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:16:36-03","MBM","MBM","66633","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","43174","1980","09","02","Southern America","Brazil","Paraná","Rio da Vila",NA,NA,NA,NA,"MBM066633","MBM066633","-48.5092010498047","-25.5200004577637","Paranaguá","Holmes, W.C.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:16:36-03","MBM","MBM","18905","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","26599","1971","03","31","Southern America","Brazil","Paraná","Estrada da Graciosa, Alto da Serra",NA,NA,NA,NA,"MBM018905","MBM018905","-49.0769004821777","-25.3656005859375","Quatro Barras","Hatschbach, G.","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:16:36-03","MBM","MBM","51358","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Reitz, R.; Klein, R.M.; Klein, R.M.","4925","1957","10","03","Southern America","Brazil","Santa Catarina","Porto Palmital",NA,NA,NA,NA,"MBM051358","MBM051358","-48.8549995422363","-26.0266990661621","Garuva","Cabrera, A.L.","22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2015-10-03 10:27:06-03","MNHN","RECOLNAT_MNHN_P","P00706623","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00706623' target='other'> <mi>dwc_moreinfo</mi></a>","P00706623","P00706623_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","1557",NA,NA,NA
"111","2015-10-03 10:27:18-03","MNHN","RECOLNAT_MNHN_P","P00706624","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00706624' target='other'> <mi>dwc_moreinfo</mi></a>","P00706624","P00706624_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","1557",NA,NA,NA
"112","2015-10-03 10:05:46-03","MNHN","RECOLNAT_MNHN_P","P00706625","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00706625' target='other'> <mi>dwc_moreinfo</mi></a>","P00706625","P00706625_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","1557",NA,NA,NA
"113","2015-09-04 05:43:07-03","MNHN","RECOLNAT_MNHN_P","P02693235","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Burchell",NA,"1870","1","1",NA,"Brasil",NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". . 3129. Hb. bras. Burch. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693235' target='other'> <mi>dwc_moreinfo</mi></a>","P02693235","P02693235_01",NA,NA,NA,"Holmes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3129",NA,NA,NA
"114","2020-12-11 11:33:15-03","UFMG","BHCB","36786","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hoehne, W","4074","1955","09","18","Southern America","Brasil","São Paulo","São Vicente.",NA,NA,NA,"Brejo. Escandente. Flores amareladas.",NA,NA,"-46.3899993896484","-23.9599990844727","São Vicente",NA,"25482","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-02-11 17:18:06-03","UFPR","UPCB","20260","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","4981","1958","08","04",NA,"Brasil","Paraná","Figueira de Braço",NA,NA,NA,"Volúvel, capítulo creme, vegetação secundária litorânea..",NA,NA,"-48.7118988037109","-25.4286003112793","Antonina","Holmes, W.C.","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-02-11 17:18:06-03","UFPR","UPCB","15020","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Britez, R.M.","887","1986","09","07",NA,"Brasil","Paraná","Fortaleza, Ilha do Mel",NA,NA,NA,"trepadeira, flor branca, restinga e floresta da planície..",NA,NA,"-48.5092010498047","-25.5200004577637","Paranaguá","Silva, S.M.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-02-11 17:18:06-03","UFPR","UPCB","24321","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Silva, S.M.",NA,"1985","05","15",NA,"Brasil","Paraná","Planície da Praia Grande, Ilha do Mel",NA,NA,NA,"Trepadeira, capítulo branco, aromático, muito visitado por insetos..",NA,NA,"-48.5092010498047","-25.5200004577637","Paranaguá","Silva, S.M.","24916","auto","1995",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-02-11 17:18:06-03","UFPR","UPCB","4201","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","8628","1961","11","12",NA,"Brasil","Paraná","Rodovia BR 2, Ribeirão do Cedro",NA,NA,NA,"Liana, capítulo creme, orla da mata..",NA,NA,"-49.0553016662598","-25.3055992126465","Campina Grande do Sul","Barroso, G.M.","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2009-07-17 17:34:00-03","MO","MOBOT","3354850","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Per Dusén","Dusén 8877","1908",NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2014-01-02 05:36:00-02","MO","MOBOT","100294654","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","D. Villarroel|et al.","Villarroel Segarra 155","2005","8","9","South America","Bolivia","Santa Cruz","Bella Vista","1487.00000000",NA,NA,NA,NA,NA,"-63.6836111","-18.2394444",NA,"Arroyo et al.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"121","2012-04-24 13:04:00-03","MO","MOBOT","3354896","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Duarte, *","Duarte 16535","1940","8","7","South America","Brazil",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"122","2015-10-31 05:50:00-02","MO","MOBOT","3351609","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Wilson Hoehne","Hoehne 4074","1955",NA,NA,"South America","Brazil","São Paulo","Sao Vicente.Brejo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M.R.Ritter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2009-07-09 17:06:00-03","MO","MOBOT","3353621","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Gert G. Hatschbach","Hatschbach 44024","1981",NA,NA,"South America","Brazil","Santa Catarina","Barara (mun. Garuva).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2009-07-17 17:34:00-03","MO","MOBOT","3353642","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Per Dusén","Dusén 883a","1914",NA,NA,"South America","Brazil","Paraná","Tacarehy in fruticelis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P. Dusen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2008-05-27 22:02:00-03","MO","MOBOT","3353758","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Gert G. Hatschbach","Hatschbach 43174","1980",NA,NA,"South America","Brazil","Paraná","Rio da Vila (Mun. Paranagua).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"W. Holmes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2008-05-27 22:02:00-03","MO","MOBOT","3350538","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","obsoleta","Mikania obsoleta","(Vell.) G.M. Barroso","Thomas","Thomas 10453","1994","5","24","South America","Brazil","Bahia","Mun. Camaca. Mountain peak with TeleBahia tgower, 10.6 km Sw of Camaca on road to Jacareci, then right at bridge fro 6.2 km to tower. Disturbed forest and outcrop near summit.","700.00000000","800.00000000",NA,NA,NA,NA,"-39.56972","-15.38111",NA,"Walter Holmes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-06-22 14:16:18-03","UNESP-IBILCE","SJRP","28807","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","J.R. Guillaumon",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","condomínio Estância Marambaia",NA,NA,NA,"Liana, flores cor creme;",NA,NA,"-46.9700012207031","-23.0300006866455","Vinhedo",NA,"9595","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"128","2020-06-22 14:16:18-03","UNESP-IBILCE","SJRP","28808","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","J.R. Guillaumon",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","condomínio Estância Marambaia",NA,NA,NA,"Liana, flores cor creme;",NA,NA,"-46.9700012207031","-23.0300006866455","Vinhedo",NA,"9595","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"129","2018-04-19 15:15:11-03","UNIOESTE","UNOP","2874","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Zelinski, M.; Martins, S.; Viana, A.; Schinemann, D.A.; Martins, S.; Viana, A.; Schinemann, D.A.","6","2014","06","20",NA,"Brasil","Paraná","Parque Estadual da Ilha do Mel",NA,NA,NA,"Herbácea, psamófila-halófita, estolonífera, raízes longas e desenvolvidas, folhas membranáceas, caule vináceo, flores amarelas. Coletada em cordões litorâneos.",NA,NA,"-48.5092010498047","-25.5200004577637","Paranaguá","Zelinski, M.","24916","auto","2014",NA,NA,"07","07",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-06-17 15:24:48-03","UNESP-RC","HRCB","33441","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Moraes, M. D.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba",NA,NA,NA,NA,NA,NA,"-45.0699996948242","-23.4300003051758","Ubatuba","M. D. Moraes","34265","auto",NA,"44°48'","23°20'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-06-17 15:24:48-03","UNESP-RC","HRCB","33440","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Moraes, M. D.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba",NA,NA,NA,NA,NA,NA,"-45.0699996948242","-23.4300003051758","Ubatuba","M. D. Moraes","34265","auto",NA,"44°48'","23°20'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-01-26 11:46:45-03","IMA","MAC","4298","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","M.N.Rodrigues; G.L.Esteves","512","1983","03","21",NA,"Brasil","Alagoas","Bititinga, Serra do ouro.",NA,NA,NA,"Trepadeira. Botões verdes.; Mata Pluvial Tropical","MAC0004298",NA,"-35.8417015075684","-9.38333034515381","Messias","Pereira, R","13570","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2014-11-21 11:55:22-02","UFPB","EAN","4630","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","L. P. Félix; G. V. Dornelas","1379","1987","12","09",NA,"Brasil","Paraíba","CCA - UFPB, Campus - II",NA,NA,NA,"Volúvel, flores brancas.Habitat: Terrestre",NA,NA,"-35.6917","-6.96333","Areia","M. F. Agra & M. R. Barbosa","15425","auto","1991",NA,NA,"07","28",NA,NA,NA,NA,NA,NA,NA,NA
"134","2014-11-21 11:55:22-02","UFPB","EAN","8273","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","L. P. Félix; D. D. Pereira & J. E. G. Lima","5731","1993","04","23",NA,"Brasil","Paraíba","Jussarinha",NA,NA,NA,"Volúvel, flores esbranquiçadas.",NA,NA,"-35.6917","-6.96333","Areia","L. P. Félix","15425","auto","1993",NA,NA,"10","27",NA,NA,NA,NA,NA,NA,NA,NA
"135","2014-11-21 11:55:22-02","UFPB","EAN","6363","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","L. P. Félix; E. S. Santana",NA,"1989","01","31",NA,"Brasil","Paraíba","Pedrinhas, Sema IV",NA,NA,NA,"Habitat: Terrestre",NA,NA,"-35.0806","-6.80306","Rio Tinto","L. P. Félix","24573","auto","1996",NA,NA,"11","29",NA,NA,NA,NA,NA,NA,NA,NA
"136","2014-11-21 11:55:22-02","UFPB","EAN","4848","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.",NA,"1729","1988","08","14",NA,"Brasil","Pernambuco","Sítio Cana Brava",NA,NA,NA,"Volúvel, flores brancas, caule sulcado.Habitat: Terrestre",NA,NA,"-36.4242","-8.33556","Belo Jardim","L. P. Félix","27307","auto","1992",NA,NA,"05","05",NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-02-04 10:26:32-03","UFRPE","HST","13032","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","A.M.Miranda; et M.I.Silva","5116","2005","07","16",NA,"Brasil","Bahia","Povoado de Barcelos do Sul",NA,NA,NA,"Volúvel; caule verde; folhas levemente papiráceas; inflorescência alva.","HST013032",NA,"-39.1039009094238","-13.9447002410889","Camamu","A.Gandara","33730","auto","2017",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-02-25 10:11:42-03","CVRD","CVRD","4503","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Folli, D.A.","1938","1993","07","06","América do Sul","BRASIL","BA","Próximo a estrada de Mucuri à Nova Viçosa - Mucuri - BA.",NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó amescla","CVRD004503",NA,"-39.5508003234863","-18.0863990783691","Mucuri","Geovane S. Siqueira","78440","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"139","2021-02-25 10:11:42-03","CVRD","CVRD","2348","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Farias, G.L.","304","1989","08","28","América do Sul","BRASIL","ES",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó amescla","CVRD002348",NA,"-40.0722007751465","-19.3910999298096","Linhares","Geovane S. Siqueira","48094","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"140","2021-02-25 10:11:42-03","CVRD","CVRD","2017","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Menandro, M.S.","115","1988","08","04","América do Sul","BRASIL","ES",NA,NA,NA,NA,"Cipó em margem de lagoa, com cheiro agradável, muito forte, presença de abelha do gênero Apis. <ll>dwc_commonname:</ll> Cipó amescla","CVRD002017","CVRD002017","-40.0722007751465","-19.3910999298096","Linhares","Geovane S. Siqueira","48094","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"141","2021-02-25 10:11:42-03","CVRD","CVRD","1320","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Folli, D.A.","594","1986","08","05","América do Sul","BRASIL","ES",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó amescla","CVRD001320",NA,"-40.0722007751465","-19.3910999298096","Linhares","Geovane S. Siqueira","48094","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"142","2021-02-25 10:11:42-03","CVRD","CVRD","7432","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Folli, D.A.","4321","2002","08","14","América do Sul","BRASIL","ES",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó amescla","CVRD007432",NA,"-40.0722007751465","-19.3910999298096","Linhares","Geovane S. Siqueira","48094","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"143","2021-02-25 10:11:42-03","CVRD","CVRD","4175","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Farias, G.L.","579","1992","08","06","América do Sul","BRASIL","ES","Cipó no nativo úmido. Espalhados nas florestas na beira do brejo.",NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó amescla","CVRD004175",NA,"-40.0722007751465","-19.3910999298096","Linhares","Geovane S. Siqueira","48094","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"144","2021-02-25 10:11:42-03","CVRD","CVRD","16729","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Mazine, F.F.","1289","2015","08","13","América do Sul","BRASIL","ES","Estr. Mantegueira, lado direito, proximo a entrada do flamengo.",NA,NA,NA,"Col. Adic.: T.B Flores, N.B.C. Almeida, K.S. Valdemarin <ll>dwc_commonname:</ll> Cipó amescla","CVRD016729",NA,"-40.0722007751465","-19.3910999298096","Linhares","Geovane S. Siqueira","48094","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"145","2021-02-25 10:11:42-03","CVRD","CVRD","2823","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Farias, G.L.","372","1990","07","31","América do Sul","BRASIL","ES","Localizada no Aterro do Rancho Alto.",NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó amescla","CVRD002823","CVRD002823","-40.0722007751465","-19.3910999298096","Linhares","Geovane S. Siqueira","48094","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"146","2021-02-25 10:11:42-03","CVRD","CVRD","4571","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Folli, D.A.","1973","1993","08","31","América do Sul","BRASIL","ES","Próximo ao Rio Barra Seca no final da estrada.",NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó amescla","CVRD004571",NA,"-40.0722007751465","-19.3910999298096","Linhares","Geovane S. Siqueira","48094","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"147","2021-02-25 10:11:42-03","CVRD","CVRD","3353","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Souza, V.D.","152","1991","08","21","América do Sul","BRASIL","ES","Próximo a última rua do Pontal do Ipiranga, lado esquerdo.",NA,NA,NA,"Ocorre em toda esta Restinga. <ll>dwc_commonname:</ll> Cipó amescla","CVRD003353",NA,"-40.0722007751465","-19.3910999298096","Linhares","Geovane S. Siqueira","48094","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"148","2021-02-25 10:11:42-03","CVRD","CVRD","8834","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Folli, D.A.","4901","2004","08","18","América do Sul","BRASIL","ES","proximo Rio B. Seca",NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó amescla","CVRD008834","CVRD008834","-40.0722007751465","-19.3910999298096","Linhares","Geovane S. Siqueira","48094","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"149","2021-02-25 10:11:42-03","CVRD","CVRD","1602","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Sobral, M.","4091","1985","07","15","América do Sul","BRASIL","ES","Trepadeira em interior da mata.",NA,NA,NA,"Capítulos brancos. <ll>dwc_commonname:</ll> Cipó amescla","CVRD001602",NA,"-40.0722007751465","-19.3910999298096","Linhares","Geovane S. Siqueira","48094","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"150","2021-02-25 10:11:42-03","CVRD","CVRD","3296","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Farias, G.L.","460","1991","07","10","América do Sul","BRASIL","ES",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó amescla","CVRD003296",NA,"-39.8588981628418","-18.716100692749","São Mateus","Geovane S. Siqueira","56510","auto","2020",NA,NA,"02","10","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"151","2021-03-01 11:53:19-03","UFPE","UFP","40688","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Lael, J; Viana, B; Oliveira, S",NA,"2003","04","25",NA,"Brasil","Pernambuco",NA,"743","743",NA,"Inflorescência paniculada de cor verde claro.; Inflorescência paniculada de cor verde claro.","UFP040688",NA,"-35.845333","-8.732917","Jaqueira","Rita Peretia",NA,NA,"2003","-35.845333","-8.732917","09","11",NA,NA,NA,NA,NA,NA,NA,NA
