"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"11","2016-09-29 20:56:00-03","NY","NYBG","00857306","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","L. O. Williams","1945","08","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857306","Magnoliophyta","Lamiales",NA,"8040","Minas Gerais","Morro das Pedras.","NY00857306_01","Belo Horizonte","-43.9378","-19.9208",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01144375","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","T. B. Cavalcanti","1995","09","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289630' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144375","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","1725","Goiás","Margem esquerda do Rio Corumba. Proximo a Foz do Corrego Gameleira.","NY01144375_01","Corumbaíba","-48.5","-17.97","G. M. Antar","630","630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00857303","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","H. S. Irwin","1964","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857303","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","6049","Distrito Federal","Ca. 40 km. S.W. of Brasília, rd. to Anápolis.","NY00857303_01","Brasília","-48.23","-16.05",NA,"700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00857312","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","G. G. Hatschbach","1972","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857312","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","27248","Minas Gerais","Córrego Tigre","NY00857312_01","Gouveia","-43.7406","-18.4544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00818402","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","H. S. Irwin","1964","08","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=861692' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818402","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","5283","Distrito Federal",NA,"NY00818402_01","Brasília","-47.9294","-15.7797","P. G. Delprete","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00857223","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","R. S. Santos","1963","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937692' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857223","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","28366","Minas Gerais","Entre Pirapora e Montes Claros.","NY00857223_01",NA,NA,NA,"R. M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 20:56:00-03","NY","NYBG","00857301","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","L. Emygdio de Mello Filho","1972","07","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857301","Magnoliophyta","Lamiales",NA,"3476","Minas Gerais","Gandarela","NY00857301_01",NA,NA,NA,NA,"1110","1110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 20:56:00-03","NY","NYBG","00857313","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","L. Riedel","1824","06",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857313","Magnoliophyta","Lamiales",NA,"167","Minas Gerais","Inter Barbacena et S. João Del Rey","NY00857313_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00857304","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","H. S. Irwin","1964","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857304","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","6264","Distrito Federal","Cia. Fercal, ca. 20 km. E. of Brasília.","NY00857304_01","Brasília","-47.88","-15.58",NA,"700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00749233","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","R. M. Harley","1988","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=890649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749233","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","24840","Minas Gerais","Serra do Cabral, a 6-7 km da cidade","NY00749233_01","Buenópolis","-44.25","-17.88","R. M. Harley","760","760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00896886","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","S. Tsugaru","1987","09","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896886","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","B-1596","Minas Gerais","Babilônia, Uberlândia.","NY00896886_01","Uberlândia","-48.2769","-18.9186","G. M. Antar","840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01146061","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","P. G. Delprete","2007","07","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1327326' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146061","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","10230","Goiás","Morro de Santo Antonio.","NY01146061_01","Senador Canedo","-49.1667","-16.6667","H. D. Ferreira","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00857224","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","P. E. Gibbs","1976","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937694' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857224","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","2658","Minas Gerais","Rumo a Itumbiara, km 76.","NY00857224_01","Frutal","-48.9406","-20.0247","R. M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00857225","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","A. B. Joly","1973","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857225","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","4544","Minas Gerais","Ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","NY00857225_01","Jaboticatubas","-43.7447","-19.5136","R. M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00857624","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","R. M. Harley",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857624","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","CFCR4540","Minas Gerais","Caminho para a fazenda Abobóra.","NY00857624_01","Couto de Magalhães de Minas","-43.4708","-18.0717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00499719","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","P. E. Gibbs","1977","07","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00499719","Magnoliophyta","Lamiales","(Pohl ex Benth.) Harley","5483","Mato Grosso","Estrada Campo Grande - Presidente Prudente. Ca. 90 km. do Rio Paraná.","NY00499719_01",NA,NA,NA,"G. M. Antar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00857195","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","cana","Hyptis cana","R. Goodland","1965","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857195","Magnoliophyta","Lamiales","Pohl ex Benth.","124","Minas Gerais","Jaguara","NY00857195_01",NA,NA,NA,"R. M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00857899","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","scabra","Hyptis scabra","G. Gardner","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857899","Magnoliophyta","Lamiales","Benth.","5100","Minas Gerais",NA,"NY00857899_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00857778","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","scabra","Hyptis scabra","A. Macedo","1950","07","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857778","Magnoliophyta","Lamiales","Benth.","2493","Minas Gerais",NA,"NY00857778_01","Ituiutaba","-49.465","-18.9692","L. B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00857897","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","scabra","Hyptis scabra","A. F. Regnell","1863",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857897","Magnoliophyta","Lamiales","Benth.","II206","Minas Gerais","Da Serra na Faz. da Prata.","NY00857897_01","Caldas","-46.3858","-21.9236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00857951","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","scabra","Hyptis scabra","J. E. B. Warming",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947557' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857951","Magnoliophyta","Lamiales","Benth.","s.n.","Minas Gerais",NA,"NY00857951_01","Lagoa Santa","-43.8894","-19.6272","C. C. Epling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00857900","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","scabra","Hyptis scabra","P. Clausen","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857900","Magnoliophyta","Lamiales","Benth.","1061","Minas Gerais",NA,"NY00857900_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00857898","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","scabra","Hyptis scabra","G. Gardner","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947552' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857898","Magnoliophyta","Lamiales","Benth.","5100","Minas Gerais",NA,"NY00857898_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-01-28 13:11:19-03","MCN-PUC-MINAS","HPUC-MG","ANG189","S","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","M.F. Vasconcelos","2012","07","07",NA,"Brasil",NA,NA,"Corola roxa",NA,NA,NA,NA,NA,"Minas Gerais","Riacho dos Machados",NA,"Riacho dos Machados","-43.116667","-16.033333",NA,NA,NA,"43°07'W","16°02'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-01-28 13:11:19-03","MCN-PUC-MINAS","HPUC-MG","ANG1195","S","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","M.F.V. Vasconcelos","2012","07","13",NA,"Brasil",NA,NA,"Corola roxa.",NA,NA,NA,NA,NA,"Minas Gerais","Proximidades de Riacho do Machado",NA,"Riacho dos Machados","-43.0494003295898","-16.0060997009277","M.F.V Vasconcelos",NA,NA,NA,NA,"39016","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-13 09:20:01-03","UFRJ","RFA","11703","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","cana","Hyptis cana","G.G. Hatschbach","1969","07","11",NA,"Brasil",NA,NA,"Árvore 4 m de altura. Flor lilás","RFA42293",NA,NA,"Pohl ex Benth.","21764","São Paulo","Rodovia BR-267",NA,"Andradina","-51.3699989318848","-20.8899993896484","R.M. Harley",NA,NA,NA,NA,"31224","auto","1971",NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:20:01-03","UFRJ","RFA","19109","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","cana","Hyptis cana","G.G. Hatschbach","1976","07","08",NA,"Brasil",NA,NA,"Pequena árvore, flor lilás","RFA42292",NA,NA,"Pohl ex Benth.","38733","Goiás","Marcelona",NA,"Morrinhos","-49.0993995666504","-17.7311000823975","R.M. Harley",NA,NA,NA,NA,"45214","auto","1978",NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:30:55-03","UFRJ","RFA","7520","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","cana","Hyptis cana","P. Occhioni","1959","05","25",NA,"Brasil",NA,NA,"Arbusto; flor roxa","RFA36999",NA,NA,"Pohl ex Benth.","1873","Minas Gerais",NA,NA,"Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:30:55-03","UFRJ","RFA","8705","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","cana","Hyptis cana","P. Occhioni","1968","09","19",NA,"Brasil",NA,NA,"Arbusto de flor lilás","RFA36996",NA,NA,"Pohl ex Benth.","3669","São Paulo","Instituto de Botânica, cultivado",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-15 11:14:43-03","FUNED","FUNED-POL","3577","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","Sandra Matoso",NA,NA,NA,NA,"Brasil",NA,NA,NA,"POL003577",NA,NA,NA,NA,"MG","Brasilandia de Minas",NA,NA,"-46.009444","-17.009722",NA,NA,NA,"46W 00' 34","17S 00' 35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:32:45-03","EAO","IAN","139378","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","Fonsêca, SG da","1968","06","06","Southern America","Brasil",NA,NA,NA,"IAN139378",NA,NA,"(Pohl ex Benth.) Harley","875","Distrito Federal","Perto de pedras. Parque do Gama.",NA,NA,NA,NA,"Harley, RM",NA,NA,NA,NA,NA,NA,"2014","11","18",NA,NA,NA,NA,NA
"42","2021-03-30 12:32:45-03","EAO","IAN","129202","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","cana","Hyptis cana","Irwin, HS","1964","08","18","Southern America","Brasil",NA,NA,NA,"IAN129202",NA,NA,"Pohl ex Benth.","5283","Distrito Federal",NA,NA,NA,NA,NA,"Epling, C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:32:45-03","EAO","IAN","129248","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","cana","Hyptis cana","Irwin, HS","1964","09","06","Southern America","Brasil",NA,NA,NA,"IAN129248",NA,NA,"Pohl ex Benth.","6049","Distrito Federal","Margin of gallery forest, bordering on steep slopes of camppo, ca. 40km SW of Brasília on road to Anápolis.",NA,NA,NA,NA,"Epling, C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:32:45-03","EAO","IAN","129256","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","cana","Hyptis cana","Irwin, HS","1964","09","19","Southern America","Brasil",NA,NA,NA,"IAN129256",NA,NA,"Pohl ex Benth.","6264","Distrito Federal","Margin of gallery forest, bordering campo, Chapada da contagem, ca. 20km E of Brasília.",NA,NA,NA,NA,"Epling, C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:32:45-03","EAO","IAN","102522","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","cana","Hyptis cana","Magalhães, MG","1942","09","27","Southern America","Brasil",NA,NA,NA,"IAN102522",NA,NA,"Pohl ex Benth.","2173","Minas Gerais","Cerrado. Localidade Gameleira.",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:32:45-03","EAO","IAN","14190","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","cana","Hyptis cana","Magalhães, MG","1942","07","25","Southern America","Brasil",NA,NA,NA,"IAN014190",NA,NA,"Pohl ex Benth.","3111","Minas Gerais","Cerrado. Serra do Curral.","IAN014190 IAN014190_e IAN014190_e1","Belo Horizonte","-43.937801361084","-19.9207992553711","Barreto, M",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-26 18:08:31-03","CPAN-UFMS","COR","4726","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","canum","Hyptidendron canum","Bortolotto, I.M.; Rodriguez, D.P.","1996","09","18",NA,"Brasil",NA,NA,"Com Flor: lilás Habito: Arbusto",NA,NA,NA,"(Pohl ex Benth.) Harley","371","Mato Grosso do Sul","Morro do Urucum.",NA,"Corumbá","-57.6533012390137","-19.0091991424561","Antar, G.M.",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
