"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","615434","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"R. de Mello-Silva","1993","05","12","Brazil","Espírito Santo","Domingos Martins","-40.6592","-20.3633",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641941' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615434","827","Domingo Martins: estrada vicinal à BR 262, em diraçao a Santa Luzia",NA,NA,"NY00615434_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1015006","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"G. G. Hatschbach","1968","01","29","Brazil","Paraná","Antonina","-48.746413","-25.311204",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096376' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015006","18489","Cacatú.","50","50","NY01015006_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","615433","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"G. G. Hatschbach","1967","12","14","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615433","18129","Rio do Cedro","50","100","NY00615433_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1015011","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"R. Reitz","1954","03","04","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096394' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015011","1702","Morro da Ressacada, Itajaí.","300","300","NY01015011_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1015012","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"R. Reitz","1954","09","23","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096410' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015012","2079","Morro da Fazenda, Itajaí.","30","30","NY01015012_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1522417","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.","M. C. H. Mamede",NA,NA,NA,"J. Mattos","1965","08","20","Brazil","São Paulo","Salesópolis","-45.886229","-23.65179",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751676' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522417","12460","Salesopolis, Estacao Biologica de Boraceia",NA,NA,"NY01522417_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1015008","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"R. Reitz","1958","12","29","Brazil","Santa Catarina","Rio do Sul","-49.6431","-27.2144",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096385' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015008","6093","Serra do Matador.","500","500","NY01015008_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1015010","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"R. Reitz","1954","02","09","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096391' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015010","1526","Morro da Ressacada, Itajaí.","200","200","NY01015010_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","615432","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"G. G. Hatschbach","1968","01","11","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641939' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615432","18266","Serrinha","50","100","NY00615432_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1551132","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"J. M. A. Braga","1995","11","06","Brazil","Rio de Janeiro","Itatiaia","-44.65833","-22.35833",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1911871' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551132","2949","Parque Nacional de Itatiaia. Trilha para a Cachoeira Poranga.",NA,NA,"NY01551132_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","615436","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"G. G. Hatschbach","1966","01","20","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641943' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615436","13573","Forest along Rio Cotia near Antonina","450","450","NY00615436_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1015005","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"G. G. Hatschbach","1967","12","14","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096374' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015005","18129","Rio de Cedro.","50","100","NY01015005_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01092739","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.","M. Sobral",NA,NA,NA,"J. L. Paixão","1997","08","17","Brazil","Bahia","Almadina","-39.7","-14.73",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1232801' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092739","016","Rod. Almadina/Ibitupã, entrada a 7 km, Serra dos Sete-Paus, ca. 12 km da entrada. Fazenda Cruzeiro do Sul.",NA,NA,"NY01092739_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1551120","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"J. M. A. Braga","1994","10","27","Brazil","Rio de Janeiro","Itatiaia","-44.65833","-22.35833",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1911851' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551120","1522","Parque Nacional do Itatiaia. Abrigo III, margem do córrego Tapera.","650",NA,"NY01551120_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","615435","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"Pessoal do Horto Florestal",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615435","s.n.","Guanabara, mata do Horto Florestal",NA,NA,"NY00615435_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","777100","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"I. Isernhagen","2000","03","01","Brazil","Paraná","Adrianópolis","-49","-24.68",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777100","371","Parque Estadual das Lauráceas, vale do Rio Guaracuí",NA,NA,"NY00777100_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1015004","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"G. G. Hatschbach","1968","01","11","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096371' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015004","18266","Serrinha.","50","100","NY01015004_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1015007","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"G. G. Hatschbach","1968","01","29","Brazil","Paraná","Antonina","-48.746413","-25.311204",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096382' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015007","18489","Cacatú.","50","50","NY01015007_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1015009","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"R. Reitz","1960","01","29","Brazil","Santa Catarina","Sombrio","-49.6167","-29.1142",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096386' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015009","9480","Garapuvu, Vista Alegra, Sombrio.","20","20","NY01015009_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1015013","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"R. Reitz","1956","02","03","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096415' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015013","2594","Hôrto Florestal I. N. P., Ibirama.","300","300","NY01015013_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1551130","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.",NA,NA,NA,NA,"J. M. A. Braga","1995","10","18","Brazil","Rio de Janeiro","Itatiaia","-44.65833","-22.35833",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1911868' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551130","2917","Parque Nacional de Itatiaia. Proximidades do abrigo III.","1000",NA,"NY01551130_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-02-08 11:09:36-03","UNESP-IBB","BOTU","30149","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.","Kawasaki, M.L.",NA,NA,NA,"Sanchez, M.","1997","01","18","Brasil","São Paulo","Ubatuba","-44.8","-23.366667","44°48'w","23°22's",NA,"BOTU030149","719","Picinguaba,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:31:38-03","UFRJ","RFA","6645","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","tijucensis","Gomidesia tijucensis","(Kiaersk) D. Legrand","D. Legrand","1956",NA,NA,"R. Reitz; R. Klein","1954","09","24","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"Árvore de 12 m de altura. Fruto maduro preto","RFA46633","2094","Cunhas","20","20",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA
"34","2020-06-29 11:31:38-03","UFRJ","RFA","6658","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","tijucensis","Gomidesia tijucensis","(Kiaersk) D. Legrand","C. D. Legrand","1957",NA,NA,"R. Reitz; R. Klein","1956","02","03","Brasil","Santa Catarina","Ibirama","-49.5177993774414","-27.0569000244141",NA,NA,"Árvore de 10 m, flor branca","RFA46616","2594","Horto florestal do INP","300","300",NA,NA,NA,NA,NA,"18533","auto",NA,NA,NA,NA,NA
"35","2020-11-13 09:20:23-03","UFRJ","RFA","25035","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","tijucensis","Gomidesia tijucensis","(Kiaersk) D. Legrand","G. M. Barroso","2000","08","17","A. Quinet","2000","06","02","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"Arbusto com 7,0 m de altura e DAP de 15 cm, frutos verdes, comum no local.","RFA42078","343 ( 18/018)","Taquara, Jacarepaguá.","150","150",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"36","2020-06-29 11:31:38-03","UFRJ","RFA","6644","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","tijucensis","Gomidesia tijucensis","(Kiaersk) D. Legrand","D. Legrand","1956",NA,NA,"R. Reitz; R. Klein","1954","09","23","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"Árvore de 10 m de altura. Fruto maduro preto","RFA46634","2079","Morro da Fazenda","30","30",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA
"37","2020-06-29 11:31:41-03","UFRJ","RFA","39408","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.","M. Sobral",NA,NA,NA,"V. G. Staggemeier","2007","10","05","Brasil","São Paulo","Cananéia","-47.920833","-25.074444","47º55'15''W","25º4'28''S","Porte arbóreo. Os frutos maduros são de coloração preta. Fenologia: floração em novembro (pico em janeiro); frutos verdes em janeiro; frutos maduros com maior intensidade em maio. Esta exsicata contém frutos verdes e maduros","RFA46800","112","Parque Estadual da Ilha do Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:21:37-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.","Sobral, M","2003",NA,NA,"Paixão, JL da; Jardim, JG; Leandro, JA; Bispo; Santiago, RD","1997","08","17","Brasil","Bahia","Almadina","-39.079444","-24.735","-39.079444","-24.735","com ca. 12 m de altura. Folhas verdes e brilhantes na face superior e face inferior mais clara. Frutos jovens, de cor ferrugínea.",NA,"016","Litoral Sul, Rod. Almadina/Ibitupã, entrada a 7 km, Serra dos Sete-Paus, ca. 12 km da entrada. Fazenda Cruzeiro do Sul",NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:21:37-03","UFBA","ALCB","76032","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","tijucensis","Myrcia tijucensis","Kiaersk.","Sobral, M","2003",NA,NA,"Lima, J; Jardim, JG; Leandro, JA; Bispo, AB; Santiago, RD","1997","08","17","Brasil","Bahia","Almadina","-39.679444","-24.735","-39.679444","-24.735","Ca. 12 m de altura, Folhas verdes e brilhantes na face superior e face inferior mais clara. Frutos jovens de cor ferrugínea.","ALCB060193","16","Litoral Sul, Rod. Almadina/Ibitupã, entrada a 7 km, Serra dos Sete-Paus, ca 12 km da entrada. Fazenda Cruzeiro do Sul",NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.1073117","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","tijucensis","Gomidesia tijucensis","(Kiaersk.) D.Legrand",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas JH de","1966","01","20","Brazil","Paraná",NA,NA,NA,NA,NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1073117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1073117",NA,"Est. Paraná. Along Rio Cotia near Antonina.",NA,NA,"NL-L1073117",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw14341",NA,NA,NA
"41","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.1073118","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","tijucensis","Gomidesia tijucensis","(Kiaersk.) D.Legrand",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas JH de","1966","01","20","Brazil","Paraná",NA,NA,NA,NA,NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1073118 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1073118",NA,"Est. Paraná. Along Rio Cotia near Antonina.",NA,NA,"NL-L1073118",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw14341",NA,NA,NA
"42","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525806","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","tijucensis","Gomidesia tijucensis","(Kiaersk.) D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1959","05","30","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525806",NA,"Plantas de SANTA CATARINA - BRASIL. Ingabaú. Matador, Rio do Sul.",NA,NA,"NL-L2525806",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525807","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","tijucensis","Gomidesia tijucensis","(Kiaersk.) D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1960","01","29","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525807 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525807",NA,"Plantas de SANTA CATARINA - BRASIL. Garapuvu, Vista Alegre, Sombrio.",NA,NA,"NL-L2525807",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525808","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","tijucensis","Gomidesia tijucensis","(Kiaersk.) D.Legrand",NA,NA,NA,NA,"Hatschbach GG","1967","12","14","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525808 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525808",NA,"Est. Parana. Mun. Iuera guecaba. Rio do Cedro.",NA,NA,"NL-L2525808",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525809","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","tijucensis","Gomidesia tijucensis","(Kiaersk.) D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1959","01","25","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525809 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525809",NA,"Plantas de SANTA CATARINA. Serra do Matador, Rio do Sul.",NA,NA,"NL-L2525809",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
