"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","typeStatus","recordNumber","continentOcean","preparationType","occurrenceRemarks","infraspecificEpithet","locality","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber"
"535","2019-04-01 10:17:33-03","IPA","IPA","59322","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Cestaro, L.A.","1999","09","17","Brasil","Rio Grande do Norte","Macaíba","-35.375","-5.883333","-35.375","-5.883333","40","40","IPA0059322",NA,"Plantae",NA,NA,"210","Southern America",NA,"Arvoreta com 5m de altura. Comum.",NA,"Colégio Agrícola de Jundiaí. Solo aluvial com seixos.",NA,NA,NA,NA,NA,NA,NA,NA
"536","2019-04-17 14:31:56-03","IPA","IPA","52078","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Lima, A.; Santos, M.M.; Santos, M.M.","1984","08","08","Brasil","Bahia","Encruzilhada","-40.95","-15.366667","-40.95","-15.366667","690","690","IPA0052078",NA,"Plantae",NA,NA,"158","Southern America",NA,"Árvore 10 m de altura, DAP 40cm, diâmetro da copa 6m; Fanerófita. Caule escamoso. Fruto vagem.",NA,"Estrada para Cercadinho. Relêvo forte ondulado. Solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA
"537","2019-04-17 14:31:56-03","IPA","IPA","55914","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Gomes, M.L.","1995","03","24","Brasil","Pernambuco","Serra Talhada","-38.321111","-5.983333","-38.321111","-5.983333","500","500","IPA0055914",NA,"Plantae",NA,NA,"14","Southern America",NA,"Árvore; flor amarela; fruto verde.",NA,"Estação Experimental do IPA. Área de baixada; terreno mais arenoso pedregoso que argiloso.",NA,NA,NA,NA,NA,NA,NA,NA
"538","2019-04-01 10:17:33-03","IPA","IPA","56643","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Thomas, W.W.; Carvalho, A.M. de; Sant'ana; Amorim, A.M.; Lisboa, S.; Carvalho, A.M. de; Sant'ana; Amorim, A.M.; Lisboa, S.","1993","01","24","Brasil","Bahia","Juazeiro","-42.2","-10","-42.2","-10",NA,NA,"IPA0056643",NA,"Plantae",NA,NA,"9639","Southern America",NA,"Tree, 4m, flowers brownish-yellow, fruit green.",NA,"North end of Serra da Jacobina at Flamengo, 11km South of Barrinha (ca. 52km North of Senhor do Bonfim) at Fazenda Pasto Bom. Quatz formation and surrounding caatinga.",NA,NA,NA,NA,NA,NA,NA,NA
"539","2019-04-17 14:31:56-03","IPA","IPA","55904","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Gomes, M.L.","1995","03","21","Brasil","Pernambuco","Serra Talhada","-38.321111","-7.983333","-38.321111","-7.983333","500","500","IPA0055904",NA,"Plantae",NA,NA,"04","Southern America",NA,"Árvore, flores amarelas.",NA,"Estação Experimental do IPA; Manga dos Caprinos. Terreno argiloso, pastagem natural. Área de baixada.",NA,NA,NA,NA,NA,NA,NA,NA
"540","2019-04-17 14:31:56-03","IPA","IPA","55932","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Gomes, M.L.","1995","04","18","Brasil","Pernambuco","Serra Talhada","-38.321111","-7.983333","-38.321111","-7.983333","500","500","IPA0055932",NA,"Plantae",NA,NA,"32","Southern America",NA,"Árvore; flor amarela; frutos verdes. Frequência média.",NA,"Estação Experimental do IPA; Pedra Branca, pastagem natural, terreno argiloso.",NA,NA,NA,NA,NA,NA,NA,NA
"541","2019-04-01 10:17:33-03","IPA","IPA","57190","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.",NA,NA,NA,"Bona-Nascimento, M.S.","1995","09","05","Brasil","Piauí","Teresina","-42.801944","-5.089167","-42.801944","-5.089167","72","72","IPA0057190",NA,"Plantae",NA,NA,"1015","Southern America",NA,"Árvore ca. 4,5m. Flores amarelas. Com fruto na maioria das duplicatas.",NA,"CPAMN/EMBRAPA. A área está situada em relêvo plano. Solo arenoso, apresentando boa drenagem.",NA,NA,NA,NA,NA,NA,NA,NA
"542","2019-04-01 10:17:33-03","IPA","IPA","57192","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Bona-Nascimento, M.S.; Carvalho, J.H.; Carvalho, J.H.","1994","04","14","Brasil","Piauí","São João do Piauí","-42.246667","-8.358056","-42.246667","-8.358056","222","222","IPA0057192",NA,"Plantae",NA,NA,"470","Southern America",NA,"Árvore, flores amarelas. Sem fruto na maioria das duplicatas.",NA,"Fazenda Experimental Octávio Domingues., a área está situada em relêvo plano. Solo arenoso, apresentando boa drenagem.",NA,NA,NA,NA,NA,NA,NA,NA
"543","2019-04-01 10:17:33-03","IPA","IPA","58079","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Gomes, M.L.","1996","02","09","Brasil","Pernambuco","Serra Talhada","-38.321111","-7.983333","-38.321111","-7.983333","500","500","IPA0058079",NA,"Plantae",NA,NA,"140","Southern America",NA,"Árvore, flor amarela. Frequência média.",NA,"Estação Experimental do IPA; Trinta e Sete; local plano; cultura; terreno argiloso.",NA,NA,NA,NA,NA,NA,NA,NA
"544","2019-04-01 10:17:33-03","IPA","IPA","58204","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Gomes, M.L.","1995","08","04","Brasil","Pernambuco","Serra Talhada","-38.321111","-7.983333","-38.321111","-7.983333","500","500","IPA0058204",NA,"Plantae",NA,NA,"95","Southern America",NA,"Árvore, frutos verdes; Frequência alta.",NA,"Estação Experimental do IPA; Vila Saco. Terreno arenoso.",NA,NA,NA,NA,NA,NA,NA,NA
"545","2019-04-01 10:17:33-03","IPA","IPA","58856","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Silva, A.","2000","01","09","Brasil","Pernambuco","Ilha de Itamaracá",NA,NA,NA,NA,NA,NA,"IPA0058856",NA,"Plantae",NA,NA,"s.n.","Southern America",NA,"Arbusto, até 4m de altura. Flores amareladas.",NA,"Vila Velha. Sítio.",NA,NA,NA,NA,NA,NA,NA,NA
"546","2019-04-01 10:17:33-03","IPA","IPA","59321","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Cestaro, L.A.","1999","02","24","Brasil","Rio Grande do Norte","Macaíba","-35.375","-5.883333","-35.375","-5.883333","40","40","IPA0059321",NA,"Plantae",NA,NA,"78","Southern America",NA,"Arvoreta com 4m de altura. Flor amarela.",NA,"Colégio Agrícola de Jundiaí. Solo aluvial com seixos.",NA,NA,NA,NA,NA,NA,NA,NA
"547","2019-04-01 10:17:33-03","IPA","IPA","60649","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Lima-Verde, L.W.; E.deO.Barros; Nunes, L.E.C.; E.deO.Barros; Nunes, L.E.C.","1997","04","09","Brasil","Ceará","Aiuaba","-40.181556","-6.666694","-40.181556","-6.666694","410","410","IPA0060649",NA,"Plantae",NA,NA,"654","Southern America",NA,"Árvore 3m de altura. Caule tronco; folhas compostas opostas, cartácea; panícula axilar; corola amarela; fruto, legume piloso. Frequênte.",NA,"Estação Ecológica de Aiuaba, Sítio. Proterozóico arqueano médio. Planossol arenoso.",NA,NA,NA,NA,NA,NA,NA,NA
"548","2019-04-01 10:17:33-03","IPA","IPA","60652","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Barros, E.O. de; Lima-Verde, L.W.; Lima-Verde, L.W.","1997","06","17","Brasil","Ceará","Quixeré","-37.808083","-5.183944","-37.808083","-5.183944","100","100","IPA0060652",NA,"Plantae",NA,NA,"159","Southern America",NA,"Árvore, terrestre, 5m de altura. Caule: tronco. Folha composta alternas cartáceas. Inflorescência panícula axilar. Corola amarela. Frequênte.",NA,"Chapada do Apodi. Fazenda Mato Alto (Manga grande).",NA,NA,NA,NA,NA,NA,NA,NA
"549","2019-04-01 10:17:33-03","IPA","IPA","62010","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Lima-Verde, L.W.; Figueiredo, M.A.; et al.; Figueiredo, M.A.; et al.","1996","06","13","Brasil","Ceará","Quixeré","-37.816667","-5.183333","-37.816667","-5.183333",NA,NA,"IPA0062010",NA,"Plantae",NA,NA,"267","Southern America",NA,"Hábito: árvore, terrestre. Alt.:3 m. Caule: tronco Folhas: compostas alternas menbranáceas. Inflorescência: panícula terminal. Cálice: verde. lenticelas no tronco e nos ramos.",NA,"Quixeré, Chapada do Apodi. Fazenda Mato Alto.",NA,NA,NA,NA,NA,NA,NA,NA
"550","2019-04-01 10:17:33-03","IPA","IPA","66006","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Lima, V.C.; Ferraz, E.B.; Rita Pereira; Ferraz, E.B.; Rita Pereira","2002","03","24","Brasil","Pernambuco","Águas Belas","-37.163889","-9.1575","-37.163889","-9.1575",NA,NA,"IPA0066006",NA,"Plantae",NA,NA,"7I","Southern America",NA,"N.V.:Pau ferro. Arvoreta com cerca de 6 m de alt Flores com androceu amarelo, manchado de vermelho. Frutos imaturos verdes e maduros de cor marrom.",NA,"Estrada para Santana de Ipanema, cerca de 5 Km de Xixiákhla.",NA,NA,NA,NA,NA,NA,NA,NA
"551","2019-04-01 10:17:33-03","IPA","IPA","66040","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Lima, V.C.; Costa e Silva, M.B.; Rita Pereira; Costa e Silva, M.B.; Rita Pereira","2002","05","09","Brasil","Pernambuco","Serra Talhada","-38.221667","-7.927778","-38.221667","-7.927778",NA,NA,"IPA0066040",NA,"Plantae",NA,NA,"41","Southern America",NA,"N.V.: Pau ferro. Árvore com cerca de 5 m de altu A infusão da casca é usada para úlceras e gastrite",NA,"Sítio Alegre, próximo a casa do mateiro",NA,NA,NA,NA,NA,NA,NA,NA
"552","2019-04-01 10:17:33-03","IPA","IPA","66073","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Lima, V.C.; Costa e Silva, M.B.; Rita Pereira; Costa e Silva, M.B.; Rita Pereira","2002","05","09","Brasil","Pernambuco","Serra Talhada","-38.221667","-7.927778","-38.221667","-7.927778",NA,NA,"IPA0066073",NA,"Plantae",NA,NA,"74","Southern America",NA,NA,NA,"Sítio Alegre.",NA,NA,NA,NA,NA,NA,NA,NA
"553","2019-04-01 10:17:33-03","IPA","IPA","67082","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Santos, S.","2002","04","19","Brasil","Sergipe","Canindé de São Francisco","-37.941722","-9.5555","-37.941722","-9.5555",NA,NA,"IPA0067082",NA,"Plantae",NA,NA,"50","Southern America",NA,"Arbóreo ca. 4m de altura. Frutos jovens.",NA,"Fazenda Poço Verde.",NA,NA,NA,NA,NA,NA,NA,NA
"554","2019-07-26 11:40:11-03","IPA","IPA","67673","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Lyra-Lemos, R.P.","2000","10","28","Brasil","Alagoas","Batalha","-37.030833","-9.760278","-37.030833","-9.760278",NA,NA,"IPA0067673",NA,"Plantae",NA,NA,"5158","Southern America",NA,"Árvore ca. 3m de altura; flores amarelas.; Caatinga.",NA,"pequeno remanescente, próximo à estrada.",NA,NA,NA,NA,NA,NA,NA,NA
"555","2019-04-01 10:17:33-03","IPA","IPA","69555","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Lemos, J.R.; Matias, P.; Matias, P.","2003","11","05","Brasil","Ceará","Aiuaba","-40.321944","-6.743056","-40.321944","-6.743056","400","600","IPA0069555",NA,"Plantae",NA,NA,"147","Southern America",NA,"Árvore de ca. 6,5m. Flores amarelo-ouro.",NA,"Estação Ecológica de Aiuaba",NA,NA,NA,NA,NA,NA,NA,NA
"556","2019-04-01 10:17:33-03","IPA","IPA","73183","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Rita Pereira; Bocage, A.; Albuquerque, N.A.; Maciel, J.R.; Marques, J.S.; Cano,; Bocage, A.; Albuquerque, N.A.; Maciel, J.R.; Marques, J.S.; Cano, O.; Costa e S","2006","02","22","Brasil","Pernambuco","Arcoverde","-36.988528","-8.442833","-36.988528","-8.442833","890","890","IPA0073183",NA,"Plantae",NA,NA,"2641","Southern America",NA,"flores amarelas.",NA,"Serra das Varas, Mata da Jacú - trilha principal.",NA,NA,NA,NA,NA,NA,NA,NA
"557","2019-02-22 11:44:34-03","IPA","IPA","76093","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Miranda, A.M.","2011","09","22","Lima, D.P.","1973","09","24","Brasil","Piauí","São Raimundo Nonato","-40.332778","-9.015278","-40.332778","-9.015278",NA,NA,"IPA0076093",NA,"Plantae",NA,NA,"13236","Southern America",NA,"Árvore, com aproximadamente 25cm de diâmetro e mais ou menos 4m alt., não tem látex nem resina. Flores com pétalas amarelas pela parte externa e mescladas de vermelho pela parte interna, com perfume agradável.",NA,"Fazenda Lagoa de Fora",NA,NA,NA,NA,NA,NA,NA,NA
"558","2019-02-22 11:44:34-03","IPA","IPA","74575","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gomes-Silva, A.","2010","03","12","Tavares, S.",NA,NA,NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"IPA0074575",NA,"Plantae",NA,NA,"432","Southern America",NA,NA,NA,"Zona da Mata",NA,NA,NA,NA,NA,NA,NA,NA
"559","2019-02-22 11:44:34-03","IPA","IPA","75828","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Queiroz, L.P. de","2007","12","27","Teixeira, G.","1965","12","27","Brasil","Pernambuco","Recife","-34.881111","-8.053889","-34.881111","-8.053889",NA,NA,"IPA0075828",NA,"Plantae",NA,NA,"2909","Southern America",NA,"Arvoreta com flores perfumadas, corola amarela. Madeireira.",NA,"Dois Irmãos",NA,NA,NA,NA,NA,NA,NA,NA
"560","2019-02-22 11:44:34-03","IPA","IPA","75900","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Cardoso, D.","2011","02","21","Ramalho, F.B.","1972","03","18","Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"IPA0075900",NA,"Plantae",NA,NA,"65","Southern America",NA,"Árvore, mais ou menos 8m alt. por mais ou menos 50cm de diametro. Flores amarelas, perfumadas.",NA,"Fazenda Rio Preto, Taquarandí.",NA,NA,NA,NA,NA,NA,NA,NA
"561","2019-02-22 11:44:34-03","IPA","IPA","76089","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Queiroz de, L.P.","2007","08",NA,"Lima, D.P.","1973","04","13","Brasil","Bahia","Maguarari",NA,NA,NA,NA,NA,NA,"IPA0076089",NA,"Plantae",NA,NA,"13125","Southern America",NA,"Árvore com aproximadamente 5 m alt., mais ou menos 10cm de diâmetro. Flores amarelas com pouco perfume agradável.",NA,"Matas da fazenda Curralinho",NA,NA,NA,NA,NA,NA,NA,NA
"562","2019-02-22 11:44:34-03","IPA","IPA","80545","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Bocage, A.","2017","09","04","Cavalcanti, L.","2017","04","27","Brasil","Bahia","Curacá",NA,NA,NA,NA,NA,NA,"IPA0080545",NA,"Plantae",NA,NA,"s.n.","Southern America",NA,"Material botânico em estudo como parte de um Projeto da FACEPE-UFPE(BFT), que visa identificar manchas de cerrado no semiárido. Deptº de Geografia, sob a orientação da Profª Drª Eugenia Cristina Pereira.; Erva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2019-04-17 14:31:56-03","IPA","IPA","83527","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Gagnon, E.","2019","03","15","Pinheiro, K.","2007","04","18","Brasil","Pernambuco","Mirandiba","-38.718611","-8.059722","-38.718611","-8.059722","495","495","IPA0083527",NA,"Plantae",NA,NA,"263","Southern America",NA,"Árvore ca. 6m de altura, espinhosa e frutos cremes.; Caatinga arbórea-arbustiva densa.",NA,"Serra do Tigre",NA,NA,NA,NA,NA,NA,NA,NA
"564","2019-02-22 11:44:36-03","IPA","IPA","87323","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Queiroz, L.P. de","2010","05",NA,"Queiroz, L.P. de; Ribeiro, P.G.; Cardoso, D.; Salas, R.M.; Ribeiro, P.G.; Cardoso, D.; Salas, R.M.","2010","05","22","Brasil","Piauí","Amarante","-42.828611","-6.245556","-42.828611","-6.245556","118","118","IPA0087323",NA,"Plantae",NA,NA,"14796","Southern America",NA,"Árvore ca. 3m de altura. Folíolos coriáceos. Flores com cálice verde e pétalas amarelas.; Transição cerrado-caatinga degradada.",NA,"próximo a Amarante na estrada para Palmeiral.",NA,NA,NA,NA,NA,NA,NA,NA
"565","2019-02-22 11:44:36-03","IPA","IPA","88009","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Marcondes Oliveira","2011","06","19","Marcondes Oliveira; Meiado, M.V.; Silva, F.F.S.; Meiado, M.V.; Silva, F.F.S.","2011","04","16","Brasil","Pernambuco","Custódia","-37.783056","-8.334444","-37.783056","-8.334444","528","528","IPA0088009",NA,"Plantae",NA,NA,"5711","Southern America",NA,"Árvore ca. 4m de altura. Caule lenticelado, cálice esverdeado, corola amarelada. Frutos esverdeados. Ocasional.; Caatinga arbustivo-arbórea aberta. Solo arenoso. Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Bruno não cálcico.",NA,"Lote 10 - Reservatório Bagres.",NA,NA,NA,NA,NA,NA,NA,NA
"566","2019-02-22 11:44:36-03","IPA","IPA","88011","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Ferreira, E.V.R.","2012","07","24","Ferreira, E.V.R.; Fagundes-Silva, J.E.; Fagundes-Silva, J.E.","2012","07","24","Brasil","Alagoas","Água Branca","-37.962222","-9.122222","-37.962222","-9.122222","320","320","IPA0088011",NA,"Plantae",NA,NA,"752","Southern America",NA,"Árvores ca. 4 m de altura. Em frutificação.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Neossolo Regolítico Eutrófico.",NA,"Sítio Curral Novo.",NA,NA,NA,NA,NA,NA,NA,NA
"567","2019-02-22 11:44:36-03","IPA","IPA","88012","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Cotarelli, V.M.","2012","07","25","Cotarelli, V.M.; Cavalcante, R.A.S.; Cavalcante, R.A.S.","2012","07","25","Brasil","Pernambuco","Granito","-39.611667","-7.733056","-39.611667","-7.733056","389","389","IPA0088012",NA,"Plantae",NA,NA,"2078","Southern America",NA,"Árvore ca. de 3m de altura. Frutos maduros marrons.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Neossolo Litólico Eutrófico.",NA,"Sítio Tigre, Rio Tigre. Seco no momento da coleta.",NA,NA,NA,NA,NA,NA,NA,NA
"568","2019-02-22 11:44:36-03","IPA","IPA","88015","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Souza, D.P.","2012","10","15","Granja, M.M.G.","2012","04","25","Brasil","Pernambuco","Petrolina","-40.5525","-9.240278","-40.5525","-9.240278","203","203","IPA0088015",NA,"Plantae",NA,NA,"16","Southern America",NA,"Árvore ca. 2m de altura. Folhas compostas, bipinadas. Inflorescências com flores amarelas. Frutos em legume marrons.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Latossolo Vermelho-Amarelo Eutrófico. Área prioritária para con",NA,"Projeto Maria Tereza, próximo ao reservatório da CODEVASF, lado direito da ponte, sentido N25.",NA,NA,NA,NA,NA,NA,NA,NA
"569","2019-02-22 11:44:36-03","IPA","IPA","88016","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Siqueira Filho, J.A.","2012","11","22","Reis, A.A.; Nascimento, D.A.; Nascimento, D.A.","2012","05","01","Brasil","Pernambuco","Petrolina","-40.3875","-9.362222","-40.3875","-9.362222","362","362","IPA0088016",NA,"Plantae",NA,NA,"35","Southern America",NA,"Árvore ca. 4,0m de altura. Folhas compostas, alternas. Panícula com flores amarelas. Legumes indeiscentes, imaturos verdes e maduros marrons.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Planossolo Háplico Eutrófico.",NA,"Serrote do Urubu, margem esquerda do Rio São Francisco, estrada para Balneário de Pedrinhas.",NA,NA,NA,NA,NA,NA,NA,NA
"570","2019-02-22 11:44:36-03","IPA","IPA","88017","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Oliveira, A.C.P.","2012","10","03","Oliveira, A.C.P.; Duarte, R.F.; Silva, J.R.; Duarte, R.F.; Silva, J.R.","2012","10","03","Brasil","Pernambuco","Afogados da Ingazeira","-37.613333","-7.859722","-37.613333","-7.859722","741","741","IPA0088017",NA,"Plantae",NA,NA,"1656","Southern America",NA,"Árvore ca. 3,50m de altura. Folha composta e alterna. Fruto tipo legume, marrom.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Planossolo Nátrico Órtico.",NA,"Sítio Barro do Carapaça.",NA,NA,NA,NA,NA,NA,NA,NA
"571","2019-02-22 11:44:36-03","IPA","IPA","88019","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Oliveira, A.C.P.","2012","10","23","Oliveira, A.C.P.; Silva, R.R.; Silva, R.R.","2012","10","23","Brasil","Pernambuco","Arcoverde","-37.020278","-8.345556","-37.020278","-8.345556","871","871","IPA0088019",NA,"Plantae",NA,NA,"1704","Southern America",NA,"Árvore ca. 6m de altura. Folha composta e alterna. Fruto tipo legume, marrom.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Neossolo Litólico Eutrófico. Área prioritária para conservação: CA-408 - Buíque / Vale do Ipojuca - 1",NA,"Sítio Queimada da Onça.",NA,NA,NA,NA,NA,NA,NA,NA
"572","2019-02-22 11:44:36-03","IPA","IPA","88022","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Queiroz, L.P.","2011","05","30","Siqueira Filho, J.A.","2008","02","16","Brasil","Bahia","Casa Nova","-40.279167","-9.613611","-40.279167","-9.613611","404","404","IPA0088022",NA,"Plantae",NA,NA,"1940","Southern America",NA,"Arvoreta ca. 1,8m de altura. Ocasional. Folhas compostas, bipinadas. Inflorescência com flores conspícuas amarelas e máculas vermelhas. Fruto tipo legume.; Caatinga sobre rochas e dunas. Área CA-423 Sento Sé, alta importância biológic",NA,"Lagoinha.",NA,NA,NA,NA,NA,NA,NA,NA
"573","2019-02-22 11:44:36-03","IPA","IPA","89791","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Oliveira, M.","2014","01","28","Oliveira, M.","2014","01","28","Brasil","Pernambuco","Feira Nova","-37.315","-7.966667","-37.315","-7.966667",NA,NA,"IPA0089791",NA,"Plantae",NA,NA,"5740","Southern America",NA,"Árvore ca. 5m de altura. Flores amareladas.; Caatinga arbustiva-arbórea.",NA,"LT GAR-PFE, próximo a T 155-1.",NA,NA,NA,NA,NA,NA,NA,NA
"574","2019-02-22 11:44:36-03","IPA","IPA","89764","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Oliveira, M.","2013","11","18","Oliveira, M.","2013","11","17","Brasil","Pernambuco","Águas Belas","-37.045833","-8.911944","-37.045833","-8.911944",NA,NA,"IPA0089764",NA,"Plantae",NA,NA,"5713","Southern America",NA,"Árvore ca. 4m de altura. Flores amareladas. Ocasional.; Caatinga arbustiva aberta.",NA,"LT LZG-GAR, próximo a T 145-1.",NA,NA,NA,NA,NA,NA,NA,NA
"575","2019-02-22 11:44:36-03","IPA","IPA","89823","S","Plantae","Leguminosae-Caes.","Libidibia","ferrea","Libidibia ferrea","(Mart. ex Tul.) L.P. Queiroz","Oliveira, M.","2014","02","10","Oliveira, M.","2014","02","10","Brasil","Pernambuco",NA,"-36.168611","-8.060556","-36.168611","-8.060556",NA,NA,"IPA0089823",NA,"Plantae",NA,NA,"5772","Southern America",NA,"Árvore ca. 5m de altura. Flores amareladas.; Caatinga arbustiva aberta.",NA,"Fazenda Nova, LT GAR-CG3, próximo a T 98-1.",NA,NA,NA,NA,NA,NA,NA,NA
