"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","00957003","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","regelii","Peperomia regelii","C.DC.","H. de Magalhaes","s.n.","1898","01","South America","Brazil","Rio Preto.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957003","NY00957003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-02-25 10:13:13-03","CVRD","CVRD","5451","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","regelii","Peperomia regelii","C.DC.","Folli, D.A.","2762","1996","07","América do Sul","BRASIL","Em uma árvore da Farinha Seca",NA,"<ll>dwc_commonname:</ll> Barandi do alto","CVRD005451",NA,"Magnoliopsida","Elsie F. Guimaraes","1998","11","10","11","ES","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA
"3","2019-05-06 12:01:28-03","UFU","HUFU","9990","S","Plantae",NA,NA,"Piperaceae","Peperomia","regelii","Peperomia regelii","C.DC.","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","2801","1995","09",NA,"Brasil","Mato do Quilombo",NA,"Epífita. Inflorescência verde-claro.; Interior do capão.","HUFU00035694","HUFU00035694",NA,"Callejas, R.","1996","04",NA,"26","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688","57119","auto",NA,NA
"4","2019-05-06 12:01:28-03","UFU","HUFU","15626","S","Plantae",NA,NA,"Piperaceae","Peperomia","regelii","Peperomia regelii","C.DC.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A.; Furlan, A. & Prado, P.M.M.","4464","1997","08",NA,"Brasil","Parque Nacional da Serra da Canastra, Cachoeira dos Rolinhos.",NA,"Epífita, ca. 0,4 m. Inflorescência com ráquis esverdeada. Flores marrom.; Borda do capão de mata de encosta.","HUFU00035695","HUFU00035695",NA,"Andrade, T.","2005","02","24","21","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688","57119","auto",NA,NA
"5","2019-05-06 12:01:28-03","UFU","HUFU","9359","S","Plantae",NA,NA,"Piperaceae","Peperomia","regelii","Peperomia regelii","C.DC.","Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","2436","1995","07",NA,"Brasil","Parque Nacional da Serra da Canastra, Córrego do Quilombo.",NA,"Trepadeira. Inflorescência esbranquiçadas.; Interior do capão da mata.","HUFU00035696","HUFU00035696",NA,"Callejas, R.","1996","04",NA,"16","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688","57119","auto",NA,NA
"6","2019-05-06 12:01:28-03","UFU","HUFU","6528","S","Plantae",NA,NA,"Piperaceae","Peperomia","regelii","Peperomia regelii","C.DC.","Romero, R.; et al.","1291","1994","10",NA,"Brasil","Parque Nacional da Serra da Canastra, Nascente do Rio São Francisco.",NA,"Epífita, ca. 0,15 m. Inflorescência esverdeada.; Interior do capão em solo vidromórfico.","HUFU00035693","HUFU00035693",NA,"Callejas, R.","1996","04",NA,"16","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688","57119","auto",NA,NA
"7","2014-09-23 11:02:07-03","G","G-DC","G00320963","S","Plantae",NA,NA,"Piperaceae","Peperomia","regelii","Peperomia regelii","C. DC.","Riedel, L. & G. H. Langsdorff",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00320963",NA,NA,"CAT.HERB.PRODR.","2012","01","01",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,"-53.08972222","-10.77305556"
