"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","previousCatalogNumber","sex"
"99","2020-09-12 05:00:02-03","US","US","3351453","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Maguire & Wurdack",NA,NA,NA,NA,"R. Wasum","12386","1998","3","15","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"1100",NA,NA,"US01768845","US01768845_01",NA,"Asterales","South America","RS - Mun. de Bom Jesus - estrada Faz. do Cilho",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"100","2020-09-12 05:00:02-03","US","US","3697956","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Maguire & Wurdack",NA,NA,NA,NA,"B. Loeuille, G. Heiden, C. T. Oliveira & C. Siniscalchi","695","2012","10","22","Brazil","Rio Grande do Sul",NA,"-49.7644","-29.37",NA,NA,"9",NA,NA,"US01311603","US01311603_01",NA,"Asterales","South America","Torres: Parque Estadual de Guarita. Estrada do Cemiterio.",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"101","2020-09-12 05:00:02-03","US","US","3463914","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Maguire & Wurdack",NA,NA,NA,NA,"E. L. Barbosa & G. Hatschbach","879","2004","2","20","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"US01768852","US01768852_01",NA,"Asterales","South America","Rio das Mortes (mun. Guarapuava) Paraná",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"102","2020-09-12 05:00:02-03","US","US","2743138","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Maguire & Wurdack",NA,NA,NA,NA,"L. Smith & R. Reitz","9926","1957","1","5","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"700",NA,NA,"US01768849","US01768849_01",NA,"Asterales","South America","Mun. Caçador: Ruderal, South of Ipoméia",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"103","2020-09-12 05:00:02-03","US","US","3379309","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Maguire & Wurdack",NA,NA,NA,NA,"M. Rossato & R. Wasum","75","1999","3","19","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"1000",NA,NA,"US01768857","US01768857_01",NA,"Asterales","South America","RS - Mun. de Bom Jesus - Margens do Rio Tainhas",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"104","2020-09-12 05:00:02-03","US","US","3463922","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Maguire & Wurdack",NA,NA,NA,NA,"G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","76740","2004","2","17","Brazil","Paraná",NA,NA,NA,NA,NA,"900",NA,NA,"US01768851","US01768851_01",NA,"Asterales","South America","Terras Indígenas, Rio Marrecas (Mun. Turvo) Paraná",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"105","2020-09-12 05:00:02-03","US","US","3024995","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Maguire & Wurdack",NA,NA,NA,NA,"Bro. A. Sehnem","14636","1975","4","13","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"450",NA,NA,"US01768846","US01768846_01",NA,"Asterales","South America","RS, Faz. Cedro, Vacaria (Guacho)",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"106","2020-09-12 05:00:02-03","US","US","1617309","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Maguire & Wurdack",NA,NA,NA,NA,"F. C. Hoehne","3840","1920","3","27","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01768858","US01768858_01",NA,"Asterales","South America - Neotropics","Pocos de Caldas, Minas",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"107","2020-09-12 05:00:02-03","US","US","2743132","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Maguire & Wurdack",NA,NA,NA,NA,"L. Smith & R. M. Klein","11128","1957","2","9","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"850",NA,NA,"US01768850","US01768850_01",NA,"Asterales","South America","Mun. Curitibanos: campo, 10 km west of Curitiba on the road to Campos Novos",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"108","2020-09-12 05:00:02-03","US","US","3424753","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Maguire & Wurdack",NA,NA,NA,NA,"L. Scur","524","2000","2","19","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"780",NA,NA,"US01768848","US01768848_01",NA,"Asterales","South America","RS - Mun. de Caxias do Sul - Vila Seca",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"109","2019-12-09 17:29:22-03","UFPR","EFC","9781","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","Bueno, V.R.","2019","01","15","Kuniyoshi, Y.S.; et al.",NA,"2003","03","31","Brasil","Paraná","Guarapuava","-51.4767","-25.6686","-51.4767","-25.6686",NA,NA,"Herbácea com flores amarelas, beira da estrada de acesso. Área alterada de floresta com araucária","EFC009781",NA,NA,NA,NA,"Rio São Jerônimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-12-09 17:29:22-03","UFPR","EFC","17074","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","Nakajima, J.N.","2009",NA,NA,"Silva, J.M. & Cunha, E.M.","5468","2007","02","05","Brasil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"Arbusto, 2 m; capítulo amarelo. Mata secundária.","EFC017074",NA,NA,NA,NA,"Rodovia PR-170, Rio Pinhão",NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA
"111","2019-11-13 11:15:58-03","USP","SPF","219755","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","Magenta, MAG","2016","10",NA,"Magenta, MAG","405","2002","03","27","Brasil","Rio Grande do Sul","Vacaria","-50.793861","-28.271972","-50.793861","-28.271972","987","987",NA,"SPF00219755",NA,NA,NA,NA,"Serra Geral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-13 11:15:58-03","USP","SPF","214919","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","Magenta, MAG; Loeuille, B","2012",NA,NA,"Loeuille, B","695","2012","10","22","Brasil","Rio Grande do Sul","Torres","-49.764444","-29.366667","-49.764444","-29.366667","9","9",NA,"SPF00214919",NA,NA,NA,NA,"Parque Estadual da Guarita, Estrada do Cemitério.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-13 11:15:58-03","USP","SPF","219787","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","Magenta, MAG","2016","10",NA,"Magenta, MAG","393","2002","03","27","Brasil","Santa Catarina","Santa Cecília","-50.439667","-26.905389","-50.439667","-26.905389","1073","1073",NA,"SPF00219787",NA,NA,NA,NA,"Serra do Espigão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-13 11:15:58-03","USP","SPF","219754","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","Magenta, MAG","2016","10",NA,"Magenta, MAG","406","2002","03","27","Brasil","Rio Grande do Sul","Campestre da Serra","-50.043944","-28.639528","-50.043944","-28.639528","839","839",NA,"SPF00219754",NA,NA,NA,NA,"Serra Geral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-10-07 09:11:03-03","UEFS","HUEFS","104535","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","M.Alves","2018","12",NA,"Hatschbach, G.","76740","2004","02","17","Brasil","Paraná","Turvo","-51.5297012329102","-25.0428009033203",NA,NA,"900","900","Margem do rio.","HUEFS0104535","HUEFS0104535 HUEFS0104535_01 HUEFS0104535_e1","Angiospermae","Asterales",NA,"Terras indígenas, Rio Marrecas.",NA,NA,NA,"36663","auto","Asteranae",NA,NA,NA,NA
"116","2019-12-04 16:39:46-03","FFCLRP","SPFR","15726","PreservedSpecimen","Plantae","Asteraceae","Aldama","c.f pilosa","Aldama c.f pilosa","(Baker) E.E.Schill. & Panero","Magenta,M.","2014",NA,NA,"Faleiro,D.P.V.","20","2013","04","20","Brasil","Rio Grande do Sul","Cachoeira do Sul","-52.851389","-30.243167","52°51'05.0''W","30°14'35.4''S",NA,NA,NA,NA,NA,NA,NA,NA,"BR 153, antes do Km 406, sentido BR290, lado direito da rodovia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-12-04 16:39:46-03","FFCLRP","SPFR","15727","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","Magenta,M.","2014",NA,NA,"Faleiro,D.P.V.","24","2013","04","21","Brasil","Rio Grande do Sul","Campestre da Serra","-51.095889","-28.780472","51°05'45.2''W","28°46'49.7''S",NA,NA,NA,NA,NA,NA,NA,NA,"BR116, Km 78, sentido Vacaria, lado direito da rodovia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-09-04 18:52:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa",NA,NA,NA,NA,NA,"F. Sellow","4417",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,"Type [status unknown]",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"119","2019-09-05 15:30:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Viguiera","salicifolia","Viguiera salicifolia",NA,NA,NA,NA,NA,"E. Hassler","8627","1905",NA,NA,"Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,"Type [status unknown]",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"120","2019-11-13 16:04:27-03","UNISANTA","HUSC","11866","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","M.Magenta","2016","10",NA,"M.Magenta; J.E. Magenta Neto","393","2002","03","27","Brasil","Santa Catarina","Santa Cecília","-50.439667","-26.905389","-50.439667","-26.905389","1073","1073","Erva xilopodífera 1,5-3m. Raízes muito espessadas próximo à extremidade. Capítulos amarelos.; Borda de mata, beira da rodovia.",NA,NA,"Magnoliophyta",NA,NA,"Serra do Espigão. BR 116, km 131,5, sentido São Cristóvão do Sul - Ponte Alta do Norte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-07-21 15:08:13-03","UNISANTA","HUSC","11882","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","M.Magenta","2016","10",NA,"M.Magenta; J.E. Magenta Neto","406","2002","03","27","Brasil","Rio Grande do Sul","Campestre da Serra","-51.0928001403809","-28.7947006225586",NA,NA,"839","839","Erva xilopodífera, ca. 90cm. Capítulos amarelos.; Campo sujo, beira da rodovia.",NA,NA,"Magnoliophyta",NA,NA,"Serra Geral. Rod BR-116 km 59,5. Sentido Lages - Vacaria.",NA,NA,NA,"27627","auto",NA,NA,NA,NA,NA
"122","2019-11-13 16:04:27-03","UNISANTA","HUSC","11869","PreservedSpecimen","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E.Schill. & Panero","M.Magenta","2016","10",NA,"M. Magenta; J.E. Magenta Neto","405","2002","03","27","Brasil","Santa Catarina","Vacaria","-50.793861","-28.271972","-50.793861","-28.271972","987","987","Erva xilopodífera, 30-60cm. Capítulos amarelos. Frequente.; Campo limpo; beira da rodovia.",NA,NA,"Magnoliophyta",NA,NA,"Serra Geral. Rod. BR 116, km 08, sentido Lages - Vacaria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2016-08-23 10:58:55-03","NHMLondon","NHM-LONDON-BOT","BM000813133","S","Plantae","Asteraceae","Viguiera","malmei","Viguiera malmei","S.F.Blake","Sidney Fay Blake; b.1892; d.1959; S.F.Blake","1915",NA,NA,"Gustaf Oskar Andersson Malme; b.1864; d.1937; Malme","794","1893","04","20","Brasil",NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/cf75ab0777b423bb2fb832bf45611e43e07f4948/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4992288",NA
"124","2019-05-06 11:52:26-03","UFU","HUFU","33262","S","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E. Schill. & Panero","Nakajima, J.N.","2016","03",NA,"Krieger, L.","23049","1980","11","09","Brasil","Minas Gerais","São Sebastião da Vitória",NA,NA,NA,NA,NA,NA,"Subarbusto com flores amarelas.; No campo.","HUFU00042289","HUFU00042289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-05-06 11:52:26-03","UFU","HUFU","73291","S","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E. Schill. & Panero","Magenta, M.","2016","10",NA,"Magenta, M.; Magenta Neto, J.E.","393","2002","03","27","Brasil","Santa Catarina","Santa Cecília","-50.439722","-26.905278","-50.439722","-26.905278","1073","1073","Erva xilopodífera1,5-3m. Raízes muito espessas próximo à extremidade. Capítulos amarelos.; Borda de mata; beira da rodovia","HUFU00070061",NA,NA,NA,NA,"Serra do Espigão, BR 116, km 131,5, sentido São Cristóvão do Sul - Ponte Alta do Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-05-06 11:52:26-03","UFU","HUFU","32929","S","Plantae","Asteraceae","Aldama","pilosa","Aldama pilosa","(Baker) E.E. Schill. & Panero","Nakajima, J.N.","2016","03",NA,"Hatschbach, G.; Hass, H. & Linderman, J.","13845","1966","02","10","Brasil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,"Arbusto, ca. 1 m. Capítulo amarelo.","HUFU00042288","HUFU00042288",NA,NA,NA,"Galinhas",NA,NA,NA,"33284","auto",NA,NA,NA,NA,NA
"127","2019-05-06 11:54:22-03","UFU","HUFU","72681","S","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Nakajima, J.N.","2009",NA,NA,"Silva, J.M.; Cunha, E.M.","5468","2007","02","05","Brasil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"Arbusto, 2m, capítulo amarelo.&nf;; Mata secundária.","HUFU00069265","HUFU00069265",NA,NA,NA,"Rio Pinhão, Rod. PR-170",NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA
"128","2021-02-23 13:21:57-03","MN","R-TIPOS","156026","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Magenta,M.","2006",NA,NA,"Malme, G.O.A.","794","1893","04","20","Brasil","Rio Grande do Sul","Rincão dos Vales",NA,NA,NA,NA,NA,NA,NA,"R000156026","R000156026_001",NA,NA,NA,"Cruz Altas",NA,"Isotypus de Viguiera malmei S.F. Blake",NA,NA,NA,NA,NA,NA,NA,NA
"129","2017-09-11 17:08:42-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker",NA,NA,NA,NA,"Sello, HL","1028",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","Loco speciali ignoto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2017-09-11 17:08:42-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker",NA,NA,NA,NA,"Sello, HL","4417",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","Loco speciali ignoto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2017-09-11 17:08:42-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker",NA,NA,NA,NA,"Sello, HL","2225",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","Habitat in Brasilia, loco speciali ignoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2017-09-11 17:08:42-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker",NA,NA,NA,NA,"Sello, HL","2225",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","Loco speciali ignoto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2017-09-11 17:08:42-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker",NA,NA,NA,NA,"Sello, HL","4417",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","Habitat in Brasilia, loco speciali ignoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2017-09-11 17:08:42-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker",NA,NA,NA,NA,"Sello, HL","1028",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","Habitat in Brasilia, loco speciali ignoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-02-08 12:38:45-03","UFRGS","ICN","015280","S","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Magenta, M",NA,NA,NA,"Dutra, J","1280",NA,NA,NA,"Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Capoeira.",NA,NA,"Dicotyledon",NA,"América do Sul","Fazenda Caraúna Porteirinha",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA
"136","2021-02-08 12:38:45-03","UFRGS","ICN","081467","S","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Magenta, M",NA,NA,NA,"Silva, M Sobral; R.","4932",NA,NA,NA,"Brasil","RS","Canela","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Erva 0,7 - 1 m, capítulos amarelos.; Em afloramento rochoso nos arredores da cidade. Campo.",NA,NA,"Dicotyledon",NA,"América do Sul","arredores da cidade",NA,NA,NA,"16452","auto",NA,NA,NA,NA,NA
"137","2021-02-08 12:38:45-03","UFRGS","ICN","067746","S","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Magenta, M",NA,NA,NA,"Arzivenco, L","s.n.","1975","02","26","Brasil","RS","Cruz Alta","-53.6063995361328","-28.638599395752",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"44498","auto",NA,NA,NA,NA,NA
"138","2021-02-08 12:38:45-03","UFRGS","ICN","065016","S","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Magenta, M",NA,NA,NA,"Arzivenco, L","566","1979","02","12","Brasil","RS","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"Campestre a direita banhado W.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"38649","auto",NA,NA,NA,NA,NA
"139","2021-02-08 12:38:45-03","UFRGS","ICN","120102","S","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Magenta, M",NA,NA,NA,"Mondin, CA","847","1994","02","15","Brasil","RS","Júlio de Castilhos","-53.6817016601562","-29.226900100708",NA,NA,NA,NA,"Arbusto de ca. 2m de altura, na margem da mata ciliar.",NA,NA,"Dicotyledon",NA,"América do Sul","no Passo do Felício ca. de 15 km a SE da cidade",NA,NA,NA,"41205","auto",NA,NA,NA,NA,NA
"140","2021-02-08 12:38:45-03","UFRGS","ICN","083055","S","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Magenta, M",NA,NA,NA,"Matzenbacher, NI","480","1976","03","25","Brasil","RS","Durasnal",NA,NA,NA,NA,NA,NA,"Possível híbrido.",NA,NA,"Dicotyledon",NA,"América do Sul","BR 290 km 214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-02-08 12:38:45-03","UFRGS","ICN","015441","S","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Magenta, M",NA,NA,NA,"Dutra, J","1441","1937","02","10","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Fazenda Caraúna.",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA
"142","2021-02-08 12:38:45-03","UFRGS","ICN","018047","S","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Magenta, M",NA,NA,NA,"Irmão Augusto","s.n.",NA,NA,NA,"Brasil","RS","Canoas","-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"8037","auto",NA,NA,NA,NA,NA
"143","2021-02-08 12:38:45-03","UFRGS","ICN","031818","S","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker","Magenta, M",NA,NA,NA,"Irmão Edésio Maria","s.n.","1951","03","23","Brasil","RS","Lagoa Vermelha","-51.5257987976074","-28.2085990905762",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"42261","auto",NA,NA,NA,NA,NA
"144","2010-08-16 16:38:08-03","GH","HU-HERB","GH 00014015","PreservedSpecimen","Plantae","Asteraceae","Viguiera","malmei","Viguiera malmei","S. F. Blake",NA,NA,NA,NA,"G. O. A. Malme","794","1893","4","20","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Rincao dos Valles, near Cruz Alta","Sheet","Holotype",NA,NA,NA,NA,"794",NA,NA,"undetermined"
"145","2010-08-16 16:38:11-03","GH","HU-HERB","GH 00014029","PreservedSpecimen","Plantae","Asteraceae","Viguiera","pilosa","Viguiera pilosa","Baker",NA,NA,NA,NA,"F. Sellow","1028",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"Sheet","Syntype",NA,NA,NA,NA,"1028",NA,NA,"undetermined"
