"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","sex"
"48","2020-12-11 11:44:35-03","UFMG","BHCB","92696","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Mota, RC da","2817","2005","03","20","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Gruta do Padre Caio, RPPN do Caraça - SANTUÁRIO CARAÇA","-43.4075012207031","-20.0746994018555","1300","1300",NA,"Planta coletada em campo limpo brejoso; erva terrestre; brácteas, pedicelo, ovário, sépalas e cálcar verde-claros; corola verde-amarelada.",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:44:35-03","UFMG","BHCB","67434","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Mota, RC da","1199","2001","02","17","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, RPPN do Caraça - SANTUÁRIO CARAÇA","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Planta coletada em campo rupestre, erva terrestre; flores verdes.",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:44:35-03","UFMG","BHCB","92690","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Mota, RC da","2811","2005","03","20","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, RPPN do Caraça - SANTUÁRIO CARAÇA","-43.4075012207031","-20.0746994018555","1900","1900",NA,"Planta coletada em campo limpo úmido sobre campo rupestre; erva terrestre; sépalas verde-claras, pétalas verde-amareladas no ápice e branco esverdeadas na base. Inficcionado",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:44:35-03","UFMG","BHCB","64066","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb",NA,"Barreto, HLM","4868","1933","04","14","Southern America","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça, RPPN do Caraça - SANTUÁRIO CARAÇA","-43.4152984619141","-19.959400177002",NA,NA,NA,"Sujo - em vargem. Herbácea",NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-11 17:20:57-03","UFPR","UPCB","71194","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Kersten, R.","Hatschbach, G.","79960","2007","02","10",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Ereta, flor creme-esverdeada. Campo de altitude..",NA,NA,"30102","auto",NA,"2009","12","05",NA,NA,NA,NA,NA,NA
"53","2019-01-08 10:36:00-02","MO","MOBOT","101093280","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.",NA,"H. Wagener","Wagener s.n.",NA,NA,NA,"South America","Venezuela","Distrito Federal",NA,"Caracas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA
"54","2019-01-17 09:18:00-02","MO","MOBOT","101093281","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","J.A.N. Batista et al.","E.F. Thurn","Thurn 367","1884","10",NA,"South America","Guyana",NA,NA,"Rorima",NA,NA,"1219.20000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA
"55","2019-01-17 09:18:00-02","MO","MOBOT","101093285","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","J.A.N. Batista et al.","P.R. Preuss","Preuss 1676",NA,NA,NA,"South America","Venezuela",NA,NA,"Between Turmero and Chuao",NA,NA,"111.00000000","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA
"56","2019-01-17 09:19:00-02","MO","MOBOT","101093307","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","J.A.N. Batista et al.","Alexander C. Brade","Brade 6195","1913","5",NA,"South America","Brazil","São Paulo",NA,"Villa Emma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA
"57","2009-07-21 23:34:00-03","MO","MOBOT","2481612","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.",NA,"Per Dusén","Dusén 7509",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-09-04 04:40:00-03","MO","MOBOT","2824540","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","J.A.N. Batista et al.","Herbert H. Smith","Smith 2375","1898",NA,NA,"South America","Colombia","Magdalena","Santa Marta","Santa Marta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype","1",NA
"59","2014-10-07 11:04:00-03","MO","MOBOT","666393","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","Ernesto Foldats,G.Carnevali,&I.Ramirez(FVG2003)","Ronald L. Liesner","Liesner 19684","1985","11","8","South America","Venezuela","Bolívar",NA,"3 km S of El Pauji.","-61.5833333","4.5","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-52",NA,NA,NA,"1",NA
"60","2018-06-22 05:25:00-03","MO","MOBOT","2481682","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","elegantula","Habenaria elegantula","Hoehne",NA,"Lyman B. Smith|Pe. Raulino Reitz","Smith 14304",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,"São Joaquim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","1811415","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","moritzii","Habenaria moritzii","Ridl.",NA,"M. Ospina","Ospina 20","1965","6","15","South America","Colombia","Antioquia","Yarumal","Alto de Ventanas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2013-08-08 11:51:00-03","MO","MOBOT","656703","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","moritzii","Habenaria moritzii","Ridl.","G. Carnevali (MO)","Olga Salazar de Benavides","Benavides 9245","1988","2","13","South America","Colombia","Nariño","Ricaurte","Trayecto San Isidro-La Planada.","-77.9666667","1.1666667","1500.00000000","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"6",NA
"63","2021-01-10 20:51:55-03","INPA","INPA","12768","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Batista, JAN","Fittkau, EJ","INPA12768","1962","03","16","Southern America","Brasil","Pará",NA,"Tiriós, rio Parú do Oeste, Região dos Tiriós, rio Paru do Oeste.","-55.9","2.13",NA,NA,NA,NA,"INPA0012768",NA,NA,NA,NA,"1998","09",NA,NA,"-55.9","2.13",NA,NA,NA
"64","2019-08-20 12:04:51-03","UFLA","ESAL","31561","S","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","Massensini Jr.; A.","Arruda, I A C; Martins, C P V","468","2016","02","27",NA,"Brasil","Minas Gerais","Itutinga","Serra do Pombeiro porção Sul","-44.720306","-21.389778","1016","1016",NA,"Erva, 30cm, terrícola, brácteas verdes, flores verdes c/ porção central branca.; Campo Rupestre, campo geral arenoso.",NA,NA,NA,NA,NA,"2017","01",NA,NA,"-44.720306","-21.389778",NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","2838399","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","armata","Habenaria armata",NA,NA,"H. S. Irwin, R. G. P. Santos, R. Souza & S. F. Fonsêca","24869","1969","3","21","South America - Neotropics","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","2266589","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","armata","Habenaria armata",NA,NA,"J. H. Langenheim","3082","1953","6","23","South America - Neotropics","Colombia","Santander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","1144006","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","armata","Habenaria armata",NA,NA,"F. W. Pennell","5489","1922","5","12","South America - Neotropics","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","2573069","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","elegantula","Habenaria elegantula",NA,NA,"L. B. Smith & R. Reitz","14304","1965","1","5","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","988103","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","moritzii","Habenaria moritzii",NA,NA,"H. F. Pittier","8006","1918","8","15","South America - Neotropics","Venezuela","Carabobo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","987460","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","moritzii","Habenaria moritzii",NA,NA,"H. F. Pittier","7340","1917","8","26","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2020-09-02 16:34:53-03","Cenargen","CEN","29374","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","Rafael S. Oliveira","236","1997","08","22",NA,"Venezuela",NA,NA,"Gran Sabana. Base do Monte Roraima.",NA,NA,NA,NA,"Exsicatas","Doação Flora da Venezuela.","CEN00029374","CEN00029374",NA,NA,NA,"2005","12",NA,NA,NA,NA,NA,"1",NA
"72","2020-09-02 16:34:53-03","Cenargen","CEN","65995","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","L. B. Bianchetti","Aécio Amaral-Santos","1014","2001","11","28",NA,"Brasil","DF","BRASILIA","Estrada que liga Brazlândia - Águas Lindas de Goiás, cerca de 5 km após a entrada; APA do rio Descoberto. Águas Lindas de Goiás.","-47.9296989440918","-15.7797002792358",NA,NA,"Unicata",NA,"CEN00065995","CEN00065995","70570","auto",NA,"2008","10",NA,NA,NA,NA,NA,"1",NA
"73","2020-09-02 16:34:53-03","Cenargen","CEN","18259","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","João Aguiar Nogueira Batista","381","1993","01","17",NA,"Brasil","DF","BRASILIA","Lago Norte. Área entre a pista central e os últimos conjuntos da QL 15. Um pouco antes do Clube do Congresso.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Há uma grande população no local, em final de floração. Observado um ou outro exemplar com as flores ainda intactas. A grande maioria com as flores já completamente estragadas.","CEN00018259","CEN00018259","70570","auto",NA,"1993","01",NA,NA,NA,NA,NA,"1",NA
"74","2020-09-02 16:34:53-03","Cenargen","CEN","18242","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","João Aguiar Nogueira Batista","355","1992","12","06",NA,"Brasil","DF","BRASILIA","Lago Norte. Área não ocupada entre a pista central e os últimos conjuntos da QL 15.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Observado grande população no local, exemplares apresentando-se isolados, ou em conjuntos compactos.","CEN00018242","CEN00018242","70570","auto",NA,"1992","12",NA,NA,NA,NA,NA,"1",NA
"75","2020-09-02 16:34:53-03","Cenargen","CEN","32552","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","David J. Bertiolli",NA,"1999","01","09",NA,"Brasil","DF","BRASILIA","Lago Sul. Reserva da QL-28","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área anteriormente não queimada. Flora do Brasil - Estado de Minas Gerais","CEN00032552","CEN00032552","70570","auto",NA,"1999","01",NA,NA,NA,NA,NA,"1",NA
"76","2020-09-02 16:34:53-03","Cenargen","CEN","35043","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. B. Pereira","David J. Bertiolli","1","1998","03","10",NA,"Brasil","DF","BRASILIA","QL 28 - Lago Sul. Reserva perto do Lago Paranoá.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00035043","CEN00035043","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"77","2020-09-02 16:34:53-03","Cenargen","CEN","40614","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","João Aguiar Nogueira Batista","1294","2002","01","20",NA,"Brasil","DF","BRASILIA","RA-I. Plano Piloto. Asa Norte 713-714 N, área da Unb (arboreto) entre o Parque Olhos D'água e a estação de tratamento de esgoto da CAESB.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área queimada durante a seca. Observado somente dois exemplares. Em final de floração. Doação Flora do Brasil - Distrito Federal - Brasília.","CEN00040614","CEN00040614","70570","auto",NA,"2002","01",NA,NA,NA,NA,NA,"1",NA
"78","2020-09-02 16:34:53-03","Cenargen","CEN","18160","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","João Aguiar Nogueira Batista","271","1992","01","26",NA,"Brasil","DF","BRASILIA","Setor de Mansões do Lago Norte. Campo acima da MI 4.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Observado uma grande população no local. Área queimada durante a seca. Nos três anos anteriores, Quando o local não foi exposto ao fogo, esta população não floriu.","CEN00018160","CEN00018160","70570","auto",NA,"1992","01",NA,NA,NA,NA,NA,"1",NA
"79","2020-09-02 16:34:53-03","Cenargen","CEN","14992","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","L. B. Bianchetti","João Aguiar Nogueira Batista","150","1991","01","14",NA,"Brasil","DF","BRASILIA","Setor de Mansões do Lago Norte. ML-4, entre os conjuntos 1,2 e 3","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00014992","CEN00014992","70570","auto",NA,"1992","03",NA,NA,NA,NA,NA,"1",NA
"80","2020-09-02 16:34:53-03","Cenargen","CEN","110904","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","L. B. Bianchetti","J. Moises Mendoza F.","4758","2015","02","11",NA,"Brasil","GO","CORUMBA DE GOIAS","Rod. GO-225, ca. 12,3 km L. de Corumbá, sentido Brasília e 150 m à esquerda.","-48.8086013793945","-15.9236001968384","1120","1120","Unicata","Erva sem ramificações. Flores esbranquiçadas no centro interno. Plantas muito dispersas, nas encostas. Mancha de cerrado campo sujo parecendo cerrado ralo, apenas nas encostas de pequenos morros, no meio de campos de cultivo, zona agrícola.","CEN00110904","CEN00110904","41388","auto",NA,"2015","02",NA,NA,NA,NA,NA,"1",NA
"81","2020-09-02 16:34:53-03","Cenargen","CEN","35052","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","Zenilton de Jesus Gayoso Miranda","36","2000","03","05",NA,"Brasil","GO","SANTO ANTONIO DO DESCOBERTO",NA,"-48.2550010681152","-15.9397001266479",NA,NA,"Exsicatas","Em encosta de morro com solo arenoso e pedras areníticas soltas, em campo alto. Doação da Flora do Brasil - Distrito Federal.","CEN00035052","CEN00035052","42587","auto",NA,"2000","03",NA,NA,NA,NA,NA,"1",NA
"82","2020-09-02 16:34:53-03","Cenargen","CEN","37164","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista & L. B. Bianchetti","João Aguiar Nogueira Batista","1180","2001","01","27",NA,"Brasil","GO","SANTO ANTONIO DO DESCOBERTO","Encostas ao lado do cemitério da cidade.","-48.2550010681152","-15.9397001266479",NA,NA,"Exsicatas","Em campo limpo e encosta seca cascalhenta. Solo arenoso, raso, seco, com cascalho sobre a superfície. Ocasional, observados alguns exemplares, pelo local, principalmente na parte mais baixa e arenosa, com menos cascalho, das encostas. Área anteriormente queimada, com a cobertura graminosa rala e baixa. Em plena floração. Flores verde-claro. Conectivo entre as anteras, rostelo e estigmas verde-claro. Anteras, canais e aurículos esbranquiçados. Flora do Brasil - Distrito Federal. Brasília.","CEN00037164","CEN00037164","42587","auto",NA,"2001","01",NA,NA,NA,NA,NA,"1",NA
"83","2020-09-02 16:34:53-03","Cenargen","CEN","16050","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","L. B. Bianchetti","Gilberto Pedralli",NA,"1992","03","09",NA,"Brasil","MG","OURO PRETO","Estação Ecológica do Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,"Exsicatas","Doação do Herbário nº EC 214 (CETEC)","CEN00016050","CEN00016050","44599","auto",NA,"1992","12",NA,NA,NA,NA,NA,"1",NA
"84","2020-09-02 16:34:53-03","Cenargen","CEN","102985","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","João Aguiar Nogueira Batista","3415","2016","07","31",NA,"Brasil","BA","PALMEIRAS","Vila do Capão, área a esquerda da trilha entre a Vila do Capão e a Cahoeira da Fumaça","-41.5588989257812","-12.5289001464844","1329","1329","Exsicatas","Obs. dois conjunto de plantas restritos a pontos especificos, mas com muitos individuos, em plena floração, sépalas verdes a verdes escuros, pétalas e labelo verde claro a amarelado, com a base esbranquiçada, antera e auriculos esbranquiçados, cenectivo rostelo e estigma verde claro, área anteriormente queimada( provalvelmente em dezembro) Doação Herbário BHCB - Universidade Federal de Minas Gerais - BHCB 186907","CEN00102985","CEN00102985","20767","auto",NA,"2016","07",NA,NA,NA,NA,NA,"1",NA
"85","2020-09-02 16:34:53-03","Cenargen","CEN","101877","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","Aécio Amaral-Santos","3125","2009","02","12",NA,"Brasil","DF","BRASILIA","Estrada da fazenda Sucupira, pelo Riacho Fundo I, cerca de 200 m antes da ponte da churrasqueira.","-47.9296989440918","-15.7797002792358",NA,NA,"Unicata",NA,"CEN00101877","CEN00101877","70570","auto",NA,"2017","12",NA,NA,NA,NA,NA,"1",NA
"86","2020-09-02 16:34:53-03","Cenargen","CEN","58007","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","Ernestino de S. Gomes Guarino","957","2002","03","05",NA,"Brasil","DF","BRASILIA","Estrada de entrada para a Fazenda Sucupira (EMBRAPA/CENARGEN), antes da ponte que corta o Riacho Fundo.","-47.9296989440918","-15.7797002792358","1100","1100","Exsicatas",NA,"CEN00058007","CEN00058007","70570","auto",NA,"2005","11",NA,NA,NA,NA,NA,"2",NA
"87","2020-09-02 16:34:53-03","Cenargen","CEN","51041","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","L. B. Bianchetti","José Floriano Barêa Pastore","326","2003","01","31",NA,"Brasil","DF","BRASILIA","Fazenda Água Limpa / Mirante do campo de arnica.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Ficou na sala do Luciano.","CEN00051041","CEN00051041","70570","auto",NA,"2003","01",NA,NA,NA,NA,NA,"1",NA
"88","2020-09-02 16:34:53-03","Cenargen","CEN","19285","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","João Aguiar Nogueira Batista","365","1992","12","26",NA,"Brasil","DF","BRASILIA","Lago Norte. Área não ocupada entre a pista central e os ultimos conjuntos da QL 15.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Observado uma grande população no local. Os exemplares na exsicata correspondem, praticamente, aos dois extremos em termos de variação no tamanho da planta e inlorescência.","CEN00019285","CEN00019285","70570","auto",NA,"1992","12",NA,NA,NA,NA,NA,"1",NA
"89","2020-09-02 16:34:53-03","Cenargen","CEN","48735","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","Glocimar Pereira-Silva","7297","2003","03","10",NA,"Brasil","DF","BRASILIA","Margem esquerda do rio Belchior.","-47.9296989440918","-15.7797002792358","950","950","Exsicatas","Área de Influência Indireta.","CEN00048735","CEN00048735","70570","auto",NA,"2005","11",NA,NA,NA,NA,NA,"1",NA
"90","2020-09-02 16:34:53-03","Cenargen","CEN","30726","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","J. A. N. Batista","João Aguiar Nogueira Batista","777","1998","03","07",NA,"Brasil","GO","SANTO ANTONIO DO DESCOBERTO","Morro a aproximadamente 2 km do centro da cidade.","-48.2550010681152","-15.9397001266479",NA,NA,"Unicata","Cerrado ralo na base de encosta. Em final de floração. Flores verde claro ou verde amarelado.Flora do Brasil. Estado de Goiás.","CEN00030726","CEN00030726","42587","auto",NA,"1998",NA,NA,NA,NA,NA,NA,"1",NA
"91","2020-09-02 16:34:58-03","Cenargen","CEN","25391","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","cf. armata","Habenaria cf. armata","Rchb.f.",NA,"João Aguiar Nogueira Batista","587","1996","01","14",NA,"Brasil","DF","BRASILIA","Mansões Setor Park Way. quadra 28, próximo ao conjunto 1.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Exclusivamente sobre o topo de encosta em área seca e sobre solo arenoso.","CEN00025391","CEN00025391","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"92","2020-09-02 16:34:53-03","Cenargen","CEN","18174","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.","L. B. Bianchetti","João Aguiar Nogueira Batista","287","1992","02","17",NA,"Brasil","DF","BRASILIA","Península Norte. Área não ocupada entre os últimos conjuntos da QL-15 e a pista central. Próximo ao clube do Congresso.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Pétalas e labelo um pouco amarelados, com bases esbranquiçadas. É de se notar o grande desenvolvimento das plantas e o tamanho das flores. Geralmente são muito menores.","CEN00018174","CEN00018174","70570","auto",NA,"1992","02",NA,NA,NA,NA,NA,"1",NA
"93","2019-10-07 09:20:02-03","UEFS","HUEFS","191474","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","armata","Habenaria armata","Rchb.f.",NA,"Guariano, E.S.G.","957","2002","03","05",NA,"Brasil","Distrito Federal","Brasilia","Estrada de entrada para a Fazenda Sucupira(EMBRAPA/CENARGEN), antes da ponte que corta o riacho fundo.","-48.016667","-15.866667","1100","1100",NA,NA,"HUEFS0191474","HUEFS0191474",NA,NA,"Lilianae",NA,NA,NA,NA,"48W1'0''","15S52'0''",NA,NA,NA
"94","2019-07-09 12:46:57-03","F","FMNH-SEEDPLANTS","V0433348F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","armata","Habenaria armata",NA,NA,"H. S. Irwin et al.","24869","1969","3","21","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0433348F","V0433348F_01",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-07-09 12:44:00-03","F","FMNH-SEEDPLANTS","V0433349F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","armata","Habenaria armata",NA,NA,"P. Dusén","7509","1909","1","20","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0433349F","V0433349F_01",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-01 15:15:25-03","UnB","UB","87237","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","Pabst, GFJ","Anderson, WR","6541","1973","03","07","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Alto Paraíso de Goiás, 6-7km E of Alto Paraíso de Goiás on road to Nova Roma","-47.516667","-14.116667",NA,NA,NA,"Herb in cerrado; flowers green&nf;; Region of cerrado with sandstone outcrops, giving way above to grassy campo and below to mesophytic forest","UB0018328","UB0018328",NA,NA,NA,NA,NA,NA,NA,"-47.516667","-14.116667",NA,NA,NA
"97","2019-11-01 15:15:25-03","UnB","UB","19869","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","Pabst, GFJ","Irwin, HS; Fonsêca, SF; Souza, R; Santos, RR; Ramos, J","27854","1970","03","18","Southern America","Brasil","Minas Gerais",NA,"Ca. 18km E. of Diamantina",NA,NA,"900","900",NA,"Perianth green.; Terrestrial erect 1m; Cerrado and brejo at creek margin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-01 15:15:25-03","UnB","UB","19911","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","armata","Habenaria armata","Rchb. f.","Pabst, GFJ","Irwin, HS","34079","1972","01","14","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
