"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","county","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem"
"50","2019-09-04 18:19:49-03","F","FMNH-SEEDPLANTS","V0065460F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala",NA,NA,"A. Glaziou","13893","1882",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0065460F","V0065460F_01","-52.8731","-10.8339",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"51","2019-01-23 11:01:00-02","F","FMNH-SEEDPLANTS","V0065461F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala",NA,NA,"A. Glaziou","13893","1882",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0065461F","V0065461F_01","-52.8731","-10.8339",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"52","2019-01-23 11:01:00-02","F","FMNH-SEEDPLANTS","V0065462F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala",NA,NA,"A. Glaziou","13893","1882",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0065462F","V0065462F_01","-52.8731","-10.8339",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"53","2019-01-23 10:18:55-02","F","FMNH-SEEDPLANTS","V0065464F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala",NA,NA,"A. Glaziou","13893","1882",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0065464F","V0065464F_01","-52.8731","-10.8339",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"54","2015-03-07 09:00:16-03","F","FMNH-SEEDPLANTS","V0106387F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0106387F","V0106387F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"55","2020-07-23 12:16:09-03","CEPLAC","CEPEC","77390","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala",NA,"M. F. Sales","S. de V. A. Pessoa","181","1987","07","15",NA,"Brasil","Rio de Janeiro","Morro do Curusu, Ponte da Saudade.",NA,NA,NA,NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,"nova friburgo","33190","auto",NA,NA,NA,NA,NA,"30/11/2011"
"56","2019-02-27 14:03:03-03","UFSJ","HUFSJ","5432","S","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Sobral, M","Antunes, K; et al.","373","2012","12","01",NA,"Brasil","Minas Gerais","Arbusto de 1,5m de altura. Campo quartizítico. Botões jovens.",NA,"Arbusto de 1,5m de altura. Campo quartizítico. Botões jovens.","HUFSJ005432",NA,"-43.937198638916","-21.8607997894287",NA,NA,NA,"2013",NA,NA,"Olaria","15222","auto",NA,NA,NA,NA,NA,NA
"57","2019-02-27 14:03:03-03","UFSJ","HUFSJ","5431","S","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Sobral, M","Antunes, K; Alves, RJV","465","2013","04","24",NA,"Brasil","Minas Gerais","Serra Negra, propriedade do Sr. Nene Rock.",NA,"Arvoreta, 3,5m de altura. Borda de mata de galeria, próxima a curso d'água, transicação para escrube em solo quartizítico. Frutos imaturos de coloração verdem avermelhados quando maduros.","HUFSJ005431",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,"2013",NA,NA,"Rio Preto","20815","auto",NA,NA,NA,NA,NA,NA
"58","2019-02-27 14:03:03-03","UFSJ","HUFSJ","5430","S","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Antunes, K","Antunes, K; et al.","340","2012","10","20",NA,"Brasil","Minas Gerais","Serra Negra, trilha para Burro de Ouro.",NA,"Arbusto, 2m de altura, campo quartizítico. Frutos maduros roxos.","HUFSJ005430",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,"2012","10","20","Rio Preto","20815","auto",NA,NA,NA,NA,NA,NA
"59","2021-02-23 13:22:55-03","MN","R-TIPOS","9023","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"Glaziou, A.F.M.","13893","1882","01","15",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"R000009023","R000009023_001","-42.5311012268066","-22.2819004058838",NA,NA,"Isotypus",NA,NA,NA,"Nova Friburgo","33190","auto",NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","cambessedeana","Aulomyrcia cambessedeana","O.Berg",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","in dumetis vulgo Carrascos, montis Serra Negra",NA,"Original herbarium: Camb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","cambessedeana","Aulomyrcia cambessedeana","O.Berg",NA,"Laruotte","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in pascuis montis Serra do Caraca",NA,"Original herbarium: Camb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:44:07-03","UFRGS","ICN","121238","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","cf. amblyphylla","Myrcia cf. amblyphylla","Kiaerskou","Sobral, M","Andrade, P","980","1987","06","25","América do Sul","Brasil","MG","Parque Estadual do Ibitipoca",NA,"Mata pluvial montana. Arbóreo, 8m. Fruto solta substância azul-arroxeada. V. Kiaerskou, Enum. Myrt. Bras.: 76. 1893.",NA,NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"Lima Duarte","30417","auto",NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:12:03-03","IBt","SP","266845","S","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.",NA,"Martinelli, G; et al.","11799","1986","10","25",NA,"Brasil","Rio de Janeiro","Reserva Ecológica Municiapal de Macaé de Cima, nascente do Rio das Flores.",NA,"Árvore 18m alt., casca cinza-amarelada, folhas discolores. Infloresc. com pedúnculo e raque verdes, botões verdes, frutos semi-maduros de cor vermelha. Flores em FAA. Madeira para anatomia.","SP032869","SP032869","-42.05","-22","1100","1100",NA,NA,NA,NA,"Nova Friburgo",NA,NA,NA,"-42.05","-22",NA,NA,NA
"64","2019-11-21 10:12:03-03","IBt","SP","397245","S","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Lucas, E; Nic Lughadha, E","Harley, RM; Bromley, GL; Carvalho, AM; Soares Nunes, JM; Hage, JL; Santos, EB","22419","1980","05","23",NA,"Brasil","Bahia","Serra dos Lençóis, Lower slopes of Morro do Pai Inácio ca. 14,5km N.W. of Lençóis, just N of the main Seabra-Itaberaba road. Munic. de Palmeiras",NA,NA,"SP032871","SP032871","-41.466667","-12.45","700","1000",NA,"2012",NA,NA,"Lençóis",NA,NA,NA,"-41.466667","-12.45",NA,NA,NA
"65","2019-11-21 10:12:03-03","IBt","SP","454692","S","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Kondrat, H","Kondrat, H","154","2013","07","11",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 10, espécime nº 1287",NA,NA,"SP032868","SP032868","-46.615278","-23.6425","824","824",NA,NA,NA,NA,"São Paulo",NA,NA,NA,"-46.615278","-23.6425",NA,NA,NA
"66","2019-11-21 10:12:03-03","IBt","SP","28610","S","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Kawasaki, ML","Handro, O","s.n.","1931","03","16",NA,"Brasil","São Paulo","Nativa no Jardim Botânico.",NA,"Árvore, flores alvas.","SP029725","SP029725","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2000",NA,NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:12:03-03","IBt","SP","79835","S","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Lima, DF","Kuhlmann, M","3343","1946","06","11",NA,"Brasil","São Paulo","Nativa no Jardim Botânico.",NA,"Frutos comidos pelos Jacús e Guaribas de sabor muito amargo.","SP029727","SP029727","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2016","06",NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:12:03-03","IBt","SP","79835a","Extra","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Lima, DF","Kuhlmann, M","3343","1946","06","11",NA,"Brasil","São Paulo","Nativa no Jardim Botânico.",NA,"Frutos comidos pelos Jacús e Guaribas de sabor muito amargo.","SP032870","SP032870","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2016","06",NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:12:03-03","IBt","SP","234573","S","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","Kawasaki, ML","Kühn, E","s.n.","1946","01","29",NA,"Brasil","São Paulo","Picada da Bomba, diga caixa 'água.",NA,NA,"SP029726","SP029726","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2000",NA,NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA
"70","2014-09-23 10:58:58-03","G","G","G00222564","S","Plantae",NA,NA,"Myrtaceae","Myrcia","coelosepala","Myrcia coelosepala","Kiaersk.","?","Glaziou, A. F. M.","13893","1883",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=214340&base=img&lang=en","G00222564","G00222564","-42.9125","-22.48222222",NA,NA,"TYPUS of Myrcia coelosepala Kiaersk.",NA,NA,NA,NA,NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA
