"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","county","barcode","imagecode","identifiedBy","yearIdentified","recordedBy","year","month","day","stateProvince","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","locality","preparationType","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","653473","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil","Caxias do Sul","NY00653473","NY00653473_01","S. F. Smith",NA,"L. Scur","1999","12","01","Rio Grande do Sul","-50.973769","-29.068136",NA,NA,"244","780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41390' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales","South America","Vila Seca","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","653469","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil","Lajes","NY00653469","NY00653469_01","G. G. Hatschbach",NA,"L. R. Landrum","1977","11","21","Santa Catarina","-50","-27.42",NA,NA,"2638","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41398' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales","South America","Ca. 15 km east of Otacilio Costa, that is ca. 2 km west of the crest of Serra Geral","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","653476","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil",NA,"NY00653476","NY00653476_01","S. F. Smith",NA,"R. A. Wasum","1994","11","02","Rio Grande do Sul",NA,NA,NA,NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41389' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales","South America","Bento Gonçalves- Campus","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01096339","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil","Palmas","NY01096339","NY01096339_01","G. G. Hatschbach",NA,"G. G. Hatschbach","1998","11","16","Paraná","-51.9906","-26.4844",NA,NA,"68714",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236403' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales","South America","Rod. BR-449, km 5-10","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","653468","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil","Caxias do Sul","NY00653468","NY00653468_01","S. F. Smith",NA,"R. A. Wasum","1989","11","01","Rio Grande do Sul","-51.094927","-29.108528",NA,NA,"6308","700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41388' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales","South America","Ana Rech- Faxinal","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","653477","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil","Sao José dos Pinhais","NY00653477","NY00653477_01","R. C. de Sousa",NA,"R. C. Sousa","1997","07","30","Paraná","-49.2","-25.58",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41397' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales","South America","Quississana","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-27 16:57:00-03","NY","NYBG","653479","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria",NA,"Argentina",NA,"NY00653479",NA,NA,NA,"M. Bernardi","1978","11","25","Misiones",NA,NA,NA,NA,"18819",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41399' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales","South America","Viarum Bernardo de Irigoyen","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","653472","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil","Lajes","NY00653472","NY00653472_01","L. B. Smith",NA,"L. B. Smith","1956","12","02","Santa Catarina","-50.3258","-27.8161",NA,NA,"8030","900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41395' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales","South America","Between the crest of Serra Geral and Encruzilhada","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","653475","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil","Catanduvas","NY00653475","NY00653475_01","L. B. Smith",NA,"L. B. Smith","1964","11","08","Santa Catarina","-51.78","-27",NA,NA,"13009","700","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41396' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales","South America","Vargem Bonita, northwest of Catanduvas","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:43-03","PUCPR","HUCP","11959","S","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","Curitiba","HUCP00017355","HUCP00017355","Sousa, RC",NA,"Sousa, RC","1997","11","15","Paraná","-49.2731018066406","-25.4277992248535",NA,NA,"s.n.",NA,NA,"N° 34088.","Eudicotiledonea",NA,NA,"Politécnico",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"21","2020-11-26 18:09:33-03","CPAN-UFMS","COR","7448","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","Fazenda Rio Grande",NA,NA,"A. Dunaiski Jr.",NA,"A. Dunaiski Jr.","1999","09","20","Paraná","-49.3081016540527","-25.6574993133545",NA,NA,"1475",NA,NA,"Com Flor: verde",NA,NA,NA,"Passo Amarelo.",NA,"12596","auto",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:23:17-03","UFBA","ALCB","76729","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","Palmeira","ALCB034568","ALCB034568","Hatschbach, G","2006","Silva, JM; Barbosa, E; Poliquesi, CB","2005","11","10","Paraná","-50.0064010620117","-25.4293994903564",NA,NA,"4463",NA,NA,"ereta. Flor esverdeada.","Dicotyledon",NA,"Southern America","Capela Nossa Senhora das Pedras. Beira da estrada",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:26:07-03","NBC","NL-BOTANY","L.1887704","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil",NA,"NL-L1887704","NL-L1887704",NA,NA,"Reitz R; Klein RM","1958","10","23",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1887704 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales","Southern America","Plantas de Santa Catarina, Serra do Cratorio, Bom Jardim, S. Joaquim.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 10:26:07-03","NBC","NL-BOTANY","AMD.104336","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Uruguay",NA,"NL-AMD104336","NL-AMD104336",NA,NA,"Herter","1929","11","02",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.104336 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales","Southern America","Dep. de San Jose.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 10:26:07-03","NBC","NL-BOTANY","L.1887705","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil",NA,"NL-L1887705","NL-L1887705",NA,NA,"Hatschbach GG","1952","10","22",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1887705 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales","Southern America","Parana, Campo Largo, Itaqui.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 10:26:07-03","NBC","NL-BOTANY","L.4198835","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil",NA,"NL-L4198835","NL-L4198835",NA,NA,"Pedersen TM","1994","02","05",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4198835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales","Southern America","Plantae Brasilienses, Serra de Esperanca, Mun. Guarapuava, Paraná.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 10:26:07-03","NBC","NL-BOTANY","U.1540827","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil",NA,"NL-U1540827","NL-U1540827",NA,NA,"Lindeman JC; Haas JH de","1966","11","15",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1540827 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales","Southern America","Brasiliae Australis. Hab.Est. Paraná. Rio Preto, 35 km N.W. of Ortigueira, Rodovia do Café.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 10:26:07-03","NBC","NL-BOTANY","U.1540828","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brazil",NA,"NL-U1540828","NL-U1540828",NA,NA,"Hatschbach GG; Lindeman JC; Haas JH de","1967","01","15",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1540828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales","Southern America","Brasiliae Australis. Hab.Est. paraná. Campo Real near Guarapuava.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 10:26:07-03","NBC","NL-BOTANY","U.1540829","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Paraguay",NA,"NL-U1540829","NL-U1540829",NA,NA,"Bernardi M","1978","11","24",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1540829 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales","Southern America","Paraguay. Ad viam herbosam San Antonio, Misiones, Argentina.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 10:26:07-03","NBC","NL-BOTANY","U.1540830","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Paraguay",NA,"NL-U1540830","NL-U1540830",NA,NA,"Bernardi M","1978","11","24",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1540830 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales","Southern America","Paraguay. Ad viam herbosam San Antonio, Misiones, Argentina.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 10:26:07-03","NBC","NL-BOTANY","U.1541989","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Uruguay",NA,"NL-U1541989","NL-U1541989",NA,NA,"Herter WG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1541989 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales","Southern America","Uruguayenses exsiccatae. Loc. dist. San Jose.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-11-04 11:17:57-03","ESALQ","ESA","37525","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria",NA,"Brasil","Bom Sucesso de Itararé","ESA037525","ESA037525",NA,NA,"Torezan, J.M. et al.","1997","12","15","Paraná",NA,NA,NA,NA,"660.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:17:57-03","ESALQ","ESA","37524","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria",NA,"Brasil","Bom Sucesso de Itararé","ESA037524","ESA037524",NA,NA,"Torezan, J.M. et al.","1997","12","15","Paraná",NA,NA,NA,NA,"660.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:17:57-03","ESALQ","ESA","60719","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria",NA,"Brasil","São José dos Pinhais","ESA060719","ESA060719",NA,NA,"Silva, J.M. et al.","1997","10","24","Paraná","-49.2064018249512","-25.5347003936768",NA,NA,"2124.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:17:57-03","ESALQ","ESA","37710","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria",NA,"Brasil","Bom Sucesso de Itararé","ESA037710","ESA037710",NA,NA,"Chung, F.; Matos, J.; Schmidt, M.; Gandara, F.; Ivanauskas, N.M.; Vanini, A.; Souza, J.P.; Souza, V.C.; Tamashiro, J.Y.; Rodrigues, R.R.","1997","12","13","São Paulo","-49.1399993896484","-24.3099994659424",NA,NA,"123.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"14955","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:17:57-03","ESALQ","ESA","93965","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria",NA,"Brasil","Campina Grande do Sul","ESA093965","ESA093965","Souza, V.C.",NA,"Souza, V.C.; Romão, G.O.; Rodrigues, C.D.N.; Dantas, A.P.T.","2006","02","15","Paraná","-49.0553016662598","-25.3055992126465",NA,NA,"32011.0",NA,NA,"Erva rastejante; frutos castanhos.","Magnoliophyta",NA,NA,"Estrada para Bocaiúva do Sul, cerca de 2 km de Campina Grande do Sul. Floresta ombrófila densa mista montana. Borda.",NA,"55154","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:17:57-03","ESALQ","ESA","55162","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria",NA,"Brasil","Urupema","ESA055162","ESA055162","Souza, V.C.","2007","Coelho, R.L.G.","2007","04","04","Santa Catarina","-49.8731002807617","-27.9528007507324",NA,NA,"149.0","1715","1715","Erva, 0,2m. Frutos maduros.","Magnoliophyta",NA,NA,"Fazenda Farofa, trilha das antenas. Campo de altitude.",NA,"23096","auto",NA,"04","04",NA,NA,NA
"38","2020-11-04 11:17:57-03","ESALQ","ESA","91290","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria",NA,"Brasil","São Francisco de Paula","ESA091290","ESA091290",NA,NA,"Souza, V.C. ; Kinupp, V.F.","2005","01","20","Rio Grande do Sul","-50.5835990905762","-29.4480991363525",NA,NA,"30501.0",NA,NA,"Erva rastejante; frutos castanhos.","Magnoliophyta",NA,NA,"Localidade de José Velho. Acesso secundário entre a RS020 e Canela.",NA,"76715","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:17:57-03","ESALQ","ESA","107069","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria",NA,"Brasil","Urubici","ESA107069","ESA107069","V.C. Souza",NA,"Romão, G.O.; Rodrigues, C.D.; Dantas, A.P.T.","1905","06","28","Santa Catarina","-49.5917015075684","-28.0149993896484",NA,NA,"1824.0",NA,NA,"Erva até 15cm alt.; inflorescência verde.","Magnoliophyta",NA,NA,"Rodovia Urubici-São Joaquim (SC-430), próximo ao rio Pericó.",NA,"30102","auto",NA,NA,NA,NA,NA,NA
"40","2015-07-02 14:03:53-03","JBP","HPL","10649","S","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","São Francisco de Paula",NA,NA,"Souza, V.C. & Kinupp, V.F.","2005","Souza, V.C. & Kinupp, V.F.","2005","01","20","RS","-50.5836","-29.4481",NA,NA,"30501",NA,NA,NA,NA,NA,NA,"Coletado na localidade de José Velho, acesso secundário entre a RS-020 e Canela-RS.",NA,"76715","auto",NA,"01","20",NA,NA,NA
"41","2019-12-19 08:15:29-03","FPS","FPS","1225","MachineObservation","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","São Bento do Sul","FPS01225","FPS01225_v01 FPS01225_v02 FPS01225_v03","Schwirkowski, P.","2015","Schwirkowski, P.","2015","12","13","Santa Catarina","-49.21484","-26.294685","-49.21484","-26.294685",NA,NA,NA,"<ll>dwc_commonname:</ll> Pega-pega, carrapicho-da-serra",NA,NA,NA,"Localidade: Turvo. Minas de Caulin",NA,NA,NA,NA,"12","13",NA,NA,NA
"42","2019-12-19 08:15:29-03","FPS","FPS","1772","MachineObservation","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","São Bento do Sul","FPS01772","FPS01772_v01 FPS01772_v02 FPS01772_v03","Schwirkowski, P.","2011","Schwirkowski, P.","2011","12","03","Santa Catarina","-49.460739","-26.284111","-49.460739","-26.284111",NA,NA,NA,"<ll>dwc_commonname:</ll> Pega-pega, carrapicho-da-serra",NA,NA,NA,"Serra Alta, Vila Pilz, trilhos",NA,NA,NA,NA,"12","03",NA,NA,NA
"43","2019-12-19 08:15:29-03","FPS","FPS","1732","MachineObservation","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","São Bento do Sul","FPS01732","FPS01732_v01 FPS01732_v02","Schwirkowski, P.","2011","Schwirkowski, P.","2011","10","19","Santa Catarina","-49.460739","-26.284111","-49.460739","-26.284111",NA,NA,NA,"<ll>dwc_commonname:</ll> Pega-pega, carrapicho-da-serra",NA,NA,NA,"Serra Alta, Vila Pilz, trilhos",NA,NA,NA,NA,"10","16",NA,NA,NA
"44","2019-08-27 13:32:08-03","IAP","PACA-AGP","103614","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","Cambará do Sul","PACA103614",NA,NA,NA,"K. T. B. Kerber","2005","01",NA,"RS","-50.133333","-29.033333","50°08'W","29°02'S",NA,NA,NA,"Habitat: em baixadas úmidas com solos pobres e ácidos","Magnoliophyta","Rosales",NA,"parque nacional aparados da serra",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"45","2019-08-27 13:32:08-03","IAP","PACA-AGP","8916","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","Bom Jesus","PACA008916",NA,"A. L. Bonotto","1990","Rambo, B.","1942","01","15","RS","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"Habitat: In silvula campestri Fenofase: fruto","Magnoliophyta","Rosales",NA,"Arroio Cap. Grande",NA,"55856","auto","Magnoliatae","06","12",NA,NA,NA
"46","2019-08-27 13:32:08-03","IAP","PACA-AGP","8547","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","Bom Jesus","PACA008547",NA,"A. L. Bonotto","1990","Rambo, B.","1942","01","13","RS","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"Habitat: In silvula campestri Fenofase: flor","Magnoliophyta","Rosales",NA,"Rio dos Touros",NA,"55856","auto","Magnoliatae","06","12",NA,NA,NA
"47","2019-08-27 13:32:08-03","IAP","PACA-AGP","53874","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","Bom Jesus","PACA053874",NA,"A. L. Bonotto","1990","Rambo, B.","1953","02","03","RS","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"Habitat: In silvula nebulari Fenofase: flor e fruto","Magnoliophyta","Rosales",NA,"Serra da Rocinha",NA,"55856","auto","Magnoliatae","06","12",NA,NA,NA
"48","2019-08-27 13:32:08-03","IAP","PACA-AGP","35292","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","Bom Jesus","PACA035292",NA,"A. L. Bonotto","1990","Rambo, B.","1947","02","14","RS","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"Habitat: In silvula nebulari Fenofase: flor e fruto","Magnoliophyta","Rosales",NA,"Serra da Rocinha",NA,"55856","auto","Magnoliatae","06","12",NA,NA,NA
"49","2019-08-27 13:32:08-03","IAP","PACA-AGP","103299","PreservedSpecimen","Plantae","Rosaceae","Acaena","eupatoria","Acaena eupatoria","Cham. & Schltdl.","Brasil","Cambará do Sul","PACA103299",NA,NA,NA,"Kerber, K. T. B.","2005",NA,NA,"RS","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rosales",NA,NA,NA,"30776","auto","Magnoliatae",NA,NA,NA,NA,NA
