"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","identifiedBy","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","typeStatus","class","individualCount","relatedCatalogItem","sex"
"47","2019-11-19 14:09:30-03","UFRPE","PEUFR","26207","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","E.M.N. Ferraz; A. G. Bispo","427","1998","09","02",NA,"Brasil","Pernambuco","São Vicente Férrer","Mata do Estado","-35.5","-7.583333",NA,"Arbusto ca. 2,5m de altura; frutos imaturos vermelhos e maduros vináceos; frequentes.","PEUFR026207",NA,NA,"W. W. Thomas",NA,"600","600",NA,"1999","35º30'W","07º35'S",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-19 14:09:30-03","UFRPE","PEUFR","26208","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","E.M.N. Ferraz; A. Laurênio; A. G. Bispo","413","1998","08","24",NA,"Brasil","Pernambuco","São Vicente Férrer","Mata do Estado","-35.5","-7.583333",NA,"Árvore ca. 5,0m de altura; frutos vermelho-alaranjado.","PEUFR026208",NA,NA,"W. W. Thomas",NA,"600","600",NA,"1999","35º30'W","07º35'S",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-19 14:09:30-03","UFRPE","PEUFR","26209","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","E.M.N. Ferraz; J. Urbano; A. G. Bispo","287","1998","05","07",NA,"Brasil","Pernambuco","São Vicente Férrer","Mata do Estado","-35.5","-7.583333",NA,"Arvoreta ca. 3,0m de altura; frutos imaturos vermelho-amarelados; frequência ocasional.","PEUFR026209",NA,NA,"W. W. Thomas",NA,"600","600",NA,"1999","35º30'W","07º35'S",NA,NA,NA,NA,NA,NA,NA
"50","2019-11-19 14:09:30-03","UFRPE","PEUFR","31257","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","E.M.N. Ferraz; J.I.M. Melo","858","2000","03","17",NA,"Brasil","Pernambuco","São Vicente Férrer","Mata do Estado","-35.5","-7.583333",NA,"Arbusto ca. 3,0m de altura; frutos maduros verde-avermelhados.","PEUFR031257",NA,NA,"E.M.N. Ferraz",NA,"600","600",NA,"2001","35º30'W","07º35'S","02","20",NA,NA,NA,NA,NA
"51","2019-11-19 14:09:30-03","UFRPE","PEUFR","32256","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","E.M.N. Ferraz; Seu Gilson; Manoel (mateiros)","927","2000","05","09",NA,"Brasil","Pernambuco","São Vicente Férrer","Mata do Estado","-35.5","-7.583333",NA,"Arbusto ca. 2,0m de altura; frutos maduros vermelho-alaranjados; Frequente.","PEUFR032256",NA,NA,"E.M.N. Ferraz",NA,"600","600",NA,"2001","35º30'W","07º35'S","02","20",NA,NA,NA,NA,NA
"52","2019-11-19 14:09:32-03","UFRPE","PEUFR","36062","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","L.M. Nascimento; A. G. Silva","239","1999","06","16",NA,"Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.410633","-8.185733",NA,"Árvore com cerca de 4m de altura; frutos laranja.","PEUFR036062",NA,NA,"L.M. Nascimento",NA,"565","960",NA,"2000","36º24'638W","08º11'144S","01","14",NA,NA,NA,NA,NA
"53","2019-11-19 14:09:32-03","UFRPE","PEUFR","36063","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","L.M. Nascimento; A. G. Silva","234","1999","06","16",NA,"Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.410633","-8.185733",NA,"Árvore com cerca de 4m de altura; frutos maduros laranja.","PEUFR036063",NA,NA,"L.M. Nascimento",NA,"565","960",NA,"2000","36º24'638W","08º11'144S","01","13",NA,NA,NA,NA,NA
"54","2019-11-19 14:09:32-03","UFRPE","PEUFR","36064","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","L.M. Nascimento; A. G. Silva","325","2000","02","29",NA,"Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.410633","-8.185733",NA,"Árvore com cerca de 5m de altura; frutos maduros amarelos; Frequente.","PEUFR036064",NA,NA,NA,NA,"565","960",NA,NA,"36º24'638W","08º11'144S",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-19 14:09:32-03","UFRPE","PEUFR","42362","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","I. M. M. Sá e Silva; A. G. Silva; A. D. C. Cavalcanti; A. B. Lima","136","2003","07","04",NA,"Brasil","Pernambuco","Igarassu","Mata da Usina São José/Mata dos Macacos","-35.002778","-7.838889",NA,"Árvore com 3m de altura; indivíduo nº 877; folhas discolores; Rara.","PEUFR042362",NA,NA,"M.F.A. Lucena",NA,"30","30",NA,"2004","35º00'10W","07º50'20S","09","29",NA,NA,NA,NA,NA
"56","2019-11-19 14:09:32-03","UFRPE","PEUFR","45965","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","K. D. Rocha; S. G. Freire","104","2004","01","01",NA,"Brasil","Pernambuco","Igarassu","Mata da Usina São José","-35.002778","-7.838889",NA,"Arvoreta com cerca de 2m de altura; sem flor; sem fruto; baixa frequência.","PEUFR045965",NA,NA,"M.F.A. Lucena",NA,"25","25",NA,"2004","35º00'10W","07º50'20S","03",NA,NA,NA,NA,NA,NA
"57","2019-11-19 14:09:32-03","UFRPE","PEUFR","46445","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","K. D. Rocha; S. G. Freire","104","2004","01","01",NA,"Brasil","Pernambuco","Igarassu","Mata da Usina São José/Engenho D#?#Água","-35.002778","-7.838889",NA,"Arvoreta com cerca de 2m de altura; indivíduo estéril, nº 331; baixa frequência.","PEUFR046445",NA,NA,"M.F.A. Lucena",NA,"25","25",NA,"2004","35º00'10W","07º50'20S","07",NA,NA,NA,NA,NA,NA
"58","2019-11-19 14:09:32-03","UFRPE","PEUFR","20824","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","D.R. Siqueira; M. M. Buarque","110","1995","10","11",NA,"Brasil","Pernambuco","Cabo de Santo Agostinho","Engenho Boa Vista","-35.0349998474121","-8.28666973114014",NA,"Arvoreta, ca. 4m de altura; frutos vermelhos; picana principal, trecho oeste.","PEUFR020824",NA,NA,"A. Laurênio","25282",NA,NA,"auto","1996",NA,NA,"06",NA,NA,NA,NA,NA,NA
"59","2019-11-19 14:09:32-03","UFRPE","PEUFR","956","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","A. Lima","1956","1954","11","26",NA,"Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,"Arbusto com frutos.","PEUFR000956","PEUFR000956","septentrionalis",NA,"18865",NA,NA,"auto",NA,NA,NA,NA,NA,"Paratypus",NA,NA,NA,NA
"60","2019-11-19 14:09:32-03","UFRPE","PEUFR","10802","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","M.L. Guedes","2260","1990","02","14",NA,"Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,"Indivíduo não amostrado; folhas com folíolos semicoreáceos, discolores; inflorescência em panículas de flores esverdeadas.","PEUFR010802",NA,"septentrionalis","M.L. Guedes","18865",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-19 14:09:32-03","UFRPE","PEUFR","10713","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","M.L. Guedes","2179","1989","10","24",NA,"Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,"Arvoreta de 3m de altura; folhas cartáceas; frutos de cor amarela.","PEUFR010713",NA,"septentrionalis","M.L. Guedes","18865",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-19 14:09:32-03","UFRPE","PEUFR","10598","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","M.L. Guedes","1740","1989","05","16",NA,"Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,"Árvore de mais ou menos 3,0m de altura; folhas discoles; inflorescância com flores singelas.","PEUFR010598",NA,"septentrionalis","M.L. Guedes","18865",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-19 14:09:32-03","UFRPE","PEUFR","34762","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","J. N. N. Cantarelli; A.C. Souza; F. F. Melo","22","1996","09","05",NA,"Brasil","Pernambuco","Recife","Reserva Ecológica da Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,"Arbusto com ca. 1,80m de altura; botões esverdeados.","PEUFR034762",NA,NA,NA,"18865",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-19 14:09:32-03","UFRPE","PEUFR","32373","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","J. R. R. Cantarelli; A. C. Sacramento; A.C. Souza","206","1999","12","02",NA,"Brasil","Pernambuco","Tamandaré","Mata de Momocaba","-35.1046981811523","-8.75971984863281",NA,"Arbsuto com cerca de 1,50m de altura; inflorescências esverdeadas, botões cremes.","PEUFR032373",NA,NA,NA,"16930",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-04-22 16:22:58-03","UFPB","JPB","44868","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","García-González, JD; Kishore Rajput","1172","2009","09","15","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Mata de Piedade, area protegida propriedade da Usina São José.","-35.008444","-7.839639",NA,"; HABITAT: Mata Atlântica semidecidual. Floresta em encosta forte, com dosel de 18 metros e árvores de até 25 metros. Baixa densidade de arboretas. Baixo epifitismo. Abundante materia organica no solo.; DESC: Arvoreta de 3 metros de altura crescendo dent",NA,NA,NA,"García-González, JD",NA,"109","109",NA,"2010","-35.008444","-7.839639","04",NA,NA,NA,NA,NA,NA
"66","2020-04-22 16:22:58-03","UFPB","JPB","44873","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","García-González, JD","1205","2009","09","17","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Mata de Piedade, área protegida propriedade da Usina São José.","-35.009","-7.836361",NA,"; HABITAT: Mata Atlântica semidecidual. Floresta na terminação da encosta, perto de um riacho natural. Dossel de 15 metros, com emergentes de até 18 metros. Com abundantes arboretas no subbosque. A metade da percela é uma clareira em estado avançado de r",NA,NA,NA,"García-González, JD",NA,"100","100",NA,"2010","-35.009","-7.836361","04",NA,NA,NA,NA,NA,NA
"67","2019-11-06 09:57:38-03","UFOP","OUPR","8085","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Novo",NA,"-43.125301361084","-21.4575004577637",NA,"Terreno úmido. Arbusto. Flor esverdeada",NA,NA,NA,"Araújo, A.C.","14119",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-09-25 10:57:41-03","UFPE","UFP-CARPOTECA","398","S","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Souza, JAN","s.n.",NA,NA,NA,NA,"?",NA,NA,"Floresta Atlântica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-12 18:12:25-03","UFES","VIES","36820","S","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Gurtler, J.; Dutra, S.C.","JAC 338","2018","01","24",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P2).","-40.442222","-18.784167",NA,NA,"VIES036820","VIES036820",NA,NA,NA,NA,NA,NA,NA,"40º26'32''W","18º47'3''S",NA,NA,NA,NA,NA,NA,NA
"70","2019-06-27 10:26:16-03","UFES","VIES","9593","S","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","3850","1992","09","09",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 157 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES009593","VIES009593",NA,NA,"41644",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-04-27 16:11:05-03","UFES","VIES","6168","S","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Rosa, L.V.; Pereira, O.J. & Gomes, J.M.L.","142","1991","07","09",NA,"Brasil","Espírito Santo","Guarapari","Restinga de Setiba. Formação mata seca.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES006168","VIES006168",NA,"Rosa, L.V.","28401",NA,NA,"auto","1991",NA,NA,"07","09",NA,NA,NA,NA,NA
"72","2020-06-29 09:31:44-03","UFRRJ","RBR","43468","S","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","T.P.P. Alverga",NA,"2014","01","31",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","PEPB (açude do Camorim). F101-119.","-43.443889","-22.959722",NA,NA,"RBR00043468",NA,NA,"T.P.P. Alverga",NA,NA,NA,NA,NA,"43º26'38''W","22º57'35''S",NA,NA,NA,NA,NA,NA,NA
"73","2020-06-29 09:31:44-03","UFRRJ","RBR","44095","S","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","T.P.P. Alverga",NA,"2013","05","23",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","PNM Grumari. R08-134.","-43.529167","-23.0475",NA,NA,"RBR00044095",NA,NA,"T.P.P. Alverga",NA,NA,NA,NA,NA,"43º31'45''W","23º2'51''S",NA,NA,NA,NA,NA,NA,NA
"74","2020-06-29 09:31:44-03","UFRRJ","RBR","45992","S","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","T.M.S. Cruz","s/n","2015","08","24",NA,"Brasil","Rio de Janeiro","Saquarema","Relevo plano, solo arenoso e influência do lençól freático.","-42.435","-22.86",NA,NA,"RBR00045992",NA,NA,"M. Gomes",NA,"26","26",NA,"2018","42º26'6''W","22º51'36''S","05","10",NA,NA,NA,NA,NA
"75","2020-06-29 09:31:44-03","UFRRJ","RBR","45993","S","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","M.A. Ferreira","s/n","2013","09","24",NA,"Brasil","Rio de Janeiro","São Pedro da Aldeia",NA,"-42.0975","-22.725",NA,NA,"RBR00045993",NA,NA,"M. Gomes",NA,"10","10",NA,"2018","42º5'51''W","22º43'30''S","05","10",NA,NA,NA,NA,NA
"76","2020-06-29 09:32:31-03","UFRRJ","RBR","9915","S","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","L.F.T. Menezes","1307","2004","12","23",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Estrada para Gaeta, bravo 6. Floresta de Restinga.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00009915",NA,NA,NA,"17272",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-06-29 09:32:31-03","UFRRJ","RBR","12533","S","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","L.F.T. Menezes","597","2000","03","18",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Restinga da Marambaia, praia da gaeta.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00012533",NA,NA,NA,"17272",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-21 19:37:58-03","UFC","EAC","40600","PreservedSpecimen","Plantae","Dicotyledon",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Gomes, V.S.; Ribeiro, K.; Otutumi, A.","488","2003","08","18","Southern America","Brasil","Ceará","Guaramiranga","Sítio Lagoa, Levantamneto Fitossociológico, ponto 59, quadrante 4","-38.971167","-4.206028",NA,"Floresta Ombrófila Montana.","EAC0040600",NA,NA,"Gomes, V.S.; Lucena, F.",NA,"940","940",NA,"2004","-38.971167","-4.206028","12","01",NA,NA,NA,NA,NA
"79","2021-03-21 19:37:58-03","UFC","EAC","45585","PreservedSpecimen","Plantae","Dicotyledon",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Gomes, V.; Ribeiro, K.; Otutumi, A.","861","2003","10","21","Southern America","Brasil","Ceará","Guaramiranga","Sítio Lagoa","-38.971167","-4.206028",NA,"Floresta Ombrófila Montana","EAC0045585",NA,NA,"Gomes, V.",NA,NA,NA,NA,"2003","-38.971167","-4.206028","12","21",NA,NA,NA,NA,NA
"80","2020-12-21 16:45:12-03","MBM","MBM","224062","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Jardim, J.G.; et al.; et al.","152",NA,NA,NA,"Southern America","Brazil","Bahia","Una","Reserva Biológica do Mico-leão","-39.0752983093262","-15.2932996749878",NA,NA,"MBM224062","MBM224062",NA,"Pirani, J.R.","36070",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:45:12-03","MBM","MBM","247669","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Cavalcanti, D.C.","202",NA,NA,NA,"Southern America","Brazil","São Paulo","Guaratinguetá","Guaratinguetá","-45.189998626709","-22.8099994659424",NA,NA,"MBM247669","MBM247669",NA,"Pirani, J.R.","27040",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:40:06-03","UFMG","BHCB","19401","PreservedSpecimen","Plantae","Dicotyledon",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Tolêdo, F; Stehmann, JR","s.n.","1991",NA,NA,"Southern America","Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"49886",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:40:06-03","UFMG","BHCB","19401","PreservedSpecimen","Plantae","Dicotyledon",NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Tolêdo, F; Stehmann, JR","s.n.","1991",NA,NA,"Southern America","Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"49886",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","2818233","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","José R. Pirani","Pirani 3022","1994","2","19","South America","Brazil","Espírito Santo",NA,"Mun. Conceicáo da Barra, Reserva Biológica do Córrego Grande ( Ibama), a 31 km de Pedro Canário ( na Avenida Aracruz) e 6 km da base do IBAMA. Floresta de Tabuleiro, muito perturbada.",NA,NA,NA,NA,NA,NA,NA,"W. Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-01-10 20:47:19-03","INPA","INPA","270382","S","Plantae","Dicotyledon Com-Clade","Picramniales","Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Souza, JAN","494","2009","06","19","Southern America","Brasil","Pernambuco","Igarassu","Usina São José Piedade, Mata de Piedade.","-34.9063987731934","-7.83416986465454",NA,NA,"INPA0270382",NA,NA,NA,"24709","127","127","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-01-10 20:47:19-03","INPA","INPA","220674","S","Plantae","Dicotyledon Com-Clade","Picramniales","Picramniaceae","Picramnia","gardneri","Picramnia gardneri septentrionalis","Pirani","Oliveira, O de","1548","2004","02","11","Southern America","Brasil","Pernambuco","Sirinhaém","Mata do Jindaí, borda da mata. Vegetação arbustiva - arbórea densa. Solo argiloso.","-35.1161003112793","-8.59082984924316",NA,NA,"INPA0220674","INPA0220674 INPA0220674_e INPA0220674_e1","septentrionalis","Oliveira, M de","20997",NA,NA,"auto","2004",NA,NA,"04","20",NA,NA,NA,NA,NA
"87","2021-01-10 20:47:19-03","INPA","INPA","78176","S","Plantae","Dicotyledon Com-Clade","Picramniales","Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Prance, GT","6868","1968","08","12","Southern America","Brasil","Rondônia","Santa Bárbara","15 km à leste Santa Bárbara do km 117, Vicinity Santa Barbara, 15 km east of km 117.","-63.052644","-9.425711",NA,NA,"INPA0078176","INPA0078176 INPA0078176_e INPA0078176_e1",NA,"Pirani, JR",NA,NA,NA,NA,"1986","-63.052644","-9.425711",NA,NA,NA,NA,NA,NA,NA
"88","2021-01-10 20:47:19-03","INPA","INPA","78176","S","Plantae","Dicotyledon Com-Clade","Picramniales","Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Prance, GT","6868","1978","01","31","Southern America","Brasil","São Paulo",NA,"15 km à leste Santa Bárbara do km 117, Reserva Carlos Botelho, entre S. Miguel Arcanjo e Sete Barras.","-63.052644","-9.425711",NA,NA,"INPA0078176","INPA0078176 INPA0078176_e INPA0078176_e1",NA,"Pirani, JR",NA,"800","800",NA,"1986","-63.052644","-9.425711",NA,NA,NA,NA,NA,NA,NA
"89","2021-01-10 20:47:19-03","INPA","INPA","23626","S","Plantae","Dicotyledon Com-Clade","Picramniales","Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Prance, GT","6868","1968","08","12","Southern America","Brasil","Rondônia","Santa Bárbara","15 km à leste Santa Bárbara do km 117, Vicinity Santa Barbara, 15 km east of km 117.","-63.052644","-9.425711",NA,NA,"INPA0023626","INPA0023626 INPA0023626_e INPA0023626_e1",NA,"Pirani, JR",NA,NA,NA,NA,"1986","-63.052644","-9.425711",NA,NA,NA,NA,NA,NA,NA
"90","2021-01-09 21:48:45-03","UNICENTRO","HUCO","3677","S","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Miashike, R.L.","111","2010","06","29",NA,"Brasil","São Paulo","Ribeirão Grande",NA,"-48.3600006103516","-24.0900001525879",NA,"SPSF 44275; FOD; HABITAT: FOD",NA,NA,NA,"Franco, G A D C","25028",NA,NA,"auto","2010",NA,NA,"09","17",NA,NA,NA,NA,NA
"91","2021-01-26 13:57:16-03","IMA","MAC","23808","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","M.Oliveira","1453","2003","10","27",NA,"Brasil","Alagoas","Ibateguara","Coimbra, Lajedo do Pega.","-35.9393997192383","-8.97249984741211",NA,"Arvoreta ca. 2,5 m de altura. Frutos vermelhos.; Mata Atlântica.","MAC0023808",NA,NA,"J.R.Pirani","16798",NA,NA,"auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-01-26 13:57:16-03","IMA","MAC","45826","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Chagas-Mota","7330","2010","01","29",NA,"Brasil","Alagoas","Mar Vermelho","Fazenda Canadá.","-36.3880996704102","-9.44750022888184",NA,"Arbusto ca. 3,5 m de altura. Frutos vermelhos.; Mata Atlântica.","MAC0045826",NA,NA,"E.C.O.Chagas","12091",NA,NA,"auto","2010",NA,NA,"01","29",NA,NA,NA,NA,NA
"93","2021-01-26 13:57:16-03","IMA","MAC","41492","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Chagas-Mota; A.I.L.Pinheiro; S.Cavalcanti","3618","2009","05","08",NA,"Brasil","Alagoas","Mar Vermelho","Fazenda Canadá.","-36.3880996704102","-9.44750022888184",NA,"Árvore ca. 7 m de altura. Estéril.; Mata Pluvial Atlântica.","MAC0041492",NA,NA,"E.C.O.Chagas","12091",NA,NA,"auto","2009",NA,NA,"05","08",NA,NA,NA,NA,NA
"94","2021-01-26 13:57:16-03","IMA","MAC","42026","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","Chagas-Mota; J.W.A.Silva; D.S.Correia","3861","2009","05","30",NA,"Brasil","Alagoas","Mar Vermelho","Fazenda Canadá.","-36.3880996704102","-9.44750022888184",NA,"Árvore ca. 5 m de altura. Frutos vermelhos.; Mata Pluvial Atlântica.","MAC0042026",NA,NA,"E.C.O.Chagas","12091",NA,NA,"auto","2009",NA,NA,"05","30",NA,NA,NA,NA,NA
"95","2021-01-26 13:57:16-03","IMA","MAC","25340","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","R.P.Lyra-Lemos; et al.","9640","2006","06","20",NA,"Brasil","Alagoas","Pilar","Fazenda Lamarão.","-36.601944","-10.003333",NA,"Árvore ca. 4 m de altura. Frutos amarelados e negros maduros.; Mata Atlântica.","MAC0025340",NA,NA,"E.C.O.Chagas",NA,NA,NA,NA,"2009","-36.601944","-10.003333","03","11",NA,NA,NA,NA,NA
"96","2021-01-26 13:57:16-03","IMA","MAC","299","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","Planch.","J.E.Paula","s.n.","1979","02","19",NA,"Brasil","Alagoas","Matriz do Camaragibe","Usina Camaragibe.","-35.8925","-9.254722",NA,"Árvore; Mata Atlântica","MAC0000299",NA,NA,"J.R.Pirani",NA,NA,NA,NA,"1989","-35.8925","-9.254722",NA,NA,"Paratype",NA,NA,NA,NA
