"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","387806","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Podostemaceae","Lacis","pygmaea","Lacis pygmaea","Bong.",NA,"L. Riedel","393",NA,NA,NA,"South America","Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387806","NY00387806_01 NY00387806_02","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-10-18 16:27:08-02","UNEMAT","TANG","1824","S","Plantae",NA,NA,"Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Bong.) Tul.","Bove, C","Abdo, MSA","69","2011","06","15",NA,"Brasil","Mato Grosso","Tangara da Serra","Rio Sepotuba, Rio Sepotuba- Parque Municipal do Salto do Maciel","-57.802869","-14.693083",NA,NA,"TANG000001824",NA,NA,"2013","08","15","-57.802869","-14.693083",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-10-18 16:27:08-02","UNEMAT","TANG","1632","S","Plantae",NA,NA,"Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Bong.) Tul.","Bove, C","Abdo, MSA","158","2013","06","25",NA,"Brasil","Mato Grosso","Tangará da Serra","Salto Maciel, Águas escuras (chá), com presença de grande rochas desniveladas formando cachoeiras e formando lageados laterais que inundam no período de chuvas.","-57.803597","-14.692836",NA,NA,"TANG000001632",NA,NA,"2013","08","15","-57.803597","-14.692836",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:46:56-03","EAO","IAN","31888","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Podostemaceae","Apinagia","fluitans","Apinagia fluitans","Royen","Tavares, AS","Baldwin Jr., JT","2996","1943","07","07","Southern America","Brasil","Ceará","Fortaleza","On rocks in rio Abuná.","-38.543098449707","-3.71722006797791",NA,NA,"IAN031888","IAN031888 IAN031888_e",NA,"1999",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:46:56-03","EAO","IAN","86534","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Podostemaceae","Apinagia","fucoides","Apinagia fucoides","Tul.",NA,"Fróes, RL","31224","1954","10","23","Southern America","Brasil","Pará",NA,"Rio Curuauna, cachoeira do Portão, região do planalto de Santarém.",NA,NA,NA,NA,"IAN086534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:46:56-03","EAO","IAN","86535","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Podostemaceae","Apinagia","fucoides","Apinagia fucoides","Tul.",NA,"Fróes, RL","31224","1954","10","23","Southern America","Brasil","Pará",NA,"Rio Curuauna, cachoeira do Portão, região do planalto de Santarém.",NA,NA,NA,NA,"IAN086535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:46:56-03","EAO","IAN","93979","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Podostemaceae","Apinagia","riedellii","Apinagia riedellii","(Bong.) Tul.","Philbrick, CT","Glaziou, AFM","21981","1891",NA,NA,"Southern America","Brasil","Goiás",NA,NA,NA,NA,NA,NA,"IAN093979",NA,NA,"2014","09","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:46:56-03","EAO","IAN","94012","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Podostemaceae","Apinagia","riedellii","Apinagia riedellii","(Bong.) Tul.","Bove, CP","Glaziou, AFM","21989","1894","08","14","Southern America","Brasil","Goiás",NA,NA,NA,NA,NA,NA,"IAN094012",NA,NA,"2014","09","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:22:50-03","UFBA","ALCB","024470","PreservedSpecimen","Plantae","Dicotyledon",NA,"Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Bong.) Tul.","Bove, CP","Costa, AL","s/n","1951","07","19","Southern America","Brasil","Tocantins","Dianópolis","Porto de Maria Tereza","-46.8205986022949","-11.627799987793",NA,"Aderentes às pedras, submersas ou ligeiramente acima do nível d'água, nos lugares encaichoeirados do Rio Manoel Alves.","ALCB038837",NA,NA,"2014","10","20",NA,NA,"77760","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858173","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","fucoides","Apinagia fucoides","(Mart. & Zucc.) Tul.",NA,"Glaziou AFM",NA,"1895","06","23","Southern America","Brazil",NA,NA,"entre Taboquinha et Taquaril, dans le Rio Urucuia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858173 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858173","NL-L1858173",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L 0204547","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","fucoides","Apinagia fucoides","(Mart. & Zucc.) Tul.","Philbrick CT","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil","Bahía",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200204547 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0204547","NL-L0204547","type","2003","07","14",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858174","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","fucoides","Apinagia fucoides","(Mart. & Zucc.) Tul.",NA,"Glaziou AFM",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Prov. Minas Geraes, Rio Arrassuahy.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858174 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858174","NL-L1858174",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858176","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","fucoides","Apinagia fucoides","(Mart. & Zucc.) Tul.",NA,"Martin D",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia, ad fluv. Italype. *.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858176","NL-L1858176",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858177","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","fucoides","Apinagia fucoides","(Mart. & Zucc.) Tul.",NA,"Unreadable",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia, Italype.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858177 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858177","NL-L1858177",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858178","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","fucoides","Apinagia fucoides","(Mart. & Zucc.) Tul.",NA,"Unreadable",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858178 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858178","NL-L1858178",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:56:37-03","NBC","NL-BOTANY","U.1517328","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","fucoides","Apinagia fucoides","(Mart. & Zucc.) Tul.",NA,"Lindeman JC; Haas JH de",NA,"1967","06","16","Southern America","Brazil",NA,NA,"Flora Braziliae Australis. Est. Parana. Sete Quedas, waterfall system in Rio Parana near Guaira in seed.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1517328 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1517328","NL-U1517328",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:56:37-03","NBC","NL-BOTANY","U.1517329","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","fucoides","Apinagia fucoides","(Mart. & Zucc.) Tul.",NA,"Lindeman JC; Haas JH de",NA,"1967","01","24","Southern America","Brazil",NA,NA,"Flora Brasilia Australis. Est. Parana. Sete Quedas, waterfall system in Rio Parana near Guaira.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1517329 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1517329","NL-U1517329",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L 0204531","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","gardneriana","Apinagia gardneriana","Tul.","Philbrick CT","Glaziou AFM",NA,NA,NA,NA,"Southern America","Brazil","Ceara",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200204531 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0204531","NL-L0204531","type","2003","07","15",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858179","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","gardneriana","Apinagia gardneriana","Tul.",NA,"Glaziou C",NA,"1880","07","01","Southern America","Brazil",NA,NA,"Minas Geraes. Rio Arassuehy.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858179 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858179","NL-L1858179",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858180","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","gardneriana","Apinagia gardneriana","Tul.",NA,"Glaziou AFM",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Prov. Minas Geraes. Rio Arassuahy.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858180","NL-L1858180",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L 0204534","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","psyllophora","Apinagia psyllophora","Tul. & Wedd.","Novelo A; Philbrick CT","Weddell HA",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200204534 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0204534","NL-L0204534","isotype","2003","07","14",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L 0204553","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","pygmaea","Apinagia pygmaea","(Bong.) Tul.","Novelo A; Philbrick CT","Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200204553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0204553","NL-L0204553","isotype","2003","07","14",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:56:37-03","NBC","NL-BOTANY","U 0008357","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","pygmaea","Apinagia pygmaea","(Bong.) Tul.","Philbrick CT","Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200008357 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0008357","NL-U0008357","isotype","2014","07","07",NA,NA,NA,NA,"Magnoliopsidae","121",NA,NA,NA,NA,NA
"34","2020-02-08 09:56:37-03","NBC","NL-BOTANY","U 0007742","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","rangiferina","Apinagia rangiferina","P.Royen",NA,"Glaziou AFM",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200007742 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0007742",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858137","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Tul.) P.Royen",NA,"Glaziou AFM",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858137 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858137","NL-L1858137",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858138","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Tul.) P.Royen",NA,"Massucchelli",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Prov. Sao Paulo, Rio Tieté, Salto de Ytú.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858138","NL-L1858138",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858139","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Tul.) P.Royen",NA,"Glaziou AFM",NA,"1894","08","12","Southern America","Brazil",NA,NA,"Rio Babylonica, prov. Goyaz.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858139","NL-L1858139",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858140","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Tul.) P.Royen",NA,"Unreadable",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Rio das perlas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858140 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858140","NL-L1858140",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858141","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Tul.) P.Royen",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Prov. Sao Paulo. Cachoeira do Engenko.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858141","NL-L1858141",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858142","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Tul.) P.Royen",NA,"Glaziou AFM",NA,"1883","06","01","Southern America","Brazil",NA,NA,"Prov. Rio de janeiro, Rio Negro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858142 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858142","NL-L1858142",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858143","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Tul.) P.Royen",NA,"Glaziou AFM",NA,"1883","06","01","Southern America","Brazil",NA,NA,"Prov. Rio de janeiro, Rio Negro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858143 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858143","NL-L1858143",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858144","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Tul.) P.Royen",NA,"Riedel L",NA,"1821","04","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858144 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858144","NL-L1858144",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:56:37-03","NBC","NL-BOTANY","L.1858145","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Tul.) P.Royen",NA,"Weddell HA",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Rio Caretao, prov. Goyaz.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1858145 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1858145","NL-L1858145",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:56:37-03","NBC","NL-BOTANY","U.1517283","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Tul.) P.Royen","Royen P van","Lemos Fróes R de; Black GA",NA,"1949","06","23","Southern America","Brazil","Pará",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1517283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1517283","NL-U1517283",NA,"1959","05","01",NA,NA,NA,NA,"Magnoliopsidae","U 0037037",NA,NA,NA,NA,NA
"45","2020-02-08 09:56:37-03","NBC","NL-BOTANY","U.1517284","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Apinagia","riedelii","Apinagia riedelii","(Tul.) P.Royen",NA,"Gehrt A",NA,"1936","07","09","Southern America","Brazil",NA,NA,"Cachoeira do Marimbondo, Sao Paulo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1517284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1517284","NL-U1517284",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
