"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","relatedCatalogItem"
"12","2020-11-04 11:08:51-03","ESALQ","ESA","73921","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","Rando, J.G.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.; Elias, S.I.","25670.0","2001","07","11",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada Grão Mogol - Cristália, ca. 6 km de Grão Mogol. 16o35'47S, 42o54'05W. Campo rupestre com elementos de caatinga.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto, 1,2-1,8 m alt.; flores amarelas.","ESA073921","ESA073921",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:08:51-03","ESALQ","ESA","82732","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby",NA,"Hatschbach, G. et al.","72064.0","2001","05","15",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"ESA082732","ESA082732",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:28:55-03","MN","R","198216","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S. Irwin & Barneby","Hatschbach,G.","Hatschbach, G.; Hatschbach,M. & Barbosa, E.","67980","1998","07","18",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,"1998","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-02 11:39:53-03","UFPI","TEPB","607","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","aristata","Cassia aristata","Benth.","J. Y. Tamashiro","FERNANDES, A.",NA,"1979","05","09",NA,"Brasil","Piauí","São Raimundo Nonato","Baixão","-42.6994018554688","-9.01527976989746",NA,NA,NA,"Arbusto, flor alaranjada Ambiente: Caatinga",NA,NA,"1981","45407","auto","09","15",NA,NA,NA,NA,NA,NA
"16","2016-02-02 14:38:26-02","BGBM","B","B -W 08000 -02 0","S","Plantae",NA,NA,"Leguminosae","Cassia","aristata","Cassia aristata",NA,NA,NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/BW08000020 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","BW08000020","BW08000020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-02-02 14:38:26-02","BGBM","B","B -W 08000 -01 0","S","Plantae",NA,NA,"Leguminosae","Cassia","aristata","Cassia aristata",NA,NA,NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/BW08000010 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","BW08000010","BW08000010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-20 21:17:14-03","UFV","VIC","36985","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S. Irwin & Barneby","Coutinho, Í.A.C.","Coutinho, Í.A.C.; et al.","96","2012","08","14",NA,"Brasil","Minas Gerais","Grão Mogol","Parque Estadual Grão Mogol, Solo areno-pedregoso de campo rupestre.","-42.913611","-16.595278",NA,NA,NA,"Planta com c.a. de 1,5-2,0 metros de altura. Nectários extraflorais das folhas castanhos. Cálice amarelo-esverdado, corola amarela. Ocorrência comum.","VIC036985",NA,"2012",NA,NA,"08","14","-42.913611","-16.595278",NA,NA,NA,NA
"19","2021-03-01 16:30:11-03","UNICAMP","UEC","156350","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","Rando, JG","Souza, VC; Souza, JP; Romão, GO; Araújo, AO; Elias, SI","25670","2001","07","11",NA,"Brazil","Minas Gerais","Grão Mogol","Estrada Grão Mogol - Cristália, ca. 6 Km de Grão Mogol. Campo rupestrre com elementos de caatinga.","-42.901389","-16.596389",NA,NA,NA,"Arbusto, 1,2-1,8 m alt.; flores amarelas.","UEC062040","UEC062040","2008",NA,NA,"06",NA,"-42.901389","-16.596389",NA,NA,NA,NA
"20","2019-08-20 10:12:36-03","UNICAMP","UEC","20873","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","Rando, JG","Hatschbach, G","41465","1978","07","22",NA,"Brazil","Minas Gerais","Grão Mogol",NA,"-42.90275","-16.603333",NA,NA,NA,"Arbusto de poucos ramos inclinados. Flor amarela. Encosta rochosa de morros. Xilotoca.","UEC144885",NA,"2008",NA,NA,"10",NA,"-42.90275","-16.603333",NA,NA,NA,NA
"21","2020-12-21 16:25:46-03","MBM","MBM","58674","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) Irwin & Barneby","Barneby, R.","Hatschbach, G.","41465",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Grão Mogol","Grão Mogol, arredores","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MBM058674","MBM058674",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:25:46-03","MBM","MBM","259150","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) Irwin & Barneby","Souza, V.C.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","72064","2001","05","15","Southern America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"MBM259150","MBM259150",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:25:46-03","MBM","MBM","297453","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) Irwin & Barneby","Hatschbach, G.; Barboza, E.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","77508","2004","06","07","Southern America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral, Rio Embaiassaia - Rio Preto","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"MBM297453","MBM297453",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:25:46-03","MBM","MBM","228241","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) Irwin & Barneby","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67980",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Grão Mogol","Rio Itacambiruçu, estrada para Cristália","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MBM228241","MBM228241",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:25:46-03","MBM","MBM","136009","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) Irwin & Barneby",NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54294",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Grão Mogol","Trilha dos Garimpeiros","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MBM136009","MBM136009",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:35:46-03","UFMG","BHCB","136705","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby",NA,"Souza, VC de; Souza, JP; Romão, GO; Araújo, AO; Elias, SI","25670","2001","07","11","Southern America","Brasil","Minas Gerais","Grão Mogol","Estrada Grão Mogol - Cristália, ca. 6 km de Grão Mogol.Campo Rupestre com elementos de caatinga.","-42.094583","-16.065194",NA,NA,NA,"Arbusto, 1,2 - 1,8 m alt.; flores amarelas.",NA,NA,NA,NA,NA,NA,NA,"-42.094583","-16.065194",NA,NA,NA,NA
"27","2020-12-11 11:35:46-03","UFMG","BHCB","44648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-02-19 04:30:00-03","MO","MOBOT","3235046","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S. Irwin & Barneby","Ronald Liesner","C.F.P. Martius","Martius s.n.","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","3235283","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S. Irwin & Barneby","Ronald Liesner","Gert G. Hatschbach","Hatschbach 41465","1978","7","22","South America","Brazil","Minas Gerais",NA,"Grão Mogol.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:46:46-03","MBML","MBML-HERBARIO","48221",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","T.P. Mendes/2018","C. N. de Fraga; N.F.O. Mota","3357","2011","06","05",NA,"Brasil","Minas Gerais","Minas Gerais","Estrada de Grão Mogol para a BR-152, Vale do Rio Itacambiruçu, Jambreiro. Campo Rupestre","-42.912778","-16.592778","692","692",NA,"Arbusto ereto ca 2m. Folhas glabras verde com espinho na ponta castanho, estípulas negras. Flores com sépalas verde, pétalas amarelas. Estames verde-amarelados","MBML048221","MBML048221",NA,NA,NA,NA,NA,"42W54'46","16S35'34",NA,NA,NA,NA
"31","2020-07-10 09:46:46-03","MBML","MBML-HERBARIO","48220",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","T.P. Mendes/2018","C. N. de Fraga; N.F.O. Mota","3359","2011","06","05",NA,"Brasil","Minas Gerais","Minas Gerais","Estrada de Grão Mogol para a BR-152, Vale do Rio Itacambiruçu, Jambreiro. Campo Rupestre","-42.912778","-16.592778","692","692",NA,"Arbusto ereto ca 2m. Folhas velutinas verde com espinho na ponta castanho, estípulas negras. Flores com sépalas verde, pétalas amarelas. Estames verde-amarelados","MBML048220","MBML048220",NA,NA,NA,NA,NA,"42W54'46","16S35'34",NA,NA,NA,NA
"32","2021-03-09 10:46:54-03","ICAUFMG","MCCA","1612","S","Plantae",NA,NA,"Leguminosae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","IGLESIAS, D.T.",NA,NA,"2017","08","19",NA,"Brasil","Minas Gerais","Grão Mogol","Trilha do Barão","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MCCA01669","MCCA01669","2017","67219","auto","09","05",NA,NA,NA,NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","2801771","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Chamaecrista","aristata","Chamaecrista aristata",NA,"Irwin, H. S.; Barneby, R. C.","H. S. Irwin, R. G. P. Santos, R. Souza & S. F. Fonsêca","23409","1969","2","16","South America - Neotropics","Brazil","Minas Gerais",NA,"Ca 7 km w of Grao Mogol; Serra do Espinhaco",NA,NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"34","2020-09-12 05:00:02-03","US","US","2373431","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Chamaecrista","aristata","Chamaecrista aristata",NA,"Irwin, H. S.; Barneby, R. C.","B. Maguire, G. Mendes Magalhaes & C. K. Maguire","49210","1960","8","16","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra Grao Mogul, north base of mountain",NA,NA,"600","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"35","2020-09-12 05:00:02-03","US","US","2931810","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Chamaecrista","aristata","Chamaecrista aristata",NA,NA,"G. Hatschbach","41465","1978","7","22","South America - Neotropics","Brazil","Minas Gerais",NA,"Grao mogol",NA,NA,NA,NA,NA,NA,"US00370471","US00370471_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"36","2021-03-15 18:27:39-03","USP","SPF","193540","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","Rando, JG","Souza, VC","25670","2001","07","11",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada Grão Mogol - Cristália, ca. 6 km de Grão Mogol.","-42.901389","-16.596389",NA,NA,NA,"Arbusto, 1,2 - 1,8 m alt.; flores amarelas.; Campo rupestre com elementos de caatinga.","SPF00193540",NA,"2008",NA,NA,"06",NA,"-42.901389","-16.596389",NA,NA,NA,NA
"37","2019-11-13 11:21:49-03","USP","SPF","217210","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","Cota, MMT","Fraga, CN","3357","2011","06","05",NA,"Brasil","Minas Gerais",NA,"Estrada de Grão Mogol para a BR 152, Vale do Rio Itacambiruçu, Jambreiro.","-42.912778","-16.592778","692","692",NA,NA,"SPF00217210",NA,"2015",NA,NA,"04",NA,"-42.912778","-16.592778",NA,NA,NA,NA
"38","2019-11-13 11:21:49-03","USP","SPF","217211","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","Cota, MMT","Fraga, CN","3359","2011","06","05",NA,"Brasil","Minas Gerais",NA,"Estrada de Grão Mogol para a BR 152, Vale do Rio Itacambiruçu, Jambreiro.","-42.912778","-16.592778","692","692",NA,NA,"SPF00217211",NA,"2015",NA,NA,"04",NA,"-42.912778","-16.592778",NA,NA,NA,NA
"39","2019-11-13 11:21:49-03","USP","SPF","226239","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","Anônimo","Verdi, M","7065","2014","04","24",NA,"Brasil","Minas Gerais","Grão Mogol","Parque Estadual de Grão Mogol. Serra do Curiacá, a partir da floresta no início dos campos rupestres até o ponto georreferenciado (meio encosta).","-42.878611","-16.358611","1116","1116",NA,NA,"SPF00226239",NA,NA,NA,NA,NA,NA,"-42.878611","-16.358611",NA,NA,NA,NA
"40","2019-11-13 11:21:49-03","USP","SPF","229813","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","Cota, MMT","Martinelli, G","18334","2014","06","24",NA,"Brasil","Minas Gerais","Grão Mogol","Morro do Curicaca.","-42.9555","-16.406833","900","900",NA,NA,"SPF00229813",NA,"2018",NA,NA,"04",NA,"-42.9555","-16.406833",NA,NA,NA,NA
"41","2021-03-15 18:27:39-03","USP","SPF","43760","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","Mello-Silva, R","Zappi, DC","CFCR9858","1986","07","23",NA,"Brasil","Minas Gerais","Grão Mogol","Córrego Escurinha. Em direção ao vale do rio Extrema.","-42.8897018432617","-16.5594005584717","740","740",NA,"Arbusto de ca. 2m alt. Flores amarelas, passando a laranja quando velhas.; Sobre rochas. Cerrado arbóreo aberto com estrato sub arbustivo e herbáceo ralo, em solo arenoso, adensando-se em direção à encosta rochosa, esta com pequenos","SPF00043760",NA,"1987","67219","auto","04","29",NA,NA,NA,NA,NA,NA
"42","2021-03-15 18:27:39-03","USP","SPF","75681","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","Barneby, RC","Mello-Silva, R","451","1991","06","12",NA,"Brasil","Minas Gerais","Grão Mogol","Extremidade norte da Serra da Bocaina, na rodovia BR 251. Nascente do Rio Ventania.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto até 2 m alt., entre rochas. Sépalas verde-amareladas. Restante da flor totalmente amarela.","SPF00075681",NA,"1992","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 18:27:39-03","USP","SPF","44481","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","Barneby, RC","Mello-Silva, R","CFCR10016","1986","09","02",NA,"Brasil","Minas Gerais","Grão Mogol","Ribeirão dos Bois.","-42.8897018432617","-16.5594005584717","950","950",NA,"Comum.; Arbusto até 1 m alt. Frutos imaturos verdes. Pedúnculo grená.; Em solo arenoso, entre rochas.","SPF00044481",NA,"1988","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 18:27:39-03","USP","SPF","39371","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby","Barneby, RC","Kawasaki, ML","CFCR8071","1985","08","31",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Subarbusto, 1,2 m de altura. Estípulas espinescentes. Flores amarelas.; No campo entre rochas.","SPF00039371",NA,"1988","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-05-08 11:09:17-03","UEFS","HUEFS","221633","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby",NA,"Verdi, M.","7065","2014","06","24",NA,"Brasil","Minas Gerais","Grão Mogol","Parque Estadual de Grão Mogol. Serra do Curiacá, a partir da floresta no início dos campos ruspestres até o ponto georreferenciado (meio encosta).","-42.878611","-16.358611","1116","1116",NA,"Campo rupestre.","HUEFS0221633",NA,NA,NA,NA,NA,NA,"42W52'43''","16S21'31''","Rosanae",NA,NA,NA
"46","2020-05-08 11:09:17-03","UEFS","HUEFS","67973","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby",NA,"Queiroz, L.P.de","7528","2003","01","08",NA,"Brasil","Minas Gerais","Grão Mogol","Serra de Grão Mogol.","-42.895278","-16.555556","903","903",NA,"Campo rupestre.","HUEFS0067973","HUEFS0067973",NA,NA,NA,NA,NA,"42W53'43''","16S33'20''","Rosanae",NA,NA,NA
"47","2020-05-08 11:09:17-03","UEFS","HUEFS","31068","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","aristata","Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby",NA,"Zappi, D.C.","9858","1986","07","23",NA,"Brasil","Minas Gerais","Grão Mogol","Córrego da Escurinha","-42.8897018432617","-16.5594005584717","740","740",NA,NA,"HUEFS0031068","HUEFS0031068",NA,"67219","auto",NA,NA,NA,NA,"Rosanae",NA,NA,NA
