"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","01197856","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G. T. Prance","P. Fiaschi","2065","South America","Brazil","Bahia","Uruçuca","Estrada de Serra Grande para Uruçuca. Área do inventário do plano de manejo do Parque Estadual da Serra do Conduru. Mata da torre do celular","-39.115","-14.4997","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097058' target='other'> <mi>dwc_moreinfo</mi></a>","NY01197856","NY01197856_01","2004","03","18","380","380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","821939","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G. T. Prance","J. G. Jardim","2992","South America","Brazil","Bahia","Uruçuca","Parque Estadual Serra do Condurú. Rodovia Serra Grande/Uruçuca, 9.4 km. Serra do Conduru vertente E.","-39.1047222","-14.485","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=908763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821939","NY00821939_01","2000","04","21","250","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","378269","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G. T. Prance","L. Riedel",NA,"South America","Brazil",NA,NA,"Brasilia, Porto Este",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=601955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378269","NY00378269_01","1823","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","378165","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G. T. Prance","L. Riedel",NA,"South America","Brazil",NA,NA,"Broto",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=601954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378165","NY00378165_01","1821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","378163","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G. T. Prance","G. H. von Langsdorff","s.n.","South America","Brazil","Rio de Janeiro","Magé","Mandiocca","-43.0406","-22.6531","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=601956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378163","NY00378163_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:12:53-03","UFBA","ALCB","09907","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Asprino, R; Amorim, AMA; Marinho, L; Pessoa, C; Lisboa, D","131","Southern America","Brasil","Espírito Santo","Linhares","Reserva da Vale.","-40.072222","-19.391111",NA,"ca. 5 m altura. Folhas levemente discolores, face abaxial verde-clara. Flores passadas.; Floresta de Tabuleiro.","ALCB044651","ALCB044651","2015","06","07","35","35",NA,"-40.072222","-19.391111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:12:53-03","UFBA","ALCB","86555","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","Asprino, R","Ramos, C.H.A.; Alves, L. de J.; Santos, CE","209","Southern America","Brasil","Bahia","Itacaré","Litoral Sul, Mata da Antena","-39.711111","-14.167222",NA,"de ca 4 m de altura. Folhas cartáceas, discolores. Inflorescência com flores alvas, estames com filetes roxos e estilete idem.","ALCB042383",NA,"2008","05","30",NA,NA,NA,"-39.711111","-14.167222","2015","06",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:45:23-03","NBC","NL-BOTANY","U.1206730","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott",NA,"Ducke A; Kuhlmann JG",NA,"Southern America","Brazil",NA,NA,"Porto da Estrella (civ. Rio de Janeiro) in silva humilis.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1206730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1206730","NL-U1206730","1925","10","20",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:26:56-03","MN","R","8794","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","Prance, G.T.","Glaziou, A.F.M.","11941",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008794","R000008794_001","1880","10","13",NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:26:56-03","MN","R","7149","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","Prance, G.T.","Glaziou, A.F.M.",NA,NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"R000007149","R000007149_001","1881","09",NA,NA,NA,NA,NA,NA,"1965","01",NA,"40069","auto",NA,NA,NA,NA
"21","2020-12-20 21:16:38-03","UFV","VIC","7462","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","Prance, G.T.","Gibbs, P.E.; et al.","s.n.",NA,"Brasil","São Paulo","Bertioga","São Sebastião","-46.138599395752","-23.8544006347656",NA,"Arvoreta, c.a. de 4,0 metros de altura; flores lilás-azuladas.","VIC007462","VIC007462","1976","11","10",NA,NA,NA,NA,NA,"2007","07",NA,"37616","auto","24",NA,NA,NA
"22","2021-03-01 16:27:58-03","UNICAMP","UEC","1361","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott","Jung-Mendaçolli, SL","Tamashiro, JY; Ramos, MEM; Stubblebine, WH; Shepherd, GJ","8765",NA,"Brazil","São Paulo",NA,"Ilha do Cardoso",NA,NA,NA,"Árvore de 4m; flores lilases.","UEC059945","UEC059945","1978","10","13",NA,NA,NA,NA,NA,"1997","05",NA,NA,NA,"13",NA,NA,NA
"23","2019-08-20 10:09:31-03","UNICAMP","UEC","148674","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott",NA,"Queiroz, RT; Galvão, JC; Tozzi, AMGA; Aragaki, S; Fortuna-Perez, AP; Silva, MJ; Guerin, N; S","1318",NA,"Brazil","Minas Gerais",NA,"sentido Guapé, cerrado","-46","-20",NA,"árvore, 8m, pétalas lilases, cálice vináceo","UEC059948","UEC059948","2008","11","20","733","733",NA,"-46","-20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:27:58-03","UNICAMP","UEC","24729","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott","Jung-Mendaçolli, SL","Shepherd, GJ; Stubblebine, WH; Tamashiro, JY","11212",NA,"Brazil","São Paulo",NA,"Ilha do Cardoso",NA,NA,NA,"Árvore pequena com flores lilás.","UEC059947","UEC059947","1978","10","14",NA,NA,NA,NA,NA,"1997","05",NA,NA,NA,"13",NA,NA,NA
"25","2019-12-06 19:29:22-03","UFES","VIES","34826","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Peluzio, T.M.O.; Silva, A.G.","7",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional de Pacotuba","-41.298056","-20.741944",NA,NA,"VIES034826","VIES034826","2015","11","17",NA,NA,NA,"41º17'53''W","20º44'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:20:43-03","MBM","MBM","127992","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Sprengel","Mello-Silva, R.","Hatschbach, G.; et al.; et al.","2022","Southern America","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"MBM127992","MBM127992","1987","12","04",NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"27","2019-08-15 09:03:27-03","UESC","UESC","14535","S","Plantae","Angiospermae","Florideophycidae","Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Fiaschi, P.","2065",NA,"Brasil","Bahia","Uruçuca",NA,"-39.115","-14.499722",NA,"Árvore.","UESC0014535",NA,"2004","03","18","380","380",NA,"39W6'54''","14S29'59''",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"28","2015-09-05 09:03:46-03","MNHN","RECOLNAT_MNHN_P","P05562222","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Glaziou",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05562222' target='other'> <mi>dwc_moreinfo</mi></a>","P05562222","P05562222_01","1881","9","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12658",NA,NA
"29","2015-09-05 09:04:21-03","MNHN","RECOLNAT_MNHN_P","P05562241","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Glaziou",NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05562241' target='other'> <mi>dwc_moreinfo</mi></a>","P05562241","P05562241_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"406",NA,NA
"30","2015-09-05 09:04:21-03","MNHN","RECOLNAT_MNHN_P","P05562257","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro",NA,"Entre Sambatela et Porto das Caixas.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05562257' target='other'> <mi>dwc_moreinfo</mi></a>","P05562257","P05562257_01","1880","5","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11941",NA,NA
"31","2019-07-16 12:56:49-03","MNHN","RECOLNAT_MNHN_P","P05562258","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Blanchet, J.S.",NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05562258' target='other'> <mi>dwc_moreinfo</mi></a>","P05562258","P05562258_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3975",NA,NA
"32","2015-09-05 09:04:21-03","MNHN","RECOLNAT_MNHN_P","P05562259","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Service des Eaux et Forêts",NA,NA,"Guyane française",NA,NA,"Saint Laurent, Crique Balatee.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05562259' target='other'> <mi>dwc_moreinfo</mi></a>","P05562259","P05562259_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4343",NA,NA
"33","2015-09-05 09:04:21-03","MNHN","RECOLNAT_MNHN_P","P05562260","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Gaudichaud",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05562260' target='other'> <mi>dwc_moreinfo</mi></a>","P05562260","P05562260_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1022",NA,NA
"34","2015-09-05 09:04:21-03","MNHN","RECOLNAT_MNHN_P","P05562265","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Thurm, E.F.",NA,NA,"Guyana",NA,NA,"Potaro River.","-59.19064","5.3627","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05562265' target='other'> <mi>dwc_moreinfo</mi></a>","P05562265","P05562265_01","1875","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-05 09:04:21-03","MNHN","RECOLNAT_MNHN_P","P05562269","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro",NA,"Entre Sambaitiba at Posto das Caixas.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05562269' target='other'> <mi>dwc_moreinfo</mi></a>","P05562269","P05562269_01","1880","10","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11941",NA,NA
"36","2015-09-05 09:09:41-03","MNHN","RECOLNAT_MNHN_P","P05562923","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Leitão Filho, H.F.",NA,NA,"Brasil","São Paulo",NA,"Rod. Parique-açu- iguapé; .",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05562923' target='other'> <mi>dwc_moreinfo</mi></a>","P05562923","P05562923_01","1972","1","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1396",NA,NA
"37","2015-09-05 09:04:20-03","MNHN","RECOLNAT_MNHN_P","P05562228","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Glaziou",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Entre Aldea de S. Pedro et Rio Bonito.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05562228' target='other'> <mi>dwc_moreinfo</mi></a>","P05562228","P05562228_01","1881","9","22",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"12658",NA,NA
"38","2015-09-05 09:03:01-03","MNHN","RECOLNAT_MNHN_P","P05562095","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"Glaziou",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Entre Sambatera e Porto das Caixas.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05562095' target='other'> <mi>dwc_moreinfo</mi></a>","P05562095","P05562095_01","1880","8","13",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"11941",NA,NA
"39","2009-04-28 09:13:00-03","MO","MOBOT","100183427","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G.T. Prance","Jomar G. Jardim","Jardim 3078","South America","Brazil","Bahia",NA,"Uruçuca: Parque Estadual Serra do Conduru. Rod Serra Grande/Uruçuca ca. 9,4 km. Serra do Conduru vertente E. Mata Higrófila.","-39.1019444","-14.485",NA,NA,NA,NA,"2000","7","27","250.00000000","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2018-06-26 05:23:00-03","MO","MOBOT","100454855","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G.T. prance","Pedro Fiaschi|André M. Amorim|J. Lima da Paixão|A. Martini","Fiaschi 2065","South America","Brazil","Bahia","Uruçuca","Estrada de Serra Grande para Urucuca. Area do inventario do plano de manejo. Mata da torre do celular.","-39.115","-14.4997222",NA,NA,NA,NA,"2004","3","18","380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2019-09-17 15:24:00-03","MO","MOBOT","3157554","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.",NA,"J.B.E. Pohl","Pohl s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","3297510","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","G.T. Prance","H.F. Leitao Filho","Leitão 1396","South America","Brazil","São Paulo",NA,"Est. SP - Rod. Parique-açu-Igua pe; comum.",NA,NA,NA,NA,NA,NA,"1972","11","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","1573952","PreservedSpecimen","Plantae",NA,"Rosales","Rosaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott",NA,"L. Riedel","s.n.","South America","Brazil","Rio Grande do Sul",NA,"Pardo",NA,NA,NA,NA,"US01353094","US01353094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"44","2020-09-12 05:00:02-03","US","US","1442124","PreservedSpecimen","Plantae",NA,"Rosales","Rosaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott",NA,"A. Ducke & J. G. Kuhlmann","s.n.","South America - Neotropics","Brazil","Rio de Janeiro","Magé","Prope Porto da Estrella","-43.040599822998","-22.6527996063232",NA,NA,"US01353093","US01353093_01","1925","10","20",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","20531","auto",NA,NA,"1",NA
"45","2019-11-13 11:17:49-03","USP","SPF","165962","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","El Ottra, JHL","Fiaschi, P","2065",NA,"Brasil","Bahia","Uruçuca",NA,"-40.094444","-14.499722",NA,NA,"SPF00165962",NA,"2004","03","18","380","380",NA,"-40.094444","-14.499722","2007","01",NA,NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:17:49-03","USP","SPF","166653","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","El Ottra, JHL","Sandrini, MP","s.n.",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"SPF00166653",NA,"2004","11","12",NA,NA,NA,NA,NA,"2007",NA,NA,"37574","auto",NA,NA,NA,NA
"47","2019-11-13 11:17:49-03","USP","SPF","20172","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","angustifolia","Hirtella angustifolia","Schott ex Spreng.","Prance, GT","Joly, AB","s.n.",NA,"Brasil","São Paulo","Praia Grande",NA,"-46.4000015258789","-24",NA,NA,"SPF00020172",NA,"1948","09","22",NA,NA,NA,NA,NA,"1993","08",NA,"22363","auto",NA,NA,NA,NA
