"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","phylum","order","continentOcean","preparationType","locality","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet","relationshipType","sex"
"92","2019-08-27 13:33:16-03","IAP","PACA-AGP","46458","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aff. tiliacea","Ipomoea aff. tiliacea","(Willd) Choisy","O'Donell","Rambo, B.","1950","03","27","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA046458",NA,NA,NA,NA,NA,"fl Habitat: in paludosis dumetosis scandens","Magnoliophyta","Solanales",NA,NA,"Lagoa da Pinguela","27350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"93","2019-08-27 13:33:16-03","IAP","PACA-AGP","26423","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aff. tiliacea","Ipomoea aff. tiliacea","(Willd) Choisy","O' Donell","P. Buck","1945","01",NA,"Brasil","RS","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"PACA026423",NA,NA,NA,NA,NA,"Confirmado por P. P. A. Ferreira em 25.04.2008. Habitat: In dumetosis subpaludosis scandens. Fenofase: flor","Magnoliophyta","Solanales",NA,NA,"Faz. das Almas","31350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"94","2019-08-27 13:33:16-03","IAP","PACA-AGP","41159","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aff. tiliacea","Ipomoea aff. tiliacea","(Willd) Choisy","O'Donell","Rambo, B.","1949","04","20","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA041159",NA,NA,NA,NA,NA,"fl. Habitat: in paludosis dumetosis scandens","Magnoliophyta","Solanales",NA,NA,"Ilha da Pintada","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"95","2019-08-27 13:33:16-03","IAP","PACA-AGP","41206","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aff. tiliacea","Ipomoea aff. tiliacea","(Willd) Choisy","O'Donell","Rambo, B.","1949","04","22","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA041206",NA,NA,NA,NA,NA,"Confirmado por P. P. A. Ferreira em 25.04.2008. Habitat: In paludosis dumetosis scandens. Fenofase: flor","Magnoliophyta","Solanales",NA,NA,"Ilha das Flores","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"96","2019-08-27 13:33:16-03","IAP","PACA-AGP","46030","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aff. tiliacea","Ipomoea aff. tiliacea","(Willd) Choisy","O'Donell","Rambo, B.","1950","02","21","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"PACA046030",NA,NA,NA,NA,NA,"Confirmado por P. P. A. Ferreira em 25.04.2008. Habitat: In dumetosis ad lacum scandens. Fenofase: flor","Magnoliophyta","Solanales",NA,NA,"Lagoa dos Quadros","20837","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"97","2019-08-27 13:33:17-03","IAP","PACA-AGP","49698","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","P. P. A. Ferreira","Rambo, B.","1951","01","18","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"PACA049698",NA,"2008","04","25",NA,"Habitat: In dumetosis scandens. Fenofase: flor","Magnoliophyta","Solanales",NA,NA,"Lagoa dos Quadros","20837","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"98","2019-08-27 13:33:17-03","IAP","PACA-AGP","87583","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","P.P.A. Ferreira","Sehnem, A.","1972","02","09","Brasil","RS","Tramandaí","-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,"PACA087583",NA,"2008","04","25","12949","Habitat: ad lacum sarmentum","Magnoliophyta","Solanales",NA,NA,"Imbé","21077","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"99","2019-11-21 14:33:36-03","UFJF","CESJ","8300","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"L. Krieger","1970","03",NA,"Brasil","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,"CESJ008300",NA,NA,NA,NA,"CESJ8300","Cipó, flor azul-arroxeada","Angiosperma",NA,"América do Sul",NA,"Brejo","20620","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-08-20 10:10:20-03","UNICAMP","UEC","115816","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Simão-Bianchini, R","Gomes, JR; JC","1965","04","07","Brazil","São Paulo","Ilha Vitória",NA,NA,NA,NA,NA,NA,NA,NA,"1997","09",NA,"3684-A","flor, Planta escandente. Frequente na capoeira e na encosta. Flores vermelho arroxeada.","Magnoliopsida",NA,NA,NA,"(litoral norte)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-01 16:28:42-03","UNICAMP","UEC","115816","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Simão-Bianchini, R","Gomes, JR; JC","1965","04","07","Brazil","São Paulo","Ilha Vitória",NA,NA,NA,NA,NA,NA,"UEC066319","UEC066319","1997","09","02","3684A","Planta escandente, frequente na capoeira e na encosta, flores vermelho-arroxeada.","Magnoliopsida",NA,NA,NA,"Litoral norte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-01 16:28:42-03","UNICAMP","UEC","128569","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Simão-Bianchini, R","Udulutsch, RG; Berndt, A; Giannotti, M; Muniz, MRA; Botrel, RT; Vieira, S; et al.","2002","04","21","Brazil","São Paulo","Sete Barras","-47.994167","-24.141389","-47.994167","-24.141389",NA,NA,"UEC066321","UEC066321",NA,NA,NA,"610","Liana volúvel. Flores roxas.; Floresta Ombrófila Densa Montana no entorno do Rio Bonito. Coleta em borda de mata.","Magnoliopsida",NA,NA,NA,"Parque Estadual de Carlos Botelho. Estrada Estadual São Miguel Arcanjo-Sete Barras (SP139, Km 69).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-01 16:28:42-03","UNICAMP","UEC","29001","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Grupo Flora 'Pedra do Cavalo'","1980","08","14","Brazil","Bahia",NA,"-39.083333","-12.533333","-39.083333","-12.533333","40","120","UEC066317","UEC066317",NA,NA,NA,"530","Trepadeira com gavinhas, flores roxas com a fauce de corola lilás escuro.","Magnoliopsida",NA,NA,NA,"Margem do Paraguaçú.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:28:42-03","UNICAMP","UEC","28879","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Grupo Flora 'Pedra do Cavalo'","1980","08","16","Brazil","Bahia",NA,"-39.083333","-12.534722","-39.083333","-12.534722","40","120","UEC066316","UEC066316",NA,NA,NA,"628","Trepaeiras volúvel em inflorescência opositifolia corimboide com flores rósea, flor com fauce arroxeada.","Magnoliopsida",NA,NA,NA,"Mata do Jacuípe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-08-20 10:10:20-03","UNICAMP","UEC","28879","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Scardino, L; Noblick, LR; Queiróz, C; Paranhos, AR","1980","08","16","Brazil","Bahia","Cachoeira","-39.833333","-12.533333","-39.833333","-12.533333",NA,NA,"UEC066316","UEC066316",NA,NA,NA,"628","flor, Trepadeira volúvel em inflorescência opositifolia corimboide com flores rodeadas com fauce arroxeada.","Magnoliopsida",NA,NA,NA,"Vale dos Rios Paraguaçú e Jacuípe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-08-20 10:10:20-03","UNICAMP","UEC","29001","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Scardino, L; Noblick, LR; Queiróz, C; Paranhos, AR","1980","08","16","Brazil","Bahia","Cachoeira","-39.833333","-12.533333","-39.833333","-12.533333",NA,NA,"UEC066317","UEC066317",NA,NA,NA,"530","flor, Trepadeira com gavinhos, flores roxas com a fauce da corola lilás-escuro.","Magnoliopsida",NA,NA,NA,"Vale dos Rios Paraguaçú e Jacuípe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:28:42-03","UNICAMP","UEC","79887","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Simão-Bianchini, R","Leitão Filho, HF; Rodrigues, RR; Alves, LF; Penha, AS; Rezende, AA","1996","02","02","Brazil","São Paulo","Ubatuba","-44.848389","-23.36025","-44.848389","-23.36025",NA,NA,"UEC066318","UEC066318","1997","05","14","34394","Flores rosadas, com o interior do tubo mais escuro, folhas glabras, até 8m de altura.; Mata de Planície.","Magnoliopsida",NA,NA,NA,"Praia da Fazenda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:28:42-03","UNICAMP","UEC","83781","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Ocaña-Nava, D","Ocaña-Nava, D; Coronado, C","1988","09","03","Mexico","Campeche",NA,NA,NA,NA,NA,NA,NA,"UEC066314","UEC066314",NA,NA,NA,"256","Trepadeira de 2.5m; Flo morada.; Hidrófita enrraizada emergente.","Magnoliopsida",NA,NA,NA,"Rio Carrizales, margen izquierdo. El Carmen. Popal Creciendo a la orilla del rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:28:42-03","UNICAMP","UEC","97048","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Simão-Bianchini, R","Lobato, LCB","1996","04","05","Brazil","Pará","Marapanim","-47.6996994018555","-0.717499971389771",NA,NA,NA,NA,"UEC066324","UEC066324","2006","09","04","1064","Cipó. Flores roxas.","Magnoliopsida",NA,NA,NA,"Rio Maranim; Vila do Arauá. Várzea.","39607","auto",NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:28:42-03","UNICAMP","UEC","88120","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Simão-Bianchini, R","Silva, SM","1986","03","16","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC066315","UEC066315","2004","11","17","25011","Trepadeira com flores lilás, estames intrusos, corola (interna) roxa.","Magnoliopsida",NA,NA,NA,"Ilha das Cobras.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:28:42-03","UNICAMP","UEC","85093","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Souza, WS; Britez, RM; Silva, SM","1986","03","29","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC066313","UEC066313","1997","05","14","24724","Trepadeira de flores lilás.","Magnoliopsida",NA,NA,NA,"Morro da Baleia. Coletada na orla marinha.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:28:42-03","UNICAMP","UEC","87560","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Simão-Bianchini, R","Silva, SM; Britez, RM","1986","04","13","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC066323","UEC066323","2004","11","17","24720","Trepadeira de flor lilás.; Local alagado da restinga.","Magnoliopsida",NA,NA,NA,"Praia Grande.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:28:42-03","UNICAMP","UEC","54784","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Simão-Bianchini, R","Stranghetti, V; Grombone-Guaratini, MT","1989","11","28","Brazil","São Paulo","Boracéia","-48.7700004577637","-22.1900005340576",NA,NA,NA,NA,"UEC066322","UEC066322","1997","04","14","22882","Trepadeira, flores liláses.; Mata de restinga.","Magnoliopsida",NA,NA,NA,NA,"10241","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-08-20 10:10:20-03","UNICAMP","UEC","115819","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Simão-Bianchini, R","Simão-Bianchini, R; Simão-Bianchini, R","1994","11","19","Brazil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"UEC066263",NA,"1994",NA,NA,"639","flor, Trepadeira. Corola rosea com o tubo mais claro.","Magnoliopsida",NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-08-20 10:10:20-03","UNICAMP","UEC","54229","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Simão-Bianchini, R","Grombone-Guaratini, MT","1989","11","20","Brazil","São Paulo","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,NA,NA,NA,"1997","05",NA,"22238","flor, Planta volúvel com flores violáceas.","Magnoliopsida",NA,NA,NA,"Ilha de Guarujá","18989","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:28:42-03","UNICAMP","UEC","54229","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Simão-Bianchini, R","Grombone-Guaratini, MT","1989","11","20","Brazil","São Paulo","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,NA,"UEC066320","UEC066320","1997","05","14","22238","Planta volúvel com flores violáceas.; Mata Atlântica.","Magnoliopsida",NA,NA,NA,"Ilha de Guarujá.","18989","auto",NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:28:42-03","UNICAMP","UEC","150300","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Simão-Bianchini, R","Souza, VC; Souza, JP; Ivanauskas, NM; Duarte, AR; Eterovic, A; Marques, OAV","1996","04","11","Brazil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"UEC066325","UEC066325","2004","11","17","11066","Escandente, flores róseas.","Magnoliopsida",NA,NA,NA,"Ilha da Queimada Grande.","26998","auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-19 14:06:06-03","UFRPE","PEUFR","26086","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","J.R.I. Wood","E.M.N. Ferraz; A.G. Bispo","1998","10","23","Brasil","Pernambuco","São Vicente Férrer","-35.5","-7.583333","35°30'W","07°35'S","600","600","PEUFR026086",NA,"2014","08","13","483","Trepadeira com gavinha; corola lilás com mácula roxa na base da corola; estames alvos",NA,NA,NA,NA,"Mata do Estado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-19 14:06:06-03","UFRPE","PEUFR","54151","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","M.M. de Moraes","M.M. de Moraes","2018","11","11","Brasil","Pernambuco","Araçoiaba","-35.075528","-7.801778","35º04'31,9W","7º48'06,4S",NA,NA,"PEUFR054151",NA,NA,NA,NA,"11","Trepadeira; com flor rosa com o interior do tubo mais escuro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-19 14:06:06-03","UFRPE","PEUFR","54716","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","G. Staples","G. Staples; J.A.A.M. Lourenço; W. Cordeiro; D. Belo; M.A.O. Marinho","2015","11","13","Brasil","Paraíba","Areia","-35.718889","-6.976667","35°43'08W","6°58'36S",NA,NA,"PEUFR054716",NA,"2015","11","13","1724","Twiner to 3 m high in trees along roadside; flowers open 9 AM; corolla funelform; purplish inside tude; fading to almost white on limb; one fruit seen:dry; dark brown capsule; + leaf in silica gel",NA,NA,NA,NA,"Areia town vic.; W outskirts of Areia, at a construction site along highway PB-79, ca 1-2 km outside town.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-04-22 16:18:47-03","UFPB","JPB","44578","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Buril, MT","Santos, SO; Gomes-Costa, GA; Chagas, MA; Melo, AV de","2010","10","07","Brasil","Alagoas","Quebrangulo","-36.425","-9.245","-36.425","-9.245","773","773",NA,NA,"2011","06",NA,"264","; DESC: Trepadeira herbácea; folhas membranáceas; inflorescência de coloração roxa.","Angiosperma","Dicotyledon","Southern America",NA,"Reserva Biológica da Pedra Talhada, Trilha do Pedra D' água. Borda da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-04-22 16:18:47-03","UFPB","JPB","45120","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Buril, MT","Amorim, BS; Araújo, DA; Chagas, MA","2011","10","25","Brasil","Alagoas","Quebrangulo","-36.428056","-9.251111","-36.428056","-9.251111","744","744","JPB0045120",NA,"2013",NA,NA,"1163","; HABITAT: Floresta Atlântica; DESC: Trepadeira, flores rosa. Material tratado com álcool 90%.","Angiosperma","Dicotyledon","Southern America",NA,"Reserva Biológica da Pedra Talhada, Mata próximo ao alojamento, borda da mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-01-17 11:27:09-02","PUCRS","MPUC","15767","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","C.A. Mondin",NA,"2012","03","17","Brasil","SC","Governador Celso Ramos","-48.5591666667","-27.3147222222","-48.5591666667","-27.3147222222",NA,NA,NA,NA,"2012","01","01",NA,"Trepadeira em área antropizada",NA,"Solanales","South America",NA,"Ponta dos Ganchos",NA,NA,"Magnoliopsida",NA,NA,"3587","1",NA,NA,NA
"124","2019-01-17 11:27:09-02","PUCRS","MPUC","14461","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","C.A. Mondin","et.al.","2011","04","01","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,"2011","01","01",NA,"Banhado",NA,"Solanales","South America",NA,"Bairro Lami, Reserva Biológica do Lami",NA,NA,"Magnoliopsida",NA,NA,"3551","1",NA,NA,NA
"125","2019-01-17 11:27:09-02","PUCRS","MPUC","15760","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","C.A. Mondin",NA,"2012","04","12","Brasil","RS","Capão da Canoa","-50.0094444","-29.7458333","-50.0094444000","-29.7458333000",NA,NA,NA,NA,"2012","01","01",NA,"Trepadeira na borda da mata",NA,"Solanales","South America",NA,"entre estada do mar e Lagoa dos Quadros",NA,NA,"Magnoliopsida",NA,NA,"3611","1",NA,NA,NA
"126","2020-10-14 10:00:42-03","FURB","FURB","39970","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Ferreia, PPA","Funez, L.A.; Kemmelmeier, K.","2013","01","07","Brasil","Santa Catarina","Navegantes","-48.6188889","-26.8244445","-48.6188889","-26.8244445","20","20","FURB22628","FURB22628","2013","02","08","1323",NA,NA,NA,NA,NA,"Rua Adolfo Antônio Cabral (Fundos).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 10:00:42-03","FURB","FURB","40354","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Verdi, M","Verdi, M.","2012","05","31","Brasil","Rio Grande do Sul","Tramandaí","-50.1838889","-30.0452777","-50.1838889","-30.0452777","2","2","FURB22627","FURB22627","2012","05",NA,"6230",NA,NA,NA,NA,NA,"Lagoa do Gentil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:00:42-03","FURB","FURB","41764","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Ferreia, PPA","Ferreira, P.P.; Miotto, S.T.S. & Durigon, J.","2011","02","23","Brasil","Rio Grande do Sul","Osório","-50.35","-29.8958333","-50.3500000","-29.8958333",NA,NA,"FURB22624","FURB22624","2011","02","23","660","latescente",NA,NA,NA,NA,"BR 290, Freeway, Km 7, Lagoa dos Barros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:00:42-03","FURB","FURB","43987","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy",NA,"Funez, L.A.","2014","04","14","Brasil","Santa Catarina","Florianópolis","-48.5208334","-27.6011111","-48.5208334","-27.6011111",NA,NA,"FURB22626","FURB22626",NA,NA,NA,"2788",NA,NA,NA,NA,NA,"Bairro Trindade, UFSC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 10:00:42-03","FURB","FURB","59053","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Kassner-Filho, A.","Kassner-Filho, A.","2018","05","10","Brasil","Santa Catarina","Penha","-48.6163889","-26.8019444","-48.6163889","-26.8019444","7","7","FURB59053","FURB59053","2018","05","10","2705","flor lilás Habitat: borda do fragmento Habito: trepadeira",NA,NA,NA,NA,"J.B. World Entretenimentos S/A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:00:42-03","FURB","FURB","6204","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Ferreia, PPA","Bussmann, D.B.G.; et al.","2004","11","04","Brasil","Santa Catarina","São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,"20","20","FURB04072","FURB04072","2010","04","30","15",NA,NA,NA,NA,NA,"Ilha da Rita.","23627","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-16 17:55:06-03","UCS","HUCS","43503","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Wild) Choisy","Gaio, J.","Gonzatti, F.","2015","04","18","Brasil","Rio Grande do Sul","Osório","-50.226889","-29.966222","-50.226889","-29.966222","15","15",NA,NA,"2015","10","06","1765","liana com flores rosadas e tubulosas. In conferatum; bordo de mata e banhado","Angiospermae","Solanales",NA,NA,"Próximo à Lagoa da Emboaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-16 17:55:06-03","UCS","HUCS","40899","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Wild) Choisy","Ferreira, P.P.A.","Ferreira, P.P.A.","2011","02","27","Brasil","Santa Catarina","Palhoça","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,NA,NA,NA,NA,"699","trepadeira lactescente, corola rosa","Angiospermae","Solanales",NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-16 17:55:06-03","UCS","HUCS","36059","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Wild) Choisy","Ferreira, P.P.A.","Ferreira, P.P.A.","2010","01","28","Brasil","Rio Grande do Sul","Maquiné","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,NA,NA,NA,NA,NA,"354","Herbário ICN 163458; em beira do mato","Angiospermae","Solanales",NA,NA,"Cascata do Garapiá","28094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-04-27 16:09:23-03","UFES","VIES","12688","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","Bianchini, R...S...","Valbao, S.C.","2001","05","14","Brasil","Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES012688","VIES012688","2016","09",NA,"1",NA,NA,NA,NA,NA,"Glória.","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-30 17:43:00-03","UTFPR","HCF","10695","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","J. Cordeiro & C.C.Faria","M.G. Caxambu","2012","04","30","Brasil","SP","Cananéia","-47.836417","-24.888028","47°50'11,1 W","24°53'16,9 S","9","9",NA,NA,"2012",NA,NA,"4124","trepadeira volúvel, heliófita. Flores com cálice verde e corola rosa, com fauce roxo.",NA,NA,NA,NA,"Fazenda Aroeira - Arredores",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-30 17:43:00-03","UTFPR","HCF","10761","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","J. Cordeiro & C.C.Faria","E.L. Siqueira","2012","05","19","Brasil","PR","Pontal do Paraná","-48.469111","-25.679861","48°28'08,8 W","25°40'47,5 S","2","2",NA,NA,"2012",NA,NA,"525","trepadeira volúvel, heliófita. Flores roxas.",NA,NA,NA,NA,"Balneário de Canoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-06-29 09:30:06-03","UFRRJ","RBR","4076","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","R.S. Bianchini","H. Monteiro","1934","03",NA,"Brasil","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"RBR00004076","RBR00004076","1997","10","07","910",NA,NA,NA,NA,NA,"Arredores de Maricá","20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-06-29 09:30:06-03","UFRRJ","RBR","21981","S","Plantae","Convolvulaceae","Ipomoea","tiliacea","Ipomoea tiliacea","(Willd.) Choisy","A.L.O. Moura","A.L.O. Moura","2006","04","21","Brasil","Rio de Janeiro","Ilha da Marambaia",NA,NA,NA,NA,NA,NA,"RBR00021981","RBR00021981","2006","07","05","10",NA,NA,NA,NA,NA,"Mangaratiba, estrada do Bravo VI para Gaeta, na beira da estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
