"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","imagecode","identifiedBy","recordNumber","day","stateProvince","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"45","2019-11-13 11:19:22-03","USP","SPF","82940","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Handro, O",NA,"Brasil","Paranapiacaba",NA,NA,NA,"SPF00082940",NA,NA,"Cham. & Schltdl.","1962","11",NA,"Romão, GO","1039",NA,"São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:19:22-03","USP","SPF","82935","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Handro, O",NA,"Brasil","Paranapiacaba",NA,NA,NA,"SPF00082935",NA,NA,"Cham. & Schltdl.","1962","11",NA,"Romão, GO","1039",NA,"São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"47","2020-02-20 13:52:44-03","UEFS","HUEFS","253487","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Justino, L.L.",NA,"Brasil","Serra Negra: Trilha para o Ninho da Égua.",NA,NA,NA,"HUEFS0253487","Angiospermae","Ericales","Cham. & Schltdl.","2014","07","HUEFS0253487",NA,"70","16","Minas Gerais","-43.8278007507324","-22.0891990661621","Rio Preto","20815","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-10-07 09:12:43-03","UEFS","HUEFS","50507","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Souza, J.P.de",NA,"Brasil","Parque Estadual da Serra do Mar, estrada intermediária, km 41.",NA,NA,"Floresta Ombrófila Densa de Altitude, com vários níveis de perturbação.","HUEFS0050507","Angiospermae","Ericales","Cham. & Schltdl.","2000","04","HUEFS0050507","G.O.Romão","3508","25","São Paulo","-45.699167","-23.638056","Caraguatatuba",NA,NA,"Asteranae",NA,"2009","12",NA,"45W41'57''","23S38'17''",NA,NA,NA,NA
"49","2019-01-23 12:40:13-02","F","FMNH-SEEDPLANTS","V0055408F","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron","Isotype","F. Sellow","South America","Brazil",NA,NA,NA,NA,"V0055408F","Spermatophyta",NA,NA,NA,NA,"V0055408F_01",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2018-10-25 11:34:10-03","F","FMNH-SEEDPLANTS","V0141835F","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"H. S. Irwin & T. R. Soderstrom","South America","Brazil",NA,NA,NA,NA,"V0141835F","Spermatophyta",NA,NA,"1964","8","V0141835F_01",NA,"5728","30",NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-04 15:42:54-03","IF","SPSF","34648","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"R.Cielo-Filho","América do Sul","Brasil","Parque Estadual da Serra do Mar, Núcleo Curucutu",NA,NA,"COLETA: Arbusto de 70cm. Campo.; GEOGRAFIA: Trilha do Rio Camburi&nf;UTM: X=322264 Y=7346166;",NA,"Magnoliophyta","Ericales",NA,"2005","03",NA,"G.O.Romão","417","15","SP","-46.7799987792969","-24.1800003051758","Itanhaém","26998","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2014-10-09 13:58:18-03","UHH","HBG","515436","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron","Isotype","Sello, F.","South America","Brazil","Brasilia",NA,NA,"Reliqiae d. Sello; ex Herb. P. Magnus NEOTROP","HBG515436",NA,NA,"Cham. & Schltdl.",NA,NA,"HBG515436","Sleumer, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1958","05",NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:09:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Sello, HL","Southern America","Brazil","Et in prov. Minarum ad Rio das Pedras et Campo de S. Bernardo.",NA,NA,"Oreas, Dryas.; HABITAT: Oreas, Dryas.",NA,NA,NA,"Cham. & Schltdl.",NA,NA,"P07P0N0048",NA,"s.n.",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:09:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Riedel, L","Southern America","Brazil","Habitat in humidis herbosis Serra do Cabatão prov. S.Pauli.",NA,NA,NA,NA,NA,NA,"Cham. & Schltdl.",NA,NA,"P07P0N0048",NA,"2661",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-08-26 10:48:40-03","MCN-FZBRS","HAS","81318","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Mattos, J.",NA,"Brasil","Estação Biológica, (Via Férrea São Paulo-Santos)",NA,NA,"Na mata. Arbusto. Frutos imaturos.","HAS0081318","Magnoliophyta",NA,"Cham. & Schltdl.","1966","12",NA,"Romão, G. O.","s.n.",NA,"São Paulo",NA,NA,"Paranapiaçaba",NA,NA,NA,NA,"2011","10",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 10:03:37-03","IBt","SP","199387","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Sugiyama, M; Lopes, EA",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba",NA,NA,"Árvore 3,0m., flores rosa, no campo",NA,NA,NA,"Cham. & Schltdl.","1984","05",NA,"Sugiyama, M","500","22","São Paulo","-46.316667","-23.783333","Santo André",NA,NA,NA,NA,"1985","03","21","-46.316667","-23.783333","750","900",NA,NA
"57","2019-11-21 10:03:37-03","IBt","SP","202412","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Sugiyama, M; Kirizawa, M",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba",NA,NA,"Arbusto 1,5m., frutos verdes, picada vinte e oito",NA,NA,NA,"Cham. & Schltdl.","1985","01",NA,"Kirizawa, M","584","12","São Paulo","-46.316667","-23.783333","Santo André",NA,NA,NA,NA,"1985","09","07","-46.316667","-23.783333","750","900",NA,NA
"58","2020-07-02 08:40:07-03","IBt","SP","279679","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Rossi, L",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Cham. & Schltdl.","1994","09",NA,NA,"1671","06","São Paulo","-45.8400001525879","-23.5300006866455","Salesópolis","18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:03:37-03","IBt","SP","15965","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Edwall, G",NA,"Brasil","Campo Grande, Alto da Serra, capão.",NA,NA,"Frutex, fl. roseo-purpurea.","SP031020",NA,NA,"Cham. & Schltdl.","1892","11",NA,"Kinoshita Gouvêa, LS","CGG1980","17","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:03:37-03","IBt","SP","178732","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Rosa, NA; Murça Pires, J",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba",NA,NA,"Arbusto de 3m alt., flor branca com manchas vermelhas",NA,NA,NA,"Cham. & Schltdl.","1980","11",NA,"Kirizawa, M","3969","27","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"1986","06","19",NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:03:37-03","IBt","SP","199279","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Kirizawa, M; Guerra, TP",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba",NA,NA,"Campo, beira da picada trinta, arbusto +-2,0m alt., folhas avermelhadas com corola rósea",NA,NA,NA,"Cham. & Schltdl.","1984","11",NA,"Kirizawa, M","1339","20","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"1984","11","29",NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:03:37-03","IBt","SP","204706","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Guerra, TP; Kirizawa, M",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba",NA,NA,"Flores cor de rosa, fruto verde",NA,NA,NA,"Cham. & Schltdl.","1984","11",NA,"Kirizawa, M","87","20","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"1986","06","18",NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:03:37-03","IBt","SP","214968","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Kirizawa, M; Sugiyama, M",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba",NA,NA,"Picada cinco em direção a dois, mata de encosta, árvore ca. 2,5m alt., frutos verdes",NA,NA,NA,"Cham. & Schltdl.","1987","01",NA,"Kirizawa, M","1808","08","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"1987","04","08",NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:03:37-03","IBt","SP","1115A","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Hoehne, FC",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",NA,NA,NA,NA,NA,NA,"Cham. & Schltdl.","1917","12",NA,NA,"s.n.","19","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:03:37-03","IBt","SP","840","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Hoehne, FC",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",NA,NA,"Flores róseas",NA,NA,NA,"Cham. & Schltdl.","1917","11",NA,"Kirizawa, M","s.n.","03","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"1986","06","19",NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:03:37-03","IBt","SP","75689","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Handro, O",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",NA,NA,"Arbusto, flores levemente róseas",NA,NA,NA,"Cham. & Schltdl.","1937","09",NA,"Kirizawa, M","s.n.","25","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"1986","06","18",NA,NA,NA,NA,NA,NA
"67","2021-02-12 15:38:53-03","IBt","SP","6953","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Brade, AC",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",NA,NA,NA,NA,NA,NA,"Cham. & Schltdl.","1913","11",NA,NA,"6958",NA,"São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:03:37-03","IBt","SP","102941","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Mattos, JR; Mattos, NF",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba, Estação Campo Grande via férrea São Paulo",NA,NA,"Numa capoeira, arbusto com ca. 1,5m alt. flores rosadas",NA,NA,NA,"Cham. & Schltdl.","1967","10",NA,"Kirizawa, M","15092","18","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"1986","06","19",NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:03:37-03","IBt","SP","194616","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Guedes, CRF; et al.",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba, junto à ribanceira",NA,NA,"Arbusto",NA,NA,NA,"Cham. & Schltdl.","1982","09",NA,"Kirizawa, M","33","30","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"1986","06","19",NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:03:37-03","IBt","SP","102969","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Mattos, JR; Mattos, NF",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",NA,NA,"No bordo da mata, arbusto pequeno",NA,NA,NA,"Cham. & Schltdl.","1966","12",NA,"Kirizawa, M","14387","27","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"1986","06","19",NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:03:37-03","IBt","SP","102968","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Mattos, JR",NA,"Brasil","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",NA,NA,"Na mata arbusto, frutos imaturos",NA,NA,NA,"Cham. & Schltdl.","1966","12",NA,"Kirizawa, M","s.n.","27","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"1986","06","19",NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:03:37-03","IBt","SP","15964","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Edwall, G",NA,"Brasil","Est. Campo Grande, Railway, campo.",NA,NA,"Arbusto pequeno, flor cor de rosa claro.","SP031021",NA,NA,"Cham. & Schltdl.","1892","10",NA,"Kinoshita Gouvêa, LS","CGG1907","29","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-07-16 10:05:36-03","IBt","SP","290758","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Simão Bianchini, R",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Cham. & Schltdl.","1996","01",NA,NA,"890","18","São Paulo","-46.6300010681152","-23.5400009155273","São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-08 08:53:10-03","IBt","SP","333337","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Rossi, L",NA,"Brasil","Parque Estadual da Serra do Mar, Núcleo Curucutu",NA,NA,NA,NA,NA,NA,"Cham. & Schltdl.","1998","12",NA,NA,"2036","02","São Paulo","-46.6300010681152","-23.5400009155273","São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2014-09-23 10:57:16-03","G","G","G00191758","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron","ISOTYPUS of Gaylussacia rhododendron Cham. & Schltdl.","Sellow, F.","AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=164918&base=img&lang=en","G00191758",NA,NA,"Cham. & Schltdl.",NA,NA,"G00191758","Sleumer, H. O.",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,"1965","01","01","-53.08972222","-10.77305556",NA,NA,NA,NA
