"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","verbatimLongitude","verbatimLatitude","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","individualCount","fieldNumber","relatedCatalogItem"
"11","2021-03-30 12:48:05-03","EAO","IAN","199660","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Mikosz, TR; Cordeiro, MR","64","2019","10","17","Southern America","Brasil",NA,NA,"Erva prostada com folhas opostas, presença de estipulas, inflorescência terminal branca.","IAN199660","Dicotiledônea",NA,"(Schumach. & Thonn.) Vatke","Delprete, PG","Pará","Ananindeua","Coleta em Águas Lindas na área do lixão do Aurá. Solo humoso.","-48.372200012207","-1.36556005477905",NA,NA,NA,NA,"2019","16174","auto",NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:23:51-03","UFBA","ALCB","021778","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Pinto, GCP","06/87","1987","03","19","Southern America","Brasil",NA,NA,"Terófita? ruderal? Às vezes terrestre, às vezes epífita; especialmente em palmeiras com bainhas de folhas aderentes; flores lilás-claras.",NA,"Dicotyledon",NA,"(Schumach. & Thonn.) Vatke","Taylor, CM","Bahia","Salvador",NA,"-38.5","-12.966667",NA,"-38.5","-12.966667",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 21:33:02-03","UFBA","ALCB","08698","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Pinto, GCP","s/n","1981","12","01","Southern America","Brasil",NA,NA,"Lenhosa.",NA,"Dicotyledon",NA,"(Schumach. & Thonn.) Vatke","Taylor, CM","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-14 14:10:58-03","UFBA","ALCB","136491","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Guedes, ML; Alunos da Disciplina BIOC05 Noturno","31785","2019","11","02","Southern America","Brasil",NA,NA,"Folhas sésseis a subsésseis, glabras. Inflorescência racemosa, axilar ou terminal. 1 por nó. Flores pentâmeras, vilosas. Frutos cápsulas.&nf;; em Lugares encharcados.","ALCB065999","Dicotyledon",NA,"(K.Schum. & Thonn.) Vatke","Guedes, ML","Bahia","Camaçari","Entre o bairro Robalo e a aldeia Hippie.","-38.583333","-13.559167",NA,"-38.583333","-13.559167",NA,"2019",NA,NA,"11",NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:23:51-03","UFBA","ALCB","99488","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Guedes, ML; Alunos de Botânica III","18138","2011","06","05","Southern America","Brasil",NA,NA,"Folhas discolores. Frutos imaturos.; Dunas.",NA,"Dicotyledon",NA,"(K.Schum. & Thonn.) Vatke","Guedes, ML; Ribeiro, SP","Bahia","Camaçari","Guarajuba, cond. Recanto do Sol","-38.107778","-14.689444",NA,"-38.107778","-14.689444",NA,"2011",NA,NA,"06",NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:18:34-03","ESALQ","ESA","131723","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36928.0","2013","03","19",NA,"Brasil",NA,NA,NA,"ESA131723","Magnoliophyta",NA,"(Schumach. & Thonn.) Vatke","Souza, V.C.","Rio de Janeiro","Duque de Caxias","Fragmento 65 (TAV). Manguezal degradado.","-22.7659","-43.272",NA,"-22.7659","-43.272",NA,"2013",NA,NA,NA,"8","8",NA,NA,NA,NA
"17","2020-11-19 10:25:14-03","CPAP","CPAP","12160","PreserverdSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Pott, V. J.","2294","1994","05","18",NA,"Brasil",NA,NA,"Erva prostrada estolonífera ascendente, semi-crassa. FLOR: alva. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Borda úmida de lagoa. SUBSTRATO: solo arenoso fértil. RELEVO: plano deprimido.",NA,NA,NA,"(Schumach. & Thonn.) Vatke","E. L. Cabral","MS","Corumbá","Fazenda Firme, Sub-região da Nhecolândia, Pantanal - ao lado da estrada MS-228","-57.016667","-19.266667",NA,"57°01' W","19°16' S",NA,"1996",NA,NA,"07","90","90","15",NA,NA,NA
"18","2020-11-19 10:25:14-03","CPAP","CPAP","17043","PreserverdSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Pott, V. J.","3410","1998","04","22",NA,"Brasil",NA,NA,"Erva decumbente. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Casa de vegetação, a sombra. SUBSTRATO: solo diverso. RELEVO: plano.",NA,NA,NA,"(Schumach. & Thonn.) Vatke",NA,"MS","Corumbá","Casa de Vegetação da Embrapa/CPAP","-57.65","-19.016667",NA,"57°39' W","19°01' S",NA,NA,NA,NA,NA,"140","140",NA,NA,NA,NA
"19","2019-07-26 11:41:11-03","IPA","IPA","44811","S","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Ataíde, M.","44811","1973","02","01","Southern America","Brasil",NA,NA,NA,"IPA0044811","Plantae",NA,"(Schumach. & Thonn.) Vatke","Taylor, C.M.","Alagoas","Maceió","Praia de Pajussara","-35.7352981567383","-9.6658296585083",NA,NA,NA,NA,"2012","34538","auto","07",NA,NA,"25",NA,NA,NA
"20","2019-02-15 11:49:43-02","IPA","IPA","80755","S","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Leite, M.S.","59","2006","05","01","Southern America","Brasil",NA,NA,"Macrófila Aquática Emergente em área pantanosa dominada por Gramíneas aquáticas. Poucos indivíduos. Flores apresentando a base da corola amarelo claro e o ápice azulado, sem odor. Associada a Ipomoeae sp. (Convolvulaceae) e Hydrocotyl","IPA0080755","Plantae",NA,"(Schumach. & Thonn.) Vatke","Leite, M.S.","Pernambuco","Jaboatão dos Guararapes","Canal de Setúbal, Restinga da Praia de Piedade, bruscamente alterada pela expansão imobiliária.","-35.0147018432617","-8.11277961730957",NA,NA,NA,NA,"2007","16392","auto","03",NA,NA,"09",NA,NA,NA
"21","2019-07-26 11:41:11-03","IPA","IPA","67117","S","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Gallindo, F.","67117","2004","08","27","Southern America","Brasil",NA,NA,"Erva semi-prostrada, 25cm de altura. Flores alvo-lilacina; frutos imaturos de coloração verde.","IPA0067117","Plantae",NA,"(Schumach. & Thonn.) Vatke","Taylor, C.M.","Pernambuco","Recife","Sede do IPA, Av. Gal. San Martin; telado de propagação de plantas.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"2012","18865","auto","07",NA,NA,"25",NA,NA,NA
"22","2021-04-07 11:48:19-03","UFMS","CGMS","54599","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","G. Catian","126","2014","12","15",NA,"Brasil",NA,NA,"Flor lilás. Fruto ausente. Habitat: Campo seco. Solo arenoso. Habito: Terrestre.","CGMS1084564",NA,NA,"(Schumach. & Thonn.) Vatke","G. Catian","Mato Grosso do Sul","Corumbá","Fazenda São João - Estrada Parque Sub-região Abobral.","-57.0427777","-19.3983333",NA,"-57,0427777","-19,3983333",NA,"2014",NA,NA,"12","89","89","15",NA,NA,NA
"23","2021-04-07 11:48:19-03","UFMS","CGMS","74982","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","W.T.Z. Sousa","82","2014","01","06",NA,"Brasil",NA,NA,NA,"CGMS1107848",NA,NA,"(Schumach. & Thonn.) Vatke","V.J. Pott","Sergipe","Estância","Lagoa Azul: lagoa costeira de água doce às margens da rodovia SE-100 (ou Rodovia Airton Sena, que liga as praias do litoral sul de Sergipe), mais especificamente antes da praia do Abaís, e antes da Lagoa Grande (ou Lagoa dos Tambaquis).","-37.2958333","-11.3013889",NA,"-37,2958333","-11,3013889",NA,"2014",NA,NA,NA,"6","6",NA,NA,NA,NA
"24","2021-04-07 11:48:19-03","UFMS","CGMS","37497","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","G. Catian","24","2013","03","23",NA,"Brasil",NA,NA,"Habitat: Pantanal. Lagoa temporária. Solo arenoso. Habito: Erva anfíbia.","CGMS1066912",NA,NA,"(Schumach. & Thonn.) Vatke","V.J. Pott","Mato Grosso do Sul","Miranda","Miranda-Abobral, Fazenda Boa Sorte.","-57.0333333","-19.3761111",NA,"-57,0333333","-19,3761111",NA,"2013",NA,NA,"03","93","93","27",NA,NA,NA
"25","2019-11-27 13:52:35-03","UFS","ASE","19620","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Nascimento - Júnior, JE; Carregosa, T; Amarante, G","771","2011","03","28","Southern America","Brasil",NA,NA,"Pétalas lilás.; Pétalas lilás.","ASE0025922","Magnoliophyta",NA,"(Schumach & Thonn.) Vatke","Santos, WTCC","Sergipe","Santo Amaro das Brotas","Terreno da Jazida Lev Terra","-37.054167","-10.789167","ASE0025922","-37.054167","-10.789167",NA,"2014",NA,NA,"04",NA,NA,"24",NA,NA,NA
"26","2019-11-27 13:52:35-03","UFS","ASE","2237","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Silva, GN","57","1982","03","13","Southern America","Brasil",NA,NA,"Restinga.","ASE0026814","Magnoliophyta",NA,"(Schumach & Thonn.) Vatke","Santos, WTCC","Sergipe","São Cristóvão",NA,"-37.206389","-11.014722","ASE0026814","-37.206389","-11.014722",NA,"2014",NA,NA,"04","47","47","24",NA,NA,NA
"27","2019-11-27 13:52:35-03","UFS","ASE","30108","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Farias, MCV; Prata, AP; Pereira, OJ","501","2012","04","23","Southern America","Brasil",NA,NA,"Restinga.","ASE0001667","Magnoliophyta",NA,"(Schumach & Thonn.) Vatke","Souza, EB","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167","ASE0001667","-37.054167","-10.789167",NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-27 13:52:35-03","UFS","ASE","33564","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Santos, MH; Lino, JB","90","2014","09","03","Southern America","Brasil",NA,NA,"Flor lilás, emersa.","ASE0006041","Magnoliophyta",NA,"(Schumach & Thonn.) Vatke","Santos, MH","Sergipe","Amparo de São Francisco","Lagoa dos Campinhos","-36.929444","-10.134167",NA,"-36.929444","-10.134167",NA,NA,NA,NA,NA,"12","12",NA,NA,NA,NA
"29","2019-11-27 13:52:35-03","UFS","ASE","39110","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Santana Júnior, JA","491","2017","09","06","Southern America","Brasil",NA,NA,"Herbáceae, portando 30m de altura. Apresenta inflorescência branca.; Ambiente antropizado.","ASE0040585","Magnoliophyta",NA,"(Schumach & Thonn.) Vatke",NA,"Sergipe","São Cristóvão","Matinha da UFS, Próximo ao departamento de matemática.","-37.103142","-10.921189",NA,"-37.103142","-10.921189",NA,"2017",NA,NA,"08",NA,NA,"10",NA,NA,NA
"30","2019-11-27 13:52:35-03","UFS","ASE","38512","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Lopes, MT; Fabricante, JR","19","2016","10","13","Southern America","Brasil",NA,NA,"Anfíbia. Inflorescência em umbela com flores lilás pequenas em cálice e botões florais verdes. Frutos imaturos de cor verde. Folhas opostas suculentas de cor verde claro. Caule verde claro.; Mata Atlântica.","ASE0039907","Magnoliophyta",NA,"(Schumach & Thonn.) Vatke","Lopes, MT","Sergipe","Areia Branca","Riacho Areia Branca., Ambiente lótico pedregoso com presença de serrapilheira as margens - 2 m de largura e 0,01 m de profundidade.","-37.1926","-10.4436",NA,"-37.1926","-10.4436",NA,"2016",NA,NA,"10",NA,NA,"21",NA,NA,NA
"31","2019-11-27 13:52:35-03","UFS","ASE","4660","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Viana, G","1710","1987","05","19","Southern America","Brasil",NA,NA,"Restinga.","ASE0026854","Magnoliophyta",NA,"(Schumach & Thonn.) Vatke","Santos, WTCC","Sergipe","São Cristóvão",NA,"-37.206389","-11.014722","ASE0026854","-37.206389","-11.014722",NA,"2014",NA,NA,"04","47","47","24",NA,NA,NA
"32","2019-11-27 13:52:35-03","UFS","ASE","37097","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Santos, E; Farias, MCV; Figueiredo, MAM","120","2016","04","19","Southern America","Brasil",NA,NA,"Erva rasteira. Flores lilases. Frutos imaturos verdes.; Restinga","ASE0038056","Magnoliophyta",NA,"(Schumach & Thonn.) Vatke","Barros, LCA","Sergipe","Pacatuba","Povoado Poção","-36.3621","-10.2808","ASE0038056","-36.3621","-10.2808",NA,"2016",NA,NA,"05",NA,NA,"19",NA,NA,NA
"33","2019-11-27 13:52:35-03","UFS","ASE","41749","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Almeida, TS; Fabricante, JR","7","2018","08","29","Southern America","Brasil",NA,NA,"Anfíbia - 15 cm de altura. Flores do tipo rosacea cor lilás com presença de botão floral. Folhas opostas face abaxial de cor verde claro e adaxial verde com forma lanceolada. Caule cilindrica cor vinho e textura lisa.&nf;; Caatinga","ASE0043263","Magnoliophyta",NA,"(Schumach & Thonn.) Vatke","Almeida, TS","Sergipe","Campo do Brito","Barragem do Campo do Brito, Margem da Barragem do Brito","-37.272452","-10.471874",NA,"-37.272452","-10.471874",NA,"2018",NA,NA,"09","114","114","01",NA,NA,NA
"34","2020-02-07 16:07:56-03","UFS","ASE","42273","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Almeida, TS; Fabricante, JR","40","2019","02","15","Southern America","Brasil",NA,NA,"Anfíbia - aprox 8 cm de altura. Flor solitária de cor alva com pouca pigmentação lilás. Folhas opostas com face abaxial e adaxial verde claro e forma eliptica. Caule haste cilindrica verde claro e textura lisa; Ecótono entre Caatinga","ASE0043762","Magnoliophyta",NA,"(Schumach & Thonn.) Vatke","Almeida, TS","Sergipe","Itabaiana","Açude da Marcela, Margem do Açude da Marcela","-37.243747","-10.407302",NA,"-37.243747","-10.407302",NA,"2019",NA,NA,"08","162","162","27",NA,NA,NA
"35","2019-11-27 13:52:35-03","UFS","ASE","4681","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Viana, G","1731","1987","05","21","Southern America","Brasil",NA,NA,"Restinga.","ASE0023103","Magnoliophyta",NA,"(Schumach & Thonn.) Vatke","Freire, GS","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana","-37.2081","-10.4583","ASE0023103","-37.2081","-10.4583",NA,"2014",NA,NA,"11",NA,NA,"27",NA,NA,NA
"36","2021-03-01 16:39:47-03","UNICAMP","UEC","202898","S","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Scatigna, AV; Machado, RM","1095","2016","02","28",NA,"Brazil",NA,NA,"Erva prostrada com ramos ascendentes. Corola branco-azulada. Frutos verdes.","UEC190903","Magnoliopsida",NA,"Vatke",NA,"Bahia","Caravelas","Estrada para Praia de Iemanjá. Campo úmido em área de restinga.","-39.164722","-17.681389","UEC190903","-39.164722","-17.681389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-04-22 16:24:18-03","UFPB","JPB","49108","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Gadelha Neto, PC","3088","2011","10","10","Southern America","Brasil",NA,NA,"; HABITAT: Floresta Estacional Semidecidual das Terras Baixas; DESC: Erva com cerca de 15cm. Flores brancas. Vegetando em local úmido.","JPB0049108","Angiosperma","Dicotyledon","(Schumach. & Thonn.) Vatke","Taylor, CM","Paraíba","João Pessoa","Jardim Botânico, Substrato areno-argiloso.","-34.866667","-8",NA,"-34.866667","-8",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-04-22 16:24:18-03","UFPB","JPB","50042","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Gadelha Neto, PC","3176","2012","02","15","Southern America","Brasil",NA,NA,"; HABITAT: Floresta Estacional Semidecidual das Terras Baixas; DESC: Erva de ramos verdes, glabros. Folhas simples, opostas, cartáceas. Flores brancas dispostas em monocásios escorpioides, axilares. Fruto cápsula septicida denticulada","JPB0050042","Angiosperma","Dicotyledon","(Schumach. & Thonn.) Vatke","Taylor, CM","Paraíba","João Pessoa","Jardim Botânico, Área de uso público. Substrato areno-argiloso.","-34.866667","-7.1",NA,"-34.866667","-7.1",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:06:07-03","FURB","FURB","54802","PreservedSpecimen","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Viana, G.","1710","1987","05","19",NA,"Brasil",NA,NA,NA,"FURB54802",NA,NA,"(Schumach. & Thonn.) Vatke","Santos, V.V.T.C.C.","Sergipe","São Cristóvão",NA,"-37.2064018249512","-11.0146999359131","FURB54802",NA,NA,NA,NA,"23587","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-04-27 16:11:26-03","UFES","VIES","28488","S","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Wandekoken, D.T.; Carneiro, M.A.M.; Pinheiro, W.M.","303","2018","07","25",NA,"Brasil",NA,NA,NA,"VIES028488",NA,NA,"(Schumach. & Thonn.) Vatke","F. Torres-Leite","Espírito Santo","Marataizes","Ilha Branca ou Ilha dos Ovos.","-40.785833","-20.001667","VIES028488","40º47'9''W","20º0'6''S",NA,"2019",NA,NA,"05",NA,NA,"16",NA,NA,NA
"41","2020-12-22 16:06:12-03","UFES","VIES","47856","S","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","324","2018","10","24",NA,"Brasil",NA,NA,NA,"VIES047856",NA,NA,"(Schumach. & Thonn.) Vatke",NA,"Espírito Santo","Colatina","Itapina - Ponto 0 MN.","-40.8125","-19.5275",NA,"40º48'45''W","19º31'39''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-22 16:06:12-03","UFES","VIES","48056","S","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.; Sossai, B.G.","174","2018","10","24",NA,"Brasil",NA,NA,NA,"VIES048056",NA,NA,"(Schumach. & Thonn.) Vatke",NA,"Espírito Santo","Linhares","Porto de Linhares, ponto 21.","-40.073889","-19.410833",NA,"40º4'26''W","19º24'39''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-22 16:06:12-03","UFES","VIES","48228","S","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.; Sossai, B.G.","394","2019","04","08",NA,"Brasil",NA,NA,NA,"VIES048228",NA,NA,"(Schumach. & Thonn.) Vatke",NA,"Espírito Santo","Linhares","Povoação, ponto 22.","-39.857222","-19.556389",NA,"39º51'26''W","19º33'23''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-26 13:10:39-03","UTFPR","HCF","29805","S","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","F. Marinero","1073","2018","11","22",NA,"Brasil",NA,NA,"herbácea 30 cm. Flores alvas. Frutos verdes. Várzea.",NA,NA,NA,"(Schumach. & Thonn.) Vatke","F. Marinero","MG","Caratinga","Rio Doce","-42.488056","-19.496389",NA,"42°29'17 W","19°29'47 S",NA,"2019",NA,NA,"04","245","245","01",NA,NA,NA
"45","2020-06-29 09:31:59-03","UFRRJ","RBR","26652","S","Plantae","Rubiaceae","Pentodon","pentandrus","Pentodon pentandrus","H. Monteiro","2692","1949","09","18",NA,"Brasil",NA,NA,NA,"RBR00026652",NA,NA,"(Schumach. & Thonn.) Vatke","P. Germano-Filho","Rio de Janeiro","Seropédica","Fazenda Moura Costa na Universidade Rural.","-43.7075004577637","-22.7439002990723",NA,NA,NA,NA,"2007","13730","auto","10",NA,NA,"18",NA,NA,NA
