"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","coordinatePrecision","imagecode","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","minimumElevationInMeters","maximumElevationInMeters"
"20","2021-03-01 16:25:19-03","UNICAMP","UEC","2899","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Spreng.) D.Don","Esteves, R","Duarte, AP","5891","1961","07","18",NA,"Brazil","Rio de Janeiro",NA,"Restinga de Jacarepaguá",NA,NA,NA,"Árvore de 6,7 metros, em formação de encosta de exposição ocidental","UEC191186",NA,NA,NA,NA,"2012","06",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:25:19-03","UNICAMP","UEC","114202","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Spreng.) D.Don",NA,"Mello Barreto, HL","11206","1941","09","27",NA,"Brazil","Minas Gerais","Betim","Ibirete. Fazenda do Rosário - Sociedade Pestalozzi.","-44.198299407959","-19.9678001403809",NA,"Árvore 6m, flor alva.; Restos de capoeira.","UEC130589","15199","UEC130589","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:25:19-03","UNICAMP","UEC","27831","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Spreng.) D.Don","Esteves, R","Kawasaki, ML; Pirani, JR; Cordeiro, I; Furlan, A","7584","1981","10","07",NA,"Brazil","Minas Gerais","Santana do Riacho","Atalho para Morro do Calcáreo","-43.7144012451172","-19.1688995361328",NA,"árvore 4-5m. Flores creme","UEC191185","26557",NA,"auto",NA,"2012","06",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:25:19-03","UNICAMP","UEC","120941","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Spreng.) D.Don","Leitão Filho, HF","Romaniuc; Kirizawa, M","189","1984","08","21",NA,"Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Rio Canjoca","-47.9199981689453","-25.0100002288818",NA,"Árvore com 8 metros de altura. Pétalas brancas, beira do rio. Solo úmido","UEC162887","37574","UEC162887","auto",NA,"1990","09","25",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:25:19-03","UNICAMP","UEC","186823","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Spreng.) D.Don","Monge, M","Colletta, GD; et al.","1291","2013","08","29",NA,"Brazil","São Paulo","Ilhabela","Ilhabela, Norte da Ilha, perto da Armação.","-45.3499984741211","-23.7700004577637",NA,"Árvore, 9m, troco fissurado, casca interna preta.","UEC116554","23719","UEC116554","auto",NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:25:19-03","UNICAMP","UEC","67258","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Spreng.) D.Don","Esteves, R","Leitão Filho, HF","504A","1968","08","28",NA,"Brazil","São Paulo","Itapira","Estado de São Paulo-Itapira.","-46.8199996948242","-22.4300003051758",NA,"Árvore de pequeno porte;flores branca ligeiramente cremosas.Floresce em agosto-setembro.; Nativa a beira da estrada para Lindoia.","UEC182961","19933","UEC182961","auto",NA,"2012","06",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:25:19-03","UNICAMP","UEC","177741","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Spreng.) D.Don","Monge, M","Leitão Filho, HF","504","1968","08","28",NA,"Brazil","São Paulo","Itapira","Nativa a beira da estrada para Lindóia","-46.8199996948242","-22.4300003051758",NA,"árvore de pequeno porte, flores branco ligeiramente cremosas. Floresce em agosto-setembro.","UEC130588","19933","UEC130588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-05 16:46:02-03","UFOP","OUPR","16185","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don","Damazio, L.B.","s.col.","s.n.",NA,NA,NA,NA,"Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-18 10:55:50-03","UFRRJ","RBR","17444","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"S. Carvalho","38",NA,NA,NA,NA,"Brasil","Espírito Santo","Espírito Santo","Linhares, Reserva Florestal da CVRD.",NA,NA,NA,NA,"RBR00017444",NA,"RBR00017444 RBR00017444_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 09:29:35-03","UFRRJ","RBR","33306","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don","T.A. Amorim","H.F. Baylão-Junior",NA,"2005","10","28",NA,"Brasil","Rio de Janeiro","Piraí","Distrito de Cacaria, Sitio Monumento, no morro, pasto apícola.","-43.8981018066406","-22.6291999816895",NA,NA,"RBR00033306","20293","RBR00033306","auto",NA,"2005","10","28",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:17:23-03","MBM","MBM","252009","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Spreng.) D. Don","Mello Barreto","Mello Barreto","11199","1941","09","13","Southern America","Brazil","Minas Gerais","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,"Árvore, 6 m; flor alva. Pouco frequente.; Restos de capoeira.","MBM252009","19939","MBM252009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:17:23-03","MBM","MBM","252009","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Spreng.) D. Don","Barreto, M.","Barreto, M.; et al.; et al.","11199","1941","09","13","Southern America","Brazil","Minas Gerais","Santa Luzia","Borges","-43.8513984680176","-19.7696990966797",NA,NA,"MBM252009","19939","MBM252009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:17:25-03","MBM","MBM","363461","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Spreng.) D. Don","Esteves, R.L.","Farney, C.; Pereira, T.S.; Kurtz, B.C.; Pereira, T.S.; Kurtz, B.C.","3580","1997","08","26","Southern America","Brazil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba","-42.1027984619141","-22.8391990661621",NA,"Arbusto, 3 m, folhas discolores verdes; pápus branco; frequente na área.; Floresta Estacional Semidecidua.","MBM363461","20879",NA,"auto",NA,"2004","06",NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 06:13:18-03","MNHN","RECOLNAT_MNHN_P","P02419511","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Sello",NA,NA,NA,NA,NA,"Brasil",NA,NA,". Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419511' target='other'> <mi>dwc_moreinfo</mi></a>","P02419511",NA,"P02419511_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-04 06:12:55-03","MNHN","RECOLNAT_MNHN_P","P02419437","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don","Roque","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","Rio de Janeiro",NA,"Brésil, province. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. . 1454 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419437' target='other'> <mi>dwc_moreinfo</mi></a>","P02419437",NA,"P02419437_01",NA,NA,NA,NA,NA,NA,NA,"A1 434",NA,NA,NA,NA
"35","2015-09-04 06:13:17-03","MNHN","RECOLNAT_MNHN_P","P02419491","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,"hb",". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419491' target='other'> <mi>dwc_moreinfo</mi></a>","P02419491",NA,"P02419491_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-04 06:13:17-03","MNHN","RECOLNAT_MNHN_P","P02419492","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419492' target='other'> <mi>dwc_moreinfo</mi></a>","P02419492",NA,"P02419492_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-09-04 06:13:17-03","MNHN","RECOLNAT_MNHN_P","P02419493","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Loefgren",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419493' target='other'> <mi>dwc_moreinfo</mi></a>","P02419493",NA,"P02419493_01",NA,NA,NA,NA,NA,NA,NA,"1358",NA,NA,NA,NA
"38","2015-09-04 06:13:17-03","MNHN","RECOLNAT_MNHN_P","P02419494","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Glaziou, A.",NA,"1895","10","7",NA,"Brasil","Minas Gerais",NA,"Brésil: Ponte du Rio Abaete. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419494' target='other'> <mi>dwc_moreinfo</mi></a>","P02419494",NA,"P02419494_01",NA,NA,NA,NA,NA,NA,NA,"21676",NA,NA,NA,NA
"39","2015-09-04 06:13:17-03","MNHN","RECOLNAT_MNHN_P","P02419495","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Glaziou, A.",NA,"1895","10","7",NA,"Brasil","Minas Gerais",NA,"Ponte do Rio Abaeté. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419495' target='other'> <mi>dwc_moreinfo</mi></a>","P02419495",NA,"P02419495_01",NA,NA,NA,NA,NA,NA,NA,"21676",NA,NA,NA,NA
"40","2015-09-04 06:13:17-03","MNHN","RECOLNAT_MNHN_P","P02419496","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Brésil, Lagoa Santa. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419496' target='other'> <mi>dwc_moreinfo</mi></a>","P02419496",NA,"P02419496_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-04 06:13:17-03","MNHN","RECOLNAT_MNHN_P","P02419497","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"S.N.",NA,"1832","8","1",NA,"Brasil","Rio de Janeiro",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . 338 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419497' target='other'> <mi>dwc_moreinfo</mi></a>","P02419497",NA,"P02419497_01",NA,NA,NA,NA,NA,NA,NA,"771",NA,NA,NA,NA
"42","2015-09-04 06:13:17-03","MNHN","RECOLNAT_MNHN_P","P02419498","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Glaziou, A.",NA,"1883","8","1",NA,"Brasil",NA,NA,"Brésil. Capão. Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419498' target='other'> <mi>dwc_moreinfo</mi></a>","P02419498",NA,"P02419498_01",NA,NA,NA,NA,NA,NA,NA,"14949",NA,NA,NA,NA
"43","2015-09-04 06:13:17-03","MNHN","RECOLNAT_MNHN_P","P02419499","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Glaziou, A.",NA,"1883","1","1",NA,"Brasil","Minas Gerais",NA,". Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb","Plantes des environs de Rio de Janeiro et d' Ouro Preto. . Reçu le 6 aout 1885 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419499' target='other'> <mi>dwc_moreinfo</mi></a>","P02419499",NA,"P02419499_01",NA,NA,NA,NA,NA,NA,NA,"14949",NA,NA,NA,NA
"44","2020-12-11 11:33:33-03","UFMG","BHCB","55994","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stifftia","racemosa","Stifftia racemosa","H.Rob.",NA,"Barreto, HLM","11199","1941","09","13","Southern America","Brasil","Minas Gerais","Santa Luzia","Borges.","-43.8513984680176","-19.7696990966797",NA,"Restos de capoeira. Pouco frequente. Arbóreo, 6m. Flor alva.",NA,"19939",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:33:33-03","UFMG","BHCB","89894","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stifftia","racemosa","Stifftia racemosa","H.Rob.",NA,"Echternacht, LA; Dornas, T","109","2003","11","02","Southern America","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,"Plantas do Brasil. Mata. Arbóreo, ca. 7m. Flores brancas.",NA,"18828",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:33:33-03","UFMG","BHCB","55993","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stifftia","racemosa","Stifftia racemosa","H.Rob.",NA,"Barreto, HLM","11206","1941","09","27","Southern America","Brasil","Minas Gerais","Ibirité","Fazenda do Rosário. Sociedade Pestalozzi.","-44.0588989257812","-20.021900177002",NA,"Restos de capoeira. Pouco frequente. Arbóreo, 6m. Flor alva.",NA,"7189",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-05-23 11:07:57-03","UFLA","ESAL","177","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don","Mello Barreto","Mello Barreto","11.206",NA,NA,NA,NA,"Brasil","Minas Gerais","Betim","Fazenda Ibirité, Sociedade Pestallozi","-44.198299407959","-19.9678001403809",NA,"árvore; 6.0; alva;",NA,"15199",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 12:04:41-03","UFLA","ESAL","31666","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don","Domingos, DQ","Domingos, DQ","s.n.","2006","05","12",NA,"Brasil","Minas Gerais","Coqueiral",NA,"-45.440601348877","-21.1893997192383",NA,"Floresta semidecídua",NA,"16658",NA,"auto",NA,"2009","01","07",NA,NA,NA,NA,NA,NA,NA
