"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","dayIdentified","individualCount","sex"
"16","2021-03-01 16:22:58-03","UNICAMP","UEC","156885","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip.) E.E.Schill. & Panero","Alves, M","Bombo, AB; Martins, A","59","2010","05","22",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, Cruzeiro.","-47.734306","-14.122444",NA,NA,NA,"Arbusto, 1-1,5m de altura. Folhas filiformes. Capítulos amarelos.","UEC008832","UEC008832",NA,NA,NA,"2014","10","-47.734306","-14.122444",NA,NA,NA,NA,NA
"17","2021-03-01 16:22:58-03","UNICAMP","UEC","2628","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip.) E.E.Schill. & Panero","Alves, M","Semir, J","s.n.","1976","03","18",NA,"Brazil","Goiás",NA,"Chapada dos Veadeiros. Ca. de 10 km depois de Alto Paraíso.",NA,NA,NA,NA,NA,"Arbusto, 1,5m de altura. Capítulos amarelos.; Campo rupestre.","UEC101293","UEC101293",NA,NA,NA,"2014","10",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:22:58-03","UNICAMP","UEC","2629","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip.) E.E.Schill. & Panero","Alves, M","Irwin, HS; Harley, RM; Smith, GL","32791","1971","03","20",NA,"Brazil","Goiás",NA,"Chapada dos Veadeiros. Ca. 19 km N. of Alto do Paraíso.",NA,NA,NA,NA,NA,"Slender herb ca. 1,75 tall. Ligules yellow-brown.; Campo.Cerrado on steep slopes, surrounded by campo.","UEC156791","UEC156791",NA,NA,NA,"2014","10",NA,NA,NA,NA,NA,NA,NA
"19","2020-10-14 09:59:32-03","FURB","FURB","42798","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch.Bip. ex Baker","Bringel Jr.; J.B.","Bringel, J.B.; Hattori, E.K.O. & Batista, J.A.","601","2010","02","05",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Estrada Alto Paraíso - GO, ca. de 16 Km de São Jorge, próximo à cerca do Parque Ecológico da Chapada dos Veadeiros.","-47.6972222","-14.1175","1214","1214",NA,"em relevo plano, com substrato rochoso Habitat: campo sujo Habito: flor amarela","FURB04493","FURB04493",NA,NA,NA,"2010","02","-47.6972222","-14.1175000",NA,NA,NA,NA,NA
"20","2014-10-14 15:56:26-03","BS","M","M-0111284","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch.Bip. ex Baker",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in altioribus ad Caiteté; Provinciae Bahiensis.",NA,NA,NA,NA,NA,NA,"M0111284",NA,"SYNTYPE",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"21","2014-10-14 15:56:26-03","BS","M","M-0111285","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch.Bip. ex Baker",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in altis campis Serro Frio; Provinciae M. G.",NA,NA,NA,NA,NA,NA,"M0111285",NA,"SYNTYPE",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"22","2020-12-21 16:14:01-03","MBM","MBM","248128","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip. ex Baker) E.E.Schill. & Panero","Magenta, M.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","70682","2000","05","08","Southern America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Ereta, 70 cm, capítulo amarelo.; Campo rupestre, solo arenoso.","MBM248128","MBM248128",NA,"44724","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:14:01-03","MBM","MBM","60453","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip. ex Baker) E.E.Schill. & Panero","Bringel, J.B.","Irwin, H.S.; Harley, R.M.; Smith, G.L.; Harley, R.M.; Smith, G.L.","32791","1971","03","20","Southern America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242","1250","1250",NA,"Slender herb ca. 1,75 m tall. Ligules yellow, discs yellow-brown.; Campo, cerrado on steep slopes, surrounded by campo.","MBM060453","MBM060453",NA,"44724","auto","2007","05",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:14:01-03","MBM","MBM","86468","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip. ex Baker) E.E.Schill. & Panero","Magenta, M.","Merrill King, R.; Almeda, F.; Almeda, F.","8277","1980","01","24","Southern America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242","1310","1310",NA,"Slender suffrutescent herb to 1 m tall. Florets yellow, anthers black.; Campo.","MBM086468","MBM086468",NA,"44724","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:14:01-03","MBM","MBM","276325","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip. ex Baker) E.E.Schill. & Panero","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74278","2002","11","16","Southern America","Brazil","Mato Grosso do Sul","Bela Vista",NA,"-56.5210990905762","-22.1089000701904",NA,NA,NA,"Ereta, capitulo amarelo.; Campo limpo.","MBM276325","MBM276325",NA,"66197","auto","2003","03",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:14:01-03","MBM","MBM","156652","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip. ex Baker) E.E.Schill. & Panero","Pruski, J.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","58730","1993","02","09","Southern America","Brazil","Mato Grosso do Sul","Ponta Porã",NA,"-55.7256011962891","-22.5361003875732",NA,NA,NA,"Ereta, até 1,50 m, capítulos amarelos.; Campo.","MBM156652","MBM156652",NA,"102608","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-01-23 15:44:15-02","MNHN","RECOLNAT_MNHN_P","P00321906","PreservedSpecimen",NA,NA,NA,"Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch.Bip. ex Baker","Magenta","Riedel, L.",NA,"1866","2","19",NA,"Brasilia",NA,NA,"Prov. de Cinza",NA,NA,NA,NA,"hb","2 récoltes, part associée avec P00321907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00321906' target='other'> <mi>dwc_moreinfo</mi></a>","P00321906","P00321906_01","syntype",NA,NA,NA,NA,NA,NA,NA,"1444",NA,NA,NA
"28","2014-06-23 14:15:09-03","MNHN","RECOLNAT_MNHN_P","P00321907","PreservedSpecimen",NA,NA,NA,"Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch.Bip. ex Baker",NA,"Riedel, L.",NA,"1826","2",NA,NA,"Brasilia",NA,NA,"Cinza",NA,NA,NA,NA,"hb","2 récoltes, part associée avec P00321906 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00321907' target='other'> <mi>dwc_moreinfo</mi></a>","P00321907",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1396",NA,NA,NA
"29","2015-09-04 10:24:34-03","MNHN","RECOLNAT_MNHN_P","P00445844","PreservedSpecimen",NA,NA,NA,"Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch.Bip. ex Baker","Magenta","Riedel, L.",NA,"1862","12","24",NA,"Brasilia",NA,NA,"Prov. Pardo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00445844' target='other'> <mi>dwc_moreinfo</mi></a>","P00445844","P00445844_01","syntype",NA,NA,NA,NA,NA,NA,NA,"558",NA,NA,NA
"30","2015-10-03 04:53:05-03","MNHN","RECOLNAT_MNHN_P","P00704769","PreservedSpecimen",NA,NA,NA,"Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch.Bip. ex Baker",NA,"Riedel, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704769' target='other'> <mi>dwc_moreinfo</mi></a>","P00704769","P00704769_01","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-10-01 14:15:14-03","JBB","HEPH","14331","S","Plantae","Dicotyledon","Asterales","Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip.) E.E.Schill. & Panero","Silva, GH","Munhoz, CBR; et al.","718","1998","04","26","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Água fria 1","-47.509167","-14.0725","460","460",NA,NA,NA,NA,NA,NA,NA,"2015","04","-47.509167","-14.0725",NA,NA,NA,NA,NA
"32","2020-10-01 14:15:55-03","JBB","HEPH","26461","S","Plantae","Dicotyledon","Asterales","Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch.Bip. ex Baker","Bringel Júnior, JBA","Bringel Júnior, JBA; Hattori, EKO; Batista, JAN","601","2010","02","05","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Estrada Alto Paraíso - GO, ca. de 16 Km de São Jorge, próximo à cerca do Parque Ecológico da Chapada dos Veadeiros","-47.697222","-14.1175","121","121",NA,"em relevo plano, com substrato rochoso",NA,NA,NA,NA,NA,"2010","02","-47.697222","-14.1175",NA,NA,NA,NA,NA
"33","2020-12-11 11:33:46-03","UFMG","BHCB","171629","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch.Bip. ex Baker",NA,"Bringel Jr., JB; et al.","601","2010","02",NA,"Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Estrada Alto Paraiso - São Jorge. Ca. 16 km de São Jorge. Próximo a cerca do Parque Ecológico da Chapada dos Veadeiros.","-47.697222","-14.1175","1214","1214",NA,"Substrato rochoso, flor amarela.; Campo sujo.","BHCB016273",NA,NA,NA,NA,"2010","02","-47.697222","-14.1175",NA,NA,"05",NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3389423","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch. Bip. ex Baker",NA,"Émile Hassler","Hassler 9075","1905","2",NA,"South America","Paraguay","Caaguazú",NA,"In vicinis Caaguazú.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2009-12-04 21:27:00-02","MO","MOBOT","3389831","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch. Bip. ex Baker","J. Pruski","Gert G. Hatschbach|Aurelio Schinini|J.M. Silva","Hatschbach 58730","1993",NA,NA,"South America","Brazil","Mato Grosso do Sul",NA,"Ponta Porã, km 22 da rodovia para Antônio João. Campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-19 11:17:15-03","UFG","UFG","60180","S","Plantae",NA,NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","Sch. Bip.","A.M. Teles","T.C. Freire","57","2015","11","19",NA,"Brasil","Goiás","Pirenópolis",NA,"-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"UFG0060180","UFG0060180",NA,"40887","auto","2019","08",NA,NA,NA,NA,NA,NA,NA
"37","2019-12-19 11:17:31-03","UFG","UFG","42295","S","Plantae",NA,NA,"Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch. Bip.","Nakajima, J.","Delprete, P.G.; Gomes-Klein, V.L.; et al.","8932","2004","10","24",NA,"Brasil","Goiás","Cocalzinho","Parque Estadual da Serra dos Pireneus","-48.8","-15.8","1100","1100",NA,NA,"UFG0042295","UFG0042295",NA,NA,NA,"2007",NA,"-48.8","-15.8",NA,NA,NA,NA,NA
"38","2020-02-19 08:13:08-03","UFG","UFG","15267","S","Plantae",NA,NA,"Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch. Bip.","M. Magenta","Samuel Bridgewater; et al.","206","1994","05","29",NA,"Brasil","Goiás","Alto Paraiso","Chapada dos Veadeiros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","01",NA,NA,NA,NA,"30",NA,NA
"39","2020-02-19 08:13:08-03","UFG","UFG","7566","S","Plantae",NA,NA,"Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch. Bip. ex Baker","M. Magenta","J.A. Rizzo","7570","1972","02","04",NA,"Brasil","Goiás","Alto Paraiso","Chapada dos Veadeiros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","01",NA,NA,NA,NA,"30",NA,NA
"40","2020-09-12 05:00:02-03","US","US","3463916","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch. Bip. ex Baker",NA,"G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","76929","2004","3","9","South America - Neotropics","Brazil","Mato Grosso do Sul",NA,"Rod. MS-164, Fazenda Itamarati (Mun. Ponta Porã) Mato Grosso do Sul",NA,NA,"700",NA,NA,NA,"US01768594","US01768594_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","3325709","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch. Bip. ex Baker",NA,"G. Hatschbach, A. Schinini & J. M. Silva","58730","1993","2","9","South America - Neotropics","Brazil","Mato Grosso do Sul",NA,"Ponta Porã, km 22 da rod. para Antonio João, Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,"US01768595","US01768595_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","3422817","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Viguiera","filifolia","Viguiera filifolia","Sch. Bip. ex Baker",NA,"G. Hatschbach, M. M. Hatschbach & J. M. Silva","74278","2002","11","16","South America - Neotropics","Brazil","Mato Grosso do Sul",NA,"Rod. BR-267, próximo do trevo para Bela Vista (Mun. Bela Vista) Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,"US01768593","US01768593_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"43","2020-09-02 16:20:46-03","Cenargen","CEN","81219","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip. ex Baker) E.E.Schill. & Panero","J. B. Bringel","João Bernardo de Azevedo Bringel Jr.","984","2012","04","12",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Brasil - Goiás - Alto Paraiso, próximo a entrada para Cachoeira dos Cristais, cerrado ralo / campo sujo e relevo levemente inclinado, folhas coletadas em sílica gel.","-47.51","-14.093055","1323","1323","Exsicatas","Subarbusto ereto 1,8 m de altura, flores amarelas. BRASIL - Goiás - HERBARIO UB","CEN00081219","CEN00081219",NA,NA,NA,"2012","04","-47.51","-14.093055",NA,NA,NA,"1",NA
"44","2020-09-02 16:20:46-03","Cenargen","CEN","108497","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip. ex Baker) E.E.Schill. & Panero","J. B. Bringel","Marcelo Fragomeni Simon","3234","2018","04","30",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Caminho para estrada da SANEAGO, 2 km W da cidade.","-47.534722","-14.137222","1260","1260","Exsicatas","Subarbusto delgado, ramificado no ápice, 1 m de altura. Flores amarelas. Frequente.","CEN00108497","CEN00108497",NA,NA,NA,"2018","05","-47.534722","-14.137222",NA,NA,NA,"4",NA
"45","2020-09-02 16:20:46-03","Cenargen","CEN","76864","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip. ex Baker) E.E.Schill. & Panero","G. H. Silva","João Bernardo de Azevedo Bringel Jr.","698","2011","03","25",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Brasil - Goiás - Rodovia GO - 118 rumo a Alto Paraíso de Goiás, Km 157, cerrado rupestre com campo sujo úmido.","-47.488888","-14.211944",NA,NA,"Exsicatas","BRASIL - Goiás - HERBARIO UB","CEN00076864","CEN00076864",NA,NA,NA,"2015","04","-47.488888","-14.211944",NA,NA,NA,"1",NA
"46","2020-09-02 16:20:46-03","Cenargen","CEN","81212","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aldama","filifolia","Aldama filifolia","(Sch.Bip. ex Baker) E.E.Schill. & Panero","J. B. Bringel","João Bernardo de Azevedo Bringel Jr.","973","2012","04","12",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Brasil - Goiás - Alto Paraiso, Rodovia GO 118 entre São Jao D'aliança e Alto Paraiso, cerrado rupestre, com campo sujo úmido, relevo acidentado a plano.","-47.488888","-14.211666","1199","1199","Exsicatas","Subarbusto 1,7 m de altura, flores amarelas. BRASIL - Goiás - HERBARIO UB","CEN00081212","CEN00081212",NA,NA,NA,"2012","04","-47.488888","-14.211666",NA,NA,NA,"1",NA
