"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus"
"21","2021-03-15 16:37:00-03","NY","NYBG","01177922","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"B. V. Rabelo","1660","1982","07","17","Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418788' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177922","NY01177922_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","777691","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"M. Alves","2195","2001","02","13","Brazil","Tocantins","Palmas","Estrada para Aparecida do Rio Negro, Parque Estadual do Lajeado, Fazenda Agronorte","-48.3603","-10.2131",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777691","NY00777691_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01293072","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"A. V. de Melo Silva","614","2010","10","14","Brazil","Pernambuco",NA,"Jaqueira. Serra do Urubu. Caminho para Lagoa dos Gatos","-35.8472","-8.7219",NA,NA,"654","654","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551828' target='other'> <mi>dwc_moreinfo</mi></a>","NY01293072","NY01293072_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","622466","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"R. Reitz","8411","1959","02","19","Brazil","Santa Catarina",NA,"Curral Falso, Bom Jardim, S. Joaquim.",NA,NA,NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17533' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622466","NY00622466_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","602840","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"L. R. Noblick","4255","1985","08","14","Brazil","Bahia",NA,"Ipecaetá, Fazenda Riachao, Serra Orobozinho, ca. 1 Km da cidade.","-39.28","-12.33",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602840","NY00602840_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","602846","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"I. Silberbauer-Gottsberger","79Rn¦1","1971","03","15","Brazil","São Paulo","Botucatu","18 km north of Botucatu, (14 km east of Sao Manuel). Along the Sao Manuel Piracicaba highway. Near ex-RR station 13 de Maio.","-48.42","-22.75",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602846","NY00602846_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","602842","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"J. L. Hage","1659","1982","08","18","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra I'.","-39.2273659","-14.771874",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602842","NY00602842_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00926279","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"D. Philcox","3143","1967","11","19","Brazil","Mato Grosso",NA,"c. 1 km S.E. of km 264, Xavantina - Cachimbo road.","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002119' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926279","NY00926279_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00925899","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"D. Bommer","16","1967","03","02","Brazil","Mato Grosso do Sul","Corumbá","Pantanal Region. Fazenda São Gonçalo, north bank of Rio Taquari, 100 km west of Coxim. In the paddock or pasture, Conceição, ca. 12 km NE fo headquarters of the fazenda.","-55.72","-18.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925899","NY00925899_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1738010","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"L.A. Gomes","167","2011","06","28","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto.","-37.4339","-11.3697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958882' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738010","NY01738010_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00925896","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"H. S. Irwin","24521","1969","03","16","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 38 km north of Veadeiros","-47.5167","-13.77324",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002094' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925896","NY00925896_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00926305","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"W. R. Anderson","7457","1973","03","19","Brazil","Goiás","Teresina de Goiás","Chapada dos Veadeiros, 9 km by road S of Terezina.","-47.2647","-13.85775",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926305","NY00926305_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01177916","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"J. M. Pires","8389","1956","12","17","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418771' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177916","NY01177916_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00926280","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"G. Schaller","21","1977","06","15","Brazil","Mato Grosso",NA,"Fazenda Acurizal, Rio Paraguai, Pantanal.","-57.53","-17.87",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926280","NY00926280_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01177926","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"N. T. da Silva","1061","1968","10","01","Brazil","Pará",NA,"Região do Rio Jarí. R. Jarí, Monte Dourado","-52.5338101","-0.86071",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418797' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177926","NY01177926_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","622467","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"J. E. Leite","459","1941","10",NA,"Brazil","Rio Grande do Sul",NA,"Vicinity of S. Leopoldo.","-51.143791","-29.75136",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622467","NY00622467_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","602844","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"G. Gardner","153","1836","08",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602844","NY00602844_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00925900","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"W. R. Anderson","9060","1973","04","18","Brazil","Minas Gerais",NA,"7.5 km by road W of Rio Pandeiros on road from Januária to Serra das Araras","-44.82","-15.52",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002110' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925900","NY00925900_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","602845","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"G. Gardner","s.n.","1836","08",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Comm. am. Shuttleworth.1838. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17542' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602845","NY00602845_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00926277","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"R. M. Harley","11110","1968","11","16","Brazil","Mato Grosso",NA,"Rio das Mortes, Xavantina.","-52.23","-14.63",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926277","NY00926277_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00925898","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"H. S. Irwin","34178","1972","01","15","Brazil","Goiás","Pirenópolis","Serra dos Pirineus, ca. 10 km E. of Pirenópolis","-48.85664","-15.85",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925898","NY00925898_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01177924","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"G. S. Pinheiro","269","1974","04","06","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418793' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177924","NY01177924_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00926276","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.",NA,NA,NA,NA,"E. P. Heringer","3825","1980","03","17","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926276","NY00926276_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
