"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","relatedCatalogItem"
"11","2020-12-20 21:16:38-03","UFV","VIC","24078","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Valente, G.E.; et al.","434","1999","12","12",NA,"Brasil","Minas Gerais",NA,"Parque Estadual do Rio Doce (PERD), Próximo ao Centro de Treinamento.",NA,NA,NA,"Árvore, c.a. de 20 metros de altura. Flor com cálice esverdeado, corola branca polistêmone. Face abaxial da folha prateada.","VIC024078","Prance, G.T.",NA,NA,"VIC024078",NA,"2007","07","24",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-24 17:08:53-03","UFES","SAMES","1410","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Ribeiro,M.; Penha,J.S.;Broggio,I.S.","448","2011","02","23",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado. Floresta Alta de Tabuleiro, Trilha da Anta.","-40.2132987976074","-18.3703002929688",NA,"'Árvore de 23 metros de alt., folha verde escuro (face adaxial) e marrom claro (face abaxial). Fruto verde escuro coberto por finos tricomas. Nome popular: Milho torrado da folha larga.'.","SAMES01410","Ribeiro,M.",NA,NA,NA,NA,"2011","02","23","28525","auto",NA,NA,NA,NA,NA,NA
"13","2021-03-24 17:08:53-03","UFES","SAMES","1409","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Martins,R.F.A.","146","2008","01","16",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Mata seca sobre restinga Pleistocênica.","-39.8588981628418","-18.716100692749",NA,"Frutos verdes. Habito: Árvore","SAMES01409","Barbosa-Silva,R.G.",NA,NA,NA,NA,"2017","03","13","56510","auto",NA,NA,NA,NA,NA,NA
"14","2021-03-24 17:08:53-03","UFES","SAMES","9462","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Ribeiro, M.; Rozario, E.M.","1575","2019","07","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Floresta Alta em regeneração. Área ensolarada imediatamente lado da estrada. Reserva Biológica de Córrego Grande","-39.7322006225586","-18.5932998657227",NA,"6 m de alt., casca estriada; exsudato vermelho. Folhas discolores, abaxial de cor ferruginea (indumento), adaxial verde-escuro. Estéril. Outro indivíduo emergente e estéril visualizado (30 m alt. x 0.75 m diam., casca cinza-clara, com","SAMES09462","Ribeiro, M.","65","65",NA,NA,"2019","11","11","41644","auto","-398094444.0","-182433333.0",NA,NA,NA,NA
"15","2021-03-24 17:08:53-03","UFES","SAMES","1408","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Farney,C.; Ribeiro,R.D.;Menezes,L.F.T.","4631","2007","03","15",NA,"Brasil","Espírito Santo","Linhares","Degredo. Restinga arbórea.","-40.0722007751465","-19.3910999298096",NA,"Árvore; 8 m; frequente; folhas discolores coriáceas verdes; frutos imaturos verdes.","SAMES01408","Farney,C.",NA,NA,NA,NA,"2007","03","15","48094","auto",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:27:57-03","UNICAMP","UEC","177125","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Araújo, AC; Fischer, EA","33548","1995","02","14",NA,"Brazil","São Paulo","Picinguaba",NA,NA,NA,NA,"trilha do Picadão da Barra; Mata Atlântica","UEC100254",NA,NA,NA,"UEC100254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-12 18:12:00-03","UFES","VIES","15643","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Pereira, A.S.","s.n.","1996","12","02",NA,"Brasil","Espírito Santo","Linhares","Regência.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES015643","Albertone",NA,NA,"VIES015643",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"18","2020-04-27 16:09:15-03","UFES","VIES","20209","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Oliveira, R.N.","111","1992","02","06",NA,"Brasil","Espírito Santo","Aracruz","Barra do Sahy.","-40.2733001708984","-19.8202991485596",NA,NA,"VIES020209","Pereira, O.J.",NA,NA,"VIES020209",NA,"1992","02","06","37987","auto",NA,NA,NA,NA,NA,NA
"19","2020-04-27 16:09:15-03","UFES","VIES","7684","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Pereira, O.J.; et al.","3094","1992","03","25",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 213 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007684","Pereira, O.J.",NA,NA,"VIES007684",NA,"1992","03","25","41644","auto",NA,NA,NA,NA,NA,NA
"20","2021-01-18 18:17:43-03","UFES","VIES","48624","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Firmino, A.D.; Valadares, R.T.","1814","2020","12","19",NA,"Brasil","Espírito Santo","Linhares","Reserva de Comboios, próximo ao Projeto Tamar. Ponto de amostragem 7.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES048624","Valadares, R.T.",NA,NA,"VIES048624",NA,"2020","12","19","48094","auto",NA,NA,NA,NA,NA,NA
"21","2020-04-27 16:09:15-03","UFES","VIES","25184","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Ribeiro, M.; Penha, J.S. & Broggio, I.S.","448","2011","02","23",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica de Córrego do Veado.","-40.2132987976074","-18.3703002929688",NA,NA,"VIES025184","Ribeiro, M.",NA,NA,"VIES025184",NA,"2011","02","23","28525","auto",NA,NA,NA,NA,NA,NA
"22","2019-06-27 10:24:31-03","UFES","VIES","24738","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Martins, R.F.A.","146","2008","01","16",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade.","-39.8588981628418","-18.716100692749",NA,NA,"VIES024738",NA,NA,NA,"VIES024738",NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA
"23","2021-04-05 11:05:57-03","UNESP-IBB","BOTUW","242","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch.",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA
"24","2020-06-29 09:30:01-03","UFRRJ","RBR","13202","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","D.C. Carvalho","23","2005","04","22",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha de Marambaia, Caminho de heliporto floresta.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00013202",NA,NA,NA,"RBR00013202",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"25","2020-06-29 09:30:01-03","UFRRJ","RBR","7098","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","L.F.T. Menezes","s.n.","1998","12","28",NA,"Brasil","Rio de Janeiro","Mangaratiba","'Ilha de Marambaia, Praia da Armação , mata de restinga.'","-44.040599822998","-22.9596996307373",NA,NA,"RBR00007098",NA,NA,NA,"RBR00007098",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"26","2020-06-29 09:30:01-03","UFRRJ","RBR","1251","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","J. Spada","007/ 77","1977","11","08",NA,"Brasil","Espírito Santo","Espírito Santo","Reserva Florestalde Linhares, estrada x-1.",NA,NA,NA,NA,"RBR00001251",NA,NA,NA,"RBR00001251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 09:30:01-03","UFRRJ","RBR","42617","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","M.C. Souza; L.R. Suzart","s.n.","2017","11","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Barra de Guaratiba, Restinga da Marambaia, Duna próximo das linhas de tiro 1 e 4, no Campo de Provas da Marambaia - Exército.","-43.593611","-23.044444",NA,NA,"RBR00042617",NA,NA,NA,"RBR00042617",NA,NA,NA,NA,NA,NA,"43º35'37''W","23º2'40''S",NA,NA,NA,NA
"28","2020-06-29 09:30:01-03","UFRRJ","RBR","44083","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","L.H. Soares",NA,"2014","04","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Marambaia. R24/77.","-43.606944","-23.048611",NA,NA,"RBR00044083","T.P.P. Alverga",NA,NA,"RBR00044083",NA,NA,NA,NA,NA,NA,"43º36'25''W","23º2'55''S",NA,NA,NA,NA
"29","2020-06-29 09:30:01-03","UFRRJ","RBR","44330","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","L.O.L. Pedreira; M. Ochoski, M. Pestana, E.R. Lima","8","2018","02","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Praia de Grumari. Praia de Grumari. Vegetação de restinga a Norte da Avenida Estado da Guanabara, em frente à praia de Grumari. Parque Natural Municipal Grumari","-43.529722","-23.048333",NA,NA,"RBR00044330","L.O.L. Pedreira","5","5","RBR00044330",NA,"2018","02","05",NA,NA,"43º31'47''W","23º2'54''S",NA,NA,NA,NA
"30","2020-06-29 09:30:01-03","UFRRJ","RBR","6238","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","M.C. Souza","187","2001","01","27",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha de Marambaia","-44.040599822998","-22.9596996307373",NA,NA,"RBR00006238",NA,NA,NA,"RBR00006238",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"31","2020-06-29 09:30:01-03","UFRRJ","RBR","6242","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","L.F.T. Menezes","225","1998","12","24",NA,"Brasil","Rio de Janeiro","Mangaratiba","'Ilha de Marambaia, Praia da Armação.'","-44.040599822998","-22.9596996307373",NA,NA,"RBR00006242",NA,NA,NA,"RBR00006242",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"32","2020-06-29 09:30:01-03","UFRRJ","RBR","4914","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","J.P.S. Condack","70","2003","04","17",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha de Marambaia, Areal próximo a lagoa vermelha.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00004914",NA,NA,NA,"RBR00004914",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"33","2020-06-29 09:30:01-03","UFRRJ","RBR","9879","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","L.F.T. Menezes","1324","2004","12","23",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha de Marambaia, Floresta de cordão arenoso próxima a área da Gaeta. Porção oeste da Restinga.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00009879",NA,NA,NA,"RBR00009879",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"34","2020-06-29 09:30:01-03","UFRRJ","RBR","6239","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","L.F.T. Menezes","150","2000","11","03",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha de Marambaia, Floresta sobre duna, linha 4.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00006239",NA,NA,NA,"RBR00006239",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"35","2020-06-29 09:30:01-03","UFRRJ","RBR","6243","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","M.C. Souza","129","1999","12","02",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha de Marambaia, Floresta sobre duna, linha 4.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00006243",NA,NA,NA,"RBR00006243",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"36","2020-06-29 09:30:01-03","UFRRJ","RBR","6241","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","L.F.T. Menezes","237","1998","12","22",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha de Marambaia, Praia da Armação.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00006241",NA,NA,NA,"RBR00006241",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"37","2020-06-29 09:30:01-03","UFRRJ","RBR","6240","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","L.F.T. Menezes","645","1999","01","20",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha de Marambaia, Praia da Armação.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00006240",NA,NA,NA,"RBR00006240",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"38","2020-06-29 09:30:01-03","UFRRJ","RBR","27646","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","A.S. Afonso","22","2005","10","26",NA,"Brasil","Rio de Janeiro","Mangaratiba","Restinga da Marambaia, Floresta inundavel, Lagoa Vermelha.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00027646",NA,NA,NA,"RBR00027646",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:20:43-03","MBM","MBM","410026","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Farney, C.; Araújo, D.; Araújo, D.","3466","1994","12","02","Southern America","Brazil","Rio de Janeiro","Macaé","Loteamento Lagomar, próximo ao Parque Industrial.","-41.7868995666504","-22.3708000183105",NA,"Árvore, 18 m, folhas verdes discolores, face superior verde e inferior castanho-ferrugíneo, coriáceas, inflorescência com raque esverdeada, flores com hipanto esverdeado, corola alva, estames alvos com anteras amarelas, estigmas alvo","MBM410026",NA,NA,NA,"MBM410026",NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:20:43-03","MBM","MBM","422716","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3426","2019","04","03","Southern America","Brazil","Espírito Santo","Regência","arredores","-39.870833","-19.635556",NA,"Árvore com 7 m de altura; frutos verdes.; Floresta Ombrófila Densa das Terras Baixas.","MBM422716","Barboza, E.","10","10",NA,NA,"2019","06","26",NA,NA,"-39.870833","-19.635556",NA,NA,NA,NA
"41","2020-12-21 16:20:43-03","MBM","MBM","405000","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Farney, C.; Ribeiro, R.D.; Menezes, L.F.T.; Ribeiro, R.D.; Menezes, L.F.T.","4631","2007","03","15","Southern America","Brazil","Espírito Santo","Linhares","Degredo","-39.725556","-19.3725",NA,"Árvore, 8 m; frequente; folhas discolores verdes; frutos imaturos verdes.; Restinga arbórea.","MBM405000","Farney, C.",NA,NA,"MBM405000",NA,"2007","03","15",NA,NA,"-39.725556","-19.3725",NA,NA,NA,NA
"42","2020-12-21 16:20:43-03","MBM","MBM","410027","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Farney, C.; Araújo, D.; Araújo, D.","3440","1994","11","29","Southern America","Brazil","Rio de Janeiro","Macaé","Loteamento Lagomar, na área de transição para a mata periodicamente inundável.","-41.7868995666504","-22.3708000183105",NA,"Árvore, 9 m, folhas discolores, verdes na face superior e castanho na inferior, flores com raque verde, cálice verde, corola alva, estames alvos, flores perfumadas.; Mata de restinga remanescente periodicamente inundável.","MBM410027",NA,NA,NA,"MBM410027",NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA
"43","2015-09-05 06:40:12-03","MNHN","RECOLNAT_MNHN_P","P04735938","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04735938' target='other'> <mi>dwc_moreinfo</mi></a>","P04735938",NA,NA,NA,"P04735938_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","3155231","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","MORI","MORI 13065","1979","12","2","South America","Brazil","Bahia",NA,"Município de Uruçuca, estrada que liga Uruçuca com Serra Grande, a 28 km ao NE de Uruçuca. Mata Higrófila em via de destruição.",NA,NA,NA,NA,NA,"G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2011-03-14 17:02:00-03","MO","MOBOT","3156867","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","H.W. Schott","Schott s.n.","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-08-31 09:00:49-03","INPA","INPA","95322","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Spada, JS","7/77","1977","11","08","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal Linhares - CVRD, Estrada X-1 Floresta de tabuleiro (mussununga)","-40.0722007751465","-19.3910999298096",NA,NA,"INPA0095322","Prance, GT",NA,NA,"INPA0095322 INPA0095322_e INPA0095322_e1",NA,"1981",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"47","2020-08-31 09:00:49-03","INPA","INPA","39610","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Spada, JS","148","1973","01","19","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal Linhares - CVRD. Próximo Estrada X-1 Talhão 601","-40.0722007751465","-19.3910999298096",NA,NA,"INPA0039610","Prance, GT",NA,NA,"INPA0039610 INPA0039610_e INPA0039610_e1",NA,"1973",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","44175",NA,"Plantae",NA,NA,"Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","G.M. Carvalho; F.B. Matos & L. Daneu","110","2009","11","07",NA,"Brasil","Bahia","Prado","Parque Nacional do Descobrimento. Floresta de Tabuleiros. Mussununga Arbustivo-Herbácea, km 12 da estrada principal, estrada bastião do telhado","-39.333333","-17.183333",NA,"Árvore ca 8m alt., folhas discolores. Flores amareladas","MBML044175","P. Fiaschi/2010",NA,NA,"MBML044175",NA,NA,NA,NA,NA,NA,"39W20'","17S11'",NA,NA,NA,NA
"49","2021-02-25 10:12:46-03","CVRD","CVRD","12097","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Folli, D.A.","6313","2009","03","18","América do Sul","BRASIL","ES","Linhares",NA,"-40.087828","-19.144451",NA,"<ll>dwc_commonname:</ll> Milho torrado folha larga","CVRD012097","Domingos A. Folli","13","13",NA,NA,"2009","03","18",NA,NA,"-40,087828","-19,144451","Magnoliopsida",NA,NA,NA
"50","2021-02-25 10:12:46-03","CVRD","CVRD","9064","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","schottii","Couepia schottii","Fritsch","Folli, D.A.","5009","2004","12","14","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Milho torrado folha larga","CVRD009064","Domingos A. Folli",NA,NA,"CVRD009064",NA,"2004","12","14","48094","auto",NA,NA,"Magnoliopsida",NA,NA,NA
