"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","eventTime","fieldNumber","individualCount"
"50","2015-09-04 16:08:24-03","MNHN","RECOLNAT_MNHN_P","P04533098","PreservedSpecimen",NA,NA,NA,"Primulaceae","Rapanea","villosissima","Rapanea villosissima","(Mart.) Mart.","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04533098' target='other'> <mi>dwc_moreinfo</mi></a>","P04533098","P04533098_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11139",NA
"51","2020-12-11 11:40:31-03","UFMG","BHCB","186121","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","A.DC.","Vidal, CV; Vasconcelos, FB","1292","2014","11","11","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.360667","-19.902519",NA,NA,NA,"Arbustivo/Subarbustivo; Floração; Flor creme. Altura 1,5m; Campo rupestre sobre formação ferruginosa","BHCB186121",NA,NA,NA,NA,NA,NA,NA,"-43.360667","-19.902519",NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:40:31-03","UFMG","BHCB","142128","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","A.DC.","Oliveira, CT","222","2008","11","02","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico Conceição","-43.526944","-20.094167","1786","1786",NA,"arbusto de 2,0 m, flores beges, caule coberto por tricomas ferrugineos.",NA,NA,NA,NA,NA,NA,NA,NA,"-43.526944","-20.094167",NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:40:31-03","UFMG","BHCB","147760","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","A.DC.","Giacomin, LL; Massensini Júnior, A; A.; Assis, FC; Paixão, LC; Kamino, LHY","1514","2011","03","19","Southern America","Brasil","Minas Gerais","Delfim Moreira","Fazenda Boa Esperança, Trilha dos romeiros.","-45.314361","-22.588472","1638","1638",NA,"Árvore, 4 m., em floresta ciliar aberta.Frutos verdes a enegrescidos.","BHCB004211",NA,NA,NA,"2011",NA,NA,"06","-45.314361","-22.588472",NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:40:31-03","UFMG","BHCB","156195","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","A.DC.","Pena, FSR","s.n.","2011","11",NA,"Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.430556","-18.906667","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.430556","-18.906667",NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:40:31-03","UFMG","BHCB","156245","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","A.DC.","Pena, FSR","s.n.","2011","11",NA,"Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.432222","-18.909167","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.432222","-18.909167",NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:40:31-03","UFMG","BHCB","185872","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","A.DC.","Gontijo, FD; Tameirão Neto, E; Souza, DT","886","2014","08","25","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro",NA,"-43.292369","-19.353228","864","864",NA,"Arbustivo/Subarbustivo; Floração; Floresta estacional semidecidual","BHCB185872",NA,NA,NA,NA,NA,NA,NA,"-43.292369","-19.353228",NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:40:31-03","UFMG","BHCB","185974","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","A.DC.","Gontijo, FD","355","2014","10","06","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.255814","-19.191808",NA,NA,NA,"Arbustivo/Subarbustivo; Floração; Margens de estrada; Floresta estacional semidecidual","BHCB185974",NA,NA,NA,NA,NA,NA,NA,"-43.255814","-19.191808",NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:40:31-03","UFMG","BHCB","8287","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","A.DC.","Grandi, TSM; et al.","2393","1987","02","25","Southern America","Brasil","Minas Gerais","Ouro Preto","Itacolomi.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo rupestre;arbusto;semi-escandente;",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2014-03-24 12:02:00-03","MO","MOBOT","100689000","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Cyl Farney","Farney 673","1985","4","5","South America","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaine","-44.5699996948242","-22.6399993896484","1800.00000000",NA,NA,NA,NA,NA,NA,"Jon Ricketson (MO),",NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-02-19 04:30:00-03","MO","MOBOT","100771797","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","C.F.P. Martius","Martius s.n.","1817","12",NA,"South America","Brazil","São Paulo",NA,"Crescit in solo ferruginoso, in campis prope Ypanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"61","2020-08-31 08:51:05-03","INPA","INPA","130608","S","Plantae","Dicotyledon","Ericales","Myrsinaceae","Myrsine","villosissima","Myrsine villosissima","A.DC.","Farney, C de S.","673","1985","04","05","Southern America","Brasil","São Paulo","São José do Barreiro","P. N. da Serra da Bocaina. próximo a entrada do parque.","-44.5699996948242","-22.6399993896484","1800","1800",NA,NA,"INPA0130608","INPA0130608 INPA0130608_e INPA0130608_e1",NA,"Freitas, MF de","2010","30784","auto","09",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-10 09:47:49-03","MBML","MBML-HERBARIO","35927",NA,"Plantae",NA,NA,"Myrsinaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","L. Kollmann; A.P. Fontana, C. Fraga & M. Simonelli","10455","2008","01","24",NA,"Brasil","Espírito Santo","Divino de São Lourenço","Patrimônio da Penha, Parque Nacional do Caparão, Facão de Pedra","-41.791111","-20.618611",NA,NA,NA,"Planta 2 m no sol, flores brancas.","MBML035927","MBML035927",NA,"T.T. Carrijo/06-02-2013",NA,NA,NA,NA,"41W47'28","20S37'7",NA,NA,NA,NA,NA,NA
"63","2017-11-24 14:12:14-02","UFLA","ESAL","13428","S","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Everaldo B. Alves","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Conceição do Ibitipoca","Parque Florestal do Ibitipoca",NA,NA,"17","17",NA,"arbusto; 2.00m; ;; campo rupestre",NA,NA,NA,"Ary T.O.Filho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-11-24 14:12:14-02","UFLA","ESAL","16262","S","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Oliveira Filho, AT; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Carrancas","Chapada dss Perdizes","-44.6425018310547","-21.4874992370605","1","1",NA,"árvore; 6.00m; ;; floresta",NA,NA,NA,"Ary T.O.Filho",NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-11-24 14:12:14-02","UFLA","ESAL","19704","S","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Douglas, Felipe, Th","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Nepomuceno","Trevo de Nepom., Sítio UR, próximo de riacho","-45.2358016967773","-21.2357997894287",NA,NA,NA,"árvore; 8, m; ;",NA,NA,NA,"Ary T.O.Filho",NA,"21895","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2018-10-05 13:28:16-03","UFLA","ESAL","15422","S","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Fontes, MAL","31",NA,NA,NA,NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","1450","1450",NA,"árvore; 4,0; ;; floresta",NA,NA,NA,"Ary T.O.Filho",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-09-12 05:00:02-03","US","US","1618816","PreservedSpecimen","Plantae",NA,"Primulales","Myrsinaceae","Rapanea","villosissima","Rapanea villosissima","(Mart.) Mart.","L. Smith","1767","1929","1","9","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Matto, vicinity of Macieiras, Mt. Itatiaya, Estação Biologica.","-44.67","-22.43","1960",NA,NA,NA,"US03118662","US03118662_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"68","2020-09-12 05:00:02-03","US","US","1199534","PreservedSpecimen","Plantae",NA,"Primulales","Myrsinaceae","Rapanea","villosissima","Rapanea villosissima","(Mart.) Mart.","Glaziou, -- & Schwacke","14715","1879","9",NA,"South America - Neotropics","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"US03118663","US03118663_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"69","2020-09-02 16:38:31-03","Cenargen","CEN","94259","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Adriana Quintella Lobão","651","2002","02","22",NA,"Brasil","SP","CAMPOS DO JORDAO","Parque Estadual.","-45.5900001525879","-22.7299995422363",NA,NA,"Exsicatas","Ramos tombados sobre barranco. Ramos ferrugíneos. Folhas discolores verde claras, aveludadas. Beira da trilha. Doação Herbário SPF.","CEN00094259","CEN00094259",NA,"G. M. Antar","2016","21048","auto","04",NA,NA,NA,NA,NA,NA,NA,"1"
"70","2019-12-09 17:30:45-03","UFPR","EFC","12767","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Vieira, R.S.","376","2014","04","20",NA,"Brasil","Minas Gerais","Passa Quatro","Serra da Mantiqueira - Morro Pedra da Mina","-44.8515","-22.4273",NA,NA,NA,"Arvoreta na floresta altomontana. Com frutos.","EFC012767",NA,NA,"Vieira, R.S.","2014",NA,NA,"06","-44.8515","-22.4273",NA,NA,"03",NA,NA,NA
"71","2019-11-13 11:29:33-03","USP","SPF","143838","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Paula-Souza, J","3480","2000","04","25",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar","-45.666667","-23.633333","1200","1200",NA,NA,"SPF00143838",NA,NA,"Scarpa, FM",NA,NA,NA,NA,"-45.666667","-23.633333",NA,NA,NA,NA,NA,NA
"72","2019-11-13 11:29:33-03","USP","SPF","144326","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Fiaschi, P","517","2000","12","06",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.45","-22.666667","1900","1900",NA,NA,"SPF00144326",NA,NA,"Fiaschi, P","2000",NA,NA,"12","-45.45","-22.666667",NA,NA,NA,NA,NA,NA
"73","2019-11-13 11:29:33-03","USP","SPF","152072","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Souza, FM","119","2001","04","13",NA,"Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar","-46.775417","-23.989083","750","750",NA,NA,"SPF00152072",NA,NA,"Anônimo",NA,NA,NA,NA,"-46.775417","-23.989083",NA,NA,NA,NA,NA,NA
"74","2019-11-13 11:29:33-03","USP","SPF","181070","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Lima, LR","399","2006","12","14",NA,"Brasil","São Paulo","Bananal","Serra da Bocaina","-44.416667","-22.816667","1650","1650",NA,NA,"SPF00181070",NA,NA,"Lima, LR","2007",NA,NA,"04","-44.416667","-22.816667",NA,NA,NA,NA,NA,NA
"75","2019-11-13 11:29:33-03","USP","SPF","151899","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Fiaschi, P","1013","2002","03","25",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,"SPF00151899",NA,NA,"Fiaschi, P","2002","30526","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-13 11:29:33-03","USP","SPF","162074","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Lobão, AQ","651","2002","02","22",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"SPF00162074",NA,NA,"Antar, GM","2016","21048","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-13 11:29:33-03","USP","SPF","99429","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Rossi, L","1552","1994","07","16",NA,"Brasil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"SPF00099429",NA,NA,"Freitas, MF","2000","30784","auto","09",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-10-07 09:12:51-03","UEFS","HUEFS","50514","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Souza, J.P.de","3480","2000","04","25",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba - Estrada Intermediária Km 41.","-45.666667","-23.633333","1200","1200",NA,"Floresta Ombrófilo Densa Montana mata de altitude.","HUEFS0050514","HUEFS0050514",NA,NA,NA,NA,NA,NA,"45W40'","23S38'","Asteranae",NA,NA,NA,NA,NA
"79","2019-09-04 18:42:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrsinaceae","Rapanea","villosissima","Rapanea villosissima",NA,NA,NA,"1817","12",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"80","2020-04-29 16:30:20-03","UFVJM","HDJF","2260","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Pena, FSR","CMD91","2011","10",NA,"Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.433056","-18.904444",NA,NA,NA,NA,"HDJF002260","HDJF002260_01",NA,NA,NA,NA,NA,NA,"-43.433056","-18.904444",NA,NA,NA,NA,NA,NA
"81","2019-01-25 15:45:16-02","IAC","IAC","36061","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Myrsine","villosissima","Myrsine villosissima","Mart.","C.F.P. Martius","s/nº","1817","12","15",NA,"Brasil","Minas Gerais","Mariana","morro do Itacolomi (Itacolumi)","-43.46208","-20.44232",NA,NA,NA,"foto, HOLOTYPUS - Flora 24(2, Beibl. 2): 18. 1841.",NA,NA,"Holótipo","C.F.P. Martius","1841",NA,NA,"06","-43.46208","-20.44232",NA,NA,"30",NA,NA,NA
"82","2019-01-25 15:45:27-02","IAC","IAC","19204","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","vilosissima","Rapanea vilosissima","(Mart.) Mez","E.S.C. Gurgel","s/nº","1967","10","02",NA,"Brasil","Espírito Santo","São Mateus",NA,"-39.8589","-18.7161",NA,NA,NA,NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2004",NA,NA,"03","-39.8589","-18.7161",NA,NA,"02",NA,NA,NA
"83","2019-01-25 15:45:27-02","IAC","IAC","33627","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","vilosissima","Rapanea vilosissima","(Mart.) Mez","A.C. Brade","20647","1951","04","20",NA,"Brasil","São Paulo",NA,"Serra da Bocaina",NA,NA,NA,NA,NA,"Material não localizado no acervo.",NA,NA,NA,"L.C. Bernacci; S.L. Jung-Mendaçolli & M.F. Freitas","2002",NA,NA,"08",NA,NA,NA,NA,"15",NA,NA,NA
"84","2019-01-25 15:45:27-02","IAC","IAC","33628","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","vilosissima","Rapanea vilosissima","(Mart.) Mez","A.C. Brade","20647","1951","04","20",NA,"Brasil","São Paulo",NA,"Serra da Bocaina",NA,NA,NA,NA,NA,"Material não localizado no acervo.",NA,NA,NA,"L.C. Bernacci; S.L. Jung-Mendaçolli & M.F. Freitas","2002",NA,NA,"08",NA,NA,NA,NA,"15",NA,NA,NA
"85","2019-04-11 14:23:12-03","IAC","IAC","33629","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","vilosissima","Rapanea vilosissima","(Mart.) Mez","L. Rossi & E.L.M. Catharino","1551","1994","07","16",NA,"Brasil","São Paulo","São José do Barreiro","Serra da Bocaina","-44.5778","-22.645",NA,NA,NA,"!",NA,NA,NA,"L.C. Bernacci; S.L. Jung-Mendaçolli & M.F. Freitas","2002",NA,NA,"08","-44.5778","-22.6450",NA,NA,"15",NA,NA,NA
"86","2019-06-24 08:13:30-03","IAC","IAC","40215","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","vilosissima","Rapanea vilosissima","(Mart.) Mez","J. Paula-Souza; V.C. Souza; A. Salino & P.A. Paranagua et al.","3480","2000","04","25",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar","-45.4131","-23.6203",NA,NA,NA,NA,NA,NA,NA,"L.C. Bernacci; S.L. Jung-Mendaçolli & M.F. Freitas","2002",NA,NA,"08","-45.4131","-23.6203",NA,NA,"15",NA,NA,NA
"87","2019-04-11 14:22:19-03","IAC","IAC","43602","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","vilosissima","Rapanea vilosissima","(Mart.) Mez","F.M. Souza; A.R. Duarte; D. Sampaio; R. Bernhardt; R.R. Rodrigues; V.C. Souza; J.Y. Tamashiro; S. Gandolfi; J. Paula-Souza; N.M. Ivanauskas & E. Furlan","119","2001","04","13",NA,"Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA,"L.C. Bernacci & S.L. Jung-Mendaçolli","2004",NA,NA,"01","-46.6361","-23.5475",NA,NA,"09",NA,NA,NA
"88","2019-01-25 15:45:27-02","IAC","IAC","49382","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","vilosissima","Rapanea vilosissima","(Mart.) Mez","L.D. Meireles; Nunes J.A. & J.O. Costa Neto","3073","2007","04","24",NA,"Brasil","Minas Gerais","Passa Quatro","Serra Fina, Capim Amarelo","-44.907833","-22.450917",NA,NA,NA,"Coordenadas: W44°54`82.2, S22°27`03.3. Altitudes 1500-1575",NA,NA,NA,"L.C. Bernacci","2008",NA,NA,"03","-44.907833","-22.450917",NA,NA,"12",NA,NA,NA
"89","2019-01-25 15:45:27-02","IAC","IAC","49383","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","vilosissima","Rapanea vilosissima","(Mart.) Mez","L.D. Meireles & J.A. Nunes","2132","2006","03","21",NA,"Brasil","Minas Gerais","Passa Quatro","Pico do Itaguaré","-44.9667","-22.3903",NA,NA,NA,NA,NA,NA,NA,"L.C. Bernacci","2008",NA,NA,"03","-44.9667","-22.3903",NA,NA,"12",NA,NA,NA
"90","2019-01-25 15:45:27-02","IAC","IAC","52846","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","vilosissima","Rapanea vilosissima","(Mart.) Mez","L.R. Lima; E.L.M. Catharino; T. Trindade-Lima; V.P. Castro & T. Laetano","399","2006","12","14",NA,"Brasil","São Paulo","Bananal","serra da bocaina","-44.416667","-22.816667",NA,NA,NA,"coordenada do material: 22°49#?#S, 44°25#?#W",NA,NA,NA,"L.R. Lima","2007",NA,NA,"04","-44.416667","-22.816667",NA,NA,"14",NA,NA,NA
"91","2019-01-25 15:45:27-02","IAC","IAC","54317","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","vilosissima","Rapanea vilosissima","(Mart.) Mez","L.C. Bernacci & R. Giovanni","4761","2012","03","17",NA,"Brasil","São Paulo","Salesópolis","limites do Parque Estadual da Serra do Mar","-45.8464","-23.5322",NA,NA,NA,"indivíduo 139",NA,NA,NA,"L.C. Bernacci & R. Giovanni","2012",NA,NA,"03","-45.8464","-23.5322",NA,NA,"17",NA,NA,NA
"92","2019-01-25 15:45:27-02","IAC","IAC","55201","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","vilosissima","Rapanea vilosissima","(Mart.) Mez","L.C. Bernacci; M.A. Assis; R.F. Morais & R. Belinelo","4825","2012","10","02",NA,"Brasil","São Paulo","Cunha","Parque da Serra do Mar","-44.9597","-23.0744",NA,NA,NA,NA,NA,NA,NA,"L.C. Bernacci et al.","2012",NA,NA,"10","-44.9597","-23.0744",NA,NA,"02",NA,NA,NA
"93","2019-05-06 12:00:52-03","UFU","HUFU","65710","S","Plantae",NA,NA,"Myrsinaceae","Myrsine","villosissima","Myrsine villosissima","A.DC.","Cordeiro, J.; Silva, J.M.","3505","2010","03","06",NA,"Brasil","São Paulo","São José do Barreiro","Serra da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,NA,"Arbusto, ca. 1,7 m alt. Frutos imaturos verdes, flor creme.","HUFU00020156","HUFU00020156",NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-04 15:42:56-03","IF","SPSF","29281","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","F.M. Souza & A.R. Duarte & D.Sampaio & R.Bernhardt & R.R.Rodrigues & V.C.Souza & J.Y.Tamashiro & S.Gandolfi & J.P.Souza & N.M.Ivanauskas & E.Furlan","119","2001","04","13","América do Sul","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutú","-46.775278","-23.989167","750","750",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Floresta Ribeirinha ao longo do Rio Mambu;",NA,NA,NA,"A. Maruyama","2017",NA,NA,"01",NA,NA,"Magnoliopsida",NA,"06",NA,NA,NA
"95","2021-03-04 15:42:56-03","IF","SPSF","03864","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","R.A. Guimarães","39","1902","08","30","América do Sul","Brasil","MG","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"A. Maruyama","2017","44599","auto","01",NA,NA,"Magnoliopsida",NA,"06",NA,NA,NA
"96","2021-03-04 15:42:56-03","IF","SPSF","33165","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","villosissima","Myrsine villosissima",NA,"F.C.Hoehne",NA,"1934","05","04","América do Sul","Brasil","SP","São Paulo","nativa do Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"97","2021-03-04 15:42:56-03","IF","SPSF","33166","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","villosissima","Myrsine villosissima",NA,"M.Stella & F.Silvestre","220","1979","02","28","América do Sul","Brasil","SP","São Paulo","Reserva Biologica","-46.6300010681152","-23.5400009155273",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"98","2021-03-04 15:42:56-03","IF","SPSF","47530","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","T.E.Barreto","69","2013","02","19","América do Sul","Brasil","SP","Campos do Jordão","PECJ","-45.766667","-23.183333",NA,NA,NA,"COLETA: Árvore.; GEOGRAFIA: Floresta Ombrófila Densa Altomontana.;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"99","2017-09-11 17:13:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","A.DC.","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Crescit in solo ferruginoso prov. S. Pauli in campis prope Ypanema, m. Dec.",NA,"P10P0N0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:13:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","A.DC.","Ackermann","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in montibus Itacolumi et Itabira prov. Minarum,",NA,NA,NA,NA,NA,"Febr.",NA,"P10P0N0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-10 11:28:22-03","IBt","SP","390623","S","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Lima, LR","399","2006","12","14",NA,"Brasil","São Paulo","Bananal","Serra da Bocaina","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-11-05 09:52:29-03","IBt","SP","357070","S","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Fiaschi, P","517","2000","12","06",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
