"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex"
"120","2020-10-14 10:02:17-03","FURB","FURB","18149","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","15","Dreveck, S.; Carneiro, F.E.","1361","2009","11","24","Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.3697223","-49.4100000","-26.3697223","857","857","Florística IFFSC 991 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto verde;","FURB27313","FURB27313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-09 14:46:47-03","FURB","FURB","19354","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Oliveira, AA","2015","03","11","Oliveira, A.A. de","1311","2015","03","11","Brasil","Santa Catarina","Taió","Mirador.","-49.985","-27.1508333","-49.9850000","-27.1508333","792","792","Habitat: Floresta Ombrófila Densa, estágio avançado Habito: arbusto","FURB47259","FURB47259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:02:17-03","FURB","FURB","23641","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Verdi, M","2010","04","26","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4442","2010","04","14","Brasil","Santa Catarina","Grão Pará","Barra do Rio do Meio.","-49.3222223","-28.17","-49.3222223","-28.1700000","332","332","Florística IFFSC 143 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea; flor botão floral creme","FURB27316","FURB27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 10:02:17-03","FURB","FURB","23757","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","15","Stival-Santos, A.; Legal, E. & Silveira, S.","2273","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.14","-27.27","-49.1400000","-27.2700000","639","639","Florística IFFSC 467 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral verde claro","FURB27319","FURB27319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 10:02:17-03","FURB","FURB","25828","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2808","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72","-48.7800000","-27.7200000","612","612","Florística IFFSC 286 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva;","FURB27322","FURB27322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:02:17-03","FURB","FURB","25890","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","15","Dreveck, S.","2168","2010","05","04","Brasil","Santa Catarina","Doutor Pedrinho","Ribeirão Rigo.","-49.4997222","-26.73","-49.4997222","-26.7300000","600","600","Florística IFFSC 802 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea; flor botão floral verde","FURB27324","FURB27324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 10:02:17-03","FURB","FURB","25996","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","15","Dreveck, S.","2192","2010","05","04","Brasil","Santa Catarina","Doutor Pedrinho","Ribeirão Rigo.","-49.4997222","-26.73","-49.4997222","-26.7300000","600","600","Florística IFFSC 801 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea; flor sépala verde","FURB27315","FURB27315 FURB27315_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 10:02:17-03","FURB","FURB","26777","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","14","Vieira, F.C.S.; Carvalho, R.V. & Tomporowski, H.","2168","2010","04","21","Brasil","Santa Catarina","Joinville","Serra Quimada.","-49.05","-26.1016667","-49.0500000","-26.1016667","1150","1150","Florística IFFSC 1065a (Arbórea) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado Habito: arbórea;","FURB27318","FURB27318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:02:17-03","FURB","FURB","27304","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","15","Verdi, M.; Burkhardt, B. & Klemz, G.","5109","2010","06","30","Brasil","Santa Catarina","São Bonifácio","Santa Maria.","-48.96","-27.9938889","-48.9600000","-27.9938889","339","339","Florística IFFSC 197 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27317","FURB27317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:02:17-03","FURB","FURB","27451","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Oliveira, AA de","2010","09","22","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","5042","2010","06","15","Brasil","Santa Catarina","São Martinho","Hoepers/Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","517","517","Florística IFFSC 173 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB27325","FURB27325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 10:02:17-03","FURB","FURB","27515","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2011","02",NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","3042","2010","06","19","Brasil","Santa Catarina","Palhoça","Maciambú.","-48.69","-27.81","-48.6900000","-27.8100000","220","220","Florística IFFSC 256 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbórea; flor botão floral","FURB27314","FURB27314 FURB27314_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:02:17-03","FURB","FURB","27745","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","15","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2069","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72","-48.7800000","-27.7200000","612","612","Regeneração IFFSC 286 /L/12 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB27320","FURB27320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:02:17-03","FURB","FURB","28585","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","15","Korte, A.; Kniess, A.","1683","2010","02","03","Brasil","Santa Catarina","Itaiópolis","Arroio das Pombas.","-49.9475","-26.5497222","-49.9475000","-26.5497222","747","747","Fito IFFSC 899 /L/25 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB27327","FURB27327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-08 08:52:47-03","FURB","FURB","28588","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","15","Korte, A.; Kniess, A.","1951","2010","03","11","Brasil","Santa Catarina","Benedito Novo","Campo de Zinco.","-49.5002778","-26.9102778","-49.5002778","-26.9102778","853","853","Fito IFFSC 689 /O/63","FURB27328","FURB27328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 10:02:17-03","FURB","FURB","28589","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","15","Korte, A.; Kniess, A.","2228","2010","03","17","Brasil","Santa Catarina","Apiúna","Faxinalzinho.","-49.3936111","-27.1802778","-49.3936111","-27.1802778","793","793","Fito IFFSC 516 /L/5 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27326","FURB27326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-10-14 10:02:17-03","FURB","FURB","28590","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","15","Dreveck, S.; Carneiro, F.E.","2124","2009","11","24","Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.3697223","-49.4100000","-26.3697223","857","857","Fito IFFSC 991 /O/77","FURB27333","FURB27333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 10:02:17-03","FURB","FURB","28753","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Oliveira, AA de","2010","09","21","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4833","2010","05","30","Brasil","Santa Catarina","São Bonifácio","Rio Sete.","-49.0488889","-27.9891666","-49.0488889","-27.9891666","821","821","Fito IFFSC 196 /L/10 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27321","FURB27321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 10:02:17-03","FURB","FURB","28778","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Oliveira, AA de","2010","09","22","Korte, A.; Kniess, A.","2423","2010","03","30","Brasil","Santa Catarina","Rodeio","São Pedro.","-49.4113889","-26.9102778","-49.4113889","-26.9102778","611","611","Fito IFFSC 690 /S/28 Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea; flor botão floral","FURB27334","FURB27334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 10:02:17-03","FURB","FURB","29039","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","28","Korte, A.; Kniess, A.","2832","2010","03","15","Brasil","Santa Catarina","Ascurra","Guaricanas.","-49.41","-27","-49.4100000","-27.0000000","281","281","Florística IFFSC 633 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27310","FURB27310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-10-14 10:02:17-03","FURB","FURB","30335","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Gasper, AL de","2010","10","13","Korte, A.; Kniess, A.","2275","2010","03","11","Brasil","Santa Catarina","Benedito Novo","Campo de Zinco.","-49.5002778","-26.9102778","-49.5002778","-26.9102778","853","853","Fito IFFSC 689 /N/32 Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27329","FURB27329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-10-14 10:02:17-03","FURB","FURB","32935","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Oliveira, AA de","2011","01","11","Dreveck, S.; Carneiro, F.E.","1866","2010","02","25","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","744","744","Fito IFFSC 1025 /O/8 Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: arbórea; Fruto com fruto;","FURB27332","FURB27332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-10-14 10:02:17-03","FURB","FURB","33576","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Oliveira, AA de","2011","01","17","Korte, A.; Kniess, A.","4633","2010","10","20","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Rio da Nova Descoberta.","-48.7808334","-27.81","-48.7808334","-27.8100000","558","558","Florística IFFSC 255 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27335","FURB27335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-10-14 10:02:17-03","FURB","FURB","46877","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Brotto, ML","2014","08","20","Schwirkowski, P.",NA,"2014","05","04","Brasil","Santa Catarina","Campo Alegre","estrada Rio Vermelho-Campo Alegre.","-49.2733334","-26.2125","-49.2733334","-26.2125000",NA,NA,"Habitat: arbórea","FURB27311","FURB27311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-10-14 10:02:17-03","FURB","FURB","46949","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Brotto, ML","2014","09","09","Brotto, M.L.; Silva, J.M. & Mello, M.C.H.","1785","2014","08","28","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, estrada.","-48.7002778","-24.8536111","-48.7002778","-24.8536111","895","895",NA,"FURB27312","FURB27312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-10-14 10:02:17-03","FURB","FURB","47984","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Barboza, E","2013","10","16","Silva, J.M.","8352","2013","10","06","Brasil","Paraná","Guaratuba",NA,"-48.5733334","-25.9033333","-48.5733334","-25.9033333","10","10",NA,"FURB47984","FURB47984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-08 08:52:47-03","FURB","FURB","4942","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","M.L. Brotto","2016","12",NA,"Souza, N.L. de","164","2006","11","01","Brasil","Santa Catarina","Rio Do Oeste",NA,"-49.8991666","-27.2133333","-49.8991666","-27.2133333","395","395",NA,"FURB27206","FURB27206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 10:02:17-03","FURB","FURB","7430","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","15","Uller, H.F.","179","2008","04","05","Brasil","Santa Catarina","São Bento do Sul","Rugendas, ao lado do Centro de pesquisa.","-49.3786111","-26.2505556","-49.3786111","-26.2505556",NA,NA,NA,"FURB02028","FURB02028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 10:02:17-03","FURB","FURB","26335","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Brotto, ML","2008",NA,NA,"Ribas, O.S.; Silva, J.M.","7095","2005","10","27","Brasil","Paraná","Adrianópolis","Fazenda Mato Limpo, Bernck.","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,NA,"FURB27323","FURB27323",NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 10:02:17-03","FURB","FURB","1207","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A","2010","09","15","Sobral, M.",NA,"2002","02","12","Brasil","Santa Catarina","Guabiruba","Morro Santo Antônio.","-48.9810981750488","-27.0858001708984",NA,NA,NA,NA,NA,"FURB27330","FURB27330",NA,NA,NA,NA,"16046","auto",NA,NA,NA,NA,NA,NA,NA
"149","2021-03-16 17:53:08-03","UCS","HUCS","45639","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Brotto, M.L.","2015","09","23","Brotto, M.L.","1961","2015","07","23","Brasil","Paraná","Guaratuba",NA,"-48.585556","-25.910556","-48.585556","-25.910556","13","13","Árvore de 7m de altura; flores cor bege (deformadas).; Floresta Ombrófila Densa das Terras Baixas",NA,NA,"Angiospermae","Lauraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-16 17:53:08-03","UCS","HUCS","50128","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Quinet, A.","2010","09","15","Stival-Santos, A.","2273","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta","-49.14","-27.27","-49.14","-27.27","639","639","Florística IFFSC 467 (Arbórea); arbórea; flor botão floral verde claro; Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento",NA,NA,"Angiospermae","Lauraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-16 17:53:08-03","UCS","HUCS","39581","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Verdi, M.","2010","04","26","Verdi, M.","4442","2010","04","14","Brasil","Santa Catarina","Grão Pará","Barra do Rio do Meio","-49.2146987915039","-28.1849994659424",NA,NA,NA,NA,"Herbário FURB 23641; Floresta Ombrófila Densa - arbórea",NA,NA,"Angiospermae","Lauraceae",NA,NA,"24844","auto",NA,NA,NA,NA,NA,NA,NA
"152","2021-03-16 17:53:08-03","UCS","HUCS","35309","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Brotto, M.L.","2008",NA,NA,"Ribas, O.S.","7095","2005","10","27","Brasil","Paraná","Adrianópolis","Fazenda Mato Limpo - Berneck","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"árvore de 15 m - Herbário MBM; Floresta Ombrófila Densa",NA,NA,"Angiospermae","Lauraceae",NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA
"153","2021-03-16 17:53:08-03","UCS","HUCS","32346","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Reginato, M.","2006",NA,NA,"Reginato, M.","692","2006","04","01","Brasil","Paraná","Piraquara","Mananciais da Serra - Represa do Carvalinho","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Museu Botânico Municipal - MBM; arbórea caida com flores verdes",NA,NA,"Angiospermae","Lauraceae",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"154","2021-03-16 17:53:08-03","UCS","HUCS","39513","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"Stival-Santos, A.","2808","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro","-48.7785987854004","-27.6881008148193",NA,NA,NA,NA,"Herbário FURB 25828",NA,NA,"Angiospermae","Lauraceae",NA,NA,"22435","auto",NA,NA,NA,NA,NA,NA,NA
"155","2021-03-16 17:53:08-03","UCS","HUCS","39588","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"Verdi, M.","5042","2010","06","15","Brasil","Santa Catarina","São Martinho","Vargem do Cedro - Parque Estadual da Serra do Tabuleiro","-48.9794006347656","-28.1646995544434",NA,NA,NA,NA,"Herbário FURB 27451; Floresta Ombrófila Densa - interior do fragmento",NA,NA,"Angiospermae","Lauraceae",NA,NA,"20505","auto",NA,NA,NA,NA,NA,NA,NA
"156","2019-12-06 19:29:46-03","UFES","VIES","34717","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","J. Baitello","2016",NA,NA,"Araújo, E.A.","423","2015","02",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 03, indivíduo 25. Parque Nacional do Caparaó","-41.746944","-20.492778","41º44'49''W","20º29'34''S",NA,NA,NA,"VIES034717","VIES034717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-12-06 19:29:46-03","UFES","VIES","34732","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","J. Baitello","2016",NA,NA,"Araújo, E.A.","408","2015","10",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 05, indivíduo 321. Parque Nacional do Caparaó","-41.755278","-20.4925","41º45'19''W","20º29'33''S",NA,NA,NA,"VIES034732","VIES034732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-04-27 16:10:14-03","UFES","VIES","12005","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Oliveira, A.G.","2011","01","17","Lopes, L.C.M.; Lobão, A.Q.","46","2009","10","03","Brasil","Espírito Santo","Conceição da Barra","Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES012005","VIES012005",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"159","2020-04-27 16:10:14-03","UFES","VIES","12004","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Oliveira, A.G.","2009","09","26","Giaretta, A.O.; Monteiro, M.M. & Ribeiro, M.","621","2009","09","26","Brasil","Espírito Santo","Conceição da Barra","Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES012004","VIES012004",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"160","2019-06-27 10:25:24-03","UFES","VIES","31313","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"Curto, R.A.; Martins, L.T.; David, H.C. & Silva, A.E.","125","2010","09","06","Brasil","Espírito Santo","Guaçuí","Floresta do Rosal.","-41.6794013977051","-20.7756004333496",NA,NA,"650","650",NA,"VIES031313","VIES031313",NA,NA,NA,NA,"17884","auto",NA,NA,NA,NA,NA,NA,NA
"161","2019-08-16 08:39:43-03","UTFPR","HCF","27438","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","M.L. Brotto","2017","08","26","M.L. Brotto","2492","2017","08","26","Brasil","PR","Piraquara","Recreio da Serra","-49.0175","-25.447222","49°01'03 W","25°26'50 S","980","980","árvore com 14 m de altura. Frutos imaturos verdes, pedúnculo avermelhado. transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-08-16 08:39:43-03","UTFPR","HCF","19785","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","M.L. Brotto","2014","09","09","M.L. Brotto","1785","2014","08","28","Brasil","PR","Adrianópolis","Parque Estadual das Lauráceas, estrada","-48.700278","-24.853611","48°42'01 W","24°51'13 S","895","895","árvore de 1 m; pedúnculo da inflorescência vermelho e frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-08-16 08:39:43-03","UTFPR","HCF","18435","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","M.L. Brotto","2014","08","04","M.L. Brotto","1614","2014","04","21","Brasil","PR","Piraquara","Recreio da Serra","-49.015556","-25.4475","49°00'56 W","25°26'51 S","990","990","árvore de 7 m; flores cor creme com odor moderado agradável e frutos imaturos. Flor pistilada. Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-06-29 09:30:38-03","UFRRJ","RBR","42806","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","A. Quinet",NA,NA,NA,"T.P.P. Alverga",NA,"2015","05","28","Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F12/131.","-43.255278","-22.973056","43º15'19''W","22º58'23''S",NA,NA,NA,"RBR00042806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-06-29 09:30:38-03","UFRRJ","RBR","42807","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","A. Quinet",NA,NA,NA,"L.H. Soares",NA,"2015","06","12","Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F67/58.","-43.220278","-22.934722","43º13'13''W","22º56'5''S",NA,NA,NA,"RBR00042807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-06-29 09:30:38-03","UFRRJ","RBR","42809","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","A. Quinet",NA,NA,NA,"L.H. Soares",NA,"2015","06","12","Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F34/04.","-43.215556","-22.934167","43º12'56''W","22º56'3''S",NA,NA,NA,"RBR00042809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-06-29 09:30:38-03","UFRRJ","RBR","42810","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","A. Quinet",NA,NA,NA,"T.P.P. Alverga",NA,"2015","05","28","Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F56/39.","-43.311111","-22.926944","43º18'40''W","22º55'37''S",NA,NA,NA,"RBR00042810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-06-29 09:30:38-03","UFRRJ","RBR","42811","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","A. Quinet",NA,NA,NA,"L.H. Soares",NA,"2015","06","12","Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F34/11.","-43.215556","-22.934167","43º12'56''W","22º56'3''S",NA,NA,NA,"RBR00042811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-06-29 09:30:38-03","UFRRJ","RBR","43680","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","L.L.F. Abrahão",NA,NA,NA,"T.P.P. Alverga",NA,"2013","10","24","Brasil","Rio de Janeiro","Rio de Janeiro","Pedra da Gávea. F30/02.","-43.282778","-22.991111","43º16'58''W","22º59'28''S",NA,NA,NA,"RBR00043680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
