"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","class","typeStatus","relatedCatalogItem"
"44","2021-03-15 18:25:07-03","USP","SPF","217485","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Marcato, AC","294","2001","05","14",NA,"Brasil","Goiás","Posse","Ca. 17 km da divisa com a Bahia.","-46.283889","-14.065833","867","867",NA,"Altura total ca. 1,5 m, caule subterrâneo, folhas 8, pecíolo 15-27 cm, raque 142-148 cm compr., folíolos 76-83, mediano 40-45 x 3,2-3,5 cm. Bráctea peduncular 34,8 x 9cm, rostro 3,5 cm compr., pedúnculo 1,3 x 2 cm, raque 9 cm, ráquil","SPF00217485","Anônimo",NA,NA,NA,NA,"-46.283889","-14.065833",NA,NA,NA,NA,NA,NA
"45","2019-10-07 09:19:39-03","UEFS","HUEFS","168815","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Cotrim, A.","407",NA,NA,NA,NA,"Brasil","Bahia","Barreiras",NA,"-46.041667","-11.621667","769","769",NA,NA,"HUEFS0168815","L.R.Noblick","HUEFS0168815 HUEFS0168815_01",NA,NA,"2014","46W2'30''","11S37'18''","02",NA,NA,"Lilianae",NA,NA
"46","2019-10-07 09:19:39-03","UEFS","HUEFS","5633","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Noblick, L.R.","4522","1986","01","31",NA,"Brasil","Bahia","Coribe",NA,"-44.466667","-13.833333","650","700",NA,NA,"HUEFS0005633",NA,"HUEFS0005633",NA,NA,NA,"44W28'","13S50'",NA,NA,NA,"Lilianae",NA,NA
"47","2019-10-07 09:19:39-03","UEFS","HUEFS","5634","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Noblick, L.R.","4523","1986","02","01",NA,"Brasil","Bahia","Coribe",NA,"-44.466667","-13.833333","650","700",NA,NA,"HUEFS0005634","L.R.Noblick","HUEFS0005634",NA,NA,"1992","44W28'","13S50'",NA,NA,NA,"Lilianae",NA,NA
"48","2019-10-07 09:19:39-03","UEFS","HUEFS","5639","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Noblick, L.R.","4528","1986","02","04",NA,"Brasil","Bahia","Baianópolis",NA,"-44.6","-12.816667","700","800",NA,NA,"HUEFS0005639",NA,"HUEFS0005639",NA,NA,NA,"44W36'","12S49'",NA,NA,NA,"Lilianae",NA,NA
"49","2019-10-07 09:19:39-03","UEFS","HUEFS","5640","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Noblick, L.R.","4529","1986","02","05",NA,"Brasil","Bahia","Barreiras",NA,"-45.033333","-12.116667","600","800",NA,NA,"HUEFS0005640",NA,"HUEFS0005640",NA,NA,NA,"45W2'","12S7'",NA,NA,NA,"Lilianae",NA,NA
"50","2019-09-04 20:05:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"S. F. Glassman","13047","1976","8","23","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","Paratype",NA
"51","2019-09-04 17:47:00-03","F","FMNH-SEEDPLANTS","V0092006F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"S. F. Glassman","13048","2076","8","23","South America","Brazil","Bahia","Barreiras",NA,"-44.9900016784668","-12.1527996063232",NA,NA,NA,NA,"V0092006F",NA,"V0092006F_01 V0092006F_02","152720","auto",NA,NA,NA,NA,NA,NA,"Monocotyledoneae","Holotype",NA
"52","2020-07-23 11:58:11-03","CEPLAC","CEPEC","52495","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"L. R. Noblick","4528","1986","02","04",NA,"Brasil","Bahia","BIANOPOLIS","12-13Km S Cocos (Rio São Desidério) estrada Várzeas/Correntina.","-44.6","-12.816667",NA,NA,NA,"<ll>dwc_commonname:</ll> Catole",NA,"L. R. Noblick",NA,NA,NA,NA,"44W36'0","12S49'0",NA,NA,NA,NA,"Paratipo","30/12/1986"
"53","2020-07-23 11:58:11-03","CEPLAC","CEPEC","52494","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"L. R. Noblick","4528","1986","02","04",NA,"Brasil","Bahia","BIANOPOLIS","12-13Km S do povoado de Cocos (Rio São Desiderio) estrada Varzeas/Correntina.","-44.6","-12.816667",NA,NA,NA,"<ll>dwc_commonname:</ll> Catole",NA,"L. R. Noblick",NA,NA,NA,NA,"44W36'0","12S49'0",NA,NA,NA,NA,"Paratipo","30/12/1986"
"54","2020-07-23 11:58:11-03","CEPLAC","CEPEC","44669","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"L. R. Noblick","4675","1988","10","29",NA,"Brasil","Bahia","FORMOSA DO RIO PRETO","16Km SE Sao Marcelo.","-45.183333","-11.033333",NA,NA,NA,NA,NA,"L. R. Noblick",NA,NA,NA,NA,"45W11'0","11S2'0",NA,NA,NA,NA,NA,"30/12/1989"
"55","2020-07-23 11:58:11-03","CEPLAC","CEPEC","55204","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"L. R. Noblick","4522","1986","01","31",NA,"Brasil","Bahia","coribe","7-8Km ao S cidade, BR-172 (Coribe/Cocos).","-44.466667","-13.833333",NA,NA,NA,"<ll>dwc_commonname:</ll> Catole",NA,"L. R. Noblick",NA,NA,NA,NA,"44W28'0","13S50'0",NA,NA,NA,NA,NA,"30/12/1986"
"56","2020-07-23 11:58:11-03","CEPLAC","CEPEC","61035","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"A. M. Amorim","1531","1993","11","28",NA,"Brasil","Sergipe","ESTÂNCIA","19Km da BR-101 p/ a praia do Abais.","-37.4383010864258","-11.2683000564575",NA,NA,NA,NA,NA,"A. M. Amorim",NA,"24378","auto",NA,"0W0'0","0*0'0",NA,NA,NA,NA,NA,"30/12/1993"
"57","2019-08-02 10:06:59-03","CPATSA","HTSA-CARPOTECA","147","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","S/C",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Álcool","<ll>dwc_commonname:</ll> Côco-caroço-só",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-01 15:13:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Sampaio, AB; Simpson, PL; Proença, CEB; Silva, LHS; Simon, MF","497","2001","05","07","Southern America","Brasil","Tocantins","Mateiros","Região do Jalapão. Pedra da Baliza, divisa entre os estados de TO, MA, PI, e BA","-46.1","-10.616667",NA,NA,NA,"Campo sujo. Solo areias quartzozas. Relevo plano","UB0003155","Noblick, LR","UB0003155",NA,NA,"2001","-46.1","-10.616667","08","14",NA,NA,NA,NA
"59","2019-11-01 15:13:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Anderson, WR; Stieber, M; Kirkbride Junior, JH","36868","1972","03","08","Southern America","Brasil","Bahia",NA,"Ca. 1,5 km long. Espigão Mestre, ca. 100 km WSW of Barreiras",NA,NA,"750","800",NA,"Sessile leaves, no trunk; leaves arching, ca. 1,5 m long; Cerrado, campo sujo, and brejo","UB0003144","Noblick, LR","UB0003144",NA,NA,"1992",NA,NA,"04","30",NA,NA,NA,NA
"60","2019-11-01 15:13:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Anderson, WR; Stieber, M; Kirkbride Junior, JH","36868","1972","03","08","Southern America","Brasil","Bahia",NA,"Ca. 1,5 km long. Espigão Mestre, ca. 100 km WSW of Barreiras",NA,NA,"750","800",NA,"Sessile leaves, no trunk; leaves arching, ca. 1,5 m long; Cerrado, campo sujo, and brejo","UB0003146","Noblick, LR","UB0003146",NA,NA,"1992",NA,NA,"04","30",NA,NA,NA,NA
"61","2019-11-01 15:13:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Martins, RC; et al.","367","2003","09","02","Southern America","Brasil","Goiás","Guarani de Goiás","Fazenda dos Ciganos, próximo ao Assentamento Belo Horizonte","-46.4803009033203","-13.9357995986938",NA,NA,NA,"1-1,5m. Arranjo em grupo de 2-6, inseridos em planos diferentes na parte mediana, solitários e regularmente arranjados no ápice. Inflorescência estaminada, com cheiro de banana madura","UB0003213",NA,"UB0003213","35901","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 09:59:27-03","IBt","SP","252157","S","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Noblick, LR; Lôbo, G","4522","1986","01","31",NA,"Brasil","Bahia","Coribe","7-8 km sul da cidade na BR-172 (Coribe/Cocos)","-44.466667","-13.833333","650","700",NA,"Palmeira acaulescente e solitária às vezes parecendo cespitosa. Folhas pinadas com 5-6 na copa, arrumadas espiraladamente e patentes, fortemente recurvadas. Pecíolo parecendo nú nas margens, pelo menos na parte em cima do chão, de 14-45","SP055753","Noblick, LR","SP055753 SP055753_01 SP055753_02 SP055753_03",NA,NA,"1986","-44.466667","-13.833333",NA,NA,NA,NA,NA,NA
"63","2019-05-22 10:05:48-03","IBt","SP","185597","Carpo","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Glassman, SF","13048","1976","08","23",NA,"Brasil","Bahia","Barreiras","28 km W of Barreiras","-44.9900016784668","-12.1527996063232",NA,NA,NA,"Common, acaulescent",NA,"Noblick, LR",NA,"152720","auto","1992",NA,NA,"05","29",NA,NA,"Isotype",NA
