"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","decimalLongitude","imagecode","infraspecificEpithet","recordNumber","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","phylum","occurrenceRemarks","continentOcean","typeStatus","class","order"
"11","2021-02-07 08:35:28-03","MN","R","219203","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis","E. Pereira & L.A. Penna","Neves, B.F.S.","2014","03","28","Neves, B.F.S. 29; Uribbe, F.P.; Jacques, S.S.A. & Kessous, I.M.","2012","01","18","Brasil","São Paulo","Paraty","Corisco","-23.269183","44°46'82W","23°16'151S","R010019785",NA,"R010019785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-07 17:00:40-03","MN","R","225332","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis","E. Pereira & L.A. Penna","Neves, B.F.S.","2015","10","23","Neves, B.F.S. 384; Costa, A.F. & Zanella, C.M.","2015","10","07","Brasil","Rio de Janeiro","Paraty","Fazenda São Gonçalo","-23.025861","44°36'47,0''W","23°01'33,1''S","R010019796","-44.613056","R010019796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-31 13:37:05-03","MN","R","237747","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 33; Uribbe, F.P.; Jacques, S.S.A., Kessous, I.M., Gonçalves, L.F. & Santos, R.G.P.","2012","02","15","Brasil","Rio de Janeiro","Guapimirim","Guapiaçu","-22.413611","42°44'25W","22°24'49S","R010068180,R010068181","-42.740278","R010068180 R010068181","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-31 13:37:05-03","MN","R","105076","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.","2019","09","05","Vidal, J.","1952",NA,NA,"Brasil","Rio de Janeiro",NA,"Serra dos Órgãos.",NA,NA,NA,"R010066928",NA,NA,"var.brevisepala","II - 2381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-31 13:37:05-03","MN","R","237752","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 39a; Uribbe, F.P.","2012","03","16","Brasil","Rio de Janeiro","Guapimirim","Granja Monte Olivete","-22.515278","43°0'70W","22°30'55S","R010066802,R010066809",NA,"R010066809","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-31 13:37:05-03","MN","R","237748","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 19; Uribbe, F.P. & Costa, A.F.","2011","04","06","Brasil","Rio de Janeiro","Magé","Andorinhas","-22.526944","43°1'59W","22°31'37S","R010066754","-43.033056","R010066754","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-31 13:37:05-03","MN","R","237749","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 18; Uribbe, F.P. & Costa, A.F.","2011","04","06","Brasil","Rio de Janeiro","Magé","Andorinhas","-22.526944","43°1'59W","22°31'37S","R010066753","-43.033056","R010066753","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-31 13:37:05-03","MN","R","237750","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 17; Uribbe, F.P. & Costa, A.F.","2011","04","06","Brasil","Rio de Janeiro","Magé","Andorinhas","-22.526944","43°1'59W","22°31'37S","R010066808,R010066807","-43.033056","R010066807 R010066808","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:37:05-03","MN","R","237751","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 27; Uribbe, F.P.","2012","01","13","Brasil","Rio de Janeiro","Magé","Andorinhas","-22.526944","43°1'59W","22°31'37S","R010068183,R010068184","-43.033056","R010068183 R010068184","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-31 13:37:05-03","MN","R","237757","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 39f; Uribbe, F.P.","2012","03","16","Brasil","Rio de Janeiro","Guapimirim","Granja Monte Olivete","-22.515278","43°0'70W","22°30'55S","R010066766",NA,"R010066766","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-31 13:37:05-03","MN","R","237765","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 39n; Uribbe, F.P.","2012","03","16","Brasil","Rio de Janeiro","Guapimirim","Granja Monte Olivete, Vale do Rio Bananal.","-22.515278","43°0'70W","22°30'55S","R010067118,R010067119,R010067120",NA,NA,"var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-31 13:37:05-03","MN","R","237755","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 39d; Uribbe, F.P.","2012","03","16","Brasil","Rio de Janeiro","Guapimirim","Granja Monte Olivete, Vale do Rio Bananal.","-22.515278","43°0'70W","22°30'55S","R010066764",NA,"R010066764","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-31 13:37:05-03","MN","R","237770","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 36a; Gonçalves, L.F.","2012","03","05","Brasil","Rio de Janeiro","Magé","Santo Aleixo","-22.505","43°1'43W","22°30'18S","R010068185","-43.028611",NA,"var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-31 13:37:05-03","MN","R","237771","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 36b; Gonçalves, L.F.","2012","03","05","Brasil","Rio de Janeiro","Magé","Santo Aleixo","-22.505","43°1'43W","22°30'18S","R010066785","-43.028611","R010066785","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:37:05-03","MN","R","237772","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 36c; Gonçalves, L.F.","2012","03","05","Brasil","Rio de Janeiro","Magé","Santo Aleixo","-22.505","43°1'43W","22°30'18S","R010066878","-43.028611",NA,"var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:37:05-03","MN","R","237774","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 36e; Gonçalves, L.F.","2012","03","05","Brasil","Rio de Janeiro","Magé","Santo Aleixo, Cachoeira Grande, trilha para a represa da CEDAE.","-22.505","43°1'43W","22°30'18S","R010066784","-43.028611","R010066784","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:37:05-03","MN","R","237775","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 36f; Gonçalves, L.F.","2012","03","05","Brasil","Rio de Janeiro","Magé","Santo Aleixo, Cachoeira Grande, trilha para a represa da CEDAE.","-22.505","43°1'43W","22°30'18S","R010066759","-43.028611","R010066759","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-31 13:37:05-03","MN","R","237776","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 36g; Gonçalves, L.F.","2012","03","05","Brasil","Rio de Janeiro","Magé","Santo Aleixo, Cachoeira Grande, trilha para a represa da CEDAE.","-22.505","43°1'43W","22°30'18S","R010066879","-43.028611",NA,"var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-31 13:37:05-03","MN","R","237777","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 36h; Gonçalves, L.F.","2012","03","05","Brasil","Rio de Janeiro","Magé","Santo Aleixo, Cachoeira Grande, trilha para a represa da CEDAE.","-22.505","43°1'43W","22°30'18S","R010067122","-43.028611",NA,"var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-31 13:37:05-03","MN","R","237778","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 36i; Gonçalves, L.F.","2012","03","05","Brasil","Rio de Janeiro","Magé","Santo Aleixo","-22.505","43°1'43W","22°30'18S","R010066760","-43.028611","R010066760","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:37:05-03","MN","R","237782","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 36m; Gonçalves, L.F.","2012","03","05","Brasil","Rio de Janeiro","Magé","Santo Aleixo, Cachoeira Grande, trilha para a represa da CEDAE.","-22.505","43°1'43W","22°30'18S","R010066782","-43.028611","R010066782","var.brevisepala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-07 08:35:28-03","MN","R","237807","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 396; Uribbe, F.P.","2013","02","02","Brasil","São Paulo",NA,"Reserva Indaiás",NA,NA,NA,"R010066797,R010066802",NA,NA,"var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-07 08:35:28-03","MN","R","238491","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398a; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga","-23.338611","45°9'1W","23°20'19S","R010069603","-45.150278","R010069603","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-07 08:35:28-03","MN","R","238492","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398b; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga","-23.338611","45°9'1W","23°20'19S","R010069602","-45.150278","R010069602","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-07 08:35:28-03","MN","R","238493","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398c; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga","-23.338611","45°9'1W","23°20'19S","R010069601","-45.150278","R010069601","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-07 08:35:28-03","MN","R","238494","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398d; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga","-23.338611","45°9'1W","23°20'19S","R010069606","-45.150278","R010069606","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-07 08:35:28-03","MN","R","238495","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398e; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga","-23.338611","45°9'1W","23°20'19S","R010069605","-45.150278","R010069605","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-07 08:35:28-03","MN","R","238496","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398f; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga","-23.338611","45°9'1W","23°20'19S","R010069604","-45.150278","R010069604","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-07 08:35:28-03","MN","R","238497","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398g; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar","-23.338611","45°9'1W","23°20'19S","R010069609","-45.150278","R010069609","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-07 08:35:28-03","MN","R","238498","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398h; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar","-23.338611","45°9'1W","23°20'19S","R010069608","-45.150278","R010069608","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-07 08:35:28-03","MN","R","238499","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398i; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar","-23.338611","45°9'1W","23°20'19S","R010069607","-45.150278","R010069607","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-07 08:35:28-03","MN","R","238500","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398j; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar","-23.338611","45°9'1W","23°20'19S","R010069612","-45.150278","R010069612","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-07 08:35:28-03","MN","R","238501","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398k; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar","-23.338611","45°9'1W","23°20'19S","R010069611","-45.150278","R010069611","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-07 08:35:28-03","MN","R","238502","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398l; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga","-23.338611","45°9'1W","23°20'19S","R010069610","-45.150278","R010069610","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-07 08:35:28-03","MN","R","238503","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398m; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga","-23.338611","45°9'1W","23°20'19S","R010069615","-45.150278","R010069615","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-07 08:35:28-03","MN","R","238504","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398n; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga","-23.338611","45°9'1W","23°20'19S","R010069614","-45.150278","R010069614","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-07 08:35:28-03","MN","R","238505","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398o; Néri, J","2013","02","02","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga","-23.338611","45°9'1W","23°20'19S","R010069613","-45.150278","R010069613","var.patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-07 08:35:28-03","MN","R","237804","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.taritubensis","E. Pereira & L.A. Penna","Neves, B.F.S.","2019","08","21","Neves, B.F.S. 193; Uribbe, F.P. & Néri, J.","2012","12","14","Brasil","Rio de Janeiro","Paraty","Fazenda São Gonçalo","-23.025861","44°36'47W","23°1'33,1S","R010068177,R010068179,R010068178","-44.613056","R010068177 R010068178 R010068179","var.taritubensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-07 08:35:28-03","MN","R","211171","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna",NA,NA,NA,NA,"Costa, A.F. 938; Neves, B.F.S.","2011","06","02","Brasil","Rio de Janeiro","Guapimirim",NA,"-22.5372009277344",NA,NA,NA,"-42.9818992614746",NA,"var.brevisepala",NA,"21463","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-07 08:35:28-03","MN","R","224122","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.patens","B. Neves & A.F. Costa","Neves, B.","2019","08","21","Neves, B.F.S.","2015","05","06","Brasil","São Paulo","Bananal",NA,"-22.6800003051758",NA,NA,"R010018068","-44.3199996948242",NA,"var.patens","315","26795","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-04-07 17:00:40-03","MN","R","237810","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.F.S.",NA,NA,NA,"Neves, B.F.S.","2012","01","13","Brasil","Rio de Janeiro","Magé","Andorinhas. Parque Nacional da Serra dos Órgãos, Vale do Rio Santo Aleixo, Trilha Coruja-italianos","-22.6527996063232",NA,NA,"R010066798","-43.040599822998","R010066798","var.brevisepala","26","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-31 13:37:05-03","MN","R","107532","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","taritubensis","Vriesea taritubensis var.brevisepala","E. Pereira & L.A. Penna","Neves, B.","2019","08","21","Vidal, J.","1952","06",NA,"Brasil","Rio de Janeiro","Magé","Colhida na Fazenda do Cortume","-22.6527996063232",NA,NA,"R010067172","-43.040599822998",NA,"var.brevisepala","II - 3366","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA
