"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","individualCount","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified"
"11","2021-03-15 16:37:00-03","NY","NYBG","3908488","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","cordatum","Protium cordatum","Huber","G. Damasco","G. Damasco","1503","2014","09","03","South America","Brazil","Pará","Faro","Igarapés alfuentes do Rio Nhamundá","-56.80160056","-1.98316684","22.476318","22.476318","sheet","As entidades taxonômicas aqui determinadas serão publicadas como parte da tese de doutorado de Gabriel Damasco <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3982140' target='other'> <mi>dwc_moreinfo</mi></a>","NY03908488","NY03908488_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3908493","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","cordatum","Protium cordatum","Huber","G. Damasco","G. Damasco","1334","2014","09","03","South America","Brazil","Pará","Faro","Igarapés alfuentes do Rio Nhamundá","-56.80150978","-1.983036669","20.794067","20.794067","sheet","As entidades taxonômicas aqui determinadas serão publicadas como parte da tese de doutorado de Gabriel Damasco <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3982139' target='other'> <mi>dwc_moreinfo</mi></a>","NY03908493","NY03908493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1310507","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. C. Daly","F. E. L. de Miranda","395","1983","09","02","South America","Brazil","Pará","Tucuruí","PA-149","-49.6735668","-3.764569",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1542501' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310507","NY01310507_01",NA,"cordatum",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1309750","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. C. Daly","J. Ramos","626","1983","09","13","South America","Brazil","Pará","Tucuruí","Campina de Santa Rosa.","-49.6725","-3.7661",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1542426' target='other'> <mi>dwc_moreinfo</mi></a>","NY01309750","NY01309750_01",NA,"cordatum",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1310502","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. C. Daly","D. C. Daly","1080","1981","10","30","South America","Brazil","Pará",NA,"Approx.25km S of Tucuruí, just off old BR 422 at junction with old railroad bed","-49.6735668","-3.9906516",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1542460' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310502","NY01310502_01",NA,"cordatum",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1310503","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. C. Daly","J. Ramos","883","1983","09","20","South America","Brazil","Pará","Tucuruí","Margem direita da PA-149, km 35.","-49.6735668","-3.764569",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1542477' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310503","NY01310503_01",NA,"cordatum",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1310505","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. C. Daly","M. G. da Silva","5503","1980","06","14","South America","Brazil","Pará","Tucuruí","Margem direita da BR-263, km 16.","-49.5473018","-3.751053",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1542488' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310505","NY01310505_01",NA,"cordatum",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1310504","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. C. Daly","J. Ramos","1147","1983","11","18","South America","Brazil","Pará","Tucuruí","Campina de Santa Rosa, ramal da BR-422.","-49.6725","-3.7661",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1542482' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310504","NY01310504_01",NA,"cordatum",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1310501","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. C. Daly","D. C. Daly","980","1981","10","28","South America","Brazil","Pará",NA,"Approx. 18 km east of Tucurui and Rio Tocantins, by BR 263","-49.559238","-3.764177",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1542436' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310501","NY01310501_01 NY01310501_02",NA,"cordatum",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1310506","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. C. Daly","J. Revilla","8502","1983","10","04","South America","Brazil","Pará","Tucuruí","Campinas de Santa Rosa","-49.6725","-3.7661",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1542496' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310506","NY01310506_01",NA,"cordatum",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1310508","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. C. Daly","F. E. L. de Miranda","408","1983","09","02","South America","Brazil","Pará","Tucuruí","PA-149","-49.6735668","-3.764569",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1542508' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310508","NY01310508_01",NA,"cordatum",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1310510","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. C. Daly","M. G. da Silva","5806","1980","11","08","South America","Brazil","Pará","Tucuruí","BR 263 Km 16","-49.5473018","-3.751053",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1542516' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310510","NY01310510_01",NA,"cordatum",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1310509","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. C. Daly","P. L. B. Lisboa","1326","1980","01","31","South America","Brazil","Pará","Tucuruí","margem direita do Rio Tocantins, BR 263, Km 16.","-49.5473018","-3.751053",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1542513' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310509","NY01310509_01",NA,"cordatum",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:36:02-03","EAO","IAN","61874","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Burseraceae","Protium","cordatum","Protium cordatum","Huber",NA,"Black, GA; Ledoux, PVD","10574","1950","11","06","Southern America","Brasil","Pará","Faro","Fazenda Santa Olimpia; campo Umiri; municipio de Faro.","-56.7449989318848","-2.17139005661011",NA,NA,NA,"Arbusto; fruto verde","IAN061874","IAN061874 IAN061874_e IAN061874_e1",NA,NA,"342029","auto",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:29:37-03","NBC","NL-BOTANY","U.1410426","PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Protium","cordatum","Protium cordatum","Huber",NA,"Black GA; Ledoux P",NA,"1950","06","06","Southern America","Brazil",NA,NA,"Estado do Para, Fazenda Santa Olimpia; campo Umiri; municipio de Faro.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410426","NL-U1410426",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2009-03-09 11:07:00-03","MO","MOBOT","100173332","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. Daly","Douglas C. Daly","Daly 1080","1981","10","30","South America","Brazil","Pará",NA,"Approx. 25 km S of Tucurui, just off old BR 422 at junction with old railroad bed.","-49.6333333","-3.9666667",NA,NA,NA,NA,NA,NA,NA,"cordatum",NA,NA,NA,"1",NA,NA,NA,NA
"27","2012-03-09 05:17:00-03","MO","MOBOT","100173363","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","D. Daly","Douglas C. Daly|Ricardo Callejas|Milton G. da Silva|Edith L. Taylor|Carlos S. Rosário|M.R. dos Santos","Daly 980","1981","10","28","South America","Brazil","Pará",NA,"Approx. 18 km east of Tucurui and Rio Tocantins, by BR 263. White-sand campina and campina forest (campinarana).","-49.5333333","-3.5",NA,NA,NA,NA,NA,NA,NA,"cordatum",NA,NA,NA,"1",NA,NA,NA,NA
"28","2020-08-31 09:09:10-03","INPA","INPA","114736","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","Daly, DC","Miranda, FEL de","395","1983","09","02","Southern America","Brasil","Pará","Tucuruí","PA 149, Tucuruí, PA 149.","-49.673567","-3.764569",NA,NA,NA,NA,"INPA0114736","INPA0114736 INPA0114736_e",NA,"cordatum",NA,NA,NA,NA,"1987","-49.673567","-3.764569",NA
"29","2020-08-31 09:09:10-03","INPA","INPA","114749","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","Daly, DC","Miranda, FEL de","408","1983","09","02","Southern America","Brasil","Pará","Tucuruí","PA 149","-49.673567","-3.764569",NA,NA,NA,NA,"INPA0114749","INPA0114749 INPA0114749_e",NA,"cordatum",NA,NA,NA,NA,"1987","-49.673567","-3.764569",NA
"30","2020-08-31 09:09:10-03","INPA","INPA","115172","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","Daly, DC","Revilla, J","8502","1983","10","04","Southern America","Brasil","Pará","Tucuruí","Campina de Santa Rosa, ramal da BR 422, Campina de Santa Rosa","-49.6725","-3.7661",NA,NA,NA,NA,"INPA0115172","INPA0115172 INPA0115172_e",NA,"cordatum",NA,NA,NA,NA,"1987","-49.6725","-3.7661",NA
"31","2020-08-31 09:09:10-03","INPA","INPA","116983","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","Daly, DC","Daly, DC","1080","1981","10","30","Southern America","Brasil","Pará","Tucuruí","Approx. 25km S of Tucuruí, just off old BR-422 at junction with old railroad bed","-49.633333","-3.966667",NA,NA,NA,NA,"INPA0116983","INPA0116983 INPA0116983_e INPA0116983_e1",NA,"cordatum",NA,NA,NA,NA,"1987","-49.633333","-3.966667",NA
"32","2020-08-31 09:09:10-03","INPA","INPA","131577","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","Daly, DC","Davidse, G","17881","1980","04","03","Southern America","Brasil","Pará","Marapanim","Just east of fishing village of Camara which is ca. 11 km notthwest of Marudá","-47.683333","-0.616667","2","2",NA,NA,"INPA0131577","INPA0131577 INPA0131577_e INPA0131577_e1",NA,"cordatum",NA,NA,NA,NA,"1990","-47.683333","-0.616667",NA
"33","2020-08-31 09:09:10-03","INPA","INPA","134336","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","Daly, DC","Silva, MFF da","197","1979","12","10","Southern America","Brasil","Pará",NA,"Rio Tocantins, a mais ou menos 1, Margem direita do rio Tocantins, a mais ou menos 15km dos canteiros de obra da U.H.T",NA,NA,NA,NA,NA,NA,"INPA0134336","INPA0134336 INPA0134336_e",NA,"cordatum",NA,NA,NA,NA,"1987",NA,NA,NA
"34","2020-08-31 09:09:10-03","INPA","INPA","52710","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","Daly, DC","Mota, CDA da","208","1975","09","21","Southern America","Brasil","Rondônia","Porto Velho",NA,"-63.9039001464844","-8.76194000244141",NA,NA,NA,NA,"INPA0052710","INPA0052710 INPA0052710_e",NA,"cordatum","333357","auto",NA,NA,"1990",NA,NA,NA
"35","2020-08-31 09:09:10-03","INPA","INPA","136644","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","Daly, DC","Lisbôa, PLB","1326","1980","01","31","Southern America","Brasil","Pará","Tucuruí","Rio Tocantins, na BR 263, km 16, Margem direita do Rio Tocantins, na BR-263, km 16","-49.547302","-3.751053",NA,NA,NA,NA,"INPA0136644","INPA0136644 INPA0136644_e INPA0136644_e1",NA,"cordatum",NA,NA,NA,NA,"2004","-49.547302","-3.751053","03"
"36","2020-08-31 09:09:10-03","INPA","INPA","116908","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","Daly, DC","Daly, DC","980","1981","10","28","Southern America","Brasil","Pará","Tucuruí","Appróx. 18 km. east of Tucuruí and Tocantins, by BR-263. White -sand campina and forest","-49.533333","-3.5",NA,NA,NA,NA,"INPA0116908","INPA0116908 INPA0116908_e INPA0116908_e1",NA,"cordatum",NA,NA,NA,NA,"2004","-49.533333","-3.5","03"
"37","2020-08-31 09:09:10-03","INPA","INPA","115719","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","Daly, DC","Ramos, JF","1147","1983","11","18","Southern America","Brasil","Pará","Tucuruí","Campina de Santa Rosa, ramal da BR 422, Campina de Santa Rosa, ramal da BR-422","-49.6","-3.5",NA,NA,NA,NA,"INPA0115719","INPA0115719 INPA0115719_e",NA,"cordatum",NA,NA,NA,NA,"1987","-49.6","-3.5",NA
"38","2020-08-31 09:09:10-03","INPA","INPA","115016","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly","Daly, DC","Ramos, JF","883","1983","09","20","Southern America","Brasil","Pará","Tucuruí","PA 149, Margem direita da PA-149, km 35","-49.6","-3.5",NA,NA,NA,NA,"INPA0115016","INPA0115016 INPA0115016_e INPA0115016_e1",NA,"cordatum",NA,NA,NA,NA,"2004","-49.6","-3.5","03"
"39","2020-09-12 05:00:02-03","US","US","USw31653","PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Protium","cordatum","Protium cordatum",NA,NA,"A. Mattos & A. Magnanini","RB 87923",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","2199919","PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Protium","heptaphyllum","Protium heptaphyllum cordatum","(Huber) Daly",NA,"W. A. Archer","8343","1943","4","8","South America - Neotropics","Brazil","Santarém",NA,"East side of Santarém",NA,NA,NA,NA,NA,NA,"US01865683","US01865683_01 US01865683_02",NA,"cordatum",NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"41","2019-09-04 19:19:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Burseraceae","Protium","cordatum","Protium cordatum",NA,NA,"A. Ducke",NA,"1907","8","21","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"42","2019-09-04 19:05:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Burseraceae","Protium","cordatum","Protium cordatum",NA,NA,"A. Ducke",NA,"1907","8","21","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
