"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"45","2020-11-04 11:19:37-03","ESALQ","ESA","85063","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.","Rodrigues, R.R.","Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","22","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,"ESA085063",NA,NA,NA,NA,NA,NA,NA,NA,"134.0","Magnoliophyta",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:19:37-03","ESALQ","ESA","13184","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.","Godoy, J.R.L.","Mantovani, W.","1985","11","14","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA013184",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:19:37-03","ESALQ","ESA","104558","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride",NA,"Franco, G.A.D.C.","Aguiar, O.T.","2002","03","14","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"ESA104558",NA,"2002","03","20",NA,NA,NA,NA,"1191.0","Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:19:37-03","ESALQ","ESA","123824","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride",NA,"Souza, V.C.","Souza, V.C. ; Flores, T.B.","2013","04","30","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,"ESA123824",NA,"2013",NA,NA,"Árvore, ca. 7 m alt. Vegetativo.","Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.",NA,NA,"34925.0","Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:19:37-03","ESALQ","ESA","71576","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.","Resende, F.C.S.","Ferretti, A.R. et al.","1996","12","12","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"ESA071576","ESA071576","2002","06","06","Árvore, ca. 10 m alt.; flores creme. Latescente.","Arredores da foz do Rio Guaraú (margem esquerda). Mata de restinga.",NA,NA,"22.0","Magnoliophyta",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:19:37-03","ESALQ","ESA","52070","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichl. Ex M.",NA,"Lima, R.A.F.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA052070",NA,NA,NA,NA,"no sub-bosque","Parcela permanente - Parque Estadual de Carlos Botelho","400","400","511.0","Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:19:37-03","ESALQ","ESA","109886","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109886",NA,NA,NA,NA,NA,"Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"30326.0","Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"52","2020-11-04 11:19:37-03","ESALQ","ESA","109467","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109467","ESA109467",NA,NA,NA,NA,"Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"29201.0","Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:19:37-03","ESALQ","ESA","109887","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109887",NA,NA,NA,NA,NA,"Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"30327.0","Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"54","2021-01-14 15:33:33-03","MN","R","12066","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Pennington, T.D.","Glaziou, A.F.M.","1890","11","21","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R000012066","R000012066_001","1985",NA,NA,"Plantas do Brasil Central",NA,NA,NA,"18354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-01-14 15:33:33-03","MN","R","93876","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Pennington, T.D.","Glaziou, A.F.M.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R000093876","R000093876_001","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-01-14 15:33:33-03","MN","R","94040","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Pennington, T.D.","Glaziou, A.F.M.","1890","11",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R000094040","R000094040_001","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-07-02 14:04:14-03","JBP","HPL","10873","S","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride",NA,"H. Lorenzi","H. Lorenzi","2008","11","25","Brasil","RS","Maquiné","-50.2072","-29.675",NA,NA,NA,NA,"2008","11","25",NA,"Coletado na localidade de Mundo Novo em bosque da Mata Atlântica, próximo a um rio pedregoso a 2 Km da cidade.",NA,NA,"6543",NA,NA,NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA
"58","2015-07-02 14:04:14-03","JBP","HPL","9616","S","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride",NA,"H. Lorenzi","H. Lorenzi","2007","10","09","Brasil","RS","Maquine","-50.2072","-29.675",NA,NA,NA,NA,"2007","10","09",NA,"Coletado na localidade Novo Mundo; em área de mata de várzea.",NA,NA,"6356",NA,NA,NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA
"59","2019-12-19 08:15:30-03","FPS","FPS","3155","MachineObservation","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Völtz, R.R.","Schwirkowski, P.","2017","11","09","Brasil","Santa Catarina","São Bento do Sul","-49.38286","-26.244304","-49.38286","-26.244304","FPS03155,FURB57481","FPS03155_v01 FPS03155_v02 FPS03155_v03 FPS03155_v04 FPS03155_v05 FPS03155_v06 FPS03155_v07 FPS03155_v08 FPS03155_v09 FPS03155_v10 FPS03155_v11 FPS03155_v12 FURB57481","2018","10","05","<ll>dwc_commonname:</ll> Cacheta, caixeta, caxeta, caixeta-amarela, caxeta-amarela, massaranduba, aguaí","Na Estação de Tratamento de Água - ETA - do SAMAE",NA,NA,"2581",NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 57481",NA,NA,NA
"60","2019-12-19 08:15:30-03","FPS","FPS","1663","MachineObservation","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Völtz, R.R.","Schwirkowski, P.","2011","08","03","Brasil","Santa Catarina","Jaraguá do Sul","-49.15006","-26.303655","-49.15006","-26.303655","FPS01663","FPS01663_v01 FPS01663_v02 FPS01663_v03 FPS01663_v04 FPS01663_v05","2018","10","05","<ll>dwc_commonname:</ll> Cacheta, caixeta, caxeta, caixeta-amarela, caxeta-amarela, massaranduba, aguaí","Santa Luzia. Margens do Rio Itapocuzinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-02-15 11:50:21-02","IPA","IPA","54743","S","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler",NA,"Záchia, M.R.","1992","03",NA,"Brasil","Rio Grande do Sul","Terra de Areia","-50.07080078125","-29.5853004455566",NA,NA,"IPA0054743",NA,NA,NA,NA,"Mata Atlântica.","Estrada para Aratinga.",NA,NA,"s.n.","Plantae",NA,"Southern America",NA,"32697","auto",NA,NA,NA,NA,NA,NA
"62","2019-02-15 11:50:21-02","IPA","IPA","44204","S","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Melo, M.M.F. de","Hatschbach, G.","1968","10","22","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"IPA0044204",NA,"1981",NA,NA,"Árvore 8m; flor alvacentes.; Mata pluvial, vertente atlântica.","Rio Sagrado de Cima","300","300","20086","Plantae",NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA
"63","2019-08-27 13:28:51-03","IAP","PACA-AGP","105434","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Sobral, M.","Jagmin, N.","1999","07","07","Brasil","SC","Itá","-52.3231010437012","-27.290599822998",NA,NA,"PACA105434",NA,NA,NA,NA,"Xiloteca nº 991&nf;Altura: 11m; Circunferência: 44cm; Fuste: 5m.",NA,NA,NA,NA,"Magnoliophyta","Ebenales",NA,NA,"15861","auto","Magnoliatae",NA,NA,NA,NA,NA
"64","2019-09-13 08:41:40-03","IAP","PACA-AGP","66143","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","P.R. Reitz","R. Klein","1955","11","18","Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"PACA066143",NA,"1961",NA,NA,"Flor branca, perfumada, alt. 15m. Habitat: Mata","Morro da Ressacada","150","150","1758","Magnoliophyta","Ebenales",NA,NA,"27253","auto","Magnoliatae",NA,NA,NA,NA,NA
"65","2021-03-24 17:10:01-03","UFES","SAMES","6950","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler",NA,"Verdi,M.; Klettenberg,D.H.;Klemz,G.","2009","11","23","Brasil","Santa Catarina","Morro Grande","-49.7207984924316","-28.8006000518799","-494611111.0","-284236111.0","SAMES06950",NA,NA,NA,NA,"Flor branca Habito: Arbóreo","Três Barras",NA,NA,"3177",NA,NA,NA,NA,"22172","auto",NA,NA,NA,NA,NA,NA
"66","2021-03-24 17:10:01-03","UFES","SAMES","6965","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler",NA,"Cadorin,T.J.; Clemes,S.M.;Oliveira,C.","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354","-491408333.0","-262152778.0","SAMES06965",NA,NA,NA,NA,"Habito: Arbóreo",NA,NA,NA,"2214",NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:45:03-03","UFJF","CESJ","69526","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","M. Sobral","J.L. Schimitt; T.J. Cadorin; E. Caglioni","2009","10","09","Brasil","Santa Catarina","Taió","-50.129447","-27.000294","-50.129447","-27.000294","CESJ069526",NA,"2010","01",NA,"Florística IFFSC e625a (Arbórea). Forófito 2, Floresta Ombrófila Densa; estádio sucessional avançado. Árvore, no interior do fragmento.","Passo Manso, Fazenda Tarumã","812","812","246","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:41:09-03","UNICAMP","UEC","200663","S","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler",NA,"Pereira, LS; Belinello, R; Gomes, JAMA; Rosado, BHP; et al.","2008","12","07","Brazil","São Paulo","São Luiz do Paraitinga","-45.183333","-23.4","-45.183333","-23.4","UEC158056","UEC158056","2008",NA,NA,"Mata Atlântica","Parque Estadual da Serra do Mar","990","1045","N711","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:41:09-03","UNICAMP","UEC","200136","S","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler",NA,"Padgurschi, MCG; Belinello, R","2009",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","-45.183333","-23.4","-45.183333","-23.4","UEC177780","UEC177780",NA,NA,NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 30 metros de altura. Frequência da espécie na parcela: n=27","Parque Estadual da Serra do Mar","990","1045","M1940","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-08-20 10:26:09-03","UNICAMP","UEC","147057","S","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler",NA,"Aguirre, GH; et al.","2005","07","18","Brazil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,"UEC020900","UEC020900",NA,NA,NA,NA,"Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,"194","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:41:09-03","UNICAMP","UEC","174848","S","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Sanchez, M","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1997","05","29","Brazil","São Paulo","Ubatuba","-44.816944","-23.3025","-44.816944","-23.3025","UEC072656","UEC072656",NA,NA,NA,"Árvore 810, pouco látex branco, vegetativo.; Mata Atlântica de Encosta, Morro do Corisco.","Picinguaba.","600","600","1807","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-01-17 11:25:15-02","PUCRS","MPUC","13983","S","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","R.A. Baaske",NA,"2000","02","21","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"Floresta Ombrófila Mista (F: 83)","CPCN Pró-Mata",NA,NA,NA,NA,"Ericales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"73","2019-01-17 11:25:15-02","PUCRS","MPUC","20888","S","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Jarenkow. J.A.",NA,"1992","12","05","Brasil","RS","Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"1992","01","01","Em Mata Atlantica de encosta","Perdida",NA,NA,NA,NA,"Ericales","South America",NA,"12766","auto","Magnoliopsida",NA,NA,"1","2234",NA
"74","2020-10-14 10:06:28-03","FURB","FURB","17021","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Cadorin, TJ","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","-49.2355555","-26.365","-49.2355555","-26.3650000","FURB47034","FURB47034","2009","11","21","Florística IFFSC e993a (Arbórea). Forófito 1.","Braço esquerdo.","417","417","604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 10:06:28-03","FURB","FURB","18300","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Sobral, M","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2009","10","09","Brasil","Santa Catarina","Taió","-50.1294445","-27.0002778","-50.1294445","-27.0002778","FURB47035","FURB47035","2010","01",NA,"Florística IFFSC e625a (Arbórea). Forófito 2. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","Passo Manso, Fazenda Tarumã.","812","812","246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 10:06:28-03","FURB","FURB","18709","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Verdi, M","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","11","23","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","-49.7700000","-28.7100000","FURB47036","FURB47036","2009","11","23","Florística IFFSC 37 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor branca","Três Barras.","311","311","3177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-14 10:06:28-03","FURB","FURB","20989","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","02","02","Brasil","Santa Catarina","Joinville","-49.14","-26.28","-49.1400000","-26.2800000","FURB47037","FURB47037","2010","03","15","Florística IFFSC e1025a - forófitos 6 e 9","Rio Manso.","770","770","1199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 10:06:28-03","FURB","FURB","21941","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","02","23","Brasil","Santa Catarina","Florianópolis","-48.4755556","-27.5766667","-48.4755556","-27.5766667","FURB47038","FURB47038","2010","03","29","Coleta Extra IFFSC - forófitos 4,5 e 6","Morro da Lagoa.","444","444","1438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-10-14 10:06:28-03","FURB","FURB","25556","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Cadorin, TJ","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","-49.2355555","-26.365","-49.2355555","-26.3650000","FURB47039","FURB47039","2010","05","10","Florística IFFSC e993b (Arbórea). Forófito 1. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","Braço esquerdo.","417","417","2214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-10-14 10:06:28-03","FURB","FURB","26181","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","05","29","Brasil","Santa Catarina","Joinville","-49.14","-26.28","-49.1400000","-26.2800000","FURB47040",NA,"2010","05","29","Coleta Extra IFFSC . Forófito 6. Habitat: Floresta Ombrófila Densa; Estágio Primário; entorno do fragmento Habito: Fruto verde;","Rio Manso.","770","770","2522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:06:29-03","FURB","FURB","28341","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Sobral, M","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","12","11","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","-49.7700000","-28.7100000","FURB27898","FURB27898","2010","05","15","Florística IFFSC e37a (Arbórea) - forófito 4 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","Três Barras.","203","203","2774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 10:06:29-03","FURB","FURB","29579","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Sobral, M","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","02","16","Brasil","Santa Catarina","Blumenau","-49.1180556","-27.0069444","-49.1180556","-27.0069444","FURB47041","FURB47041","2010","08","15","Coleta Extra IFFSC (Arbórea). Forófito 4. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","249","249","1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-14 10:06:29-03","FURB","FURB","30191","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Sobral, M","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","05","15","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","-49.7700000","-28.7100000","FURB47042","FURB47042","2010","08","15","Florística IFFSC e37b (Arbórea). Forófito 4 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto fruto ovalado, cor verde;","Três Barras.","203","203","2362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 10:06:29-03","FURB","FURB","31682","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Oliveira, AA de","Korte, A.; Kniess, A.","2010","06","24","Brasil","Santa Catarina","Vitor Meireles","-49.77","-26.8216667","-49.7700000","-26.8216667","FURB47043","FURB47043","2011","01","26","Florística IFFSC 742 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto com fruto;","Jacú-Paca.","701","701","3839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-10-14 10:06:29-03","FURB","FURB","31911","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Sobral, M","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","05","19","Brasil","Santa Catarina","Treviso","-49.4986111","-28.4436111","-49.4986111","-28.4436111","FURB47044","FURB47044","2010","10","29","Florística IFFSC e74b (Arbórea) - forófito 7 Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: arbórea; Fruto verde;","Brasília.","572","572","2775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-10-14 10:06:29-03","FURB","FURB","32095","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Sobral, M","Schmitt, J.L.; Caglioni, E.","2010","10","12","Brasil","Santa Catarina","Imaruí","-48.8697223","-28.1647222","-48.8697223","-28.1647222","FURB47045","FURB47045","2010","10","29","Florística IFFSC e148b (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto verde;","Forquilinha.","666","666","3106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-14 10:06:29-03","FURB","FURB","36445","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Gasper, AL de","Korte, A.; Kniess, A.","2009","10","19","Brasil","Santa Catarina","Ituporanga","-49.5030556","-27.3608333","-49.5030556","-27.3608333","FURB47046","FURB47046","2011",NA,NA,"Fito IFFSC 421 /O/50 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","Rio do Norte.","708","708","6961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-08 08:56:22-03","FURB","FURB","37461","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Verdi, M","Verdi, M.","2011","09","21","Brasil","Rio Grande do Sul","Riozinho","-50.4480555","-29.6505556","-50.4480555","-29.6505556","FURB47047","FURB47047","2011","09","21",NA,"Conduto.","112","112","5959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-10-14 10:06:29-03","FURB","FURB","45489","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Oliveira, AA de","Oliveira, A.A. de","2015","01","19","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","-49.7700000","-28.7100000","FURB43448","FURB43448","2015","01","19","Fito IFFSC 37 /S/41","Três Barras.","311","311","890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-10-14 10:06:29-03","FURB","FURB","54465","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","07","31","Brasil","Santa Catarina","Rio do Campo","-50.2227778","-26.8172223","-50.2227778","-26.8172223","FURB54465","FURB54465","2017","07","31","fruto amarelo Habitat: Borda da U.A. Habito: árvore",NA,"1195","1195","792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-10-14 10:06:29-03","FURB","FURB","60718","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Marinero, F.","Barboza, E.; Silva, J.M.; Brotto, M.L.","2017","04","19","Brasil","Paraná","Adrianópolis","-48.7408333","-24.8705556","-48.7408333","-24.8705556","FURB60718","FURB60718","2017","05","25","Frutos verdes. Habitat: Floresta ombrófila densa montana Habito: Árvore","Estrada de Pacas ao Parque Estadual das Lauráceas.","932","932","4567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-08 08:56:22-03","FURB","FURB","8300","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler","Verdi, M","Verdi, M.","2008","08","03","Brasil","Santa Catarina","Pouso Redondo","-49.9422222","-27.3344444","-49.9422222","-27.3344444","FURB47033","FURB47033","2008","08","03",NA,"Corruchel.","616","616","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
