"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","individualCount","verbatimLongitude","verbatimLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","158624","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Aspilia","cordifolia","Aspilia cordifolia","J.U.Santos","isotype","G. G. Hatschbach","27798","1971","11","12","South America","Brazil","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7406","-18.4544","1350","1350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00158624","NY00158624_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-12-21 16:14:07-03","MBM","MBM","105003","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","cordifolia","Aspilia cordifolia","J.U. Santos",NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","50300","1985","11","29","Southern America","Brazil","Minas Gerais","Gouveia",NA,"-43.7407989501953","-18.4543991088867",NA,NA,NA,"Sublenhosa, capítulos amarelos.; Campo rupestre, solo rochoso.","MBM105003","MBM105003","Pruski, J.","1991","37970","auto",NA,NA,NA,NA,NA,NA
"3","2020-12-21 16:14:07-03","MBM","MBM","19715","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","cordifolia","Aspilia cordifolia","J.U. Santos","HOLOTYPE","Hatschbach, G.; Pelanda, P.; Pelanda, P.","27798","1971","11","12","Southern America","Brazil","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7407989501953","-18.4543991088867","1350","1350",NA,"Arbusto 1m, flor amarela, encosta pedregosa úmidas de morro; Arbusto, 1m, flor amarela.; Encosta pedregosa úmida de morro.","MBM019715","MBM019715","Santos, J.U.M. dos","1987","37970","auto","08","01",NA,NA,NA,NA
"4","2020-12-11 11:32:16-03","UFMG","BHCB","48233","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Aspilia","cordifolia","Aspilia cordifolia","J.U. Santos","Holotypus","Hatschbach, G; Zelma, FJ","50300","1985","11","29","Southern America","Brasil","Minas Gerais","Gouveia","Barro Preto, próximo a torre da Telemig","-43.7407989501953","-18.4543991088867",NA,NA,NA,"Sublenhosa, 1m, capítulos amarelos.; Campo rupestre, solo rochoso.","BHCB000040","BHCB000040 BHCB000040_01",NA,"1991","37970","auto",NA,NA,NA,NA,NA,NA
"5","2020-09-12 05:00:02-03","US","US","3218006","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cordifolia","Aspilia cordifolia","J.U. Santos","Isotype","G. Hatschbach & P. Pelanda","27798","1971","11","12","South America - Neotropics","Brazil","Minas Gerais",NA,"Serro do Espinhaço (mun. Gouveia)",NA,NA,"1350",NA,NA,NA,"US01765460","US01765460_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"6","2021-03-15 18:25:15-03","USP","SPF","214869","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","cordifolia","Aspilia cordifolia","J.U.Santos",NA,"Heiden, G","1374","2010","06","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Lapinha da Serra, trilha para o Pico do Breu, trilha secundária adjacente à encosta.","-43.672222","-19.1075","1281","1281",NA,"Subarbusto em campo rupestre, ca. 0,5 m alt. Folhas verde escuras. Capítulos com flores do disco e do raio amarelas.","SPF00214869",NA,"Loeuille, B","2015",NA,NA,NA,NA,NA,NA,"-43.672222","-19.1075"
"7","2021-03-15 18:25:15-03","USP","SPF","225407","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","cordifolia","Aspilia cordifolia","J.U.Santos",NA,"Zappi, DC","1545","2009","02","25",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Trilha do João Carrinho.","-43.737325","-19.048652",NA,NA,NA,"Campo rupestre, entre rochas areníticas, em solo arenoso.","SPF00225407",NA,"Loeuille, B","2011",NA,NA,NA,NA,NA,NA,"-43.737325","-19.048652"
"8","2021-03-15 18:25:15-03","USP","SPF","225412","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","cordifolia","Aspilia cordifolia","J.U.Santos",NA,"Zappi, DC","2395","2009","11","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Subida do João Carrinho, alto da serra","-43.737131","-19.047693",NA,NA,NA,"Campo de Vellozia.","SPF00225412",NA,"Loeuille, B","2016",NA,NA,NA,NA,NA,NA,"-43.737131","-19.047693"
"9","2019-11-21 09:59:47-03","IBt","SP","179392","S","Plantae",NA,NA,"Asteraceae","Aspilia","cordifolia","Aspilia cordifolia","J.U.Santos",NA,"Lewis, GP; Muniz, CF; Mantovani, W; Giulietti, AM; Silva, JS","CFSC7838","1982","02","17",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Prox. a Fazenda Boa Vista.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SP030677","SP030677","Leuille, B","2011","26557","auto",NA,NA,NA,NA,NA,NA
