"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","fieldNumber","typeStatus"
"53","2019-08-27 13:33:58-03","IAP","PACA-AGP","582","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1931","09","13","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA000582",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","29946","auto","Magnoliatae",NA,NA,NA,NA
"54","2019-08-27 13:33:58-03","IAP","PACA-AGP","49004","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1950","10","18","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in siccis saxosis Fenofase: flor e fruto","PACA049004",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","29946","auto","Magnoliatae",NA,NA,NA,NA
"55","2019-08-27 13:33:58-03","IAP","PACA-AGP","42686","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1949","07","25","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA042686",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","29946","auto","Magnoliatae",NA,NA,NA,NA
"56","2019-08-27 13:33:58-03","IAP","PACA-AGP","37750","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1948","09","22","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SEM MATERIAL Habitat: in siccis nudis Fenofase: flor e fruto","PACA037750",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","29946","auto","Magnoliatae",NA,NA,NA,NA
"57","2019-08-27 13:33:58-03","IAP","PACA-AGP","29128","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1945","09","12","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor","PACA029128",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","29946","auto","Magnoliatae",NA,NA,NA,NA
"58","2019-08-27 13:33:58-03","IAP","PACA-AGP","27204","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1944","10",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA027204",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","29946","auto","Magnoliatae",NA,NA,NA,NA
"59","2019-08-27 13:33:58-03","IAP","PACA-AGP","26036","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1945","01",NA,"Brasil","RS","Quaraí","Fazenda do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: estéril","PACA026036",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","74636","auto","Magnoliatae",NA,NA,NA,NA
"60","2019-08-27 13:33:58-03","IAP","PACA-AGP","26112","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1945","01",NA,"Brasil","RS","Quaraí","Fazenda do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor","PACA026112",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","74636","auto","Magnoliatae",NA,NA,NA,NA
"61","2019-08-27 13:33:58-03","IAP","PACA-AGP","26113","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1945","01",NA,"Brasil","RS","Quaraí","Fazenda do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"Habitat: in rupestribus parce humosis Fenofase: flor","PACA026113",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"74636","auto","Magnoliatae",NA,NA,NA,NA
"62","2019-08-27 13:33:58-03","IAP","PACA-AGP","54690","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","B. Rambo SJ","Rambo, B.",NA,"1954","01","01","Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in campestribus graminosis Fenofase: flor e fruto","PACA054690",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","76715","auto","Magnoliatae",NA,NA,NA,NA
"63","2019-08-27 13:33:58-03","IAP","PACA-AGP","32356","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1946","02","17","Brasil","RS","São Francisco de Paula","Tainhas","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA032356",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","76715","auto","Magnoliatae",NA,NA,NA,NA
"64","2019-08-27 13:33:58-03","IAP","PACA-AGP","43579","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1949","09","23","Brasil","RS","São Leopoldo","Portao","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in siccis nudis Fenofase: flor","PACA043579",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","10287","auto","Magnoliatae",NA,NA,NA,NA
"65","2019-08-27 13:33:58-03","IAP","PACA-AGP","9945","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1942","01","30","Brasil","RS","Tupanciretã","Ijuisinho","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"Habitat: in saxosis graminosis Fenofase: flor e fruto","PACA009945",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","59498","auto","Magnoliatae",NA,NA,NA,NA
"66","2019-08-27 13:33:58-03","IAP","PACA-AGP","9376","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1942","01","26","Brasil","RS","Tupanciretã","Jari","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"Habitat: in saxosis dumetosis Fenofase: flor e fruto","PACA009376",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","59498","auto","Magnoliatae",NA,NA,NA,NA
"67","2019-08-27 13:33:58-03","IAP","PACA-AGP","51447","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1951","12","26","Brasil","RS","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"Habitat: in rupestribus parce humosis Fenofase: flor e fruto","PACA051447",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","63451","auto","Magnoliatae",NA,NA,NA,NA
"68","2019-08-27 13:33:58-03","IAP","PACA-AGP","61105","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","J. Mattos",NA,"1956","12","25","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Habitat: in campestribus Fenofase: flor","PACA061105",NA,"Magnoliophyta","Violales",NA,NA,"1957","08","19","70701","auto","Magnoliatae",NA,NA,NA,NA
"69","2021-03-01 16:28:02-03","UNICAMP","UEC","81589","S","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser","Jarenkow, JA","Jarenkow, JA","1345","1989","10","01","Brazil","Rio Grande do Sul","Capão do Leão","Campus da UFPEL.","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"Erva em campo seco. Flores com pétalas amarelas de base marrom-avermelhada; anteras amarelas e filetes marrom-avermelhados. Pistilo com ovário e estigmas marrom-avermelhados e estilete verde.","UEC006321","UEC006321","Magnoliopsida",NA,NA,NA,"1989","10",NA,"28605","auto",NA,NA,NA,NA,NA
"70","2019-11-05 16:46:46-03","UFOP","OUPR","3024","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.",NA,"Lisboa, M.A.","s.n.","1954","01",NA,"Brasil","Rio Grande do Sul","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Herva, flor amarela. Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA,NA
"71","2019-01-17 11:26:24-02","PUCRS","MPUC","1996","S","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","M.T.M.B. das Neves",NA,NA,"1979","10","17","Brasil","RS","Vacaria",".","-50.9297222","-28.4880556","-50.9297222000","-28.4880556000",NA,NA,NA,NA,NA,NA,"Malvales","South America",NA,"1979","01","01",NA,NA,"Magnoliopsida",NA,"1",NA,NA
"72","2019-01-17 11:26:24-02","PUCRS","MPUC","1786","S","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","M.T.M.B. das Neves",NA,NA,"1978","09","20","Brasil","RS","Ibirubá",".","-53.095","-28.6394444","-53.0950000000","-28.6394444000",NA,NA,NA,NA,NA,NA,"Malvales","South America",NA,"1979","01","01",NA,NA,"Magnoliopsida",NA,"1","558",NA
"73","2019-01-17 11:26:24-02","PUCRS","MPUC","1997","S","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","M.T.M.B. das Neves",NA,NA,"1978","11","16","Brasil","RS","Espumoso",".","-52.8497009277344","-28.7247009277344",NA,NA,NA,NA,NA,NA,NA,NA,"Malvales","South America",NA,"1979","01","01","39479","auto","Magnoliopsida",NA,"1","655",NA
"74","2019-01-17 11:26:24-02","PUCRS","MPUC","19400","S","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","P.J.S. Silva Filho",NA,NA,"2009","09","25","Brasil","RS","Viamão","entorno do Lago Tarumã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"campo seco",NA,NA,NA,"Malvales","South America",NA,"2010","01","01","41667","auto","Magnoliopsida",NA,"1","547",NA
"75","2020-10-14 10:00:33-03","FURB","FURB","51160","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","Ferreira, JPR","Ferreira, J.P.R.","702","2015","10","26","Brasil","Rio Grande do Sul","Quaraí","Passa Guarda.","-55.9269445","-30.3191667","-55.9269445","-30.3191667",NA,NA,NA,"FURB51160","FURB51160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-16 17:53:29-03","UCS","HUCS","43453","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Gonzatti, F.","Gonzatti, F.","2112","2015","09","12","Brasil","Rio Grande do Sul","Osório","Fazenda do Arroio","-50.21275","-29.973722","-50.21275","-29.973722","3","3","mata de restinga seca",NA,NA,"Angiospermae","Malvales",NA,NA,"2015","10","17",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-16 17:53:29-03","UCS","HUCS","4759","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Smith, S.F.","Wasum, R.A.","s.n.","1988","10","30","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva - Ilhéus","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"erva com flores amarelas; no campo",NA,NA,"Angiospermae","Malvales",NA,NA,"1988","12",NA,"49662","auto",NA,NA,NA,NA,NA
"78","2021-03-16 17:53:29-03","UCS","HUCS","40746","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Gaio, J.","Gaio, J.","390","2013","10","26","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva - Prop. Hoffmann","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"campo nativo paleáceo",NA,NA,"Angiospermae","Malvales",NA,NA,"2013","11","20","49662","auto",NA,NA,NA,NA,NA
"79","2021-03-16 17:53:29-03","UCS","HUCS","18325","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Smith, S.F.","Wasum, R.A.","1246","2001","11","23","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda Casa Branca","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"no campo",NA,NA,"Angiospermae","Malvales",NA,NA,"2002","03",NA,"55856","auto",NA,NA,NA,NA,NA
"80","2021-03-16 17:53:29-03","UCS","HUCS","24370","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Smith, S.F.","Marchett, F.","91","2004","11","02","Brasil","Rio Grande do Sul","Jaquirana","Fazenda Vitoria","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"no campo",NA,NA,"Angiospermae","Malvales",NA,NA,"2004","12",NA,"31282","auto",NA,NA,NA,NA,NA
"81","2021-03-16 17:53:29-03","UCS","HUCS","17437","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Smith, S.F.","Wasum, R.A.","759","2000","11","19","Brasil","Rio Grande do Sul","São Francisco de Paula","Linha S. Paulo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"interior da mata",NA,NA,"Angiospermae","Malvales",NA,NA,"2001","12",NA,"76715","auto",NA,NA,NA,NA,NA
"82","2021-03-16 17:53:29-03","UCS","HUCS","36969","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Wasum, R.A.","Sirtoli, R.","33","2010","10","02","Brasil","Rio Grande do Sul","São Francisco de Paula","Passo do Inferno - Fazenda Bracatinga","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"no campo",NA,NA,"Angiospermae","Malvales",NA,NA,"2010",NA,NA,"76715","auto",NA,NA,NA,NA,NA
"83","2021-03-16 17:53:29-03","UCS","HUCS","11497","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Smith, S.F.","Butzke, A.","s.n.","1995","11","16","Brasil","Rio Grande do Sul","Erechim","Quatro Irmãos","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"no campo limpo",NA,NA,"Angiospermae","Malvales",NA,NA,"1996","06",NA,"46790","auto",NA,NA,NA,NA,NA
"84","2021-03-16 17:53:29-03","UCS","HUCS","18048","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Smith, S.F.","Scur, L.","906","2001","10","13","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"no campo",NA,NA,"Angiospermae","Malvales",NA,NA,"2002","01",NA,"49662","auto",NA,NA,NA,NA,NA
"85","2014-10-14 15:56:49-03","BS","M","M-0112499","S","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense f. angustifolium","Eichler",NA,"Sellow, F.",NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,"M0112499",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","f. angustifolium",NA,NA,"TYPE"
"86","2019-08-16 08:38:57-03","UTFPR","HCF","4647","S","Plantae","Cistaceae","Crocanthemum","brasiliensis","Crocanthemum brasiliensis","Spach","M.G. Caxambu","M.G. Caxambu","1309","2006","11","19","Brasil","PR","Palmeira","Rio dos Papagaios","-49.768333","-25.47","49°46'06 W","25°28'12 S","982","982","herbácea, heliófita, ereta, pilosa. Flores amarelo-claras.",NA,NA,NA,NA,NA,NA,"2012","03","29",NA,NA,NA,NA,NA,NA,NA
"87","2019-08-16 08:38:57-03","UTFPR","HCF","8313","S","Plantae","Cistaceae","Crocanthemum","brasiliensis","Crocanthemum brasiliensis","Spach","M.G. Caxambu","M.G. Caxambu","2783","2009","10","17","Brasil","PR","Palmeira","Rod. BR-277, Km 156, próximo ao Pedágio","-49.89175","-25.474806","49°53'30,3 W","25°28'29,3 S","880","880","erva heliófita, ca. 0,20 m, terrestre, pilosa. Flores de cálice verde e corola amarela.",NA,NA,NA,NA,NA,NA,"2012","03","29",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-25 12:11:44-03","UFSM","SMDB","18497","S","Plantae","Cistaceae","Crocanthemum","brasiliensis","Crocanthemum brasiliensis","Spach","Rolim, RG","Rolim, RG","195117","2018","10","14","Brasil","Rio Grande do Sul","Santa Maria","Estância Velha","-53.999167","-29.683889","-53.999167","-29.683889","189","189","Erva de cerca de 12 cm de altura; beira de estrada, campo seco, nativo","SMDB018497",NA,NA,NA,NA,NA,"2018","10","14",NA,NA,NA,NA,NA,NA,NA
"89","2021-02-11 16:53:02-03","UFSM","SMDB","4658","S","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser","Záchia, R.A","Matos, ACF; et al.","s.n.","1992","10","26","Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB004658",NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"90","2021-02-11 16:53:01-03","UFSM","SMDB","4500","S","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser","Záchia, R.A; Panno, B.F.","Alvarez, A.F.; Lopes, AM","s.n.","1989","10","31","Brasil","Rio Grande do Sul","Santa Maria","Água Negra, estrada para São Martinho.","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB004500",NA,NA,NA,NA,NA,"2014","11","26","37819","auto",NA,NA,NA,NA,NA
"91","2021-02-11 16:53:02-03","UFSM","SMDB","9650","S","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser","Záchia, R.A","Záchia, R.A","2952","1998","09","22","Brasil","Rio Grande do Sul","Santa Maria","Camobi, Campus -ufsm, jardim botânico","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB009650",NA,NA,NA,NA,NA,"2014","11","26","37819","auto",NA,NA,NA,NA,NA
"92","2021-02-11 16:53:02-03","UFSM","SMDB","7196","S","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser","Záchia, R.A","Záchia, R.A","2917","1998","09","04","Brasil","Rio Grande do Sul","Santa Maria","Camobi- Campus UFSM - Jardim Botânico","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB007196",NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"93","2019-11-25 12:11:44-03","UFSM","SMDB","272","S","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser","Rambo, B","Rau, G","s.n.","1937","09","23","Brasil","Rio Grande do Sul","Santa Maria","Quilômetro 3 (Alemoa)","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB000272",NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"94","2021-02-11 16:53:02-03","UFSM","SMDB","10468","S","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","Záchia, R.A","Santos, V","139","2006","10","18","Brasil","Rio Grande do Sul","Santa Maria","UFSM, Campus Camobi, Jardim Botânico","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Projeto: Composição florística do componente herbáceo do Jardim Botânico da UFSM, Rio Grande do Sul. Aluna: Vanessa Terra dos Santos. Orientadora: Thais Scotti do Canto-Dorow.","SMDB010468",NA,NA,NA,NA,NA,"2014","11","26","37819","auto",NA,NA,NA,NA,NA
"95","2020-12-21 16:20:48-03","MBM","MBM","422291","PreservedSpecimen","Plantae","Cistaceae","Crocanthemum","brasiliensis","Crocanthemum brasiliensis","Spach","Gonzatti, F.","Gonzatti, F.; Demeda, C.; Gaio, J.; Link, O.; Demeda, C.; Gaio, J.; Link, O.","2112","2015","09","12","Brazil","Rio Grande do Sul","Palmares do Sul","Fazenda do Arroio","-50.212778","-29.973611","-50.212778","-29.973611","3","3","Mata de restinga seca.","MBM422291",NA,NA,NA,"Southern America",NA,"2015","10","17",NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:20:49-03","MBM","MBM","87029","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.",NA,"Fernandes, A.; et al.; et al.","9414","1965","04","26","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM087029","MBM087029",NA,NA,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:20:49-03","MBM","MBM","63","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Hatschbach, G.","Hatschbach, G.","12842",NA,NA,NA,"Brazil","Paraná","Palmeira","Rodovia do Café, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"MBM000063","MBM000063",NA,NA,"Southern America",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"98","2020-12-21 16:20:49-03","MBM","MBM","272823","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Hatschbach, G.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","72665","2001","11","13","Brazil","Rio Grande do Sul","Bom Jesus","Rodovia São Joaquim - Bom Jesuss, próximo do trevo para São José dos Ausentes","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"MBM272823","MBM272823",NA,NA,"Southern America",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA
"99","2020-12-21 16:20:49-03","MBM","MBM","402472","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Barboza, E.","Ribas, O.S.; Silva, J.M.; Barboza, E.; Silva, J.M.; Barboza, E.","8510","2011","08","17","Brazil","Paraná","Ponta Grossa","Nossa Senhora das Pedras, Cercado","-49.833333","-25.300833","-49.833333","-25.300833","1030","1030","Herbácea. Flor amarela.; Campo limpo seco, junto a afloramentos de arenitos.","MBM402472","MBM402472",NA,NA,"Southern America",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:20:49-03","MBM","MBM","5222","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Cervi, A.C.","Lindeman, J.; Hass, H.; Hass, H.","s.n.",NA,NA,NA,"Brazil","Paraná",NA,"?",NA,NA,NA,NA,NA,NA,NA,"MBM005222",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:20:49-03","MBM","MBM","181024","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Dombrowski, L.T.","Dombrowski, L.T.","12006",NA,NA,NA,"Brazil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"MBM181024",NA,NA,NA,"Southern America",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"102","2020-12-21 16:20:49-03","MBM","MBM","68587","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Hatschbach, G.","Hatschbach, G.","43315","1980","11","12","Brazil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"MBM068587","MBM068587",NA,NA,"Southern America",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"103","2020-12-21 16:20:49-03","MBM","MBM","269565","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Smith, L.B.","Tessmann, G.","2485","1947","10","15","Brazil","Paraná","Palmeira","Fazenda Padre Ignácio","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"MBM269565","MBM269565",NA,NA,"Southern America",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"104","2020-12-21 16:20:49-03","MBM","MBM","77869","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Hatschbach, G.","Hatschbach, G.","45661","1982","10","13","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"MBM077869","MBM077869",NA,NA,"Southern America",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"105","2020-12-21 16:20:49-03","MBM","MBM","181027","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","10267","1979","04","10","Brazil","Paraná","Palmeira","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"MBM181027",NA,NA,NA,"Southern America",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"106","2020-12-21 16:20:49-03","MBM","MBM","181025","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","2983","1970","10","12","Brazil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"MBM181025",NA,NA,NA,"Southern America",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"107","2020-12-21 16:20:49-03","MBM","MBM","181026","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","779","1964","11","05","Brazil","Paraná","Ponta Grossa","Furnas","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM181026",NA,NA,NA,"Southern America",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
