"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2016-09-30 03:35:00-03","NY","NYBG","01271368","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"B. A. Krukoff","6886","South America","Brazil","Near Livramento, on Rio Livramento. On terra firme.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1497813' target='other'> <mi>dwc_moreinfo</mi></a>","NY01271368","NY01271368_01",NA,"P. Acevedo-Rodríguez","1934","10","29","Amazonas","Humaitá","-63.0208","-7.50611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00996110","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"G. T. Prance","18815","South America","Brazil","Chapada dos Guimarães. Partially disturbed cerradão behind Colegio Buriti Football Field.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996110","NY00996110_01","(Mart.) Radlk.","J. A. Kallunki","1973","10","11","Mato Grosso","Chapada dos Guimarães","-55.793376","-15.4185","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00996109","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"G. T. Prance","18815","South America","Brazil","Chapada dos Guimarães. Partially disturbed cerradão behind Colegio Buriti Football Field.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100321' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996109","NY00996109_01","(Mart.) Radlk.","G. Guarim Neto","1973","10","11","Mato Grosso","Chapada dos Guimarães","-55.793376","-15.4185","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:49:01-03","EAO","IAN","7837","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Martins-da-Silva, RCV","264","Southern America","Brasil",NA,NA,NA,"IAN007837",NA,"Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:49:01-03","EAO","IAN","160919","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Santos, JUM dos; Rosário, CS","400","Southern America","Brasil","Próximo a Escola Evangélica de Buriti.&nf;Cerrado; solo arenoso.",NA,"Arbusto com cerca de 1,20m de altura; frutos imaturos esverdeados e maturos amarelos.","IAN160919",NA,"Radlk.","Silva, MG da","1982","11","21","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"1983","107042","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-02-20 13:41:58-03","INPA","INPA-CARPOTECA","42294","Carpo","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Prance, GT","18815","Southern America","Brasil","Behind Colegio Buriti Football Field",NA,NA,"INPA0042294","INPA0042294 INPA0042294_e INPA0042294_e1","(Mart.) Radlk.","Neto, GG","1973","10","11","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292","720","720","1986","107042","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:33:33-03","NBC","NL-BOTANY","L.2316852","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Martius CFP von",NA,"Southern America","Brazil","Brasil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2316852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2316852","NL-L2316852","(Mart.) Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0429688",NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:33:33-03","NBC","NL-BOTANY","L.4286556","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Martius CFP von",NA,"Southern America","Brazil","Brasil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4286556 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4286556","NL-L4286556","(Mart.) Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:33:33-03","NBC","NL-BOTANY","L.4288641","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Martius CFP von",NA,"Southern America","Brazil","Brasil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4288641 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4288641","NL-L4288641","(Mart.) Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:33:33-03","NBC","NL-BOTANY","U.1597218","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Prance GT; Lleras E; Coelho DF",NA,"Southern America","Brazil","Plants of Brazilian Amazonia, State of Mato Grosso. Chapada dos Guimaraes. Partially disturbed cerradao behind Colegio Buriti Football Field.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1597218 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1597218","NL-U1597218","(Mart.) Radlk.",NA,"1973","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:19:36-03","ESALQ","ESA","47370","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20391.0",NA,"Brasil","Estrada Nova Brasilândia - Campo Verde, ca. 32km de Nova Brasilândia. Savana arborizada (cerrado) recentemente queimada",NA,"Arbusto, ca. 2 m alt.; flores creme; frutos imaturos verdes.","ESA047370","ESA047370","(Mart.) Radlk.","Souza, V.C.","1997","10","08","Mato Grosso","Campo Verde","-55.1",NA,NA,NA,"1997",NA,NA,NA,NA,"11","01","-55.1","-15,116,667",NA,NA
"22","2020-11-04 11:19:36-03","ESALQ","ESA","47378","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Hatschbach, G.","63516.0",NA,"Brasil",NA,NA,NA,"ESA047378","ESA047378","(Mart.) Radlk.",NA,"1995","10","19","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:19:36-03","ESALQ","ESA","47371","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20367.0",NA,"Brasil","Estrada Nova Brasilândia-Campo Verde. ca 20km de Nova Brasilândia. Savana arborizada (cerrado)",NA,"Arbusto, até 2,5 m alt.; flores creme; frutos imaturos verdes.","ESA047371","ESA047371","(Mart.) Radlk.","Souza, V.C.","1997","10","08","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"1997","107042","auto",NA,NA,"11","01","-55,066,667","-15,016,667",NA,NA
"24","2020-11-04 11:19:36-03","ESALQ","ESA","132680","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Luz, A.A.","478.0",NA,"Brasil",NA,NA,NA,"ESA132680","ESA132680","(Mart.) Radlk.","Acevedo, P.","2008","01","05","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596",NA,NA,"2018","37987","auto",NA,NA,"04","01",NA,NA,NA,NA
"25","2020-11-19 10:25:26-03","CPAP","CPAP","16807","PreserverdSpecimen","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Hatschbach, G.","63516",NA,"Brasil","Rodovia Jaciara a Chapada dos Guimarães, 10Km O de Campo Verde",NA,"Xilopodífera, ascendente, 1m de altura. FLOR: alvescente. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo cerrado. SUBSTRATO: . RELEVO: .",NA,NA,"(Mart.) Radlk.","M. S. Ferrucci","1995","10","19","MT","Campo Verde","-55.1688995361328","-15.5466995239258",NA,NA,"1996","92328","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-20 21:19:25-03","UFV","VIC","016924","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Proj Jaiba","52",NA,"Brasil","Estrada mocambinho",NA,"Árvore de ate 8 m de altura,raque das folhas avermelhadas,frutos imaturos de cor verde claro,folhas discolores,verde intenso na face adaxial.","VIC016924","VIC016924","Radlk",NA,"1996","10","15","Minas Gerais","Jaíba","-43.6744003295898","-15.3382997512817",NA,NA,NA,"47016","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046009","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"G. Hatschbach","37543",NA,"Brazil","Rib. da Salgadeira (Mun. Cuiaba).",NA,"Subarbusto 70 cm, flor alvescente.",NA,NA,"(Mart.) Radlk.","S. F. Smith","1975",NA,"14","Mato Grosso",NA,"-56.0948","-15.5992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046008","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"G. Hatschbach","37543",NA,"Brazil","Rib. da Salgadeira (Mun. Cuiaba).",NA,"Subarbusto 70 cm, flor alvescente.",NA,NA,"(Mart.) Radlk.","S. F. Smith","1975",NA,"14","Mato Grosso",NA,"-56.0948","-15.5992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:41:01-03","UNICAMP","UEC","14484","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Duarte, AMM; Assumpção, A","920",NA,"Brazil",NA,NA,"Arbusto, flores creme, frutos verde jovens.; Cerrado, solo argilo arenoso seco.","UEC047582","UEC047582 UEC047582_02","(Mart.) Radlk.","Acevedo, P","1978","10","02","Mato Grosso","Chapada dos Guimarães","-55.804167","-15.290278","793","793","2018",NA,NA,NA,NA,"11","14","-55.804167","-15.290278",NA,NA
"30","2021-03-01 16:41:01-03","UNICAMP","UEC","44092","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Oliveira, A","173",NA,"Brazil","Chacara Guimarães.",NA,"Subarbusto ca. 1m alt, flores cremes.; Cerrado.","UEC047590","UEC047590","(Mart.) Radlk.",NA,"1984","08","28","Mato Grosso","Salgadeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:26:04-03","UNICAMP","UEC","28770","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Mathes, LAF; Cunha, CN; Capitani, JHAD De","13006",NA,"Brazil","BR-135 Km 86",NA,NA,"UEC047589","UEC047589","(Mart.) Radlk.","Engel, VL","1981","09","05","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"1991","107042","auto",NA,NA,"04","15",NA,NA,NA,NA
"32","2021-03-01 16:41:01-03","UNICAMP","UEC","36137","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Duarte, AMM; Assumpção, A; Mattos, A","1261",NA,"Brazil","Km 1 da rodovia Cuiabá Stº Antonio, proximo ao Gogo da Ema",NA,"Arbusto, com flor cor branca.","UEC047588","UEC047588 UEC047588_02","(Mart.) Radlk.",NA,"1979","08","22","Mato Grosso","Cuiabá","-56.0966987609863","-15.5960998535156",NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-01-08 09:46:42-03","UNESP-IBB","BOTUW","1132","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,NA,NA,NA,"Brasil","Comp. Vale do Rio Doce",NA,NA,"BOTUW001132",NA,"(Mart.) Radlk.",NA,NA,NA,NA,"Espírito Santo",NA,"-40.533333","-19.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA
"34","2019-08-16 08:41:07-03","UTFPR","HCF","11125","S","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"L.A. Neto","994",NA,"Brasil","Parque Nacional Chapada dos Guimarães-",NA,"subarbusto em tufos, ca. 1,5 m de alt. Folhas glabra face sup., pubescente face inf. Frutos pubescente, axilar terminal, esverdeado imaturo.",NA,NA,"(Mart.) Radlk.",NA,"1999","11","20","MT","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:44:43-03","MBM","MBM","184948","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63516","Southern America","Brazil","Rodovia Jaciara a Chapada dos Guimarães, 10km O de Campo Verde",NA,NA,"MBM184948","MBM184948","(Mart.) Radlk.","Ferrucci, M.S.",NA,NA,NA,"Mato Grosso","Campo Verde","-55.1688995361328","-15.5466995239258",NA,NA,NA,"92328","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:44:43-03","MBM","MBM","42017","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Hatschbach, G.","37543","Southern America","Brazil","Ribeirão da Salgadeira",NA,NA,"MBM042017","MBM042017","(Mart.) Radlk.","Smith, S.F.",NA,NA,NA,"Mato Grosso","Cuiabá","-56.0966987609863","-15.5960998535156",NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:44:43-03","MBM","MBM","251495","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Souza, V.C.; et al.; et al.","20391","Southern America","Brazil","Estrada Nova Brasilândia",NA,NA,"MBM251495","MBM251495","(Mart.) Radlk.","Souza, V.C.",NA,NA,NA,"Mato Grosso","Campo Verde","-55.1688995361328","-15.5466995239258",NA,NA,NA,"92328","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:44:43-03","MBM","MBM","183030","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63651","Southern America","Brazil","Rodovia Chapada dos Guimarães - Água Fria, km 15-25",NA,NA,"MBM183030","MBM183030","(Mart.) Radlk.","Ferrucci, M.S.",NA,NA,NA,"Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-04 06:11:22-03","MNHN","RECOLNAT_MNHN_P","P00117084","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Martius, C.F. von",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117084' target='other'> <mi>dwc_moreinfo</mi></a>","P00117084","P00117084_01","(Mart.) Radlk.","Acevedo-Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"146",NA
"40","2020-12-11 11:41:26-03","UFMG","BHCB","25497","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,NA,"(Mart.) Radlk.",NA,NA,NA,NA,"Minas Gerais","Perdizes","-47.2928009033203","-19.3528003692627",NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:41:26-03","UFMG","BHCB","25497","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,NA,"(Mart.) Radlk.",NA,NA,NA,NA,"Minas Gerais","Perdizes","-47.2928009033203","-19.3528003692627",NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:21:42-03","UFPR","UPCB","30419","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Hatschbach, G.","63516",NA,"Brasil","Rodovia Jacira a Chapada dos Guimarães, 10km O de Campo Verde",NA,"Xilopodífera, ascendente, 1m, flor alvescente. Campo cerrado..",NA,NA,"Radlk.","Ferrucci, S.","1995","10","19","Mato Grosso","Campo Verde","-55.1688995361328","-15.5466995239258",NA,NA,"1996","92328","auto",NA,NA,"01","01",NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","3312281","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"José R. Pirani","Pirani 1354","South America","Brazil","Mun Cuibá, chapada dos Guimarães, cerrado na beira da estradinha para cachoeira Véu de Noiva, do Rio Coxipozinho.",NA,NA,NA,NA,"(Mart.) Radlk.","P. Acevedo Rodriguez","1985","10","21","Mato Grosso",NA,"-55.75","-15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-07-23 14:22:00-03","MO","MOBOT","100141582","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Scott A. Mori","Mori 16723","South America","Brazil","Mun. da Chapada dos Guimarães. Cuiabá-Chapada dos Guimarães H'wy (MT251). 3 km W of Buriti.",NA,NA,NA,NA,"(Mart.) Radlk.","P. Acevedo-Rodriguez","1984","7","12","Mato Grosso",NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2008-05-27 22:02:00-03","MO","MOBOT","3012257","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"Gert G. Hatschbach","Hatschbach 37543","South America","Brazil","Rib. da Salgadeira (mun. Cuiabá) Mato Grosso.",NA,NA,NA,NA,"(Mart.) Radlk.","S.F. Smith","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-05-29 06:06:00-03","MO","MOBOT","3012414","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Talisia","subalbens","Talisia subalbens",NA,"W. Wayt Thomas|José R. Pirani|David Ackerley|J.O. Guedes|J. Ramos|R. Pereira de Lima","Thomas 4553","South America","Brazil","Mato Grosso: Mun. Sto. Antônio do Leverger: ca 70 km W of Cuiabá; 5 km SW of São Vicente near Gruta do São Vicente (Casa de Pedra). Gallery forest and adjacent cerrado.",NA,NA,NA,NA,"(Mart.) Radlk.","P. Acevedo-Rdgz.","1985","10","23",NA,NA,"-55.38333","-15.86666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
