"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"46","2021-03-01 16:33:03-03","UNICAMP","UEC","49152","S","Plantae","Magnoliopsida",NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Queiroz, LP; et al.","2091","1987","11","02",NA,"Brazil","Bahia","68 Km W de Barreiras. Cerrado.",NA,NA,NA,"Hemiparasita com ramos alados verdes e folhas semisuculentas, concolores. Frutos carnosos branco alaranjados.","UEC014886","-45.605278","-12.071944","UEC014886","Barreiras",NA,NA,NA,"-45.605278","-12.071944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:33:03-03","UNICAMP","UEC","50974","S","Plantae","Magnoliopsida",NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Sugiyama, M","Lombardi, JA","21054","1989","02","14",NA,"Brazil","São Paulo",NA,NA,NA,NA,"Cerrado da Represa do Broa, sobre Anonna coriaceae. Folhas suculentas verdes. Frutos bagas brancas. Caule tetrá alado","UEC014887","-47.8199996948242","-22.25","UEC014887","Itirapina","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-16 17:54:55-03","UCS","HUCS","47942","PreservedSpecimen","Plantae","Angiospermae","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,"Dettke, G.A.","994","2010","11","08",NA,"Brasil","Rio Grande do Sul","RS-149",NA,NA,NA,"ICN 185028; Epiparasita sobre Phoradendron burkartii Rizzini & Ulibarri (Viscaceae), frutos madurus brancos",NA,"-53.4455986022949","-29.613899230957",NA,"São João do Polêsine","12492","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-16 08:41:03-03","UTFPR","HCF","15056","S","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","G.A. Dettke","G.A. Dettke","357","2010","04","04",NA,"Brasil","PR",NA,NA,NA,NA,"hemiparasita sobre Phoradendron piperoides (Viscaceae). Frutos de coloração branca.",NA,"-52.534917","-24.303889",NA,"Mamborê",NA,NA,"2010","52°32'05,7 W","24°18'14 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-08-16 08:41:03-03","UTFPR","HCF","28658","S","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","G.A. Dettke","L.P. Felix","18035","2019","04","09",NA,"Brasil","SE","BR-232, entre Carira e Aracajú","297","297",NA,"hemiparasita pêndula sobre Mimosa tenuiflora (Willd.) Poir. (Fabaceae).",NA,"-37.6775","-10.437778",NA,"Carira",NA,NA,"2019","37°40'39 W","10°26'16 S","05","27",NA,NA,NA,NA,NA,NA,NA
"51","2019-08-16 08:41:03-03","UTFPR","HCF","26872","S","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","G.A. Dettke","L.P. Felix","17162","2017","12","08",NA,"Brasil","PE",NA,NA,NA,NA,"hemiparasita. Caule alado.",NA,"-35.9446983337402","-8.4580602645874",NA,"Agrestina","13588","auto","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-16 08:41:03-03","UTFPR","HCF","25273","S","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","G.A. Dettke","L.R. Barbieri","33","2018","04","12",NA,"Brasil","PR","arborização urbana de Peabiru","520","520",NA,"hemiparasita heliófita. Forófito: Handroanthus heptaphyllus (Vell.) Mattos (Bignoniaceae).",NA,"-52.341389","-23.918611",NA,"Peabiru",NA,NA,"2018","52°20'29 W","23°55'07 S","04","12",NA,NA,NA,NA,NA,NA,NA
"53","2019-08-16 08:41:03-03","UTFPR","HCF","23967","S","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","G.A. Dettke","M.G. Caxambu","7963","2017","10","20",NA,"Brasil","PR","Parque Nacional do Iguaçu, cercanias da","727","727",NA,"hemi-parasita, heliófita. Frutos imaturos e maduros alvos. Parasitando Phoradendron ensifolium (Pohl ex DC.) Eichler (Santalaceae) registrada no HCF sob o voucher 23966.",NA,"-53.667333","-25.074028",NA,"Céu Azul",NA,NA,"2017","53°40'02,4 W","25°04'26,5 S","10","20",NA,NA,NA,NA,NA,NA,NA
"54","2019-08-16 08:41:03-03","UTFPR","HCF","28663","S","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","G.A. Dettke","L.P. Felix","18015","2019","04","07",NA,"Brasil","AL","Saco do Ramalho, Serra da Caiçara","785","785",NA,"hemiparasita sobre outro Phoradendron (L.P. Felix 18015).",NA,"-37.315028","-9.271111",NA,"Maravilha",NA,NA,"2019","37°18'54,1 W","09°16'16 S","05","27",NA,NA,NA,NA,NA,NA,NA
"55","2019-08-16 08:41:03-03","UTFPR","HCF","15027","S","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","G.A. Dettke","G.A. Dettke","1410","2013","03","21",NA,"Brasil","PR","PR-317",NA,NA,NA,"hemiparasita sobre Phoradendron quadrangulare (Kunth.) Griseb. (Santalaceae).",NA,"-52.2691993713379","-23.7971992492676",NA,"Engenheiro Beltrão","20288","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-03-11 17:22:11-03","UTFPR","HCF","30759","S","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","G.A. Dettke","E. Adenesky-Filho",NA,"2011","11","10",NA,"Brasil","PR",NA,NA,NA,NA,NA,NA,"-50.6156005859375","-24.3239002227783",NA,"Telêmaco Borba","35037","auto","2020",NA,NA,"02","27",NA,NA,NA,NA,NA,NA,NA
"57","2019-08-16 08:41:03-03","UTFPR","HCF","15053","S","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","G.A. Dettke","G.A. Dettke","1261","2012","12","06",NA,"Brasil","RS","Praça Central",NA,NA,NA,"hemiparasita sobre Phoradendron quadrangulare (Kunth.) Griseb. (Viscaceae).",NA,"-55.4827995300293","-29.5891990661621",NA,"Manoel Viana","43920","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:31:55-03","MBM","MBM","287261","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Stannard, B.","Stannard, B.; et al.; et al.","51835","1991","03","09","Southern America","Brazil","Bahia","Próximo ao Garimpo do Salão",NA,NA,NA,NA,"MBM287261","-41.6636009216309","-13.2496995925903","MBM287261","Abaíra","26531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:31:55-03","MBM","MBM","217932","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt, J.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67401",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rod. MG-259, próximo ao trevo para Santo Antônio do Itambé",NA,NA,NA,NA,"MBM217932","-43.3793983459473","-18.604700088501","MBM217932","Serro","37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:31:55-03","MBM","MBM","167976","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt, J.","Carvalho, P.","109",NA,NA,NA,"Southern America","Brazil","Paraná","Colégio Estadual Florestal de Irati",NA,NA,NA,NA,"MBM167976","-50.6511001586914","-25.4671993255615","MBM167976","Irati","47271","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:31:55-03","MBM","MBM","144702","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt, J.","Lombardi, J.A.","21054",NA,NA,NA,"Southern America","Brazil","São Paulo","Itirapina",NA,NA,NA,NA,"MBM144702","-47.8199996948242","-22.25","MBM144702","Itirapina","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:31:55-03","MBM","MBM","5686","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt, J.","Lindeman, J.; Haas, H.; Haas, H.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","s",NA,NA,NA,NA,"MBM005686",NA,NA,"MBM005686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:31:55-03","MBM","MBM","298155","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Dettke, G.A.","Tillett, S.S.; et al.; et al.","9925C","1992","02","23","Southern America","Venezuela",NA,"Quinta Niorbo, San Diego de Los Altos, Dtto. Guaicaipuro, Edo. Miranda","1350","1350",NA,"Terreno cultivado, sobre vertientes norte y sur de una fila con exposición al oeste, con restos de antiguo cafetal, y árboles nativos; suelo mayormente arcilloso. Las ramas hasta ca 30 cm de largo, anaranjado pardo claro cuando joven","MBM298155",NA,NA,"MBM298155",NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:31:55-03","MBM","MBM","258973","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt, J.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69466","1999","10","21","Southern America","Brazil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,"MBM258973","-44.1721992492676","-17.7574996948242","MBM258973","Joaquim Felício","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:31:55-03","MBM","MBM","242236","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt, J.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69340",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rodovia Pirapora - Corinto, ca. de 10km O de Várzea da Palma",NA,NA,NA,NA,"MBM242236","-44.7308006286621","-17.5981006622314","MBM242236","Várzea da Palma","60948","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:31:55-03","MBM","MBM","270620","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Barbosa, M.A.","Farias, R.; et al.; et al.","433","2001","05","04","Southern America","Brazil","Tocantins","Rio Novo",NA,NA,NA,NA,"MBM270620","-46.4211006164551","-10.5474996566772","MBM270620","Mateiros","87923","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-07-24 17:59:07-03","MNHN","RECOLNAT_MNHN_P","P00756322","PreservedSpecimen",NA,NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt","Glaziou, A.",NA,"1870","2","27",NA,"Brazil",NA,"Rio de Janeiro. Tijuca.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756322' target='other'> <mi>dwc_moreinfo</mi></a>","P00756322",NA,NA,"P00756322_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4004",NA,NA,NA
"68","2019-07-24 17:59:07-03","MNHN","RECOLNAT_MNHN_P","P00756323","PreservedSpecimen",NA,NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt","Glaziou, A.",NA,"1870","2","27",NA,"Brazil",NA,"Rio de Janeiro. Tijuca.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756323' target='other'> <mi>dwc_moreinfo</mi></a>","P00756323",NA,NA,"P00756323_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4004",NA,NA,NA
"69","2015-09-29 01:54:24-03","MNHN","RECOLNAT_MNHN_P","P00756324","PreservedSpecimen",NA,NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt","Glaziou, A.",NA,"1870","2","27",NA,"Brazil",NA,"Rio de Janeiro. Tijuca.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756324' target='other'> <mi>dwc_moreinfo</mi></a>","P00756324",NA,NA,"P00756324_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4004",NA,NA,NA
"70","2019-07-24 17:59:07-03","MNHN","RECOLNAT_MNHN_P","P00756325","PreservedSpecimen",NA,NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt","Glaziou, A.",NA,"1895","7","22",NA,"Brésil",NA,"Près de Jaragua, route de Goyaz",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756325' target='other'> <mi>dwc_moreinfo</mi></a>","P00756325",NA,NA,"P00756325_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22021",NA,NA,NA
"71","2015-09-29 02:12:07-03","MNHN","RECOLNAT_MNHN_P","P00756326","PreservedSpecimen",NA,NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt","Glaziou, A.",NA,"1895","7","22",NA,"Brésil",NA,"Près de Jaragua, route de Goyaz",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756326' target='other'> <mi>dwc_moreinfo</mi></a>","P00756326",NA,NA,"P00756326_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22021",NA,NA,NA
"72","2015-09-29 05:15:27-03","MNHN","RECOLNAT_MNHN_P","P00756327","PreservedSpecimen",NA,NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt","Weddell, H.A.",NA,"1843","11",NA,NA,"Brésil",NA,"Minas Geraes",NA,NA,"hb","Designated 1127a <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756327' target='other'> <mi>dwc_moreinfo</mi></a>","P00756327",NA,NA,"P00756327_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1127",NA,NA,NA
"73","2019-07-24 17:59:07-03","MNHN","RECOLNAT_MNHN_P","P02441993","PreservedSpecimen",NA,NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,"Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,"Prov. de Ceara",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441993' target='other'> <mi>dwc_moreinfo</mi></a>","P02441993",NA,NA,"P02441993_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,"1672",NA,NA,NA
"74","2019-07-24 17:59:12-03","MNHN","RECOLNAT_MNHN_P","P02441994","PreservedSpecimen",NA,NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,"Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,"Prov. de Ceara",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441994' target='other'> <mi>dwc_moreinfo</mi></a>","P02441994",NA,NA,"P02441994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,"1672",NA,NA,NA
"75","2019-07-24 17:59:07-03","MNHN","RECOLNAT_MNHN_P","P05009923","PreservedSpecimen",NA,NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,NA,NA,"1882","12","1",NA,"Paraguay","Paraguarí","Paraguari.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05009923' target='other'> <mi>dwc_moreinfo</mi></a>","P05009923","-57.1384","-25.6304","P05009923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-01 14:24:46-03","JBB","HEPH","21109","S","Plantae","Dicotyledon","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Salles, AEH; Moreira, KRS; Oliveira, MS; Jesus, FPR de; Carvalho, FJ de","331","2004","11","13","Southern America","Brasil","Minas Gerais","Serra do Cipó","125","125",NA,NA,NA,"-43.5475","-19.267778",NA,"Conceição do Mato Dentro",NA,NA,"2008","-43.5475","-19.267778","11","05",NA,NA,NA,NA,NA,NA,NA
"77","2020-10-01 14:24:46-03","JBB","HEPH","18984","S","Plantae","Dicotyledon","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Caires, CS; Mendes, VC; Ramalho, CL","67","2002","03",NA,"Southern America","Brasil","Distrito Federal","EPTG margem do Córrego Vicente Pires entre Guará e Taguatinga","1082","1082",NA,"Caule quadrangular. Parasitando Phoradendron hexastichum (DC.) Griseb",NA,"-47.983975","-15.825647",NA,"Guará",NA,NA,"2002","-47.983975","-15.825647","03","19",NA,NA,NA,NA,NA,NA,NA
"78","2020-10-01 14:24:46-03","JBB","HEPH","18983","S","Plantae","Dicotyledon","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Caires, CS; Gonçalves, R","50","2002","03","07","Southern America","Brasil","Distrito Federal","Ribeirão Bananal BR 007","1034","1034",NA,"Caule quadrangular. Parasitando Phoradendron perrottetii (DC.) Eichl.",NA,"-47.9","-15.716667",NA,"Brasília",NA,NA,"2002","-47.9","-15.716667","03","07",NA,NA,NA,NA,NA,NA,NA
"79","2020-10-01 14:24:46-03","JBB","HEPH","18985","S","Plantae","Dicotyledon","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Caires, CS; Mendes, VC","92","2002","03","26","Southern America","Brasil","Distrito Federal","DF 180 entrada da Fazenda S.D.V.S.A. 098-02","974","974",NA,"Folhas lineares verdes-claro. Parasitando Phoradendron mucronatum (DC.) Krug & Urban",NA,"-48.183333","-15.55",NA,"Brasília",NA,NA,"2002","-48.183333","-15.55","03",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-10-01 14:24:46-03","JBB","HEPH","18986","S","Plantae","Dicotyledon","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Caires, CS; Mendes, VC","122","2002","04","04","Southern America","Brasil","Distrito Federal","Country Club ao lado do Catetinho","1163","1163",NA,"Caule quadrado, folhas lineares verde escura. Parasitando Phoradendron tunaeforme (DC.) Eich",NA,"-47.966667","-15.933333",NA,"Brasília",NA,NA,"2002","-47.966667","-15.933333","04",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-01 14:24:46-03","JBB","HEPH","19028","S","Plantae","Dicotyledon","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Caires, CS; Mendes, VC","166","2002","06","11","Southern America","Brasil","Distrito Federal","Parque Nacional de Brasília, na margem da EPCT DF 001",NA,NA,NA,"Planta vistosa, caules e folhas amarelas. parasitando Phoradendron perrotteti (DC.) Eichl",NA,"-48","-15.716667",NA,"Brasília",NA,NA,"2002","-48","-15.716667","06",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-01 14:24:46-03","JBB","HEPH","19038","S","Plantae","Dicotyledon","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Caires, CS; Mendes, VC; Ramalho, CL","167","2002","06","25","Southern America","Brasil","Distrito Federal","DF 180 Fazenda S.D.V.S.A. 098-02","974","974",NA,"Folhas verdes oliva, caule ancipitado c/duas alas. Parasitando P. mucronatum (DC.)K",NA,"-48.183333","-15.55",NA,"Brasília",NA,NA,"2002","-48.183333","-15.55","06",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-01 14:24:46-03","JBB","HEPH","19027","S","Plantae","Dicotyledon","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Caires, CS; Mendes, VC; Ramalho, CL","201","2002","08","20","Southern America","Brasil","Distrito Federal","DF 130",NA,NA,NA,"Parasitando Phoradendron microphyllum Trel(199)",NA,"-47.066667","-15.716667",NA,"Brasília",NA,NA,"2002","-47.066667","-15.716667","08",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-01 14:24:46-03","JBB","HEPH","7099","S","Plantae","Dicotyledon","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Oliveira, PEAM de","1562","1990","08","30","Southern America","Brasil","Distrito Federal","Jardim Botânico de Brasília","1025","1150",NA,"Material coletado como testemunha para estudos citológicos",NA,"-47.85","-15.866667",NA,"Brasília",NA,NA,"2003","-47.85","-15.866667","04","22",NA,NA,NA,NA,NA,NA,NA
"85","2020-10-01 14:24:46-03","JBB","HEPH","19010","S","Plantae","Dicotyledon","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Caires, CS; Mendes, VC","13","2002","04","09","Southern America","Brasil","Distrito Federal","DF 280 sentido Santo Antônio do Descoberto, Chacara Recanto da Samambaia","1050","1050",NA,"Folhas verde escura, parasitando Phoradendron crassifolium (Pohl.ex DC.) Eichl.",NA,"-48.166667","-15.916667",NA,"Ceilândia",NA,NA,"2002","-48.166667","-15.916667","04","09",NA,NA,NA,NA,NA,NA,NA
"86","2020-10-01 14:24:46-03","JBB","HEPH","6239","S","Plantae","Dicotyledon","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Heringer, EP; Rizzini, CT","17551","1979","08","06","Southern America","Brasil","Goiás","Estrada João Pinheiro, Cristalina",NA,NA,NA,NA,NA,"-47.6136016845703","-16.7686004638672",NA,"Cristalina","85457","auto","2008",NA,NA,"11","05",NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:41:18-03","UFMG","BHCB","61576","PreservedSpecimen","Plantae","Dicotyledon",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"-44.7308006286621","-17.5981006622314",NA,"Várzea da Palma","60948","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:41:18-03","UFMG","BHCB","23058","PreservedSpecimen","Plantae","Dicotyledon",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,"Tameirão Neto, E","s.n.","1990","06","27","Southern America","Brasil","Minas Gerais","Estação Ecológica da UFMG",NA,NA,NA,NA,NA,"-43.937801361084","-19.9207992553711",NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:41:18-03","UFMG","BHCB","23058","PreservedSpecimen","Plantae","Dicotyledon",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,"Tameirão Neto, E","s.n.","1990","06","27","Southern America","Brasil","Minas Gerais","Estação Ecológica da UFMG",NA,NA,NA,NA,NA,"-43.937801361084","-19.9207992553711",NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-02-11 17:19:25-03","UFPR","UPCB","41515","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichl.",NA,"Hatschbach, G.","69340","1999","10","20",NA,"Brasil","Minas Gerais","Rodovia Pirapora-Corinto, 10km O Várzea da Palma",NA,NA,NA,"Hemiparasita do cerrado..",NA,NA,NA,NA,"Várzea de Palma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-02-11 17:19:25-03","UFPR","UPCB","72350","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichl.","Rigon, J.","Rigon, J.","93","2010","02","08",NA,"Brasil","Paraná","Bairro Jardim Careli",NA,NA,NA,"Parasita de Phoradendron bathyoryctum.",NA,"-53.7430992126465","-24.7136001586914",NA,"Toledo","31095","auto","2010",NA,NA,"02","08",NA,NA,NA,NA,NA,NA,NA
"92","2021-02-11 17:19:25-03","UFPR","UPCB","72355","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichl.","Rigon, J.","Rigon, J.","99","2010","02","11",NA,"Brasil","Paraná","BR 272",NA,NA,NA,"Sobre Phoradendron bathyoryctum.",NA,"-52.6232986450195","-24.0997009277344",NA,"Farol","17237","auto","2010",NA,NA,"02","11",NA,NA,NA,NA,NA,NA,NA
"93","2021-02-11 17:19:25-03","UFPR","UPCB","72482","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichl.","Rigon, J.","Rigon, J.","6","2009","01","12",NA,"Brasil","Paraná","Comunidade São Valentim, propriedade de Vilson Silva",NA,NA,NA,"Epiparasita sobre Phoradendron bathyoryctum Eichler.",NA,"-52.4082984924316","-25.5471992492676",NA,"Porto Barreiro","17035","auto","2009",NA,NA,"01","12",NA,NA,NA,NA,NA,NA,NA
"94","2021-02-11 17:19:25-03","UFPR","UPCB","72339","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichl.","Rigon, J.","Rigon, J.","77","2009","12","03",NA,"Brasil","Paraná","Ilha do Mel",NA,NA,NA,"Sobre Phoradendron crassifolium.",NA,"-48.5092010498047","-25.5200004577637",NA,"Paranaguá","24916","auto","2009",NA,NA,"12","03",NA,NA,NA,NA,NA,NA,NA
"95","2021-02-11 17:19:25-03","UFPR","UPCB","72334","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichl.","Rigon, J.","Rigon, J.","70","2009","08","22",NA,"Brasil","Paraná","Linha Rosa",NA,NA,NA,"Frutos brancos, sobre Phoradendron ensifolium.",NA,"-52.5257987976074","-25.4906005859375",NA,"Rio Bonito do Iguaçu","26511","auto","2009",NA,NA,"08","22",NA,NA,NA,NA,NA,NA,NA
"96","2021-02-11 17:19:25-03","UFPR","UPCB","72486","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichl.","Rigon, J.","Rigon, J.","10","2009","07","25",NA,"Brasil","Paraná","Rio Iguaçu, próximo a Balsa",NA,NA,NA,"Com frutos, sobre Phoradendron bathyoryctum Eichler.",NA,"-52.5233001708984","-25.8558006286621",NA,"Chopinzinho","31475","auto","2009",NA,NA,"07","25",NA,NA,NA,NA,NA,NA,NA
