"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","440237","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","K. Potgieter","G. G. Hatschbach","1968","10","11","Brazil","Paraná","Jaguariaíva","Fda. das Almas","-49.7056","-24.2511",NA,NA,NA,NA,"NY00440237","NY00440237_01","20005","South America","sheet",NA,"Leaf (DNA) sample removed by Kurt Potgieter, 1997 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554976' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","886702","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.",NA,"D. B. O. S. Cardoso","2007","05","22","Brazil","Bahia","Anguera","Fazenda Retiro, ca. 18 km de Feira de Santana na Estrada do Feijão sentido Ipirá.","-39.1839","-12.1617",NA,NA,"300","600","NY00886702","NY00886702_01","1928","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033313' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","440409","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","J. A. Kallunki","L. Riedel",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","Mandiocca","-43.0406","-22.6531",NA,NA,NA,NA,"NY00440409","NY00440409_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554974' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","440407","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","L. Allorge","L. Riedel",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00440407","NY00440407_01","732","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554965' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","440411","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","W. Marcondes-Ferreira","L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00440411","NY00440411_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554971' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","440404","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","W. Marcondes-Ferreira","A. P. Duarte","1960","09","13","Brazil","Rio de Janeiro","Rio de Janeiro","Próx. Restinga dos Esquilos","-43.2075","-22.9031",NA,NA,NA,NA,"NY00440404","NY00440404_01","5286","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554967' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02447121","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","K. Potgieter","S. A. Mori","1988","11","09","Brazil","Amazonas","Manaus","Distrito Agropecuário, Reserva 1501 (Km 41). Non-flooded moist forest.","-59.75","-2.416667",NA,NA,"50.00","50.00","NY02447121","NY02447121_01","19706","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2324615' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4177262","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.",NA,"A. Jardim","1995","09","11","Bolivia","Pando","Manuripi","35 km al norte de Puerto America, entrando bosque alto","-68.0478","-11.5942",NA,NA,"180",NA,"NY04177262",NA,"2411","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500554' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","440408","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","W. Marcondes-Ferreira","L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00440408","NY00440408_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554970' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","440405","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","W. Marcondes-Ferreira","J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00440405","NY00440405_01","4372","South America","sheet",NA,"Distributed as Aspidospermum microphyllum Schott <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554968' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02715622","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","A. Rapini","A. M. Amorim","1998","01","27","Brazil","Bahia","Seabra","Distrito de Bebedouro. Coletas ca. 12 km a partir do ramal que leva ao Distrito.","-41.7703","-12.4186",NA,NA,NA,NA,"NY02715622","NY02715622_01","2187","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=56399' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","440410","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","L. Allorge","L. Riedel",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","Mandiocca","-43.0406","-22.6531",NA,NA,NA,NA,"NY00440410","NY00440410_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554966' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","970684","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","K. Potgieter","G. E. Schatz","1983","03","07","Brazil","Maranhão","Barra do Corda","Cocal Grande, 34 km NE of Barra do Corda along the Rio Mearim.","-45.1","-5.4",NA,NA,NA,NA,"NY00970684","NY00970684_01","869","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051687' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","440438","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.",NA,"J. A. Ratter","1987","11","22","Brazil","Mato Grosso do Sul",NA,"Corumbá, close to the limestone workings of the Pedreira de Xavier","-57.65","-19.02",NA,NA,NA,NA,"NY00440438","NY00440438_01","R6074","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554977' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","970685","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","K. Potgieter","G. E. Schatz","1983","03","13","Brazil","Maranhão","Grajaú","52 km S of Arame and 78 km N of Grajaú along highway 006.","-46.2","-5.2",NA,NA,NA,NA,"NY00970685","NY00970685_01","916","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051688' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","440439","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","K. Potgieter","D. C. Daly","1980","10","10","Brazil","Maranhão","Barra do Corda","Approx. 40 km E of Barra da Corda toward Presidente Dutra","-44.92","-5.42",NA,NA,NA,NA,"NY00440439","NY00440439_01","D570","South America","sheet",NA,"Leaf (DNA), Flower sample removed by Kurt Potgieter, 1997 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554972' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1519601","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","W. Marcondes-Ferreira","E. L. Sette Silva","2000","11","07","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.9503","-8.0128",NA,NA,NA,NA,"NY01519601","NY01519601_01","37","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1762863' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01873606","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","Mart.","R. F. Souza-Silva","K. Almeida","2001","07","04","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.9503","-8.0128",NA,NA,NA,NA,"NY01873606","NY01873606_01","155","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2941321' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","ANG404","S","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium",NA,NA,"Maielo - Silva, L.","2009","09","12","Brasil","Minas Gerais","Congonhas","Congonhas","-43.8577995300293","-20.4997005462646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N° Ibama (CTF) = 4477412",NA,NA,"16368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:28:39-03","UNESP-IBB","BOTU","32997","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","Folli, D.A.","Folli, D.A.","1995","08","08","Brasil","Espírito Santo","Linhares","Reserva Natural Vale",NA,NA,"9999","9999",NA,NA,"BOTU032997",NA,"2639",NA,NA,NA,NA,NA,NA,NA,NA,"1995","08","08",NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:28:39-03","UNESP-IBB","BOTU","33000","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","Folli, D.A.","Folli, D.A.","2008","10","13","Brasil","Espírito Santo","Linhares","Reserva Natural Vale",NA,NA,"9999","9999",NA,NA,"BOTU033000",NA,"6208",NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","13",NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:28:39-03","UNESP-IBB","BOTU","33002","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","Folli, D.A.","Folli, D.A.","2005","07","07","Brasil","Espírito Santo","Linhares","Reserva Natural Vale",NA,NA,"9999","9999",NA,NA,"BOTU033002",NA,"5065",NA,NA,NA,NA,NA,NA,NA,NA,"2005","07","07",NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:28:39-03","UNESP-IBB","BOTU","21692","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.",NA,"Salvador, J.L.G.","1998","06","18","Brasil","Mato Grosso do Sul","Anaurilândia","Córrego Três Barras",NA,NA,"9999","9999",NA,NA,"BOTU021692","BOTU021692","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-19 15:43:10-03","UNEB","HUNEB","14099","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","J.R. Maciel","J. G. Carvalho-Sobrinho","2009","06","07","Brasil","Bahia","Casa Nova","ca. 30Km na estrada para Remanso, entrada à esquerda para Balneário Dunas do São Francisco.","-41.2175","-9.2675","41W13'3''","9S16'3''","421","421","HUNEB0014099",NA,"2213",NA,NA,NA,"Savana Estépica","Angiospermae","Florideophycidae",NA,NA,"2009","11",NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"36","2021-03-30 12:33:57-03","EAO","IAN","93817","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","ingratum","Aspidosperma ingratum","K.Schum.",NA,"Glaziou, AFM",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093817",NA,"17131","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:24:41-03","PUCPR","HUCP","21190","S","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A. DC.","Selusniaki, M","Ariati, V","2008","07","10","Brasil","Paraná","Curitiba","Mercês","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"035",NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:24:41-03","PUCPR","HUCP","16716","S","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A. DC.","Selusniaki, M","Selusniaki, M","2005",NA,NA,"Brasil","Paraná","Curitiba","Campus da PUC","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"487",NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:24:41-03","PUCPR","HUCP","16785","S","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A. DC.","Selusniaki, M","Selusniaki, M","2005","06",NA,"Brasil","Paraná","Curitiba","Campus da PUC","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"473",NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:24:41-03","PUCPR","HUCP","16786","S","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A. DC.","Selusniaki, M","Selusniaki, M","2005","06",NA,"Brasil","Paraná","Curitiba","Campus da PUC","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"472",NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-02 16:28:33-03","CPAN-UFMS","COR","1665","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","Machate, D. J.","Conceição, C. A.","1987","09","21","Brasil","Mato Grosso do Sul","Campo Grande","Loteamento Rita Vieira","-54.571944","-20.505278","54º34'19''W","20º30'19''S","587","587",NA,NA,"2166",NA,NA,NA,"Árvore, 5-6 m de altura Habito: Árvore",NA,NA,NA,NA,"2016","03","02",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:10:38-03","CPAN-UFMS","COR","18016","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","D.J. Machate","D.J. Machate; W. Marcondes-Ferreira","2015","05","12","Brasil","São Paulo","Campinas","Campus da Unicamp","-47.071667","-22.816667","47º4'18''W","22º49'0''S",NA,NA,NA,NA,"134",NA,NA,NA,"Látex branco Habitat: Em área de vegetação do Cerrado antropizado. Solo latossolo. Relevo plano. Local seco. Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-29 18:02:02-03","CPAN-UFMS","COR","7210","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","D. J. Machate","D. J. Machate","2015","05","12","Brasil","São Paulo","Campinas","Unicamp. HABITAT:Em área de vegetação do Cerrado antropizado; Solo latossolo; Relevo plano.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"136",NA,NA,NA,"Látex branco; Local seco; Com Fruto: FRUTO:Fruto castanho Habito: Árvore",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-29 18:02:02-03","CPAN-UFMS","COR","7209","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","D. J. Machate","D. J. Machate","2015","05","12","Brasil","São Paulo","Campinas","Unicamp. HABITAT:Em área de vegetação do Cerrado antropizado; Solo latossolo; Relevo plano.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"134",NA,NA,NA,"Látex branco; Local seco; Com Fruto: FRUTO:Fruto verde Habito: Árvore",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 21:31:36-03","UFBA","ALCB","026727","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","Rapini","Guedes, ML; Hupsel, Y","1993","11","21","Brasil","Rio de Janeiro","Barra","Bosque da Barra.",NA,NA,NA,NA,NA,NA,NA,NA,"s/n","Southern America",NA,NA,"Ca. 5,0m de altura. Folhas membranáceas, discolores. Flores de cor amarela.","Dicotyledon",NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:08:47-03","UFBA","ALCB","032198","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","Souza-Silva, RF","Hatschbach, G; Silva, JM; Barbosa, E","1997","05","16","Brasil","Paraná","Dr. Ulysses","Rod. Cerro Azul - Dr. Ulysses, Serra de Paranapiacaba.",NA,NA,NA,NA,NA,NA,NA,NA,"66532","Southern America",NA,NA,"10m.","Dicotyledon",NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,NA,NA
