"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","day","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"46","2021-04-07 11:42:50-03","UFMS","CGMS","74199","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"V.J. Pott; A. Pott","3380","1998","04",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim, Sub-Regiao Da Nhecolandia,Pantanal.","-56.65","-18.9833333","90","90",NA,"Lagoa 77 - Invernada 9. CPAP - 17013. Habitat: Ilha Flutuante (Baceiro) Com Ludwigia Nervosa, Dominante. Solo com muita matéria orgânica. Relevo plano deprimido. Habito: Erva aquatica emergente, Ereta. Freqüente.","CGMS1107065",NA,"17",NA,NA,NA,NA,NA,"-56,65","-18,9833333",NA,NA,NA,NA,NA
"47","2021-04-07 11:42:50-03","UFMS","CGMS","74180","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"M. Schessl","3300","1993","06",NA,"Brasil","Mato Grosso","Santo Antônio do Leverger","Baia Acorizal, A 6 Km Norte De Barao De Melgaco.","-56.9166667","-16.1666667","120","120",NA,"Planta Doada Por M. Schessl - Pantanal Ecology Project. CPAP - 11956.","CGMS1107046",NA,"16",NA,NA,NA,NA,NA,"-56,9166667","-16,1666667",NA,NA,NA,NA,NA
"48","2021-04-07 11:42:50-03","UFMS","CGMS","24430","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott; H.C. Vinci-Carlos","H.C. Vinci-Carlos; G.A. Damasceno-Junior; A. Guglieri","75","2007","11",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3983333","-20.5838889","559","559",NA,"Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Pouco comum. Habito: Erva. 1,10 m de altura.","CGMS1053855",NA,"23","2008","07","08",NA,NA,"-54,3983333","-20,5838889",NA,NA,NA,NA,NA
"49","2021-04-07 11:42:50-03","UFMS","CGMS","73867","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott","Wilson T.Z. Souza; I.L. Santos","125","2016","02",NA,"Brasil","Sergipe","Estância","Lagoa costeira com baceiros marginais, em área com gado, próximo às dunas e à Praia do Abais.","-37.2838889","-11.3061111","4","4",NA,NA,"CGMS1106732",NA,"25",NA,NA,NA,NA,NA,"-37,2838889","-11,3061111",NA,NA,NA,NA,NA
"50","2021-04-07 11:42:50-03","UFMS","CGMS","54023","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","P.I.Martins; V.J. Pott","A.L.S. Fachardo; P.I. Martins; G.M. Shiroma; V.J. Pott","17","2015","06",NA,"Brasil","Mato Grosso do Sul","Jateí","Parque Estadual das Varzéas do Rio Ivinhema Rio Ivinhema.","-53.6508333","-22.9186111","235","235",NA,NA,"CGMS1083990",NA,"11","2015","12","03",NA,NA,"-53,6508333","-22,9186111",NA,NA,NA,NA,NA
"51","2021-04-07 11:42:50-03","UFMS","CGMS","41828","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"V.J. Pott; A. Pott","7673","2005","04",NA,"Brasil","Mato Grosso do Sul","Naviraí","Fazenda Panasqueira, 5 Km leste da BR-163, Km 148,8 a 27 Km norte de Naviraí.","-54.3883333","-22.9383333","350","350",NA,NA,"CGMS1071817",NA,"17",NA,NA,NA,NA,NA,"-54,3883333","-22,9383333",NA,NA,NA,NA,NA
"52","2021-04-07 11:42:50-03","UFMS","CGMS","48373","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott","V.J. Pott; S.N. Moreira","11765","2010","07",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo, Embrapa, varjão próximo à ferrovia Campo Grande - Ponta Porã.","-54.7880555","-20.5580556","507","507",NA,NA,"CGMS1078338",NA,"06","2014","11","06",NA,NA,"-54,7880555","-20,5580556",NA,NA,NA,NA,NA
"53","2021-04-07 11:42:50-03","UFMS","CGMS","41827","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott","V.J. Pott; S.N. Moreira; A. Pott","10710","2010","01",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo, Embrapa - Varjão próximo a ferrovia.","-54.7908333","-20.5591667","510","510",NA,NA,"CGMS1071816",NA,"08",NA,NA,NA,NA,NA,"-54,7908333","-20,5591667",NA,NA,NA,NA,NA
"54","2021-04-07 11:42:50-03","UFMS","CGMS","41826","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott","V.J. Pott; E. Scremin-Dias; L.C. Rodrigues; J.S. Garcia; S. Rodrigues; C.M.Lino; M.R. Cavallero","6368","2003","06",NA,"Brasil","Mato Grosso do Sul","Corumbá","Em frente a Fazenda Boa Sorte, 20 Km da curva do Leque na estrada Parque, Pantanal do Abobral.","-57.0475","-19.3766667","100","100",NA,"Flor branca. Habitat: Ilha de vegetação flutuante em lagoa de vazante. Solo areno-argiloso. Relevo plano. Habito: Erva aquática epífita. Esparsa.","CGMS1071815",NA,"26","2010","10","14",NA,NA,"-57,0475","-19,3766667",NA,NA,NA,NA,NA
"55","2021-04-07 11:42:50-03","UFMS","CGMS","74181","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","T. M. Pedersen","S.M. Salis; W.M. Tomas, A.T.A. Jacomo & O.D. Branco","672","1992","07",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Fazendinha, Vazante Na Invernada Sao Bento,Pantanal.","-56.3833333","-19.4833333","90","90",NA,"CPAP - 9433. Habitat: Lagoa Permanente. Solo arenoso. Relevo plano. Habito: Erva cespitosa. Abundante.","CGMS1107047",NA,"20","1996",NA,NA,NA,NA,"-56,3833333","-19,4833333",NA,NA,NA,NA,NA
"56","2021-04-07 11:42:50-03","UFMS","CGMS","41824","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott","V.J. Pott; A. Pott","7893","2005","08",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Rio Negro, cerca de 5 Km leste da sede, sub-região da Nhecolândia, Pantanal.","-56.2266667","-19.5030556","110","110",NA,NA,"CGMS1071813",NA,"15",NA,NA,NA,NA,NA,"-56,2266667","-19,5030556",NA,NA,NA,NA,NA
"57","2021-04-07 11:42:50-03","UFMS","CGMS","39418","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott","M.O. Córdova; J.A.Rotta; T.G. Freitas; V. Pott; F.A. Ferreira","79","2012","10",NA,"Brasil","Mato Grosso do Sul","Bonito","Parque Nacional da Serra da Bodoquena.","-56.7166667","-21.1202778","522","522",NA,"Flor esverdeada. Fruto ausente. Habitat: Sumidouro. Mata ciliar. Habito: Erva emergente.","CGMS1068800",NA,"18","2012","10","18",NA,NA,"-56,7166667","-21,1202778",NA,NA,NA,NA,NA
"58","2021-04-07 11:42:50-03","UFMS","CGMS","37954","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"S.N.Moreira; V.J. Pott & A.C.V. Arantes","309","2010","05",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte. Área de Varjão proximo à ferrovia.","-54.7833333","-20.5566667","504","504",NA,NA,"CGMS1067368",NA,"20",NA,NA,NA,NA,NA,"-54,7833333","-20,5566667",NA,NA,NA,NA,NA
"59","2021-04-07 11:42:50-03","UFMS","CGMS","74179","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"A. Pott","2135","1986","03",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim, Sub-Regiao Da Nhecolandia, Pantanal.","-56.65","-18.9833333","90","90",NA,"Raizes De 1M, Com Aerenquima. CPAP - 2047. Habitat: Lagoa (baía). Ilha de vegetação flutuante. Relevo plano. Habito: Erva flutuante. Freqüente.","CGMS1107045",NA,"24",NA,NA,NA,NA,NA,"-56,65","-18,9833333",NA,NA,NA,NA,NA
"60","2021-04-07 11:42:50-03","UFMS","CGMS","39433","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott","M.O. Córdova; J.A.Rotta; T.G. Freitas; V. Pott; F.A. Ferreira","94","2012","10",NA,"Brasil","Mato Grosso do Sul","Bonito","Parque Nacional da Serra da Bodoquena.","-56.7166667","-21.1202778","522","522",NA,"Flor esverdeada. Fruto ausente. Habitat: Lagoa permanente. Habito: Erva emergente.","CGMS1068815",NA,"18","2012","10","18",NA,NA,"-56,7166667","-21,1202778",NA,NA,NA,NA,NA
"61","2021-04-07 11:42:50-03","UFMS","CGMS","23675","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"S.N. Moreira; V.J.Pott","212","2008","07",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte; Área de Varjão prox. à ferrovia.","-54.79","-20.5566667","504","504",NA,"Flor ausente. Fruto castanho. Habitat: Campo úmido de Vereda com buriti em domínio de Cerrado Habito: Erva anfíbia.","CGMS1053089",NA,"02",NA,NA,NA,NA,NA,"-54,79","-20,5566667",NA,NA,NA,NA,NA
"62","2021-04-07 11:42:50-03","UFMS","CGMS","51735","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","R. Trevisan","M.O.D. Pivari; A. Pott; V.J. Pott","359","2005","03",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Boa Sorte, Estrada Parque MS-185.","-57.0502778","-19.3722223","101","101",NA,"Fruto castanho.Hidrófita epífita, presente em baceiro. Heliófita. Espiguetas jovens creme. Habitat: Lagoa Boa Sorte. Solo orgânico. Relevo plano. Ocasional. Habito: Erva, cerca de 0,60 m de altura.","CGMS1081720",NA,"27","2005","11","07",NA,NA,"-57,0502778","-19,3722223",NA,NA,NA,NA,NA
"63","2021-04-07 11:42:50-03","UFMS","CGMS","41823","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott","L.C. Costa; U.M. Resende","7","2001","06",NA,"Brasil","Mato Grosso do Sul","Aquidauana","IPPAN-Base de Pesquisa da UNIDERP.","-55.7872009277344","-20.4710998535156",NA,NA,NA,"Flor branca.","CGMS1071812",NA,"15",NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-04-07 11:42:50-03","UFMS","CGMS","28445","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","R.B. Rodrigues","R.B. Rodrigues; M.D. Nunes; J.L.M.M. Sugai; J. Terra; A.F. Beda; K.M. Campião; V.L. Ferreira","113","2008","11",NA,"Brasil","Mato Grosso do Sul","Corumbá","Baía 07 da Fazenda Nhumirim, Pantanal da Nhecolândia.","-57.6533012390137","-19.0091991424561","95","95",NA,"Coordenadas geográficas: 21K 539811 UTM 7900451 Habitat: Baceiro. Habito: Erva emergente ou epiífita.","CGMS1057895",NA,"30","2009","05","05","295160","auto",NA,NA,NA,NA,NA,NA,NA
"65","2021-04-07 11:42:50-03","UFMS","CGMS","41825","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott","V.J. Pott; A. Pott","7836","2005","06",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda CampoFlorido, 35 Km de Porto Murtinho (dique), 14 Km da Rodovia BR-267.","-57.8824996948242","-21.6989002227783",NA,NA,NA,"Flor branca. Habitat: Caixa de empréstimo com Eichhornia azurea. Solo argiloso. Relevo plano. Habito: Erva aquática emergente. Frequente. 0,30-0,60m de altura.","CGMS1071814",NA,"25",NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-27 13:47:40-03","UFS","ASE","14175","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Costa, SM","Costa, SM; Menezes, IRN; Santos, E","582","2009","09","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.448333","-11.350833",NA,NA,NA,"Cresce formando touceiras amplas manchas de dominância. Erva, com até 70cm. Inflorescência creme.; Cresce formando touceiras amplas manchas de dominância. Erva, com até 70cm. Inflorescência creme.; Em apicum de mangue e brejos.","ASE0008084","ASE0008084","02","2010","02",NA,NA,NA,"-37.448333","-11.350833",NA,NA,NA,NA,NA
"67","2019-11-27 13:47:40-03","UFS","ASE","28362","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Santos, JPS","Prata, AP; Rocha, LP; Santos, JPS; Moreno, GAC; Santos, E","3652","2013","06","Southern America","Brasil","Sergipe","Nossa Senhora da Glória","Assentamento Nossa Senhora Aparecida","-37.419861","-10.1035",NA,NA,NA,"Aproximadamente 60 cm. Inflorescência castanha.; Caatinga","ASE0008120","ASE0008120","20","2013","07","09",NA,NA,"-37.419861","-10.1035",NA,NA,NA,NA,NA
"68","2020-02-18 09:32:01-03","UNICAMP","UEC","27361","S","Plantae","Liliopsida",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Mayo, SJ","Harley, RM; Storr, RM; Santos, TS; Pinheiro, RS; Mayo, RMS","19212","1977","03",NA,"Brazil","Bahia",NA,"Morro do Chapéu, 19,5 km SE of Morro do Chapéu on the BA 052 road to Mundo Novo by the Rio Ferro Doido, with water worn, horizontally-bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock and waterfall.","-41.033333","-11.633333","900","900",NA,"Vegetation: open scrub to closed woodland in the drier areas.&nf;This plant grwing in wet sedge marsh.&nf;Stem green subtereth glumes straw-coloured with brown margins.","UEC025495","UEC025495","01","1978","10",NA,NA,NA,"-41.033333","-11.633333",NA,NA,NA,NA,NA
"69","2021-03-01 16:19:33-03","UNICAMP","UEC","27371","S","Plantae","Liliopsida",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Mayo, SJ","Harley, RM; Storr, RM; Santos, TS; Pinheiro, RS; Mayo, RMS","19638","1977","03",NA,"Brazil","Bahia",NA,"Serra das Almas, Midle N.E. slopes of the Pico das Almas ca. 25 km. W. N. W. of the Vila do Rio de Contas. Sandstone, metamorphic and quartzite rock outcrops with associated marsh, damp flushes and grassland, and some cutover mixed deciduous woodland","-41.95","-13.55","1500","1600",NA,"This plant growing at margin of stream.","UEC025496","UEC025496","18","1978","10",NA,NA,NA,"-41.95","-13.55",NA,NA,NA,NA,NA
"70","2019-08-20 09:59:50-03","UNICAMP","UEC","94143","S","Plantae","Liliopsida",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Faria, AD","Amaral, MCE; Bittrich, V","96","1996","11",NA,"Brazil","Amazonas","São Gabriel da Cachoeira","Antes do desvio para o Aeroporto., Solo encharcado.","-67.0892028808594","-0.130278006196022",NA,NA,NA,NA,NA,NA,NA,"1998","01",NA,"377621","auto",NA,NA,NA,NA,NA,NA,NA
"71","2019-08-20 09:59:50-03","UNICAMP","UEC","94143","S","Plantae","Liliopsida",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Faria, AD","Amaral, MCE; Bittrich, V","96s.n.","1996","11",NA,"Brazil","Amazonas","São Gabriel da Cachoeira","Antes do desvio para o Aeroporto., Solo encharcado.","-67.0892028808594","-0.130278006196022",NA,NA,NA,NA,"UEC025493","UEC025493",NA,"1998","01",NA,"377621","auto",NA,NA,NA,NA,NA,NA,NA
"72","2019-08-20 09:59:50-03","UNICAMP","UEC","93758","S","Plantae","Liliopsida",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Faria, AD","Hoehne, W; Kuhlmann, M","194","1933","04",NA,"Brazil","São Paulo","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC025494","UEC025494","13","1998","01",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-04-22 16:26:17-03","UFPB","JPB","15792","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Sveuson.","Luceño, M","Moura, OT","310","1987","09","Southern America","Brasil","Paraíba","João Pessoa","Mangabeira","-34.863056","-7.115","47","47",NA,"; HABITAT: Solo alagado","JPB0015792","JPB0015792","23","1994","08",NA,NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA
"74","2019-06-27 10:24:41-03","UFES","VIES","37437","S","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"Machado, J.O.; Souza, W.O. & Alves-Araújo, A.","32","2013","03",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas. Próximo à Trilha do Buraco do Bicho.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Área alagada.","VIES037437","VIES037437","27",NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-21 19:40:10-03","UFC","EAC","29338","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Ribeiro, R.T.M.","Matias, L.Q.","257","2000","05","Southern America","Brasil","Ceará","Jijoca de Jericoacoara","Lagoa de Jijoca, Substrato arenoso.","-40.45675","-2.883139",NA,NA,NA,"Erva emergente.; Litorâneo-Lacustre","EAC0029338","EAC0029338","04","2018","06","18",NA,NA,"-40.45675","-2.883139",NA,NA,NA,NA,NA
"76","2021-03-21 19:40:10-03","UFC","EAC","31076","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Ribeiro, R.T.M.","Amado, R.","252","2000","06","Southern America","Brasil","Ceará","Cascavel","Lagoa de Cascavel, Substrato limoso.","-38.2419013977051","-4.13305997848511",NA,NA,NA,"Herbácea, fruto pardo, aquática.","EAC0031076","EAC0031076","12","2018","06","18","42722","auto",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-21 19:40:10-03","UFC","EAC","32614","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Ribeiro, R.T.M.","Matias, L.Q.","s.n.","2000","05","Southern America","Brasil","Ceará","Cruz","Lagoa da Caiçara","-40.1716995239258","-2.91777992248535",NA,NA,NA,"Aquática emergente.; Lêntico-litorâneo","EAC0032614","EAC0032614","04","2018","06","18","34517","auto",NA,NA,NA,NA,NA,NA,NA
"78","2021-03-21 19:40:10-03","UFC","EAC","31122","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Alves, M.","Amado, R.","326","2000","08","Southern America","Brasil","Ceará","Jijoca de Jericoacoara","Lagoa de Jijoca de Jericoacoara","-40.4491996765137","-2.89499998092651",NA,NA,NA,"Erva, fruto pardo-esverdeado.; Litorâneo-paludoso","EAC0031122","EAC0031122","24","2008","07",NA,"16085","auto",NA,NA,NA,NA,NA,NA,NA
"79","2021-03-21 19:40:10-03","UFC","EAC","30250","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Ribeiro, R.T.M.","Matias, L.Q.","306","2000","06","Southern America","Brasil","Ceará","Jijoca de Jericoacoara","Lagoa de Jijoca, Substrato limoso.","-40.4491996765137","-2.89499998092651",NA,NA,NA,"Herbácea fixa emergente; macrófita aquática.; Litorâneo-Lacustre","EAC0030250","EAC0030250","24","2018","06","18","16085","auto",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:22:16-03","MBM","MBM","11874","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Trevisan, R.","Lindeman, J.; Haas, H.; Haas, H.","868","1966","04","Southern America","Brazil","Paraná","São Tomé","15km E of São Tomé, in first lagoa, a samall shallow lake in the forest, on waterside of inner flosting peat belt","-52.5908012390137","-23.5377998352051",NA,NA,NA,"In loose groups among other Cyperaceae, some young and some old spikelets","MBM011874","MBM011874","03","2006","01","24","19703","auto",NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:22:16-03","MBM","MBM","11875","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Trevisan, R.","Lindeman, J.; Haas, H.; Haas, H.","886","1966","04","Southern America","Brazil","Paraná","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,"MBM011875","MBM011875","03","2006","01","23","32009","auto",NA,NA,NA,NA,NA,NA,NA
"82","2015-09-03 21:40:58-03","MNHN","RECOLNAT_MNHN_P","P00231580","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Strong","Granville, J.J. de",NA,"1987","11",NA,"Guyane française",NA,NA,"Mare aux Caïmans, plaine de Kaw","-52.13333","4.65",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00231580' target='other'> <mi>dwc_moreinfo</mi></a>","P00231580","P00231580_01","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10118",NA
"83","2015-09-03 21:40:58-03","MNHN","RECOLNAT_MNHN_P","P00231581","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Gröss","Murça-Pires, J.|Black, G.A.",NA,"1945","9",NA,"Brésil",NA,NA,"Para, Belem",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00231581' target='other'> <mi>dwc_moreinfo</mi></a>","P00231581","P00231581_01","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"214",NA
"84","2015-09-18 06:33:08-03","MNHN","RECOLNAT_MNHN_P","P00231582","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"Pedersen, T.M.",NA,"1952","5",NA,"Argentine",NA,NA,"Corrientes, Dep. Mburucuya, estancia Santa Teresa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00231582' target='other'> <mi>dwc_moreinfo</mi></a>","P00231582","P00231582_01","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1712",NA
"85","2020-05-25 15:13:54-03","FSU","FSU","000070972","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeckeler",NA,"Sidney McDaniel","11452",NA,NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2014-11-11 11:15:00-02","MO","MOBOT","1839661","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeckeler","T. Koyama","Gerrit Davidse|Nelson A. Rosa|Milton G. da Silva|Carlos S. Rosário","Davidse 17839","1980","4","South America","Brazil","Pará",NA,"Mun. de Marapanim: just E of the fishing village of Camara, which is ca. 11 km NW of Marudá.","-47.6833333","-0.6166667","2.00000000","20.00000000",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-8","1"
"87","2017-08-22 07:49:00-03","MO","MOBOT","270547","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeckeler","F. Mereles (FCQ)","Elsa M. Zardini|R. Velázquez","Zardini 25389","1991","1","South America","Paraguay","Central",NA,"Tavarory, Acosta Ñu, 5 km E of Río Paraguay.","-57.5","-25.3333333",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"509","4"
"88","2009-11-11 19:34:00-02","MO","MOBOT","2632485","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Camelbeke, K. (GENT)","Eduardo Asanza C.|A.S. Barfod","Asanza C. 41209","1982","11","South America","Ecuador","Napo",NA,"Cuyabeno Nature Reserve, Río Cuyabeno and Laguna Cañangueno. Collections made from canoe going upstream to the lake, varzéa and igapó forest.","-76.16666","-0.03333","240.00000000",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2009-06-27 16:39:00-03","MO","MOBOT","2659199","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Camelbeke, K. (GENT)","Simon Lægaard","Lægaard 52540","1984","7","South America","Ecuador","Napo",NA,"At and near Laguna Grande de Cuyabeno.","-79.2",NA,"250.00000000",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2012-09-12 05:06:00-03","MO","MOBOT","100317697","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"Narel Paniagua Zambrana|Robin B. Foster","Paniagua Zambrana 688",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
