"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"205","2020-12-20 21:16:56-03","UFV","VIC","9103","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Júnior, M.C.S.; Silva, A.F. da","1983","12","20",NA,"Brasil",NA,NA,"Árvore, c.a. de 3,0 metros de altura; corola branca.","VIC009103",NA,NA,"Mart.","Amaral Júnior, A.","s.n.","Minas Gerais","Paraopeba","EFLEX","-44.4042015075684","-19.2744007110596","VIC009103",NA,NA,"1997","10",NA,NA,"08","26090","auto",NA,NA,NA,NA,NA,NA
"206","2020-12-20 21:16:56-03","UFV","VIC","9102","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Júnior, M.C.S.; Silva, A.F. da","1983","12","20",NA,"Brasil",NA,NA,"Árvore, c.a. de 2,5 metros de altura; corola branca.","VIC009102",NA,NA,"Mart.","Amaral Júnior, A.","s.n.","Minas Gerais","Paraopeba","EFLEX","-44.4042015075684","-19.2744007110596","VIC009102",NA,NA,"1997","10",NA,NA,"08","26090","auto",NA,NA,NA,NA,NA,NA
"207","2020-12-20 21:16:56-03","UFV","VIC","025990","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Balduino","2000","11","17",NA,"Brasil",NA,NA,"Arbóreo","VIC025990",NA,NA,"Mart.",NA,"42","Minas Gerais","Paraopeba","EFLEX","-44.4042015075684","-19.2744007110596","VIC025990",NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"208","2020-12-20 21:16:56-03","UFV","VIC","025671","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Valente, G.E.; Meira neto, J.A.","2001","04","09",NA,"Brasil",NA,NA,"Planta de cerca de 3 m, crescendo a pleno sol em solo seco,individuo n°145 da área amostral de Alexander PC Bauduino","VIC025671",NA,NA,"Mart.",NA,"662","Minas Gerais","Paraopeba","EFLEX","-44.4042015075684","-19.2744007110596","VIC025671",NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"209","2020-12-20 21:16:56-03","UFV","VIC","25990","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Balduino, A.P.C.; et al.","2000","11","17",NA,"Brasil",NA,NA,"Indivíduo arbóreo.","VIC025990",NA,NA,"Mart.","Meira Neto, J.A.A.","42","Minas Gerais","Paraopeba","EFLEX, Cerrado stricto sensu.","-44.4042015075684","-19.2744007110596","VIC025990",NA,NA,"2001","06",NA,NA,"25","26090","auto",NA,NA,NA,NA,NA,NA
"210","2020-12-20 21:16:56-03","UFV","VIC","018895","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Neri, A.V.","2005","09","26",NA,"Brasil",NA,NA,"Arbusto de cerca de 2 m, em floração, corola creme.","VIC018895",NA,NA,"Mart.",NA,"s.n.","Minas Gerais","Paraopeba","FLONA de Paraopeba","-44.4042015075684","-19.2744007110596","VIC018895",NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"211","2020-12-20 21:16:56-03","UFV","VIC","18892","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Neri, A.V.","2005","09","19",NA,"Brasil",NA,NA,"Arbusto, c.a. de 2,5 metros de altura, crescendo em ambiente ensolarado. Planta em final de floração e início de frutificação.","VIC018892",NA,NA,"Mart.","Bezerra-Loiola, M.I.","s.n.","Minas Gerais","Paraopeba","FLONA de Paraopeba, Cerradão sobre Latossolo Vermelho.","-44.4042015075684","-19.2744007110596","VIC018892",NA,NA,"2007","07",NA,NA,"26","26090","auto",NA,NA,NA,NA,NA,NA
"212","2020-12-20 21:16:56-03","UFV","VIC","18895","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Neri, A.V.","2005","09","26",NA,"Brasil",NA,NA,"Arbusto, c.a. de 2,0 metros de altura. Indivíduo em floração. Corola creme.","VIC018895",NA,NA,"Mart.","Bezerra-Loiola, M.I.","s.n.","Minas Gerais","Paraopeba","FLONA de Paraopeba, Cerrado stricto sensu sobre Latossolo Amarelo.","-44.4042015075684","-19.2744007110596","VIC018895",NA,NA,"2007","07",NA,NA,"26","26090","auto",NA,NA,NA,NA,NA,NA
"213","2021-04-07 11:43:07-03","UFMS","CGMS","14938","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","A.S. Penha; T. Ramires; C.S.C. Campos; M.C. Lescano","2004","10","28",NA,"Brasil",NA,NA,"Flor branca. Habitat: Borda de Mata. Relevo plano sem drenagem. Habito: Árvore.","CGMS1044432",NA,NA,"Mart.","U.M. Resende","119","Mato Grosso do Sul","Costa Rica","Fazenda Pontal.","-53.0033333","-18.3697223",NA,NA,NA,NA,NA,"-53,0033333","-18,3697223",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-04-07 11:43:07-03","UFMS","CGMS","47843","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","M.M. Morelli; F.M.R. Godoy; P.P. Oliveira; S.R. Ramalho; V.J. Pott","2014","12","01",NA,"Brasil",NA,NA,"Fruto vermelho. Habitat: Campo úmido antropizado ao longo do açude em vereda comPresença de Brachiaria. Habito: Erva.","CGMS1077798",NA,NA,"Mart.","M.M. Morelli","246","Mato Grosso do Sul","Nova Andradina","Fazenda Laranjal. Córrego Baile.","-53.3652778","-22.0766667",NA,"372","372","2014","12","-53,3652778","-22,0766667","01",NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-04-07 11:43:07-03","UFMS","CGMS","38754","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","R.H. Silva; J.P. Souza; E.L. Siqueira; G. Guimarães","2013","03","02",NA,"Brasil",NA,NA,"Flor ausente. Fruto preto. Habitat: Cerrado de altitude. Litólico e rico em Fe. Habito: Arbusto.","CGMS1068146",NA,NA,"Mart.","R.H.Silva","845","Mato Grosso do Sul","Corumbá","Morro Grande.","-57.55","-19.2458333",NA,"785","785","2013","03","-57,55","-19,2458333","04",NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-04-07 11:43:07-03","UFMS","CGMS","33402","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","A. Pott; V.J. Pott","2009","07",NA,NA,"Brasil",NA,NA,"Flor esverdeado clara. Fruto ausente. Frequente. Habitat: Cerradão raleado, com Terminalia argentea. Solo argiloso vermeho raso sobre laterita. Habito: Árvore. 5,00m de altura.","CGMS1062798",NA,NA,"Mart.","M.I.B. Loiola","15639","Mato Grosso do Sul","Terenos","Fazenda Modelo (Embrapa).","-54.7833333","-20.5597222",NA,"516","516",NA,NA,"-54,7833333","-20,5597222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-04-07 11:43:07-03","UFMS","CGMS","40615","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","A. Guerra; A. Ferraro; B. Ferreira","2013","10","03",NA,"Brasil",NA,NA,"Flor ausente. Habitat: Cerrado. Habito: Árvore, 1,50m de altura","CGMS1070601",NA,NA,"Mart.","Thomaz R.F. Sinani","30","Mato Grosso do Sul","Rio Negro","Serra de Maracaju, borda leste do Pantanal. Distrito de Taboco. Fazenda Colina Dourada.","-55.1055556","-19.2991666",NA,NA,NA,"2016","07","-55,1055556","-19,2991666","03",NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-04-07 11:43:07-03","UFMS","CGMS","7174","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","A. Amaral-Júnior; J.O. Mendonça; O. Dias","1998","10","10",NA,"Brasil",NA,NA,"Com botões. Habitat: Área marginal do cerrado à margem da estrada. Habito: Arbusto. 1,50m de altura.","CGMS1017197",NA,NA,"Mart.",NA,"76","Mato Grosso do Sul","Três Lagoas","Estrada de terra para o Porto de areia independência e N.S. Aparecida. Mais ou menos 9,4km da MS 395.","-51.7238889","-20.8158333",NA,NA,NA,NA,NA,"-51,7238889","-20,8158333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-04-07 11:43:07-03","UFMS","CGMS","66586","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","A. Quinet; G. Martinelli; R. Borges; A. Bevacqua; T. Serrano; N. Pougy; M. Moraes","2010","11","29",NA,"Brasil",NA,NA,"Fruto imaturo verde. Folhas discolores verdes, cartáceas. Habitat: Floresta estacional semidecidual. Habito: Arbusto semi-heliófilo, 2,00 m de altura.","CGMS1099547",NA,NA,"Mart.","J.L. Costa-Lima","2161","Mato Grosso do Sul","Corumbá","Serra do Amolar, Estrada do Taquaral.","-57.4994444","-18.0513889",NA,"324","324","2015","03","-57,4994444","-18,0513889","19",NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-04-07 11:43:07-03","UFMS","CGMS","31014","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","T.H. Stefanello; V.S. Santos; A.C.S. Brito","2010","11","26",NA,"Brasil",NA,NA,"Fruto verde imaturo. Habitat: Mata ciliar. Habito: Árvore. 3,00m de altura.","CGMS1060428",NA,NA,"Mart.","M.I.B. Loiola","289","Mato Grosso do Sul","Corumbá","Sub-região Pantanal do Paraguai, Baía do Taquaral.","-57.4833333","-18.0422222",NA,"84","84",NA,NA,"-57,4833333","-18,0422222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-04-07 11:43:07-03","UFMS","CGMS","6886","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","A. Amaral-Júnior; J.O. Mendonça; O. Dias","1998","10","13",NA,"Brasil",NA,NA,"Com botões. Doação. Habitat: Área marginal do cerrado à margem da estrada. Habito: Arbusto. 1,50m de altura.","CGMS1017198",NA,NA,"Mart.",NA,"76","Mato Grosso do Sul","Três Lagoas","Estrada de terra para o porto de areia Indpendencia. Cerca de 9,4km da MS-395.","-51.7238889","-20.8158333",NA,NA,NA,NA,NA,"-51,7238889","-20,8158333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-04-07 11:43:07-03","UFMS","CGMS","31326","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","S.R. Zacharias; W.S. Arruda; T.H.D. Leandro","2010","11","27",NA,"Brasil",NA,NA,"Fruto vermelho. Habitat: Floresta estacional semidecídua. Habito: Árvore. 5,00m de altura.","CGMS1060757",NA,NA,"Mart.","M.I.B. Loiola","14","Mato Grosso do Sul","Corumbá","RPPN Acurizal: Fundão - Reserva Ecotrópica.","-57.55","-17.8772223",NA,NA,NA,NA,NA,"-57,55","-17,8772223",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-04-07 11:43:07-03","UFMS","CGMS","14874","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","A.S. Penha; T. Ramires; C.S.C. Campos; M.C. Lescano","2004","10","25",NA,"Brasil",NA,NA,"Botão. Habitat: Mata ciliar. Relevo plano sem drenagem Habito: Arbusto.","CGMS1044362",NA,NA,"Mart.","U.M. Resende","55","Mato Grosso do Sul","Costa Rica","Fazenda Pouso Frio.","-52.8627778","-18.6669445",NA,NA,NA,NA,NA,"-52,8627778","-18,6669445",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-04-07 11:43:07-03","UFMS","CGMS","19089","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","A.L.B. Sartori; A. Pott; L.C.P. Lima; M.D. Moraes; S. Aragaki; V.J. Pott","2001","04","02",NA,"Brasil",NA,NA,"Fruto verde imaturo. Duplicata do HMS. Habitat: Cerrado. Habito: Árvore. 3,00m de altura.","CGMS1048389",NA,NA,"Mart.","M.I.B. Loiola","427","Mato Grosso do Sul","Nioaque","Borda do Cerrado.","-55.6238889","-21.1686111",NA,NA,NA,NA,NA,"-55,6238889","-21,1686111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-04-07 11:43:07-03","UFMS","CGMS","23360","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","E.P. Seleme","2006","12","17",NA,"Brasil",NA,NA,"Flor branca. Com poucas flores. Habitat: Cerrado. Cerradão. Habito: Árvore. 5,00m de altura.","CGMS1052767",NA,NA,"Mart.","M.I.B. Loiola","33","Mato Grosso do Sul","Campo Grande","Fazenda Betânia.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"226","2021-04-07 11:43:07-03","UFMS","CGMS","3553","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","U.M. Resende; et al.","1990","11","14",NA,"Brasil",NA,NA,"Flor amarelo-pálido. Flores axiais. Caule rugoso, fissuras pouco profundas. Folhas alternas. Caule apresentando grande concentração de liquens. Habitat: Solo arenoso. Habito: Árvore. 3,50m de altura.","CGMS1011100",NA,NA,"Mart.","M.I.B. Loiola","166","Mato Grosso do Sul","Campo Grande","Fazenda Santa Inês.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"227","2021-04-07 11:43:07-03","UFMS","CGMS","5676","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","U.M. Resende","1997","08",NA,NA,"Brasil",NA,NA,NA,"CGMS1017199",NA,NA,"Mart.","M.I.B. Loiola","1074","Mato Grosso do Sul","Campo Grande","Próximo à Campo Grande.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"228","2021-04-07 11:43:07-03","UFMS","CGMS","30661","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","I.M. Neves; T.E. Lima; T.S. Amaral; M.L. Bueno; G.A. Damasceno-Junior","2010","11","24",NA,"Brasil",NA,NA,"Flor creme. Ramentas. Habitat: Interior de mata (trilha); cerradão com floresta estacional. Habito: Árvore. 2,20m de altura.","CGMS1060073",NA,NA,"Mart.","M.I.B. Loiola","20","Mato Grosso do Sul","Corumbá","Instituto Homem Pantaneiro.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"229","2021-04-07 11:43:07-03","UFMS","CGMS","49731","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","G. Hatschbach; M. Hastchbach; E. Barbosa","1995","10","15",NA,"Brasil",NA,NA,"Flor alvacenta. Habitat: Cerrado. Habito: Arbusto. 2,00m de altura.","CGMS1079662",NA,NA,"Mart.","N. Hensold","63397","Mato Grosso do Sul","Nioaque","Rodovia BR-060, 10-15km sul de Nioaque.","-55.8300018310547","-21.1352996826172",NA,NA,NA,"1997",NA,NA,NA,NA,"49299","auto",NA,NA,NA,NA,NA,NA
"230","2019-11-27 13:48:03-03","UFS","ASE","7768","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","C. S. Caires; V. C. Mendes","2002","04","04","Southern America","Brasil",NA,NA,"Árvore.; Árvore.; Mata de galeria.","ASE0017716","Magnoliophyta",NA,"Mart.","Loiola, MIB; cordeiro, LS","113","Distrito Federal","Brasília","Núcleo Bandeirante, Country Club ao lado do Catetinho. Centro-oeste.","-47.983333","-15.95","ASE0017716",NA,NA,"2010","07","-47.983333","-15.95","05",NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-01 16:29:22-03","UNICAMP","UEC","4458","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Ratter, JA; Fonseca, SG; Fonsêca Filho, J; Ribeiro, JF; Silva, JCS","1976","10","08",NA,"Brazil",NA,NA,"Tree, 6m tall. Petals cream with a greenish tint. Flowers breig visited by swarms of Heliconia buttenflies.","UEC000036","Magnoliopsida",NA,"Mart.","Plowman, T","3744","Distrito Federal","Brasília","Fazenda Agua Limpa (Unicesity of Brasilia field station), near Vargem Bonita. c. 18km SSW of Brasilia TV tower.","-47.9296989440918","-15.7797002792358","UEC000036",NA,NA,"1981",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"232","2021-03-01 16:29:22-03","UNICAMP","UEC","48289","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Morellato-Fonzar, LPC; et al.","1985","11","06",NA,"Brazil",NA,NA,"Árvore até 5m, flores esverdeadas.","UEC000042","Magnoliopsida",NA,"Mart.","Loiola, MIB","s.n.","Mato Grosso do Sul","Selvíria","Fazenda Santa Maria.","-51.4188995361328","-20.3672008514404","UEC000042",NA,NA,"2011","10",NA,NA,"27","74358","auto",NA,NA,NA,NA,NA,NA
"233","2021-03-01 16:29:22-03","UNICAMP","UEC","135986","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Simões, AO; Koehler, S; Singer, RB; Belinello, R","1999","10","05",NA,"Brazil",NA,NA,"Arbusto, cerca de 1m, flores amarelo esverdeadas.","UEC000034","Magnoliopsida",NA,"Mart.","Loiola, MIB","1011","Minas Gerais","Carrancas","Faz. Grão Mogol, afloramento.","-44.6425018310547","-21.4874992370605","UEC000034",NA,NA,"2011","10",NA,NA,"27","21143","auto",NA,NA,NA,NA,NA,NA
"234","2021-03-01 16:29:22-03","UNICAMP","UEC","22859","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Leitão Filho, HF; Shepherd, GJ; Martins, FR; et al.","1980","12","09",NA,"Brazil",NA,NA,"Arbusto até 1.5m, frutos amarelos-esverdeados, imaturos. Em campo rupestre.","UEC000032","Magnoliopsida",NA,"Mart.","Loiola, MIB","11848","Minas Gerais","Lavras","Cerrado próximo à cidade.","-44.999698638916","-21.2453002929688","UEC000032",NA,NA,"2011","10",NA,NA,"27","20044","auto",NA,NA,NA,NA,NA,NA
"235","2021-03-01 16:29:22-03","UNICAMP","UEC","22850","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Leitão Filho, HF; Shepherd, GJ; Martins, FR; et al.","1980","12","09",NA,"Brazil",NA,NA,"Arbusto até 1.5m, frutos amarelos-esverdeados, imaturos. Em campo rupestre.","UEC095167","Magnoliopsida",NA,"Mart.","Loiola, MIB","11848","Minas Gerais","Lavras","Cerrado próximo à cidade.","-44.999698638916","-21.2453002929688","UEC095167",NA,NA,"2011","10",NA,NA,"27","20044","auto",NA,NA,NA,NA,NA,NA
"236","2021-03-01 16:29:22-03","UNICAMP","UEC","46203","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Carvalho-Okano, RM; Vieira, MF","1984","09","26",NA,"Brazil",NA,NA,"Arbusto, folhas simples, flores brancas.","UEC000041","Magnoliopsida",NA,"Mart.","Loiola, MIB","s.n.","Minas Gerais","Viçosa","Campus da UFV, asfalto que dá acesso a caixa d'água.","-42.8819007873535","-20.7539005279541","UEC000041",NA,NA,"2011","10",NA,NA,"27","13937","auto",NA,NA,NA,NA,NA,NA
"237","2021-03-01 16:29:22-03","UNICAMP","UEC","4499","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Leitão Filho, HF; Martins, FR","1977","09","17",NA,"Brazil",NA,NA,"Arbusto até 1.6m; flores branco creme.","UEC000044","Magnoliopsida",NA,"Mart.","Mendonça, JO; Amaral Jr, A","5923","São Paulo","Altinópolis","Nativo em cerrado da Reserva Estadual de São Simão.","-47.3699989318848","-21.0200004577637","UEC000044",NA,NA,"1996","12",NA,NA,"19","30403","auto",NA,NA,NA,NA,NA,NA
"238","2021-03-01 16:29:22-03","UNICAMP","UEC","105455","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Tozzi, AMGA; Mendonça Filho, CV; Galvão, JC; Moreira, JLA; Santos, K; Filliettaz, AM","1998","12","03",NA,"Brazil",NA,NA,"Árvore caída 2.5m compr., pétalas brancas e internamente amarelas, frutos verde-alaranjados com suco alaranjado. Cerrado fechado.","UEC000027","Magnoliopsida",NA,"Mart.","Loiola, MIB","314","São Paulo","Alumínio",NA,"-47.2599983215332","-23.5300006866455","UEC000027","680","680","2011","10",NA,NA,"27","9250","auto",NA,NA,NA,NA,NA,NA
"239","2021-03-01 16:29:22-03","UNICAMP","UEC","26254","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Leitão Filho, HF; Stubblebine, WH; Semir, J","1981","04","13",NA,"Brazil",NA,NA,"Arvoreta até 5m, frutos esverdeados.","UEC000037","Magnoliopsida",NA,"Mart.","Mendonça, JO; Amaral Jr, A","12458","São Paulo","Araraquara","Rod para Matão, cerrado à margem da estrada.","-48.1699981689453","-21.7900009155273","UEC000037",NA,NA,"1996","12",NA,NA,"19","29178","auto",NA,NA,NA,NA,NA,NA
"240","2021-03-01 16:29:22-03","UNICAMP","UEC","61245","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Stranghetti, A; Guimarães, PJF; Barbosa, AR; Martins, AL","1990","11","21",NA,"Brazil",NA,NA,"Árvore ca. 5m, cortiça com fissuras seguindo o comprimento da árvore com flores e frutos. Dentro do bosque.","UEC000029","Magnoliopsida",NA,"Mart.","Loiola, MIB","23592","São Paulo","Campinas","a esquina da rua Rocha Camargo. Bosque dos Alemâes.","-47.060001373291","-22.8999996185303","UEC000029",NA,NA,"2011","10",NA,NA,"27","23900","auto",NA,NA,NA,NA,NA,NA
"241","2021-03-01 16:29:22-03","UNICAMP","UEC","4497","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Leitão Filho, HF; Gianotti, E; Toledo Filho, DV; Bertoni, JEA","1977","04","06",NA,"Brazil",NA,NA,"Arbusto até 3m, flores creme amareladas.","UEC000039","Magnoliopsida",NA,"Mart.","Mendonça, JO; Amaral Jr, A","4677","São Paulo","Itirapina","Nativo em cerrado da Est. Exp. do Inst. Florestal.","-47.8199996948242","-22.25","UEC000039",NA,NA,"1996","12",NA,NA,"19","22843","auto",NA,NA,NA,NA,NA,NA
"242","2021-03-01 16:29:22-03","UNICAMP","UEC","4473","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Leitão Filho, HF; Gianotti, E; Toledo Filho, DV; Bertoni, JEA","1977","04","06",NA,"Brazil",NA,NA,"Arbusto até 3m, flores creme amareladas.","UEC000035","Magnoliopsida",NA,"Mart.","Mendonça, JO; Amaral Jr, A","4677","São Paulo","Itirapina","Nativo em cerrado da Est. Exp. do Inst. Florestal.","-47.8199996948242","-22.25","UEC000035",NA,NA,"1996","12",NA,NA,"19","22843","auto",NA,NA,NA,NA,NA,NA
"243","2021-03-01 16:29:22-03","UNICAMP","UEC","4476","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Leitão Filho, HF; Gianotti, E; Toledo Filho, DV; Bertoni, JE","1977","08","22",NA,"Brazil",NA,NA,"Árvore com 3m alt., inflorescencias brancas rosadas.","UEC000033","Magnoliopsida",NA,"Mart.","Mendonça, JO; Amaral Jr, A","6012","São Paulo","Itirapina","Reserva do cerrado da estação Exp de Itirapina - Inst. Florestal.","-47.8199996948242","-22.25","UEC000033",NA,NA,"1996","12",NA,NA,"19","22843","auto",NA,NA,NA,NA,NA,NA
"244","2021-03-01 16:29:22-03","UNICAMP","UEC","4495","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Leitão Filho, HF; Gianotti, E; Toledo Filho, DV; Bertoni, JE","1977","08","22",NA,"Brazil",NA,NA,"Árvore com 3m alt., inflorescencias brancas rosadas.","UEC000038","Magnoliopsida",NA,"Mart.","Mendonça, JO; Amaral Jr, A","6012","São Paulo","Itirapina","Reserva do cerrado da estação Exp de Itirapina - Inst. Florestal.","-47.8199996948242","-22.25","UEC000038",NA,NA,"1996","12",NA,NA,"19","22843","auto",NA,NA,NA,NA,NA,NA
"245","2021-03-01 16:29:22-03","UNICAMP","UEC","4504","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Toledo Filho, DV","1978","12","11",NA,"Brazil",NA,NA,"Arbusto até 2m. Em cerrado.","UEC000040","Magnoliopsida",NA,"Mart.","Mendonça, JO; Amaral Jr, A","9881","São Paulo","Mogi Mirim","Horto florestal de Moji Mirim.","-46.9500007629395","-22.4300003051758","UEC000040",NA,NA,"1996","12",NA,NA,"19","19575","auto",NA,NA,NA,NA,NA,NA
"246","2021-03-01 16:29:22-03","UNICAMP","UEC","94642","S","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Marcondes-Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1997","11","07",NA,"Brazil",NA,NA,"Arbusto, flores creme esverdeadas.; Mata de encosta em morro de arenito.","UEC000031","Magnoliopsida",NA,"Mart.","Loiola, MIB","1693","São Paulo","Pedregulho","Igaçaba, Morro Solteiro","-47.4700012207031","-20.25","UEC000031",NA,NA,"2011","10",NA,NA,"27","27552","auto",NA,NA,NA,NA,NA,NA
"247","2020-04-22 16:19:07-03","UFPB","JPB","2201","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Chaves, MJ","1968","10","03","Southern America","Brasil",NA,NA,"; DESC: Arbusto de mais ou menos 2 metros de altura.",NA,"Angiosperma","Dicotyledon","Mart.","Loiola, MIB","41","Goiás","Caiapônia-Aragarças","Arredores de brejo. (GO).",NA,NA,NA,NA,NA,"2002","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-04-22 16:19:07-03","UFPB","JPB","2367","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Chaves, MJ","1968","10","14","Southern America","Brasil",NA,NA,"; DESC: Erva robusta de mais ou menos 60 cm de altura; flores alvas.",NA,"Angiosperma","Dicotyledon","Mart.","Loiola, MIB","207","Goiás","Caiapônia-Jataí","Margem esquerda, junto a fonte da água sulfurosa.",NA,NA,NA,NA,NA,"2002","12",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA
