"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","typeStatus","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"170","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769632","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Dubs B","1992","04","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769632 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769632",NA,NA,NA,"Flora Brasiliensis,roadside BR 263,municipio Aqua Clara, cerrado.",NA,"Myrtales","Mart.",NA,NA,"-52.733333","-20.483333","NL-U1769632",NA,NA,NA,NA,NA,"-52.733333","-20.483333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"171","2020-02-08 10:08:33-03","NBC","NL-BOTANY","WAG.1872606","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Hatschbach GG; Hatschbach M; Silva JM","1988","05","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1872606 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1872606",NA,NA,NA,"Grão Mogol, rod. para Virgem da Lapa, Minas Gerais.",NA,"Myrtales","Mart.",NA,NA,NA,NA,"NL-WAG1872606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"172","2020-02-08 10:08:33-03","NBC","NL-BOTANY","WAG.1872607","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Hatschbach GG; Hatschbach M; Silva JM","1988","05","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1872607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1872607",NA,NA,NA,"Grão Mogol, rod. para Virgem da Lapa, Minas Gerais.",NA,"Myrtales","Mart.",NA,NA,NA,NA,"NL-WAG1872607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"173","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769634","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa brevipetiolata","Smith LB; et al.","1952","05","02","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769634 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769634",NA,NA,NA,"Minas Gerais, Mun. Jaboticatubas: Tres Barras, 50 km north of Lagoa Santa.",NA,"Myrtales",NA,NA,NA,"-43.666667","-19.416667","NL-U1769634",NA,NA,"brevipetiolata",NA,NA,"-43.666667","-19.416667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"174","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769635","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa brevipetiolata","Pires JM; Silva NT; Souza R","1963","05","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769635 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769635",NA,NA,NA,"Plantas do Brasil, Brasilia, D.F.",NA,"Myrtales",NA,NA,NA,NA,NA,"NL-U1769635",NA,NA,"brevipetiolata",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"175","2020-02-08 10:08:33-03","NBC","NL-BOTANY","L.2158911","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa eurufa","Gibbs PE; Abbott JR; Andrade JB de","1977","05","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2158911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2158911",NA,NA,NA,"Mg- Montes Claros - Mirabela ca km 45 Cerrado Avovore.",NA,"Myrtales","Stafleu",NA,NA,NA,NA,"NL-L2158911",NA,NA,"eurufa",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"176","2020-02-08 10:08:33-03","NBC","NL-BOTANY","L.2158912","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa eurufa","Clausen J",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2158912 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2158912",NA,NA,NA,NA,NA,"Myrtales","Stafleu",NA,NA,NA,NA,"NL-L2158912",NA,NA,"eurufa",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"177","2020-02-08 10:08:33-03","NBC","NL-BOTANY","L.2158913","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa eurufa","Claussen P","1837","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2158913 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2158913",NA,NA,NA,"Rio San Francisco.",NA,"Myrtales","Stafleu",NA,NA,NA,NA,"NL-L2158913",NA,NA,"eurufa",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"178","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769633","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa eurufa","Mexia YEJ","1931","04","03","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769633 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769633",NA,NA,NA,"Plants of Brazil, State of Minas Geraes, corinto Faznda do Diamante; pasture southeast of buildings, in open woods.",NA,"Myrtales","Stafleu",NA,NA,NA,NA,"NL-U1769633",NA,NA,"eurufa",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"179","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769630","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa eu-rufa","Pires JM; Silva NT; Souza R","1963","04","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769630 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769630",NA,NA,NA,"Plantas do Brasil, Bras., saida sul-corrego Vincente Pires.",NA,"Myrtales",NA,NA,NA,NA,NA,"NL-U1769630",NA,NA,"eu-rufa",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"180","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769636","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa eu-rufa","Pires JM; Silva NT; Souza R","1963","04","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769636 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769636",NA,NA,NA,"Plantas do Brasil, Bras., saida sul-corrego Vincente Pires.",NA,"Myrtales",NA,NA,NA,NA,NA,"NL-U1769636",NA,NA,"eu-rufa",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"181","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769628","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa rufa","Duarte AP","1949","04","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769628 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769628",NA,NA,NA,"Sertao, entre Lagoa Snata e Serra do cipo, Minas Gerais.",NA,"Myrtales",NA,NA,NA,NA,NA,"NL-U1769628",NA,NA,"rufa",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"182","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769629","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa rufa","Dawson EY","1956","04","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769629 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769629",NA,NA,NA,"Flora of Goias, Brazil,, Region of the Chapado dos Veadeiros at W.",NA,"Myrtales",NA,NA,NA,"-47.5","-14.5","NL-U1769629",NA,NA,"rufa",NA,NA,"-47.5","-14.5",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"183","2020-02-08 10:08:33-03","NBC","NL-BOTANY","WAG.1872608","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa rufa","Anderson WR; et al.","1973","03","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1872608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1872608",NA,NA,NA,"Plants of the Planalto do Brasil. Estado de Goiás. Serra Geral do Paraná. 4 km by road S of São João de Alianca.",NA,"Myrtales",NA,NA,NA,NA,NA,"NL-WAG1872608",NA,NA,"rufa",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"184","2020-02-08 10:08:33-03","NBC","NL-BOTANY","WAG.1872609","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa sericea","Anderson WR; et al.","1973","05","06","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1872609 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1872609",NA,NA,NA,"Plants of the Planalto do Brasil. Estado de Mato Grosso. Top and eastern slope of mountain ca. 9 km NE of Barra do Garcas.",NA,"Myrtales","(Pohl) Stafleu",NA,NA,NA,NA,"NL-WAG1872609",NA,NA,"sericea",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"185","2020-11-04 11:20:59-03","ESALQ","ESA","47926","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Ivanauskas, N.M.; Árbocz, G.F.; Silva, M.M.R.; Zanella, J.","1997","03","25",NA,"Brasil",NA,NA,"Árvore de 11m. Flores amarelas.","ESA047926","1668.0",NA,"Mato Grosso","Fazenda Brasil. Savana Florestada (Cerrado). Relevo plano","Magnoliophyta",NA,"Warming","Árbocz, G.F. & Ivanauskas, N.M.","Barra do Garças","-522.582","-150.535","ESA047926",NA,NA,NA,NA,NA,"-522,582","-150,535",NA,NA,NA,NA,NA,NA,NA
"186","2020-11-04 11:20:59-03","ESALQ","ESA","67140","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Souza, V.C. et al.","2000","07","30",NA,"Brasil",NA,NA,NA,"ESA067140","24599.0",NA,"Goiás",NA,"Magnoliophyta",NA,NA,"Shimizu, G.H.","Iaciara","-46.6316986083984","-14.0958003997803",NA,NA,NA,NA,"2008",NA,NA,NA,NA,"39086","auto",NA,NA,NA,NA
"187","2020-11-04 11:20:59-03","ESALQ","ESA","65474","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Árbocz, G.F. et al.","1997","02","27",NA,"Brasil",NA,NA,NA,"ESA065474","3356.0",NA,"Mato Grosso",NA,"Magnoliophyta",NA,NA,"Shimizu, G. H. S.","Barra do Garças","-52.2566986083984","-15.8900003433228","ESA065474",NA,NA,NA,NA,NA,NA,NA,NA,"123012","auto",NA,NA,NA,NA
"188","2020-11-04 11:20:59-03","ESALQ","ESA","46894","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Mayworm, M.A.","1997","09","25",NA,"Brasil",NA,NA,NA,"ESA046894","108.0",NA,"Goiás",NA,"Magnoliophyta",NA,NA,NA,"Guarani de Goiás","-46.4803009033203","-13.9357995986938",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35901","auto",NA,NA,NA,NA
"189","2020-11-04 11:20:59-03","ESALQ","ESA","79312","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Mayworm, M.A.","1996","11","07",NA,"Brasil",NA,NA,NA,"ESA079312","56.0",NA,"Goiás",NA,"Magnoliophyta",NA,NA,"França, F.","Posse","-46.3694000244141","-14.0930995941162",NA,NA,NA,NA,"1996","01",NA,NA,"01","55730","auto",NA,NA,NA,NA
"190","2020-11-04 11:20:59-03","ESALQ","ESA","60798","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Hatschbach, G. et al.","1995","05","12",NA,"Brasil",NA,NA,NA,"ESA060798","62684.0",NA,"Mato Grosso",NA,"Magnoliophyta",NA,"Mart.","Kawasaki, M.L.","Arenápolis","-56.8460998535156","-14.4503002166748","ESA060798",NA,NA,NA,"1996","01",NA,NA,"01","25121","auto",NA,NA,NA,NA
"191","2020-11-04 11:20:59-03","ESALQ","ESA","65434","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Árbocz, G.F. et al.","1997","02","27",NA,"Brasil",NA,NA,NA,"ESA065434","3355.0",NA,"Mato Grosso",NA,"Magnoliophyta",NA,NA,"Shimizu, G. H. S.","Barra do Garças","-52.2566986083984","-15.8900003433228","ESA065434",NA,NA,NA,NA,NA,NA,NA,NA,"123012","auto",NA,NA,NA,NA
"192","2020-11-04 11:20:59-03","ESALQ","ESA","77069","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Árbocz, G.F. et al.","1997","01","01",NA,"Brasil",NA,NA,NA,"ESA077069","4859.0",NA,"Mato Grosso",NA,"Magnoliophyta",NA,NA,"Shimizu, G. H. S.","Cocalinho","-50.9958000183105","-14.3971996307373","ESA077069",NA,NA,NA,NA,NA,NA,NA,NA,"293587","auto",NA,NA,NA,NA
"193","2020-11-04 11:20:59-03","ESALQ","ESA","41041","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Souza, V.C. et al.","1998","04","05",NA,"Brasil",NA,NA,NA,"ESA041041","20861.0",NA,"Minas Gerais",NA,"Magnoliophyta",NA,NA,"Shimizu, G.H.","Curvelo","-44.4308013916016","-18.7563991546631","ESA041041",NA,NA,NA,"2008",NA,NA,NA,NA,"57661","auto",NA,NA,NA,NA
"194","2020-11-04 12:16:21-03","ESALQ","ESA","138221","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Souza, V.C.; Flores, T.B.; Coelho, R.L.G.; Souza, M.A.S.S.C.","2016","03","23",NA,"Brasil",NA,NA,"Árvore, ca. 5 alt.; flores amarelas.","ESA138221","40169.0",NA,"Goiás","Cerca de 27 km de Catalão em direção a Cristalina. Cerrado.",NA,NA,"Mart.","Souza, V.C.","Catalão","-47.9463996887207","-18.1658000946045",NA,NA,NA,NA,"2016","03",NA,NA,"24","94621","auto",NA,NA,NA,NA
"195","2020-11-19 10:25:41-03","CPAP","CPAP","12291","PreserverdSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Ratter, J. A.","1976","04","07",NA,"Brasil",NA,NA,"AMBIENTE: Cerrado. <ll>dwc_commonname:</ll> Pau Doce",NA,"2865",NA,"DF","Fazenda Água Limpa, Estação da Universidade de Brasília",NA,NA,"Mart.",NA,"Vargem Bonita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-11-19 10:25:41-03","CPAP","CPAP","12722","PreserverdSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Pott, A.","1994","03","01",NA,"Brasil",NA,NA,"Árvore tortuosa, 4-8m de altura, casca meio grossa; folhas discolares, subverticiladas no ápice dos ramos. FLOR: amarela. FRUTO: não visto. INTERESSE: Florestal. FREQUÊNCIA: Frequente. AMBIENTE: Cerradão de Emmotum nitens. SUBSTRATO: solo arenoso lva+lit",NA,"6748",NA,"MS","2km Oeste do Morro da Mesa, aproximadamente 15km Oeste de São Gabriel dOeste",NA,NA,"Mart.","A. Pott","São Gabriel do Oeste","-54.7","-19.4",NA,"450","450",NA,"1994","03","54°42' W","19°24' S","10",NA,NA,NA,NA,NA,NA
"197","2020-11-19 10:25:41-03","CPAP","CPAP","12734","PreserverdSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Pott, A.","1994","03","01",NA,"Brasil",NA,NA,"Árvore 3m altura, casca rugosa, folha discolar. FLOR: amarela. FRUTO: não vista. INTERESSE: Ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Campo cerrado. SUBSTRATO: solo litólico (grupo Cuiabá). RELEVO: ondulado.",NA,"6760",NA,"MS","Estrada não pavimentada de São Gabriel d'Oeste a Rio Negro",NA,NA,"Mart.","A. Pott","Rio Negro","-54.8","-19.333333",NA,"450","450",NA,"1994","03","54°48' W","19°20' S",NA,NA,NA,NA,NA,NA,NA
"198","2020-11-19 10:25:41-03","CPAP","CPAP","5510","PreserverdSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Pott, A.","1988","09","13",NA,"Brasil",NA,NA,"Árvore ereta 3-8 m de altura. Folhas novas prateadas. FLOR: amarela. FRUTO: castanho. INTERESSE: Medicinal (casca p/ tosse).. FREQUÊNCIA: Frequente. AMBIENTE: Cerradão semidecíduo com Bromelia balansae, não alagável. SUBSTRATO: solo arenoso (podzol hidro",NA,"4386",NA,"MS","Fazenda Rancharia, Sub-região da Nhecolândia, Pantanal",NA,NA,"Mart.",NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,"100","100",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA
"199","2020-11-19 10:25:41-03","CPAP","CPAP","17474","PreserverdSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Hatschbach, G.","1995","05","12",NA,"Brasil",NA,NA,"Arbusto 2m de altura. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,"62684",NA,"MT","Chapada dos Parecis, ligação rodovia BR-364 a Arenápolis, km 5-10",NA,NA,"Mart.","M. L. Kawasaki","Arenapolis","-56.8460998535156","-14.4503002166748",NA,NA,NA,NA,"1996",NA,NA,NA,NA,"25121","auto",NA,NA,NA,NA
"200","2019-02-15 11:52:08-02","IPA","IPA","5576","S","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa sericea","Magalhães, M.","1942","04","21","Southern America","Brasil",NA,NA,"Árvore 4m. Flor amarela. Frequência muito.; Cerrado.","IPA0005576","1758",NA,"Minas Gerais","Fazenda Logradouro","Plantae",NA,"(Pohl) Stafleu","Vianna, M.C.","Corinto","-44.4564018249512","-18.3808002471924",NA,NA,NA,"sericea","2000",NA,NA,NA,NA,"49021","auto",NA,NA,NA,NA
"201","2019-02-15 11:52:08-02","IPA","IPA","11600","S","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa sericea","Andrade-Lima","1958","04","09","Southern America","Brasil",NA,NA,"Árvore 4-5m; flor amarela, vistosas.","IPA0011600","58-3029",NA,"Goiás","cerrado próximo Aragarças.","Plantae",NA,"(Pohl) Stafleu","Vianna, M.C.",NA,NA,NA,NA,NA,NA,"sericea","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-02-15 11:52:08-02","IPA","IPA","5569","S","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa sericea","Magalhães, M.","1940","06","10","Southern America","Brasil",NA,NA,"Arbusto 1m. Flor amarela. Frequência muita.; Cerrado.","IPA0005569","209",NA,"Minas Gerais","Abadia dos Dourados.","Plantae",NA,"(Pohl) Stafleu","Vianna, M.C.","Coromandel","-47.2002983093262","-18.4733009338379",NA,NA,NA,"sericea","2000",NA,NA,NA,NA,"60859","auto",NA,NA,NA,NA
"203","2020-12-20 21:19:43-03","UFV","VIC","009137","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Junior, M.C.S.; Silva, A.F. da","1983","04","19",NA,"Brasil",NA,NA,"Árvore de cerca de 6 m, flores amarelas frutos ferruginosos.","VIC009137","537",NA,"Minas Gerais","EFLEX",NA,NA,"Mart.",NA,"Paraopeba","-44.4042015075684","-19.2744007110596","VIC009137",NA,NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA
"204","2020-12-20 21:19:43-03","UFV","VIC","021369","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Valente, G.E.; Meira neto, J.A.","2004","04",NA,NA,"Brasil",NA,NA,"Planta de cerca de 4 m de altura,inflorescência terminal ferruginosa,com flores de cálice ferrugonoso e corola amarela.","VIC021369","1657",NA,"Minas Gerais","FLONA de Paraopeba",NA,NA,"Mart.",NA,"Paraopeba","-44.4042015075684","-19.2744007110596","VIC021369",NA,NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA
"205","2020-12-20 21:19:43-03","UFV","VIC","027671","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Valente, G.E.; Meira neto, J.A.","2003","04","15",NA,"Brasil",NA,NA,"Planta de ca de 2 m de altura, crescenco a pleno sol em cerrado aberto, inflorescência terminal de flores amarelas.","VIC027671","1190",NA,"Minas Gerais","FLONA de Paraopeba, Cerrado",NA,NA,"Mart.",NA,"Paraopeba","-44.4042015075684","-19.2744007110596","VIC027671",NA,NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA
"206","2020-12-20 21:19:43-03","UFV","VIC","031598","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Amorim, E.H.; et al.","2003","03","07",NA,"Brasil",NA,NA,"Cerrado rupestre, árvore de 2 m, flor amarela.","VIC031598","683",NA,"Minas Gerais","EPDA Galheiro - Macega, Cerrado rupestre.",NA,NA,"Mart.",NA,"Perdizes","-47.2928009033203","-19.3528003692627","VIC031598",NA,NA,NA,NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA
"207","2020-12-20 21:19:43-03","UFV","VIC","007857","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Silva, J.B.","1969","06","02",NA,"Brasil",NA,NA,"Árvore de 5 m, flores amarelas, folhas ferruginosas,peciolo até 3 cm,pouco freguente em latossol integrado.( Campo cerrado).","VIC007857","330",NA,"Minas Gerais","IPEACO",NA,NA,"Mart.",NA,"Sete Lagoas","-44.2467002868652","-19.465799331665","VIC007857",NA,NA,NA,NA,NA,NA,NA,NA,"22227","auto",NA,NA,NA,NA
"208","2020-12-20 21:19:43-03","UFV","VIC","007927","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Prof, José Maria","1971","05","13",NA,"Brasil",NA,NA,NA,"VIC007927","s.n.",NA,"Minas Gerais","fazenda da Jaguara",NA,NA,"Mart.",NA,NA,NA,NA,"VIC007927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-12-20 21:19:43-03","UFV","VIC","033838","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Valente, G.E.; et al.","2008","05","28",NA,"Brasil",NA,NA,"Árvore de cerca de 4 m,de fruto pardacento","VIC033838","2321",NA,"Minas Gerais","Acelor Mitatal Floresta LTDA, Cerrado rupestre.",NA,NA,"Mart.",NA,"Carbonita","-43.0158004760742","-17.5268993377686","VIC033838",NA,NA,NA,NA,NA,NA,NA,NA,"31515","auto",NA,NA,NA,NA
"210","2020-12-20 21:19:43-03","UFV","VIC","025798","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Valente, G.E.; Meira neto, J.A.","2001","04","01",NA,"Brasil",NA,NA,"Árvore de ca de 4m de altura, crescendo a pleno sol em solo seco, inflorescência jovem.","VIC025798","789",NA,"Minas Gerais","EFLEX",NA,NA,"Mart.",NA,"Paraopeba","-44.4042015075684","-19.2744007110596","VIC025798",NA,NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA
"211","2020-12-20 21:19:43-03","UFV","VIC","025683","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Valente, G.E.; Meira neto, J.A.","2001","04","10",NA,"Brasil",NA,NA,"Planta de cerca de 7 m de altura, crescendo a pleno sol,em solo seco, inflorescência terminal de flores amarelas , individuo de n°717 da área amaostral do Alexander P.C.Baduino.","VIC025683","674",NA,"Minas Gerais","EFLEX",NA,NA,"Mart.",NA,"Paraopeba","-44.4042015075684","-19.2744007110596","VIC025683",NA,NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA
"212","2020-12-20 21:19:43-03","UFV","VIC","010055","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Silveira, F.A. da","1987","04","08",NA,"Brasil",NA,NA,"Arvoreta s de cerca de 4 m,casca áspera, não fissurada, folhas coriáceas, lisas e brilhantes, inflorescências terminais, grandes(cerca de 50 cm de comprimento) com flores calcaradas amarelas.","VIC010055","87",NA,"Minas Gerais","EFLEX",NA,NA,"Mart.",NA,"Paraopeba","-44.4042015075684","-19.2744007110596","VIC010055",NA,NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA
"213","2020-12-20 21:19:43-03","UFV","VIC","009129","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Junior, M.C.S.; Silva, A.F. da","1983","04","19",NA,"Brasil",NA,NA,"Árvore de cerca de 4 m, de flores amarelas,visitada por abelhas.","VIC009129","s.n.",NA,"Minas Gerais","EFLEX",NA,NA,"Mart.",NA,"Paraopeba","-44.4042015075684","-19.2744007110596","VIC009129",NA,NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA
"214","2020-12-20 21:19:43-03","UFV","VIC","009123","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Junior, M.C.S.; Silva, A.F. da","1983","10","11",NA,"Brasil",NA,NA,"Árvore de 1,5 m, com frutos.","VIC009123","637",NA,"Minas Gerais","EFLEX",NA,NA,"Mart.",NA,"Paraopeba","-44.4042015075684","-19.2744007110596","VIC009123",NA,NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA
"215","2020-12-20 21:19:43-03","UFV","VIC","007859","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Silva, J.B.","1969","06","02",NA,"Brasil",NA,NA,"Arbusto de cerca 2 m, fino , folhas glabras, curtopecioladas, flores amarelas, pouco freguente em cerrado vermelho amarelo(latosol).","VIC007859","329",NA,"Minas Gerais","IPEACO",NA,NA,"Mart.",NA,"Sete Lagoas","-44.2467002868652","-19.465799331665","VIC007859",NA,NA,NA,NA,NA,NA,NA,NA,"22227","auto",NA,NA,NA,NA
