"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","barcode","imagecode","continentOcean","typeStatus","relatedCatalogItem"
"11","2019-11-21 14:30:50-03","UFJF","CESJ","46127","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.","M. Nadruz","2006","09","22","C.N. Matozinhos; K. Antunes; N.L. Abreu; F.S. Souza; P.L. Viana","241","2005","11","09","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da égua","-43.8278007507324","-22.0891990661621",NA,NA,"20815",NA,NA,"Erva bulbosa em interior de mata de galeria. Espádice fechada.","auto","CESJ046127","CESJ046127 CESJ046127_1","América do Sul",NA,NA
"12","2021-03-01 16:18:55-03","UNICAMP","UEC","168994","S","Plantae","Liliopsida",NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonçalves","Vieira, LT",NA,NA,NA,"Vieira, LT","196","2005","12","21","Brazil","São Paulo","Campinas","Souzas, Mata Ribeirão Cachoeira, Floresta Estacional Semidecídua.","-46.916667","-22.833333","-46.916667","-22.833333",NA,"700","700","Herbácea erecta.",NA,"UEC053252","UEC053252",NA,NA,NA
"13","2021-02-23 17:06:12-03","UFES","VIES","48859","S","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.","Calazans, L.S.B.","2020","01","10","Silva, H.L.; Lieven, L.J","107","2018","08","25","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Mata da Chave Inglesa.","-40.591111","-19.970556","40º35'28''W","19º58'14''S",NA,NA,NA,NA,NA,"VIES048859",NA,NA,NA,NA
"14","2020-04-27 16:08:43-03","UFES","VIES","30277","S","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.","Couto, D.R.","2013","01","13","Couto, D.R.; Favoreto, F.C. & Souza, F.B.","1671","2010","10","04","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama.","-41.1128005981445","-20.8488998413086",NA,NA,"35694","610","610",NA,"auto","VIES030277","VIES030277",NA,NA,NA
"15","2019-06-27 10:24:01-03","UFES","VIES","30132","S","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.","Nadruz, M.","2013",NA,NA,"Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz; S.H. & Bruno, N.","733","2012","06","12","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1350","1350",NA,"auto","VIES030132","VIES030132",NA,NA,NA
"16","2019-06-27 10:24:01-03","UFES","VIES","20412","S","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.",NA,NA,NA,NA,"Zorzanelli, J.P.F.","927","2014","01","27","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"32198","1303","1303",NA,"auto","VIES020412","VIES020412 VIES020412_1",NA,NA,NA
"17","2019-09-27 18:03:40-03","UFES","VIES","30954","S","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.","Nadruz, M.A.C.","2012","12","21","Couto, D.R.; Freitas, C.","2060","2011","10","27","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões.","-41.3664016723633","-21.0641994476318",NA,NA,"29430","730","730",NA,"auto","VIES030954","VIES030954",NA,NA,NA
"18","2020-12-21 16:13:17-03","MBM","MBM","105325","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","49871","1985","10","17","Brazil","Espírito Santo","Conceição do Castelo","Venda Nova","-41.2439002990723","-20.3682994842529",NA,NA,"17824",NA,NA,NA,"auto","MBM105325","MBM105325","Southern America",NA,NA
"19","2020-12-21 16:13:17-03","MBM","MBM","254768","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","71484","2000","10","20","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras","-41.1347007751465","-20.3397006988525",NA,NA,"15909",NA,NA,NA,"auto","MBM254768","MBM254768","Southern America",NA,NA
"20","2020-12-21 16:13:17-03","MBM","MBM","283531","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Gonçalves, E.G.; et al.; et al.","696","2001","01","30","Brazil","Minas Gerais","Carangola","Fazenda Santa Rita","-42.0293998718262","-20.7331008911133",NA,NA,"21913",NA,NA,NA,"auto","MBM283531","MBM283531","Southern America",NA,NA
"21","2020-12-21 16:13:17-03","MBM","MBM","72688","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Hatschbach, G.","44479","1981","12","11","Brazil","Paraná","Antonina","Cabeceira do Rio Faisqueira","-48.7118988037109","-25.4286003112793",NA,NA,"38300",NA,NA,NA,"auto","MBM072688","MBM072688","Southern America",NA,NA
"22","2020-12-21 16:13:17-03","MBM","MBM","27187","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Hatschbach, G.","30364","1972","09","28","Brazil","Paraná","Antonina","Figueira de Braça","-48.7118988037109","-25.4286003112793",NA,NA,"38300",NA,NA,NA,"auto","MBM027187","MBM027187","Southern America",NA,NA
"23","2020-12-21 16:13:17-03","MBM","MBM","3115","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","14711","1966","09","14","Brazil","Paraná","Morretes","Cadeado","-48.834400177002","-25.476900100708",NA,NA,"30514",NA,NA,NA,"auto","MBM003115","MBM003115","Southern America",NA,NA
"24","2020-12-21 16:13:17-03","MBM","MBM","72690","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Hatschbach, G.","42535","1979","11","06","Brazil","Paraná","Morretes","Caminho dos Jesuítas","-48.834400177002","-25.476900100708",NA,NA,"30514",NA,NA,NA,"auto","MBM072690","MBM072690","Southern America",NA,NA
"25","2020-12-21 16:13:17-03","MBM","MBM","16014","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Hatschbach, G.","19736","1968","09","17","Brazil","Paraná","Morretes","Estrada Itupava","-48.834400177002","-25.476900100708",NA,NA,"30514",NA,NA,NA,"auto","MBM016014","MBM016014","Southern America",NA,NA
"26","2020-12-21 16:13:17-03","MBM","MBM","105321","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Cordeiro, J.; Silva, J.M.; Silva, J.M.","144","1985","09","11","Brazil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,"30514",NA,NA,NA,"auto","MBM105321","MBM105321","Southern America",NA,NA
"27","2020-12-21 16:13:17-03","MBM","MBM","6720","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Hatschbach, G.","17722","1967","11","07","Brazil","Paraná","São João do Triunfo","São João do Triunfo","-50.2971992492676","-25.6833000183105",NA,NA,"20512",NA,NA,NA,"auto","MBM006720","MBM006720","Southern America",NA,NA
"28","2020-12-21 16:13:17-03","MBM","MBM","27394","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Hatschbach, G.","7606","1960","11","26","Brazil","Paraná","São José dos Pinhais","Malhada","-49.2064018249512","-25.5347003936768",NA,NA,"45291",NA,NA,NA,"auto","MBM027394",NA,"Southern America",NA,NA
"29","2020-12-21 16:13:17-03","MBM","MBM","156218","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","57144","1992","09","13","Brazil","Paraná","São José dos Pinhais","Rodovia para a Usina Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,"45291",NA,NA,NA,"auto","MBM156218","MBM156218","Southern America",NA,NA
"30","2020-12-21 16:13:17-03","MBM","MBM","190191","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardi","Asterostigma lombardi","E.G. Gonçalves","Gonçalves, E.G.",NA,NA,NA,"Ribas, O.S.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","1200","1996","02","10","Brazil","Santa Catarina","Otacílio Costa","Fazenda do Cardoso","-50.121898651123","-27.4831008911133",NA,NA,"48988",NA,NA,NA,"auto","MBM190191","MBM190191","Southern America",NA,NA
"31","2020-12-11 11:43:22-03","UFMG","BHCB","86617","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.",NA,NA,NA,NA,"Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","5893","2004","03","07","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.049278","-16.413889","-40.049278","-16.413889",NA,"820","820","Interior e borda de mata hidrófila em encosta e pasto adjacente. Erva tuberosa, folhas carnosas, pecíolo e espata verdes, frutos imaturos verde-claros. Coordenadas originais: 16°24'50S; 40°02'57,4W; interior e borda de mata hidrófila em encosta e p",NA,NA,NA,"Southern America",NA,NA
"32","2020-12-11 11:43:22-03","UFMG","BHCB","70920","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.",NA,NA,NA,NA,"Hatschbach, G","71484","2000","10","20","Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525",NA,NA,"15909",NA,NA,"Erva, terrícola, espata verde pálida, espiga avermelhada.; Floresta atlântica","auto",NA,NA,"Southern America",NA,NA
"33","2020-12-11 11:43:22-03","UFMG","BHCB","69797","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.",NA,NA,NA,NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","4646","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,NA,"Mata secundária, sub-bosque, encosta. Erva tuberosa, estéril, pecíolo mosqueado de marron","auto",NA,NA,"Southern America",NA,NA
"34","2020-12-11 11:43:22-03","UFMG","BHCB","7419","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.",NA,NA,NA,NA,"Lopes, MA; et al.","507","1984","11","20","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,NA,"49886",NA,NA,"Mata atlântica;herbáceo;brácteas verdes;espigas beges;; brácteas verdes, espigas beges, herbáceo; mata atlântica","auto",NA,NA,"Southern America",NA,NA
"35","2020-12-11 11:43:22-03","UFMG","BHCB","25520","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.",NA,"1999",NA,NA,"Lombardi, JA","658","1994","11","05","Brasil","Minas Gerais","Montes Claros","Fazenda Montes Claros, Proveniente de encosta ao lado da trilha do Matão","-43.8616981506348","-16.7350006103516",NA,NA,"72568",NA,NA,"Cultivado, originalmente mata atlântica.; Erva. Caule tuberoso subterrâneo, com uma folha papirácea de nervuras claras; pecíolo, brácteas e pedúnculo rajados de roxo, inflorescências velhas, espata esbranquiçada e arroxeada na base.;","auto","BHCB000025","BHCB000025 BHCB000025_01","Southern America","Holotypus",NA
"36","2021-02-11 17:17:54-03","UFPR","UPCB","79787","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.",NA,NA,NA,NA,"Assis, L.C.S.","615","2002","11","03","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama.","-42.9674987792969","-21.4596996307373",NA,NA,"11991",NA,NA,NA,"auto",NA,NA,NA,NA,NA
"37","2013-08-23 04:12:00-03","MO","MOBOT","1376156","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G. Gonç.","E.G. Goncalves",NA,NA,NA,"P.M. Andrade|M.A. Lopes","Andrade 507","1984","11","20","Brazil","Minas Gerais",NA,"Est. Biol. de Caratainga. Mata Atlántica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA
"38","2011-02-22 17:15:00-03","MO","MOBOT","1792847","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G. Gonç.","E.G. Goncalves",NA,NA,NA,"H.Q. Boudet Fernandes","Boudet Fernandes 1763","1986","1","10","Brazil","Espírito Santo",NA,"Santa Teresa, Valsugana Velha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","1792853","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G. Gonç.","E.G. Goncalves",NA,NA,NA,"Wilson Boone","Boone 847","1985","10","23","Brazil","Espírito Santo",NA,"Santa Teresa, morro do loteamento Jardim da Montanha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA
"40","2018-12-10 13:05:00-02","MO","MOBOT","101086886","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G. Gonç.",NA,NA,NA,NA,"Rafaela C. Forzza","Forzza 1709",NA,NA,NA,"Brazil","Minas Gerais","Descoberto",NA,"-42.9674987792969","-21.4596996307373",NA,NA,"11991",NA,NA,NA,"auto",NA,NA,"South America",NA,NA
"41","2018-12-10 13:05:00-02","MO","MOBOT","101088452","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G. Gonç.",NA,NA,NA,NA,"G.S.Z. Rezende|Cyl Farney","Rezende 11",NA,NA,NA,"Brazil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,NA,"auto",NA,NA,"South America",NA,NA
"42","2016-06-16 10:16:51-03","UNIOESTE","UNOP","67","S","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G. Gonç.","Ferneda Rocha, L.C.",NA,NA,NA,"Ferneda Rocha, L.C.; Engels, M.; Gerlach, A.; Feuerstein, S.; Engels, M.; Gerlach, A.; Feuerstein, S.","55","2013","03","25","Brasil","Paraná","Paranaguá","Ilha do mel. Trilha para a fortaleza.","-48.5092010498047","-25.5200004577637",NA,NA,"24916",NA,NA,"Terricola, geófita. Caule alvo com máculas roxas/marrons. Espádice, ovário alvo, estigma roxo, sinândrio vermelho, anteras amarela/alvo.","auto",NA,NA,NA,NA,NA
"43","2020-06-15 15:28:34-03","UNESP-RC","HRCB","65199","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G. Gonçalves","M.T.L. de Oliveira",NA,NA,NA,"Grupo Azul",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia - Trilha para Rebouças e Antigo Hotel","-44.619851","-22.430248","44°37'11.463W","22°25'48.8922S",NA,"1067","1067",NA,NA,NA,NA,NA,NA,NA
"44","2020-06-15 15:28:35-03","UNESP-RC","HRCB","64968","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.","Nadruz Coelho, M. A. 24/08/201",NA,NA,NA,"Grupo Verde",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha da Cachoeira Véu da Noiva.","-44.619833","-22.42875","044°37'11.4W","22°25'43,5S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-06-10 10:10:08-03","FZB-BH","BHZB","2757","S","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii",NA,"E.G.Gonçalves","2001","02",NA,"Andrade, I.R.",NA,"2000","11","09","Brasil","MG","Belo Horizonte","FZB-BH - Jardim Botânico - Coleção de Araceae","-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,NA,"ARA2000 071.Cultivado","auto",NA,NA,NA,NA,NA
"46","2021-02-25 10:11:21-03","CVRD","CVRD","15088","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Alismatales","Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G. Gonçalves","Geovane S. Siqueira","2014","09","23","Siqueira, G.S.","1000","2014","09","23","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"48094","44","44","entrando pela porteira Santa Teresinha <ll>dwc_commonname:</ll> Sombra de cobra","auto","CVRD015088","CVRD015088","América do Sul",NA,NA
"47","2021-02-25 10:11:21-03","CVRD","CVRD","4650","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Alismatales","Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G. Gonçalves","Marcus A. Nadruz Coelho","2012","03","07","Folli, D.A.","2039","1993","10","13","BRASIL","ES","Linhares","Ao lado do aceiro.","-40.0722007751465","-19.3910999298096",NA,NA,"48094",NA,NA,"<ll>dwc_commonname:</ll> Sombra de cobra","auto","CVRD004650",NA,"América do Sul",NA,NA
"48","2021-02-25 10:11:21-03","CVRD","CVRD","4664","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Alismatales","Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G. Gonçalves","Marcus A. Nadruz Coelho","2012","03","07","Folli, D.A.","2053","1993","10","22","BRASIL","ES","Linhares","Próximo a área de Produção Sustentada, B.D2","-40.0722007751465","-19.3910999298096",NA,NA,"48094",NA,NA,"<ll>dwc_commonname:</ll> Sombra de cobra","auto","CVRD004664",NA,"América do Sul",NA,NA
"49","2021-02-25 10:11:21-03","CVRD","CVRD","9757","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Alismatales","Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G. Gonçalves","Marcus A. Nadruz Coelho","2012","03","07","Folli, D.A.","5371","2006","10","11","BRASIL","ES","Linhares","RFL -001/80 Bloco B","-40.0722007751465","-19.3910999298096",NA,NA,"48094",NA,NA,"<ll>dwc_commonname:</ll> Sombra de cobra","auto","CVRD009757",NA,"América do Sul",NA,NA
"50","2021-02-25 10:11:21-03","CVRD","CVRD","9814","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Alismatales","Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G. Gonçalves","Marcus A. Nadruz Coelho","2012","03","07","Coelho, M.A.N.","1727","2006","11","15","BRASIL","ES","Linhares","RFL-001/80 Bloco B Trat. 08","-40.0722007751465","-19.3910999298096",NA,NA,"48094",NA,NA,"<ll>dwc_commonname:</ll> Sombra de cobra","auto","CVRD009814","CVRD009814","América do Sul",NA,NA
"51","2014-04-04 18:26:10-03","PNFM","IRAI","1896","S","Plantae","Magnoliophyta",NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.","Dunaiski Jr, A.","2008","01","01","Dunaiski Jr, A.","3127","2006","07","25","Brasil","Paraná","São José dos Pinhais","Castellanos","-48.919194","-25.788833","-48.919194","-25.788833",NA,NA,NA,"Terrestre, solo inundado",NA,"IRAI00001896",NA,NA,NA,NA
"52","2020-07-23 11:57:51-03","CEPLAC","CEPEC","139737","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii",NA,"M. Nadruz",NA,NA,NA,"E. M. Saddi","598","2012","01","12","Brasil","Minas Gerais","igarapé","Parcela P29 dos estudos para o EIA do Complexo Sera Azul.","-44.285278","-20.105556","44W17'7","20S6'20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/02/2012"
"53","2020-07-23 11:57:51-03","CEPLAC","CEPEC","46874","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii",NA,"E. G. Gonçalves",NA,NA,NA,"G. Hatschbach","49871","1985","10","17","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","Venda Nova.","-41.2439002990723","-20.3682994842529","0W0'0","0S0'0","17824",NA,NA,NA,"auto",NA,NA,NA,NA,"30/12/1989"
