"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber"
"99","2019-11-13 11:26:55-03","USP","SPF","219498","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Anônimo","Bernacci, LC","3008","2001","01","11","Brasil","São Paulo","Cotia","Caucaia do Alto","-46.9099998474121","-23.6000003814697",NA,NA,NA,"SPF00219498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23869","auto",NA,NA,NA,NA
"100","2019-11-13 11:26:55-03","USP","SPF","12329","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mattos, J","Hoehne, W","1929","1945","09","05","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00012329",NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584","auto",NA,NA,NA,NA
"101","2019-11-13 11:26:55-03","USP","SPF","12328","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mattos, J","Hoehne, W","1881","1945","10","05","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00012328",NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584","auto",NA,NA,NA,NA
"102","2019-11-13 11:26:55-03","USP","SPF","82270","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mattos, J","Sem coletor","s.n.",NA,NA,NA,"Brasil","São Paulo","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00082270",NA,NA,NA,NA,NA,NA,NA,NA,"1961",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"103","2019-11-13 11:26:55-03","USP","SPF","81923","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mattos, J","Hoehne, FC","s.n.","1931","09","28","Brasil","São Paulo","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00081923",NA,NA,NA,NA,NA,NA,NA,NA,"1961","03",NA,NA,"53584","auto",NA,NA,NA,NA
"104","2019-11-13 11:26:55-03","USP","SPF","12327","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mattos, J","Hoehne, W","1468","1944","09","12","Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00012327",NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584","auto",NA,NA,NA,NA
"105","2021-03-25 13:52:51-03","UNIVILLE","JOI","10398","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","F.C.S. Vieira","F.C.S. Vieira",NA,"2008","08","17","Brasil","Santa Catarina","Garuva","Serra Quiriri, Capão da Onça, transição entre o campo sujo e a Floresta, próx. a estrada, a residência do Lageano, e o rio Tibatinga, sentido principal do rio L-W, encosta com a vertente voltada para o N.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITO: arbusto","JOI010398","JOI010398",NA,NA,NA,NA,NA,NA,NA,"2010","01","01",NA,"22441","auto",NA,NA,NA,NA
"106","2021-03-25 13:52:51-03","UNIVILLE","JOI","13607","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","F.C.S. Vieira","F.C.S. Vieira","2100","2008","08","17","Brasil","Santa Catarina","Garuva","Serra Quiriri. Capão da Onça, transição entre o campo sujo e a floresta, próximo a estrada, a residência do Lageano, e o rio Tabatinga, sentido a principal do rio L-W. Encosta com a vertente voltada pra o N. Cambissolo.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITO: arbusto","JOI013607","JOI013607",NA,NA,NA,NA,NA,NA,NA,"2010","01","01",NA,"22441","auto",NA,NA,NA,NA
"107","2021-03-25 13:52:51-03","UNIVILLE","JOI","13609","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","F.C.S. Vieira","F.C.S. Vieira","2101","2008","08","17","Brasil","Santa Catarina","Garuva","Serra Quiriri. Capão da Onça, transição entre o campo sujo e a Floresta. Pr#?#oximo a estrada, a residência do Lageano, e o rio Tabatinga. Sentido principal do rio L-W, encosta com a vertente voltada para o N. Cambissolo.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITO: arbusto","JOI013609","JOI013609",NA,NA,NA,NA,NA,NA,NA,"2010","01","01",NA,"22441","auto",NA,NA,NA,NA
"108","2021-03-25 13:52:51-03","UNIVILLE","JOI","13600","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","F.C.S. Vieira","F.C.S. Vieira","2102","2008","08","17","Brasil","Santa Catarina","Garuva","Serra Quiriri. Capão da Onça, transição entre o campo sujo e a Floresta, próximo a estrada, a residência do Lageano, e o rio Tabatinga, sentido principal do rio L-W, encosta com a vertente voltada para o Norte.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITAT: cambissolo; HABITO: arbusto","JOI013600","JOI013600",NA,NA,NA,NA,NA,NA,NA,"2010","01","01",NA,"22441","auto",NA,NA,NA,NA
"109","2021-03-25 13:52:51-03","UNIVILLE","JOI","13602","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","F.C.S. Vieira","F.C.S. Vieira","2099","2008","08","16","Brasil","Santa Catarina","Garuva","Serra Quiriri. Estrada entre a Fazenda Quiriri e o Morro do Bolo.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITAT: borda da floresta, cambissolo; HABITO: arbusto","JOI013602","JOI013602",NA,NA,NA,NA,NA,NA,NA,"2010","01","01",NA,"22441","auto",NA,NA,NA,NA
"110","2021-03-25 13:52:51-03","UNIVILLE","JOI","7325","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","F.C.S. Vieira","F.C.S. Vieira","1988","2007","11","15","Brasil","Santa Catarina","Garuva","Serra Quiriri, fragmento Alemães, estrada Três Barras.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITAT: borda da mata; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa Alto Montana","JOI007325","JOI007325",NA,NA,NA,NA,"1230","1230",NA,"2010","01","01",NA,"22441","auto",NA,NA,NA,NA
"111","2021-03-25 13:52:51-03","UNIVILLE","JOI","7327","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","F.C.S. Vieira","F.C.S. Vieira","1991","2007","11","15","Brasil","Santa Catarina","Garuva","Serra Quiriri, fragmento Alemães, estrada Três Barras.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITAT: borda da mata; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa Alto Montana","JOI007327","JOI007327",NA,NA,NA,NA,"1230","1230",NA,"2010","01","01",NA,"22441","auto",NA,NA,NA,NA
"112","2021-03-25 13:52:51-03","UNIVILLE","JOI","13610","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","F.C.S. Vieira","F.C.S. Vieira","2104","2006","08","17","Brasil","Santa Catarina","Garuva","Serra Quiriri. Fragmento Tabatinga, porção superior, borda de Capão Sujo/Floresta, trilha usada por bovinos, encosta com a vertente voltada para o Sul/Sudeste.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITO: arbusto","JOI013610","JOI013610",NA,NA,NA,NA,NA,NA,NA,"2010","01","01",NA,"22441","auto",NA,NA,NA,NA
"113","2021-03-25 13:52:51-03","UNIVILLE","JOI","13606","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","F.C.S. Vieira","F.C.S. Vieira","2098","2008","08","16","Brasil","Santa Catarina","Garuva","Serra Quiriri. Morro Campo Alegre, floresta voltada para o Sul, próximo de blocos de granito.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITO: arbusto","JOI013606","JOI013606",NA,NA,NA,NA,NA,NA,NA,"2010","01","01",NA,"22441","auto",NA,NA,NA,NA
"114","2021-03-25 13:52:51-03","UNIVILLE","JOI","10442","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Fábio Vieira","F.C.S. Vieira","2107","2008","08","18","Brasil","Santa Catarina","Garuva","Serra Quiriri. Morro da Quesmelia, estrada próxima da entrada para o Tijuco Preto, cumeeira, vertente voltada para Sudoeste, Neossolo. P114:.","-48.8549995422363","-26.0266990661621",NA,NA,"Arbusto ramificado desde a base, casca áspera, flores brancas, e em cotão (4), globo petalífero visível.; HABITO: arbusto","JOI010442","JOI010442",NA,NA,NA,NA,NA,NA,NA,"1905","07","02",NA,"22441","auto",NA,NA,NA,NA
"115","2021-03-25 13:52:51-03","UNIVILLE","JOI","13601","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","F.C.S. Vieira","F.C.S. Vieira","2107","2008","08","18","Brasil","Santa Catarina","Garuva","Serra Quiriri. Morro da Quesnelia, estrada próximo da estrada para Tijuco Preto, cumeeira, vertente voltada para o Sudoeste.","-48.8549995422363","-26.0266990661621",NA,NA,"Casca áspera; HABITAT: Neossolo; HABITO: arbusto ramificado desde a base","JOI013601","JOI013601",NA,NA,NA,NA,NA,NA,NA,"2010","01","01",NA,"22441","auto",NA,NA,NA,NA
"116","2021-03-25 13:52:51-03","UNIVILLE","JOI","1992","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Sobral, M.","G. Hatschbach",NA,"1995","02","16","Brasil","Santa Catarina","Urubici","Morro da Igreja, próximo ao alto","-49.5917015075684","-28.0149993896484",NA,NA,NA,"JOI001992","JOI001992",NA,NA,NA,NA,NA,NA,NA,"1997","02","15",NA,"30102","auto",NA,NA,NA,NA
"117","2019-10-07 09:35:25-03","UEFS","HUEFS","87087","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rufescens","Eugenia rufescens","DC.",NA,"Martius, K.F.P.von","234",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"HUEFS0087087",NA,"Angiospermae","Myrtales","Tipo",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"118","2019-09-04 19:28:34-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","planiramea","Eugenia planiramea",NA,NA,"J. B. E. Pohl","1013",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Spermatophyta",NA,"Isotype","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"119","2019-01-23 11:00:28-02","F","FMNH-SEEDPLANTS","V0065268F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","planiramea","Eugenia planiramea",NA,NA,"J. B. E. Pohl","1013",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0065268F","V0065268F_01","Spermatophyta",NA,"Isotype","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"120","2019-09-05 16:20:02-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","poeppigiana","Eugenia poeppigiana",NA,NA,"F. Sellow",NA,NA,NA,NA,"Uruguay",NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,"Spermatophyta",NA,"Isotype","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"121","2019-01-23 11:00:29-02","F","FMNH-SEEDPLANTS","V0065276F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","poeppigiana","Eugenia poeppigiana",NA,NA,"F. Sellow",NA,NA,NA,NA,"Uruguay",NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,"V0065276F","V0065276F_01","Spermatophyta",NA,"Isotype","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"122","2019-09-04 19:59:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rufescens","Eugenia rufescens",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Spermatophyta",NA,"Holotype","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"123","2019-09-04 19:49:07-03","F","FMNH-SEEDPLANTS","V0065411F","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","jonssonii","Myrceugenia jonssonii",NA,NA,"G. Jönsson","998a","1914","9","27","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0065411F","V0065411F_01","Spermatophyta",NA,"Isotype","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"124","2018-05-14 16:14:20-03","F","FMNH-SEEDPLANTS","V0349049F","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,"RRC ID Flag","W. Hoehne","SPF 12327","1944","9","12","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,"V0349049F","V0349049F_01 V0349049F_02","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"12327",NA,NA,NA
"125","2020-11-23 11:39:09-03","IAC","IAC","39740","S","Plantae","Myrtaceae-2.Myrtoideae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","L.D. Meireles","R.B. Torres; J.B. Paula; A. Butta & C.A. Pereira","1293","2000","08","15","Brasil","Minas Gerais","Camanducaia","Fragmento do Zé Teixeirinha","-46.047021","-22.731601","-46.047021","-22.731601","UTM(23)= 392480 E, 7485779 N, 1325 m.s.m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","08","06",NA,NA,NA,NA,NA,NA,NA
"126","2020-11-23 11:39:09-03","IAC","IAC","40375","S","Plantae","Myrtaceae-2.Myrtoideae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","L.C. Bernacci & G. Durigan","L.C. Bernacci & G. Durigan","3058","2001","04","26","Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Tereza","-47.072134","-23.708332","-47.072134","-23.708332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","04","26",NA,NA,NA,NA,NA,NA,NA
"127","2019-01-25 15:35:34-02","IAC","IAC","40979","S","Plantae","Myrtaceae-2.Myrtoideae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","L.C. Bernacci & G.A.D.C. Franco et al.","L.C. Bernacci & G.A.D.C. Franco et al.","2960","2000","12","07","Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Mioko","-47.062946","-23.725098","-47.062946","-23.725098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","12","07",NA,NA,NA,NA,NA,NA,NA
"128","2019-01-25 15:35:34-02","IAC","IAC","40983","S","Plantae","Myrtaceae-2.Myrtoideae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","L.C. Bernacci & G.A.D.C. Franco et al.","L.C. Bernacci & G.A.D.C. Franco et al.","2964","2000","12","07","Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Mioko","-47.062946","-23.725098","-47.062946","-23.725098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","12","07",NA,NA,NA,NA,NA,NA,NA
"129","2020-11-23 11:39:09-03","IAC","IAC","41027","S","Plantae","Myrtaceae-2.Myrtoideae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","L.C. Bernacci & G.F. Árbocz","L.C. Bernacci & G.F. Árbocz","3008","2001","01","11","Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Beto Borracheiro","-47.072921","-23.715509","-47.072921","-23.715509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","01","11",NA,NA,NA,NA,NA,NA,NA
"130","2020-11-23 11:39:09-03","IAC","IAC","41835","S","Plantae","Myrtaceae-2.Myrtoideae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","L.C. Bernacci et al.","L.C. Bernacci; G.A.D.C. Franco; E. Quirino & E. Furlan","3268","2001","08","08","Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Godoy","-47.072168","-23.72448","-47.072168","-23.72448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","08","08",NA,NA,NA,NA,NA,NA,NA
"131","2020-11-23 11:39:09-03","IAC","IAC","42128","S","Plantae","Myrtaceae-2.Myrtoideae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","L.C. Bernacci et al.","L.C. Bernacci; G.A.D.C. Franco; G. Durigan; G.F. Árbocz & E. Furlan","3288","2000","11","09","Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Mioko","-47.062946","-23.725098","-47.062946","-23.725098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","11","09",NA,NA,NA,NA,NA,NA,NA
"132","2020-09-03 11:46:03-03","URICER","HPBR","11844","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC) Cogn","FÁBIO VIEIRA","FÁBIO VIEIRA",NA,"2008","08","16","Brasil","SC","Joinville",NA,"-48.8456001281738","-26.3043994903564",NA,NA,"Arbusto com 2 metros, flores brancas, e em botão, tricomas ferrugíneos.","HPBR011844",NA,NA,NA,NA,NA,NA,NA,NA,"2008","08","16",NA,"37150","auto",NA,"1",NA,NA
"133","2019-12-09 10:46:05-03","UFSJ","HUFSJ","10629","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Sobral, M","Faria, JEQ","6320","2016","07","17","Brasil","Minas Gerais","Itamonte","Margem da estrada de terra após o bairro rural de Colina.","-44.765278","-22.292222","-44.765278","-22.292222","Arvoreta ca. 3m de altura, botões florais verdes.","HUFSJ010629",NA,NA,NA,NA,NA,"177","177",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-12-09 10:46:05-03","UFSJ","HUFSJ","10630","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Sobral, M","Faria, JEQ","6318","2016","07","17","Brasil","Minas Gerais","Itamonte","Margem da estrada de terra após o bairro rural de Colina.","-44.765278","-22.292222","-44.765278","-22.292222","Arvoreta ca. 2,7m de altura, botões florais verdes.","HUFSJ010630",NA,NA,NA,NA,NA,"177","177",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-12-20 18:46:42-03","UFSJ","HUFSJ","2488","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Vieira, FCS","Vieira, FCS","2099","2008","07","16","Brasil","Santa Catarina","Garuva","Serra Quiriri. Estrada entre a Fazenda Quiriri e o Morro do Bolo, borda da Floresta Cambissolo.","-48.949611","-26.039167","-48.949611","-26.039167","Arbusto 2m, flores brancas e em botão (4), tricomas ferrugíneos.","HUFSJ002488",NA,NA,NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-11-04 17:30:01-03","UEM","HUEM","11638","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Sobral, M","F.F. Mazine; F.A. Capelo; E. Lucas; J.M.Silva","972","2003","11","02","Brasil","Paraná","Tunas do Paraná","Estrada para Serra da Bocaina","-49.0858001708984","-24.9743995666504",NA,NA,"Arbusto; cerca de 1 m de altura.","HUEM000008897","HUEM000008897",NA,NA,NA,NA,NA,NA,NA,"2003","11",NA,NA,"41885","auto",NA,NA,NA,NA
"137","2016-08-23 10:59:57-03","NHMLondon","NHM-LONDON-BOT","BM000799558","S","Plantae","Myrtaceae","Eugenia","poeppigiana","Eugenia poeppigiana","O.Berg",NA,"F. Sellow","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109","<a href=http://www.nhm.ac.uk/services/media-store/asset/daed4ee74a954b7f388b01e343a85f0c18a859dc/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4991652"
"138","2020-11-12 17:01:57-03","UEL","FUEL","13894","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Semir, J","Martins, FR; Shepherd, GJ; Tamashiro, JY","2082","1983","09","06","Brasil","MInas Gerais","Poços de Caldas","Córrego do Meio","-46.564722","-21.838889","-46.564722","-21.838889",NA,"FUEL011858",NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,"1984","05",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-10-16 14:14:00-03","UEL","FUEL","14008","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Semir, J","Pereira, SC","1512","1981","12","02","Brasil","Minas Gerais","Poços de Caldas","Santa Rosália","-46.564722","-21.838889","-46.564722","-21.838889",NA,"FUEL011859",NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,"1984","05",NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-11-12 17:01:57-03","UEL","FUEL","18760","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Soares-Silva, LH","Soares-Silva, LH; Francisco das Chagas e Silva; Francisco, EM","630","1996","09","19","Brasil","Paraná",NA,"Estrada Tibagi-Castro, Castro",NA,NA,NA,NA,NA,"FUEL017991",NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,"1997","05",NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-01 15:05:57-03","UnB","UB","199117","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel","Meireles, LD","Faria, JEQ","3056","2012","11","23","Brasil","Minas Gerais","Itamonte","Margem da estrada na saída do bairro rural da Colina para subir a serra","-44.784444","-22.301111","-44.784444","-22.301111","Arbusto ca. 2 m de altura, fruto imaturo verde acinzentado. (coletado material em sílica gel); Mata baixa antropizada em borda de córrego",NA,NA,"Dicotyledoneae",NA,NA,"Southern America","1303","1303",NA,"2017","10",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-01 15:05:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel","Meireles, LD","Faria, JEQ","6320","2016","07","17","Brasil","Minas Gerais","Itamonte","Margem da estrada de terra de após o bairro rural de Colina","-44.765278","-22.292222","-44.765278","-22.292222","Arvoreta ca. 3 m de altura, botões florais verdes; Floresta ombrófila antropizada",NA,NA,"Dicotyledoneae",NA,NA,"Southern America","1776","1776",NA,"2017","10",NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-01 15:05:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel","Meireles, LD","Faria, JEQ","6316B","2016","07","17","Brasil","Minas Gerais","Itamonte","Margem da estrada de terra de após o bairro rural de Colina","-44.765278","-22.292222","-44.765278","-22.292222","Árvore ca. 4 m de altura, botões florais verdes e flores passadas; Floresta ombrófila antropizada",NA,NA,"Dicotyledoneae",NA,NA,"Southern America","1776","1776",NA,"2017","10",NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-01 15:05:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel","Meireles, LD","Faria, JEQ","6318","2016","07","17","Brasil","Minas Gerais","Itamonte","Margem da estrada de terra de após o bairro rural de Colina","-44.765278","-22.292222","-44.765278","-22.292222","Arvoreta ca. 2,7 m de altura, botões florais verdes; Floresta ombrófila antropizada",NA,NA,"Dicotyledoneae",NA,NA,"Southern America","1776","1776",NA,"2017","10",NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-01 15:05:57-03","UnB","UB","131849","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel","Meireles, LD","Silva, JM","4091","2004","08","19","Brasil","Paraná ","Bocaiúva do Sul","Estrada para a Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,"Flor alva.; Árvore 5m.; Mata de araucária",NA,NA,"Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,"2017","10",NA,NA,"61623","auto",NA,NA,NA,NA
"146","2019-11-01 15:05:57-03","UnB","UB","144763","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel","Meireles, LD","Lucas, EJ; et al.;","469","2006","11","18","Brasil","São Paulo","Cunha","Distrito de Campos Novos, próximo a Sete.","-44.9599990844727","-23.0699996948242",NA,NA,"Material coletado em sílica.; Árvore de c.8 m de altura, frutos jovens verde.; Floresta ombrófila densa alto montanha.",NA,NA,"Dicotyledoneae",NA,NA,"Southern America","1099","1099",NA,"2017","10",NA,NA,"38855","auto",NA,NA,NA,NA
