"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","484918","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau","C. M. Rizzini","G. G. Hatschbach","29126","1972","02","09","South America","Brazil","Paraná","Guaraqueçaba","Serra Negra","-48.426212","-25.176184","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484918","NY00484918_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","484914","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau","L. B. Smith","G. G. Hatschbach","15291","1966","11","26","South America","Brazil","Paraná","Morretes","Prainhas","-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484914","NY00484914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2017-02-01 13:28:00-02","NY","NYBG","498482","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis",NA,"R. L. Liesner","T. B. Croat","20434","1972","09","19","South America","Peru","Loreto",NA,"Río Tacsha Curaray",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=124015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","498480","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.","R. L. Liesner","J. A. Steyermark","121704","1980","02","24","South America","Venezuela","Sucre",NA,"Distrito Marino and Distrito Arismendi: Peninsula de Paria: trail between crossing of Río Tacarigua to summit of slopes east of Cerro Humo, descending to Las Melena.., north of Rió Grande Arriba",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=124027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498480",NA,"760","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","517235","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.","R. A. Howard","A. M. Amorim","375","1991","11","20","South America","Brazil","Bahia","Uruçuca","Estrada de Itacaré-Taboquinha, ao lado do loteamento da Marambaia","-39.2842","-14.5933","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=124018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517235","NY00517235_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","323076","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.",NA,"Martii Herbar. Florae Brasil.","1240",NA,NA,NA,"South America","Brazil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=124028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00323076","NY00323076_01",NA,NA,"isotype","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02674913","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.","D. Piotto","D. Piotto","3060","2010","06","10","South America","Brazil","Bahia","Uruçuca","Parque Est. Serra do Conduru","-39.08","-14.42","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3671459' target='other'> <mi>dwc_moreinfo</mi></a>","NY02674913","NY02674913_01","120","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01240809","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.","D. E. Atha","A. M. Amorim","6181","2006","09","02","South America","Brazil","Bahia","Saubara","Rodovia Cachoeira de São Félix a Santo Amaro. Entroncamento ca. 10 km de Santo Amaro em direção a Saubara. Estrada vicinal em direção ao assentamento","-38.79","-12.78","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1466426' target='other'> <mi>dwc_moreinfo</mi></a>","NY01240809","NY01240809_01","30","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","498479","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.","R. A. Howard","J. G. Jardim","95","1993","03","09","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=124017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498479","NY00498479_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 11:09:54-03","UNESP-IBB","BOTU","29397","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau",NA,"Bignotto, R.B.","318","2004","05","28",NA,"Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,"Árvore 6m, frutos verdes imaturos.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029397",NA,NA,NA,NA,NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:30:30-03","UNESP-IBB","BOTU","5745","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau","Melo, E.","Ribeiro, L.A.","50","1974","10","27",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,NA,"BOTU005745",NA,NA,NA,NA,NA,NA,"9999","9999","2006","07",NA,NA,NA,NA,NA,NA,NA
"22","2021-02-08 11:09:54-03","UNESP-IBB","BOTU","29925","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau",NA,"Ishara, K.L.","13","2004","03","29",NA,"Brasil","São Paulo","Botucatu",NA,"-48.434167","-22.872222",NA,"Jardim Botânico UNESP Botucatu","BOTU029925",NA,NA,NA,NA,NA,NA,"48°26'03w","22°52'20s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-08 11:09:54-03","UNESP-IBB","BOTU","29598","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau",NA,"Bignotto, R.B.","151","2003","11","25",NA,"Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,"Árvore 5m, pétalas verde esbranquiçadas.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029598",NA,NA,NA,NA,NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-08 11:09:54-03","UNESP-IBB","BOTU","29596","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau",NA,"Bignotto, R.B.","329","2004","06","16",NA,"Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,"Arbusto 6m, frutos maduros negros.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029596",NA,NA,NA,NA,NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:20:43-03","UFRJ","RFA","15725","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau","C.M. Rizzini","G.G. Hatschbach","15291","1969","11","21",NA,"Brasil","Paraná","Morretes","Prainhas","-48.834400177002","-25.476900100708",NA,"Arvoreta, flor verde-claro","RFA47693",NA,NA,NA,NA,"30514","auto",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-19 15:44:52-03","UNEB","HUNEB","8518","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.",NA,"Mattos Silva, L.A.","4513","2002","06","15",NA,"Brasil","Bahia","Buerarema","Assentamento Dois Irmãos, Km 16 da BA 251","-39.2997016906738","-14.959400177002",NA,NA,"HUNEB0008518",NA,NA,NA,NA,"14251","auto",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"27","2013-07-03 11:21:40-03","EBDA","BAH","4864","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd","R. Liesner","Thomas B. Croat","20434","1972","09","19",NA,"Peru","Loreto",NA,NA,NA,NA,NA,"Liana, flowres white, leaves in part new.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:23:03-03","UFBA","ALCB","050045","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau","Melo, E","Silva, JM; Soares, A; Maschio, W","2838","1997","11","27","Southern America","Brasil","Paraná",NA,"Parque Estadual Marumbi, caminho para o Pico Abrolho.","-48.833333","-25.466667",NA,"8m, flor alvacenta.; Floresta atlântica.",NA,NA,NA,NA,NA,NA,NA,"-48.833333","-25.466667","1998",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:23:03-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau","Hatschbach, G","Silva, JM; Abe, LM","4225","2004","11","23","Southern America","Brasil","Paraná","Adrianópolis","Fazenda Mato Limpo, Berneck","-48.9911003112793","-24.6571998596191",NA,"10 m. Flor alva.",NA,NA,NA,NA,NA,"49901","auto",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:23:03-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau","Hatschbach, G","Hatschbach, G; Barbosa, E","79488","2006","02","10","Southern America","Brasil","Paraná","Antonina","América de Baixo","-48.7118988037109","-25.4286003112793",NA,"4 m.; próximo do rio",NA,NA,NA,NA,NA,"38300","auto",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:56:12-03","NBC","NL-BOTANY","U.1519248","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau",NA,"Harley RM; Souza R",NA,"1968","11","20","Southern America","Brazil",NA,NA,"State of mato Grosso. Rio Suia Missu, c. 20 km N. of the ferry and c. 50km N.N.W. of base camp. Riverside forest, at river margin.","-51.766667","-12.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1519248 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1519248","NL-U1519248",NA,NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-02-08 08:56:12-03","NBC","NL-BOTANY","U.1519249","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau",NA,"Harley RM; Souza R; Castro R de; Ferreira A",NA,"1968","10","29","Southern America","Brazil",NA,NA,"State of Mato Grosso. 21.5km along road S. from base camp. Gallery forest.","-51.766667","-12.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1519249 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1519249","NL-U1519249",NA,NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-02-08 08:56:12-03","NBC","NL-BOTANY","U.1519250","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau",NA,"Harley RM; Souza R",NA,"1968","11","14","Southern America","Brazil",NA,NA,"State of Mato Grosso. 30km S. of Xavantina on the Aragarcas road. Dry forest.","-52.233333","-14.633333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1519250 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1519250","NL-U1519250",NA,NA,NA,NA,NA,"-52.233333","-14.633333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"34","2020-02-08 08:56:12-03","NBC","NL-BOTANY","U.1519602","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau",NA,"Hatschbach GG; Lindeman JC; Haas JH de",NA,"1966","01","04","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1519602 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1519602","NL-U1519602",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0061413",NA,NA,NA,NA,NA
"35","2020-02-08 08:56:12-03","NBC","NL-BOTANY","U.1519603","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau",NA,"Hatschbach GG; Lindeman JC; Haas JH de",NA,"1966","01","04","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1519603 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1519603","NL-U1519603",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0061414",NA,NA,NA,NA,NA
"36","2020-02-08 08:56:12-03","NBC","NL-BOTANY","WAG.1546836","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii","Lindau",NA,"Hatschbach GG; Lindeman JC; Haas JH de",NA,"1966","01","04","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1546836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1546836","NL-WAG1546836",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:56:12-03","NBC","NL-BOTANY","L.1662273","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1662273 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1662273","NL-L1662273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 08:56:12-03","NBC","NL-BOTANY","L.1662274","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1662274 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1662274","NL-L1662274",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2020-02-08 08:56:12-03","NBC","NL-BOTANY","U.1519278","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.",NA,"Prance GT; et al.",NA,"1977","02","27","Southern America","Brazil",NA,NA,"Plants of Brazilian Amazonia. State of Amazonas. Rio Solimões. Igarapé Camatia, São Paulo de Olivenca. River margin.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1519278 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1519278","NL-U1519278",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 08:56:12-03","NBC","NL-BOTANY","U.1519279","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.",NA,"Prance GT; et al.",NA,"1971","11","02","Southern America","Brazil",NA,NA,"Plants of Brazilian Amazônia, Basin of Rio Negro. Road Camanaus-Aaupés, near Camanaus. Castinga on white sand, terra firme.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1519279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1519279","NL-U1519279",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-02-08 08:56:12-03","NBC","NL-BOTANY","U.1519484","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.",NA,"Croat TB",NA,"1972","09","19","Southern America","Peru",NA,NA,"Loreto. Rio Tacsha Curaray.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1519484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1519484","NL-U1519484",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 08:56:12-03","NBC","NL-BOTANY","U.1519596","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","ilheensis","Coccoloba ilheensis","Wedd.",NA,"Prance GT; Pennington TD",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Plants of Brazilian Amazonia. State of Pará. Mata da Serraria Santa Luzia, grounds of IAN, Belém.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1519596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1519596","NL-U1519596",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:17:40-03","ESALQ","ESA","98988","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii",NA,"Hatschbach, G.","Barbosa, E.","79488.0","2006","02","10",NA,"Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,"ESA098988","ESA098988",NA,NA,NA,"38300","auto",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:17:40-03","ESALQ","ESA","60855","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii",NA,NA,"Silva, J.M. et al.","2838.0","1997","11","27",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,"ESA060855","ESA060855",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:17:40-03","ESALQ","ESA","109707","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygonaceae","Coccoloba","glaziovii","Coccoloba glaziovii",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29295.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109707","ESA109707",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
