"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber","sex"
"144","2015-09-04 20:43:08-03","MNHN","RECOLNAT_MNHN_P","P00552635","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,"Congonha do Campo (Minas)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552635' target='other'> <mi>dwc_moreinfo</mi></a>","P00552635","P00552635_01",NA,"1884","6","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14538",NA,NA,NA,NA,NA
"145","2015-09-04 20:43:08-03","MNHN","RECOLNAT_MNHN_P","P00552636","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Riedel, L.",NA,NA,"Brésil",NA,"Montis de Carassa","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552636' target='other'> <mi>dwc_moreinfo</mi></a>","P00552636","P00552636_01",NA,"1824","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"528",NA,NA,NA,NA,NA
"146","2015-09-04 20:43:08-03","MNHN","RECOLNAT_MNHN_P","P00552637","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Riedel, L.",NA,NA,"Brésil",NA,"Montis de Carassa","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552637' target='other'> <mi>dwc_moreinfo</mi></a>","P00552637","P00552637_01",NA,"1824","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"528",NA,NA,NA,NA,NA
"147","2015-09-04 20:43:08-03","MNHN","RECOLNAT_MNHN_P","P00552638","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Claussen",NA,NA,"Brésil",NA,"Caxoeira do Campo, Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552638' target='other'> <mi>dwc_moreinfo</mi></a>","P00552638","P00552638_01","Lughadha","1832","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66",NA,NA,NA,NA,NA
"148","2015-10-13 14:08:42-03","MNHN","RECOLNAT_MNHN_P","P00552639","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Claussen",NA,NA,"Brésil",NA,"Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552639' target='other'> <mi>dwc_moreinfo</mi></a>","P00552639","P00552639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"521",NA,NA,NA,NA,NA
"149","2015-09-05 07:39:19-03","MNHN","RECOLNAT_MNHN_P","P04776032","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Mantovani, W.",NA,NA,"Brasil","São Paulo","Martinho Prado, Reserva Biologica da Fazenda Campininha.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04776032' target='other'> <mi>dwc_moreinfo</mi></a>","P04776032","P04776032_01","Lima","1980","9","15","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,"945",NA,NA,NA,NA,NA
"150","2020-10-01 14:24:16-03","JBB","HEPH","32482","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Faria, JEQ","6607","Southern America","Brasil","Minas Gerais","Margem da estrada para a Formação",NA,NA,NA,NA,"Faria, JEQ","2016","09","24","Diamantina","-43.609167","-18.263611","1195","1195","-43.609167","-18.263611",NA,"2016",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"151","2020-10-01 14:24:16-03","JBB","HEPH","32483","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Faria, JEQ; et al.","6417","Southern America","Brasil","Minas Gerais","Campus JK da UFVJM, próximo ao prédio da Biologia",NA,NA,NA,NA,"Faria, JEQ","2016","08","12","Diamantina","-43.571389","-18.193333","1347","1347","-43.571389","-18.193333",NA,"2016",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA
"152","2020-12-11 11:39:33-03","UFMG","BHCB","152865","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Bünger, MO; Scalon, VR; Silva, JL","MB5","Southern America","Brasil","Minas Gerais","Parque Estadual do Itacolomi, Morro do Cachorro.",NA,"Arbusto, cálice vermelho, frutos verdes imaturos passando a vermelho.; Campo rupestre quartzítico.","BHCB048110",NA,NA,"2007","10","29","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"2019","44599","auto","04",NA,NA,NA,NA,NA,NA,NA
"153","2020-12-11 11:39:33-03","UFMG","BHCB","18345","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Sobral, M; et al.","5652","Southern America","Brasil","Minas Gerais","Reserva Biológica Tripuí, Beira de mata",NA,"Arvoreta 3m, frutos maduros vermelhos.","BHCB013516","BHCB013516",NA,"1987","09",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"1999","44599","auto","08",NA,NA,NA,NA,NA,NA,NA
"154","2020-12-11 11:39:33-03","UFMG","BHCB","149157","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Mansur, T; Pena, FSR; Mota, RC da","210","Southern America","Brasil","Minas Gerais","Serra Gandarela, Projeto Mina Apolo",NA,"Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual, arbustivo",NA,NA,NA,"2011","02","24","Santa Bárbara","-49.674942","-20.021736","1614","1614","-49.674942","-20.021736",NA,"2011",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA
"155","2020-12-11 11:39:33-03","UFMG","BHCB","169395","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Sobral, M","15031","Southern America","Brasil","Minas Gerais",NA,NA,"Arbusto 2 m de altura; flores creme.; Em beira de mata.","BHCB013844",NA,NA,"2012","09","28","Ouro Branco","-43.896667","-21.1875","1112","1112","-43.896667","-21.1875",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-12-11 11:39:33-03","UFMG","BHCB","122328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Carmo, FF","2293","Southern America","Brasil","Minas Gerais","Serra de Gandarela, C1.",NA,"Coletado em borda de capão. Afloramento de canga.","BHCB014274",NA,NA,"2008","02","10","Rio Acima","-43.683061","-20.093631","1624","1624","-43.683061","-20.093631",NA,"2008",NA,NA,"06","24",NA,NA,NA,NA,NA,NA
"157","2020-12-11 11:39:33-03","UFMG","BHCB","195746","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Lima, DF; Morokawa, R","476","Southern America","Brasil","Minas Gerais","Estrada para Paraíso Perdido.",NA,"Arbusto 1 m. Flores alvas.; Cerrado.","BHCB195746",NA,NA,"2014","09","04","Capitólio","-46.325556","-20.622222","885","885","-46.325556","-20.622222",NA,"2014",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"158","2020-12-11 11:39:33-03","UFMG","BHCB","147587","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Gasper, AL de; Bueno, ML; Kamino, LHY; Leal, BSS; Rezende, VL","2768","Southern America","Brasil","Minas Gerais","Estrada entre a Fazenda Boa Esperança e a Fazenda, Floresta Atlântica",NA,"beira da estrada arvoreta flor cor: fruto: Maduro preto",NA,NA,NA,"2011","03","20","Delfim Moreira","-45.324722","-22.584444","1550","1550","-45.324722","-22.584444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-11 11:39:33-03","UFMG","BHCB","156674","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Carmo, FF","4904","Southern America","Brasil","Minas Gerais","Serra Água Limpa, Afloramento de quartzito.",NA,NA,"BHCB013522","BHCB013522",NA,"2009","07","25","Rio Acima","-43.701389","-20.104444","139","139","-43.701389","-20.104444",NA,"2012",NA,NA,"03","20",NA,NA,NA,NA,NA,NA
"160","2020-12-11 11:39:33-03","UFMG","BHCB","195751","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Lima, DF; Morokawa, R","464","Southern America","Brasil","Minas Gerais","PARNA Serra da Canastra, Curral das Pedras.",NA,"Árvore 3 m. Folhas com face abaxial esbranquiçada; Flores alvas.; Cerrado","BHCB195751",NA,NA,"2014","09","02","São Roque de Minas","-46.476667","-20.218056","1466","1466","-46.476667","-20.218056",NA,"2014",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"161","2020-12-11 11:39:33-03","UFMG","BHCB","198125","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Faria, JEQ; Otoni, TJO; Pinheiro, AC; Filho, JB","6417","Southern America","Brasil","Minas Gerais","Campus JK da UFVJM, próximo ao prédio da Biologia",NA,NA,"BHCB198125",NA,NA,"2016","08","12","Diamantina","-43.6002998352051","-18.2493991851807","1347","1347",NA,NA,NA,"2016","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-11 11:39:33-03","UFMG","BHCB","109875","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Valente, A; Nobre, PH; Salimena, FRG","89","Southern America","Brasil","Minas Gerais","Conceição do Ibitipoca, Estrada para Moreiras.",NA,"Arbusto até 2 m. Folhas discolores. Flores alvas.; Cerrado.","BHCB014273",NA,NA,"2001","12","17","Lima Duarte","-43.793098449707","-21.8425006866455","1270","1270",NA,NA,NA,"2006","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-11 11:39:33-03","UFMG","BHCB","84941","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Viana, PL","987","Southern America","Brasil","Minas Gerais","Mina Casa de Pedra",NA,"Flores brancas; Em campo rupestre sobre canga couraçada","BHCB050022",NA,NA,"2003","09","10","Belo Vale","-44.0243988037109","-20.4078006744385","1400","1400",NA,NA,NA,"2019","17803","auto","04",NA,NA,NA,NA,NA,NA,NA
"164","2020-12-11 11:39:33-03","UFMG","BHCB","96054","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Lucas, EJ","251","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra do Ibitipoca.",NA,"Shrub to 3m., spreading to 2m., fruits red turning black.",NA,NA,NA,"2004","03","09","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-11 11:39:33-03","UFMG","BHCB","14556","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Sousa, HC","s.n.","Southern America","Brasil","Minas Gerais","Parque Estadual do Ibitipoca",NA,NA,NA,NA,NA,"1986","11","18","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-11 11:39:33-03","UFMG","BHCB","19956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Andrade, PM de","1412","Southern America","Brasil","Minas Gerais","Reserva Biológica do Jambreiro",NA,NA,NA,NA,NA,"1990",NA,NA,"Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-12-11 11:39:33-03","UFMG","BHCB","8392","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Martins, RP; et al.","s.n.","Southern America","Brasil","Minas Gerais","São Sebastião das Águas Claras.",NA,"Cerrado;arbusto;",NA,NA,NA,"1981","05","22","Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-12-11 11:39:33-03","UFMG","BHCB","14367","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Braga, MMN; Andrade, IR; Horta, ME; Costa, ME","s.n.","Southern America","Brasil","Minas Gerais","Serra de Ouro Branco",NA,"Arbustivo.; Campo rupestre.","BHCB014289",NA,NA,"1988","10","21","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"1995","13809","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-11 11:39:33-03","UFMG","BHCB","13691","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Braga, MMN; et al.","s.n.","Southern America","Brasil","Minas Gerais","Serra de Ouro Branco",NA,NA,NA,NA,NA,"1988","07","29","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-02-11 17:20:46-03","UFPR","UPCB","87084","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Souza, V. C. et al.","17447",NA,"Brasil","Mato Grosso","75 Km NE (em linha reta) de Tapurah. Estrada para Projeto Ipiranga. Transição savana arborizada (cerrado) - savana florestada (cerradão).",NA,"Arbusto, ca. 2 m alt; botões verdes; frutos passando de vermelhos para negros. .","UPCB0044915",NA,"Lima, D.F.","1997","06","09","Tapurah","-56.05","-12.233333",NA,NA,"-56.050000","-12.233333",NA,"2019",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"171","2021-02-11 17:20:46-03","UFPR","UPCB","81112","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Lima, D.F.","367",NA,"Brasil","Minas Gerais","Serra de Ouro Branco. Alt: 1318m. Cerrado.",NA,"Árvore 3m. Casca rugosa, flores brancas e frutos imaturos verdes..","UPCB0023634","UPCB0023634","Lima, D.F.","2013","10","23","Ouro Branco","-44.646","-20.504",NA,NA,"-44.646","-20.504",NA,"2014",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"172","2012-10-19 13:33:00-03","MO","MOBOT","3199453","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O. Berg) Kiaersk.",NA,"Louis O. Williams|Vicente Assis","Williams 7367","South America","Brazil","Minas Gerais","Pico de Cata Branca.",NA,NA,NA,NA,"M.F. Santos","1945","6","21","Itabirito","-43.801399230957","-20.2532997131348","1300.00000000",NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,"1",NA,NA,NA,NA
"173","2012-10-19 13:40:00-03","MO","MOBOT","3207159","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O. Berg) Kiaersk.",NA,"Vicente Assis","Assis 80","South America","Brazil","Minas Gerais","Fazenda da Chicaca, Municipio of Santa Luzia.",NA,NA,NA,NA,"M.F. Santos","1945","11","20",NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"174","2019-06-10 10:11:17-03","FZB-BH","BHZB","9599","S","Plantae",NA,NA,"Myrtaceae","Myrcia Cf.","subverticillaris","Myrcia Cf. subverticillaris",NA,NA,"Ferreira Junior, C.A. et al.","769",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo do Gerais",NA,"Planta com pelos esbranquiçados. 87636764 7895353 1257 m .",NA,NA,"M. Sobral","2012","11","28","Santana do Riacho","-43.7144012451172","-19.1688995361328","1257","1257",NA,NA,NA,"2015","26557","auto","03","20",NA,NA,NA,NA,NA,NA
"175","2021-03-03 13:56:22-03","UFF","NIT","NIT10498","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"T. Fernandes, J.E.Q. Faria, T.N.C. Vasconcelos","313",NA,"Brasil","Minas Gerais","Mata em campo rupestre nos arredores da UFVJM.",NA,"Árvore, 6 m. Folhas discolores, indumento pardo, flores com indumento pardo e peças florais brancas.","NIT00001732",NA,"T. Fernandes, J.E.Q. Faria & T.N.C. Vasconcelos","2018","09","05","Diamantina","-44.571944","-19.193611","1347","1347","44º34'19''W","19º11'37''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-09-12 05:00:02-03","US","US","2883556","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O. Berg) Kiaersk.",NA,"H. d. F. Leitão & F. Martins","5938","South America - Neotropics","Brazil","São Paulo","Reserva Estadual de São Simão",NA,NA,"US01892971","US01892971_01 US01892971_02",NA,"1977","9","17","Altinópolis","-47.3699989318848","-21.0200004577637",NA,NA,NA,NA,"Dicotyledonae",NA,"30403","auto",NA,NA,NA,"1",NA,NA,NA,NA
"177","2019-11-13 11:27:15-03","USP","SPF","125089","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Oliveira, AA","3237",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00125089",NA,"Lima, DF","1997","08","24","Descalvado","-47.75","-22","700","950","-47.75","-22",NA,"2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"178","2019-11-13 11:27:15-03","USP","SPF","141364","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Nic Lughadha, E","232",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00141364",NA,"Lima, DF","1999","02","26","Rio Preto","-43.866667","-21.966667","1050","1050","-43.866667","-21.966667",NA,"2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"179","2019-11-13 11:27:15-03","USP","SPF","165035","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Batalha, M","190",NA,"Brasil","São Paulo","Cerrado de Emas",NA,NA,"SPF00165035",NA,"Lima, DF","1994","08","15","Pirassununga","-47.5","-22.033333",NA,NA,"-47.5","-22.033333",NA,"2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"180","2019-11-13 11:27:15-03","USP","SPF","172814","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Sasaki, D","658",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00172814",NA,"Lima, DF","2003","08","23","Pedregulho","-47.277222","-20.157778","720","720","-47.277222","-20.157778",NA,"2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"181","2019-11-13 11:27:15-03","USP","SPF","172815","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Sasaki, D","753",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00172815",NA,"Lima, DF","2003","09","28","Pedregulho","-47.277222","-20.157778","720","720","-47.277222","-20.157778",NA,"2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"182","2019-11-13 11:27:15-03","USP","SPF","172816","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Sasaki, D","785",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00172816",NA,"Lima, DF","2003","11","01","Pedregulho","-47.273056","-20.164444","720","720","-47.273056","-20.164444",NA,"2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"183","2021-03-15 18:29:02-03","USP","SPF","215776","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Daneu, L","517",NA,"Brasil","Minas Gerais","Trilha de acesso ao Pico da Bandeira (Terreirão).",NA,"Campo de altitude.","SPF00215776",NA,"Lima, DF","2010","12","03","Alto Caparaó","-41.795556","-20.434444",NA,NA,"-41.795556","-20.434444",NA,"2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"184","2019-11-13 11:27:15-03","USP","SPF","85296","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Joly, AB","859",NA,"?",NA,"Sem procedência.",NA,NA,"SPF00085296",NA,"Lima, DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"185","2019-11-13 11:27:15-03","USP","SPF","37450","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Carvalho, DA","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00037450",NA,"Lima, DF","1983","08","11","Alpinópolis","-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,"2016","22010","auto","06",NA,NA,NA,NA,NA,NA,NA
"186","2019-11-13 11:27:15-03","USP","SPF","191451","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Silva, ACB","63",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00191451",NA,"Lima, DF","1999","10","11","Delfinópolis","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,"2016","41380","auto","06",NA,NA,NA,NA,NA,NA,NA
"187","2019-11-13 11:27:15-03","USP","SPF","37442","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Carvalho, DA","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00037442",NA,"Lima, DF","1983","08","11","Pimenta","-45.798900604248","-20.4839000701904",NA,NA,NA,NA,NA,"2016","21095","auto","06",NA,NA,NA,NA,NA,NA,NA
"188","2019-11-13 11:27:15-03","USP","SPF","114621","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Kinoshita-Gouveia, LS","94223",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00114621",NA,"Lima, DF","1994","11","07","Casa Branca","-47.0800018310547","-21.7700004577637",NA,NA,NA,NA,NA,"2016","27086","auto","06",NA,NA,NA,NA,NA,NA,NA
"189","2019-11-13 11:27:15-03","USP","SPF","165034","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mantovani, W","945",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00165034",NA,"Lima, DF","1980","09","15","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto","06",NA,NA,NA,NA,NA,NA,NA
"190","2019-11-13 11:27:15-03","USP","SPF","31380","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Handro, O","135",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00031380",NA,"Lima, DF","1965","09","06","Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,"2016","24621","auto","06",NA,NA,NA,NA,NA,NA,NA
"191","2019-11-13 11:27:15-03","USP","SPF","83531","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Handro, O","403",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00083531",NA,"Lima, DF","1954","09","02","São Carlos","-47.8899993896484","-22.0100002288818",NA,NA,NA,NA,NA,"2016","45913","auto","06",NA,NA,NA,NA,NA,NA,NA
"192","2019-11-13 11:27:15-03","USP","SPF","132657","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Nied.",NA,"Souza, VC","7934",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00132657",NA,"Santos, MF","1995","03","08","Ouro Branco","-43.663639","-20.489056","1250","1250","-43.663639","-20.489056",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-11-13 11:27:15-03","USP","SPF","175548","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Nied.",NA,"Paula, CC","695",NA,"Brasil","Minas Gerais","Serra do Ouro Branco",NA,NA,"SPF00175548",NA,"Santos, MF","2003","02","28","Ouro Branco","-43.661917","-20.501083","1380","1380","-43.661917","-20.501083",NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-11-13 11:27:15-03","USP","SPF","106612","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Nied.",NA,"Campos, MTVA","CFSC13479",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,"SPF00106612",NA,"Santos, MF","1993","10","26","Morro do Pilar","-43.3763999938965","-19.2155990600586",NA,NA,NA,NA,NA,"2014","18539","auto",NA,NA,NA,NA,NA,NA,NA,NA
