"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","typeStatus","sex"
"11","2020-02-08 08:46:38-03","NBC","NL-BOTANY","U.1462354","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Pelexia","glazioviana","Pelexia glazioviana","Cogn.",NA,"Tessmann G",NA,"1937","03","24","Southern America","Brazil","Paraná",NA,"Nord-Paraná: Gebiet des mittleren Ivahy.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1462354 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1462354","NL-U1462354",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0181794",NA,NA,NA
"12","2020-02-08 08:46:38-03","NBC","NL-BOTANY","U.1462355","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Pelexia","glazioviana","Pelexia glazioviana","Cogn.","Westra LYT","Lindeman JC; Haas JH de",NA,"1966","08","04","Southern America","Brazil","Paraná",NA,"Est. Paraná. Cerro Azul.",NA,NA,NA,NA,NA,"No mato.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1462355 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1462355","NL-U1462355",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0181793",NA,NA,NA
"13","2016-07-05 11:14:20-03","FFCLRP","LBMBP","801","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay","E.R. Pansarin",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí",NA,"-46.883333","-23.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46°53'W","23°11'S",NA,NA,NA,NA,NA
"14","2016-07-05 11:14:20-03","FFCLRP","LBMBP","802","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay","E.R. Pansarin",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí",NA,"-46.883333","-23.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46°53'W","23°11'S",NA,NA,NA,NA,NA
"15","2016-07-05 11:14:20-03","FFCLRP","LBMBP","803","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay","E.R. Pansarin",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí",NA,"-46.883333","-23.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46°53'W","23°11'S",NA,NA,NA,NA,NA
"16","2016-07-05 11:14:20-03","FFCLRP","LBMBP","804","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay","E.R. Pansarin",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí",NA,"-46.883333","-23.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46°53'W","23°11'S",NA,NA,NA,NA,NA
"17","2016-07-05 11:14:20-03","FFCLRP","LBMBP","805","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay","E.R. Pansarin",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí",NA,"-46.883333","-23.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46°53'W","23°11'S",NA,NA,NA,NA,NA
"18","2019-08-20 10:01:01-03","UNICAMP","UEC","139002","S","Plantae","Liliopsida",NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay","Singer, RB","Singer, RB","99/12","1999","08","13",NA,"Brazil","Minas Gerais","Minduri","Mata Triste","-44.6039009094238","-21.6819000244141",NA,NA,NA,NA,"UEC027186","UEC027186",NA,"15713","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 09:31:44-03","UFRRJ","RBR","10423","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay","M.S. Wängler","L.F.T. Menezes","797","2001","03","28",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Restinga da marambaia, ilha da armacão.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00010423",NA,"2014","17272","auto","08","27",NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 09:31:44-03","UFRRJ","RBR","10424","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay",NA,"L.F.T. Menezes","977",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Restinga da marambaia, praia da armacão, área úmida (sombreada).","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00010424",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2015-09-03 19:56:37-03","MNHN","RECOLNAT_MNHN_P","P00345644","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay","Szlachetko","Glaziou, A.",NA,"1873","3","16",NA,"Brésil",NA,NA,"Rio de Janeiro, Corcovado",NA,NA,NA,NA,"hb","Donné par Mme Simart, sa fille, en1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345644' target='other'> <mi>dwc_moreinfo</mi></a>","P00345644","P00345644_01 P00345644_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6725",NA,NA
"22","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","20944",NA,"Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay","C.N. Fraga & A. P. Fontana/24-IV-2013","A. P. Fontana; et al","557","2003","03","29",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço","-40.620556","-19.931111",NA,NA,NA,"Terrestre; folhas parte abaxial metálica e adaxial verde; inflorescência vermelha com pêlos brancos, brácteas verdes avermelhadas com pelos menores brancos, flores secas.","MBML020944",NA,NA,NA,NA,NA,NA,"40W37'14","19S55'52",NA,NA,NA,NA,NA
"23","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","40320",NA,"Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay","A. P. Fontana/24-IV-2013","A. P. Fontana; K.A. Brahim","2983","2007","02","23",NA,"Brasil","Espírito Santo","Santa Teresa","Julião, prop. do Sr. João Luiz Rodrigues de Souza. Floresta Ombrófila Aberta, mata de encosta","-40.539972","-19.741861","643","643",NA,"Terrestre na sombra. Folhas verdes. Inflorescência avermelhada. Flores brancas com listras verdes no labelo, ápice do calcar avemelhado","MBML040320",NA,NA,NA,NA,NA,NA,"40W32'23,9","19S44'30,7",NA,NA,NA,NA,NA
"24","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","8990",NA,"Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay","C.N. Fraga & A. P. Fontana/24-IV-2013","L. Kollmann; E. Bausen & W. Pizziolo","125","1998","06","17",NA,"Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,NA,NA,"Planta terrestre na mata, sombra. Flores brancas. HERB/ÁLCOOL/CULTIVO Herborizado em 01/02/1999.","MBML008990",NA,NA,NA,NA,NA,NA,"40W28'20","19S54'51",NA,NA,NA,NA,NA
"25","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","35901",NA,"Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay","C.R. Buzatto/Março-2014","L. Kollmann; & C. Fraga","10403","2008","01","22",NA,"Brasil","Espírito Santo","Alegre","Corrego Seco","-41.5331001281738","-20.763599395752",NA,NA,NA,"Erva terrestre, sépalas e pétalas brancas, calcar verde.","MBML035901",NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","47144",NA,"Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogniaux) Garay","Guy R. Chiron/2015","Chiron","13141","2013","03","07",NA,"Brasil","Espírito Santo","Conceição do Castelo","Ribeirão do Meio","-41.2439002990723","-20.3682994842529",NA,NA,NA,NA,"MBML047144",NA,NA,"17824","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","47137",NA,"Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogniaux) Garay","Guy R. Chiron/2015","Chiron","13111","2013","03","04",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","615","615",NA,NA,"MBML047137",NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","49235",NA,"Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay",NA,"R.X. Bolsanello",NA,"2013","03","04",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Bonito","-40.7461013793945","-20.040599822998","615","615",NA,"#?#Trata-se de uma planta alba (albina)#?#.","MBML049235","MBML049235_1 MBML049235_2",NA,"31867","auto",NA,NA,NA,NA,NA,NA,NA,"HOLOTIPO",NA
"29","2019-11-21 10:13:47-03","IBt","SP","5081","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay",NA,"s.col.","s.n.","1921","01","22",NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 10:13:47-03","IBt","SP","29081","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay",NA,"Spannagel, C","238","1929","02","28",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 10:13:47-03","IBt","SP","29045","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogn.) Garay",NA,"Loefgren, A","CGG3676","1895","06",NA,NA,"Brasil","São Paulo","São Paulo","Pirituba, em cultivo, floresce em janeiro., Capoeira.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Terrestre.","SP009642","SP009642",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-21 16:38:48-03","AMES","HU-HERB","AMES 01943690","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","glazioviana","Pteroglossa glazioviana","(Cogniaux) Garay",NA,"G. Tessmann","6133","1937","3","24","South America","Brazil",NA,NA,"Nord-Parana: Gebiet des mittleren Ivahy",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6133",NA,"undetermined"
