"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","individualCount","occurrenceRemarks","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","year","month","day","locality","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","previousCatalogNumber"
"11","2020-06-29 11:29:37-03","UFRJ","RFA","28181","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker",NA,NA,NA,"L.O.F. Souza; T. Wendt; A.P.G. Faria; G.K. Brown; J.L. Paixão","449","Brasil","Bahia","Camamu",NA,"Erva epífita, heliófila, folhas coriáceas verde-amareladas, inflorescência amarela, pétalas alvas, infrutescência rosa","-39.031667","-13.903889",NA,NA,"2003","03","30","Ponta do Santo",NA,NA,"RFA52475",NA,NA,NA,NA,NA,"39º1'54''W","13º54'14''S",NA,NA,NA,NA,NA
"12","2020-06-29 11:29:37-03","UFRJ","RFA","28203","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker",NA,NA,NA,"A.P.G. Faria; L.O.F. Sousa; T. Wendt; G.K. Brown; J.L. Paixão","138","Brasil","Bahia","Ituberá",NA,"Epífita. Folhas com ápices duros e enegrecidos, brácteas escapais e primárias foliáceas, ovário e sépalas verdes, sépalas brancas patentes","-39.1492004394531","-13.7321996688843","22399","auto","2003","03","29","Estrada para Piraí do Norte",NA,NA,"RFA52474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:29:37-03","UFRJ","RFA","28243","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","A.P.G. Faria","2002","10","A.P.G. Faria; T. Wendt; G.K. Brown; L.O.F. Sousa; T. Evans","120","Brasil","Bahia","Jussari",NA,"Escapo e bráctea escapal esverdeada, sépala esverdeada","-39.4953002929688","-15.1913995742798","21386","auto","2002","10","10","Reserva do Teimoso",NA,NA,"RFA52495",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"14","2020-06-29 11:29:37-03","UFRJ","RFA","28242","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","A.P.G. Faria",NA,NA,"A.P.G. Faria; T. Wendt; G.K. Brown; L.O.F. Sousa; T. Evans","81","Brasil","Espírito Santo","Domingos Martins",NA,NA,"-40.6591987609863","-20.3633003234863","48150","auto","2002","09","30","Coleção particular de Roberto Anselmo Kautsky",NA,NA,"RFA52472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:29:37-03","UFRJ","RFA","28228","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","T. Wendt","2000","11","L. Kollmann; E. Bausen; W. Pizziolo","2315","Brasil","Espírito Santo","Santa Teresa",NA,"Frutos verdes. Haste com pelos cinzas. Folhas verdes, acinzentadas por baixo","-40.6002998352051","-19.9356002807617","23813","auto","1999","03","30","Valsugana Velha, Estação Biológica de Santa Lúcia (trilha do sagui)",NA,NA,"RFA52467",NA,"800","800",NA,NA,NA,NA,"04",NA,NA,NA,NA
"16","2020-06-29 11:29:37-03","UFRJ","RFA","30413","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","A.P.G. Faria","2001","06","A.P.G. Faria; T. Wendt","30","Brasil","Rio de Janeiro","Macaé",NA,"Terrestre. Brácteas escapais paleáceas. Escapo verde. Brácteas florais e primárias paleáceas. Ovário e sépalas verdes. Pétalas brancas. Estigma verde","-41.7868995666504","-22.3708000183105","47209","auto","2001","06","02","Parque Nacional da Restinga de Jurubatiba. Cabiúnas",NA,NA,"RFA52466",NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA
"17","2020-06-29 11:29:37-03","UFRJ","RFA","30310","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","poeppigii","Aechmea poeppigii","Baker",NA,NA,NA,"T. Wendt; G.K. Brown; A.P.G. Faria","350","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"Brácteas escapais rosas. Brácteas primárias rosas. Sépalas roxas. Pétalas brancas na base ficando roxas em direção ao ápice","-43.2075004577637","-22.9027996063232","57442","auto","2000","11","24","Vargem Grande, propriedade particular, planta cultivada por L.C. Gurken. Proveniente de Manaus",NA,NA,"RFA51240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:51:39-03","EAO","IAN","15396","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata froesii","(L.) Baker","Smith, LB","1957",NA,"Fróes, RL","19970","Brasil","Bahia",NA,NA,"SMITH & DOWNS (1979: 1832) citaram: Type. Fróes 19970 (holotype, NY), Colonia Itatinga to Bom Gosto, Bahia, Brazil, Nov 1942",NA,NA,NA,NA,"1942","11",NA,"Entre Colonia Itatinga e Bom gosto.","Southern America",NA,"IAN015396","IAN015396 IAN015396_e IAN015396_e1",NA,NA,"froesii","isotipo",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:51:39-03","EAO","IAN","116365","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata lingulata","(L.) Baker",NA,NA,NA,"Segadas-Vianna, F; Lam, L","I279","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"1953",NA,NA,"Próximo Rio das Ostras.","Southern America",NA,"IAN116365",NA,NA,NA,"lingulata",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:51:39-03","EAO","IAN","116365","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata lingulata","(L.) Baker",NA,NA,NA,"Segadas-Vianna, F; Lam, L","I279","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"1953",NA,NA,"Próximo Rio das Ostras.","Southern America",NA,"IAN116365",NA,NA,NA,"lingulata",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:51:39-03","EAO","IAN","125070","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Smith, LB","1981",NA,"Belém, RP","3491","Brasil","Bahia","Maraú",NA,"Planta terrestre de 1m de altura; frutos avermelhados.","-39.0147018432617","-14.103099822998","47076","auto","1968","05","03","Mata litorânea; margem de igarapé.","Southern America",NA,"IAN125070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:51:39-03","EAO","IAN","120096","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Sousa, GM de","2000","12","Belém, RP","1860a","Brasil","Bahia","Maraú",NA,"Terrestre. Inflorescências amarelas.","-39.0147018432617","-14.103099822998","47076","auto","1965","10","06","Restinga.","Southern America",NA,"IAN120096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:51:39-03","EAO","IAN","139567","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Sousa, GM de","2000","12","Belém, RP","1860a","Brasil","Bahia","Maraú",NA,"Terrestre. Inflorescências amarelas.","-39.0147018432617","-14.103099822998","47076","auto","1965","10","06","Restinga.","Southern America",NA,"IAN139567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:27:31-03","UFBA","ALCB","026426","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Sousa, GM","1996","03","Guedes, ML; et al.","s/n","Brasil","Bahia","Cairu",NA,"terrestre. Frutos alvos.","-39.033333","-13.483333",NA,NA,"1993","08","14","Baixo Sul","Southern America",NA,"ALCB011760","ALCB011760",NA,NA,NA,NA,"-39.033333","-13.483333",NA,NA,NA,NA,NA
"25","2020-08-11 00:16:45-03","UFBA","ALCB","039163","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Wanderley, MGL; Souza, GM","1998","07","Woodgyer, EM; Salimena-Pires, FR; Lima, R; Conceição, AA; Roque, N; Stannard, B; Atkins, S; N","PCD2341","Brasil","Bahia","Morro do Chapéu",NA,"0,50 m. Inflorescência de até 1,5m. Frutos maduros alvos. Ocasional.; Afloramentos rochosos","-41","-11.616667",NA,NA,"1996","03","13","Piemonte da Diamantina, Próximo ao rio Ferro-doido, ao lado da trilha para descer a cachoeira","Southern America",NA,"ALCB008507","ALCB008507 ALCB008507_1","1000","1000",NA,NA,"-41","-11.616667",NA,NA,NA,NA,NA
"26","2019-10-09 11:27:31-03","UFBA","ALCB","05849","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Faria, APG de; Wendt, T; Sousa, LOF de","2003","03","Pinto, GCP","52-104","Brasil","Bahia","Cruz das Almas",NA,"epífita, em touceiras bastas. Flores alvas.","-39.1","-12.666667",NA,NA,"1952","02",NA,"Recôncavo Sul, Parque do Instituto Agronômico do Leste.","Southern America",NA,"ALCB011762","ALCB011762",NA,NA,NA,NA,"-39.1","-12.666667","18",NA,NA,NA,NA
"27","2019-10-09 11:27:31-03","UFBA","ALCB","108207","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Guedes, ML","2013","03","Guedes, ML; Mattos Andrade, PE de; Alunos de Botânica III","20599","Brasil","Bahia","Morro do Chapéu",NA,"Folhas em roseta, margens espinescentes. Inflorescência composta, ramos da inflorescência multiflorais, brácteas florais com margens livres, flores alvas.","-41.076111","-11.5875",NA,NA,"2013","03","10","Piemonte da Diamantina, a 12 km da cidade de Morro do Chapéu, em direção a Cachoeira do Ferro Doido","Southern America",NA,"ALCB011764","ALCB011764 ALCB011764_1","972","972",NA,NA,"-41.076111","-11.5875",NA,NA,NA,NA,NA
"28","2019-10-09 11:27:31-03","UFBA","ALCB","55930","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Faria, APG de; Wendt, T; Sousa, LOF de","2003","03","Guedes, ML; Loureiro, DM; Santana, DL","9177","Brasil","Bahia","Jequié",NA,"Indivíduos com ca. 2,0m de altura; Caatinga: arbustiva","-40.083333","-13.85",NA,NA,"2001","11","02","Sudoeste, Bairro Suíça","Southern America",NA,"ALCB011763","ALCB011763",NA,NA,NA,NA,"-40.083333","-13.85","18",NA,NA,NA,NA
"29","2019-10-09 11:27:31-03","UFBA","ALCB","56622","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Faria, APG de; Wendt, T; Sousa, LOF de","2003","03","Alves, L. de J.; Guedes, ML; Santana, DL; Loureiro, DM","356","Brasil","Bahia","Cravolândia",NA,"80cm. Folhas rosuladas, com espinhos escuros na margem. Inflorescência com longo escapo, flores alvas perfumadas. Frequente.","-39.820278","-13.390278",NA,NA,"2001","08","14","Sudoeste, Assentamento Palestina","Southern America",NA,"ALCB011739","ALCB011739 ALCB011739_1",NA,NA,NA,NA,"-39.820278","-13.390278","18",NA,NA,NA,NA
"30","2019-10-09 11:27:31-03","UFBA","ALCB","66974","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Guedes, ML","2004","11","Guedes, ML","11173",NA,NA,NA,NA,"Herbácea: terrestre. Folhas com margens espinescentes. Frutos alvos.; Restinga",NA,NA,NA,NA,"2004","11",NA,"Santo André",NA,NA,"ALCB011927","ALCB011927 ALCB011927_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 21:33:33-03","UFBA","ALCB","67916","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Guedes, ML","2005","05","Dias, EJR","s/n",NA,NA,NA,NA,"Erva: inflorescência passada.; Restinga",NA,NA,NA,NA,"2005","04","06",NA,NA,NA,"ALCB011787","ALCB011787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:27:31-03","UFBA","ALCB","75768","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Guedes, ML",NA,NA,"Guedes, ML; Santos, JS; Valadão, RM; Carvalho, G","13122","Brasil","Bahia","Miguel Calmon",NA,"Epífita. Folhas basais, com espinhos. Inflorescência panícula com botões esverdeados.","-40.544444","-11.350556",NA,NA,"2006","12","22","Piemonte da Diamantina, Entorno do Parque Sete Passagens. Ponto 222","Southern America",NA,"ALCB011741","ALCB011741","669","669",NA,NA,"-40.544444","-11.350556",NA,NA,NA,NA,NA
"33","2019-10-09 11:27:31-03","UFBA","ALCB","81835","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Guedes, ML","2008","01","Roque, N; Carvalho, G; Alunos de Botânica III","1723","Brasil","Bahia","Morro do Chapéu",NA,"ca. 1,5m alt., entre fenda de rocha. Inflorescência creme, pétalas brancas, estames amarelos.","-41.207778","-11.591667",NA,NA,"2007","11","10","Piemonte da Diamantina, Morrão","Southern America",NA,"ALCB011759","ALCB011759 ALCB011759_1 ALCB011759_2","1297","1297",NA,NA,"-41.207778","-11.591667",NA,NA,NA,NA,NA
"34","2019-10-09 11:27:31-03","UFBA","ALCB","85200","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Guedes, ML","2008","09","Ramos, C.H.A.; Guedes, ML; Alves, L. de J.","29","Brasil","Bahia","Itagibá",NA,"folhas rosuladas com margem espinescente. Inflorescência com raque rósea. Frutos imaturos verdes, maduros vináceos.","-39.709444","-14.183056",NA,NA,"2008","03","21","Litoral Sul, Mata da Botinha","Southern America",NA,"ALCB011761","ALCB011761",NA,NA,NA,NA,"-39.709444","-14.183056",NA,NA,NA,NA,NA
"35","2019-10-09 11:27:31-03","UFBA","ALCB","98822","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Guedes, ML; Gomes, FS","2012","02","Gomes, FS; Guedes, ML; Costa, AS","916","Brasil","Bahia","Entre Rios",NA,"folhas rosuladas com espinhos nas margens. Frutos esverdeados; Restinga arbustiva.","-37.774444","-12.240278",NA,NA,"2011","01","28","Litoral Norte, Subaúma. No fundo do povoado","Southern America",NA,"ALCB011757","ALCB011757","3","3",NA,NA,"-37.774444","-12.240278",NA,NA,NA,NA,NA
"36","2019-10-09 11:27:31-03","UFBA","ALCB","70846","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Guedes, ML","2006","02","Alves, L. de J.","17","Brasil","Bahia","Porto Seguro",NA,"Epífita. Folhas rígidas discolores. Flores alvo-esverdeadas.","-39.0647010803223","-16.4496994018555","68835","auto","2005","10","10","Extremo Sul, RPPN Manona","Southern America",NA,"ALCB011742","ALCB011742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:27:31-03","UFBA","ALCB","102300","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Guedes, ML; Carvalho, AM de","2011","11","Guedes, ML; Carvalho, AM de; Alunos de Botânica III","19277","Brasil","Bahia","Morro do Chapéu",NA,"Folhas rosuladas, margem espinescente, ápice cuspidado. Inflorescência uma panícula de espiga com flores passadas.","-38.066667","-11.15",NA,NA,"2011","10","22","Piemonte da Diamantina, Cachoeira do Ferro Doido","Southern America",NA,"ALCB011758","ALCB011758",NA,NA,NA,NA,"-38.066667","-11.15",NA,NA,NA,NA,NA
"38","2020-02-08 10:12:04-03","NBC","NL-BOTANY","U 0082382","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Smith LB","1955","09","Focke HC",NA,"Surinam","Paramaribo",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200082382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","-55.159049","5.846517",NA,NA,"1844","02","01",NA,"Southern America",NA,"NL-U0082382","NL-U0082382",NA,NA,NA,"holotype","-55.159049","5.846517","01","Magnoliopsidae","32887",NA,NA
"39","2020-02-08 10:12:04-03","NBC","NL-BOTANY","L.1429906","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker",NA,NA,NA,"Splitgerber FL",NA,"Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1429906 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"1838","05","01","Ad rmos arborum prope Paramaribo. *.","Southern America",NA,"NL-L1429906","NL-L1429906",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"40","2020-02-08 10:12:04-03","NBC","NL-BOTANY","L.1429909","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker",NA,NA,NA,"Focke HC",NA,"Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1429909 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1429909","NL-L1429909",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"41","2020-02-08 10:12:04-03","NBC","NL-BOTANY","L.1429910","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker",NA,NA,NA,"Focke HC",NA,"Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1429910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1429910","NL-L1429910",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"42","2020-02-08 10:12:04-03","NBC","NL-BOTANY","L.1429914","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Aechmea","lingulata","Aechmea lingulata patentissima","(Mart. ex Schult. & Schult.f.) L.B.Sm.",NA,NA,NA,"Ule EHG",NA,"Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1429914 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"1906","01","01","Auf Felzen bei Moracás. Estado de Bahia.","Southern America",NA,"NL-L1429914","NL-L1429914",NA,NA,"patentissima",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"43","2021-01-14 15:25:32-03","MN","R","199850","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Andrade-Lima, D.","1972",NA,"Andrade-Lima, A.D.","8273","Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,"R010000785","R010000785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:25:32-03","MN","R","72194","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker","Sousa, G.M.","1996","08","Eyyrs","324","Ilhas Virgens","São Tomás",NA,NA,NA,NA,NA,NA,NA,"1881","08",NA,NA,NA,NA,"R010000945","R010000945","500","500",NA,NA,NA,NA,"10",NA,NA,NA,NA
"45","2021-01-14 15:25:32-03","MN","R","211034","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","(L.) Baker",NA,NA,NA,"Moura, R. 749; Oliveira, A.",NA,"Brasil","Bahia","Morro do Chapéu",NA,NA,"-41.1561012268066","-11.5500001907349","98143","auto",NA,NA,NA,NA,NA,NA,"R010000947","R010000947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
