"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","eventTime","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","179007","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Haplostephium","granmogolense","Haplostephium granmogolense","Duarte","isotype","A. P. Duarte","12957","1970","09","19","South America","Brazil","Minas Gerais","Serra do Grao Mogol","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00179007","NY00179007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1186004","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Haplostephium","granmogolense","Haplostephium granmogolense","Duarte","isotype","A. P. Duarte","12957","1970","09","12","South America","Brazil","Minas Gerais","Serra de Grão Mogol","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1437192' target='other'> <mi>dwc_moreinfo</mi></a>","NY01186004","NY01186004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","01922383","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N.Hind",NA,"S. A. Mori","13374","1980","03","03","South America","Brazil","Bahia","A 10 km ao N de Piatã.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2149802' target='other'> <mi>dwc_moreinfo</mi></a>","NY01922383","NY01922383_01","J. Semir","Piata","-41.7728","-13.1519","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1843280","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N.Hind",NA,"R. M. Harley","15110","1974","01","16","South America","Brazil","Bahia","Serra do Rio de Contas. Ca. 6 km north of the town of Rio de Contas on road to Abaira","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049885' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843280","NY01843280_01","J. Semir",NA,"-41.78","-13.55","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","894849","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N.Hind",NA,"G. G. Hatschbach","55061","1991","02","21","South America","Brazil","Minas Gerais","Rio Mumbuca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894849","NY00894849_01","B. Loeuille","Cristália","-42.8619","-16.8006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","894847","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N.Hind",NA,"G. G. Hatschbach","46641","1983","06","25","South America","Brazil","Minas Gerais","Rod. BR-265, Chapada dos Gerais.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894847","NY00894847_01","B. Loeuille","Buritizeiro","-44.9619","-17.3511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","585613","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N.Hind",NA,"F. S. Juchum","79","2000","11","18","South America","Brazil","Bahia","Estrada Rio de Contas/Marcolino Moura, ca. 2.8 km de Rio de Contas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585613","NY00585613_01","B. Loeuille","Rio de Contas","-41.7881","-13.5944","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1843292","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N.Hind",NA,"R. M. Harley","19770","1977","03","20","South America","Brazil","Bahia","Serra das Almas. Lower N.E. slopes of the Pico dao Almas, ca. 25 km. WNW of the Vila do Rio de Contas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049905' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843292","NY01843292_01","J. Semir",NA,"-41.95","-13.55","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-10-09 11:10:46-03","UFBA","ALCB","033450","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N.Hind",NA,"Hind, DJN; Bautista, HP","PCD&nf;4200","1996","11","11","Southern America","Brasil","Bahia","Chapada Diamantina, Estrada Piatã/Imbuia, a 2 km da entrada para Imbuia",NA,"1,20 m. Fohas semi-coriáceas, ápice ponteagudo, face abaxial cinza, adaxial verde. Filárias quase paleáceas. Flores roxas, estilete e ramos roxos, pólen alvo.; Solo arenoso, vermelho, com concreções ferruginosas.",NA,NA,"Roque, N","Piatã","-41.7925","-13.071944","1240","1240","2014","02","05","-41.7925","-13.071944",NA,NA,NA,NA,NA,NA
"10","2019-10-09 11:10:46-03","UFBA","ALCB","038042","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N.Hind",NA,"Guedes, ML; et al.","s/n","1998","09","20","Southern America","Brasil","Bahia","Chapada Diamantina, Estrada para Guiné",NA,"1,60 m, tomentoso. Folhas com margem revoluta, face abaxial tomentosa. Flores passadas.",NA,NA,"Roque, N","Mucugê","-41.366667","-13",NA,NA,"2014","02","05","-41.366667","-13",NA,NA,NA,NA,NA,NA
"11","2019-10-09 11:10:46-03","UFBA","ALCB","102849","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N.Hind",NA,"Guedes, ML; Gomes, FS; Oliveira, GR de; Lisboa, MS","19153","2011","10","14","Southern America","Brasil","Bahia","Chapada Diamantina, Atrás do cemitério Bizantino.",NA,"ca 1 m de altura. Folhas revolutas. Inflorescência terminal, capítulos.",NA,NA,"Roque, N","Mucugê","-41.366667","-13",NA,NA,"2014","02","05","-41.366667","-13",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:10:46-03","UFBA","ALCB","112109","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N.Hind",NA,"Roque, N; Alunos de Sistemática Evolução de Espermatófitas","4082","2014","01","25","Southern America","Brasil","Bahia","Chapada Diamantina, Trilha Ponte do Rio Cumbuca para o Córrego das Perdizes.",NA,"ca. 1,8 m alt. Folhas discolores, face abaxial glauca. Brácteas involucrais verdes, corola lilás.",NA,NA,"Roque, N","Mucugê","-41.349167","-12.988889","902","902","2014","02",NA,"-41.349167","-12.988889",NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:10:46-03","UFBA","ALCB","114591","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N.Hind",NA,"Guedes, ML; Alunos de Botânica BIOC05","21839","2014","06","14","Southern America","Brasil","Bahia","Chapada Diamantina",NA,"Folhas sésseis, eretas, com margens revolutas. Inflorescência capítulos na porção terminal dos ramos, corola e ramos dos estiletes liláses.",NA,NA,"Ogasawara, HA","Piatã","-41.904444","-13.0775","1367","1367","2014","07",NA,"-41.904444","-13.0775",NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:10:46-03","UFBA","ALCB","67609","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N.Hind",NA,"Stradmann, MTS; Castilho, P","1132","2004","12","12","Southern America","Brasil","Bahia","Chapada Diamantina, Fazenda Caraíbas",NA,"de 2,5m. Folhas coriáceas, discolores, face abaxial esbranquiçada. Flores lilás-claro. Indivíduo 70.; arbustiva-arbórea",NA,NA,"Roque, N","Mucugê","-41.423611","-13.160556",NA,NA,"2014","02","05","-41.423611","-13.160556",NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:49:55-03","NBC","NL-BOTANY","WAG0000588","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Haplostephium","granmogolense","Haplostephium granmogolense","Duarte","isotype","Duarte AP",NA,"1970","09","12","Southern America","Brazil","Minas Gerais","Brazil, Minas Gerais, Serra de Grao Mongol.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG0000588 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG0000588","NL-WAG0000588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-11-04 11:01:55-03","ESALQ","ESA","28422","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir",NA,"Souza, V.C. et al.","5523.0","1994","03","16",NA,"Brasil","Bahia",NA,NA,NA,"ESA028422","ESA028422","Loeuille, B.","Montugaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:01:55-03","ESALQ","ESA","88409","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir",NA,"Udulutsch, R.G.; Temponi, L.G.; Lima, L.R.","1296.0","2002","11","28",NA,"Brasil","Minas Gerais","Estrada Sopa - São João da Chapada, a 3 Km de São João da Chapada.",NA,"Arbusto ca. de 1,5 m. Flores liláses com anteras violeta.","ESA088409","ESA088409","Loeuille, B.","Sopa",NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:01:55-03","ESALQ","ESA","61269","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir",NA,"Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22764.0","1999","05","18",NA,"Brasil","Bahia","Estrada para Capão da Volta, ca. 8 km de Jussiape. Campo rupestre.",NA,"Arbusto, ca. 2 m alt.; flores roxas.","ESA061269","ESA061269","Loeuille, B.","Jussiape","-413.042","-132.658","1100","1100","2015","09","22","-413,042","-132,658",NA,NA,NA,NA,NA,NA
"19","2020-11-04 10:55:07-03","ESALQ","ESA","57239","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir",NA,"Ferreira, V.S.","1.0","2005","03","06",NA,"Brasil","Bahia",NA,NA,NA,"ESA057239",NA,"Loeuille, B.","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,"2012",NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA
"20","2020-11-04 11:01:55-03","ESALQ","ESA","25001","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir",NA,"Roque, N. et al.",NA,"1994","03","04",NA,"Brasil","Bahia",NA,NA,NA,"ESA025001","ESA025001","Loeuille, B.","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA
"21","2020-11-04 11:01:55-03","ESALQ","ESA","77020","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir",NA,"Hatschbach, G. ; Hatschbach, M.","62053.0","1995","03","19",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA077020","ESA077020","Loeuille, B.","Buritizeiro","-44.9622001647949","-17.3511009216309",NA,NA,"2012",NA,NA,NA,NA,NA,"88041","auto",NA,NA,NA
"22","2020-11-04 11:01:55-03","ESALQ","ESA","2378","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir",NA,"Hatschbach, G. ; Kummrow, R.","46641.0","1983","06","25",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA002378","ESA002378","Loeuille, B.","Buritizeiro","-44.9622001647949","-17.3511009216309",NA,NA,"2012",NA,NA,NA,NA,NA,"88041","auto",NA,NA,NA
"23","2020-11-04 11:01:55-03","ESALQ","ESA","90676","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir",NA,"Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","5065.0","2005","01","30",NA,"Brasil","Bahia","36km de Jussiape, próximo à entrada de Rio de Contas. Campo rupestre",NA,"Arbusto, até 1,5m alt. Flores roxas","ESA090676","ESA090676","Loeuille, B.","Rio de Contas","-41.8114013671875","-13.5789003372192","1080","1080","2015",NA,NA,"-41,799,722","-13,591,389",NA,"49773","auto",NA,NA,NA
"24","2021-03-31 13:36:08-03","MN","R","15301","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) D.J.N. Hind",NA,"Glaziou, A.F.M.","14962","1884","02","20",NA,"Brasil","Minas Gerais",NA,NA,"Plantas do Brasil Central","R000015301","R000015301_001","Semir, J.",NA,NA,NA,NA,NA,"1992","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:24:33-03","UNICAMP","UEC","115147","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Aona, LYS; Belinello, R","752","2000","08","21",NA,"Brazil","Bahia","Chapada Diamantina, estrada de terra em direção a Capão.",NA,"2 m alt.","UEC125040","UEC125040","Semir, J; Monge, M","Palmeiras","-42.514167","-12.552778","840","840","2011","06",NA,"-42.514167","-12.552778",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:24:33-03","UNICAMP","UEC","126488","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","276","2002","07","25",NA,"Brazil","Minas Gerais","Estrada para a Usina Santa Marta, 24km do asfalto.",NA,"Arbustos até 1,50 m.","UEC120996","UEC120996","Semir, J; Monge, M","Francisco Sá","-43.308194","-16.630944","903","903","2011","06",NA,"-43.308194","-16.630944",NA,NA,NA,NA,NA,NA
"27","2020-02-10 17:50:30-03","UNICAMP","UEC","124536","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Mansanares, ME; Semir, J; Dutilh, JHA","195","2001","11","15",NA,"Brazil","Minas Gerais","Barragem, afloramento na beira da estrada",NA,NA,"UEC183676","UEC183676","Semir, J; Monge, M","Francisco Sá","-43.3105","-16.601694","910","910","2011","06",NA,"-43.3105","-16.601694",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:24:33-03","UNICAMP","UEC","126485","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","291","2002","07","28",NA,"Brazil","Minas Gerais","Estrada para o Rio Ventania, 5,3km da cidade. Beira da estrada.",NA,"Arbustos até 1,8m, flores brancas a lilases forte. Crescendo em simpatria com L. sincephala.","UEC082301","UEC082301","Semir, J","Grão Mogol","-46.933333","-16.583333",NA,NA,NA,NA,NA,"-46.933333","-16.583333",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:24:33-03","UNICAMP","UEC","112453","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Souza, VC; Souza, JP; Elias, SI; Forster, W; Oliveira, ACP","22764","1999","05","18",NA,"Brazil","Bahia","Estrada para Capão da Volta, ca. 8 km de Jussiape.",NA,"Arbusto, ca. 2 m de altura; flores roxas.; Campo rupestre.","UEC125032","UEC125032","Semir, J; Monge, M","Jussiape","-41.511694","-13.449472","1100","1100","2011","06",NA,"-41.511694","-13.449472",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:24:33-03","UNICAMP","UEC","117668","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Queiroz, LP; Nascimento, NS","3372","1993","07","22",NA,"Brazil","Bahia","Ca. 2 km SW de Lagoa da Boa Vista, na encosta da Serra do Bebedor.",NA,"Arbusto ramificado de ca. 1,5-2,0 m. Folhas coriáceas. Flores lilases.; Cerrado.","UEC125036","UEC125036","Semir, J; Monge, M","Seabra","-41.815833","-12.284167",NA,NA,"2011","06",NA,"-41.815833","-12.284167",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:24:33-03","UNICAMP","UEC","122371","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Romero, R; Almeda, F; Martins, AB; Guimarães, P; Belinello, R","5712","1999","05","10",NA,"Brazil","Bahia","Estrada Palmeiras - Caeté-Açú.",NA,"Arvoreta, ca. 2 m. Corola e estames purpúreos.; Campo cerrado.","UEC125039","UEC125039","Semir, J; Monge, M","Palmeiras","-41.5125","-12.553361","960","960","2011","06",NA,"-41.5125","-12.553361",NA,NA,NA,NA,NA,NA
"32","2020-02-10 17:50:30-03","UNICAMP","UEC","124535","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Mansanares, ME; Semir, J; Dutilh, JHA","198","2001","11","16",NA,"Brazil","Minas Gerais",NA,NA,NA,"UEC183678","UEC183678","Semir, J; Monge, M","Botumirim","-43.084389","-16.749556",NA,NA,"2011","06",NA,"-43.084389","-16.749556",NA,NA,NA,NA,NA,NA
