"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","eventTime","fieldNumber","individualCount"
"33","2019-08-20 10:05:57-03","UNICAMP","UEC","126471","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","289","2002","07","27",NA,"Brazil","Minas Gerais","Esatrada para Grão Mogol. Morro do Jambeiro, 12 km da cidade.",NA,NA,"UEC120997","UEC120997","Semir, J; Monge, M","Grão Mogol","-42.962639","-16.616667","760","760","2011","06",NA,"-42.962639","-16.616667",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:24:33-03","UNICAMP","UEC","126504","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","284","2002","07","26",NA,"Brazil","Minas Gerais","Estrada de terra para Botumirim, 38km do asfalto.",NA,"Arbusto até 2,0 m, frutos.; Crescendo entre pedras.","UEC125046","UEC125046","Semir, J","Botumirim","-43.083944","-16.748972",NA,NA,NA,NA,NA,"-43.083944","-16.748972",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:24:33-03","UNICAMP","UEC","126499","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","272","2002","07","25",NA,"Brazil","Minas Gerais","Esatrada para a usina Santa Marta, 20,1 km do asfalto.",NA,"Arbustos até 1,60 m, frutos.","UEC120998","UEC120998","Semir, J","Francisco Sá","-43.322611","-16.539694","903","903",NA,NA,NA,"-43.322611","-16.539694",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:24:33-03","UNICAMP","UEC","126516","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","256","2002","07","24",NA,"Brazil","Minas Gerais","Estarada para Itacambira, 78,6 km do trevo de Montes Claros.",NA,"Arbustos até 1,40 m, flores lilases a brancas.; Campo pedregoso na beira da estrada.","UEC120995","UEC120995","Semir, J; Monge, M","Montes Claros","-43.360972","-26.983833","1278","1278","2011","06",NA,"-43.360972","-26.983833",NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:05:57-03","UNICAMP","UEC","169421","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Verola, CF; Costa, IR","362007","2007","04","18",NA,"Brazil","Bahia","Capão, Estrada jussiapé,próximo a Capão.",NA,NA,"UEC125029","UEC125029","Semir, J","Capão Da Volta","-41.518833","-13.448556","1185","1185","2007",NA,NA,"-41.518833","-13.448556",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:24:33-03","UNICAMP","UEC","128844","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Silva, TRS; Pirani, JR; Esteves, GL; Campos, MTVA","CFCR13511","1990","09","07",NA,"Brazil","Minas Gerais","Córrego da Bonita, subida para o Morro Jambeiro.",NA,"Arvoretas candelabriformes,1-2 m alt., frequente. Folhas discolores. Corola alvo-arroxeada, antera roxo-escura, estigma roxo-claro.; Cerrado e campo graminoso.","UEC121004","UEC121004","Semir, J; Monge, M","Grão Mogol","-42.933333","-16.583333","800","800","2011","06",NA,"-42.933333","-16.583333",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:24:33-03","UNICAMP","UEC","132123","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Mello-Silva, R; Santos, DYAC; Silva, JCPNO; Mota, LB; Lima, RL","2144","2003","02","03",NA,"Brazil","Bahia","Estrada para Capão de Volta e Jussiape, através da Serra dos Três Capões. 12 km de Barra da Estiva e 7 km do km 177 da estrada Barra da Estiva - Mucujê. Lajeado à beira da estrada.",NA,"Arbusto ca. 1 m alt., nas infractuosidades do lajeado. Flores lilases passando a quase alvas. Simpátrida com Vellozia hemisphaerica (Mello-Silva 2141), Stachytarpheta (Mello-Silva 2143) e Cambessadesia (Mello-Silva 2142).","UEC125037","UEC125037","Semir, J; Monge, M","Barra da Estiva","-41.385","-13.584167","1100","1100","2011","06",NA,"-41.385","-13.584167",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:24:33-03","UNICAMP","UEC","143992","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Fonseca, ML; Oliveira, FCA; Cardoso, E","5496","2004","05","27",NA,"Brazil","Minas Gerais","RPPN Veredas do Pacari. Proprietário: Joaquim A. Alves e Moisés A. de Lima. Estrada para Chapada Gaúcha-MG. UTM: E 0410.392 m N8293967 m (23 L).",NA,"Arbusto heliófito ca. 1,60 m altura; botões florais lilases; flores alvas. Comum localmente.; Solo arenoso; relevo levemente inclinado; vegetação carrasco baixo.","UEC125035","UEC125035","Semir, J; Monge, M","Arinos","-45.83475","-15.429278","840","840","2011","06",NA,"-45.83475","-15.429278",NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:24:33-03","UNICAMP","UEC","145235","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Firetti, F; Winkworth, R; Calió, MFA","40","2006","07","21",NA,"Brazil","Bahia","Beira da estrada de terra entre Mucugê e Abaíra.",NA,"Cerrado antropizado entre estrada e fazenda.","UEC120999","UEC120999","Semir, J; Monge, M","Mucugê","-41.534472","-13.122389","1167","1167","2011","06",NA,"-41.534472","-13.122389",NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:24:33-03","UNICAMP","UEC","145735","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Koch, I; Lisboa, M; Belinello, R","713","1997","04","07",NA,"Brazil","Bahia","estrada de Jussiape a Ibicoara, saindo do asfalto.",NA,"Arbusto, flores lilases.","UEC065869","UEC065869","Semir, J",NA,NA,NA,NA,NA,"2011","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:24:33-03","UNICAMP","UEC","148000","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Harley, RM; Brenan, JPM; Menezes, NL; Giulietti, AM; Giulietti, N; Semir, J; et al.","20675","1980","01","25",NA,"Brazil","Bahia","By road from Andaraí to BR-242.",NA,"Shrub to c. 1,5 m. Leaves whitish beneath. Flowers blue. Scrambling over bushes, abundant in wet ground.","UEC121003","UEC121003","Semir, J; Monge, M","Andaraí","-41.25","-12.583333","400","400","2011","06",NA,"-41.25","-12.583333",NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:24:33-03","UNICAMP","UEC","155683","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","granmogolensis","Lychnophora granmogolensis","(Duarte) Semir & Leitão",NA,"Silva, SS; Freire, EC; Dambrós, LA; Orlandi, RP","528","2009","05","06",NA,"Brazil","Minas Gerais","Folha SD 24-Y-C. Ponto 29-A.",NA,"Arbusto ca. 1m altura. Flor com pluma branca. Comum; Relevo ondulado, rampeado. Solo cascalhento. Savana parque (campo sujo).","UEC055717","UEC055717","Semir, J","São João do Paraiso","-41.983333","-15.247778","985","985","2018","02",NA,"-41.983333","-15.247778",NA,NA,NA,NA,NA,NA
