"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","individualCount","fieldNumber","relatedCatalogItem","sex"
"46","2019-08-15 09:03:29-03","UESC","UESC","12198","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Costa, L.V.","1998","01","20",NA,"Brasil",NA,NA,"Mata seca.; Árvore, 7m.","UESC0012198","Angiospermae","Florideophycidae",NA,NA,NA,"Minas Gerais",NA,NA,"Unaí","-46.9061012268066","-16.3575000762939",NA,NA,NA,NA,NA,NA,NA,"97926","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"47","2015-11-07 02:38:22-02","MNHN","RECOLNAT_MNHN_P","P01901248","PreservedSpecimen",NA,"Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Warming",NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901248' target='other'> <mi>dwc_moreinfo</mi></a>","P01901248",NA,NA,"Eichler","Alwan & Stace",NA,NA,"s.l.","P01901248_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-11-07 02:38:26-02","MNHN","RECOLNAT_MNHN_P","P01901249","PreservedSpecimen",NA,"Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Riedel, L.",NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901249' target='other'> <mi>dwc_moreinfo</mi></a>","P01901249",NA,NA,"Eichler",NA,NA,NA,"s.l.","P01901249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"49","2020-10-01 14:23:26-03","JBB","HEPH","10497","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Bucci, FFB; Jesus, FPR de","1994","08","11","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Eichl.","Nóbrega, MGG","289","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília Córrego Cabeça de Veado",NA,"Brasília","-47.85","-15.866667","1025","1025","-47.85","-15.866667","1998","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-10-01 14:23:26-03","JBB","HEPH","10497","Amost","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Bucci, FFB; Jesus, FPR de","1994","08","11","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Eichl.","Nóbrega, MGG","289","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília Córrego Cabeça de Veado",NA,"Brasília","-47.85","-15.866667","1025","1025","-47.85","-15.866667","1998","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-01 14:23:26-03","JBB","HEPH","11057","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Martins, RC","1995","03","03","Southern America","Brasil",NA,NA,"CAP.122,0cm.T4-15-208.Com látex.",NA,"Dicotyledon","Myrtales","Eichl.","Nóbrega, MGG","70","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília área na borda do projeto Águas do cerrado",NA,"Brasília","-47.85","-15.866667","1025","1025","-47.85","-15.866667","1998","05","06",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-01 14:23:26-03","JBB","HEPH","11948","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Silva, F","1996","04","02","Southern America","Brasil",NA,NA,"Esteril.T5-26-705.Com 22,5cm de CAP.",NA,"Dicotyledon","Myrtales","Eichl.","Nóbrega, MGG","215","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília Córrego Cabeça de Veado",NA,"Brasília","-47.85","-15.866667","1025","1025","-47.85","-15.866667","1996","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-01 14:23:26-03","JBB","HEPH","9884","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Ramos, AE; Jesus, FPR de","1994","04","07","Southern America","Brasil",NA,NA,"Transecto 4-44.Esteril.Cap.82,0m.Corte da casca vinho.",NA,"Dicotyledon","Myrtales","Eichl.","Nóbrega, MGG","s.n.","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília",NA,"Brasília","-47.85","-15.866667","1025","1025","-47.85","-15.866667","1998","05","06",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-01 14:23:26-03","JBB","HEPH","18685","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Salles, AEH","2003","02","02","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Eichl.","Nóbrega, MGG","2592","Goiás","Canteiro de Obra da Serra do Facão margem direita do Rio São Marcos",NA,"Catalão","-47.9463996887207","-18.1658000946045",NA,NA,NA,NA,NA,NA,NA,"94621","auto",NA,NA,NA,NA,NA,NA
"55","2020-10-01 14:23:26-03","JBB","HEPH","10275","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Ramos, AE","1994","05","27","Southern America","Brasil",NA,NA,"Esteril.CAP=46cm.(B-28).",NA,"Dicotyledon","Myrtales","Eichl.","Proença, CEB","874","Tocantins","Serra do Lajeado Alto do Córrego Água Branca do Lajeado",NA,"Palmas","-48.3602981567383","-10.2128000259399",NA,NA,NA,NA,"1994","11","29","62375","auto",NA,NA,NA,NA,NA,NA
"56","2021-01-15 17:52:57-03","UFMG","BHCB","201083","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Stehmann, JR; Moreira, NC","2017","01","19","Southern America","Brasil",NA,NA,"Amostra para estudo fitoquímico.; Árvore.; Em área ecotonal Cerrado/Floresta Estacional Semidecidual.","BHCB201083","Dicotyledon",NA,"Eichler",NA,"6541","Minas Gerais","Estação Ecologica da UFMG",NA,"Belo Horizonte","-43.971472","-19.881781",NA,NA,"-43.971472","-19.881781","2017","01","19",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:34:40-03","UFMG","BHCB","46320","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Lombardi, JA; Morais, PO","1999","04","05","Southern America","Brasil",NA,NA,"Árvore, ca. 15 m. PLANTAS DA ARBORIZAÇÃO DO CAMPUS UFMG. Folhas cartáceas, frutos imaturos verdes.; Cultivada.","BHCB007190","Dicotyledon",NA,"Eichler",NA,"2660","Minas Gerais","Campus UFMG",NA,"Belo Horizonte","-43.966667","-19.866667",NA,NA,"-43.966667","-19.866667","2013","03","25",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:34:40-03","UFMG","BHCB","77856","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Couto, FR","2003","01","13","Southern America","Brasil",NA,NA,"Arbóreo, frutos verdes&nf;&nf;&nf;; Mata atlântica","BHCB039238","Dicotyledon",NA,"Eichler",NA,"179","Minas Gerais","Estação Biológica de Caratinga, Mata do Jaó",NA,"Caratinga","-41.833333","-19.833333",NA,NA,"-41.833333","-19.833333","2019","10","17",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:34:40-03","UFMG","BHCB","33419","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa",NA,NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Eichler",NA,"s.n.","Minas Gerais",NA,NA,"Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:34:40-03","UFMG","BHCB","33419","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa",NA,NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Eichler",NA,"s.n.","Minas Gerais",NA,NA,"Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:34:40-03","UFMG","BHCB","15826","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Costa, LVC","1989","05",NA,"Southern America","Brasil",NA,NA,"População grande, utilizada na construção civil; Arbóreo, 8 metros; Floresta Tropical semi-úmida de interior","BHCB039237","Dicotyledon",NA,"Eichler",NA,"238","Minas Gerais","Alberto Flores",NA,"Brumadinho","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,"2019","10","17","26639","auto",NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:34:40-03","UFMG","BHCB","32753","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa",NA,NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Eichler",NA,"s.n.","Minas Gerais","Carste de Lagoa Santa",NA,"Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:34:40-03","UFMG","BHCB","32753","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa",NA,NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Eichler",NA,"s.n.","Minas Gerais","Carste de Lagoa Santa",NA,"Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:34:40-03","UFMG","BHCB","51663","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Barreto, HLM","1933","11","19","Southern America","Brasil",NA,NA,"Arvore, 6 metros.; Campo sujo","BHCB036602","Dicotyledon",NA,"Eichler",NA,"2250","Minas Gerais","Estrada para Vespasiano, km 17",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"2016","05","19","17082","auto",NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:34:40-03","UFMG","BHCB","54877","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Oliveira, JE","1940","10","10","Southern America","Brasil",NA,NA,"Árvore, 8 metros; Pasto","BHCB036604","Dicotyledon",NA,"Eichler",NA,"245","Minas Gerais","Fazenda do Engenho- Calciolandia",NA,"Arcos","-45.5393981933594","-20.2819004058838",NA,NA,NA,NA,"2019","10","17","25000","auto",NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:34:40-03","UFMG","BHCB","51792","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Sampaio, A","1934","03","07","Southern America","Brasil",NA,NA,"Arvore, 10 metros; Campo sujo","BHCB036603","Dicotyledon",NA,"Eichler",NA,"7443","Minas Gerais","Jardim Botânico",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"2016","05","19","17082","auto",NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:34:40-03","UFMG","BHCB","40877","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Costa, LVC","1998","01","20","Southern America","Brasil",NA,NA,"Árvore, 7 metros.; Mata seca","BHCB039236","Dicotyledon",NA,"Eichler",NA,"s.n.","Minas Gerais","UHE de Queimado.",NA,"Unaí","-46.9061012268066","-16.3575000762939",NA,NA,NA,NA,"2019","10","17","97926","auto",NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:34:40-03","UFMG","BHCB","25353","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Tameirão Neto, E; Werneck, MS","1994","08","02","Southern America","Brasil",NA,NA,"Arbóreo; Floresta Semidecidua","BHCB039239","Dicotyledon",NA,"Eichler",NA,"1090","Minas Gerais","Unidade de Concervação de Galheiro - CEMIG., Estrada para a Mata do Alaor",NA,"Perdizes","-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,"2019","10","17","45889","auto",NA,NA,NA,NA,NA,NA
"69","2018-09-06 11:44:00-03","MO","MOBOT","3343533","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Ezechias P. Heringer","1976","8","28","South America","Brazil",NA,NA,NA,NA,NA,NA,"Eichler","C.A.Stace (LTR)","Heringer 14846","Distrito Federal","(Usina de tratamento de esgoto Norte) Margen do lago, solos ferteis, caducifolia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"70","2018-09-19 14:38:00-03","MO","MOBOT","3184441","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Howard S. Irwin","1966","4","28","South America","Brazil",NA,NA,NA,NA,NA,NA,"Eichler","C.A.Stace (LTR)","Irwin 15427","Distrito Federal","Cerrado, near Corrego Taquari, E. of Lagoa Paranoa.",NA,NA,NA,NA,"975.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"71","2018-09-19 14:39:00-03","MO","MOBOT","3184981","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Amaro Macedo","1948",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Eichler","C.A.Stace (LTR)","Macedo 1150",NA,"Coquitos do ruato.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"72","2018-09-19 14:37:00-03","MO","MOBOT","3185147","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Howard S. Irwin","1965","9","27","South America","Brazil",NA,NA,NA,NA,NA,NA,"Eichler","C.A.Stace (LTR)","Irwin 8705","Distrito Federal","Disturbed area in cerrado, Universidade de brasilia.",NA,NA,NA,NA,"975.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"73","2018-09-19 14:37:00-03","MO","MOBOT","3185268","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Amaro Macedo","1948",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Eichler","C.A.Stace (LTR)","Macedo 1196","Minas Gerais","Capitas do urato.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"74","2020-08-31 09:06:04-03","INPA","INPA","214949","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Mecenas, VV","1997","08","19","Southern America","Brasil",NA,NA,NA,"INPA0214949","Dicotyledon Com-Clade","Myrtales","Eichler","Mecenas, VV","240","Distrito Federal","APA de Cafuringa. Fazenda Palestina. Mata.","INPA0214949 INPA0214949_e","Brasília","-48.163056","-15.510833","810","810","-48.163056","-15.510833","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-08-31 09:06:04-03","INPA","INPA","234099","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Meneguzzo, TEC","2008","11","04","Southern America","Brasil",NA,NA,NA,"INPA0234099","Dicotyledon Com-Clade","Myrtales","Eichler","Meneguzzo, TEC","37","Goiás","Bioma cErrado, fitofisionomia Mata Seca com afloramentos de calcáreo. Hospedeiro de Encyclia linearifolioides.","INPA0234099 INPA0234099_e","Planaltina","-47.969722","-15.406667","841","841","-47.969722","-15.406667","2008","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-09 10:46:51-03","ICAUFMG","MCCA","4205","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Miranda-Melo, A.A.","2005","04","09",NA,"Brasil",NA,NA,NA,"MCCA04457",NA,NA,"Eichler","Marquete, N.",NA,"Minas Gerais","Margem do Rio Piedosa.","MCCA04457","Juramento","-43.5868988037109","-16.8481006622314",NA,NA,NA,NA,NA,NA,NA,"19357","auto",NA,NA,NA,NA,NA,NA
"77","2020-06-15 15:30:01-03","UNESP-RC","HRCB","20902","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Marcondes-Ferreira, W.","1995","07","11",NA,"Brasil",NA,NA,"Árvore ca. 25 - 30 m, com frutos imaturos",NA,NA,NA,"Eichler","Teixeira, J. et Marquete, N.","1188","São Paulo","Estrada Ribeirão Preto-Araraquara, no entrocamento da estrada Luís Antônio-Pradópolis",NA,NA,NA,NA,NA,NA,NA,NA,"2000","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-11-24 14:10:25-02","UFLA","ESAL","3945","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Brites, VLC; et al.",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; 1.0; ;; cerrado",NA,NA,NA,"Eichler",NA,"s.n.","Minas Gerais",NA,NA,"Campo do Meio","-45.8302993774414","-21.1067008972168",NA,NA,NA,NA,NA,NA,NA,"15418","auto",NA,NA,NA,NA,NA,NA
"79","2017-11-24 14:10:25-02","UFLA","ESAL","3341","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Mário B. Gomide; et al.",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; 2.0; ;; cerrado",NA,NA,NA,"Eichler",NA,"s.n.","Minas Gerais",NA,NA,"Pimenta","-45.798900604248","-20.4839000701904",NA,NA,NA,NA,NA,NA,NA,"21095","auto",NA,NA,NA,NA,NA,NA
"80","2017-11-24 14:10:25-02","UFLA","ESAL","14555","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Villela, EA; et al.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 9.50; ;; floresta",NA,NA,NA,"Eichler",NA,"s.n.","Minas Gerais","Mata da Mandioca",NA,"Conquista","-47.5416984558105","-19.9372005462646","5","5",NA,NA,NA,NA,NA,"30156","auto",NA,NA,NA,NA,NA,NA
"81","2017-11-24 14:10:25-02","UFLA","ESAL","15755","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Villela, EA; et al.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 1,0; ;; floresta",NA,NA,NA,"Eichler",NA,"s.n.","Minas Gerais","Fazenda Dorival",NA,"Três Marias","-45.24169921875","-18.2063999176025",NA,NA,NA,NA,NA,NA,NA,"54667","auto",NA,NA,NA,NA,NA,NA
"82","2017-11-24 14:10:25-02","UFLA","ESAL","3310","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Costa, FAF; et al.",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; 1.80; ;; cerrado",NA,NA,NA,"Eichler",NA,"s.n.","Minas Gerais",NA,NA,"Pimenta","-45.798900604248","-20.4839000701904",NA,NA,NA,NA,NA,NA,NA,"21095","auto",NA,NA,NA,NA,NA,NA
"83","2017-11-24 14:10:25-02","UFLA","ESAL","17529","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","?",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 15m; ;",NA,NA,NA,"Eichler","Eduardo Van den Berg","s.n.","São Paulo","Fazenda Pedra Branca",NA,"Buritizal","-47.7000007629395","-20.1900005340576",NA,NA,NA,NA,NA,NA,NA,"15008","auto",NA,NA,NA,NA,NA,NA
"84","2017-11-24 14:10:25-02","UFLA","ESAL","17528","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","?",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 15m; ;",NA,NA,NA,"Eichler","Eduardo Van den Berg","s.n.","São Paulo","Fazenda Pedra Branca",NA,"Buritizal","-47.7000007629395","-20.1900005340576",NA,NA,NA,NA,NA,NA,NA,"15008","auto",NA,NA,NA,NA,NA,NA
"85","2017-11-24 14:10:25-02","UFLA","ESAL","17527","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","?",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 15m; ;",NA,NA,NA,"Eichler","Eduardo Van den Berg","s.n.","São Paulo","Fazenda Pedra Branca",NA,"Buritizal","-47.7000007629395","-20.1900005340576",NA,NA,NA,NA,NA,NA,NA,"15008","auto",NA,NA,NA,NA,NA,NA
"86","2019-12-19 11:18:08-03","UFG","UFG","60513","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Santos, F.M.","2016","10","26",NA,"Brasil",NA,NA,NA,"UFG0060513",NA,NA,"Eichler","F.M. Santos","635","Goiás",NA,"UFG0060513","Luziânia","-47.9502983093262","-16.2525005340576",NA,NA,NA,NA,"2016","10","26","83221","auto",NA,NA,NA,NA,NA,NA
"87","2019-12-19 11:18:08-03","UFG","UFG","50785","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Mendonça, R.C.; Nunes, G.; Fonseca, M.L. & Oliveira, F.C.A.","1997","08","12",NA,"Brasil",NA,NA,NA,"UFG0050785",NA,NA,"Eichler",NA,"3011","Goiás",NA,"UFG0050785","Niquelândia","-48.419444","-14.392222",NA,NA,"-48.419444","-14.392222","1997","08","12",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-12-19 11:18:08-03","UFG","UFG","50799","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Mendonça, R.C.; Nunes, G.; Fonseca, M.L. & Oliveira, F.C.A.","1997","08","12",NA,"Brasil",NA,NA,NA,"UFG0050799",NA,NA,"Eichler",NA,"3012","Goiás",NA,"UFG0050799","Niquelândia","-48.419444","-14.392222",NA,NA,"-48.419444","-14.392222","1997","08","12",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-06-10 10:10:30-03","FZB-BH","BHZB","84","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Fernandes, M.G.C.","1993","02","08",NA,"Brasil",NA,NA,"Com duplicata.Cultivado",NA,NA,NA,NA,"Echternacht, L. A.",NA,"MG","Horto Florestal do Betânia",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"2005","01",NA,"17082","auto",NA,NA,NA,NA,NA,NA
"90","2014-07-30 10:40:52-03","CITSF","HXBH","004948","S","Plantae","Combretaceae","Terminalia","phaeocarpa eichl.","Terminalia phaeocarpa eichl.","Pedralli et alii","1986","11","21",NA,"Brasil",NA,NA,"Mata. Material estéril",NA,NA,NA,NA,"Marquete, N. & Teixeira, J.",NA,"MG",NA,NA,"Nova Ponte","-47.6747","-19.1525",NA,NA,NA,NA,"2000","03","01","47316","auto",NA,NA,NA,NA,NA,NA
"91","2020-09-12 05:00:02-03","US","US","3064024","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","E. P. Heringer, T. S. Filgueiras, R. C. Mendonça, B. A. S. Pereira, F. Chagas e Silva & F. Chagas e Silva","1980","8","5","South America - Neotropics","Brazil",NA,NA,NA,"US01891255",NA,"Myrtales","Eichler",NA,"5270","Distrito Federal","Bacia do Rio São Bartolomeu","US01891255_01 US01891255_02","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"70570","auto","Dicotyledonae",NA,"1",NA,NA,NA
"92","2020-09-12 05:00:02-03","US","US","2196115","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","A. Macedo","1948","9","5","South America - Neotropics","Brazil",NA,NA,NA,"US01891261",NA,"Myrtales","Eichler",NA,"1196","Minas Gerais","S. Terezinha","US01891261_01 US01891261_02","Ituiutaba","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,NA,NA,NA,"50022","auto","Dicotyledonae",NA,"1",NA,NA,NA
"93","2020-09-12 05:00:02-03","US","US","3408701","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","M. Fonseca, F. C. A. Oliveira, M. A. Silva & E. Cardoso","2000","10","31","South America - Neotropics","Brazil",NA,NA,NA,"US01891250",NA,"Myrtales","Eichler",NA,"2369","Goiás","Fazenda Nica. Proprietário Sr. Cordeirinho","US01891250_01 US01891250_02","Monte Alegre de Goiás","-46.6597","-13.1481","545",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"94","2020-09-12 05:00:02-03","US","US","3331752","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","B. A. S. Pereira & D. Alvarenga","1995","7","15","South America - Neotropics","Brazil",NA,NA,NA,"US01891251",NA,"Myrtales","Eichler",NA,"2865","Tocantins","Floresta estacional no km 27 da estrada Taguatinga/Aurora do Norte","US01891251_01 US01891251_02","Taguatinga","-12.5","-12.5","600",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"95","2020-09-12 05:00:02-03","US","US","2614668","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","G. T. Prance & N. Silva","1964","10","22","South America - Neotropics","Brazil",NA,NA,NA,"US01891259",NA,"Myrtales","Eichler",NA,"59560","Goiás","66 km north of Jatai","US01891259_01 US01891259_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US","2584554","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","J. M. Pires","1964","7","2","South America - Neotropics","Brazil",NA,NA,NA,"US01891260",NA,"Myrtales","Eichler",NA,"58128","Bahia","Alvorada, a 270km de Brasília para Fortaleza. Rio Correntes","US01891260_01 US01891260_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"97","2020-09-12 05:00:02-03","US","US","2755219","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","H. S. Irwin, R. Souza & R. R. Santos","1965","9","27","South America - Neotropics","Brazil",NA,NA,NA,"US01891258",NA,"Myrtales","Eichler",NA,"8705","Distrito Federal","Universidade de Brasília","US01891258_01 US01891258_02","Brasília","-47.9296989440918","-15.7797002792358","975",NA,NA,NA,NA,NA,NA,"70570","auto","Dicotyledonae",NA,"1",NA,NA,NA
"98","2020-09-12 05:00:02-03","US","US","3064022","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","E. P. Heringer, T. S. Filgueiras, R. C. Mendonça & B. A. S. Pereira","1981","8","24","South America - Neotropics","Brazil",NA,NA,NA,"US01891253",NA,"Myrtales","Eichler",NA,"7339","Distrito Federal","Bacia do Rio são Bartolomeu","US01891253_01 US01891253_02","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"70570","auto","Dicotyledonae",NA,"1",NA,NA,NA
