"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","infraspecificEpithet","sex"
"24","2021-03-15 16:37:00-03","NY","NYBG","00955342","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","H. S. Irwin","1966","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955342","13667","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin","D. G. Frodin","Goiás","Serra dos Cristais, ca. 8 km S. of Cristalina","-47.6","-16.82229","1200","1200","NY00955342_01",NA,"Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00955340","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","H. S. Irwin","1966","02","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955340","12947","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin","D. G. Frodin","Goiás","Chapada dos Veadeiros, ca. 30 km N.W. of Veadeiros","-47.71316","-13.92497","1000","1000","NY00955340_01",NA,"Cavalcante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","818368","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","W. R. Anderson","1973","05","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=861439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818368","10231","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin",NA,"Goiás","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás","-48.8086","-15.78805","1250","1300","NY00818368_01 NY00818368_02",NA,"Cocalzinho de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00955383","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","J. M. Pires","1963","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955383","9098","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin",NA,"Distrito Federal","Campus da Universidade.","-47.9294","-15.7797",NA,NA,"NY00955383_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00955380","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","F. França","1989","07","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955380","s.n.","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin",NA,"Distrito Federal","Fazenda Agua Limpa","-47.9294","-15.7797",NA,NA,"NY00955380_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","617224","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","R. M. Harley","1980","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617224","21197","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin",NA,"Bahia","Serra Geral de Caitité ca. 12 km SW of Caitité, by the road to Morrinhos, and ca. 9 km W along this road from the junction with the Caitité-Brejinhos das Ametistas road. G5","-42.58","-14.23","950","950","NY00617224_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02212628","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","G. T. Prance","1964","07","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353935' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212628","58178","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin",NA,"Distrito Federal","2 km. N.E. of Brasília","-47.9294","-15.7797",NA,NA,"NY02212628_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","818371","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","G. G. Hatschbach","1976","07","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=861451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818371","38728","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin",NA,"Goiás","Marcelona.","-49.0992","-17.7311",NA,NA,"NY00818371_01",NA,"Morrinhos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","617217","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","M. Kuhlmann","1955","04","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617217","3585","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin",NA,"São Paulo","Mogí-Guaçú. Fazenda Campininha, próximo de Pádua Sales",NA,NA,NA,NA,"NY00617217_01",NA,"Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02332248","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","S. Tsugaru","1987","08","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2510947' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332248","B-640","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin",NA,"Amazonas","Tarumá, 18 km N from Manaus.","-60.0580502","-3.001413","50","60","NY02332248_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","617232","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","I. Mimura","1962","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617232","446","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin",NA,"São Paulo","Uma área disjuntiva de cerrado de várias centenas de km [squared], rodeada antigamente por mata. 7.4-7.7 km ao SSE em linha reta de praça principal de Sao José dos Campos 400-800 m ao oeste da estrada para Paraibuna","-45.88","-23.1703","600","640","NY00617232_01",NA,"Sao José dos Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","685182","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","R. M. Harley","1980","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685182","21354","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin",NA,"Bahia","Serra Geral de Caitité, ca. 14 km SW of Caitité by road to Morrinhos and about 15 km W along the road from the junction with the Caitité - Brejinhos das AMetistas road.","-42.6","-14.23","950","950","NY00685182_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00955343","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","H. S. Irwin","1966","03","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026202' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955343","13926","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin","D. G. Frodin","Distrito Federal","Near Planaltina.","-47.66666667","-15.61666667","950","950","NY00955343_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00955344","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","H. S. Irwin","1969","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955344","22955","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin","D. G. Frodin","Minas Gerais","Serra do Espinhaço, ca. 30 km N.E. of Francisco Sá, on road to Salinas","-43.2679","-16.4288","1100","1100","NY00955344_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","617225","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","R. M. Harley","1980","05","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617225","22301","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin",NA,"Bahia","Serras dos Lençois. Lower slopes of Morro do Pai Inácio, ca. 14.5 km NW of Lençois just N of the main Seabra-Itaberaba road. E6","-41.47","-12.45","700","1000","NY00617225_01",NA,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00955365","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","D. R. Hunt","1966","05","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026404' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955365","5488","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin",NA,"Distrito Federal","Near lake dam","-47.9294","-15.7797","900","1150","NY00955365_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1018707","PreservedSpecimen","Plantae","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa","P. Fiaschi","2000","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262085' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018707","174","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin","P. Fiaschi","Minas Gerais","Ramo vicinal da estrada para o Rio Ventania, a ca. de 6.5 km da ponte sobre o Ribeirão dos bois.","-42.87","-16.57",NA,NA,"NY01018707_01",NA,"Grão Mogol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
