"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","fieldNumber"
"1","2021-04-05 14:25:40-03","UNESC","CRI","13166","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","retorta","Myrcia retorta","Cambess.","Oliveira, AA de","2015","02","04","Oliveira, A.A. de","1085","2015","02","04","Brasil","Santa Catarina","Rio Rufino","Morro das Torres. Morro das Torres.","-49.86","-27.9","49º51'36''W","27º54'0''S","143","143","Florística Entorno IFFSC 214 Habitat: Floresta Ombrófila Mista Alto Montana; Estágio Avançado; borda da mata Habito: Fruto vermelho;","CRI011859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:25:40-03","UNESC","CRI","14496","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","retorta","Myrcia retorta","Cambess.","Korte, A","2010","01","25","Korte, A.; Kniess, A.","1213","2009","12","01","Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras. Rio das Demoras.","-49.321111","-27.631389","49º19'16''W","27º37'53''S","942","942","Florística IFFSC 311 (Arvoreta) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; interior do fragmento Habito: arvoreta;","CRI013565","CRI013565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","616033","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","arborescens","Myrcia arborescens","O.Berg","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","41856","1978","12","26","Brazil","Paraná","Rio Branco do Sul","Itarerama","-49.3142","-25.1903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=24469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616033","NY00616033_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00915541","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","arborescens","Myrcia arborescens","O.Berg",NA,NA,NA,NA,"J. Mattos","15042","1967","08","26","Brazil","Minas Gerais",NA,"Divisa com estado de São Paulo, rodov. Campos do Jordão-Itajubá, via Fazenda da Guarda",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1196991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00915541","NY00915541_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","616041","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","arborescens","Myrcia arborescens","O.Berg","L. R. Landrum",NA,NA,NA,"L. R. Landrum","3958","1981","12","02","Brazil","Paraná","Palmeira","Fazenda Santa Rita, ca. 65 km W of Curitiba on road to Ponta Grossa","-49.83","-25.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=24466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616041","NY00616041_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","616044","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","arborescens","Myrcia arborescens","O.Berg","C. M. D. E. Legrand",NA,NA,NA,"L. B. Smith","7938","1956","11","25","Brazil","Santa Catarina","Bom Retiro","Riozinho","-49.4892","-27.7972",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=24459' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616044","NY00616044_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","616039","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","arborescens","Myrcia arborescens","O.Berg","L. R. Landrum",NA,NA,NA,"L. R. Landrum","4038","1982","01","01","Brazil","Paraná","Piraquara","Piraquara, from Piraquara E along railroad ca. 1 km and N along first road crossing railroad ca. 1 km","-49.08","-25.5",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=24464' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616039","NY00616039_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","616047","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","arborescens","Myrcia arborescens","O.Berg","M. L. Kawasaki",NA,NA,NA,"W. W. Thomas","4870","1985","11","23","Brazil","Minas Gerais","Diamantina","Along road to Sao Joao da Chapada, 17 km NW of junction with road from Curvelo to Diamantina","-43.75","-18.13",NA,NA,"1180","1180","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=24455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616047","NY00616047_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","616043","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","arborescens","Myrcia arborescens","O.Berg","L. R. Landrum",NA,NA,NA,"L. R. Landrum","3917","1981","12","01","Brazil","Paraná","Mandirituba","Cachoeira and surroundings to Rio Barigui","-49.25","-25.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=24468' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616043","NY00616043_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","1522396","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","arborescens","Myrcia arborescens","O.Berg","N. Silveira",NA,NA,NA,"G. G. Hatschbach","39202","1976","11","18","Brazil","Paraná","Piraí do Sul","Joaquim Murtinho","-49.9483","-24.5261",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751634' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522396","NY01522396_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","616046","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","arborescens","Myrcia arborescens","O.Berg","C. M. D. E. Legrand",NA,NA,NA,"L. B. Smith","7509","1956","11","09","Brazil","Santa Catarina","Campo Alegre","Upper fazenda of Ernesto Scheide, Campo Alegre","-49.2656","-26.1925",NA,NA,"900","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=24460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616046","NY00616046_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00906332","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","arborescens","Myrcia arborescens","O.Berg","M. L. Kawasaki",NA,NA,NA,"L. R. Landrum","4265","1982","02","02","Brazil","Minas Gerais",NA,"Caeté, Serra da Piedade, km 1-5 on road to top of Serra","-43.75","-19.92",NA,NA,"1200","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980807' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906332","NY00906332_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","616038","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","arborescens","Myrcia arborescens","O.Berg","M. Silveira",NA,NA,NA,"A. C. Cervi","3989","1994","12","23","Brazil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.3","-24.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=24453' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616038","NY00616038_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
