"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount"
"45","2020-02-10 17:54:39-03","UNICAMP","UEC","51732","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Equipe do Jardim Botânico de Brasília","1986","09","18",NA,"Brazil",NA,NA,"flor e fruto, Arvoreta de até 3 m em cerrado. Flores brancas e frutos pretos quando maduros.","UEC007072","Magnoliopsida",NA,"A.DC.","Rezende, AR","745","Distrito Federal","Brasília","Jardim Botânico de Brasília, Cerca de 20 km de Brasília.","-47.85","-15.866667","1025","UEC007072","1150",NA,NA,NA,"-47.85","-15.866667","2010","11","30",NA,NA,NA
"46","2020-02-10 17:54:39-03","UNICAMP","UEC","96018","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Alvarenga, D; Silva, MA; Mendonça, RC; Silva, IF; Santos, AJV","1997","10","19",NA,"Brazil",NA,NA,"fruto, Árvore, cerca de 4 m de altura, tronco com casca fissurada, folha cartácea, discolor verde, frutos carnosas, imaturos cor verde, comum no local. Relevo plano; solo com textura arenosa. Cerrado.","UEC007067","Magnoliopsida",NA,"A.DC.","Rezende, AR","1018","Minas Gerais","Formoso","Parque Nacional Grande Sertão Veredas -, Veredas no lado do Rio Preto.","-45.848333","-15.321944","730","UEC007067","730",NA,NA,NA,"-45.848333","-15.321944","2010","11","30",NA,NA,NA
"47","2020-02-10 17:54:39-03","UNICAMP","UEC","42216","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Ratter, JA; Machado, JWB; Rocha, M","1982","09","14",NA,"Brazil",NA,NA,"flor, Tree 4,5 m tall, 12 cm d.b.h. Bark striated in a longitudinal pattern. Vernacular name: lacre branco. Growing on a hummock surrounded by campo (murundum). High ground near the railway at the W. of the Fazenda.","UEC007073","Magnoliopsida",NA,"A.DC.","Rezende, AR","14","Distrito Federal","Brasília","Fazenda Água Limpa, University of Brasília field station, near Vargem Bonita, ca. 18 km SSW. Of Brasília TV Tower.","-47.9296989440918","-15.7797002792358",NA,"UEC007073",NA,"70570","auto",NA,NA,NA,"2010","11","30",NA,NA,NA
"48","2020-02-10 17:54:39-03","UNICAMP","UEC","28640","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Ratter, JA; Fonseca, SG; Fonsêca Filho, J","1976","08","05",NA,"Brazil",NA,NA,"fruto, Tree 2,5 m tall. Trunk 10 cm in diameter at breast height. Petals white with faintest pink tint. In cerrado (reserve area).","UEC007070","Magnoliopsida",NA,"A.DC.","Rezende, AR","3394","Distrito Federal","Brasília","Fazenda Água Limpa, University of Brasília field station, near Vargem Bonita, cerca de 18 km SSW. of Brasília TV Tower.","-47.9296989440918","-15.7797002792358",NA,"UEC007070",NA,"70570","auto",NA,NA,NA,"2010","11","30",NA,NA,NA
"49","2020-02-10 17:54:39-03","UNICAMP","UEC","51001","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Mendonça, RC","1988","09","20",NA,"Brazil",NA,NA,"fruto, Arbusto de cerca de 2 m de altura, frutos, quando maduros, de cor escura (preta); folhas quebradiças. Planta com algumas galhas se desenvolvendo na inflorescência. Cerrado. Latossolo vermelho.","UEC007132","Magnoliopsida",NA,"A.DC.","Rezende, AR","1087","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,"UEC007132",NA,"70570","auto",NA,NA,NA,"2010","11","30",NA,NA,NA
"50","2020-02-10 17:54:39-03","UNICAMP","UEC","10694","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Ratter, JA; Fonseca, SG; Castro, RA","1972","09","30",NA,"Brazil",NA,NA,"fruto, Shrub, 1,5 m tall. In campo sujo (grassland with scattered shrubs).",NA,"Magnoliopsida",NA,"A.DC.","Rezende, AR","2542","Distrito Federal","Brasília","Parque Nacional","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,"2010","11","30",NA,NA,NA
"51","2020-02-10 17:54:39-03","UNICAMP","UEC","126079","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Magalhães, GM","1940","06","03",NA,"Brazil",NA,NA,"flor, Arbusto de 2,0 m, flor violácea. Muito freqüente. Cerrado.","UEC019352","Magnoliopsida",NA,"A.DC.","Gehrt, A","160a","Minas Gerais","Monte Carmelo","Alagoas","-47.4986000061035","-18.7247009277344",NA,"UEC019352",NA,"36771","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-02-10 17:54:39-03","UNICAMP","UEC","38633","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Kinoshita, LS; Tamashiro, JY; Dias, MC","1985","07","08",NA,"Brazil",NA,NA,"flor, Arbusto de 2,0 m.","UEC007133","Magnoliopsida",NA,"A.DC.","Rezende, AR","17689","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,"UEC007133",NA,"22843","auto",NA,NA,NA,"2010","11","30",NA,NA,NA
"53","2020-02-10 17:54:39-03","UNICAMP","UEC","73346","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Bernacci, LC","1988","10",NA,NA,"Brazil",NA,NA,"fruto, Árvore de cerca de 3-4 m de altura, frutos imaturos amarelo-esverdeados.","UEC007134","Magnoliopsida",NA,"A.DC.","Rezende, AR","20848","São Paulo","Itirapina","Estação Ecológica","-47.8199996948242","-22.25",NA,"UEC007134",NA,"22843","auto",NA,NA,NA,"2010","11","30",NA,NA,NA
"54","2020-02-10 17:54:39-03","UNICAMP","UEC","62778","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Goldenberg, R","1993","02",NA,NA,"Brazil",NA,NA,"fruto, Arbusto de 3,0 mde altura. Frutos verdes. Cerrado aberto.","UEC007068","Magnoliopsida",NA,"A.DC.","Rezende, AR","28483","São Paulo","Itirapina","Estação Experimental - Instituto Florest","-47.8199996948242","-22.25",NA,"UEC007068",NA,"22843","auto",NA,NA,NA,"2010","11","30",NA,NA,NA
"55","2020-02-10 17:54:39-03","UNICAMP","UEC","178732","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Caetano, APS; Cortez, PA; et al.","2010","05","25",NA,"Brazil",NA,NA,NA,"UEC031699","Magnoliopsida",NA,"A.DC.","Caetano, APS","08","São Paulo","Itirapina","Pedregulho (vermelhão)","-47.8199996948242","-22.25",NA,"UEC031699",NA,"22843","auto",NA,NA,NA,"2010","05",NA,NA,NA,NA
"56","2019-11-06 09:56:27-03","UFOP","OUPR","15407","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Roschel, M.B.; Silva, J.L.","2003","06","18",NA,"Brasil",NA,NA,"Cerrado. Arvoreta com 3,5m. Flores alvas",NA,NA,NA,"DC.","Rezende, A.R.","s.n.","Minas Gerais","Uberaba","Barreira do Eli","-47.9319000244141","-19.7483005523682",NA,NA,NA,"73879","auto",NA,NA,NA,"2011","02","24",NA,NA,NA
"57","2020-10-14 10:02:59-03","FURB","FURB","41246","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Martins, R.C.; et al.","2008","10","29",NA,"Brasil",NA,NA,NA,"FURB04224",NA,NA,"Cogn.","Ramos, AE; Oliveira, M","954","Distrito Federal","Brasília","Lago Norte. Memorial das idades.","-47.9296989440918","-15.7797002792358",NA,"FURB04224",NA,"70570","auto",NA,NA,NA,"2010","09",NA,NA,NA,NA
"58","2014-10-14 15:56:54-03","BS","M","M-0165606","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,NA,"M0165606","Magnoliophyta","Myrtales","DC.",NA,NA,NA,NA,"Habitat in planitie alta Chapada la Paranán dicta. Provinciae Min. Gen.",NA,NA,NA,NA,NA,NA,NA,"HOLOTYPE",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"59","2020-06-29 09:31:07-03","UFRRJ","RBR","46605","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","M.A. Ferreira","2008","02","19",NA,"Brasil",NA,NA,NA,"RBR00046605",NA,NA,"Cogn.",NA,"7","Rondônia","Vilhena","Ocorrendo nos campos de cerrado.","-60.1458015441895","-12.7405996322632",NA,"RBR00046605",NA,"196523","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-21 19:37:22-03","UFC","EAC","20583","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Araújo, F.S.","1994","02","03","Southern America","Brasil",NA,NA,"Arbusto.","EAC0020583","Dicotyledon",NA,"DC.","Goldenberg, R.","s.n.","São Paulo","Itirapina","Cerrado Graúna","-47.8199996948242","-22.25",NA,"EAC0020583",NA,"22843","auto",NA,NA,NA,"2010","08","11",NA,NA,NA
"61","2020-12-21 16:34:42-03","MBM","MBM","260671","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Gottsberger, G.","1983","09","18","Southern America","Brazil",NA,NA,NA,"MBM260671",NA,NA,"(Mart. & Schr.) DC.","Goldenberg, R.","12-18983","Minas Gerais","Indianópolis","Fazenda Bela Vista","-47.9169006347656","-19.0386009216309",NA,"MBM260671",NA,"30244","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:34:46-03","MBM","MBM","91127","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Kirkibride Jr.; J.H.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM091127",NA,NA,"Cogn.",NA,"5364","Distrito Federal",NA,"Fazenda Água Limpa",NA,NA,NA,"MBM091127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:34:46-03","MBM","MBM","91146","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Kirkibride Jr.; J.H.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM091146",NA,NA,"Cogn.",NA,"5386","Distrito Federal",NA,"Fazenda Água Limpa",NA,NA,NA,"MBM091146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:34:46-03","MBM","MBM","226009","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Souza, M.L.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM226009",NA,NA,"Cogn.","Goldenberg, R.","11515","Minas Gerais","Formiga","Comunidade de Morro Cavado","-45.426399230957","-20.4643993377686",NA,"MBM226009",NA,"46203","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:34:46-03","MBM","MBM","301761","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Hatschbach, G.; Barboza, E.; Barboza, E.","2004","12","04","Southern America","Brazil",NA,NA,NA,"MBM301761",NA,NA,"Cogn.","Goldenberg, R.","78819","Minas Gerais","Juramento","Pau d'Alho","-43.5868988037109","-16.8481006622314",NA,"MBM301761",NA,"19357","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:34:46-03","MBM","MBM","265816","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Gottsberger, G.","1983","09","18","Southern America","Brazil",NA,NA,NA,"MBM265816",NA,NA,"Cogn.","Renner, S.","12-189","Minas Gerais","Indianópolis","Fazenda Bela Tanda","-47.9169006347656","-19.0386009216309",NA,"MBM265816",NA,"30244","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2016-11-29 14:39:01-02","MNHN","RECOLNAT_MNHN_P","P02442557","PreservedSpecimen",NA,"Melastomataceae","Miconia","pohliana","Miconia pohliana","Riedel, L.","1834","5",NA,NA,"Brasil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442557' target='other'> <mi>dwc_moreinfo</mi></a>","P02442557",NA,NA,"Cogn.",NA,NA,NA,NA,"In camp. siccis",NA,NA,NA,"P02442557_01",NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,"1430",NA
"68","2016-11-24 11:33:17-02","MNHN","RECOLNAT_MNHN_P","P02442558","PreservedSpecimen",NA,"Melastomataceae","Miconia","pohliana","Miconia pohliana","Riedel, L.","1834","5",NA,NA,"Brasil","hb",NA,"Reçu le 30 août 1890 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442558' target='other'> <mi>dwc_moreinfo</mi></a>","P02442558",NA,NA,"Cogn.",NA,NA,NA,NA,"In camp. siccis",NA,NA,NA,"P02442558_01",NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,"1430",NA
"69","2020-10-01 14:23:47-03","JBB","HEPH","32929","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Kuhlmann, MP","2013","09","12","Southern America","Brasil",NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br",NA,"Dicotyledon","Myrtales","DC.","Kuhlmann, MP","236","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas","-47.55","-15.516667",NA,NA,NA,NA,NA,NA,"-47.55","-15.516667","2013","09","12",NA,NA,NA
"70","2020-10-01 14:23:47-03","JBB","HEPH","15779","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Nóbrega, MGG; Paiva, VF","2000","08","02","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","DC.","Munhoz, CBR","1224","Distrito Federal","Brasília","Jardim Botânico de Brasília Trilha de saída entre Centro e Alameda","-47.85","-15.866667","1025",NA,"1025",NA,NA,NA,"-47.85","-15.866667","2009",NA,NA,NA,NA,NA
"71","2020-10-01 14:23:47-03","JBB","HEPH","25760","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Carvalho-Silva, M; Azevedo, INC de","2009","08","28","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","DC.","Munhoz, CBR","749","Distrito Federal","Brasília","Jardim Botânico de Brasília. Cerrado típico atrás do Gabinete","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,"2009",NA,NA,NA,NA,NA
"72","2020-10-01 14:23:47-03","JBB","HEPH","13144","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Nóbrega, MGG","1997","09","30","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Nóbrega, MGG","825","Distrito Federal","Brasília","FAL - Fazenda Água Limpa","-47.9","-15.95",NA,NA,NA,NA,NA,NA,"-47.9","-15.95","1997",NA,NA,NA,NA,NA
"73","2020-10-01 14:23:47-03","JBB","HEPH","12167","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Nóbrega, MGG","1996","08","02","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Nóbrega, MGG","517","Distrito Federal","Brasília","Jardim Botânico de Brasília próximo ao Horto Medicinal","-47.85","-15.866667","1025",NA,"1025",NA,NA,NA,"-47.85","-15.866667","1996",NA,NA,NA,NA,NA
"74","2020-10-01 14:23:47-03","JBB","HEPH","14539","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Alvarenga, D","1997","10","19","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Munhoz, CBR","1018","Minas Gerais","Formoso","Parque Nacional Grande Sertão Veredas estr. p/ Faz. Mato Grande","-45.848333","-15.321944","730",NA,"730",NA,NA,NA,"-45.848333","-15.321944","1998",NA,NA,NA,NA,NA
"75","2020-10-01 14:23:47-03","JBB","HEPH","15071","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Jesus, FPR de","1999","06","29","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Ramos, AE","19","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","1025",NA,"1025",NA,NA,NA,"-47.85","-15.866667","2002",NA,NA,NA,NA,NA
"76","2020-10-01 14:23:47-03","JBB","HEPH","15122","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Sevilha, AC","1999","02","16","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Sevilha, AC","1809","Minas Gerais","Formoso","Parque Nacional Grande Sertão Veredas","-45.958333","-15.365","710",NA,"710",NA,NA,NA,"-45.958333","-15.365",NA,NA,NA,NA,NA,NA
"77","2020-10-01 14:23:47-03","JBB","HEPH","21411","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Morais, LFP","2004","06","19","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Proença, CEB","s.n.","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Jardim Botânico de Brasília próximo ao Mirante","-47.85","-15.866667","1025",NA,"1150",NA,NA,NA,"-47.85","-15.866667","2004",NA,NA,NA,NA,NA
"78","2020-10-01 14:23:47-03","JBB","HEPH","26830","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Ramos, AE; et al.","2010","07","23","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Ramos, AE","2065","Distrito Federal","Planaltina","Núcleo Rural Fazenda Larga - FL 9",NA,NA,"1027",NA,"1027",NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA
"79","2020-10-01 14:23:47-03","JBB","HEPH","4241","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Equipe do Jardim Botânico de Brasília","1985","05","21","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Munhoz, CBR","430","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, local do Transecto 1","-47.85","-15.533333","1025",NA,"1150",NA,NA,NA,"-47.85","-15.533333","1994","02",NA,NA,NA,NA
"80","2020-10-01 14:23:47-03","JBB","HEPH","4249","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Equipe do Jardim Botânico de Brasília","1985","06","04","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Munhoz, CBR","438","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.533333","1025",NA,"1150",NA,NA,NA,"-47.85","-15.533333","1994","02",NA,NA,NA,NA
"81","2020-10-01 14:23:47-03","JBB","HEPH","5209","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Equipe do Jardim Botânico de Brasília","1986","09","18","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Munhoz, CBR","745","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.533333","1025",NA,"1025",NA,NA,NA,"-47.85","-15.533333","1994",NA,NA,NA,NA,NA
"82","2020-10-01 14:23:47-03","JBB","HEPH","7053","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Matos, JS de","1990","07","20","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Munhoz, CBR","1520","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.533333","1025",NA,"1150",NA,NA,NA,"-47.85","-15.533333","1994","05","20",NA,NA,NA
"83","2020-10-01 14:23:47-03","JBB","HEPH","24673","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Haidar, RF","2008","07","27","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Haidar, RF","774","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Estação Ecológica do Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,"2008",NA,NA,NA,NA,NA
"84","2020-10-01 14:23:47-03","JBB","HEPH","24489","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Martins, RC; et al.","2008","10","29","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Ramos, AE; Oliveira, MS","954","Distrito Federal","Brasília","Lago Norte. Memorial das idades","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,"2010","09",NA,NA,NA,NA
"85","2020-10-01 14:23:47-03","JBB","HEPH","29356","S","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Barbosa-Silva, D","2011","10","27","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Barbosa-Silva, D","83","Tocantins","Ponte Alta do Tocantins","Estação Ecológica Serra Geral do Tocantins. Morro da Bonita no Paraiso das Araras","-47.5360984802246","-10.7439002990723","551",NA,"551","134131","auto",NA,NA,NA,"2011",NA,NA,NA,NA,NA
"86","2020-12-11 11:38:25-03","UFMG","BHCB","8737","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Lopes, MA; Andrade, PM de","1985","02","22","Southern America","Brasil",NA,NA,"Campo rupestre; arbusto; fruto verde.",NA,"Dicotyledon",NA,"DC.",NA,"s.n.","Minas Gerais","Santana do Riacho","Usina Coronel Américo Teixeira (UCAT).","-43.7144012451172","-19.1688995361328","1100",NA,"1100","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:38:26-03","UFMG","BHCB","41988","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Souza, VC de; Capellari Jr, L; Souza, JP; Scalon, VR","1996","07","02","Southern America","Brasil",NA,NA,"Arbusto, ca. 2,5m alt.; botões róseos; frutos imaturos verdes. Cerrado.",NA,"Dicotyledon",NA,"Cogn.",NA,"11515","Minas Gerais","Formiga","Comunidade de Morro Cavado.","-45.426399230957","-20.4643993377686",NA,NA,NA,"46203","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:38:26-03","UFMG","BHCB","41987","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Souza, VC de; Capellari Jr, L; Souza, JP; Scalon, VR","1996","07","02","Southern America","Brasil",NA,NA,"Arbusto, ca. 2,5m alt.; botões róseos; frutos imaturos verdes. Cerrado.",NA,"Dicotyledon",NA,"Cogn.",NA,"11515","Minas Gerais","Formiga","Comunidade de Morro Cavado.","-45.426399230957","-20.4643993377686",NA,NA,NA,"46203","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-02-11 17:20:03-03","UFPR","UPCB","63868","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Forzza, R.C.","2007","07","21",NA,"Brasil",NA,NA,"Arvoreta ca. 3m, folhas discolores, flores com hipanto verde, corola e estames alvos. Cerrado rupestre..","UPCB0016043",NA,NA,"DC.","Goldenberg, R.","4581","Goiás","Uruaçu","Estrada Uruaçu-Niquelândia (GO 237), 35km de Niquelândia.","-49.756111","-14.471389","564","UPCB0016043","564",NA,NA,NA,"-49.756111","-14.471389","2009","01","01",NA,NA,NA
"90","2021-02-11 17:20:03-03","UFPR","UPCB","63316","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Labiak, P.H.","2009","01","11",NA,"Brasil",NA,NA,"Arbusto ca. 1m, frutos imaturos verdes. Cerrado, solo de areia quartzosa..","UPCB0016060",NA,NA,"DC.","Goldenberg, R.","5046","Minas Gerais","Francisco de Sá","Localidade de Barracão, estrada vicinal saindo de Barracão.","-43.3","-16.416667","1000","UPCB0016060","1000",NA,NA,NA,"-43.3","-16.416667","2009","01","01",NA,NA,NA
"91","2021-02-11 17:20:03-03","UFPR","UPCB","45726","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Mendes Magalhães","1940","06","03",NA,"Brasil",NA,NA,"Arbusto 2m, flor violácea, cerrado..","UPCB0016040",NA,NA,"DC.","Gehrt, A.","160","Alagoas","Monte Carmelo",NA,NA,NA,NA,"UPCB0016040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-02-11 17:20:03-03","UFPR","UPCB","63534","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Paula-Souza, J.","2005","01","18",NA,"Brasil",NA,NA,"Arvoreta ca. 3,5m, frutos imaturos verdes. Cerrado..","UPCB0016038",NA,NA,"DC.","Goldenberg, R.","4122","Goiás","Pirenópolis","Serra dos Pireneus, subida para o Parque.","-48.893889","-15.816944","1085","UPCB0016038","1085",NA,NA,NA,"-48.893889","-15.816944","2009","01","01",NA,NA,NA
"93","2021-02-11 17:20:03-03","UFPR","UPCB","68352","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Caddah, M.K.","2010","05","25",NA,"Brasil",NA,NA,"Arvoreta ca. 4m, pétalas e estames brancos. Frutos imaturos e botões. Coleta em sílica..","UPCB0016048",NA,NA,"DC.","Caddah, M.K.","780","São Paulo","Itirapina","Cerrado. Graúna.","-47.800278","-22.25","790","UPCB0016048","790",NA,NA,NA,"-47.800278","-22.25","2010","05","25",NA,NA,NA
"94","2021-02-11 17:20:03-03","UFPR","UPCB","80247","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Gouvea, L.S.K. | Dias, M.C. | Tamashiro, J.Y.","1985","07","08",NA,"Brasil",NA,NA,"Arbusto de 2,0m..","UPCB0016054",NA,NA,"DC","Goldenberg, R.",NA,"São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,"UPCB0016054",NA,"22843","auto",NA,NA,NA,"2013",NA,NA,NA,NA,NA
"95","2021-02-11 17:20:03-03","UFPR","UPCB","53648","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Pott, A.","2001","05","31",NA,"Brasil",NA,NA,"Arvoreta 4m, frequente, flor branca, casca grossa com relevo longitudinal, transição para campo úmido..","UPCB0015985",NA,NA,"DC.","Goldenberg, R.","9044","Mato Grosso do Sul","Chapadão do Sul","Fazenda Ribeirão, 18°41'14S 52°59'02,8W","-52.6227989196777","-18.7942008972168",NA,"UPCB0015985",NA,"84526","auto",NA,NA,NA,"2009","01","01",NA,NA,NA
"96","2021-02-11 17:20:03-03","UFPR","UPCB","86623","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Almeda, F.","2009","02","22",NA,"Brasil",NA,NA,"Tree to 3-4m tall with rough bark. Berries pink when immature, becoming black when mature. Common. Growing in cerrado..","UPCB0016029",NA,NA,"DC.","Goldenberg, R.","9479","Goiás","Pirenópolis","Parque Estadual da Serra dos Pireneus. 18k from Pirenópolis en route to Pico dos Pireneus. Cerrado vegetation and mesic semideciduous forest below the cerrado.","-48.9592018127441","-15.852499961853","1334","UPCB0016029","1334","40887","auto",NA,NA,NA,"2010","01","01",NA,NA,NA
