"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","previousCatalogNumber"
"42","2021-03-15 16:37:00-03","NY","NYBG","2311246","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","M. Kessler","9450","1997","05","11","South America","Bolivia","Cochabamba","Ayopaya","10 km Cocapata-Cotacajes","-66.6833","-16.6333","2900","2900","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552372' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","875274","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","L. C. N. Melo","140","2001","07","19","South America","Brazil","Minas Gerais","Camanducaia","Fazenda Quinzim Beijo, Rio Jaguari. Mata Ciliar da estrada para bairro Juncal.","-45.9536","-22.7697","1425","1425","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00875274","NY00875274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01402692","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack",NA,"A. Salino","2798","1996","09","13","South America","Brazil","Minas Gerais","Belo Horizonte","Barreiro, Area da Copasa.","-43.937801361084","-19.9207992553711",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971733' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402692","NY01402692_01","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01402648","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","W. R. Anderson","7522","1973","03","21","South America","Brazil","Goiás","Água Fria de Goiás","Serra Geral do Paraná, 15 km by road S of São João da Aliança","-47.5","-14.75","1120","1120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2965710' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402648","NY01402648_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","2311235","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","H. H. Van der Werff","16897","2001","04","10","South America","Peru","Amazonas","Chachapoyas","around Molinapampa","-77.6831","-6.2125","2100","2500","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552398' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311235","NY02311235_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","1017150","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","P. H. Labiak E.","4427","2008","01","10","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Subida para o Planalto do Itatiaia.","-44.5631","-22.4961","2000","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1199806' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017150","NY01017150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","2311253","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","M. Sundue","847","2003","08","06","South America","Bolivia","Santa Cruz","Manuel María Caballero","3 km SW of Laguna Brava, 5.7 km (by road) N or turnoff from the Comarapa-Cochabamba highway","-64.6167","-17.8167","2725","2725","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552397' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","2311249","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","S. G. Beck","11967","1986","10","30","South America","Bolivia","La Paz","Sud Yungas","al borde del pueblo de Unduavi (abandonado)","-67.9","-16.3167","3000","3000","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552354' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","1015633","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","A. C. Brade","15516","1937","03",NA,"South America","Brazil","Rio de Janeiro","Itatiaia",NA,"-44.617038","-22.371537","2400","2400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109134' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015633","NY01015633_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","2311242","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","I. Jiménez","1140","2002","06","06","South America","Bolivia","Cochabamba","Ayopaya","San Cristobal, subiendo por el sendero que va a San Miguel","-66.7167","-16.65","3140","3140","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552364' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","2311263","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","H. H. Van der Werff","21188","2006","04","30","South America","Peru","Cusco","Calca","Road Quebrada-Alto Lacco","-72.2444","-12.6228","2800","2800","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552400' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311263","NY02311263_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","2311237","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","S. G. Beck","11964","1986","10","30","South America","Bolivia","La Paz","Sud Yungas","al borde del pueblo de Unduavi (abandonado)","-67.9","-16.3167","3000","3000","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552353' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","2311276","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","H. H. Rusby","292","1885",NA,NA,"South America","Bolivia",NA,"Yungas",NA,NA,NA,"1830","1830","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552393' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","02696005","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","F. B. Matos","2021","2012","01","20","South America","Brazil","Santa Catarina","Grão-Pará","Serra do Corvo Branco, na rodovia que liga Urubici a Grão-Pará (SC 370, antiga 439)","-49.35","-28.05","1300",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971572' target='other'> <mi>dwc_moreinfo</mi></a>","NY02696005","NY02696005_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","2311261","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","H. H. Van der Werff","19906pro parte","2005","05","07","South America","Peru","Pasco","Oxapampa","La Suiza Nueva","-75.4561","-10.5622","2200","2200","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552399' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311261","NY02311261_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","2311247","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","M. Kessler","9300","1997","05","05","South America","Bolivia","Cochabamba","Ayopaya","2 km de Casay Vinto-Choro","-66.6333","-16.8667","3350","3350","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552371' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","01402695","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack",NA,"P. Fiaschi","3829","2012","01","12","South America","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia. Estrada para o Abrigo Rebouças. Floresta em Barranco na beira da estrada.","-44.74264","-22.34589","2040",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972190' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402695","NY01402695_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","1015645","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","J. E. Leite","3147","1942","01",NA,"South America","Brazil","Rio Grande do Sul","Porto Alegre","Vila Manresa.","-51.23","-30.0331",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109412' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015645","NY01015645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","886088","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","A. Salino","91","1987","04","24","South America","Brazil","São Paulo","Analândia","Serra do Cuscuzeiro. Gruta N S de Lourdes.","-47.67","-22.13",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886088","NY00886088_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","01402649","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","A. Salino","91","1987","04","24","South America","Brazil","São Paulo","Analândia","Serra do Cuscuzeiro. Gruta N S de Lourdes.","-47.67","-22.13",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2965694' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402649","NY01402649_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","2311268","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","C. H. Rolleri","318","1978","07","01","South America","Bolivia","La Paz","Sud Yungas","Unduavi, Aceromarca","-67.8833","-16.3","3000","3200","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552382' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","1015648","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","C. Jürgens","331","1906","12","16","South America","Brazil","Rio Grande do Sul","Rio Pardo","Fazenda Leitão.","-52.3781","-29.9897",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109424' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015648","NY01015648_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","2311236","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","M. Kessler","11321","1997","08","24","South America","Bolivia","La Paz","Caranavi","serranía Bella Vista, 37 km de Caranavi hacia Sapecho","-67.4833","-15.6667","1500","1500","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552374' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","2311234","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","H. H. Van der Werff","21292","2006","05","04","South America","Peru","Cusco","La Convención","along road Cusco-Quillabamba, Abra Malaga-San Luis","-72.3903","-13.0786","2800","4200","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552402' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","1184798","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","A. C. Brade","17101","1941","01",NA,"South America","Brazil","Minas Gerais",NA,"Serra do Caparaó","-41.829426","-20.454471","2000","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478927' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184798","NY01184798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","2311288","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","M. Kessler","12929","2003","08","29","South America","Bolivia","Cochabamba","Chapare","Territorio Indígena Parque Nacional Isiboro-Secure, cordillera de Mosetenez, laguna Carachupa","-66.4167","-16.2333","1300","1300","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552377' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","2311259","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","B. R. Chambi","369","2006","04","10","South America","Peru","Cusco","Paucartambo","Waiquichas","-71.59","-13.19","2600","2600","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552360' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311259","NY02311259_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","875275","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","A. Salino","7096","2001","06","14","South America","Brazil","Minas Gerais","Itabirito","Área da Serra da Moeda","-43.9381","-20.31942","1450","1450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00875275","NY00875275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","02682953","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","R. Engelmann","RE832","2010","07","19","South America","Brazil","Rio de Janeiro","Teresópolis","Trilha da Pedra do Sino. Parque Nacional da Serra dos Órgãos","-43.015","-22.452778",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2946480' target='other'> <mi>dwc_moreinfo</mi></a>","NY02682953","NY02682953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","01402647","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","A. C. Brade","15515","1937","03",NA,"South America","Brazil","Rio de Janeiro","Itatiaia",NA,"-44.5631","-22.4961","2000","2400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2965697' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402647","NY01402647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","2311243","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","M. Kessler","8129","1996","09","04","South America","Bolivia","Cochabamba","Chapare","El Palmar","-65.5333","-17.0833","700","700","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552370' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","2311270","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","R. S. Williams","1381","1902","02","11","South America","Bolivia","La Paz","Franz Tamayo","Tigre Pata","-68.35","-14.4167",NA,NA,"Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3553516' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","01402650","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","J. P. S. Condack","623","2009","12","13","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, estrada para o Planalto","-44.6747","-22.3842","2200","2200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971422' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402650","NY01402650_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","1015632","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","A. F. M. Glaziou","3321","1869","05","27","South America","Brazil","Rio de Janeiro",NA,"Serra Orgaos","-43.073169","-22.496706",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109132' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015632","NY01015632_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","149657","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","lindbergii","Elaphoglossum lindbergii truncatum","Rosenst.","F. B. Matos","O. Buchtien","5166","1920","02",NA,"South America","Bolivia","La Paz","Larecaja","Hacienda Simaco, sobre el camino a Tipuani","-68.0667","-15.6167","1400","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=394686' target='other'> <mi>dwc_moreinfo</mi></a>","NY00149657","NY00149657_01",NA,NA,"truncatum","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-02-08 10:44:25-03","NBC","NL-BOTANY","L.3544298","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.",NA,"Lechler W",NA,"1854","06","01","Southern America","Peru",NA,NA,"Agapata in humidis umbrosi.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544298","NL-L3544298",NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-02-08 10:44:25-03","NBC","NL-BOTANY","L.3544299","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.",NA,"Landsbergen",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544299","NL-L3544299",NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-02-08 10:44:25-03","NBC","NL-BOTANY","L.3544300","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.",NA,"Eggers HFA von",NA,"1891","06","27","Southern America","Venezuela",NA,NA,"Cerra del Gels pez.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544300 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544300","NL-L3544300",NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-02-08 10:44:25-03","NBC","NL-BOTANY","L.3544302","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.",NA,"Buchtien O",NA,"1910","11","01","Southern America","Bolivia",NA,NA,"Unduovi, Nordynnga.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544302 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544302","NL-L3544302",NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-02-08 10:44:25-03","NBC","NL-BOTANY","L.3544304","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.",NA,"Landsberge van",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544304 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544304","NL-L3544304",NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-02-08 10:44:25-03","NBC","NL-BOTANY","L.3544306","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum lindbergii",NA,NA,"Jürgens C",NA,"1904","01","01","Southern America","Brazil",NA,NA,"austro brasilienses, Rio Grande do sul Muisse. rio Pardo. ad rupes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544306","NL-L3544306",NA,NA,"lindbergii",NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021564","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","lindbergii","Elaphoglossum lindbergii","(Mett. ex Kuhn) Rosenst.",NA,"Jürgens C",NA,"1906","01","01","Southern America","Brazil",NA,NA,"Rio Grande do Sul; Mami Rio Pardo ad rupes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021564","NL-U1021564",NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-11-04 10:55:25-03","ESALQ","ESA","135347","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack","V.A.O. Dittrich","V.C. Souza","22950.0","1999","05","20",NA,"Brasil","Bahia","Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"ESA135347",NA,"26531","auto",NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA
