"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem","sex"
"25","2019-01-13 04:35:00-02","MO","MOBOT","1966435","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"A. Weberbauer","Weberbauer 4563","1901",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA
"26","2019-05-15 17:50:00-03","MO","MOBOT","100308650","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","E. Hágsater & E. Santiago","Rodolfo Vásquez|Christopher Davidson|Sharon R. Christoph|R. Rojas|Luis Valenzuela G.|F. Díaz|Antonio Peña","Vásquez Martínez 35000","2008","11","17","South America","Peru","Loreto","Loreto","Dist. Parinari. Reserva Nacional Pacaya-Samiria, Quebrada Parinari.",NA,NA,NA,NA,"-74.4608333","-4.6294445","126.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1073","3",NA,NA,NA
"27","2009-02-05 03:32:00-02","MO","MOBOT","1718462","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","R. Vásquez '94","Israel G. Vargas C.","Vargas Caballero 2870",NA,NA,NA,"South America","Bolivia","Santa Cruz","Guarayos","RESERVA DE VIDA SILVESTRE RIOS BLANCO Y NEGRO. Campamento a 8 km al NE del Río Blanco en la zona de los Tutumos. Bosque de inundación estacional. Las especies más comunes son Cariniana domestica, Hura crepitans, calycophylum spruceanus, Ficus trigona, Ceiba samauma y otras. Intervenido por extracción de madera mara (Swietenia macrophylla).",NA,NA,NA,NA,"-63.31666","-15.05","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","1959827","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","E. Hagsater (AMO)","D.W. Davidson","Davidson 24","1983","9",NA,"South America","Peru","Madre de Dios","Manu","Cocha Cashu Biological Station.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","1960539","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"Guillermo Klug","Klug 3815","1934","9",NA,"South America","Peru","San Martín",NA,"Juan Jui, Alto Río Huallaga.",NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2011-06-08 11:53:00-03","MO","MOBOT","1962248","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"José Schunke V.","Schunke Vigo 7529","1974","7","18","South America","Peru","San Martín","Mariscal Cáceres","Dtto. Tocache Nuevo, Quebrada de Yacu Sisa, camino a Shunté.",NA,NA,NA,NA,NA,NA,"800.00000000","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-01-31 12:58:00-03","MO","MOBOT","1965241","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"Hipólito Ruiz L.|José A. Pavón","Ruiz López 4/71","1778","9",NA,"South America","Peru","Pasco","Oxapampa","Without further locality information. [Habitat in Pozuzo supra arbores et saxa. Floret Septembri et Octobri]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,"1",NA,NA,NA
"32","2020-09-05 17:17:00-03","MO","MOBOT","2880960","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","A. Fuentes (LPB)","L. Cayola|C. Campos|A.S. Poma C.|Remberto Jove|H. Urbano","Cayola Pérez 1976A","2005","10","9","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, entre echadero y rio Azariamas. Bosque de yungas subandino pluviestacional con Oxandra espintana y Seguieria americana. Ladera pronunciada, exposicion SW. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.",NA,NA,NA,NA,"-68.5472222","-14.24","678.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-36","2",NA,NA,NA
"33","2013-08-30 09:28:00-03","MO","MOBOT","3577577","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"Thorsten Krömer|Amparo Acebey","Krömer 441","1999","5","27","South America","Bolivia","La Paz","Sud Yungas","Alto Beni, Colonia Tupiza",NA,NA,NA,NA,"-67.3","-15.5166667","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"34","2015-03-25 12:08:00-03","MO","MOBOT","637755","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","G. Carnevali","O. L. Phillips|Percy Núñez V.|Nestor Jaramillo","Phillips 585","1989","6","21","South America","Peru","Madre de Dios","Tambopata","Cusco Amazonico. Plants from Biodiversity Project Site (mature floodplain).",NA,NA,NA,NA,"-69.05","-12.0833333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","1",NA,NA,NA
"35","2011-06-08 12:01:00-03","MO","MOBOT","645556","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","E. Hagsater (AMO)","José Schunke V.","Schunke Vigo 10381","1978","7",NA,"South America","Peru","Loreto",NA,"Provincia Coronel Portillo; Dtto. Calleria; Bosque Nacional Alexander Von Humboldt, carretera a Pucallpa, km 86.",NA,NA,NA,NA,NA,NA,"250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"56","5",NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","649967","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"Calaway H. Dodson","Dodson 17316","1987","11","30","South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","650065","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"G. A. Suárez","Suárez 170",NA,NA,NA,"South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","653264","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"Alexander Hirtz","Hirtz 3163","1987","2","5","South America","Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","656829","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Hagsater","James C. Solomon","Solomon 10868","1983","9","18","South America","Bolivia","Pando","Manuripi","Isla Gargántua, opposite Chivé. Virgin moist tropical forest, primary canopy at 30+ m. Flood plain.",NA,NA,NA,NA,"-68.56666","-12.25","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-86","2",NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","661516","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","R. Foster","Robin B. Foster","Foster 9889","1984","8","24","South America","Peru","Madre de Dios","Manu","Parque Nacional del Manu. Río Manu: Cocha Rio Manu, Cocha Cashu Station. Floodplain forest.",NA,NA,NA,NA,"-71.41666","-11.83333","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-69","1",NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","671705","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","G.Carnevali & I.Ramirez (FVG 2003)","Gilberto N. Morillo|Ronald L. Liesner","Morillo 9019","1982","5","9","South America","Venezuela","Bolívar",NA,"Bosque húmedo riparino, Caño Pablo, tributario del Río Caura; approx. 6 km E-SE de Las Pavas (Salto Para).",NA,NA,NA,NA,"-64.4","6.23333","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-5","2",NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","674796","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","G. Carnevali","Percy Núñez V.|T. Doonan","Núñez Vargas 11208","1989","7","26","South America","Peru","Madre de Dios","Tambopata","Dist. Las Piedras. Cusco Amazónico Forest. Zone 2.",NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","2",NA,NA,NA
"43","2011-06-09 17:24:00-03","MO","MOBOT","679573","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","E. Hagsater (AMO)","Percy Núñez V.","Núñez Vargas 5979","1986","8","30","South America","Peru","Madre de Dios","Manu","Manu Park, Cocha Cashu uplands.",NA,NA,NA,NA,"-71.16666","-11.75","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-45","4",NA,NA,NA
"44","2020-05-20 17:50:00-03","MO","MOBOT","679700","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"Bradley C. Bennett","Bennett 4067","1990","3","12","South America","Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"45","2020-05-21 09:54:00-03","MO","MOBOT","680245","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"R. Bensman","Bensman 312","1990","12","13","South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"46","2009-12-04 09:40:00-02","MO","MOBOT","1811234","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","E. HAGSATER","Juan Guillermo Ramírez","Ramírez Arango 662","1987","2","24","South America","Colombia","Antioquia","San Luis","Quebrada La Cristalina",NA,NA,NA,NA,"-74.0003333","6.00075","470.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","654531","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Hagsater","James C. Solomon","Solomon 6417","1981","9","25","South America","Bolivia","Beni","Vaca Diez","20.8 km E of Riberalta on road to Guayaramarín. Primary forest. Path on right side. Flood plain forest.",NA,NA,NA,NA,"-65.9","-11.08333","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"212","1",NA,NA,NA
