"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"47","2019-11-25 12:12:45-03","UFSM","SMDB","5476","S","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum solanum sisymbifolium","Lam.","Ethur, L Z","Ethur, LZ","s.n.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Campus UFSM","-53.8069000244141","-29.6842002868652",NA,"Em lavoura nos fundos do HUSM.","SMDB005476",NA,"solanum sisymbifolium",NA,NA,NA,"Santa Maria",NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA
"48","2020-12-21 16:45:45-03","MBM","MBM","45168","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Semir; Mentz, Stehmann","Pereira, E.; Hatschbach, G.; Hatschbach, G.","7669",NA,NA,NA,"Southern America","Brazil","Paraná","Imbituva","-50.6044006347656","-25.2299995422363",NA,NA,"MBM045168","MBM045168",NA,NA,NA,NA,"Imbituva",NA,NA,NA,NA,NA,NA,NA,NA,"24222","auto",NA,NA,NA
"49","2020-12-21 16:45:45-03","MBM","MBM","301431","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Stehmann, J.R.","Hatschbach, G.; Saldanha Muniz, J.; Silva, J.M.; Saldanha Muniz, J.; Silva, J.M.","64490","1996","02","23","Southern America","Brazil","Paraná","Vila Residencial da Usina de Salto Segredo","-51.6596984863281","-25.6956005096436",NA,"Flores creme.; Floresta Estacional Semidecidual Montana. Prostrada. Clareiras na floresta.","MBM301431","MBM301431",NA,NA,NA,NA,"Pinhão","2006","02",NA,NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA
"50","2020-12-21 16:45:45-03","MBM","MBM","419449","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Barboza, E.","Schwirkowski, P.","573","2014","11","08","Southern America","Brazil","Santa Catarina","Rio Vermelho, Estrada Alberto Torres, beira da estrada","-49.3786010742188","-26.2502994537354",NA,"Arbusto com 1 m de altura; flores brancas.; Floresta Ombrófila Mista.","MBM419449",NA,NA,NA,NA,NA,"São Bento do Sul","2019","06","18",NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA
"51","2020-12-21 16:45:45-03","MBM","MBM","400064","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Cordeiro, J.","Motta, J.T.; Silva, J.M.; Silva, J.M.","4442","2014","09","22","Southern America","Brazil","Paraná","Iraras","-51.987778","-26.105361",NA,"Arbusto, 1,20m; flores alvas.; Em campo na orla da mata; Floresta Ombrófila Mista.","MBM400064","MBM400064",NA,NA,"1123","1123","Coronel Domingos Soares","2015","03",NA,"-51.987778","-26.105361",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:45:45-03","MBM","MBM","430022","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Mentz, L.A.","Bordignon, S.A.L.","s.n.","2003","11","06","Southern America","Brazil","Rio Grande do Sul","Entre Toropi e Quevedos",NA,NA,NA,NA,"MBM430022",NA,NA,NA,NA,NA,NA,"2016","05","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:45:45-03","MBM","MBM","67052","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Semir; Mentz, Stehmann","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","34235",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Rod. BR-290, 55km W de Rosário do Sul",NA,NA,NA,NA,"MBM067052","MBM067052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:45:45-03","MBM","MBM","94319","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Nee, M.","Hatschbach, G.; et al.; et al.","48476",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Corolel Sapucaia","-55.2257995605469","-23.1042003631592",NA,NA,"MBM094319","MBM094319",NA,NA,NA,NA,"Amambai",NA,NA,NA,NA,NA,NA,NA,NA,"73676","auto",NA,NA,NA
"55","2020-12-21 16:45:45-03","MBM","MBM","78098","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Nee, M.","Hatschbach, G.","45883",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Lago Bonita","-55.2257995605469","-23.1042003631592",NA,NA,"MBM078098","MBM078098",NA,NA,NA,NA,"Amambai",NA,NA,NA,NA,NA,NA,NA,NA,"73676","auto",NA,NA,NA
"56","2020-12-21 16:45:45-03","MBM","MBM","101963","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Nee, M.","Hatschbach, G.; et al.; et al.","49034",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Rod. MT-642, ligação a Paranhos","-55.2257995605469","-23.1042003631592",NA,NA,"MBM101963","MBM101963",NA,NA,NA,NA,"Amambai",NA,NA,NA,NA,NA,NA,NA,NA,"73676","auto",NA,NA,NA
"57","2020-12-21 16:45:45-03","MBM","MBM","184998","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Mentz, L.A.","Dombrowski, L.T.; et al.; et al.","971",NA,NA,NA,"Southern America","Brazil","Paraná","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,"MBM184998","MBM184998",NA,NA,NA,NA,"Curitiba",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA
"58","2020-12-21 16:45:45-03","MBM","MBM","169990","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Mentz, L.A.","Imaguire, N.","5532",NA,NA,NA,"Southern America","Brazil","Paraná","Centro Politécnico","-49.2731018066406","-25.4277992248535",NA,NA,"MBM169990","MBM169990",NA,NA,NA,NA,"Curitiba",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA
"59","2020-12-21 16:45:45-03","MBM","MBM","397161","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.",NA,"Lima, D.L.","s.n.","2014","01","26","Southern America","Brazil","Paraná","CEDETEG, estrada de chão próximo ao lago em frente ao DEMAT","-51.4580993652344","-25.395299911499",NA,NA,"MBM397161","MBM397161",NA,NA,NA,NA,"Guarapuava",NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA
"60","2020-12-21 16:45:45-03","MBM","MBM","27356","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Nee, M.","Hatschbach, G.","26336",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Três Capões","-51.4580993652344","-25.395299911499",NA,NA,"MBM027356","MBM027356",NA,NA,NA,NA,"Guarapuava",NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA
"61","2020-12-21 16:45:45-03","MBM","MBM","210196","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1659",NA,NA,NA,"Southern America","Brazil","Paraná","Rod. BR-277, km 307, subida da serra","-51.4580993652344","-25.395299911499",NA,NA,"MBM210196","MBM210196",NA,NA,NA,NA,"Guarapuava",NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA
"62","2020-12-21 16:45:45-03","MBM","MBM","192213","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Agra, M.F.","Hatschbach, G.; Saldanha Muniz, J.; Silva, J.M.; Saldanha Muniz, J.; Silva, J.M.","6490",NA,NA,NA,"Southern America","Brazil","Paraná","Vila Residencial da Usina Hidrelétrica de Segredo","-51.6596984863281","-25.6956005096436",NA,NA,"MBM192213","MBM192213",NA,NA,NA,NA,"Pinhão",NA,NA,NA,NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA
"63","2020-12-21 16:45:45-03","MBM","MBM","145001","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Semir; Mentz, Stehmann","Sobral, M.","6096",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Estrada para Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,"MBM145001","MBM145001",NA,NA,NA,NA,"Tenente Portela",NA,NA,NA,NA,NA,NA,NA,NA,"14404","auto",NA,NA,NA
"64","2020-12-21 16:45:45-03","MBM","MBM","339082","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Ribas, O.S.","Ribas, O.S.; Lopes, C.V.G.; Lopes, C.V.G.","7882","2007","09","01","Southern America","Brazil","Paraná","Mata dos Lima, Varzeão","-49.4197006225586","-24.5680999755859",NA,"Erva, 1m, flor alva, anteras amarelas. orla da Floresta Ombrófila Densa, transição Floresta Ombrófila Mista","MBM339082","MBM339082",NA,NA,NA,NA,"Doutor Ulysses","2008",NA,NA,NA,NA,NA,NA,NA,"32237","auto",NA,NA,NA
"65","2020-12-21 16:45:45-03","MBM","MBM","125622","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chod.","Nee, M.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","52311",NA,NA,NA,"Southern America","Brazil","Paraná","Rod. BR-373, próximo de Poço Grande","-51.4580993652344","-25.395299911499",NA,NA,"MBM125622","MBM125622",NA,NA,NA,NA,"Guarapuava",NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA
"66","2015-09-04 12:59:26-03","MNHN","RECOLNAT_MNHN_P","P00335571","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","Nee","Montes, J.E.",NA,"1952","10","2",NA,"Paraguay",NA,"Paraguari Ybytinù",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00335571' target='other'> <mi>dwc_moreinfo</mi></a>","P00335571","P00335571_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12980",NA,NA
"67","2015-09-21 15:52:45-03","MNHN","RECOLNAT_MNHN_P","P00335572","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat",NA,"Hassler, E.",NA,"1905","3",NA,NA,"Paraguay",NA,"in viciniis Caaguazù",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00335572' target='other'> <mi>dwc_moreinfo</mi></a>","P00335572","P00335572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9182",NA,NA
"68","2015-09-03 19:29:26-03","MNHN","RECOLNAT_MNHN_P","P00335573","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat",NA,"Hassler, E.",NA,"1912","10",NA,NA,"Paraguay",NA,"in altaplanitie Sierra de Amambay",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00335573' target='other'> <mi>dwc_moreinfo</mi></a>","P00335573","P00335573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11399",NA,NA
"69","2015-09-03 19:18:16-03","MNHN","RECOLNAT_MNHN_P","P00335574","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat",NA,"Hassler, E.",NA,NA,"10",NA,NA,"Paraguay",NA,"Iter ad Yerbales montium Sierra de Maracayu : In altoplanitie Sierra de Maracayù",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00335574' target='other'> <mi>dwc_moreinfo</mi></a>","P00335574","P00335574_01 P00335574_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5114",NA,NA
"70","2015-09-04 12:14:28-03","MNHN","RECOLNAT_MNHN_P","P00335575","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat",NA,"Balansa, B.",NA,"1874","11","6",NA,"Paraguay",NA,"Caaguazu, dans les campos",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00335575' target='other'> <mi>dwc_moreinfo</mi></a>","P00335575","P00335575_01 P00335575_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2115",NA,NA
"71","2015-09-04 12:14:28-03","MNHN","RECOLNAT_MNHN_P","P00335576","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat",NA,"Hassler, E.",NA,NA,"8",NA,NA,"Paraguay",NA,"in regione fluminis Tapiraguay, in campo prope Apipu",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00335576' target='other'> <mi>dwc_moreinfo</mi></a>","P00335576","P00335576_01 P00335576_02",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4369",NA,NA
"72","2015-09-04 12:14:35-03","MNHN","RECOLNAT_MNHN_P","P00335577","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat",NA,"Hassler, E.",NA,NA,"8",NA,NA,"Paraguay",NA,"in regione fluminis Tapiraguay, in campo prope Apipu",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00335577' target='other'> <mi>dwc_moreinfo</mi></a>","P00335577","P00335577_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4369",NA,NA
"73","2015-09-29 00:20:52-03","MNHN","RECOLNAT_MNHN_P","P00753755","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat",NA,"Hassler, E.",NA,NA,"10",NA,NA,"Paraguay",NA,"Iter ad Yerbales montium Sierra de Maracayu : In altoplanitie Sierra de Maracayù",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753755' target='other'> <mi>dwc_moreinfo</mi></a>","P00753755","P00753755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5114",NA,NA
"74","2015-09-04 12:59:27-03","MNHN","RECOLNAT_MNHN_P","P00335578","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum horridum","Chodat & Hassl.",NA,"Hassler, E.",NA,"1907","12",NA,NA,"Paraguay",NA,"in altaplanitie et declivibus Sierra de Amambay",NA,NA,"hb","reçu le 27 juillet 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00335578' target='other'> <mi>dwc_moreinfo</mi></a>","P00335578","P00335578_01 P00335578_02","horridum","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9789",NA,NA
"75","2020-12-11 11:42:12-03","UFMG","BHCB","155731","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Bitter",NA,"Giacomin, LL; Mota, NFO; Rezende, VL","1718","2012","02","11","Southern America","Brasil","Santa Catarina","Estrada vicinal não pavimentada que leva a Alto Be, Em área de pastagem","-49.516889","-26.634889",NA,"Arbusto ereto, flores alvas, frutos vermelhos, quase completamente recobertos pelo cálice.",NA,NA,NA,NA,"710","710","Doutor Pedrinho",NA,NA,NA,"-49.516889","-26.634889",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-11 11:42:12-03","UFMG","BHCB","96610","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Bitter",NA,"Stehmann, JR; Mentz, LA; Fregonezi, JN; Teles, AM","4284","2005","11","23","Southern America","Brasil","Paraná","estrada para Faxinal do Céu","-51.620881","-25.736144",NA,"Subarbusto, na beira da estrada; flores brancas.&nf;MATERIAL PRESERVADO EM ÁLCOOL ANTES DA SECAGEM","BHCB002582","BHCB002582",NA,NA,"1141","1141","Pinhão",NA,NA,NA,"-51.620881","-25.736144",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-11 11:42:12-03","UFMG","BHCB","143686","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Bitter",NA,"Pott, A","13790","2005","12","10","Southern America","Brasil","Mato Grosso do Sul","Fazenda Laudejá, Defronte à sede da fazenda. Entorno do Parque Nacional da Serra da Bodoquena.","-57.8824996948242","-21.6989002227783",NA,"Frequência ocasional. Avaliação Ecológica Rápida do parque Nacional da Serra da Bodoquena.; Subarbusto 50cm de alt. (rebrota). Flor esbranquiçada. Fruto ausente.; Campo arbustivo pertubado por cultivo de Brachiaria. Solo argiloso raso","BHCB035759",NA,NA,NA,NA,NA,"Porto Murtinho","2010","11","12",NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA
"78","2016-11-15 05:15:00-02","MO","MOBOT","2517628","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","Schinini, A., //","Antonio C. Krapovickas|R.M. Harley|Carmen L. Cristóbal|Aurelio Schinini","Krapovickas 45781","1994","10","21","South America","Paraguay","San Pedro","36 Km N de Tacuara, Ea. La Manina","-57.13333","-23.23333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-08-25 05:21:00-03","MO","MOBOT","100819493","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","G. Hildt & H.A. Keller","H. A. Keller|R. Rios|L.J. Ritter","Keller 11227","2013","2","5","South America","Argentina","Corrientes","Establecimiento Santo Domingo, Mogote F.","-56.1419444","-27.6830556",NA,NA,NA,NA,NA,NA,"119.00000000",NA,"Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"80","2008-07-08 03:32:00-03","MO","MOBOT","1057605","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat",NA,"Émile Hassler","Hassler 4369","1900","8",NA,"South America","Paraguay",NA,"Río Apapu [Apepu], Río Tapiraguay.",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","1072380","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M.Nee (NY)","Elsa M. Zardini|Leongino Guerrero","Zardini 44054","1995","11","29","South America","Paraguay","Caaguazú","Collecting area: around 20 square meters. J.E. Estigarriba (=Pastoreo). Cerrado scrub on red sandy soil.","-55.80194","-25.39583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1037","3",NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","1072416","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M.Nee (NY)","Elsa M. Zardini|Leongino Guerrero","Zardini 44070","1995","11","29","South America","Paraguay","Caaguazú","Collecting area: around 20 square meters. J.E. Estigarriba (=Pastoreo). Cerrado scrub on red sandy soil.","-55.80194","-25.39583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1037","4",NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","1164301","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M.Nee (NY)","Elsa M. Zardini|S. Zavala","Zardini 45627","1996","10","30","South America","Paraguay","San Pedro","Yaguarete Forest (Sustainable Forest Systems site): around aserradero. Cerrado scrub on red sandy soil.","-56.21138","-23.79611",NA,NA,NA,NA,NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1078","4",NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","1227708","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M.Nee (NY)","Elsa M. Zardini|S. Zavala","Zardini 46891","1997","5","27","South America","Paraguay","San Pedro","Yaguareté Forest (Sustainable Forest Systems site): Around Aserradero. Cerrado forest and cerrado scrub.","-56.21138","-23.79611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1102","4",NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","1248708","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M.Nee (NY)","Elsa M. Zardini|Leongino Guerrero","Zardini 46948","1997","5","28","South America","Paraguay","San Pedro","Yaguareté Forest (Sustainable Forest Systems site): trail to Céspedes Cué. Cerrado scrub. Collecting area: 200 m 2 of removed soil adjacent to a 1 hectare cleared land.","-56.11305","-23.81027",NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1103","4",NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","1282723","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M.Nee (NY)","Elsa M. Zardini|M. Vera","Zardini 48276","1998","3","12","South America","Paraguay","San Pedro","Yaguarete Forest (Sustainable Forest Systems site):trail to Céspedes Cué. Cerrado scrub. Same spot as Zardini #46904-46969 (May) border of one hectare; collecting area: one hectare which had been cleared in May 1997.","-56.11305","-23.81027",NA,NA,NA,NA,NA,NA,"182.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1134","4",NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","1283237","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M.Nee (NY)","Elsa M. Zardini|Leongino Guerrero","Zardini 48345","1998","3","12","South America","Paraguay","San Pedro","Yaguarete Forest (Sustainable Forest Systems site) around aserradero. Cerrado scrub and cerrado forest. Same spot as Zardini #43575-43673 (August) #44256-44307 (January), #45567-45640 (October) and #46791-46903 (May); collecting area: around two hectares.","-56.21138","-23.79611",NA,NA,NA,NA,NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1135","4",NA
"88","2008-05-27 22:02:00-03","MO","MOBOT","1392790","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M.Nee (NY)","Elsa M. Zardini|Isabelino Chaparro","Zardini 50647","1999","5","26","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni: around Aguará-Ñú. Cerrado scrub on red sandy soil. Collecting area: around two hectares.","-55.28","-24.18361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1173","4",NA
"89","2013-10-15 12:49:00-03","MO","MOBOT","1407592","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M.Nee (NY)","Elsa M. Zardini|S. Ramírez B.","Zardini 51059","1999","9","22","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.","-55.28","-24.1836111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1177","5",NA
"90","2011-03-09 15:40:00-03","MO","MOBOT","2306132","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. Nee (NY)","Émile Hassler","Hassler 11399","1912",NA,NA,"South America","Paraguay","Amambay","Sierra de Amambay.","-55.55","-23.1833333",NA,NA,NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2011-03-09 13:14:00-03","MO","MOBOT","2306133","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. Nee (NY)","Émile Hassler","Hassler 5114","1889",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"92","2009-07-09 17:05:00-03","MO","MOBOT","2477232","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. Nee","Gert G. Hatschbach","Hatschbach 52311",NA,NA,NA,"South America","Brazil","Paraná","Sin localidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2012-04-20 05:09:00-03","MO","MOBOT","2517595","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","Schinini, A., //","Aurelio Schinini|Guillermo Caballero M.","Schinini Cacace 27126","1990","10","11","South America","Paraguay","Alto Paraná","Ea. Santa Elena, Pira Pyta","-54.58333","-25.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2011-03-09 15:42:00-03","MO","MOBOT","2968867","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. Nee (NY)","Émile Hassler","Hassler 11407","1912",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"95","2009-08-24 12:06:00-03","MO","MOBOT","2969249","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","D. Brunner","Itaipú Binacional","Itaipú Binacional 1129","1985","9","20","South America","Paraguay","Alto Paraná","Rva. Tatí Yupí. Sabana - campo alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
