"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet","sex"
"22","2021-03-15 16:37:00-03","NY","NYBG","602356","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","E. R. Guaglianone",NA,NA,NA,"R. M. Harley","16933","1974","03","07","Brazil","Bahia",NA,"18 km. North West of Lagoinha (which is 5.5 km. S.W. of Delfino) on side road to Minas do Mimoso. Serra do Curral Feio.","-41.33","-10.33",NA,NA,"950","950","NY00602356","NY00602356_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648947' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-08-01 14:53:00-03","NY","NYBG","02618696","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata",NA,NA,NA,NA,NA,"T. C. Plowman","9109","1980","02","24","Brazil","Pará","Conceição do Araguaia","2 km west of town along highway PA-287","-49.3","-8.25",NA,NA,"300","300","NY02618696","NY02618696_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2930303' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02618732","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,NA,NA,NA,"G. T. Prance","2682","1966","10","18","Brazil","Amazonas","Manaus","Cachoeira alta do Tarumã. Disturbed forest beside stream.","-60.0962609","-2.8743255",NA,NA,NA,NA,"NY02618732","NY02618732_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2930639' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","04086951","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,NA,NA,NA,"L. Nusbaumer","4245","2014","10","28","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.44845","-9.233883",NA,NA,"650",NA,"NY04086951","NY04086951_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952278' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1737887","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","M. Alves",NA,NA,NA,"D. A. do Araújo","1693","2011","09","09","Brazil","Pernambuco","Goiana","RPPN Fazenda Tabatinga.","-34.8206","-7.6061",NA,NA,NA,NA,"NY01737887","NY01737887_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1941435' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","602360","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","T. M. Koyama",NA,NA,NA,"S. A. Mori","10169","1978","06","07","Brazil","Bahia","Itacaré","Cerca de 1 km ao S de Itacaré, beira-mar. Folha SD-24 (14-39c).","-38.995183","-14.2890182",NA,NA,NA,NA,"NY00602360","NY00602360_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648932' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02618692","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,NA,NA,NA,"G. T. Prance","23524","1975","06","25","Brazil","Amazonas",NA,"Manaus-Itacoatiara km 39","-59.8620558","-2.729713",NA,NA,NA,NA,"NY02618692","NY02618692_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2930288' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00925864","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,NA,NA,NA,"B. D. Sucre","729","1965","07","20","Brazil","Distrito Federal","Brasília","Pántanos do Zoobotânico.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00925864","NY00925864_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001975' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00925850","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","M. S. González-Elizondo",NA,NA,NA,"H. S. Irwin","14405","1966","04","05","Brazil","Goiás","Posse","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13",NA,NA,"800","800","NY00925850","NY00925850_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001902' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02103588","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","S. M. Costa",NA,NA,NA,"L.A. Gomes","1025","2013","03","27","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto: Borda de mata. Próximo ao apicum.","-37.425","-11.3783",NA,NA,NA,NA,"NY02103588","NY02103588_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2258876' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","777685","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","S. J. Mayo",NA,NA,NA,"R. M. Harley","21950","1980","04","29","Brazil","Bahia",NA,"Chapadao Ocidental da Bahia, 37 km N from Correntina, on the Inhaúmas road","-44.78","-13.12",NA,NA,"580","580","NY00777685","NY00777685_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648922' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00925865","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","S. S. Hooper",NA,NA,NA,"D. Philcox","4122","1968","01","19","Brazil","Mato Grosso",NA,"c. 1-3 km W. of Km 261 Xavantina-Cachimbo road.","-51.77","-12.82",NA,NA,NA,NA,"NY00925865","NY00925865_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001978' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00925855","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","G. Davidse",NA,NA,NA,"G. Davidse","11430","1976","03","27","Brazil","Minas Gerais","Leopoldina","Ca. 3 km NE of Leopoldina along Highway BR-116.","-42.6431","-21.5319",NA,NA,"220","220","NY00925855","NY00925855_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001918' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","469831","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","W. W. Thomas",NA,NA,NA,"F. S. Juchum","26","2000","06","25","Brazil","Bahia","Cairu","Ilha de Boi Peba. Trilha para Cova de Onça. Córrego próximo a cancela","-38.9439583","-13.6189611",NA,NA,NA,NA,"NY00469831",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648916' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-08-01 14:44:00-03","NY","NYBG","02618686","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata",NA,NA,NA,NA,NA,"W. J. Junk","22","1974","04","16","Brazil","Amazonas",NA,"Igarapé represado, em frente de Manaus.",NA,NA,NA,NA,NA,NA,"NY02618686","NY02618686_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2930281' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02618728","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,NA,NA,NA,"G. T. Prance","58844","1964","08","24","Brazil","Pará",NA,"Vicinity of Cachoeira, BR 22, Km 98, Marshy land by roadside","-46.52313","-1.776309",NA,NA,NA,NA,"NY02618728","NY02618728_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2930635' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-08-01 15:05:00-03","NY","NYBG","02618723","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata",NA,NA,NA,NA,NA,"G. H. H. Tate","33","1928","08","20","Brazil","Amazonas","Manaus",NA,"-60.025","-3.1019",NA,NA,NA,NA,"NY02618723","NY02618723_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2930630' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","602364","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","T. M. Koyama",NA,NA,NA,"T. S. dos Santos","3059","1975","10","19","Brazil","Bahia",NA,"Km 3 a 8 do ramal que liga o Km 41 à Lomanto Junior.",NA,NA,NA,NA,NA,NA,"NY00602364","NY00602364_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648931' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","637008","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","W. W. Thomas",NA,NA,NA,"R. Haase","658","1985","08","29","Bolivia","La Paz","Abel Iturralde","Luisita. Sabana húmeda, W del Rio Beni. Bajio del Rio Beni.","-67.25","-13.08",NA,NA,"180","180","NY00637008",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648918' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 16:07:00-03","NY","NYBG","637009","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata",NA,"G. Davidse",NA,NA,NA,"C. H. Dodson","14561","1984","07","27","Ecuador","Esmeraldas",NA,"Km 102, Esmeraldas-La Tola, a lado de la carretera.",NA,NA,NA,NA,"5","5","NY00637009",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648910' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","602383","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","C. Kozera",NA,NA,NA,"C. Kozera","562","1997","06","15","Brazil","Paraná","Matinhos","Balneário Praia Grande.","-48.53","-25.83",NA,NA,NA,NA,"NY00602383","NY00602383_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648921' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","602354","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","T. M. Koyama",NA,NA,NA,"R. M. Harley","16920","1974","03","07","Brazil","Bahia",NA,"26 km. North West of Lagoinha (which is 5.5 km. S.W. of Delfino) on side road to Minas do Mimoso. Serra do Curral Feio.","-41.38","-10.27",NA,NA,"650","650","NY00602354","NY00602354_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648942' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
