"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet","sex"
"1","2021-04-05 14:33:25-03","UNESC","CRI","348","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","R. Trevisan","2011","08","17","Vanilde C. Zanette; V. P. Boff","714","1986","04","25","Brasil","Santa Catarina","Tubarão","Banhado da Estiva.","-49.007222","-28.467222","49º0'26''W","28º28'2''S","11","11","CRI002041","CRI002041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-23 10:38:39-03","E","E","208392","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata",NA,NA,NA,NA,NA,"Harley, R.M.","21950","1980","04","29","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00208392",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:219942","<a href=http://data.rbge.org.uk/herb/E00208392 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","602694","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","brasiliensis","Fuirena brasiliensis","Palla","R. Gross",NA,NA,NA,"A. Usteri","9288","1907","07","25","Brazil","São Paulo",NA,"Guarujá, S.Paulo.",NA,NA,NA,NA,NA,NA,"NY00602694","NY00602694_01","South America","sheet",NA,"Ex.Herv.da Esc.Polyt.de S. Paulo, n° 12b. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=344178' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","602696","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","glomerata","Fuirena glomerata","Rottb.","T. M. Koyama",NA,NA,NA,"H. S. Irwin","31311","1971","03","02","Brazil","Bahia",NA,"Ca. 10 km W. of Barreiras. Valley of the Rio das Ondas.",NA,NA,NA,NA,"500","500","NY00602696","NY00602696_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14551' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","602695","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","glomerata","Fuirena glomerata","Rottb.","T. M. Koyama",NA,NA,NA,"H. S. Irwin","30857","1971","02","23","Brazil","Bahia",NA,"Wet ground near Riachao. Ca. 26 km N. of Seabra, road to Agua de Rega, near Rio Riachao. Serra da Agua de Rega.",NA,NA,NA,NA,"1000","1000","NY00602695","NY00602695_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14550' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","636992","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","glomerata","Fuirena glomerata","Rottb.","T. M. Koyama",NA,NA,NA,"W. Rodrigues","9300","1974","05","25","Brazil","Amazonas",NA,"Estrada Manaus - Caracaraí, km 130, campina das pedras.","-60.086031","-1.8595815",NA,NA,NA,NA,"NY00636992","NY00636992_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14552' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","602381","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","L. T. Eiten",NA,NA,NA,"G. Eiten","6181","1965","02","17","Brazil","São Paulo","Cananéia","About 1 km NE along east shore of Cananeia Island from city of Cananeia.","-47.92","-25",NA,NA,"1","1","NY00602381","NY00602381_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648912' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","602372","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,NA,NA,NA,"M. Alves","2054","2000","06","15","Brazil","Sergipe","Santa Luzia do Itanhi","Estrada em direçao ao distrito de Crasto, a 1 Km, Fazenda do Sr. Jorge após o coqueiral - Mata do Fundao.","-37.4033","-11.3511",NA,NA,NA,"50","NY00602372","NY00602372_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648952' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00925853","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,NA,NA,NA,"J. Evangelista de Oliveira","476","1941","06","23","Brazil","Minas Gerais","Tombos","Fazenda da Cachoeira.","-42.0228","-20.9047",NA,NA,NA,NA,"NY00925853","NY00925853_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001908' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","02618689","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,NA,NA,NA,"P. J. M. Maas","437","1971","09","13","Brazil","Amazonas","Manaus","Parque 10, swampy area in disturbed forest.","-60.0063694","-3.0786429",NA,NA,NA,NA,"NY02618689","NY02618689_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2930284' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","00925867","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","T. M. Koyama",NA,NA,NA,"W. R. Anderson","9772","1973","05","05","Brazil","Mato Grosso",NA,"Eastern base of mountain ca. 9 km NE of Barra do Garças","-52.19058","-15.82579",NA,NA,"450","500","NY00925867","NY00925867_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001981' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","602385","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","T. M. Koyama",NA,NA,NA,"L. A. Mattos Silva","890","1980","06","18","Brazil","Bahia","Santa Cruz Cabrália","Rodovia antiga que liga a Estaçao Ecológica do Pau - brasil à S. C. Cabrália, km 2 a 9.","-39.0638664","-16.302668",NA,NA,NA,NA,"NY00602385","NY00602385_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648941' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","602386","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","J. J. Bruhl",NA,NA,NA,"K. Mizoguchi","376","1978","02","07","Brazil","São Paulo","Itanhaém","Gaibota, on sandy soil by road side.","-46.834771","-24.201377",NA,NA,NA,NA,"NY00602386","NY00602386_01","South America","sheet",NA,"Herb. Oomoto Kameyama Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648925' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","634427","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","W. W. Thomas",NA,NA,NA,"S. C. de Sant'Ana","829","2000","05","18","Brazil","Bahia","Ilhéus","Ca 19 km de Ilhéus, na BA-001 trecho Ilhéus/Serra Grande. Grutas de Ponta da Tulha","-39.0569973","-14.5940494",NA,NA,NA,NA,"NY00634427",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648917' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","517224","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","D. R. Simpson",NA,NA,NA,"A. M. V. de Carvalho","3183","1990","04","29","Brazil","Bahia","Ilhéus","Ca. 25 km na estrada Ilheús/Una","-39.0000325","-14.9904368",NA,NA,NA,NA,"NY00517224","NY00517224_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648926' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02618730","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,NA,NA,NA,"G. T. Prance","2281","1966","09","12","Brazil","Amazonas","Manaus","Cachoeira baixa do Tarumã, 16 km north of Manaus. Capoeira on low wet ground.","-60.0962609","-2.8743255",NA,NA,NA,NA,"NY02618730","NY02618730_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2930637' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","602380","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","T. M. Koyama",NA,NA,NA,"D. S. D. de Araújo","1374","1976","11","29","Brazil","Rio de Janeiro","Itaboraí","Rio Guaraí.","-42.8592","-22.7444",NA,NA,NA,NA,"NY00602380","NY00602380_01","South America","sheet",NA,"FEEMA Departamento de Conservaçao Ambiental Tijuca Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648929' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2017-08-01 15:12:00-03","NY","NYBG","02618731","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata",NA,NA,NA,NA,NA,"M. J. P. Pires-O'Brien","942","1986","05","13","Brazil","Pará","Almeirim","Mt. Dourado, Bloco Pacanari, área 40. Plantação de Eucalyptos (1-1,2 m.) em segunda rotação após Gnelina arborea Roxby.","-52.75","-0.583",NA,NA,NA,NA,"NY02618731","NY02618731_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2930638' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","602369","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,NA,NA,NA,"R. P. Belém","1060","1965","05","19","Brazil","Bahia",NA,"Una - Mata litorânea.","-39.076046","-15.295146",NA,NA,NA,NA,"NY00602369","NY00602369_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648958' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","602391","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,NA,NA,NA,"W. Hoehne","278","1932","12","27","Brazil","São Paulo",NA,"Cidade Jardim S. Paulo","-46.698324","-23.591462",NA,NA,NA,NA,"NY00602391","NY00602391_01","South America","sheet",NA,"Comp. mat. S.B.I. Biol. N° 278 do herb. W. Hoehne coll. et det. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648954' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02618691","PreservedSpecimen","Plantae","Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.",NA,NA,NA,NA,"C. C. Berg","P19506","1973","11","13","Brazil","Amazonas",NA,"Along Manaus-Caracaraí Road, km 130.","-60.086031","-1.8595815",NA,NA,NA,NA,"NY02618691","NY02618691_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2930287' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
