"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"145","2020-11-04 11:17:56-03","ESALQ","ESA","33411","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"Gandolfi, S. et al.","1991","04","05","Brasil","São Paulo","São Pedro",NA,"-47.9099998474121","-22.5400009155273",NA,NA,NA,"ESA033411","ESA033411",NA,NA,"19379","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-11-04 11:17:56-03","ESALQ","ESA","88951","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perk",NA,NA,NA,NA,"Viani, R.A.G. et al.","2002","09","05","Brasil","São Paulo","Sertãozinho",NA,"-47.9900016784668","-21.1299991607666",NA,NA,NA,"ESA088951","ESA088951",NA,NA,"19376","auto","314.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-11-04 11:17:56-03","ESALQ","ESA","45860","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perk.",NA,NA,NA,NA,"Árbocz, G.F.; Ivanauskas, N.M.; Silva, M.M.R.","1997","06","07","Brasil","Mato Grosso","Alta Floresta","Adjacências do Hotel Floresta Amazônica. Floresta Ombrófila Aberta. Relevo suave ondulado. Solo tipo Podzólico.","-56.0861015319824","-9.87555980682373",NA,NA,"Árvore 12m. Frutos imaturos verdes.","ESA045860","ESA045860",NA,NA,"109392","auto","3987.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-11-04 11:17:56-03","ESALQ","ESA","45861","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perk.",NA,NA,NA,NA,"Ivanauskas, N.M.; Árbocz, G.F.; Silva, M.M.R.","1997","06","06","Brasil","Mato Grosso","Nova Bandeirantes","Estrada de acesso a Nova Bandeirantes. Floresta Ombrófila Aberta. Relevo suave ondulado. Solo tipo Podzólico.","-57.8106002807617","-9.8497200012207",NA,NA,"Árvore de 8m. Frutos verdes.","ESA045861","ESA045861",NA,NA,"128442","auto","2052.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-11-04 12:15:57-03","ESALQ","ESA","133818","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"J.S. Silva; M.F. Silveira; R.T. Queiroz; A.J.C. Silva; L.C. Garcia","2009","04","20","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre. Trilha do palmito na Guarda da Jaguatirica em direção ao rio Tibagi.","-50.6156005859375","-24.3239002227783","504229","240453","Árvore de 10m com frutos imaturos verdes.","ESA133818","ESA133818",NA,NA,"35037","auto","645.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-11-04 11:17:56-03","ESALQ","ESA","45862","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perk.",NA,NA,NA,NA,"Assis, M.C.; Árbocz, G.F.; Silva, M.R.; Zanella, J.","1997","07","04","Brasil","Mato Grosso","Aripuanã","Margem da MT-420 a 42,4km da cidade em direção a Juruena. Floresta Ombrófila alterada pela retirada de madeira. Relevo plano. Solo tipo latossolo.","-59.459400177002","-10.1667003631592","-59,249,167","-10,266,111","Árvore de 25m. Frutos imaturos verdes.","ESA045862","ESA045862",NA,NA,"273871","auto","484.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-11-04 12:15:57-03","ESALQ","ESA","133291","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"Toledo, C.A.P.; Rodrigues, M. C.; Vidal, C. Y.; Bochorny, T.; Pereira, L. C. S. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","06","07","Brasil","São Paulo","Mombuca","Mata do Pinheirinho. Fragmento de Floresta Estacional Semidecidual conservado.","-47.6603","-2318.9","-47.6603","-2318.9","Árvore, frutos verdes, com látex.","ESA133291","ESA133291",NA,NA,NA,NA,"154.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-11-04 11:17:56-03","ESALQ","ESA","22000","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perk.","Rodrigues, R.R. & Souza, V.C.",NA,NA,NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1994","06","28","Brasil","São Paulo","São José do Barreiro","Serra da Bocaina. Mata de altitude.","-445.822",NA,"-445,822","-2,266,475","Arbusto, 1,5 m alt.; botões verdes. Borda.","ESA022000","ESA022000",NA,NA,NA,NA,"2616.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-11-04 12:15:57-03","ESALQ","ESA","133085","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Souza, V. C.; Rodrigues, R. R.; Ivanauskas, N. M. & Tamashiro, J. Y.","2015","07","09","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","07","03","Brasil","São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual, próxima à área de agropecuária.","-47.82393","-22.7782","-47.82393","-22.7782","Árvore.","ESA133085","ESA133085","553","553",NA,NA,"136.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-11-04 11:17:56-03","ESALQ","ESA","49642","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"Nave, A.G. et al.","1997","07","15","Brasil","Mato Grosso","Cláudia",NA,"-54.8913993835449","-11.5152997970581",NA,NA,NA,"ESA049642","ESA049642",NA,NA,"67814","auto","1625.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-11-04 11:17:56-03","ESALQ","ESA","51863","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,"Maria, V.R.B.",NA,NA,NA,"Maria, V.R.B.",NA,NA,NA,"Brasil","Mato Grosso do Sul","Bonito",NA,"-56.4818992614746","-21.1210994720459",NA,NA,NA,"ESA051863",NA,NA,NA,"71352","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-11-04 11:17:56-03","ESALQ","ESA","28082","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"Leoni, L.S.","1996","02","13","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105",NA,NA,NA,"ESA028082","ESA028082",NA,NA,"21645","auto","3217.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-11-04 11:17:56-03","ESALQ","ESA","36568","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"Carvalho, P.E.","1984","06","15","Brasil","Paraná","Cascavel",NA,"-53.4552993774414","-24.9557991027832",NA,NA,NA,"ESA036568","ESA036568",NA,NA,"47841","auto","164.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-11-04 11:17:56-03","ESALQ","ESA","5892","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Vieira, A.O.S.","1985","01","01","Rodis, L.A.C. et al.","1985","05","30","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,"ESA005892","ESA005892",NA,NA,"63728","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-11-04 12:15:57-03","ESALQ","ESA","136303","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","J.O. Mendonça-Junior","2014","05","20","J.O. Mendonça-Junior","2014","05","20","Brasil","Rio de Janeiro","Cambuci",NA,"-41.9110984802246","-21.5753002166748",NA,NA,NA,"ESA136303",NA,NA,NA,"29128","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-11-04 11:17:56-03","ESALQ","ESA","37257","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"Jarenkow, J.A.","1993","03","11","Brasil","Santa Catarina","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,"ESA037257","ESA037257",NA,NA,"27000","auto","2360.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-11-04 11:17:56-03","ESALQ","ESA","22018","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perk.","Lima, R.B.",NA,NA,NA,"Tamashiro, J.Y. et al.","1995","05","09","Brasil","São Paulo","Águas de Lindóia",NA,"-46.6300010681152","-22.4699993133545",NA,NA,NA,"ESA022018","ESA022018",NA,NA,"8148","auto","1042.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-11-04 11:17:56-03","ESALQ","ESA","99164","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,"Aguirre, G.H. et al.",NA,NA,NA,"Aguirre, G.H.","2007","03","23","Brasil","São Paulo","Araras",NA,"-47.3800010681152","-22.3500003814697",NA,NA,NA,"ESA099164","ESA099164",NA,NA,"22739","auto","609.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-11-04 11:17:56-03","ESALQ","ESA","6033","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Rodrigues, R.R.",NA,NA,NA,"Durigan, G.","1987","06","19","Brasil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,NA,NA,"ESA006033","ESA006033",NA,NA,"23972","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-11-04 11:17:56-03","ESALQ","ESA","33516","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"Gandolfi, S. ; Antoniolli, F.C.","1994","08","25","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,"ESA033516","ESA033516",NA,NA,"23900","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-11-04 11:17:56-03","ESALQ","ESA","110011","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"Franco, G.A.D.C. ; Furlan, E.",NA,NA,NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,"ESA110011","ESA110011",NA,NA,"23314","auto","4576.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-11-04 11:17:56-03","ESALQ","ESA","39403","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"Rozza, A.F. ; Nave, A.G.","1995","08","25","Brasil","São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697",NA,NA,NA,"ESA039403","ESA039403",NA,NA,"26922","auto","93.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-11-04 11:17:56-03","ESALQ","ESA","64178","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"Souza, J.P.","1998","05","14","Brasil","São Paulo","Monte Mor",NA,"-47.310001373291","-22.9400005340576",NA,NA,NA,"ESA064178","ESA064178",NA,NA,"12206","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-11-04 11:17:56-03","ESALQ","ESA","12841","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"Ivanauskas, N.M.","1993","01","14","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA012841","ESA012841",NA,NA,"44778","auto","127.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-11-04 11:17:56-03","ESALQ","ESA","17245","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"Gandolfi, S. et al.","1992","02","26","Brasil","São Paulo","São Pedro",NA,"-47.9099998474121","-22.5400009155273",NA,NA,NA,"ESA017245",NA,NA,NA,"19379","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-11-04 11:17:56-03","ESALQ","ESA","17246","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,NA,NA,NA,NA,"Gandolfi, S. et al.","1991","07","27","Brasil","São Paulo","São Pedro",NA,"-47.9099998474121","-22.5400009155273",NA,NA,NA,"ESA017246","ESA017246_1 ESA017246_2",NA,NA,"19379","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-11-04 11:17:56-03","ESALQ","ESA","45863","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perk.","Lopes, R.F.",NA,NA,NA,"Nave, A.G.; Dário, F.R.; Lopes, R.F.; Bertani, D.F.","1997","09","10","Brasil","Mato Grosso","Pontes e Lacerda","Quinto braço da Mineradora Santa Elina. Floresta Estacional Semidecidual. Interior de Floresta, com passagem de fogo, afloramentos rochosos.","-59.3353004455566","-15.2260999679565","-59,754,444","-14,630,833","Arbóreo. Altura de 12,0 m e com fruto marrom, semente preta.","ESA045863","ESA045863",NA,NA,"110136","auto","2040.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-01-14 15:33:23-03","MN","R","8142","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa subsp.reitzii","(M.C. Johnst.) Borhidi","Lima, R.","2001","08",NA,"Glaziou, A.F.M.; Netto, L.S.M.; Fortunato, R.H.; Rangel, E. dos S. & Schwacke, C.A.W.","1879","06","21","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008142","R000008142_001",NA,NA,NA,NA,"1307",NA,NA,NA,NA,NA,"subsp.reitzii",NA,NA,NA,NA,NA,NA
"173","2021-01-14 15:33:23-03","MN","R","74381","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa var.reitzii","(M.C. Johnst.) M.C. Johnst.","Lima, R.","1996","05","30","Freire Allemão, F. 317; Cysneiros, M.",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010052697","R010052697_001 R010052697_002 R010052697_003 R010052697_004 R010052697_005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"var.reitzii",NA,NA,NA,NA,NA,NA
"174","2019-11-05 15:43:23-03","IPA","IPA","75722","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Cano, O.","2011","08","16","Soares, J.","1976","10","12","Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,"Árvore ca. 3m de altura por 6cm de diametro na base flores pequenas, semente arroxeadas, sem perfume.","IPA0075722",NA,NA,NA,"18865","auto","75","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-02-15 11:49:08-02","IPA","IPA","68888","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Cano, O.","2004","11","04","Sobrinho, M.S.","2004","07","14","Brasil","Pernambuco","São Lourenço da Mata","Tapacurá","-35.0182991027832","-8.00222015380859",NA,NA,"Arbustivo, flor verde.","IPA0068888",NA,NA,NA,"21764","auto","600","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-02-15 11:49:07-02","IPA","IPA","40726","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"Weberbauer, A.",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,"Herb. B","IPA0040726",NA,NA,NA,NA,NA,"3623","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-07-26 11:41:06-03","IPA","IPA","42283","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Carvalho, L.F.","1975",NA,NA,"Silva, J.F. da","1975","03","05","Brasil","Rio de Janeiro",NA,"Jardim Botânico.",NA,NA,NA,NA,"Hábito: árvore com ca 8 m alt. Cultivada no Parque","IPA0042283",NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-07-26 11:41:06-03","IPA","IPA","63141","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Rita Pereira","2003","08",NA,"Rita Pereira; et al.; et al.","2003","05","22","Brasil","Pernambuco","Moreno","Reserva Ecológica de Carnijó. No lado esquerdo da Trilha da Natureza, próximo do riacho.","-35.0922012329102","-8.11861038208008",NA,NA,"N.V.: Suruagi. Árvore ca. De 7 m de altura. Flores esverdeadas. Inflorescências na base da folha.","IPA0063141",NA,NA,NA,"15458","auto","FRC-142","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-07-26 11:41:06-03","IPA","IPA","61895","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Costa e Silva, M.B.","2001","04",NA,"Ferreira, C.","1994","06","14","Brasil","Pernambuco","Recife","Av. Gal. San Martin - Campus do IPA.","-34.8810997009277","-8.05389022827148",NA,NA,"Nome vulgar: Suruagi.","IPA0061895",NA,NA,NA,"18865","auto","61895","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-02-15 11:49:08-02","IPA","IPA","57889","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"Bocage, A.; et al.; et al.","1995","03","28","Brasil","Pernambuco","Recife","Jardim Botânico do Curado.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"IPA0057889",NA,NA,NA,"18865","auto","322","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-07-26 11:41:06-03","IPA","IPA","75027","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Cano, O.","2008","10","30","Soares, J.","1965","11","04","Brasil","Pernambuco","Recife","Mata de Dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,NA,"Árvore com mais ou menos 5m. de altura por mais ou menos 25cm. de diâmetro na base.Flores pequenas, amareladas.","IPA0075027",NA,NA,NA,"18865","auto","75027","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-07-26 11:41:06-03","IPA","IPA","32059","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Lima, R.","1984","08",NA,"Lima, R.; Barreto, R.; Barreto, R.","1984","09","15","Brasil","Pernambuco","São Lourenço da Mata","Reserva Ecológica de Tapacurá.","-35.0182991027832","-8.00222015380859",NA,NA,"Nome vulgar: Suruagi. Hábito: árvore ca 7-8 Fruto: castanho, semente negra, lustrosa. Madeira boa para obras internas e externas, inclus","IPA0032059",NA,NA,NA,"21764","auto","CFPE-666","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-02-15 11:49:07-02","IPA","IPA","42112","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Rossi, L.","1982",NA,NA,"Rossi, L.","1980","03","20","Brasil","São Paulo","São Paulo","Capital, Butantã. Mata da Cidade Universitária da USP.","-46.6300010681152","-23.5400009155273",NA,NA,"Hàbito: arvoreta. Flor: externamente ferrugínea e internamente verde","IPA0042112",NA,NA,NA,"53584","auto","184","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-07-26 11:41:06-03","IPA","IPA","42123","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","Lima, R.","1984","12",NA,"Kuhlmann, J.G.","1935","01","25","Brasil","Minas Gerais","Viçosa","Escola de Agricultura.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"IPA0042123",NA,NA,NA,"13937","auto","s.n.","Southern America",NA,NA,"Plantae",NA,"reitzii",NA,NA,NA,NA,NA,NA
"185","2019-02-15 11:49:08-02","IPA","IPA","12046","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","Rita Pereira","1982","03",NA,"Andrade-Lima","1959","08","07","Brasil","Pernambuco","Goiana","Esconso.","-35.002498626709","-7.56056022644043",NA,NA,"Nome vulgar: Suruagi. Hábito: árvore ca 5- Flor: amarelo-esverdeado.","IPA0012046",NA,NA,NA,"22853","auto","59-3371","Southern America",NA,NA,"Plantae",NA,"reitzii",NA,NA,NA,NA,NA,NA
"186","2019-07-26 11:41:06-03","IPA","IPA","14491","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","Lima, R.","1984","09",NA,"Giulietti, A.M.","1967","12","21","Brasil","Pernambuco","Goiana","Ponta de Pedra, Povoação São Lourenço, perto da estrada para Carne de Vaca.","-35.002498626709","-7.56056022644043",NA,NA,"Fruto: castanho escuro.","IPA0014491",NA,NA,NA,"22853","auto","67","Southern America",NA,NA,"Plantae",NA,"reitzii",NA,NA,NA,NA,NA,NA
"187","2019-02-15 11:49:09-02","IPA","IPA","6808","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","Rita Pereira","1982","03",NA,"Pickel, B.","1932","07","09","Brasil","Pernambuco","São Lourenço da Mata","Tapera","-35.0182991027832","-8.00222015380859",NA,NA,NA,"IPA0006808",NA,NA,NA,"21764","auto","3041","Southern America",NA,NA,"Plantae",NA,"reitzii",NA,NA,NA,NA,NA,NA
"188","2019-02-15 11:49:09-02","IPA","IPA","4291","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","Killip.","1933","01",NA,"Pickel, B.","1932","07","09","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento. Em campo aberto, num roçado.","-35.0182991027832","-8.00222015380859",NA,NA,"Hàbito: árvore esgalhada.","IPA0004291",NA,NA,NA,"21764","auto","3041","Southern America",NA,NA,"Plantae",NA,"reitzii",NA,NA,NA,NA,NA,NA
"189","2019-02-15 11:49:09-02","IPA","IPA","24602","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","Lima, R.","1984","08",NA,"Jordy Filho, S.","1979","08","30","Brasil","Ceará",NA,"Baturité. 04º 20' LAT S e 38º 54ILONG W GR.",NA,NA,NA,NA,"Nome vulgar: Sabiá-da-mata. Hábito: árvore e Fruto: verde. Auseência de exsudato.","IPA0024602",NA,NA,NA,NA,NA,"90","Southern America",NA,NA,"Plantae",NA,"reitzii",NA,NA,NA,NA,NA,NA
"190","2019-02-15 11:49:09-02","IPA","IPA","42246","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","Carvalho, L.F.","1973",NA,NA,"Sucre, D.","1972","11","25","Brasil","Rio de Janeiro",NA,"Guanabara, Floresta da Tijuca. Esquilos; ca 440 msm.",NA,NA,NA,NA,NA,"IPA0042246",NA,NA,NA,NA,NA,"8527","Southern America",NA,NA,"Plantae",NA,"reitzii",NA,NA,NA,NA,NA,NA
"191","2019-02-15 11:49:09-02","IPA","IPA","42254","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","Carvalho, L.F.","1968",NA,NA,"Duarte, A.P.","1961","04","04","Brasil","Rio de Janeiro",NA,"Rio de Janeiro, silvestre.",NA,NA,NA,NA,"Hábito: árvore de porte médio à grande, prodruz ma","IPA0042254",NA,NA,NA,NA,NA,"5545","Southern America",NA,NA,"Plantae",NA,"reitzii",NA,NA,NA,NA,NA,NA
"192","2019-02-15 11:49:09-02","IPA","IPA","42260","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","Lima, R.","1984","12",NA,"Amaral, D.","1978","07","25","Brasil","Mato Grosso",NA,"Fazenda Furnas de Sararé.",NA,NA,NA,NA,"Hábito: árvore ca 15 m alt. E 10 cm diâmetro do fu Fruto: jovem de coloração verde. Frequência fraca. Vegetação floresta aberta com ci","IPA0042260",NA,NA,NA,NA,NA,"123","Southern America",NA,NA,"Plantae",NA,"reitzii",NA,NA,NA,NA,NA,NA
"193","2019-07-26 11:41:06-03","IPA","IPA","42124","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","Lima, R.","1984","12",NA,"Duque, D.G.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,"IPA0042124",NA,NA,NA,"13937","auto","s.n.","Southern America",NA,NA,"Plantae",NA,"reitzii",NA,NA,NA,NA,NA,NA
"194","2019-07-26 11:41:06-03","IPA","IPA","42259","S","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","Lima, R.","1985","01",NA,"Guasque, L.K.","1979","04","28","Brasil","Paraná","Cruzeiro do Sul","Fazenda Araxá.","-52.1605987548828","-22.9619007110596",NA,NA,NA,"IPA0042259",NA,NA,NA,"14271","auto","s.n.","Southern America",NA,NA,"Plantae",NA,"reitzii",NA,NA,NA,NA,NA,NA
