"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"51","2020-06-29 09:30:36-03","UFRRJ","RBR","18030","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"P. Germano-Filho","132",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, vertente oeste da Serra. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00018030","RBR00018030",NA,"1995","08","23","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-06-29 09:30:36-03","UFRRJ","RBR","42967","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"L.H. Soares",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar P8-03.","-43.536389","-23.047778",NA,NA,"RBR00042967",NA,"A. Quinet","2015","06","12",NA,NA,NA,NA,NA,NA,NA,"43º32'11''W","23º2'52''S",NA,NA,NA,NA
"53","2020-06-29 09:30:36-03","UFRRJ","RBR","43756","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"T.P.P. Alverga",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","PEPB. Inventário complementar F21/80.","-43.444722","-22.940556",NA,NA,"RBR00043756",NA,"T.P.P. Alverga","2014","05","22",NA,NA,NA,NA,NA,NA,NA,"43º26'41''W","22º56'26''S",NA,NA,NA,NA
"54","2020-06-29 09:30:36-03","UFRRJ","RBR","43761","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"T.P.P. Alverga",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","PEPB. Inventário complementar F21-28.","-43.444722","-22.940556",NA,NA,"RBR00043761",NA,"T.P.P. Alverga","2014","05","22",NA,NA,NA,NA,NA,NA,NA,"43º26'41''W","22º56'26''S",NA,NA,NA,NA
"55","2020-06-29 09:30:36-03","UFRRJ","RBR","27977","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"W. Silva","11",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Deserto. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00027977","RBR00027977","A. Quinet","2002","11","18","25743","auto","2015","10","20",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-06-29 09:30:36-03","UFRRJ","RBR","25975","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"H.C. Rodrigues","s.n.",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 1. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00025975","RBR00025975",NA,"1994","03","21","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-06-29 09:30:36-03","UFRRJ","RBR","25979","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"H.C. Rodrigues","s.n.",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 6. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00025979","RBR00025979",NA,"1994","08","20","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-06-29 09:30:36-03","UFRRJ","RBR","25976","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"H.C. Rodrigues","s.n.",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 6. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00025976",NA,NA,"1994","06","11","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-06-29 09:30:36-03","UFRRJ","RBR","18031","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"I.M. Silva","390",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00018031","RBR00018031","A. Quinet","1995","07","12","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-06-29 09:30:36-03","UFRRJ","RBR","25977","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"H.C. Rodrigues","s.n.",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00025977","RBR00025977",NA,"1994","06","11","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-06-29 09:30:36-03","UFRRJ","RBR","25978","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"H.C. Rodrigues","s.n.",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00025978","RBR00025978",NA,"1994","06","25","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-06-29 09:30:36-03","UFRRJ","RBR","25980","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"H.C. Rodrigues","s.n.",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00025980","RBR00025980",NA,"1994","08","20","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:30:46-03","MBM","MBM","279168","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Moraes, P.L.R. de","2156","Southern America","Brazil","Rio de Janeiro",NA,"Serra da Estrela, Magé - Petrópolis",NA,NA,NA,NA,"MBM279168","MBM279168","Moraes, P.L.R. de","2000","07","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:30:46-03","MBM","MBM","425535","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Gaui, T.D.","438","Southern America","Brazil","Rio de Janeiro","Piraí","Conglomerado 21-1-7-53","-43.83","-22.77",NA,"Árvore, com 9m alt. Base digitada. Casca interna amarelada e externa marrom, fina, lisa, lenticelada, com odor agradável quando cortada. Botões verdes. Nome vulgar: Canela-sassafrás.; Floresta Ombrófila Densa. Vegetação secundária em","MBM425535",NA,"Quinet, A.","2015","10","14",NA,NA,"2016","09","30",NA,NA,"-43.83","-22.77",NA,NA,NA,NA
"65","2020-12-21 16:30:46-03","MBM","MBM","410089","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Silva Neto, S.J.; Silva, I.M.; Silva, W. da; Silva, I.M.; Silva, W. da","1587","Southern America","Brazil","Rio de Janeiro","Nova Iguaçu","Estrada para Itacolomi.","-43.451099395752","-22.7591991424561",NA,"Árvore ciófila, ca. de 15 m de alt.; odor pouco intenso; folhas breve discolores cartáceas; botões muito jovens esverdeados.; Interior da mata.","MBM410089","MBM410089","Quinet, A.","2001","12","14","25743","auto","2002","10","08",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:30:46-03","MBM","MBM","318190","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Silva, W. da","11","Southern America","Brazil","Rio de Janeiro","Nova Iguaçu","Região SE, Reserva Biológica do Tinguá. Estrada do deserto","-43.451099395752","-22.7591991424561",NA,"Árvore ciófila ca. 15m, DAP 18 cm, folhas concolores cartáceas; botões verdes, flores amarelas.","MBM318190","MBM318190","Moraes, P.","2002","11","18","25743","auto","2009","05","05",NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-09-24 16:59:47-03","MNHN","RECOLNAT_MNHN_P","P00221228","PreservedSpecimen",NA,NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,"Rio Novo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00221228' target='other'> <mi>dwc_moreinfo</mi></a>","P00221228","P00221228_01","Kostermann","1894","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10924",NA
"68","2016-11-17 14:38:02-02","MNHN","RECOLNAT_MNHN_P","P02010126","PreservedSpecimen",NA,NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Moraes, P.L.R.",NA,NA,"Brasil","Rio de Janeiro",NA,"Serra da Estrela, Magé/Petrópolis.","-43.20028","-22.56944","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02010126' target='other'> <mi>dwc_moreinfo</mi></a>","P02010126","P02010126_01",NA,"2001","6","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2454",NA
"69","2020-12-11 11:37:00-03","UFMG","BHCB","94282","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Ferreira, RM; França, GS; Martins, A; Sgarbi, FA","75","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti.","-43.365333","-19.892556",NA,"Arbóreo, 8m, frutos imaturos verdes, Vertedouro","BHCB002339","BHCB002339",NA,"2005","02","21",NA,NA,NA,NA,NA,NA,NA,"-43.365333","-19.892556",NA,NA,NA,NA
"70","2020-12-11 11:37:00-03","UFMG","BHCB","843","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,NA,"10924","Southern America","Brasil","Minas Gerais","Rio Novo",NA,"-43.125301361084","-21.4575004577637",NA,NA,NA,NA,NA,"1904",NA,NA,"14119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:37:00-03","UFMG","BHCB","44201","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Oliveira, PP de","s.n.","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,"1997","11","19","17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:37:00-03","UFMG","BHCB","45066","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Oliveira, PP de","s.n.","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,"1997","11","17","17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:37:00-03","UFMG","BHCB","46848","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Tameirão Neto, E","s.n.","Southern America","Brasil","Minas Gerais","Mariana","UHE Caldeirões. Rio Gualaxo do Sul.","-43.4160995483398","-20.377799987793",NA,"Arbóreo.",NA,NA,NA,"1998","04","05","33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-07-01 03:33:00-03","MO","MOBOT","1841649","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"R.M. Castro","Castro 640","South America","Brazil","Minas Gerais",NA,"Descoberto. Reserva Biológica da Represa do Grama. No declive. No interior da floresta.",NA,NA,NA,NA,NA,NA,"P. de Moraes","2001","12","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2014-12-13 22:00:00-02","MO","MOBOT","1841856","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"G. S. França|J.R. Stehmann","França 152","South America","Brazil","Minas Gerais",NA,"Paraíso: Entre Pedra Sào Domingos e bairro Pessegueiro. Próximo à estrada.","-45.97083","-22.68694",NA,NA,NA,NA,NA,"2000","10","14",NA,NA,NA,NA,NA,"1660.00000000",NA,NA,NA,NA,NA,NA,NA
"76","2015-04-12 20:50:00-03","MO","MOBOT","1841887","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Reyjane P. de Oliveira","Oliveira 265 A","South America","Brazil","Rio de Janeiro",NA,"Hobitat: Morro. Reserva Biológica União, Rio das Ostras. Trilha 6.",NA,NA,NA,NA,NA,NA,"P. de Moraes","1997","11","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2014-05-27 14:51:00-03","MO","MOBOT","3126857","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Jorge P. Carauta","Carauta 6209","South America","Brazil","Rio de Janeiro",NA,"Resence, em área uas indústrias Nucleares do Brasil-Noclbras, perto do Reservatório do Funil.",NA,NA,NA,NA,NA,NA,"H. van der Werff","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2009-10-26 23:35:00-02","MO","MOBOT","3126879","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Ludwig Riedel","Riedel s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carl Mez 87-88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-04-12 20:50:00-03","MO","MOBOT","3128663","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Reyjane P. de Oliveira","Oliveira 391","South America","Brazil","Rio de Janeiro",NA,"Morro, Reserva Biológica União, Rio das Ostrad-",NA,NA,NA,NA,NA,NA,"P.L. Rodrigues de Moraes","1997","11","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2012-07-28 05:08:00-03","MO","MOBOT","3249604","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"* SILVA","SILVA 305","South America","Brazil","Rio de Janeiro",NA,"Nova Iguaçu, Estrada para Boa Esperança.",NA,NA,NA,NA,NA,NA,NA,"1993","10","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2013-08-23 04:12:00-03","MO","MOBOT","51845","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Ariane L. Peixoto","Peixoto 3985","South America","Brazil","Rio de Janeiro",NA,"Jacarepaguà, represa de Camorin. Floresta Atlantica de encosta. Transect 1",NA,NA,NA,NA,NA,NA,"Pedro Moraes(HUEFS)","1987","1","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-1","2"
"82","2013-08-23 04:12:00-03","MO","MOBOT","51950","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Ariane L. Peixoto","Peixoto 4119","South America","Brazil","Rio de Janeiro",NA,"Jacarepagua, represa de Camorin. Floresta Atlantica de encosta. Transect 6",NA,NA,NA,NA,NA,NA,"Pedro Moraes(HUEFS)","1987","1","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-6","2"
"83","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","50339",NA,"Plantae",NA,NA,"Lauraceae","Cryptocarya","aff. micrantha","Cryptocarya aff. micrantha","Meisn.",NA,"A.D. Ferreira; P.J. Coelho","30",NA,"Brasil","Espírito Santo","Santa Teresa","RPPN Vale do Sol, Floresta Ombrófila Densa, início da trilha da divisa virada para o leste","-40.533333","-19.95",NA,"Arvoreta de 3m, DAP 1cm, com odor, frutos verdes, sépalas avermelhadas","MBML050339","MBML050339",NA,"2014","06","06",NA,NA,NA,NA,NA,NA,NA,"40W32'0","19S57'0",NA,NA,NA,NA
"84","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","14778",NA,"Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"L. Kollmann; et al","4186",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,"Arvoreto 7m. Frutos verdes.","MBML014778","MBML014778","Pedro L.R. de Moraes/2005","2001","07","12",NA,NA,NA,NA,NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA
"85","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","27610",NA,"Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2856",NA,"Brasil","Espírito Santo","Santa Leopoldina","Colina Verde (Morro Agudo), lado esquerdo, Prop.: Israel Elias Ramos.","-40.441944","-20.103333",NA,"Árvore 15m, fuste 10m, Dap 25cm, frutos verdes. Interior de mata.","MBML027610","MBML027610","P. Morales/3-2009","2006","09","13",NA,NA,NA,NA,NA,"200","200","40W26'31","20S6'12",NA,NA,NA,NA
"86","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","40203",NA,"Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"R. Guedes; et al","2215",NA,"Brasil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso","-42.85","-22.45",NA,"Árvore, ramos de acinzentados a avermelhados, folhas verdes breve discolores, flores alvo-esverdeadas. Frutos imaturos, globosos, verde-amarelados. Altura 10m.","MBML040203","MBML040203","P.L.R. Moraes/25-01-2002","1991","08","27",NA,NA,NA,NA,NA,"100","100","42W50'60","22S27'0",NA,NA,NA,NA
"87","2019-11-13 11:21:01-03","USP","SPF","198454","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Guedes, R","2215",NA,"Brasil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual do Paraíso, Coordenadas: 22°27'00''S, 42°50'00''W / 22°32'00'' S, 42°56'00'W.","-42.75","-22.283333",NA,NA,"SPF00198454",NA,"Moraes, PLR","1991","08","27",NA,NA,"2002","01",NA,"100","160","-42.75","-22.283333",NA,NA,NA,NA
"88","2019-11-13 11:21:01-03","USP","SPF","176600","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Assis, LCS","1162",NA,"Brasil","Minas Gerais","Faria Lemos","Fazenda Santa Rita, trilha principal, ca. 700m da entrada da trilha, Picada da Lagoa.","-42.057806","-20.751778",NA,NA,"SPF00176600",NA,"Assis, LCS","2006","07","04",NA,NA,"2006","11",NA,"607","607","-42.057806","-20.751778",NA,NA,NA,NA
"89","2019-11-13 11:21:01-03","USP","SPF","191212","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Borges, R","932",NA,"Brasil","Rio de Janeiro","Guapimirim","Área de estudo da Embrapa Agrobiologia.","-42.860556","-22.565278",NA,NA,"SPF00191212",NA,"Quinet, A","2009","02","15",NA,NA,"2009","05",NA,NA,NA,"-42.860556","-22.565278",NA,NA,NA,NA
"90","2019-11-13 11:21:01-03","USP","SPF","150628","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Tameirão Neto, E","2714",NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,NA,"SPF00150628",NA,"Moraes, PLR","1998","04","05","33524","auto","2002","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:21:01-03","USP","SPF","179750","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Silva Neto, SJ","1482",NA,"Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,NA,"SPF00179750",NA,"Anônimo","2001","09","14","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-13 11:21:01-03","USP","SPF","174533","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Silva Neto, SJ","305",NA,"Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,NA,"SPF00174533",NA,"Anônimo","1993","10","05","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-13 11:21:01-03","USP","SPF","175135","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Silva, W","11",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"SPF00175135",NA,"Moraes, PLR","2002","11","18","25743","auto","2010","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-13 11:21:01-03","USP","SPF","164532","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Oliveira, CAL","2288",NA,"Brasil","Rio de Janeiro","Volta Redonda",NA,"-44.1041984558105","-22.523099899292",NA,NA,"SPF00164532",NA,"Moraes, PLR","2001","11","17","16209","auto","2010","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-01-14 12:01:43-03","USP","SPF","231944","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Barretto, EHP","107",NA,"Brasil","São Paulo","São Paulo","Marsilac","-46.6300010681152","-23.5400009155273",NA,"Coordenadas:&nf;&nf;UTM: 23K, X=324079, Y=7352902","SPF00231944",NA,"Barretto, EHP","2013","12","19","53584","auto","2015","06",NA,"775","775",NA,NA,NA,NA,NA,NA
"96","2019-10-07 09:22:56-03","UEFS","HUEFS","164289","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Guedes, R.","2215",NA,"Brasil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso.","-42.833333","-22.45",NA,NA,"HUEFS0164289","HUEFS0164289",NA,"1991","08","27",NA,NA,NA,NA,NA,"100","160","42W50'0''","22S27'0''","Magnolianae",NA,NA,NA
"97","2019-09-04 18:51:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha",NA,"Isotype","L. Riedel","s.n.","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"98","2020-08-18 16:12:52-03","CEPLAC","CEPEC","146589","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha",NA,NA,"E. M. Saddi","435",NA,"Brasil","Rio de Janeiro","PIRAÍ","Parcela P24 dos estudos para o EIA do Minerioduto Bom Sucesso, MG - Itaguaí.","-43.895833","-22.5625",NA,NA,NA,NA,"A. Quinet","2011","04","16",NA,NA,NA,NA,NA,NA,NA,"43W53'45","22S33'45",NA,"30/07/2011",NA,NA
"99","2020-08-18 16:12:52-03","CEPLAC","CEPEC","145843","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha",NA,NA,"R. Guedes","2215",NA,"Brasil","Rio de Janeiro","GUAPIMIRIM",NA,"-42.9818992614746","-22.5372009277344",NA,"<ll>dwc_commonname:</ll>",NA,NA,"P. L. R. de Moraes",NA,NA,NA,"21463","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-08-18 16:12:52-03","CEPLAC","CEPEC","149640","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha",NA,NA,"S. J. S. Neto","1586",NA,"Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,"<ll>dwc_commonname:</ll>",NA,NA,"A. Quinet",NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-04 15:43:54-03","IF","SPSF","50399","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"E.H.P. Barretto","272","América do Sul","Brasil","SP","São Paulo","Marsilac, Estrada das Arapongas.","-46.6300010681152","-23.5400009155273",NA,"COLETA: Árvore de 15m de altura com folhas com face abaxial glauca, frutos verdes.; GEOGRAFIA: Estrada das Arapongas.&nf;UTM: 23K, X=324079, Y=7352909;",NA,NA,"E.H.P.Barretto","2014","04","28","53584","auto","2014","07","01","775","775",NA,NA,"Magnoliopsida",NA,NA,NA
"102","2017-09-11 17:10:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Riedel, L","s.n.",NA,"?",NA,NA,"in sylvis umbrosis circa Mandiocca",NA,NA,NA,"m. Oct.; Dryas; HABITAT: Dryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:07:19-03","IBt","SP","362932","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Moraes, PLR","2156",NA,"Brasil","Rio de Janeiro","Magé","Serra da Estrela","-43.200278","-22.569458",NA,NA,"SP054442","SP054442","Moraes, PLR","2000","07","18",NA,NA,"2000","07","18",NA,NA,"-43.200278","-22.569458",NA,NA,NA,NA
