"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","monthIdentified","dayIdentified","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","infraspecificEpithet","fieldNumber","preparationType","order","class","typeStatus","sex"
"49","2020-12-11 11:38:51-03","UFMG","BHCB","52621","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"Kamino, LHY; França, GS; Stehmann, JR","24","2000","06","20","Brasil","Minas Gerais","Camanducaia","-45.936667","-22.713889",NA,NA,NA,NA,NA,NA,"Southern America","Mata do Altair., Divisa com município de Gonçalves","-45.936667","-22.713889","1800","2000","Mata de altitude. Arbóreo, 4m. Frutos maduros pretos. Estudos de conservação e recuperação de fragmentos florestais da bacia do rio Camanducaia; Arbóreo, 4m Mata de altitude Nome Popular: Casca Preta; Frutos maduros pretos/",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:38:51-03","UFMG","BHCB","53540","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"França, GS; Kamino, LHY; Stehmann, JR","113","2000","08","23","Brasil","Minas Gerais","Camanducaia","-45.936667","-22.713889",NA,NA,NA,NA,NA,NA,"Southern America","Mata do Altair, Divisa com município de Gonçalves","-45.936667","-22.713889","1800","2000","Mata de altitude. Arbóreo Plaqueta nº258. Estudos de Conservação e Recuperação de Fragmentos Florestais da Bacia do Rio Camanducaia, Minas Gerais, Brasil",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:38:51-03","UFMG","BHCB","90561","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","2221","2004","06","22","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,NA,NA,NA,NA,"Southern America","APA Felício dos Santos","-43.283333","-18.166667","1000","1400","Interior de mata; próximo a riacho. Arbóreo. Flores brancas e odoríferas",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:38:51-03","UFMG","BHCB","83269","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,"2010",NA,"s.n.","1993","10","07","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","BHCB027202",NA,"auto","03","19","Southern America","Camarinhas",NA,NA,NA,NA,"Arbusto, flor pálida; Capoeira",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:38:51-03","UFMG","BHCB","63977","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"Stehmann, JR","2978","2001","09","20","Brasil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506","22140",NA,NA,"auto",NA,NA,"Southern America","Mata do Sr. Altair Rezende de Souza.",NA,NA,NA,NA,"Floresta Ombrófila Montana. Árvore, ca. 7m. Flores amarelas. Plantas do Brasil; Árvore, ca. 7m de altura, na floresta ombrófila montana; flores amarelas",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:38:51-03","UFMG","BHCB","41003","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"Costa, LVC","s.n.","1996","06",NA,"Brasil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506","22140",NA,NA,"auto",NA,NA,"Southern America","Monte Verde.",NA,NA,NA,NA,"Floresta ombrófila densa. Árvore, 5m",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:38:51-03","UFMG","BHCB","15710","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"Andrade, P","836","1986","11","20","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455","30417",NA,NA,"auto",NA,NA,"Southern America","Parque Estadual do Ibitipoca",NA,NA,NA,NA,"Mata ciliar (prainha). Arbustivo, 1,5m. Flor clara, masculina",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:38:51-03","UFMG","BHCB","92565","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"Mota, RC da","2686","2004","11","15","Brasil","Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555","11966",NA,NA,"auto",NA,NA,"Southern America","Serra do Caraça.",NA,NA,NA,NA,"Mata semidecídua. Arvoreta. Flores creme",NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 18:28:52-03","USP","SPF","183344","PreservedSpecimen","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lírio, EJ","2016","Assis, LCS","1037","2004","06","29","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455","30417","SPF00183344",NA,"auto","12",NA,NA,"Parque Estadual do Ibitipoca",NA,NA,NA,NA,"Árvore, ca. 4 m alt., folhas levemente discolores, face adaxial nítida, frutos imaturos verdes, maduros negros.; Mata grande. Na borda da floresta.",NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 18:28:52-03","USP","SPF","183345","PreservedSpecimen","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lírio, EJ","2016","Forzza, RC","4369","2006","11","23","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455","30417","SPF00183345",NA,"auto","12",NA,NA,"Parque Estadual do Ibitipoca, Gruta dos três arcos.",NA,NA,NA,NA,"Arvoreta, 4 m alt., folhas discolores, pedicelo e cálice verde, corola alva.",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 18:28:52-03","USP","SPF","96084","PreservedSpecimen","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Santos, IS","1998","Cordeiro, I","1307","1994","03","28","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","SPF00096084",NA,"auto","09","15",NA,"Estrada para São José dos Alpes.",NA,NA,NA,NA,"Projeto financiado pela FAPESP.; Árvore, ca. 7 m alt., frutículos castanhos.; Campos de altitudes entremeados por matas. Interior de mata.",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 18:28:52-03","USP","SPF","98799","PreservedSpecimen","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lírio, EJ","2016","Tamashiro, JY","867","1995","04","13","Brasil","São Paulo","São Bento do Sapucaí","-45.7299995422363","-22.6800003051758","18089","SPF00098799",NA,"auto","12",NA,NA,"Estacionamento da Pedra do Bauzinho.",NA,NA,NA,NA,"Árvore, 6 m alt., frutos maduros vinosos e imaturos verdes.",NA,NA,NA,NA,NA,NA,NA
"61","2019-10-07 09:23:09-03","UEFS","HUEFS","118788","PreservedSpecimen","Plantae","Angiospermae","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","A.Peixoto","2009","Stehmann, J.R.","2978","2001","09","20","Brasil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506","22140","HUEFS0118788","HUEFS0118788","auto","07",NA,NA,"Mata do Sr. Altair Rezende de Souza.",NA,NA,NA,NA,NA,NA,NA,NA,"Laurales","Magnolianae",NA,NA
"62","2019-01-25 15:42:56-02","IAC","IAC","38876","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Elton John De Lírio","2016","R.B. Torres & J. Sebastião et al.","1053","1999","12","22","Brasil","Minas Gerais","Camanducaia","-46.1447","-22.7553",NA,NA,NA,NA,"11","29",NA,"Mata do Altair","-46.1447","-22.7553",NA,NA,"Anteriormente determinado por R.B. Torres e L.D. Meireles em fevereiro de 2003.",NA,NA,NA,NA,NA,NA,NA
"63","2020-11-12 17:00:47-03","UEL","FUEL","39751","PreservedSpecimen","Plantae","Tracheophyta","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perk.) I.Samtos & Peixoto","Santos, IS","2005","Robim, MJ","638","1989","01","03","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto","08","13",NA,"Parque Estadual, Região de São José dos Alpes",NA,NA,NA,NA,NA,NA,NA,NA,"Laurales",NA,NA,NA
"64","2021-03-04 15:44:24-03","IF","SPSF","31397","PreservedSpecimen","Plantae","Magnoliophyta","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perk.) I.Santos & Peixoto","N.M.Ivanauskas","2012","A.G.Castro","247","2000","06","23","Brasil","SP","Bananal","-44.3199996948242","-22.6800003051758","26795",NA,NA,"auto","01","10","América do Sul","Estação Ecológica, Serra da Bocaina",NA,NA,"1300","1300","COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Laurales","Magnoliopsida",NA,NA
"65","2021-03-04 15:44:24-03","IF","SPSF","19349","PreservedSpecimen","Plantae","Magnoliophyta","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perk.) I.Santos & Peixoto","N.M.Ivanauskas","2012","J.Y.Tamashiro & N.M.Ivanauskas & J.P.Souza & P.H.Miyagi & R.Belinello","867","1995","04","13","Brasil","SP","Sao Bento do Sapucai","-45.7299995422363","-22.6800003051758","18089",NA,NA,"auto","01","10","América do Sul","pedra do Bauzinho, estacionamento",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 6m altura; frutos maduros vinosos e imaturos verdes.;",NA,NA,NA,"Laurales","Magnoliopsida",NA,NA
"66","2021-03-04 15:44:24-03","IF","SPSF","45396","PreservedSpecimen","Plantae","Magnoliophyta","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perk.) I.Santos & Peixoto","N.M.Ivanauskas","2012","N.M.Ivanauskas & E.Rocha & D.Souza & F.M.Souza & S.Alves","6379","2011","08","31","Brasil","SP","Bananal","-44.360278","-22.779722",NA,NA,NA,NA,"01","30","América do Sul","Estação Ecológica de Bananal",NA,NA,"1884","1884","COLETA: Arvoreta 3m altura, flores cor branca.;",NA,NA,NA,"Laurales","Magnoliopsida",NA,NA
"67","2021-03-04 15:44:24-03","IF","SPSF","45398","PreservedSpecimen","Plantae","Magnoliophyta","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perk.) I.Santos & Peixoto","N.M.Ivanauskas","2012","N.M.Ivanauskas & E.Rocha & D.Souza & F.M.Souza & S.Alves","6382","2011","08","31","Brasil","SP","Bananal","-44.366389","-22.808889",NA,NA,NA,NA,"01","30","América do Sul","Estação Ecológica de Bananal",NA,NA,"1123","1123","COLETA: Árvore 7m altura; flores em botão.;",NA,NA,NA,"Laurales","Magnoliopsida",NA,NA
"68","2021-03-04 15:44:24-03","IF","SPSF","08452","PreservedSpecimen","Plantae","Magnoliophyta","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus",NA,NA,NA,"J.P.M. Carvalho & M.J.Robim",NA,"1984","03","27","Brasil","SP","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto",NA,NA,"América do Sul","P.E. de Campos do Jordão",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Laurales","Magnoliopsida",NA,NA
"69","2021-03-04 15:44:24-03","IF","SPSF","08492","PreservedSpecimen","Plantae","Magnoliophyta","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus",NA,NA,NA,"J.P.M. Carvalho & M.J.Robim",NA,"1984","06","19","Brasil","SP","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto",NA,NA,"América do Sul","P.E. de Campos do Jordão",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Laurales","Magnoliopsida",NA,NA
"70","2021-03-04 15:44:24-03","IF","SPSF","09045","PreservedSpecimen","Plantae","Magnoliophyta","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus",NA,NA,NA,"M.J.Robim","273","1985","04","12","Brasil","SP","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto",NA,NA,"América do Sul","P.E. de Campos do Jordão",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Laurales","Magnoliopsida",NA,NA
"71","2021-03-04 15:44:24-03","IF","SPSF","09457","PreservedSpecimen","Plantae","Magnoliophyta","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus",NA,NA,NA,"M.J.Robim","322","1985","10","02","Brasil","SP","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto",NA,NA,"América do Sul","P.E. de Campos do Jordão",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Laurales","Magnoliopsida",NA,NA
"72","2021-03-04 15:44:24-03","IF","SPSF","09459","PreservedSpecimen","Plantae","Magnoliophyta","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus",NA,NA,NA,"M.J.Robim","314","1985","10","01","Brasil","SP","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto",NA,NA,"América do Sul","P.E. de Campos do Jordão",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Laurales","Magnoliopsida",NA,NA
"73","2021-03-04 15:44:24-03","IF","SPSF","09461","PreservedSpecimen","Plantae","Magnoliophyta","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus",NA,NA,NA,"M.J.Robim","321","1985","10","02","Brasil","SP","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto",NA,NA,"América do Sul","P.E. de Campos do Jordão",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Laurales","Magnoliopsida",NA,NA
"74","2021-03-04 15:44:24-03","IF","SPSF","13406","PreservedSpecimen","Plantae","Magnoliophyta","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus",NA,NA,NA,"M.J.Robim","638","1989","10","04","Brasil","SP","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto",NA,NA,"América do Sul","P.E. de Campos do Jordão",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Laurales","Magnoliopsida",NA,NA
"75","2019-11-21 10:10:50-03","IBt","SP","81397","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lírio, EJ","2016","Kuhlmann, M","2484","1953","06","08","Brasil","Minas Gerais","Delfim Moreira","-45.2799987792969","-22.5091991424561","20219","SP048003","SP048003","auto",NA,NA,NA,"São Francisco dos Campos. Inicio da estrada para Morro do Cabrito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:10:50-03","IBt","SP","298999","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lírio, EJ","2016","Cordeiro, I; et al.","1307","1994","03","28","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","SP048006","SP048006","auto",NA,NA,NA,"Estrada para São José dos Alpes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:10:50-03","IBt","SP","218280","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lírio, EJ","2016","Robim, MJ","314","1985","10","01","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","SP048016","SP048016","auto",NA,NA,NA,"Parque Estadual de Campos do Jordão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 10:10:50-03","IBt","SP","298961","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lírio, EJ","2016","Giulietti, AM; et al.","1098","1995","06","04","Brasil","São Paulo","Cruzeiro","-44.9599990844727","-22.5699996948242","17702","SP048005","SP048005","auto",NA,NA,NA,"Pico do Itaguaré. Alto do Pico. Limite entre os estados de SP e MG.",NA,NA,"2400","2400",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:10:50-03","IBt","SP","340414","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lírio, EJ","2016","Nicolau, SA; Oliveira, LA","2160","1992","08","21","Brasil","São Paulo","Pindamonhangaba","-45.4599990844727","-22.9200000762939","24176","SP048004","SP048004","auto",NA,NA,NA,"Fazenda São Sebastião do Ribeirão Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 10:10:50-03","IBt","SP","298994","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lírio, EJ","2016","Tamashiro, JY; et al.","867","1995","04","13","Brasil","São Paulo","São Bento do Sapucaí","-45.7299995422363","-22.6800003051758","18089","SP048007","SP048007","auto",NA,NA,NA,"Estacionamento da Pedra do Baúzinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2010-08-16 16:43:30-03","A","HU-HERB","A 00041007","PreservedSpecimen","Plantae",NA,"Monimiaceae","Macropeplus","ligustrinus","Macropeplus ligustrinus dentata","Perkins",NA,NA,"A. F. M. Glaziou","17222","1887","11","19","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Serra de Orgaos près Petropolis",NA,NA,NA,NA,NA,"dentata","17222","Sheet",NA,NA,"Isosyntype","undetermined"
"82","2010-08-16 16:43:37-03","GH","HU-HERB","GH 00039958","PreservedSpecimen","Plantae",NA,"Monimiaceae","Macropeplus","ligustrinus","Macropeplus ligustrinus dentata","Perkins",NA,NA,"A. F. M. Glaziou","17222",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Serra dos Orgaos",NA,NA,NA,NA,NA,"dentata","17222","Sheet",NA,NA,"Type","undetermined"
