"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","year","month","day","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"48","2020-12-21 16:28:49-03","MBM","MBM","141022","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Sem coletor","Southern America","Brazil",NA,NA,"MBM141022","MBM141022","s.n.","São Paulo","São Paulo","Parque Estadual","-46.6300010681152","-23.5400009155273",NA,NA,NA,"PARATYPE",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:44:20-03","MBM","MBM","320052","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Pastore, J.A.","Rocha, F.T.; Aguiar, O.T.; Baitello, J.B.; Aguiar, O.T.; Baitello, J.B.","Southern America","Brazil",NA,"Árvore 8,5m altura e 9,8 cm ao nível do DAP. Frutos.; Na mata, parcela 26.","MBM320052","MBM320052","121","São Paulo","Ilhabela","Parque Estadual da Serra do Mar, Trilha da Água Branca","-45.3499984741211","-23.7700004577637","2000","06","28",NA,"2003","11","26","23719","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:28:49-03","MBM","MBM","196441","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Silva, S.M.","Britez, R.M.","Southern America","Brazil",NA,NA,"MBM196441",NA,"1613","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637","1987","06","20",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:28:49-03","MBM","MBM","196443","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Torres, R.B.","Britez, R.M.","Southern America","Brazil",NA,NA,"MBM196443",NA,"1785","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637","1987","09","25",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:28:49-03","MBM","MBM","38049","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Sleumer, H.","Hatschbach, G.","Southern America","Brazil",NA,NA,"MBM038049","MBM038049","12618","Paraná","Paranaguá","Sertão do Indaial","-48.5092010498047","-25.5200004577637","1965","05","30",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:28:49-03","MBM","MBM","186494","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Pastore, J.A.","Pickel, D.B.","Southern America","Brazil",NA,NA,"MBM186494","MBM186494","s.n.","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273","1945","05","29",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:28:49-03","MBM","MBM","118685","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Hatschbach, G.","Kuniyoshi, Y.S.; Vilhena, A.; Vilhena, A.","Southern America","Brazil",NA,NA,"MBM118685","MBM118685","5196","Paraná","Paranaguá","Rio das Pedras","-48.5092010498047","-25.5200004577637","1987","06","19",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:28:49-03","MBM","MBM","38050","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Smith, L.B.","Hatschbach, G.","Southern America","Brazil",NA,NA,"MBM038050","MBM038050","2442","Paraná","Paranaguá","Rio Guaraguaçu","-48.5092010498047","-25.5200004577637","1951","07","29",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:28:49-03","MBM","MBM","175954","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Anunciação, E.A.","Handro, O.","Southern America","Brazil",NA,NA,"MBM175954","MBM175954","867","São Paulo","Salesópolis","Boracéia","-45.8400001525879","-23.5300006866455","1959","06","10",NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:28:49-03","MBM","MBM","235516","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Pastore, J.A.","Cunha, M.A.","Southern America","Brazil",NA,NA,"MBM235516","MBM235516","s.n.","São Paulo","São Paulo","Bairro de Vila Amália","-46.6300010681152","-23.5400009155273","1947","10","06",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-09-05 06:40:05-03","MNHN","RECOLNAT_MNHN_P","P04734751","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Riedel",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734751' target='other'> <mi>dwc_moreinfo</mi></a>","P04734751","P04734751_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-09-05 06:40:05-03","MNHN","RECOLNAT_MNHN_P","P04734752","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Gaudichaud, C.",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734752' target='other'> <mi>dwc_moreinfo</mi></a>","P04734752","P04734752_01",NA,"Rio de Janeiro",NA,NA,NA,NA,"1831","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"857",NA
"60","2015-09-05 06:40:05-03","MNHN","RECOLNAT_MNHN_P","P04734753","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Gaudichaud",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734753' target='other'> <mi>dwc_moreinfo</mi></a>","P04734753","P04734753_01",NA,"São Paulo",NA,NA,NA,NA,"1833","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"939",NA
"61","2015-09-05 06:40:06-03","MNHN","RECOLNAT_MNHN_P","P04734758","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Riedel",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734758' target='other'> <mi>dwc_moreinfo</mi></a>","P04734758","P04734758_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-09-05 06:40:06-03","MNHN","RECOLNAT_MNHN_P","P04734761","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Glaziou, A.",NA,"Brasil","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734761' target='other'> <mi>dwc_moreinfo</mi></a>","P04734761","P04734761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10252",NA
"63","2015-09-05 06:40:06-03","MNHN","RECOLNAT_MNHN_P","P04734763","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Glaziou, A.",NA,"Brasil","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734763' target='other'> <mi>dwc_moreinfo</mi></a>","P04734763","P04734763_01",NA,NA,NA,"Lagoinha",NA,NA,"1869","2","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2964",NA
"64","2015-09-05 06:40:06-03","MNHN","RECOLNAT_MNHN_P","P04734764","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Glaziou, A.",NA,"Brasil","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734764' target='other'> <mi>dwc_moreinfo</mi></a>","P04734764","P04734764_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217",NA
"65","2015-09-05 06:40:06-03","MNHN","RECOLNAT_MNHN_P","P04734760","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Glaziou, A.",NA,"Brasil","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734760' target='other'> <mi>dwc_moreinfo</mi></a>","P04734760","P04734760_01",NA,"Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232","1873","7","3",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"6467",NA
"66","2015-09-05 06:40:06-03","MNHN","RECOLNAT_MNHN_P","P04734759","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Glaziou, A.",NA,"Brasil","hb","Prélévement Pollen pour Melle M.P. Ledru (I.P.H. Paris) M. Malplanche 1989. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734759' target='other'> <mi>dwc_moreinfo</mi></a>","P04734759","P04734759_01",NA,"Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232","1873","7","3",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"6467",NA
"67","2015-09-05 06:40:06-03","MNHN","RECOLNAT_MNHN_P","P04734756","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Nadeaud",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734756' target='other'> <mi>dwc_moreinfo</mi></a>","P04734756","P04734756_01",NA,"Rio de Janeiro","Angra dos Reis","Dans la [capouera] a Ilha Grande sacco de Jorge grego.","-44.3180999755859","-23.0067005157471","1862","7","27",NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2015-09-05 06:40:05-03","MNHN","RECOLNAT_MNHN_P","P04734754","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Nadeaud",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734754' target='other'> <mi>dwc_moreinfo</mi></a>","P04734754","P04734754_01",NA,"Rio de Janeiro","Angra dos Reis","Ilha Grande","-44.3180999755859","-23.0067005157471","1862","7","27",NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-09-05 06:40:06-03","MNHN","RECOLNAT_MNHN_P","P04734757","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Nadeaud, J.",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734757' target='other'> <mi>dwc_moreinfo</mi></a>","P04734757","P04734757_01",NA,"Rio de Janeiro","Angra dos Reis","Ilha Grande, Sacco de Jorge Grego","-44.3180999755859","-23.0067005157471","1862","7","1",NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-09-05 06:40:06-03","MNHN","RECOLNAT_MNHN_P","P04734762","PreservedSpecimen",NA,NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Glaziou, A.|Chiquinho",NA,"Brasil","hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734762' target='other'> <mi>dwc_moreinfo</mi></a>","P04734762","P04734762_01",NA,"Rio de Janeiro","Rio de Janeiro","Restinga de la Tijuca, au Ponto do Marisco","-43.2075004577637","-22.9027996063232","1878","12","20",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"10252",NA
"71","2020-12-11 11:41:16-03","UFMG","BHCB","59291","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Garcia, FCP","Southern America","Brasil",NA,NA,NA,NA,"107","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2009-07-09 17:05:00-03","MO","MOBOT","2458181","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Sleumer, H. O.","Gert G. Hatschbach","South America","Brazil",NA,NA,NA,NA,"Hatschbach 8267","Paraná",NA,"Paranaguá. Praia do Mendanha, em mata da encosta",NA,NA,"1961","8","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","3137467","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"STOCKHOLM","South America","Brazil",NA,NA,NA,NA,"STOCKHOLM 9978","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","3137545","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","R. L. Liesner","KUNIYOSHI","South America","Brazil",NA,NA,NA,NA,"KUNIYOSHI 5196","Paraná",NA,"Rio das PEdras Mun. paranagua.parana.",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2014-07-13 20:42:00-03","MO","MOBOT","3145932","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","R.L. Liesner","C.W.H. Mosen","South America","Brazil",NA,NA,NA,NA,"Mosén 3216","São Paulo",NA,NA,NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2009-07-17 17:34:00-03","MO","MOBOT","3146016","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","H. Sleumer","Per Dusén","South America","Brazil",NA,NA,NA,NA,"Dusén 17277","Paraná",NA,"TRacarehy, in silvula.",NA,NA,"1915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2009-07-17 17:34:00-03","MO","MOBOT","3146064","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","R.L. Liesner","Per Dusén","South America","Brazil",NA,NA,NA,NA,"Dusén 8729","Paraná",NA,"Tacarehy, in silva paludusa.",NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-05-19 08:53:00-03","MO","MOBOT","3146237","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","A. Fuentes (LPB)","José M. Cardiel|S. Groves-Raines","South America","Bolivia",NA,NA,NA,NA,"Cardiel 96","Pando",NA,"80 km SW of Cobija. Limoero . Mixed seasonal forest on undulating land. Flat dry dense primary forest. Canopy 25 m, 30 m, emergents. [Glands at petiole apex, pedicels entirelly glabrous. AF 2017]","-69.3333333","-11.2","1989","8","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"280.00000000",NA,NA,"1"
"79","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","11875",NA,"Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","A. Nepomuceno/2018","V. Demuner; et al",NA,"Brasil",NA,"Arvoreto de 7m de altura com frutos imaturos de cor verde claros.","MBML011875","MBML011875","40","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","1999","09","28",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"80","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","5661",NA,"Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","A. Nepomuceno/2018","W. Boone",NA,"Brasil",NA,"Arvoreta +/- 10m. Flores esverdeadas. Espinhos longos no caule. Leito do rio timbuí. Heliófila.","MBML005661","MBML005661","1299","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","1989","07","06",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"81","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","7752",NA,"Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","A. Nepomuceno/2018","L. Kollmann; E. Bausen & W. Pizziolo",NA,"Brasil",NA,"Mata baixa. Árvore 8m. DAP 16cm. Fuste 7m. Frutos amarelos, vermelhos quando maduros.","MBML007752","MBML007752","555","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167","1998","09","15",NA,NA,NA,NA,NA,NA,"40W28'20","19S54'51",NA,NA,NA,NA,NA,NA
"82","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","8511",NA,"Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","A. Nepomuceno/2018","E. Bausen; W. Pizziolo",NA,"Brasil",NA,"Arvoreta com mais 6m. Com frutos verdes, tronco com espinhos. P/ baixo da cachoeira.","MBML008511","MBML008511","108","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","1998","07","29",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"83","2020-07-15 14:43:41-03","UNESP-RC","HRCB","9091","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Roseli B. Torres","Ribeiro, J. E. L. S.",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-07-15 14:43:41-03","UNESP-RC","HRCB","9099","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Roseli B. Torres","Ribeiro, J. E. L. S.",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-07-15 14:43:41-03","UNESP-RC","HRCB","9100","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Roseli B. Torres","Ribeiro, J. E. L. S.",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-07-15 14:43:41-03","UNESP-RC","HRCB","9287","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Roseli B. Torres","Garcia, F. C. P.",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-02-25 10:12:55-03","CVRD","CVRD","8412","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Geovane S. Siqueira","Folli, D.A.","América do Sul","BRASIL",NA,"<ll>dwc_commonname:</ll> Pau facho","CVRD008412",NA,"4665","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","2003","11","10",NA,"2020","04","02","48094","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"88","2021-02-25 10:12:55-03","CVRD","CVRD","690","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Roseli B. Torres","Folli, D.A.","América do Sul","BRASIL",NA,"<ll>dwc_commonname:</ll> Pau facho","CVRD000690","CVRD000690","287","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","1980","10","30",NA,"2020","04","02","48094","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"89","2021-02-25 10:12:55-03","CVRD","CVRD","6062","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Geovane S. Siqueira","Folli, D.A.","América do Sul","BRASIL",NA,"<ll>dwc_commonname:</ll> Pau facho","CVRD006062","CVRD006062","3307","ES","Linhares","Próximo a casa do guarda","-40.0722007751465","-19.3910999298096","1998","12","01",NA,"2020","04","02","48094","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"90","2021-02-25 10:12:55-03","CVRD","CVRD","5468","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Geovane S. Siqueira","Folli, D.A.","América do Sul","BRASIL",NA,"<ll>dwc_commonname:</ll> Pau facho","CVRD005468","CVRD005468","2780","ES","Linhares","Próximo entrada da estrada da Mantegueira","-40.0722007751465","-19.3910999298096","1996","09","27",NA,"2020","04","02","48094","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"91","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"P. K. Dusén","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Paraná","Paranaguá","Jacarehý","-48.5092010498047","-25.5200004577637","1915","9","30",NA,NA,NA,NA,"24916","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"92","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"P. K. Dusén","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Paraná","Paranaguá","Jacarehý","-48.5092010498047","-25.5200004577637","1909","10","2",NA,NA,NA,NA,"24916","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"A. F. M. Glaziou","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Rio de Janeiro","Rio de Janeiro","Restinga de la Tijuca. Ponto do Marisco","-43.2075004577637","-22.9027996063232","1878","12","20",NA,NA,NA,NA,"57442","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"94","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Y. S. Kuniyoshi & A. Vilhena","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Paraná","Paranaguá","Rio das Pedras","-48.5092010498047","-25.5200004577637","1987","6","19",NA,NA,NA,NA,"24916","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"95","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"G. Hatschbach","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Paraná","Paranaguá","Rio Guaraguassú","-48.5092010498047","-25.5200004577637","1951","7","29",NA,NA,NA,NA,"24916","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"96","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"S.C.","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,"Fazenda Monte Sinai - Portella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"97","2020-10-15 09:54:06-03","UFPR","EFC","1324","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Kuniyoshi, Y.S.; Vilhena, A.",NA,"Brasil",NA,"Árvore do subosque de floresta secundária submontana, Frequente. __COMMOM_NAME__: Sucará","EFC001324",NA,"5196","Paraná","Paranaguá","Rio das Pedras","-48.5092010498047","-25.5200004577637","1987","06","19",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-13 11:31:20-03","USP","SPF","101713","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Nepomuceno, FAA","Tamashiro, JY",NA,"Brasil",NA,NA,"SPF00101713",NA,"1123","São Paulo","Lençóis Paulista",NA,"-48.8675","-22.651111","1995","06","12",NA,"2017","03",NA,NA,NA,"-48.8675","-22.651111",NA,NA,NA,NA,NA,NA
"99","2019-11-13 11:31:20-03","USP","SPF","121052","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Garcia, RJF","Garcia, RJF",NA,"Brasil",NA,NA,"SPF00121052",NA,"421","São Paulo","São Paulo","Parque Santo Dias","-46.7725","-23.663056","1993","09","29",NA,"1995",NA,NA,NA,NA,"-46.7725","-23.663056",NA,NA,NA,NA,NA,NA
"100","2019-11-13 11:31:20-03","USP","SPF","121053","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Garcia, RJF","Garcia, RJF",NA,"Brasil",NA,NA,"SPF00121053",NA,"432","São Paulo","São Paulo","Parque Santo Dias","-46.7725","-23.663056","1993","11","10",NA,"1995",NA,NA,NA,NA,"-46.7725","-23.663056",NA,NA,NA,NA,NA,NA
