"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","486873","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","F. C. Hoehne","s.n.","1931","09","23","South America","Brazil","São Paulo","Sao Paulo","Nativa no Jardim Botanico (Parque do Estado)","-46.618358","-23.646109",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324064' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486873","NY00486873_01","F. C. Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","720437","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","M. L. Vilela","15","1994","09","20","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Caminho para os Três Picos","-44.65833","-22.35833","1040",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2501539' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720437","NY00720437_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:30:49-03","UNESP-IBB","BOTU","9464","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Hoehne, F.C.",NA,"1931","09","23",NA,"Brasil","São Paulo","São Paulo",NA,NA,NA,NA,NA,NA,"Árvore da mata, flores alvas.","BOTU009464",NA,"Hoehne, F.C.","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:21:02-03","UFRJ","RFA","13144","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","G.G. Hatschbach","1085","1948","11","02",NA,"Brasil","Paraná","Piraquara","Banhado","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Árvore de 8 m, flor verde pálido","RFA49971",NA,"L.B. Smith (950)",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:32:45-03","UFRJ","RFA","15901","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","P. Occhioni","7100","1975","03","12",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Estrada do Registro - Agulhas Negras","-44.5633010864258","-22.4960994720459","1600","1600",NA,"Arvoreta de 6 a 7 metros de altura, muito ramificada, fruto maduro roxo, escuto quase preto","RFA49968",NA,"P. Occhioni",NA,NA,"19648","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:05:04-03","NBC","NL-BOTANY","U.1746908","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Kuhlmann M",NA,"1947","01","31","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1746908 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1746908","NL-U1746908","Melo MMRF",NA,NA,NA,NA,"1979","Magnoliopsidae","06","01","U 0098167",NA,NA,NA,NA
"17","2020-11-04 11:20:09-03","ESALQ","ESA","87706","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Handro, O.",NA,"1933","10","12",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA087706","ESA087706","Aranha Filho, J.L.M.",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-02-15 11:51:14-02","IPA","IPA","44269","S","Plantae","Plantae",NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Hatschbach, G.","48990","1984","08","10","Southern America","Brasil","Paraná","São José dos Pinhais","Colonia Santos Andrade., Mata.","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Árvore 6m; flor verde pálido.","IPA0044269",NA,"Hatschbach, G.",NA,NA,"45291","auto","1984",NA,"12",NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:28:51-03","IAP","PACA-AGP","51181","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Hatschbach, G.","1085","1948","11","02",NA,"Brasil","PR","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,"fl. Habitat: in silva Fenofase: flor","PACA051181",NA,"L. B. Smith",NA,NA,"12577","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:28:51-03","IAP","PACA-AGP","67909","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Hatschbach, G.","48990","1984","08","10",NA,"Brasil","PR","São José dos Pinhais","Col. Sto. Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,"árvorea com 6 m; flor verde pálido; mata. Habitat: mata Fenofase: Flor verde pálido Hábito: árvore Ecossistema: MATA","PACA067909",NA,"G. Hatschbach",NA,NA,"45291","auto","1984","Magnoliatae","12",NA,NA,NA,NA,NA,NA
"21","2021-03-24 17:10:04-03","UFES","SAMES","7349","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Cadorin,T.J.; Grosch,B;Lopes,C.P.","1087","2010","01","26",NA,"Brasil","Santa Catarina","Doutor Pedrinho","Forcação","-49.4832992553711","-26.7143993377686","785","785",NA,"Fruto roxo. Habito: Arvoreta","SAMES07349",NA,"Aranha Filho,J.L.","-495850000.0","-267275000.0","18739","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050518","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","G. Hatschbach","48990","1984","8","10",NA,"Brazil","Parana",NA,"Col. Sto. Andrade (Mun. S. Jose Pinhais).","-49.195815","-25.530749",NA,NA,NA,"Arvore 6 m, flor verde palido.",NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:42:16-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Fritsch, PW; Aranha, JLM","1823","2005",NA,NA,NA,"Brazil","Paraná","Piraquara","Road to and vicinity of SANEPAR Water Company. 500 m from Represa do Carvalhinho, ca. 23 km from BR-277","-48","-25","1048","1048",NA,"Transitional between Araucaria forest and Mata Atlântica. Tree 5 m tall. Flowers spicy-fragant. Corolla green, corolla lobes reflexed, stamens incurved-connivent, filaments white. Growing along trail at edge of forest in partial shade in clay. Only o",NA,NA,"Aranha, JLM","-48","-25",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:42:16-03","UNICAMP","UEC","155032","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Cadorin, TJ; Grosch, B; Lopes, CP","1087","2010","01","26",NA,"Brazil","Santa Catarina","Doutor Pedrinho",NA,"-49.585","-26.7275","785","785",NA,"Florística IFFSC e801 (Arvoreta). Estádio Suces.: Avanmçado; Altura: 7m; Hábito: Arvoreta; Fruto:roxo.; Floresta Ombrófila Densa.","UEC045518","UEC045518","Aranha, JLM","-49.585","-26.7275",NA,NA,"2010",NA,"07",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:42:16-03","UNICAMP","UEC","42819","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Custódio-Filho, A","2801","1986","12","17",NA,"Brazil","São Paulo","Salesópolis","Casa Grande, Estação Biológica Boracéia","-45.866667","-23.633333","890","950",NA,"Frutos verdes.",NA,NA,"Aranha, JLM","-45.866667","-23.633333",NA,NA,"2005",NA,"06",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:42:16-03","UNICAMP","UEC","41774","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Hatschbach, G","48990","1984","08","10",NA,"Brazil","Paraná","São José dos Pinhais","Col. Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Árvore 6m alt. Flor verde pálido.; Mata.",NA,NA,"Aranha, JLM",NA,NA,"45291","auto","2005",NA,"06",NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:27:11-03","UNICAMP","UEC","23244","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Hoehne, FC","s.n.","1931","09","23",NA,"Brazil","São Paulo","São Paulo","Jardim Botânico ( Parque do Estado)","-46.6300010681152","-23.5400009155273",NA,NA,NA,"flor, Árvore da mata, flores alvas.",NA,NA,"Hoehne, FC",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:42:16-03","UNICAMP","UEC","23144","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Hoehne, FC","s.n.","1931","09","23",NA,"Brazil","São Paulo","São Paulo","Nativa no Jardim Botânico (Parque do Estado)","-46.6300010681152","-23.5400009155273",NA,NA,NA,"árvore da mata, flores alvas.",NA,NA,"Aranha, JLM",NA,NA,"53584","auto","2005",NA,"06",NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:27:11-03","UNICAMP","UEC","14994","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Gibbs, PE; Leitão Filho, HF","5615","1977","08","12",NA,"Brazil","São Paulo","Ubatuba","ca. 15km N de Ubatuba. Estação Experimen","-45.0699996948242","-23.4300003051758",NA,NA,NA,"flor, Árvore ca. 18m. Flor creme, acinzentadas.",NA,NA,"Bidá, A",NA,NA,"34265","auto","1977",NA,"08",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:42:16-03","UNICAMP","UEC","14994","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Gibbs, PE; Leitão Filho, HF","5635","1977","08","12",NA,"Brazil","São Paulo","Ubatuba","Estação Experimental do Inst. Agronômico, ca. de 15 km de Ubatuba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore ca. de 8m. Flor creme, acinzentadas.; Mata Atlântica da Serra do Mar.",NA,NA,"Aranha, JLM",NA,NA,"34265","auto","2005",NA,"06",NA,NA,NA,NA,NA,NA
"31","2019-11-06 09:57:47-03","UFOP","OUPR","24336","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Fritsch, P.W.; Aranha-Filho, J.L.M.","1823","2005","10","17",NA,"Brasil","Paraná","Piraquara","Road to and vicinity os SANEPAR Walter Company. 500m from Represa do Carvalhinho, ca. 23 km from Br - 277","-48.976722","-25.490806","1048","1048",NA,"Trasition between Araucaria forest and Mata Atlântica. Tree 5 m tall. Flowers spicy - fragant. Corolla green, corolla lobes reflexed, stamens incurved - connivent, filaments white. Grouwing along trail at edge of forest in partial shade in clay. Only",NA,NA,"Aranha-Filho, J.L.M.","-48.976722","-25.490806",NA,NA,"2011",NA,"10",NA,NA,NA,NA,NA,NA
"32","2020-10-14 10:06:50-03","FURB","FURB","26923","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1087","2010","01","26",NA,"Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.5852777","-26.7275","785","785",NA,"Florística IFFSC e801a (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta; Fruto roxo;","FURB03651","FURB03651","Aranha Filho, JLM","-49.5852777","-26.7275000",NA,NA,"2010",NA,"07",NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:06:50-03","FURB","FURB","45793","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Oliveira, A.A. de","1147","2015","02","12",NA,"Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","647","647",NA,"Regeneração IFFSC 517 /S/61","FURB44827","FURB44827","Oliveira, AA de","-49.3205556","-27.1802778",NA,NA,"2015",NA,"02","12",NA,NA,NA,NA,NA
"34","2019-11-08 08:56:42-03","FURB","FURB","54961","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","983","2017","09","07",NA,"Brasil","Santa Catarina","Angelina",NA,"-49.05","-27.4505556","841","841",NA,NA,"FURB54961","FURB54961","Farias, D.M.","-49.0500000","-27.4505556",NA,NA,"2017",NA,"10","11",NA,NA,NA,NA,NA
"35","2020-10-14 10:06:50-03","FURB","FURB","59079","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Kassner-Filho, A.","2896","2018","05","28",NA,"Brasil","Santa Catarina","Jaraguá do Sul","Morro da Antena.","-49.0502778","-26.5144444","850","850",NA,"botão floral Habitat: borda do fragmento Habito: arbórea","FURB59079","FURB59079","Kassner-Filho, A.","-49.0502778","-26.5144444",NA,NA,"2018",NA,"05","28",NA,NA,NA,NA,NA
"36","2019-11-08 08:56:42-03","FURB","FURB","60408","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3196","2018","07","28",NA,"Brasil","Santa Catarina","Angelina",NA,"-48.96","-27.54",NA,NA,NA,NA,"FURB60408","FURB60408","Kassner-Filho, A.","-48.9600000","-27.5400000",NA,NA,"2018",NA,"07","28",NA,NA,NA,NA,NA
"37","2019-08-16 08:41:18-03","UTFPR","HCF","27329","S","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","M.L. Brotto","2527","2017","11","24",NA,"Brasil","PR","Piraquara","Recreio da Serra","-49.015556","-25.4475","990","990",NA,"árvore com 9 m de altura. Frutos imaturos verde-claros. Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.",NA,NA,"M.L. Brotto","49°00'56 W","25°26'51 S",NA,NA,"2017",NA,"11","24",NA,NA,NA,NA,NA
"38","2013-04-01 09:20:00-03","IPT","BCTW","402","S","Plantae","Magnoliophyta",NA,NA,"Symplocos","nitidiflora","Symplocos nitidiflora","Brand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-21 19:39:03-03","UFC","EAC","14203","PreservedSpecimen","Plantae","Dicotyledon",NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand","Hatschbach, G.","48990","1984","08","10","Southern America","Brasil","Paraná","São José dos Pinhais","Col. Sto. Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Árvore, 6m, flor verde-pálido; Mata","EAC0014203",NA,"Hatschbach, G.",NA,NA,"45291","auto","1984",NA,"12",NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:46:08-03","MBM","MBM","391654","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand ex Char.","Cadorin, T.J.; Grosch, B.; Lopes, C.P.; Grosch, B.; Lopes, C.P.","1087","2010","01","26","Southern America","Brazil","Santa Catarina","Doutor Pedrinho","Forcação","-49.585136","-26.7275","785","785",NA,"Arvoreta; altura 7m; fruto roxo.; Floresta Ombrófila Densa; estádio sucessional avançado.","MBM391654","MBM391654","Aranha Filho, J.L.M.","-49.585136","-26.7275",NA,NA,"2010",NA,"07",NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:46:08-03","MBM","MBM","409866","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand ex Char.","Brotto, M.L.","2519","2017","09","18","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.015556","-25.4475","990","990",NA,"Árvore com 9 metros de altura; flor branco-esverdeada.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM409866","MBM409866","Brotto, M.L.","-49.015556","-25.4475",NA,NA,"2017",NA,"09","18",NA,NA,NA,NA,NA
"42","2020-12-21 16:46:08-03","MBM","MBM","409889","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand ex Char.","Brotto, M.L.","2527","2017","11","24","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.015556","-25.4475","990","990",NA,"Árvore com 9 metros de altura; frutos imaturos verde claro.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM409889","MBM409889","Brotto, M.L.","-49.015556","-25.4475",NA,NA,"2017",NA,"11","24",NA,NA,NA,NA,NA
"43","2020-12-21 16:46:08-03","MBM","MBM","412787","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand ex Char.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1456","2017","08","26","Southern America","Brazil","Paraná","Morretes","Parque Estadual do Marumbi","-48.915","-25.445","820","820",NA,"Árvore 10 m alt.; botões florais alvacentos; estrato superior de Floresta Ombrófila Densa Montana de encosta.; Floresta Ombrófila Densa Montana.","MBM412787","MBM412787","Völtz, R.R.","-48.915","-25.445",NA,NA,"2017",NA,"12","21",NA,NA,NA,NA,NA
"44","2020-12-21 16:46:08-03","MBM","MBM","95060","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand ex Char.","Hatschbach, G.","48990",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM095060","MBM095060","Sobral, M.",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:46:08-03","MBM","MBM","76722","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand ex Char.","Hatschbach, G.","45289",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Purgatório","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM076722","MBM076722","Sobral, M.",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:46:08-03","MBM","MBM","69154","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand ex Char.","Hoehne, F.C.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM069154","MBM069154","Hoehne, F.C.",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:46:08-03","MBM","MBM","54714","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand ex Char.","Gibbs, P.E.; et al.; et al.","5636",NA,NA,NA,"Southern America","Brazil","São Paulo","Ubatuba","15km norte de Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"MBM054714","MBM054714","Bidá, A.",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:46:08-03","MBM","MBM","23451","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","nitidiflora","Symplocos nitidiflora","Brand ex Char.","Hatschbach, G.","8441",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Rio Pequeno, rodovia Governador Lupion","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM023451","MBM023451","Hatschbach, G.",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
