"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","class","order","typeStatus","relatedCatalogItem","occurrenceRemarks","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","fieldNumber","individualCount","infraspecificEpithet"
"11","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857918","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Glaziou AFM",NA,"1880","03","23","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-L1857918",NA,"Magnoliopsidae","Malpighiales",NA,"L 0442929","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857918",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857919","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Glaziou AFM",NA,"1880","03","23","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-L1857919",NA,"Magnoliopsidae","Malpighiales",NA,"L 0442930","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857919",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857920","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Glaziou AFM",NA,"1874","07","09","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"NL-L1857920",NA,"Magnoliopsidae","Malpighiales",NA,"L 0442935","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857920",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857921","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Glaziou AFM",NA,"1880","05","03","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-L1857921",NA,"Magnoliopsidae","Malpighiales",NA,"L 0442927","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857921 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857921",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857922","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Glaziou AFM",NA,"1880","05","03","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-L1857922",NA,"Magnoliopsidae","Malpighiales",NA,"L 0442928","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857922",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857923","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Hoehne HC; Instituto de Botanica",NA,"1927","05","28","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-L1857923",NA,"Magnoliopsidae","Malpighiales",NA,"L 0442933","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857923 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857923",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857924","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Mosén CWH",NA,"1874","04","05","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"NL-L1857924",NA,"Magnoliopsidae","Malpighiales",NA,"L 0442923","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857924 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857924",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857925","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Riedel L",NA,"1800","01","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"NL-L1857925",NA,"Magnoliopsidae","Malpighiales",NA,"L 0442936","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857925 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857925",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857926","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Glaziou AFM",NA,"1800","01","01","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-L1857926",NA,"Magnoliopsidae","Malpighiales",NA,"L 0442926","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857926 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857926",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U.1518096","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Accorsi WR",NA,"1943","08","25","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"NL-U1518096",NA,"Magnoliopsidae","Malpighiales",NA,"U 0019721 | 08799 B","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1518096 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1518096",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U.1518097","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Accorsi WR",NA,"1943","08","25","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"NL-U1518097",NA,"Magnoliopsidae","Malpighiales",NA,"U 0019722 | 08800 B","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1518097 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1518097",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U.1518098","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Hoehne FC",NA,"1927","05","28","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"NL-U1518098",NA,"Magnoliopsidae","Malpighiales",NA,"U 0019719","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1518098 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1518098",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U.1518099","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo","Philbrick CT","2004","01","01","Accorsi WR",NA,"1943","11","17","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"NL-U1518099",NA,"Magnoliopsidae","Malpighiales",NA,"U 0019720","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1518099 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1518099",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 12:18:53-03","ESALQ","ESA","1736","PreservedSpecimen","Plantae","Magnoliophyta","Podostemaceae","Crenias","weddelliana","Crenias weddelliana","(Warm.) C.D.K. Cook & Rutish.","Aona, L.Y.S.","2003",NA,NA,"Accorsi, W.R.",NA,"1943","08","25",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545","44778","ESA001736","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:33:12-03","MN","R","206262","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo","Bove, C.P.","2006","06","05","Amaral, M.C.E.; Bittrich, V.","12","2002","08","22",NA,"Brasil","São Paulo","Pirassununga",NA,"-47.368889","-21.927778",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47°22'08W","21°55'40S","1073","1073",NA,NA,NA,NA
"26","2021-01-14 15:33:12-03","MN","R","213083","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Paula & Philbrick, C.T. & Ruhjel, B.","2259","2010","06","23",NA,"Brasil","Minas Gerais",NA,NA,"-42.373917","-19.329389",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42°22'26,1W","19°19'45,8S","198","198",NA,NA,NA,NA
"27","2021-01-14 15:33:12-03","MN","R","213084","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Philbrick, C.T.; Moreira, A.D.R. & Philbrick, P.K.B.","2775","2012","06","24",NA,"Brasil","Minas Gerais","Vargem Bonita",NA,"-46.429694","-20.331111",NA,NA,NA,NA,NA,NA,NA,"Plants of Brazil Minas Gerais",NA,"46°25'46,9W","20°19'52S","700","700",NA,NA,NA,NA
"28","2021-01-14 15:33:12-03","MN","R","213085","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5685","2001","07","16",NA,"Brasil","Minas Gerais",NA,NA,"-45.131722","-19.276917",NA,NA,NA,NA,NA,NA,NA,"Plants of Brazil Minas Gerais",NA,"45°07'54,2W","19°16'36,9S","598","598",NA,NA,NA,NA
"29","2021-03-19 19:46:58-03","MN","R","213090","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo","Bove, C.P.","2001","03","30","Bove, C.P.; Costa, W. & Costa, B.B.","723","2000","06","18",NA,"Brasil","Rio de Janeiro","Penedo","Serrinha",NA,NA,NA,"R010072045",NA,NA,NA,NA,NA,NA,"R010072045",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-19 19:46:58-03","MN","R","213214","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo","Bove, C.P.","2001","03","30","Bove, C.P.; Costa, W. & Costa, B.B.","724","2000","06","18",NA,"Brasil","Rio de Janeiro",NA,"Serrinha",NA,NA,NA,"R010072046",NA,NA,NA,NA,NA,NA,"R010072046",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:33:12-03","MN","R","215225","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Costa, W. & Costa, B.B.","723","2000","06","18",NA,"Brasil","Rio de Janeiro","Penedo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"32","2021-01-14 15:33:12-03","MN","R","215226","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Costa, W. & Costa, B.B.","724","2000","06","18",NA,"Brasil","Rio de Janeiro","Penedo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"33","2021-01-14 15:33:12-03","MN","R","215238","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Gil, A. & Moreira, A.","925","2001","12","18",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"34","2021-01-14 15:33:12-03","MN","R","215239","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Gil, A. & Moreira, A.","926","2001","12","18",NA,"Brasil","Rio de Janeiro","Itaipava","Santo Antônio do Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"35","2021-01-14 15:33:12-03","MN","R","215257","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Moreira, A.D.","1052","2002","06","04",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"36","2021-01-14 15:33:12-03","MN","R","215258","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Moreira, A.D.","1053","2002","06","04",NA,"Brasil","Rio de Janeiro","Itaipava","Santo Antônio do Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"37","2021-01-14 15:33:12-03","MN","R","215259","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Moreira, A.D.","1054","2002","06","04",NA,"Brasil","Rio de Janeiro","Correias","Vale do Bonfim",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"38","2021-01-14 15:33:12-03","MN","R","215262","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Occhi, R.","1065","2002","08","20",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"39","2021-01-14 15:33:12-03","MN","R","215263","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Occhi, R.","1068","2002","08","20",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"40","2021-01-14 15:33:12-03","MN","R","215264","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Salimena, F. & Nobre, P.","1072","2002","09","01",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"41","2021-01-14 15:33:12-03","MN","R","215265","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Salimena, F. & Nobre, P.","1074","2002","09","01",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"42","2021-01-14 15:33:12-03","MN","R","215268","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Costa, W. & Costa, B.B.","1093","2003","01","11",NA,"Brasil","Rio de Janeiro","Angra do Reis","Serra D'agua",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"43","2021-01-14 15:33:12-03","MN","R","215282","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Occhi, R.","1347","2004","06","26",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"44","2021-01-14 15:33:12-03","MN","R","215284","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.; Occhi, R.","1352","2004","06","26",NA,"Brasil","Rio de Janeiro","Conceição do Macabu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"45","2021-01-14 15:33:12-03","MN","R","215285","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Moreira, A.D.","20","2004","11","14",NA,"Brasil","Rio de Janeiro","Angra do Reis","Ilha Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"46","2021-01-14 15:33:12-03","MN","R","215288","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Koschnitzke, C.",NA,"2006","06","20",NA,"Brasil","Rio de Janeiro","Angra do Reis","Ilha Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"47","2021-01-14 15:33:12-03","MN","R","215291","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.","2128","2009","06","10",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
"48","2021-01-14 15:33:12-03","MN","R","215292","PreservedSpecimen","Plantae",NA,"Podostemaceae","Podostemum","weddellianum","Podostemum weddellianum","(Tul.) C.T. Philbrick & Novelo",NA,NA,NA,NA,"Bove, C.P.","2132","2009","06","11",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA
