"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","sex","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"340","2019-07-26 11:40:16-03","IPA","IPA","68628","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Rita Pereira","Rita Pereira; Bocage, A.; Cano, O.; Bocage, A.; Cano, O.","2005","06","20","Brasil","Pernambuco","Arcoverde","-37.0539016723633","-8.41888999938965",NA,NA,NA,NA,"IPA0068628",NA,"Serra das Varas - Estação Experimental da Empresa IPA - Na estrada em direção à mata","Plantae",NA,"68628","Southern America",NA,"Árvore de grande porte, ca de 14m de altura; Frutos característicos, verde claros.","2005","06","29",NA,"23066","auto",NA,NA,NA,NA,NA
"341","2019-07-26 11:40:16-03","IPA","IPA","68628","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Rita Pereira","Rita Pereira; Bocage, A.; Cano, O.; Bocage, A.; Cano, O.","2005","06","20","Brasil","Pernambuco","Arcoverde","-37.0539016723633","-8.41888999938965",NA,NA,NA,NA,"IPA0068628",NA,"Serra das Varas - Estação Experimental da Empresa IPA - Na estrada em direção à mata","Plantae",NA,"6862","Southern America",NA,"Árvore de grande porte, ca de 14m de altura; Frutos característicos, verde claros.","2005","06","29",NA,"23066","auto",NA,NA,NA,NA,NA
"342","2019-02-22 11:45:23-03","IPA","IPA","84986","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Ribeiro, R.D.","Ribeiro, R.D.; Filardi, F.; Gomes-Silva, A.; Souza, M.; Pereira, L.A.; Filardi, F.; Gomes-Silva, A.; Souza, M.; Pereira, L.A.","2008","08","13","Brasil","Pernambuco","Brejo da Madre de Deus","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,"IPA0084986",NA,"Mata do Bituri, Estrada que dá acesso a RPPN.","Plantae",NA,"1031","Southern America",NA,"Árvore ca. 18m de altura, tronco escamoso de cor enegrecida, copa circular. Frutos enegrecidos. Frequente no pé da serra.","2008","08","13",NA,"34231","auto",NA,NA,NA,NA,NA
"343","2019-02-22 11:45:23-03","IPA","IPA","69322","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Bocage, A.","Bocage, A.","2003","10","31","Brasil","Pernambuco","Buíque","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"IPA0069322",NA,"Sítio Baixinho","Plantae",NA,"919","Southern America",NA,"Árvore, + 25m de altura; Flores alvas.","2004","10",NA,NA,"38964","auto",NA,NA,NA,NA,NA
"344","2019-02-22 11:45:23-03","IPA","IPA","69345","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Bocage, A.","Bocage, A.","2003","10","31","Brasil","Pernambuco","Buíque","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"IPA0069345",NA,"Sítio Baixinho","Plantae",NA,"918","Southern America",NA,"Árvore, + 20m de altura. Flores alvas.","2004","10",NA,NA,"38964","auto",NA,NA,NA,NA,NA
"345","2019-02-22 11:45:23-03","IPA","IPA","85272","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Bocage, A.","Bocage, A.","2003","10","31","Brasil","Pernambuco","Buíque","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"IPA0085272",NA,"Sítio Baixinho.","Plantae",NA,"919","Southern America",NA,"Árvore 25m de altura; flores e frutos.","2003","10","31",NA,"38964","auto",NA,NA,NA,NA,NA
"346","2019-02-22 11:45:21-03","IPA","IPA","1390","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Andrade-Lima","Andrade-Lima","1949","11","14","Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0001390",NA,"Jardim Botânico de Dois Irmãos em frente as gaiolas das aves. Cult.","Plantae",NA,"49-373","Southern America",NA,"Árv.flores víridis Madeira leve.","1949","11","14",NA,"18865","auto",NA,NA,NA,NA,NA
"347","2019-07-26 11:40:16-03","IPA","IPA","51373","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Rita Pereira","Oliveira, A.","1987","11",NA,"Brasil","Pernambuco","São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0051373",NA,"Estação ecológica de Tapacurá","Plantae",NA,"5137","Southern America",NA,NA,"1987","11",NA,NA,"21764","auto",NA,NA,NA,NA,NA
"348","2019-02-22 11:45:23-03","IPA","IPA","69302","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Bocage, A.","Bocage, A.","2002","03","08","Brasil","Pernambuco","Serra Talhada","-38.2983016967773","-7.99194002151489",NA,NA,NA,NA,"IPA0069302",NA,"Ápos a Fazenda Maniçoba","Plantae",NA,"8432","Southern America",NA,"Árvore, + 30m de altura.","2004","10",NA,NA,"55090","auto",NA,NA,NA,NA,NA
"349","2019-02-22 11:45:21-03","IPA","IPA","59460","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Rita Pereira","Ferraz, E.B.; Ferreira, C.; Ferreira, C.","1997","10","23","Brasil","Pernambuco","Serrita","-39.2957992553711","-7.93333005905151",NA,NA,NA,NA,"IPA0059460",NA,"Sítio Serrote, em frente a uma casa lado esquerdo da estrada.","Plantae",NA,"17","Southern America",NA,"Árvore ±13m de altura. Flores amarela esverdeada. Frutos preto escuros.","1998",NA,NA,NA,"42990","auto",NA,NA,NA,NA,NA
"350","2019-02-22 11:45:21-03","IPA","IPA","53493","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Rita Pereira","Ferraz, E.","1992","08","13","Brasil","Pernambuco","Triunfo","-38.1016998291016","-7.83805990219116",NA,NA,"1100","1100","IPA0053493",NA,"Sítio lagoa Nova.","Plantae",NA,"191","Southern America",NA,"Árvore ca.12m.","1993","11",NA,NA,"14606","auto",NA,NA,NA,NA,NA
"351","2019-02-22 11:45:21-03","IPA","IPA","53493","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Rita Pereira","Ferraz, E.","1992","08","13","Brasil","Pernambuco","Triunfo","-38.1016998291016","-7.83805990219116",NA,NA,"1","1","IPA0053493",NA,"Sítio lagoa Nova.","Plantae",NA,"19","Southern America",NA,"Árvore ca.12m.","1993","11",NA,NA,"14606","auto",NA,NA,NA,NA,NA
"352","2019-02-22 11:45:21-03","IPA","IPA","53487","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Ferraz, E.","Ferraz, E.","1992","11","04","Brasil","Pernambuco","Triunfo","-38.1016998291016","-7.83805990219116",NA,NA,"960","960","IPA0053487",NA,"Sítio Olho D'agua. Área de encosta escarpada. Brejo de altitude.","Plantae",NA,"219","Southern America",NA,"Árvore, flores cremes.","1993","03","15",NA,"14606","auto",NA,NA,NA,NA,NA
"353","2019-07-26 11:40:16-03","IPA","IPA","60427","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.",NA,"Hoehne, W.","1944","10","12","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"IPA0060427",NA,"Parque estadual de S.Paulo.","Plantae",NA,"60427","Southern America",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"354","2019-07-26 11:40:16-03","IPA","IPA","60427","S","Plantae","Leguminosae-Mim.","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.",NA,"Hoehne, W.","1944","10","12","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"IPA0060427",NA,"Parque estadual de S.Paulo.","Plantae",NA,"6042","Southern America",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"355","2019-08-27 13:29:46-03","IAP","PACA-AGP","96177","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","A. C. Araújo","Ohlweiler, A. A.","1997","10","30","Brasil","RS","Canoas","-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,"PACA096177",NA,"Parque Getúlio Vargas","Magnoliophyta","Fagales","383",NA,NA,"HASU 6514&nf;Aproximadamente 6 m de altura Habitat: Mata secundária Hábito: árvore",NA,NA,NA,NA,"8037","auto","Magnoliatae",NA,NA,NA,NA
"356","2019-08-27 13:29:46-03","IAP","PACA-AGP","48619","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","B. Rambo","Sehnem, A.","1945","10","31","Brasil","RS","Pareci Novo","-51.3974990844727","-29.6382999420166",NA,NA,NA,NA,"PACA048619",NA,NA,"Magnoliophyta","Fagales","1444",NA,NA,"Habitat: in silva Hábito: árvore",NA,NA,NA,NA,"9951","auto","Magnoliatae",NA,NA,NA,NA
"357","2019-08-27 13:29:46-03","IAP","PACA-AGP","3209","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Emrich-Rambo","Rambo, B.","1932","12","16","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA003209",NA,"Vila Manresa, Morro da Glória","Magnoliophyta","Fagales",NA,NA,NA,"Habitat: in campestribus solitaria Fenofase: flor","1954","08","12",NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"358","2019-08-27 13:29:46-03","IAP","PACA-AGP","59273","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Emrich-Rambo","Camargo, O. R.","1956","03","18","Brasil","RS","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"PACA059273",NA,"Estação Exp. de Silvicultura","Magnoliophyta","Fagales","87",NA,NA,"Habitat: in silva primaeva Fenofase: estéril","1957","05","01",NA,"37819","auto","Magnoliatae",NA,NA,NA,NA
"359","2019-08-27 13:29:46-03","IAP","PACA-AGP","105058","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Sobral, M.","Jagmin, N.","1997","04","08","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"PACA105058",NA,NA,"Magnoliophyta","Fagales",NA,NA,NA,"Xiloteca nº 792&nf;Altura: 21cm; Circunferência: 73cm; Fuste: 16cm.",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"360","2019-08-27 13:29:46-03","IAP","PACA-AGP","118737","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Rubio, A.K.","Rubio, A.K.","2012",NA,NA,"Brasil","RS","Estância Velha","-51.154747","-29.638072","51º9'17.09W","29º38'17.06S","44","44","PACA118737",NA,"Arroio Estância/Portão","Magnoliophyta","Fagales","1235",NA,NA,"ponto 2 e 3 Habitat: vegetação ciliar-arbórea","2012","12","10",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"361","2020-12-21 16:37:25-03","IAP","PACA-AGP","96174","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","A. C. Alves","Alves, A.C.","1999","11","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PACA096174",NA,NA,"Magnoliophyta","Fagales","13",NA,NA,"HASU 15995",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"362","2019-08-27 13:29:46-03","IAP","PACA-AGP","96178","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","A. Backes","Backes, A.","1975","11","06","Brasil","RS",NA,NA,NA,NA,NA,NA,NA,"PACA096178",NA,"Morro Coco","Magnoliophyta","Fagales",NA,NA,NA,"HEDU 2992&nf;Árvore da mata. Freqüente, com botões",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"363","2019-08-27 13:29:46-03","IAP","PACA-AGP","109084","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","M. Grings","M. Grings","2010","12","06","Brasil","RS","Nova Petropolis","-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"PACA109084",NA,"Linha Temerária.","Magnoliophyta","Fagales","208",NA,NA,"ICN 167013 Habitat: em fragmento florestal na várzea do Rio Caí Fenofase: fl. Hábito: árvore",NA,NA,NA,NA,"14669","auto","Magnoliatae",NA,NA,NA,NA
"364","2019-08-27 13:29:46-03","IAP","PACA-AGP","86880","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","L. B. Rios","L. B. Rios","1992","10","29","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA086880",NA,"Av. Protásio Alves","Magnoliophyta","Fagales",NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"365","2019-08-27 13:29:46-03","IAP","PACA-AGP","29350","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Emrich-Rambo","Rambo, B.","1945","11","03","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA029350",NA,"Vila Manresa","Magnoliophyta","Fagales",NA,NA,NA,"Sem material Habitat: in silva campestri Fenofase: flor","1954","08","12",NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"366","2019-08-27 13:29:46-03","IAP","PACA-AGP","96176","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","M. Haussen","M. Haussen","1990","11","06","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA096176",NA,"APE- N. Campus, Unisinos","Magnoliophyta","Fagales",NA,NA,NA,"HASU 1946&nf;Àrvore jovem, com flores Habitat: no Interior da mata",NA,NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"367","2019-08-27 13:29:46-03","IAP","PACA-AGP","96175","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","C. M. Oliveira & C. Mondin","C. M. Oliveira","1999","11","10","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA096175",NA,"Campus da Unisinos","Magnoliophyta","Fagales","52",NA,NA,"HASU 14917&nf;Frutos pretos, auriculares e glabros. Àrvore nativa do RS, espontânea Habitat: Ambiente seco e de sol",NA,NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"368","2019-08-27 13:29:46-03","IAP","PACA-AGP","60688","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Emrich-Rambo",NA,"1957",NA,NA,"Brasil","RS","Taquari","-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"PACA060688",NA,NA,"Magnoliophyta","Fagales",NA,NA,NA,"Sem material Habitat: in silva campestri Fenofase: flor","1957","05","19",NA,"21657","auto","Magnoliatae",NA,NA,NA,NA
"369","2019-08-27 13:29:46-03","IAP","PACA-AGP","99790","PreservedSpecimen","Plantae","Mimosaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Z. F. Soares","Backes, A.","1975","03","12","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"PACA099790",NA,"Morro do Coco","Magnoliophyta","Fagales",NA,NA,NA,"HASU s/ n°.&nf;Plantas do Morro do Coco, n° 450. Habitat: Frequênte na floresta. Hábito: árvore",NA,NA,NA,NA,"41667","auto","Magnoliatae",NA,NA,NA,NA
"370","2020-12-20 21:17:23-03","UFV","VIC","34702","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Carvalho, M.G.","Santos, V.M.","2005","03","16","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"VIC034702","VIC034702","FZB/BH, Bosque.",NA,NA,"34",NA,NA,"Árvore.","2005","04",NA,NA,"17082","auto",NA,NA,NA,NA,NA
"371","2020-12-20 21:17:23-03","UFV","VIC","20471","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Dias, M.C.","Dias, M.C.; et al.","1994","10","09","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"VIC020471","VIC020471","Saída para Castro",NA,NA,"54",NA,NA,"Árvore, c.a. de 7,0-8,0 metros de altura; flors com estames brancos; frutos enegrecidos.",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"372","2020-12-20 21:17:23-03","UFV","VIC","41125","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Lima Júnior, G.; et al.","2004","09","13","Brasil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"VIC041125","VIC041125","RPPN SESC Pantanal, Estrada posto espirito Santo Aceiro saida para São Pedro.",NA,NA,"408",NA,NA,"Árvore de até 12 m, flores creme esverdeadas, frutos maduros de cor negra.",NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA
"373","2020-12-20 21:17:23-03","UFV","VIC","34739","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Alves, A.S.S.","Alves, A.S.S.; Alves, A.A.","2003","08","31","Brasil","Minas Gerais","Lagamar","-46.8074989318848","-18.1783008575439",NA,NA,NA,NA,"VIC034739","VIC034739","Reserva Vegetal da Cia. Mineira de Metais, Área antropizada.",NA,NA,"581",NA,NA,"Árvore, c.a. de 13 metros de altura. Fruto e botão floral.",NA,NA,NA,NA,"53279","auto",NA,NA,NA,NA,NA
"374","2020-12-20 21:17:23-03","UFV","VIC","6311","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Vidal, W.N.; Vidal, M.R.R.","1997","08","20","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC006311","VIC006311","Campus da UFV, Jardim Botânico. Projeto JBII.",NA,NA,"487",NA,NA,"Árvore ca. de 40 anos. Fruto negro.",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"375","2020-12-20 21:17:23-03","UFV","VIC","11422","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Soares; Silva, L.H.","Silva, L.H.S.","1989","10","20","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"VIC011422","VIC011422","Parque Estadual Mata dos Godoy",NA,NA,"270",NA,NA,"Árvore, botões florais verdes, flores cremes.","1989",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"376","2020-12-20 21:17:23-03","UFV","VIC","10921","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Silva, A.F. da","Silva, A.F. da","1985","10","10","Brasil","São Paulo","São José dos Campos","-45.945833","-23.075","-45.945833","-23.075",NA,NA,"VIC010921","VIC010921","Reserva Florestal Prof. Augusto Ruschi, Campos do Jordão Km 3.",NA,NA,"1275",NA,NA,"Árvore, c.a. de 20 metros de altura; flores de perianto verde, estames brancos, frutos negros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2020-12-20 21:17:23-03","UFV","VIC","13559","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Mota, A.L.P.; et al.",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"VIC013559","VIC013559","Triângulo Mineiro",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2020-12-20 21:17:23-03","UFV","VIC","14834","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Mota, A.L.P.; et al.",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"VIC014834","VIC014834","Triângulo Mineiro, Mata de Galeria Corrego das Posses.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2020-12-20 21:17:23-03","UFV","VIC","19014","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Pereira-Silva, G.","Pereira-Silva, G.; et al.","2006","07","08","Brasil","Minas Gerais","Além Paraíba","-42.796667","-21.904167","-42.796667","-21.904167",NA,NA,"VIC019014","VIC019014","Ponto de amostragem 23, Floresta Estacional Semidecidual. Relevo acidentado, solo arilo-arenoso. Área de influência direta (lago).",NA,NA,"10856",NA,NA,"Árvore, c.a. de 12 metros de altura. Ocasional no local.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2020-12-20 21:17:23-03","UFV","VIC","35414","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Snak, C.","Snak, C.; Poli, L.P.","2008","08","28","Brasil","Paraná","Cascavel","-53.420556","-24.937222","-53.420556","-24.937222",NA,NA,"VIC035414","VIC035414","Parque Ecológico Paulo Gorski",NA,NA,"201",NA,NA,"Árvore, c.a. de 10 metros de altura. Lâmina levemente discolor, cartácea. Botõa floral verde. Fruto maduro negro.","2008","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2020-12-20 21:17:23-03","UFV","VIC","36337","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Fernandes, J.M.","Fernandes, J.M.","2008","04","02","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"VIC036337",NA,"Entorno do Parque Nacional da Serra da Canastra",NA,NA,"785",NA,NA,"Cerrado; árvore 10 ma lt., fruto verde.","2008","04","02",NA,NA,NA,NA,NA,NA,NA,NA
"382","2020-12-20 21:17:23-03","UFV","VIC","031616","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Coser, T.S.; et al.","2008","02","20","Brasil","Minas Gerais","Além Paraíba","-42.7043991088867","-21.8878002166748",NA,NA,NA,NA,"VIC031616","VIC031616","Área de influência do Empreendimento AHE Simplíci, FURNAS- floresta Estacional semidecidual.Ao lado do canal 6 (Túnel 3).Matriz 109 do programa de resgate de Germoplasma.",NA,NA,"137",NA,NA,"Árvore de ca de 15 m de altura. Dois individuos lado a lado . Folhas verdes e frutos verdes. Em frutificação.",NA,NA,NA,NA,"24865","auto",NA,NA,NA,NA,NA
"383","2020-12-20 21:17:23-03","UFV","VIC","36358","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Fernandes, J.M.","Fernandes, J.M.","2009","07","26","Brasil","Minas Gerais","Cabeceira Grande","-47.0905990600586","-16.0296993255615",NA,NA,NA,NA,"VIC036358",NA,"Reserva Ambiental de Cabeceira Grande",NA,NA,"1044",NA,NA,"Mata ciliar; árvore 9 m alt., frutos secos.","2009","07","26",NA,"31320","auto",NA,NA,NA,NA,NA
"384","2020-12-20 21:17:23-03","UFV","VIC","34750","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Fernandes, J.M.","Alves, A.S.S.; Alves, A.A.","2003","06","28","Brasil","Minas Gerais","Lagamar","-46.8074989318848","-18.1783008575439",NA,NA,NA,NA,"VIC034750","VIC034750","Reserva Vegetal da Cia. Mineira de Metais, Cerrado denso.",NA,NA,"437",NA,NA,"Árvore, c.a. de 10 metros de altura. Fruto verde.","2011","05","17",NA,"53279","auto",NA,NA,NA,NA,NA
"385","2020-12-20 21:17:23-03","UFV","VIC","34740","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Alves, A.S.S.","Alves, A.S.S.; Alves, A.A.","2003","08","31","Brasil","Minas Gerais","Lagamar","-46.8074989318848","-18.1783008575439",NA,NA,NA,NA,"VIC034740","VIC034740","Reserva Vegetal da Cia. Mineira de Metais, Mata ciliar.",NA,NA,"567",NA,NA,"Árvore, c.a. de 15 metros de altura. Fruto negro.",NA,NA,NA,NA,"53279","auto",NA,NA,NA,NA,NA
"386","2020-12-20 21:17:23-03","UFV","VIC","20954","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Lima, L.C.P.","Lima, L.C.P.; Garcia, F.C.P.","2004","10","23","Brasil","Minas Gerais","Ponte Nova","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC020954","VIC020954","BR 346, próximo ao Bar da Pimenteira, Beira de estrada.",NA,NA,"213",NA,NA,"Árvore, c.a. de 15 metros de altura. Cálice e corola esverdeados, filetes brancos.","2005","02","02",NA,"16921","auto",NA,NA,NA,NA,NA
"387","2020-12-20 21:17:23-03","UFV","VIC","23827","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Fernandes, J.M.","Mota, A.L.P.","1992","05","21","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"VIC023827","VIC023827","Barragens, margem esquerda, Pasto.",NA,NA,"1156",NA,NA,"Árvore, c.a. de 12 metros de altura. Casca cinza clara bastante lenticelada em sentido horizontal; frutos imaturos verdes.","2011","05","17",NA,"58223","auto",NA,NA,NA,NA,NA
