"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","eventTime","fieldNumber","individualCount"
"91","2021-03-01 16:36:19-03","UNICAMP","UEC","199592","S","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Maruyama, A","2020","05","30","Bernacci, LC; Assis, MA; Belinello, R","4848","2012","10","04","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-45.610278","-23.128889","-45.610278","-23.128889","950","950","Arvoreta, ca. 6m alt.; flores brancas; frutos imaturos obovados.","UEC159542","UEC159542","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:36:19-03","UNICAMP","UEC","41797","S","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","1985",NA,NA,"Hatschbach, G","19755","1968","07","30","Brazil","Paraná","Morretes","Estrada Graciosa, Alto da Serra","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arbusto 2,5m mata pluvial, principalmente as margens de rio. Pedúnculo e cálice vermelho-pinhão, corola comumente com mancha vermelha.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-01 16:36:19-03","UNICAMP","UEC","139680","S","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Hatschbach, G","1987",NA,NA,"Kummrow, R; Silva, JM; et al.","2942","1987","08","18","Brazil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arbusto 2,2m alt., flor alva, mata a beira do rio encachoeirado.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:36:19-03","UNICAMP","UEC","45100","S","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand",NA,NA,NA,NA,"Silva, JM; Cordeiro, J","155","1986","08","28","Brazil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arvoreta 5m, flor alva. Mata pluvial.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:36:19-03","UNICAMP","UEC","54888","S","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Mazine, FF","1997","08","16","Meira Neto, JAA; Bernacci, LC; Grombone-Guaratini, MT; Leitão Filho, HF; Tamashiro, JY","21334","1987","11","16","Brazil","São Paulo","Atibaia","Faz. Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"Árvore com 4m de alt., no interior da mata, frutos imaturos, cálice persistente.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:36:19-03","UNICAMP","UEC","11755","S","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand",NA,NA,NA,NA,"Matthes, LAF","9263","1978","08","17","Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Coleção do Bosque dos Jequitibás nº 23 - E",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:36:19-03","UNICAMP","UEC","26810","S","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Mazine, FF","1997","09",NA,"Leitão Filho, HF; Shepherd, GJ; Tamashiro, JY; Yamamoto, K","13090","1981","11","07","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Arbusto até 2m, flores jovens brancas e velhas vinosas.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"98","2021-03-01 16:36:19-03","UNICAMP","UEC","11826","S","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Mazine, FF","1997","09",NA,"Leitão Filho, HF; Shepherd, GJ","2532","1976","08","11","Brazil","São Paulo","Jundiaí","Serra do Japí, nativo em mata de planalto na Serra, em lugar úmido.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Arbusto até 2,5m.; flores brancas com cálice esverdeados.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"99","2021-03-01 16:36:19-03","UNICAMP","UEC","50210","S","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Mazine, FF","1997","09","17","Leitão Filho, HF; Tamashiro, JY; Semir, J; Meira Neto, JAA; Bernacci, LC","20928","1988","10","14","Brazil","São Paulo","São Roque","Parque da Câmara","-47.1300010681152","-23.5200004577637",NA,NA,NA,NA,"Árvore de 10 frutos imaturos verdes.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"15567","auto",NA,NA,NA,NA,NA,NA,NA
"100","2020-12-04 13:19:27-03","UDESC","LUSC","9522","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","R.C. Seubert","2014","08","10","R.C. Seubert; D.K. Sampaio, E. Hofschneider, J.A. Rezini & W. Gebien","192","2014","08","10","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí. coletado em encosta.","-49.210833","-27.110278","49º12'39''W","27º6'37''S","640","640",NA,"LUSC005885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-04 13:19:27-03","UDESC","LUSC","9574","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","FF Pastório","2015","09","09","A.L. de Gasper; H.F. Uller & A.C. Vibrans","3716","2015","09","01","Brasil","Santa Catarina","Blumenau","Fidélis.","-49.049444","-26.819722","49º2'58''W","26º49'11''S","264","264",NA,"LUSC005969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-04 13:19:27-03","UDESC","LUSC","8649","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Seubert, R.C.","2014","03","28","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.",NA,"2014","09","09","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,NA,"LUSC006945","LUSC006945",NA,NA,NA,NA,NA,"29534","auto",NA,NA,NA,NA,NA,NA,NA
"103","2020-12-04 13:19:27-03","UDESC","LUSC","8539","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Seubert, R.C.","2011","01","19","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","15","2014","09","09","Brasil","Santa Catarina","Indaial","Faxinal do Bepe- Parque Nacional da Serra do Itajaí.","-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,NA,"LUSC006944","LUSC006944",NA,NA,NA,NA,NA,"29534","auto",NA,NA,NA,NA,NA,NA,NA
"104","2020-12-04 13:19:27-03","UDESC","LUSC","7608","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M.","2010","10","29","Korte, A.; Kniess, A.","4139","2015","03","02","Brasil","Santa Catarina","Joinville","Serra Queimada.","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,"LUSC006917","LUSC006917",NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"105","2020-10-14 10:03:22-03","FURB","FURB","10916","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2009","07","17","Grippa, C.R.; Bachmann, V.","698","2007","10","12","Brasil","Santa Catarina","Apiúna","Jundiá.","-49.2547222","-27.1202778","-49.2547222","-27.1202778","350","350","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo VII. Habitat: Floresta Ombrófila Densa; Habito: flor branca","FURB32235","FURB32235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-14 10:03:22-03","FURB","FURB","17732","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","01","25","Korte, A.; Kniess, A.","200","2009","09","17","Brasil","Santa Catarina","Leoberto Leal","Tigre.","-49.23","-27.3597222","-49.2300000","-27.3597222","438","438","Florística IFFSC 424 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta; flor branca","FURB32248","FURB32248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-11-08 08:53:48-03","FURB","FURB","17777","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","01","25","Stival-Santos, A.; Silveira, S.","792","2009","08","13","Brasil","Santa Catarina","Angelina","Rio Bonito.","-48.9355555","-27.5363889","-48.9355555","-27.5363889","517","517","Coleta Extra IFFSC (Arbusto) Habitat: beira da estrada Habito: arbustiva; flor branca com vermelho","FURB32253","FURB32253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-08 08:53:48-03","FURB","FURB","17843","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","01","25","Funez, L.A.","482","2009","08","22","Brasil","Santa Catarina","Blumenau","Rua Pastor Oswaldo Hesse, 800.","-49.0475","-26.9291667","-49.0475000","-26.9291667","40","40",NA,"FURB02449","FURB02449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-14 10:03:22-03","FURB","FURB","17969","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","01","25","Korte, A.; Kniess, A.","1505","2009","12","10","Brasil","Santa Catarina","Rio do Sul","Mirador.","-49.5905555","-27.0902777","-49.5905555","-27.0902777","792","792","Florística IFFSC 573 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta; Fruto vermelho;","FURB32242","FURB32242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-10-14 10:03:22-03","FURB","FURB","18360","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","923","2009","09","25","Brasil","Santa Catarina","Ilhota","Baú.","-48.8711111","-26.8197223","-48.8711111","-26.8197223","106","106","Florística IFFSC 752 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva; Fruto avermelhado;","FURB32257","FURB32257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-14 10:03:22-03","FURB","FURB","18863","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","01",NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","1346","2009","11","23","Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444","-49.1394444","-27.0969444","660","660","Florística IFFSC 578 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Primário; beira de rio Habito: arvoreta;","FURB32259","FURB32259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-10-14 10:03:22-03","FURB","FURB","19067","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","01","25","Korte, A.; Kniess, A.","713","2009","11","05","Brasil","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.2305556","-27.4502778","-49.2305556","-27.4502778","850","850","Florística IFFSC 384 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB32249","FURB32249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-08 08:53:48-03","FURB","FURB","19176","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Oliveira, AA de","2010","01","25","Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","333","2009","10","28","Brasil","Santa Catarina","Angelina",NA,"-49.05","-27.45","-49.0500000","-27.4500000","822","822",NA,"FURB32256","FURB32256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 10:03:22-03","FURB","FURB","19213","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","1322","2009","10","25","Brasil","Santa Catarina","Indaial","Faxinal do Bepe,Parque Nacionalda Serra do Itajaí.","-49.1797223","-27.1161111","-49.1797223","-27.1161111","350","350","Coleta Extra IFFSC (Arvoreta) Habitat: Floresta Ombrófila Densa; pastagem Habito: arvoreta;","FURB32247","FURB32247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-10-14 10:03:22-03","FURB","FURB","19415","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Oliveira, AA de","2010","01","25","Korte, A.; Kniess, A.","887","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","Rio Novo.","-49.2305556","-27.1802778","-49.2305556","-27.1802778","617","617","Florística IFFSC 518 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta; Fruto vermelho;","FURB32254","FURB32254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-10-14 10:03:22-03","FURB","FURB","19454","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Oliveira, AA de","2010","01",NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","971","2009","10","07","Brasil","Santa Catarina","Gaspar","Gaspar Alto, Rua Hésio Silveira de Souza.","-49.0508333","-27.0005556","-49.0508333","-27.0005556","215","215","Florística IFFSC 637 (Arbusto) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; próximo a estrada Habito: arbustiva; Fruto avermelhado;","FURB32250","FURB32250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-08 08:53:48-03","FURB","FURB","195","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","1992",NA,NA,"Steinbach, F.",NA,"1991","06","15","Brasil","Santa Catarina","Indaial","Fazenda Faxinal.","-49.2091667","-27.1141667","-49.2091667","-27.1141667","740","740",NA,"FURB32241","FURB32241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-14 10:03:22-03","FURB","FURB","20639","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","01","25","Dreveck, S.; Carneiro, F.E.","1913","2009","04","28","Brasil","Santa Catarina","Leoberto Leal","Barra Grande.","-49.2336111","-27.63","-49.2336111","-27.6300000","732","732","Regeneração IFFSC 312 /O/19 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: arbustiva;","FURB32258","FURB32258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-08 08:53:48-03","FURB","FURB","20845","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2001",NA,NA,"Dallacorte, F.",NA,"2001","10","27","Brasil","Santa Catarina","Blumenau","Vale do Espingarda - Parque das Nascentes - Trilha da Cachoeira.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB32255","FURB32255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:03:22-03","FURB","FURB","31852","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","10","25","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","5014","2010","06","15","Brasil","Santa Catarina","São Martinho","Hoepers/Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","517","517","Florística IFFSC 173 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; flor botão floral branco","FURB32239","FURB32239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:03:22-03","FURB","FURB","31889","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","10","29","Korte, A.; Kniess, A.","4139","2010","08","19","Brasil","Santa Catarina","Joinville","Serra Quimada.","-49.0497222","-26.1002778","-49.0497222","-26.1002778","1167","1167","Florística IFFSC 1065b (Arvoreta) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: arvoreta; flor branca","FURB32251","FURB32251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:03:22-03","FURB","FURB","31893","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","10","29","Korte, A.; Kniess, A.","4060","2010","08","18","Brasil","Santa Catarina","Joinville","Barragem do 8º Salto - Serra do Piraí.","-49.0505556","-26.2802778","-49.0505556","-26.2802778","698","698","Florística IFFSC 1026 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor branca","FURB32238","FURB32238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 10:03:22-03","FURB","FURB","32161","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Oliveira, AA de","2010","11","09","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","5704","2010","05","30","Brasil","Santa Catarina","São Bonifácio","Rio Sete.","-49.0488889","-27.9891666","-49.0488889","-27.9891666","821","821","Regeneração IFFSC 196 /N/103 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB32240","FURB32240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-08 08:53:48-03","FURB","FURB","32544","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Gasper, AL de","2010","11","25","Verdi, M.; Caglioni, E. & Martins, E.M.","5302","2010","08","13","Brasil","Santa Catarina","Ituporanga","Rio do Norte.","-49.5016667","-27.36","-49.5016667","-27.3600000","708","708",NA,"FURB32246","FURB32246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:03:22-03","FURB","FURB","32845","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","10","29","Dreveck, S.","2334","2010","07","13","Brasil","Santa Catarina","Rio dos Cedros","Rio Mergulhão.","-49.41","-26.55","-49.4100000","-26.5500000","914","914","Florística IFFSC 905 (Arbusto) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio médio de regeneração; interior do fragmento Habito: arbusto; flor botão floral branco","FURB32244","FURB32244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 10:03:22-03","FURB","FURB","32846","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","10","29","Korte, A.; Kniess, A.","4042","2010","07","14","Brasil","Santa Catarina","Nova Trento","Valsugana.","-49.0505556","-27.3586111","-49.0505556","-27.3586111","307","307","Florística IFFSC 426 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; flor botão floral branco","FURB32243","FURB32243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 10:03:22-03","FURB","FURB","32847","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2010","10","29","Stival-Santos, A.; Silveira, S.","3237","2010","07","08","Brasil","Santa Catarina","Antônio Carlos","RPPN Caraguatá.","-48.87","-27.45","-48.8700000","-27.4500000","710","710","Florística IFFSC 388 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbusto; flor branca","FURB32252","FURB32252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:03:22-03","FURB","FURB","36049","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2011","09",NA,"Carneiro, F.E.","23","2011","07","15","Brasil","Santa Catarina","Santa Rosa de Lima","PCH do Rio Chapéu - SC-431.","-49.1383333","-28.0702778","-49.1383333","-28.0702778","200","200","Área suprimida Habitat: Floresta Ombrófila Densa; Habito: arvoreta; flor botão floral branco","FURB32245","FURB32245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:03:22-03","FURB","FURB","38645","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Vieira, F. C. S.","2020","04","21","Funez, L.A.","753","2012","08","01","Brasil","Santa Catarina","Blumenau","Rua Pastor Osvaldo Hesse.","-49.0488889","-26.9286111","-49.0488889","-26.9286111","38","38","Habitat: Floresta Ombrófila Densa; Estágio Médio; beira do riacho Habito: arbustiva; flor branca","FURB32852","FURB32852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 10:03:22-03","FURB","FURB","38681","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2015","07","10","Funez, L.A.","772","2012","08","06","Brasil","Santa Catarina","Rodeio","Morro do Ipiranga, eremitério.","-49.4019444","-26.8755556","-49.4019444","-26.8755556","764","764",NA,"FURB32232","FURB32232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:03:22-03","FURB","FURB","42497","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Sobral, M","2012","07","01","Caglioni, E.; et al.","82","2011","12","03","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0783334","-27.06","-49.0783334","-27.0600000","340","340",NA,"FURB32231","FURB32231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:03:22-03","FURB","FURB","46592","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Seubert, RC","2014","08","10","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","192","2014","08","10","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2108333","-27.1102778","-49.2108333","-27.1102778","640","640","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arvoreta;","FURB32229","FURB32229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 10:03:22-03","FURB","FURB","46677","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Seubert, RC","2014","09","09","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","15","2014","09","09","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.1955555","-27.1086111","-49.1955555","-27.1086111","706","706","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arvoreta;","FURB32230","FURB32230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 10:03:22-03","FURB","FURB","47456","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Pastório, FF","2015","08","03","Pastório, F.F.","49","2015","07","27","Brasil","Santa Catarina","Blumenau","Parque Nacioanl da Serra do Itajaí - Trilha da chuva.","-49.0808334","-27.0594444","-49.0808334","-27.0594444","419","419",NA,"FURB32237","FURB32237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-10-14 10:03:22-03","FURB","FURB","47539","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Pastório, FF","2015","09","09","Gasper, A.L. de; Uller, H.F. & Vibrans, A.C.","3716","2015","09","01","Brasil","Santa Catarina","Blumenau","Fidélis.","-49.0494444","-26.8197223","-49.0494444","-26.8197223","264","264",NA,"FURB47539","FURB47539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 10:03:22-03","FURB","FURB","48529","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Ribeiro, C.L.","2019","12","18","Schwirkowski, P.","1156","2015","08","02","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3838889","-26.2411111","-49.3838889","-26.2411111",NA,NA,NA,"FURB48529","FURB48529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 10:03:22-03","FURB","FURB","49115","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Pastório, FF","2016","02","24","Oliveira, A.A. de","2848","2015","12","08","Brasil","Santa Catarina","Leoberto Leal","Rei do Feijão.","-49.23","-27.4497222","-49.2300000","-27.4497222","849","849",NA,"FURB49115","FURB49115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 10:03:22-03","FURB","FURB","49355","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Ribeiro, C.L.","2019","12","18","Schwirkowski, P.","1287","2015","11","11","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho. Ao lado do manancial de captação de água do SAMAE.","-49.3247223","-26.2802778","-49.3247223","-26.2802778","750","750",NA,"FURB49355","FURB49355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
