"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","stateProvince","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"260","2019-08-27 13:34:27-03","IAP","PACA-AGP","94823","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","J. Larocca","J. Larocca","1991","05","03","Brasil","São Lourenço do Sul","Ilha da Ponta","-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,"PACA094823",NA,NA,NA,NA,NA,"RS","HASU 4737&nf;Aprox. 4m Fenofase: fruto Hábito: arvoreta",NA,NA,NA,"Magnoliophyta","Polygonales",NA,"48842","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"261","2019-08-27 13:34:27-03","IAP","PACA-AGP","94825","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","M. Haussen","M. Haussen","1990","10","21","Brasil","Viamão","Parque Estadual de Itapoã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"PACA094825",NA,NA,NA,NA,NA,"RS","HEDU 1513 Habitat: beira de mata, restinga da praia de Fora Fenofase: flores Hábito: árvore",NA,NA,NA,"Magnoliophyta","Polygonales",NA,"41667","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"262","2019-08-27 13:34:27-03","IAP","PACA-AGP","68564","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.",NA,"Klein & Bresolin","1969","02","13","Brasil","Florianópolis","Morro Costa da lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA068564",NA,NA,NA,NA,"8184","SC","Habitat: Mata de topo de morro",NA,NA,NA,"Magnoliophyta","Polygonales",NA,"27000","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"263","2019-08-27 13:34:27-03","IAP","PACA-AGP","71604","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Daniel B. Falkenberg","Klein & Bresolin","1969","02","13","Brasil","Florianópolis","Morro da Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA071604",NA,"1986",NA,NA,"8187","SC","Habitat: Mata - alto da encosta",NA,NA,NA,"Magnoliophyta","Polygonales",NA,"27000","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"264","2021-03-24 17:09:48-03","UFES","SAMES","7733","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Wandekoken,D.T.","Wandekoken,D.T.; Pereira,O,J.","2016","06","30","Brasil","Guarapari",NA,"-40.5110015869141","-20.6580009460449","-407016667.0","-209947222.0",NA,NA,"SAMES07733",NA,"2016","06","30","168","Espírito Santo","Frutos esverdeados ausência de folhas. Habito: Árvore",NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"265","2021-03-24 17:09:48-03","UFES","SAMES","7346","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Sobral,M.","Stival-Santos,A.; Legal,E.;Silveira,S.","2009","10","15","Brasil","Indaial","Faxinal do Bepe, Parque Nacional Serra do Itajaí.","-49.2317008972168","-26.8978004455566","-491797223.0","-271161111.0","9","9","SAMES07346",NA,"2010","01","25","1289","Santa Catarina","Flores verdes vináceas Habitat: Floresta Ombrófila Densa Habito: Árvore",NA,NA,NA,NA,NA,NA,"29534","auto",NA,NA,NA,NA,NA,NA,NA
"266","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0058774","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","E. Barbosa","J. Cordeiro; E. Barbosa, J. M. Silva, J. Vaz","2009","11","12","Brazil",NA,"Circulo Militar de Uruguaiana (Mun. Uruguaiana).","-56.860677","-29.586383",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3365","Rio Grande do Sul","Arbusto, 4 m, frutos creme.",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0030467","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","A. Schinini","A. Schinini; C. Saravia Toledo & R. Neumann","1997","11","2","Argentina",NA,"Dep. Orán. Finca San Andrés. Sierra de Zenta.","-64.61667","-23.23056",NA,NA,"1180",NA,NA,NA,NA,NA,NA,"33106","Salta",NA,NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0030466","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","G. Hatschbach","J. M. Silva; E. Barbosa & E. F. Costa","2001","3","23","Brazil",NA,"Estrada de Pacas para o Parque das Lauráceas (Mun. Tunas do Paraná).","-49.1","-24.9667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3359","Parana","Árvore, 15 m.",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-11-21 14:43:55-03","UFJF","CESJ","59471","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meissn.","E. Barbosa","J. Cordeiro; E. Barbosa; J.M. Silva; J.Vaz","2009","11","12","Brasil","Uruguaiana","Círculo Militar de Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"CESJ059471",NA,"2009",NA,NA,"3365","Rio Grande do Sul","Arbusto, 4m alt., frutos creme. Savana.","América do Sul",NA,NA,"Angiosperma",NA,NA,"93142","auto",NA,NA,NA,NA,NA,NA,NA
"270","2019-11-21 14:43:55-03","UFJF","CESJ","54638","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meissn.","G. Hatschbach","J.M. Silva; G.C.Vasconcellos","2008","04","09","Brasil","Adrianópolis","Fazenda Mato Preto, Barneck","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"CESJ054638",NA,"2008",NA,NA,"6388","Paraná","Árvore, 11m, fruto imaturo. Floresta atlântica.","América do Sul",NA,NA,"Angiosperma",NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA
"271","2021-04-07 11:47:51-03","UFMS","CGMS","73341","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","A. Pott","A. Pott","2007","11","06","Brasil","Iguatemi","Fazenda Beira Rio, próximo ao Posto Fiscal na Rodovia MS-487, várzea do Rio Paraná.","-54.8197223","-23.3222223","-54,8197223","-23,3222223","226","226","CGMS1106148",NA,NA,NA,NA,"14764","Mato Grosso do Sul","Flor ausente. Fruto palha. Habitat: Periferia inundável de floresta aluvial. Solo arenoso hidromórfico. Relevo várzea. Ocasional. Habito: Arvoreta. 4,00 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-04-07 11:47:51-03","UFMS","CGMS","77387","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","D.R.M. Neves, F.M. Alves","P.F Oliveira; A.K.P. Santos, M. Arouche, D.R.M. Neves, F.M. Alves","2019","09","24","Brasil","Jateí","Trilha próxima a entrada principal do parque. Parque Estadual das Várzeas do Ivinhema (PEVRI)","-53.7344444","-22.9030556","-53,7344444","-22,9030556","235","235","CGMS1110375",NA,"2019","09","24","56","Mato Grosso do Sul","Duplicata no Herbário BHCB Habitat: Sub bosque com serrapilheira alta Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2021-04-07 11:47:51-03","UFMS","CGMS","58078","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","A.H.A. Souza; B.B. Brandão; L.M. Bergamo","L.M. Bergamo; B.B. Brandão; A.H.A. Souza","2015","11","11","Brasil","Jateí","Parque Estadual das Várzeas do Rio Ivinhema.","-53.7466666","-22.9008333","-53,7466666","-22,9008333","238","238","CGMS1088016",NA,"2015","11","11","25","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-04-07 11:47:51-03","UFMS","CGMS","39497","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","J. Cordeiro","E.M. Francisco","2003","10","03","Brasil","Bela Vista do Paraíso","Fazenda Cascata.","-51.190601348877","-22.9967002868652",NA,NA,NA,NA,"CGMS1068876",NA,"2003",NA,NA,"73","Paraná","Flores eBotões cremes. Doação FUEL.",NA,NA,NA,NA,NA,NA,"15605","auto",NA,NA,NA,NA,NA,NA,NA
"275","2021-04-07 11:47:51-03","UFMS","CGMS","78383","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.",NA,"G. Hatschbach","1967","11","16","Brasil","Campina Grande do Sul","Ribeirão Grande.","-49.0553016662598","-25.3055992126465",NA,NA,"850","850","CGMS1111394",NA,NA,NA,NA,"17883","Paraná","Flor esverdeada, tronco 35cm diametro. Habitat: Mata pluvial. Habito: Árvore, 25 m de altura.",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"276","2019-11-27 13:52:10-03","UFS","ASE","16123","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Mota, MCS","Machado, WJ; Gomes, LA; Santos, V; Jesus, JB","2009","12","18","Brasil","Poço Redondo","Serra da Guia","-37.684167","-9.805278","-37.684167","-9.805278",NA,NA,"ASE0022641","ASE0022641","2010","11","08","83","Sergipe","Árvore ca. 15m, com inflorescência verde-claro.; Árvore ca. 15m, com inflorescência verde-claro.; Brejo de Altitude (borda da clareira)","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2019-11-27 13:52:10-03","UFS","ASE","23126","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Oliveira, DG","Oliveira, DG; Barreto, SSB; Freitas, BAL","2012","04","11","Brasil","Porto da Folha","Povoado Lagoa Grande, Fazenda São Pedro, lado esquerdo da estrada principal em direção ao Assentamento São Judas Tadeu","-37.409756","-10.036106","-37.409756","-10.036106",NA,NA,"ASE0028742","ASE0028742","2012","04","16","340","Sergipe","Árvore. Flores creme-amereladas. Folhas concolor. Ramos com estipulas ocrear na inserção de cada nó. Altura ca. 8 metros; Árvore. Flores creme-amereladas. Folhas concolor. Ramos com estipulas ocrear na inserção de cada nó. Altura ca.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-11-27 13:52:10-03","UFS","ASE","26680","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Gomes, LA","Santos, E; Santos, V","2012","03","07","Brasil","Nossa Senhora da Glória",NA,"-37.42","-10.218333","-37.42","-10.218333",NA,NA,"ASE0031121","ASE0031121","2013","02",NA,"ASE26680","Sergipe","Arvore, 5m. Botões verdes, flores amarelas.&nf;; Caatinga","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-11-27 13:52:10-03","UFS","ASE","2860","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","E. Melo","Fonseca, MR","1981","09","27","Brasil","Canindé de São Francisco",NA,"-37.789167","-9.66","-37.789167","-9.66",NA,NA,"ASE0014585","ASE0014585","2006","03",NA,"ASE2860","Sergipe","Árvore. Folhas simples e alternas.; Árvore. Folhas simples e alternas.; Caatinga hiperxerófila","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2019-11-27 13:52:10-03","UFS","ASE","3153","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","E. Melo","Viana, G","1983","04","26","Brasil","Gararu","Faz. Barriguda Pov. São Mateus","-37.083056","-9.9675","-37.083056","-9.9675",NA,NA,"ASE0014794","ASE0014794","2006","03",NA,"677","Sergipe","Árvore. 15. metros. Folhas simples e opostas, frutos imaturos verdes.; Árvore. 15. metros. Folhas simples e opostas, frutos imaturos verdes.; Mata de Caatinga hipoxerófila","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2019-11-27 13:52:10-03","UFS","ASE","36606","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Santos Neto, AM","Santos Neto, AM; Souza, JO; Nunes, SS; Felix, GJ","2015","12","21","Brasil","Santo Amaro das Brotas","PA Celso Furtado, Área de reserva legal do assentamento Celso Furtado.","-10.5259","-37.031","-10.5259","-37.031","55","55","ASE0037089","ASE0037089","2015","01","20","43","Sergipe","Árvore, cerca de 10 metros de altura, folhas alternas, inflorecência racemosa do tipo racemo terminal ou lateral.; Mata Atlântica","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-11-27 13:52:10-03","UFS","ASE","4063","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","E. Melo","Viana, G","1985","11","11","Brasil","Nossa Senhora da Glória","Faz. Olhos d'Água","-37.419861","-10.1035","-37.419861","-10.1035",NA,NA,"ASE0015437","ASE0015437","2006","03",NA,"1183","Sergipe","Árvore 15. metros. Frutos maduros marrons.; Árvore 15. metros. Frutos maduros marrons.; Mata de Caatinga hipoxerófila","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-11-27 13:52:10-03","UFS","ASE","4958","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Silva, ACC","Viana, G","1987","08","25","Brasil","Nossa Senhora da Glória",NA,"-37.42","-10.218333","-37.42","-10.218333",NA,NA,"ASE0021107","ASE0021107","2014","02","04","1987","Sergipe","Caatinga hipoxerófila.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2019-11-27 13:52:10-03","UFS","ASE","631","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","E. Melo","Carvalho, ACB","1978","08","23","Brasil","Nossa Senhora da Glória",NA,"-37.42","-10.218333","-37.42","-10.218333",NA,NA,"ASE0012952","ASE0012952","2006","03",NA,"ASE631","Sergipe","Árvore. Folhas simples alternas com ócrea reduzieda.; Árvore. Folhas simples alternas com ócrea reduzieda.; Caatinga","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2019-11-27 13:52:10-03","UFS","ASE","39167","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.",NA,"Moura, EO; Soares, AS; Soares, AS; Sousa, VF","2015","08","15","Brasil","Equador","Serra das Queimadas, Estrada vicinal que liga o município a Parelhas, ca. de 10 km da sede municipal. Topo da Serra. Área para instalação do Complexo Eólico Santapape.","-36.4053","-6.5103","-36.4053","-6.5103","797","797","ASE0040641",NA,NA,NA,NA,"438","Rio Grande do Norte","Árvore ca. 6m. Folhas levemente discolores, verdes brilhantes na face adaxial. Sépalas verdes a bege. Frutos imaturos verdes e maduros marrons.; Caatinga arbustiva.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2019-08-20 10:23:26-03","UNICAMP","UEC","180390","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Cantero, JJ","Cantero, JJ; Nuñez, CO","2009","12","29","Argentina","Altautina",NA,"-65.154167","-31.783889","-65.154167","-31.783889","740","740","UEC031244","UEC031244","2009",NA,NA,"6174","Córdoba",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2021-03-01 16:38:24-03","UNICAMP","UEC","117305","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.",NA,"Amaral Jr, A; Mendonça, JO; Dias, O; Evangelista, G","1998","10","17","Brazil","Anaurilândia","Rio Paraná, Ilha a montante da Barragem do Rio Primavera.","-52.929167","-22.397778","-52.929167","-22.397778",NA,NA,"UEC157161","UEC157161",NA,NA,NA,"251","Mato Grosso do Sul","Árvore 10 m de altura com flores branco - esverdeadas.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2021-03-01 16:38:24-03","UNICAMP","UEC","117312","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Marcondes-Ferreira, W","Bicudo, LRH; Campos, CJ; Barbosa, SB","1998","10","13","Brazil","Castilho","Margem do Rio Paraná","-51.617194","-20.929917","-51.617194","-20.929917","238","238","UEC157166","UEC157166","2009","11",NA,"71","São Paulo","Árvore, 7m de altura, frutos verdes com sépalas creme persistentes, sem odor.; Mata de galeria.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2021-03-01 16:38:24-03","UNICAMP","UEC","158302","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.",NA,"Couto, APL; Cruz, ACR; França, F; Melo, E","2005","05","05","Brazil","Feira de Santana","Distrito de Ipuaçu.","-39.730556","-12.232778","-39.730556","-12.232778","230","230","UEC015544","UEC015544",NA,NA,NA,"50","Bahia","Árvore ca. 20 m alt. Folhas cartáceas, levemente discolor. Fruto imaturos verdes-amarelados, alas verdes.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2021-03-01 16:38:24-03","UNICAMP","UEC","173813","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Sanchez, M","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1997","09","10","Brazil","Ubatuba","Picinguaba, Morro do Corisco.","-44.812222","-23.311111","-44.812222","-23.311111","300","300","UEC089598","UEC089598",NA,NA,NA,"1821","São Paulo","Árvore 139 com 18m de altura, vegetativo.; Mata Atlântica de Encosta.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2021-03-01 16:38:24-03","UNICAMP","UEC","174398","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Esteves, RL","Pastore, JA","1985","10","23","Brazil","Teodoro Samapaio","Reserva Estadual do morro do Diabo, à direita do Angelim.",NA,NA,NA,NA,NA,NA,"UEC026392","UEC026392","1988","10",NA,"131","São Paulo","Arvoreta na picada 79, flores alvas.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2021-03-01 16:38:24-03","UNICAMP","UEC","55265","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Pendry, CA","Ungaretti, I","1977","11","01","Brazil",NA,"Montenegro - Polo Petroquímico - Área Nova - Arroio Charqueadas.",NA,NA,NA,NA,NA,NA,"UEC157159","UEC157159","2003",NA,NA,"778","Rio Grande do Sul","Exemplar com flores amarelas com liláses e com fruto.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2021-03-01 16:38:25-03","UNICAMP","UEC","65196","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Pendry, CA","Assis, MA","1990","10","29","Brazil",NA,"Rio Ivinheima. Fazenda Lagoa Encantada.",NA,NA,NA,NA,NA,NA,"UEC156986","UEC156986","2003",NA,NA,"25306","Mato Grosso do Sul","Árvore de 20,0m, flores e frutos branco-creme.; Borda de mata",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2021-03-01 16:38:25-03","UNICAMP","UEC","71229","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Melo, E","Durigan, G","1992","09","29","Brazil","Tarumã","Fazenda São Luis",NA,NA,NA,NA,NA,NA,"UEC157167","UEC157167","2000","03",NA,"30716","Amazonas","Árvore de porte médio.; mata ciliar.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2021-03-01 16:38:25-03","UNICAMP","UEC","80556","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Melo, E","Hoehne, FC; Gehrt, A","1936","11","10","Brazil","Campo Largo",NA,NA,NA,NA,NA,NA,NA,"UEC157169","UEC157169","2000","03",NA,"s.n.","São Paulo","Árvore grande, flores esverdeadas.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2021-03-01 16:38:25-03","UNICAMP","UEC","80557","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Marcondes-Ferreira, W","Hoehne, FC; Gehrt, A","1936","12","01","Brazil","Campo Largo",NA,NA,NA,NA,NA,NA,NA,"UEC157171","UEC157171","2009","11",NA,"s.n.","São Paulo","Árvore.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2021-03-01 16:38:25-03","UNICAMP","UEC","84298","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Marcondes-Ferreira, W","Cardoso-Leite, E; Oliveira, A","1993","08","31","Brazil","São Roque","Mata da Câmara","-47.1125","-23.523889","-47.1125","-23.523889",NA,NA,"UEC157170","UEC157170","2009","11",NA,"166","São Paulo","25m alt.; mata mesófila semidecídua.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2021-03-01 16:38:25-03","UNICAMP","UEC","85737","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Melo, E","Sanchez, M; Pedroni, F","1993","05","22","Brazil","Picinguaba","P.E.Serra do Mar - Ubatuba",NA,NA,NA,NA,NA,NA,NA,NA,"2000","03",NA,"34","São Paulo","Árvore n. 563. 25 m alt. CAP. 240cm. Frutos avermelhados.; Margem do rio da Fazenda.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2021-03-01 16:38:24-03","UNICAMP","UEC","162985","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Marques, JN","Francisco, EM","2000","10","09","Brazil","Leópolis","Sítio São Francisco.","-50.7510986328125","-23.0799999237061",NA,NA,NA,NA,"UEC019513","UEC019513","2008","05","09","s.n.","Paraná","Árvore 6m; Flores creme; Perto do pasto.",NA,NA,NA,"Magnoliopsida",NA,NA,"22638","auto",NA,NA,NA,NA,NA,NA,NA
"300","2019-08-20 10:23:26-03","UNICAMP","UEC","97949","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Pendroy, CA","Rocha, LS; Chagas e Silva, F","1990","10","24","Brazil","Londrina","P.E.M Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"UEC157160","UEC157160","2003",NA,NA,"s.n.","Paraná",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"301","2019-08-20 10:23:26-03","UNICAMP","UEC","97961","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Pendry, CA","Rocha, LS; Chagas; Silva, F","1990","10","17","Brazil","Londrina","P.E.M. Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"UEC171365","UEC171365","2003",NA,NA,"12939","Paraná",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"302","2021-03-01 16:38:24-03","UNICAMP","UEC","63550","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Pendry, CA","Souza, MAC","1992","11","09","Brazil","Porto Rico","Margem esquerda","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"UEC157165","UEC157165","2003",NA,NA,"294","Paraná","Arbórea, flores coloração creme. Solo seco,",NA,NA,NA,"Magnoliopsida",NA,NA,"18063","auto",NA,NA,NA,NA,NA,NA,NA
"303","2021-03-01 16:38:24-03","UNICAMP","UEC","155749","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Cordeiro, J","Francisco, EM","2003","10","30","Brazil","Rancho Alegre","Fazenda Congonha","-50.9131011962891","-23.0699996948242",NA,NA,NA,NA,"UEC060829","UEC060829","2003",NA,NA,"74","Paraná","Árvore; 4m.; Fruto imaturo rosa.; Borda da mata.",NA,NA,NA,"Magnoliopsida",NA,NA,"11419","auto",NA,NA,NA,NA,NA,NA,NA
"304","2021-03-01 16:38:24-03","UNICAMP","UEC","172087","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.",NA,"Medri, C; Francisco, EM","1999","04","10","Brazil","Sapopema","Salto das Orquídeas.","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"UEC016409","UEC016409",NA,NA,NA,"779","Paraná","Árvore 10m alt., frutos imaturos verdes e maduros secos. Beira do rio.",NA,NA,NA,"Magnoliopsida",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"305","2021-03-01 16:38:24-03","UNICAMP","UEC","109061","S","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","Pendry, CA","Medri, C; Kinupp, VF; Francisco, EM","1997","10","11","Brazil","Sapopema","Salto das Orquídeas. Beira do brejo com coqueiros, perto da sede.","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"UEC157164","UEC157164","2003",NA,NA,"480","Paraná","Árvore 5,0m alt; frutos jovens alados e avermelhados.",NA,NA,NA,"Magnoliopsida",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
