"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","typeStatus","relatedCatalogItem","fieldNumber","sex"
"11","2019-08-16 08:39:14-03","UTFPR","HCF","524","S","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus","Müll.Arg.","I. Cordeiro","M.G. Caxambu","186","2003","11","15",NA,"Brasil","MS","Ilha Mutum","Rio Paraná",NA,NA,NA,NA,NA,"planta herbácea, ereta, com presença de flores amarelas e frutos.",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-15 15:30:25-03","UNESP-RC","HRCB","71804","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus","Müll. Arg.","Marques, O. - via web","Sabino",NA,NA,NA,NA,NA,"Brasil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira","-47.416667","-21.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47°25'0.0006W","21°49'0.0006S",NA,NA,NA,NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","2483663","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus","Müll. Arg.",NA,"G. Eiten & J. M. F. Campos","3492","1961","12","2","South America - Neotropics","Brazil","Sao Paulo",NA,"Municipio de São Carlos: Porto Pulador on the Rio Moji-Guaçu. 9.0 km NNE of the RR station at Santa Eudoxia.",NA,NA,"500",NA,NA,"Transcribed by digital volunteers","US01245355","US01245355_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA,NA,NA
"14","2021-03-15 18:27:00-03","USP","SPF","162416","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus","Müll.Arg.","Cordeiro, I","Forzza, RC","2555","2003","12","04",NA,"Brasil","Goiás","Posse",NA,"-46.3975","-14.106944","820","820",NA,"3 km de Posse na estrada para Iaciara (GO 446, km 3). Afloramentos de calcário com Encholirium eddiestevesii.; Subarbusto ca. 60 cm alt., em local alterado próximo de afloramento calcário. Folhas discolores. Flores creme.","SPF00162416","SPF00162416","2005","01",NA,NA,NA,"-46.3975","-14.106944",NA,NA,NA,NA,NA,NA
"15","2021-03-15 18:27:00-03","USP","SPF","49995","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus","Müll.Arg.","Caruzo, MBR","Mello-Silva, R","42","1987","12","19",NA,"Brasil","São Paulo","Luís Antônio","Reserva Estadual Jataí","-47.75","-21.5",NA,NA,NA,"Subarbusto 40 cm alt., umbrófilo. Inflorescência ereta com ápice encurvado. Flores estaminadas creme, pistiladas verdes.; Mata.","SPF00049995","SPF00049995","2004","03",NA,NA,NA,"-47.75","-21.5",NA,NA,NA,NA,NA,NA
"16","2020-07-24 09:17:27-03","UEFS","HUEFS","5009","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus","Müll.Arg.","B.Vancue","Noblick, L.R.","4236","1985","07","17",NA,"Brasil","Bahia","Serra Preta","6 Km W do Ponto de Serra Preta - Fazenda Santa Clara.","-39.333333","-12.166667",NA,NA,NA,"Ocasional na caatinga.","HUEFS0005009","HUEFS0005009_e1",NA,NA,NA,NA,NA,"39W20'","12S10'","Rosanae",NA,NA,NA,NA,NA
"17","2019-09-04 18:59:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,NA,"J. E. B. Warming","1628","1864","12","2","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA,NA
"18","2020-07-23 12:06:04-03","CEPLAC","CEPEC","150223","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"R. Asprino","Oliveira, N.E.","168","2014","08","19",NA,"Brasil","Bahia","Irajuba","Conglomerado BA_981-2-2-0","-39.960278","-13.319722",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"39W57'37","13S19'11",NA,NA,NA,NA,NA,NA
"19","2020-07-23 12:06:04-03","CEPLAC","CEPEC","10104","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","R. M. Harley","16471","1974","02","21",NA,"Brasil","Bahia","ITIÚBA","20Km a E de Camaleão, Rod. Itiúba/Cansanção.","-39.55","-10.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W33'","10S40'",NA,NA,NA,"28/02/2004",NA,NA
"20","2020-07-23 12:06:04-03","CEPLAC","CEPEC","28164","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","Grupo Pedra do Cavalo","309","1980","06","01",NA,"Brasil","Bahia","CACHOEIRA","Estação da Mata. Vale dos Rios Paraguaçu Jacuipe.","-39.083333","-12.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","12S32'",NA,NA,NA,"28/02/2004",NA,NA
"21","2020-07-23 12:06:04-03","CEPLAC","CEPEC","10106","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","R. M. Harley","16193","1974","02","19",NA,"Brasil","Bahia","ITIÚBA","Serra de Itiúba, ca. 6Km a E de Itiúba.","-39.8","-10.683333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W48'","10S41'",NA,NA,NA,"28/02/2004",NA,NA
"22","2020-07-23 12:06:04-03","CEPLAC","CEPEC","26906","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","Grupo Pedra do Cavalo","1046",NA,NA,NA,NA,"Brasil","Bahia","CACHOEIRA","Estação da Mata. Vale dos Rios Paraguçu e Jacuipe.","-39.083333","-12.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","12S32'",NA,NA,NA,"28/02/2004",NA,NA
"23","2020-07-23 12:06:04-03","CEPLAC","CEPEC","28147","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","Grupo Pedra do Cavalo","749","1980","09","01",NA,"Brasil","Bahia","CACHOEIRA","Ipuaçu. Vale dos Rios Paraguaçu e Jacuipe.","-39.083333","-12.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","12S32'",NA,NA,NA,"28/02/2004",NA,NA
"24","2020-07-23 12:06:04-03","CEPLAC","CEPEC","28114","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","Grupo Pedra do Cavalo","935","1980","11","01",NA,"Brasil","Bahia","CACHOEIRA","Ipuaçu. Vale dos Rios Paraguçu e Jacuipe.","-39.083333","-12.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","12S32'",NA,NA,NA,"28/02/2004",NA,NA
"25","2020-07-23 12:06:04-03","CEPLAC","CEPEC","26476","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","H. P. Bautista","453","1981","05","16",NA,"Brasil","Bahia","RASO DA CATARINA","Jeremoabo/Paulo Afonso.",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Velame-de cheiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2004",NA,NA
"26","2020-07-23 12:06:04-03","CEPLAC","CEPEC","26706","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","Grupo Pedra do Cavalo","572","1980","08","01",NA,"Brasil","Bahia","CACHOEIRA","Mata do Rio Jacuipe. Vale dos Rios Paraguaçu e Jacuipe.","-39.083333","-12.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","12S32'",NA,NA,NA,"28/02/2004",NA,NA
"27","2020-07-23 12:06:04-03","CEPLAC","CEPEC","35177","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","L. R. Noblick","3250","1984","05","16",NA,"Brasil","Bahia","SANTA TEREsINHA","Riacho Grande 4-5Km ao NE de Itatim.","-39.533333","-12.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W32'","12S45'",NA,NA,NA,"28/02/2004",NA,NA
"28","2020-07-23 12:06:04-03","CEPLAC","CEPEC","39984","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","L. R. Noblick","4329","1985","08","14",NA,"Brasil","Bahia","IPECAETÁ","Fazenda Riachão, Serra Orobozinho, ca. 1Km da cidade.","-39.283333","-12.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W17'","12S20'",NA,NA,NA,"28/02/2004",NA,NA
"29","2020-07-23 12:06:04-03","CEPLAC","CEPEC","39985","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","L. R. Noblick","4236","1985","07","17",NA,"Brasil","Bahia","serra preta","6Km ao W de Ponto da Serra Preta. Faz. Sta. Clara.","-39.333333","-12.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W20'","12S10'",NA,NA,NA,"28/02/2004",NA,NA
"30","2020-07-23 12:06:04-03","CEPLAC","CEPEC","28198","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"Grupo Pedra do Cavalo","Grupo Pedra do Cavalo","511","1980","08","01",NA,"Brasil","Bahia","CACHOEIRA","Morro Belo. Vale dos Rios Paraguaçu & Jacuipe.","-39.083333","-12.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","12S32'",NA,NA,NA,"30/09/1980",NA,NA
"31","2020-07-23 12:06:04-03","CEPLAC","CEPEC","71487","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","A. M. Giulietti","2821","1965","04","05",NA,"Brasil","Bahia","JACOBINA","Caminho para a cachoeira do Fraga.","-40.365278","-10.900556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W21'55","10S54'2",NA,NA,NA,"28/02/2004",NA,NA
"32","2020-07-23 12:06:04-03","CEPLAC","CEPEC","60985","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","J. A. Kallunki","400","1993","01","29",NA,"Brasil","Bahia","RUY BARBOSA","8.5Km da cidade, a direita ao longo da antiga Rod. Via Povoado Alagoas para Itaberaba.","-40.383333","-12.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W23'","12S15'",NA,NA,NA,"28/02/2004",NA,NA
"33","2020-07-23 12:06:04-03","CEPLAC","CEPEC","62761","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","S. Ginzbarg","846","1988","03","23",NA,"Brasil","Bahia","MARACÁS","7Km ao SO de Maracás na estrada para Contendas do Sincorá. Margem do ramal.","-40.5","-13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W30'","13S30'",NA,NA,NA,"28/02/2004",NA,NA
"34","2020-07-23 12:06:04-03","CEPLAC","CEPEC","89608","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","W. W. Thomas","12488","2001","05","18",NA,"Brasil","Bahia","BOA NOVA","Faz. Cotermaia (Sr. Alipio Maia), entrada 1.2Km a E da cidade, Rod. p/ Dario Meira.","-40.183333","-14.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W11'","14S22'",NA,NA,NA,"28/02/2004",NA,NA
"35","2020-07-23 12:06:04-03","CEPLAC","CEPEC","90484","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","J. G. Jardim","3427","1984","05","02",NA,"Brasil","Bahia","malhada","Rod. para o Distrito de Cana Brava, 18Km ao S da sede municipal, 1,6Km do povoado de Serra de João Alves.","-43.753333","-14.4525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43W45'12","14S27'9",NA,NA,NA,"28/02/2004",NA,NA
"36","2020-07-23 12:06:04-03","CEPLAC","CEPEC","90833","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","J. G. Jardim","3367","1980","05","01",NA,"Brasil","Bahia","malhada","Rod. BR-030 Malhada/Palmas de Mnte Ato, 19,2Km da sede municipal.","-43.610833","-14.286389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43W36'39","14S17'11",NA,NA,NA,"28/02/2004",NA,NA
"37","2020-07-23 12:06:04-03","CEPLAC","CEPEC","40366","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","G. C. P. Pinto","53","1983","02","14",NA,"Brasil","Bahia","inhambupe","Sem informação.","-38.353099822998","-11.7843999862671",NA,NA,NA,"<ll>dwc_commonname:</ll> Velame-de-cheiro",NA,NA,NA,NA,"34892","auto",NA,NA,NA,NA,NA,NA,"28/02/2004",NA,NA
"38","2020-07-23 12:06:04-03","CEPLAC","CEPEC","41166","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","E. L. P. G. de Oliveira","738","1984","08","18",NA,"Brasil","Bahia","IPIRÁ","Faz. Queimadinha.","-39.7372016906738","-12.1583003997803",NA,NA,NA,"<ll>dwc_commonname:</ll> Barba-de-bode",NA,NA,NA,NA,"44834","auto",NA,NA,NA,NA,NA,NA,"28/02/2004",NA,NA
"39","2020-07-23 12:06:04-03","CEPLAC","CEPEC","32609","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","M. do S. G. Ferreira","252","1982","03","11",NA,"Brasil","Bahia","ITABERABA","Faz. Morro de Pedra. Pasto veadinho.","-40.3069000244141","-12.5275001525879",NA,NA,NA,"<ll>dwc_commonname:</ll> Barba-de-bode",NA,NA,NA,NA,"39857","auto",NA,"0W0'0","0S0'0",NA,NA,NA,"28/02/2004",NA,NA
"40","2020-07-23 12:06:04-03","CEPLAC","CEPEC","41282","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","B. C. Bastos","231","1982","03","09",NA,"Brasil","Bahia","ITABERABA","Pasto Tanque, Faz. Serra da Monta.","-40.3069000244141","-12.5275001525879",NA,NA,NA,"<ll>dwc_commonname:</ll> Barba-de-bode",NA,NA,NA,NA,"39857","auto",NA,NA,NA,NA,NA,NA,"28/02/2004",NA,NA
"41","2020-07-23 12:06:04-03","CEPLAC","CEPEC","7381","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","R. S. Pinheiro","1430","1971","07","07",NA,"Brasil","Bahia","ITIRUÇÚ","Rod. Itiruçu/Maracás, Km 29. Contendas.","-40.1502990722656","-13.5317001342773",NA,NA,NA,NA,NA,NA,NA,NA,"22271","auto",NA,"0W0'0","0S0'0",NA,NA,NA,"28/02/2004",NA,NA
"42","2020-07-23 12:06:04-03","CEPLAC","CEPEC","16319","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","S. A. Mori","11835","1995","05","08",NA,"Brasil","Bahia","JEQUIÉ","Chácara Provisão, ca. 14Km a E de Jequié.","-40.0835990905762","-13.8575000762939",NA,NA,NA,NA,NA,NA,NA,NA,"49443","auto",NA,NA,NA,NA,NA,NA,"28/02/2004",NA,NA
"43","2020-07-23 12:06:04-03","CEPLAC","CEPEC","99458","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","C. M. Magalhães","246","1964","08","26",NA,"Brasil","Bahia","JEQUIÉ","Faz. Progresso.","-40.0835990905762","-13.8575000762939",NA,NA,NA,NA,NA,NA,NA,NA,"49443","auto",NA,NA,NA,NA,NA,NA,"28/02/2004",NA,NA
"44","2020-07-23 12:06:04-03","CEPLAC","CEPEC","16035","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","T. S. dos Santos","3468","1979","02","15",NA,"Brasil","Bahia","MARACÁS","8 a 18Km ao S de Maracás, pela antiga Rodovia para Jequié.","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,NA,NA,"50558","auto",NA,NA,NA,NA,NA,NA,"28/02/2004",NA,NA
"45","2020-07-23 12:06:04-03","CEPLAC","CEPEC","15233","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"B. Vancue","S. A. Mori","11119","1978","11","17",NA,"Brasil","Bahia","MARACÁS","Rod. BA-026, 15Km ao SW de Maracás.","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,NA,NA,"50558","auto",NA,NA,NA,NA,NA,NA,"28/02/2004",NA,NA
"46","2020-07-23 12:06:04-03","CEPLAC","CEPEC","497","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"S. Ginzbarg","R. P. Belém","103","1965","01","08",NA,"Brasil","Goiás","POSSE","Rod. Brasilia/Fortaleza. 220Km de Formosa.","-46.3694000244141","-14.0930995941162",NA,NA,NA,NA,NA,NA,NA,NA,"55730","auto",NA,"0W0'0","0S0'0",NA,NA,NA,"01/03/1988",NA,NA
"47","2020-07-23 12:06:04-03","CEPLAC","CEPEC","475","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"S. Ginzbarg","R. P. Belém","118","1965","01","08",NA,"Brasil","Goiás","POSSE","Rod. Brasilia/Fortaleza. 220Km de Formosa.","-46.3694000244141","-14.0930995941162",NA,NA,NA,NA,NA,NA,NA,NA,"55730","auto",NA,"0W0'0","0S0'0",NA,NA,NA,"01/03/1988",NA,NA
"48","2020-07-23 12:06:04-03","CEPLAC","CEPEC","480","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus",NA,"S. Ginzbarg","R. P. Belém","119","1965","01","09",NA,"Brasil","Goiás","POSSE","Rod. Brasilia/Fortaleza. 220Km de Formosa.","-46.3694000244141","-14.0930995941162",NA,NA,NA,NA,NA,NA,NA,NA,"55730","auto",NA,"0W0'0","0S0'0",NA,NA,NA,"01/03/1988",NA,NA
"49","2019-11-01 14:57:38-03","UnB","UB","164031","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus","Müll.Arg.","Zanatta, MRV","Zanatta, MRV; Faria, JEQ; Oliveira, DR","539","2010","05","29","Southern America","Brasil","Goiás","Montes Claros de Goiás","Fazenda Funil.","-51.851389","-15.869722","287","287",NA,"Arbusto/árvore. Estéril.; Mata ciliar.",NA,NA,"2010","05",NA,NA,"29","-51.851389","-15.869722",NA,NA,NA,NA,NA,NA
"50","2019-11-01 14:57:38-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Croton","leptobotryus","Croton leptobotryus","Müll.Arg.","Cordeiro, I","Kirkbride Junior, JH","3939","1981","02","26","Southern America","Brasil","Distrito Federal","Brasília","Perto do Rio das Salinas","-47.95","-15.516667","840","840",NA,"Erva até 1 m; frutos verdes. Na mata decídua sobre rochas calcáreas com solo orgânico delgado; Na mata semi decídua sobre rochas calcáreas com solo orgânico delgado",NA,NA,"1995","11",NA,NA,NA,"-47.95","-15.516667",NA,NA,NA,NA,NA,NA
