"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","typeStatus","class","relatedCatalogItem","fieldNumber","sex"
"881","2021-03-01 16:19:33-03","UNICAMP","UEC","201814","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Sousa, VF","2016","08","04","Sousa, VF","434","2016","08","04","Brazil","Rio Grande do Norte","Nísia Floresta","Lagoa de Alcaçuz.","-35.140556","-5.996111","-35.140556","-5.996111","36","36","Erva cerca de 50 cm de altura.; Restinga.","UEC199842","UEC199842","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","2019-08-20 09:59:47-03","UNICAMP","UEC","49926","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Bernacci, LC; Cardoso, EG","185",NA,NA,NA,"Brazil","São Paulo",NA,"E.E. Pariquera-Açu, Mata baixa com embaúbas (secundária ou degradada).",NA,NA,NA,NA,NA,NA,"Erva 1 m de altura, áfila, terreno baixo e úmido.","UEC144072","UEC144072","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","2019-08-20 09:59:47-03","UNICAMP","UEC","67827","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Martins, E","29238","1993","11","13","Brazil","São Paulo","Ubatuba","Trilha próxima ao núcleo Picinguaba, perto das lagoas. Em planície.","-44.832222","-23.361389","-44.832222","-23.361389",NA,NA,"Erva aquática, bainha violácea.","UEC025672","UEC025672","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","2019-08-20 09:59:47-03","UNICAMP","UEC","73243","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Bernacci, LC; Cardoso, EG","185",NA,NA,NA,"Brazil","São Paulo",NA,"E.E. Pariquera-Açu, Mata baixa com embaúbas (secundária ou degradada).",NA,NA,NA,NA,NA,NA,"Erva 1 m de altura, áfila, terreno baixo e úmido.","UEC025671","UEC025671","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","2021-01-29 12:45:34-03","UNICAMP","UEC","93420","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Feres, FR","96563","1996","12","19","Brazil","São Paulo","Pariquera-Açu","Estação Experimental de Pariquera-Açu, Borda de canal de água.","-47.850833","-24.879444","-47.850833","-24.879444",NA,NA,NA,"UEC025662","UEC025662","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","2021-02-12 10:02:12-03","UNICAMP","UEC","94221","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Feres, FR","96573","1996","12",NA,"Brazil","São Paulo","Pariquera-Açu","Fazenda Morrinhos, Brejo ao lado da estrada de terra.","-47.850833","-24.879444","-47.850833","-24.879444",NA,NA,NA,"UEC025661","UEC025661","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","2019-08-20 09:59:47-03","UNICAMP","UEC","93419","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Matsumoto, K","96328","1996","08","07","Brazil","São Paulo","Americana","Fazenda do estado., Rodovia SP 304 ( Luiz de Quieroz).","-47.333333","-22.766667","-47.333333","-22.766667",NA,NA,"Caule triangulado, cerca de 1,1 m de altura.","UEC025651","UEC025651","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","2019-08-20 09:59:47-03","UNICAMP","UEC","93421","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Kawall, MA","160","1992","05","16","Brazil","Amazonas","Praia Grande","Rod. Pedro Taques, Beira da estrada.",NA,NA,NA,NA,NA,NA,"Local encharcado, restinga.","UEC025674","UEC025674","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","2019-08-20 09:59:47-03","UNICAMP","UEC","16370","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","2000","01",NA,"Shepherd, GJ; Kinoshita, LS; Taroda, N; Andrade, JB","4543","1977","03","12","Brazil","Bahia","Maraú","Beira da mata, 4 km.","-39.0147018432617","-14.103099822998",NA,NA,NA,NA,"Herbácea até 60 cm, em brejos.","UEC025652","UEC025652","Liliopsida",NA,"47076",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","2019-08-20 09:59:47-03","UNICAMP","UEC","88310","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","2000","03",NA,"Sartori, ALB; Koch, I; Mansano, VF; Sciamarelli, A; Goldenberg, R","192","1996","08","21","Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD, Reserva do Rio Barra Seca.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Herbácea 60 cm. Inflorescências marrons.","UEC025649","UEC025649","Liliopsida",NA,"48094",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","2021-03-01 16:19:33-03","UNICAMP","UEC","123272","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Prado, AL","2004",NA,NA,"Prado, AL","2475","1994","03","23","Brazil","Mato Grosso","Poconé","Faz. Santa Isabel, À 13Km da Rod. Transpantaneira, Km 117, próximo à baso do IBAMA.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva, ca. 70cm de altura; flor alva. Pouco frequente.","UEC025678","UEC025678","Liliopsida",NA,"200792",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","2019-08-20 09:59:47-03","UNICAMP","UEC","93418","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","97306","1997","01","28","Brazil","São Paulo","Álvares Florence","Lago à margem direita da rodovia de acesso à Alvares Florence.","-49.9099998474121","-20.3199996948242",NA,NA,NA,NA,NA,"UEC025650","UEC025650","Liliopsida",NA,"19227",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","2019-08-20 09:59:47-03","UNICAMP","UEC","93423","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","97346","1997","01","30","Brazil","São Paulo","Bálsamo","Estrada sentido Bálsamo - Mirassolândia","-49.5800018310547","-20.7299995422363",NA,NA,NA,NA,NA,"UEC025664","UEC025664","Liliopsida",NA,"13098",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","2019-08-20 09:59:47-03","UNICAMP","UEC","94218","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Aona, LYS; Faria, AD; Jacobucci, F","9512","1995","03",NA,"Brazil","São Paulo","Campinas","Lado esquerdo da pista em direção à Mogi Guaçu. Margem de lago.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"UEC025667","UEC025667","Liliopsida",NA,"23900",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","2019-08-20 09:59:47-03","UNICAMP","UEC","93422","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Aona, LYS","97516","1997","03","24","Brazil","São Paulo","Campinas","Rodovia Anhanguera, Lago da 3M.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Margem alagada.","UEC025659","UEC025659","Liliopsida",NA,"23900",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","2019-08-20 09:59:47-03","UNICAMP","UEC","93414","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Feres, FR","96544","1996","12","18","Brazil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"UEC025653","UEC025653","Liliopsida",NA,"55628",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","2019-08-20 09:59:47-03","UNICAMP","UEC","97713","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Belinello, R","s.n.","1997","03",NA,"Brazil","São Paulo","Iguape","Alagado entre cachetas.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"UEC025669","UEC025669","Liliopsida",NA,"55628",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","2019-08-20 09:59:47-03","UNICAMP","UEC","93417","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Feres, FR","96536","1996","12","18","Brazil","São Paulo","Iguape","Fazenda Recanto dos Pássaros, SP 222, km 87,5. Borda do lago.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"UEC025656","UEC025656","Liliopsida",NA,"55628",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","2019-08-20 09:59:47-03","UNICAMP","UEC","93415","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Feres, FR","96534","1996","12","18","Brazil","São Paulo","Iguape","SP 222, km 93, Dentro de lago.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"UEC025657","UEC025657","Liliopsida",NA,"55628",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","2019-08-20 09:59:47-03","UNICAMP","UEC","94795","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Feres, FR","96534","1996","12","18","Brazil","São Paulo","Iguape","SP 222, km 93, Dentro de lago.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"UEC002588","UEC002588","Liliopsida",NA,"55628",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","2019-08-20 09:59:47-03","UNICAMP","UEC","148311","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Dinato, DO","2008",NA,NA,"Dahlström, L","99","2008","04","11","Brazil","São Paulo","Luís Antônio","Campo de gramíneas, encharcado e com muitos arbustos","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,NA,"UEC025675","UEC025675","Liliopsida",NA,"26872",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","2019-08-20 09:59:47-03","UNICAMP","UEC","148292","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Dinato, DO","2008",NA,NA,"Dahlström, L","21","2008","04","03","Brazil","São Paulo","Luís Antônio","Dentro e próximo à água","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,NA,"UEC025676","UEC025676","Liliopsida",NA,"26872",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","2019-08-20 09:59:47-03","UNICAMP","UEC","94219","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","9680","1996","07",NA,"Brazil","São Paulo","Nova Independência","SP 563, Varlão do Rio Aguapeí, ca. 300 m do porto de areia São Pedro.","-51.4900016784668","-21.1000003814697",NA,NA,NA,NA,NA,"UEC025663","UEC025663","Liliopsida",NA,"16396",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","2019-08-20 09:59:47-03","UNICAMP","UEC","93416","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","9664","1996","07","09","Brazil","São Paulo","Pereira Barreto","SP 563, Lago do lado esquerdo da pista no sentido Pereira Barreto - Andradina, depois da Ponte do Rio Tietê.","-51.0999984741211","-20.6299991607666",NA,NA,NA,NA,"Cerca de 70 cm de altura.","UEC025654","UEC025654","Liliopsida",NA,"36734",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","2019-08-20 09:59:47-03","UNICAMP","UEC","100075","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Barbosa, A; Singer, RB","97743A","1997","10",NA,"Brazil","São Paulo","Presidente Venceslau","Rodovia Raposo Tavares, Brejo ao lado do Rio Santo Anastácio.","-51.8400001525879","-21.8700008392334",NA,NA,NA,NA,NA,"UEC025660",NA,"Liliopsida",NA,"32901",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","2019-08-20 09:59:47-03","UNICAMP","UEC","94217","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Hoehne, W; Kuhlmann, M","193","1933","04","13","Brazil","São Paulo","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"UEC025665","UEC025665","Liliopsida",NA,"53584",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","2019-08-20 09:59:47-03","UNICAMP","UEC","93394","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Feres, FR","96506","1996","12","15","Brazil","São Paulo","Sete Barras","Estrada Juquiá - Sete Barras, km 30.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Ca. de 1,7m de altura.","UEC025655","UEC025655","Liliopsida",NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","2019-08-20 09:59:47-03","UNICAMP","UEC","94220","S","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Faria, AD","1998","01",NA,"Moraes, MD","322","1996","02",NA,"Brazil","São Paulo","Ubatuba","Planície litorânea de Picinguaba. Trilha das3 lagoas, dentro de pequena lagoa.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Até 1 m de altura.","UEC025670","UEC025670","Liliopsida",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","2019-11-19 14:06:14-03","UFRPE","PEUFR","1492","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","capitatus","Cyperus capitatus","Vandelli.","M.Luceño","1994","08",NA,"A.Fernandes","7140","1960","06","07","Portgual","Lisboa","Nazaré","Margens do Alcoa",NA,NA,NA,NA,NA,NA,NA,"PEUFR001492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","2019-11-19 14:06:17-03","UFRPE","PEUFR","10454","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","M.Luceño","1994","08",NA,"F.T. da Rocha",NA,"1989","07",NA,"Brasil","Pernambuco","Ilha de Itamaracá","Mangue de Vila-Velha",NA,NA,NA,NA,NA,NA,NA,"PEUFR010454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","2020-06-05 16:19:52-03","UFRPE","PEUFR","32673","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","A.A.M. de Barros","2002","07","25","M. Alves; M.Costa e Silva; M.Loyola; E.Rocha; V.Gomes; F.Gonçalves; J.Jupiassú; F.Lins; D.Oliveira; J.Queiroz","876","1997","10","15","Brasil","Bahia","Camaçari","Distrito de Arembepe","-38.355278","-12.935833","38º21'19W","12º56'09S","20","20","Herbácea; inflorescência amarelada a ferrugínea; frequente","PEUFR032673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","2019-11-19 14:06:17-03","UFRPE","PEUFR","2702","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","M.Luceño","1994","08",NA,"E.C.Tenório","645","1969","02","18","Brasil","Pernambuco","Ilha de Itamaracá","Forte de Orange",NA,NA,NA,NA,NA,NA,NA,"PEUFR002702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","2019-11-19 14:06:17-03","UFRPE","PEUFR","33570","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.",NA,NA,NA,NA,"M.Luceño; M.Alves; A.Vanzela; A.P.Mendes; E.A.Rocha. M.B.Costa e Silva; I. Romero","742","1996","07","04","Brasil","Piauí","Campo Maior","BR-343","-42.116667","-4.783333","42º07'00,00W","04º47'00,00S","140","140","Frequente","PEUFR033570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","2019-11-19 14:06:17-03","UFRPE","PEUFR","53049","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem & Schult.","C. Torres",NA,NA,NA,"C. Torres","185",NA,NA,NA,"Brasil","Paraíba","Patos","Assentamento Patativa do Assaré","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,"Erva palustre, cespitosa, ca. 25cm de altura; ramos quandrangulares; aquênio negros.","PEUFR053049",NA,NA,NA,"26419",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","2019-11-19 14:06:17-03","UFRPE","PEUFR","53048","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem & Schult.","C. Torres",NA,NA,NA,"C. Torres","134",NA,NA,NA,"Brasil","Paraíba","Patos","Sítio Trindade","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,"Erva palustre, cespitosa, ca de 25cm; ramos quadrangulares; aquênio negros.","PEUFR053048",NA,NA,NA,"26419",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","2019-11-19 14:06:17-03","UFRPE","PEUFR","2998","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","M.Alves","1995","09","21","E.C.Tenório","1078","1969","09","13","Brasil","Pernambuco","Águas Belas",NA,"-37.1231002807617","-9.11139011383057",NA,NA,NA,NA,NA,"PEUFR002998",NA,NA,NA,"36545",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","2019-11-19 14:06:17-03","UFRPE","PEUFR","16797","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","M.Luceño","1994","08",NA,"A.M. Miranda; L.P.Félix; S.Andrade Lima","1963","1994","07","24","Brasil","Pernambuco","Floresta","Margem do Riacho do Navio","-38.5685997009277","-8.60111045837402",NA,NA,NA,NA,"Erva com segmentos vegetativos verdes; inflorescência marrom","PEUFR016797",NA,NA,NA,"87756",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","2019-11-19 14:06:17-03","UFRPE","PEUFR","52535","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","A.P.Mendes",NA,NA,NA,"A.P.Mendes; E.A.Rocha","258","1996","10","01","Brasil","Pernambuco","Ipojuca","Porto de Galinhas","-35.0638999938965","-8.39888954162598",NA,NA,NA,NA,NA,"PEUFR052535",NA,NA,NA,"22847",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","2019-11-19 14:06:17-03","UFRPE","PEUFR","15214","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","M.Luceño","1994","08",NA,"A.M. Miranda","1161","1994","01","12","Brasil","Pernambuco","Quipapá",NA,"-36.0116996765137","-8.82777976989746",NA,NA,NA,NA,"Coletada a margem de um stand de Typha","PEUFR015214",NA,NA,NA,"11788",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","2019-11-19 14:06:17-03","UFRPE","PEUFR","25004","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","A.P.Prata","2000","06",NA,"L.M. Nascimento; A.C.Souza","82","1998","02","04","Brasil","Pernambuco","Serra Talhada","Margem do Rio Pajeú","-38.2983016967773","-7.99194002151489",NA,NA,NA,NA,"Planta aquática","PEUFR025004",NA,NA,NA,"55090",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","2019-11-19 14:06:17-03","UFRPE","PEUFR","53267","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.",NA,NA,NA,NA,"M. C. Tonizza",NA,"2014","09","20","Brasil","Pernambuco","Petrolina","Pedrinhas","-40.735611","-9.614722","40º44'8.2W","09º36'53S",NA,NA,NA,"PEUFR053267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","2019-11-19 14:06:17-03","UFRPE","PEUFR","23226","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult",NA,NA,NA,NA,"M.Luceño; M.Alves; A.Vanzela; A.P.Mendes; E.A.Rocha. M.B.Costa e Silva; I. Romero","279","1996","06","22","Brasil","Bahia","Andaraí","Estrada para Mucugé","-4.316667","-15.833333","4º19'00,00W","15º50'00,00S","340","340","Frequente","PEUFR023226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","2019-11-19 14:06:17-03","UFRPE","PEUFR","42435","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult","W.Thomas","2000",NA,NA,"M.Falcão","152","1996","02","29","Brasil","Pernambuco","Igarassu","Refúgio Ecológico Charles Darwin","-34.947778","-7.824167","34º56'52,00W","07º49'27,00S",NA,NA,"Erva","PEUFR042435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","2019-11-19 14:06:17-03","UFRPE","PEUFR","53622","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult","M.Luceño",NA,NA,NA,"L.P.Félix","6669","1995","01","25","Brasil","Bahia","Andaraí","Vale do Pati","-41.3314018249512","-12.8072004318237",NA,NA,NA,NA,NA,"PEUFR053622",NA,NA,NA,"58558",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","2019-11-19 14:06:17-03","UFRPE","PEUFR","18830","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult","M.F.A. Lucena","1995","06",NA,"E.M.Silva","1","1995","06","10","Brasil","Pernambuco","Igarassu","Refúgio Ecológico Charles Darwin","-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,"Erva; inflorescência verde-esbranquiçada","PEUFR018830",NA,NA,NA,"24709",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","2019-11-19 14:06:17-03","UFRPE","PEUFR","21715","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult","A.A.M. de Barros","2002","07","25","L.C.Gomes","260","1992","11",NA,"Brasil","Pernambuco","Paulista","Reserva Ecológica da Mata de Caetés","-34.8731002807617","-7.94083023071289",NA,NA,NA,NA,"Abundante erva","PEUFR021715",NA,NA,NA,"17375",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","2019-11-19 14:06:17-03","UFRPE","PEUFR","32632","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult","A.A.M. de Barros","2002","07","25","M.Oliveira; J.Cantareli; J.Urbano; M.F.Lucena","572","2000","02","29","Brasil","Pernambuco","Tamandaré","Engenho Mamocaba, Fazenda Açude","-35.1046981811523","-8.75971984863281",NA,NA,NA,NA,"Subarbusto, com aproximadamente 0,80cm de altura; caule verde vináceo; espiguilha esverdeada","PEUFR032632",NA,NA,NA,"16930",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","2021-03-10 11:50:45-03","UFPB","JPB","66370","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","capitata","Eleocharis capitata","(L.) R.Br.",NA,NA,NA,NA,"Marques, MCLC; Ferreira, J","2","1989","02","02","Brasil","Maranhão","São Luís","Praia do Caolho","-44.410803","-2.807717","-44.410803","-2.807717",NA,NA,"; HABITAT: encosta de dunas, local periodicamente alagado","JPB0066370",NA,"Angiosperma","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"929","2021-03-10 11:50:45-03","UFPB","JPB","66369","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","capitata","Eleocharis capitata","(L.) R.Br.","F. S. Muniz","1983","08","01","Correia, MMF","s.n.","1982","07","16","Brasil","Maranhão","São Luís","Praia do Olho d'água","-44.377469","-2.807717","-44.377469","-2.807717",NA,NA,NA,"JPB0066369",NA,"Angiosperma","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
