"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","yearIdentified","monthIdentified","dayIdentified","continentOcean","occurrenceRemarks","class","order","minimumElevationInMeters","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","preparationType","typeStatus","individualCount","relatedCatalogItem"
"11","2019-11-21 14:41:16-03","UFJF","CESJ","48531","PreservedSpecimen","Plantae","Angiosperma","Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","A.C. Cervi","L. Menini Neto; C.N. Matozinhos; N.L. Abreu; T.Trindade; E.A. Feliciano; P.L. Viana","304","2007","01","27","Brasil","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621","20815","CESJ048531",NA,"auto","2007","05","29","América do Sul","Liana, em mata nebular, caule castanho, gavinhas ferrugíneas, sépalas creme e pétalas alvas, corona alva, verticilo interno vináceo, estigmas verde-claro, anteras amarelo-esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:41:16-03","UFJF","CESJ","53517","PreservedSpecimen","Plantae","Angiosperma","Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","A.C. Mezzonato","P.H. Nobre","s.n.","2009","04","23","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Serra Negra, subida para a cachoeira do Véber.","-43.793098449707","-21.8425006866455","30417","CESJ053517",NA,"auto","2009","05","26","América do Sul","Liana em borda de mata, flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-11-21 14:41:16-03","UFJF","CESJ","52853","PreservedSpecimen","Plantae","Angiosperma","Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","A.C. Mezzonato","A.C. Mezzonato; J.A. Oliveira; N.L. Abreu; D. Monteiro; K.B.L. Baldini","35","2009","02","04","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para Marciano. Depois do campo, na mata ao lado de um rio.","-43.8278007507324","-22.0891990661621","20815","CESJ052853",NA,"auto","2009","02","04","América do Sul","Folhas verdes discolores nítida na adaxial. Fruto verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:41:16-03","UFJF","CESJ","61672","PreservedSpecimen","Plantae","Angiosperma","Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","A.C. Mezzonato","D.S. Santiago; M.A. Manhães","431","2013","01","26","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Interior da Mata de Araucária, localizada a 1.800 - 2.000 m de altitude.","-44.8899993896484","-21.9589004516602","29865","CESJ061672",NA,"auto","2013","04",NA,"América do Sul","Liana. Flor alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:37:35-03","UNICAMP","UEC","197515","S","Plantae","Magnoliopsida","Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, AC","Cervi, AC; Tardivo, RC","6230","1996","11","26","Brazil","Paraná","Campina Grande do Sul",NA,"-49.375878","-25.218278",NA,"UEC141336","UEC141336",NA,"1996","11",NA,NA,"Erva volúvel. Flores alvas.",NA,NA,NA,"-49.375878","-25.218278",NA,NA,NA,NA,NA
"16","2021-03-01 16:37:35-03","UNICAMP","UEC","138087","S","Plantae","Magnoliopsida","Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Bernacci, LC","Meireles, LD; Shepherd, GJ; Belinello, R","1476","2004","02","19","Brazil","Minas Gerais","Itamonte","Serra Fina - Hotel Apina.","-44.816944","-22.374167",NA,"UEC092043","UEC092043",NA,"2009",NA,NA,NA,"Liana com frutos verdes.; Campo de altitude",NA,NA,"2000","-44.816944","-22.374167","2000",NA,NA,NA,NA
"17","2021-03-01 16:37:35-03","UNICAMP","UEC","165751","S","Plantae","Magnoliopsida","Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Meireles, LD","Meireles, LD; Nunes, JA; Cordeiro, TR","1569","2005","05","14","Brazil","Minas Gerais","Passa Quatro","Serra Fina, Paiolinho.","-44.849722","-22.402778",NA,"UEC092426","UEC092426",NA,"2009",NA,NA,NA,"Liana, pétalas e corona alvo-rósea, anteras esverdeadas.; Mata de Candeia.",NA,NA,"1840","-44.849722","-22.402778","2000",NA,NA,NA,NA
"18","2019-08-16 08:40:27-03","UTFPR","HCF","18679","S","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","L.C. Bernacci","A. Suchoronczek",NA,"2014","11","20","Brasil","PR","Pinhão",NA,"-51.599806","-25.918833",NA,NA,NA,NA,"2016","04","18",NA,"trepadeira. Inteiramente e densamente pilosa, folhas levemente trilobadas, ovaladas ou ovalado-lanceoladas. tricomas glandulíferos com ápice claviforme, inserido no terço superior do pecíolo. Flores 4-5 cm de diâmetro, tubo do cálice campanulado, sépalas verdes na face abaxial e alvas na adaxial. Corona de filamentos de três séries. Fruto globoso, glabro amarelo quando maduro.",NA,NA,NA,"51°35'59,3 W","25°55'07,8 S",NA,NA,NA,NA,NA
"19","2019-08-16 08:40:27-03","UTFPR","HCF","20819","S","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","M.E. Engels","M.E. Engels","2026","2013","11","27","Brasil","PR","Guaratuba","Balneário Coroados","-48.5746994018555","-25.8827991485596","41937",NA,NA,"auto","2013","11","27",NA,"liana. Caule e folhas verdes. Flores alvas com centro da corola de filamentos róseos. Flofresta Ombrófila Densa, em local desmatado na planície litôranea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-16 08:40:27-03","UTFPR","HCF","28276","S","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","A.C. Cervi","J.M. Silva","7553","2010","03","13","Brasil","RJ","Itatiaia","Parque Nacional do Itatiaia - estrada","-44.5633010864258","-22.4960994720459","19648",NA,NA,"auto","2010",NA,NA,NA,"trepadeira, flor alvacenta, fruto creme. Mata de altitude.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 09:31:44-03","UFRRJ","RBR","46443","S","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.",NA,"T.C. Alves","78","2019","04","30","Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos. PARNASO","-43.028611","-22.46",NA,"RBR00046443","RBR00046443",NA,NA,NA,NA,NA,NA,NA,NA,"2148","43º1'43''W","22º27'36''S","2148",NA,NA,NA,NA
"22","2020-12-21 16:39:12-03","MBM","MBM","347919","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Milward-de-Azevedo, M.","Marquete, R.; et al.; et al.","3587","2005","03","17","Brazil","Minas Gerais","Lima Duarte","Distr. Conceição do Ibitipoca. Parque estadual do Ibitipoca. Mata em frente ao alojamento dois","-43.793098449707","-21.8425006866455","30417","MBM347919","MBM347919","auto","2008","07","23","Southern America","Cerrado, solo areno/argiloso; relevo levemente íngreme. Trepadeira com gávinhas amarronzadas; caule de casca lisa, amarronzada; folhas cartáceas, discolores verdes, opacas nas duas faces; brácteas verdes; flores de cálice verde com v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:39:12-03","MBM","MBM","239132","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Santos, E.P.; et al.; et al.","725",NA,NA,NA,"Brazil","Paraná","Guaratuba","Serra do Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596","41937","MBM239132","MBM239132","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:39:12-03","MBM","MBM","389097","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Barboza, E.","Silva, J.M.","8482","2013","11","01","Brazil","Santa Catarina","Campo Alegre","Serra do Quiriri, Rio Negro, na estrada de acesso ao Quiriri","-49.017222","-26.015",NA,"MBM389097","MBM389097",NA,"2014","05","14","Southern America","Escandente; flor creme.; Beira da estrada.",NA,NA,"860","-49.017222","-26.015","860",NA,NA,NA,NA
"25","2020-12-21 16:39:12-03","MBM","MBM","134823","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Cervi, A.C.; et al.; et al.","3055","1989","12","28","Brazil","Paraná","Quatro Barras","Bela Vista, Caminho dos Jesuítas, Estrada da Graciosa","-49.0769004821777","-25.3656005859375","17116","MBM134823","MBM134823","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:39:12-03","MBM","MBM","193310","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Ribas, O.S.","1322",NA,NA,NA,"Brazil","Minas Gerais","Santa Rita do Sapucaí","Serra da Bela Vista","-45.7033004760742","-22.2521991729736","18540","MBM193310","MBM193310","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:39:12-03","MBM","MBM","396264","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Imig, D.C.","Engels, M.E.; Ferneda Rocha, L.C.; Michelon, C.; Ferneda Rocha, L.C.; Michelon, C.","1090","2013","02","20","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, trilha da estrada","-48.9911003112793","-24.6571998596191","49901","MBM396264","MBM396264","auto","2015","02",NA,"Southern America","Liana. Folhas verdes. Flores alvas e rosas.; Interior de floresta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:39:12-03","MBM","MBM","395264","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Imig, D.C.","Engels, M.E.; Ferneda Rocha, L.C.; Michelon, C.; Ferneda Rocha, L.C.; Michelon, C.","1086","2013","02","20","Brazil","Paraná","Adrianopólis","Parque Estadual das Lauráceas, trilha da Estrada","-48.9911003112793","-24.6571998596191","49901","MBM395264","MBM395264","auto","2014","02","05","Southern America","Liana. Caule verde. Folhas verdes discolores. Fruto imaturo verde elíptico lanceolado.; No interior da floresta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:39:12-03","MBM","MBM","396103","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Imig, D.C.","Engels, M.E.; Lozano, E.D.; Reginato, M.; Lozano, E.D.; Reginato, M.","2342","2014","01","22","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, trilha da base para morro Getúlio até pico Itapiroca","-49.0553016662598","-25.3055992126465","55154","MBM396103","MBM396103","auto","2015","02","05","Southern America","Liana. Caule e folhas verdes. Nervuras abaxiais e pecíolo castanho rosáceo. Brácteas florais densamente estriadas de cor castanho rosáceo. Flor alva com centro pouco rosa claro.; Ecótono entre Floresta Ombrófila Densa e Floresta Ombr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:39:12-03","MBM","MBM","395762","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Imig, D.C.","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","1900","2013","11","02","Brazil","Paraná","Carambeí","Rio São João","-50.0971984863281","-24.9178009033203","26641","MBM395762","MBM395762","auto","2014","02","05","Southern America","Liana. Caule castanho esverdeado. Folha verde discolor, com nervuras rosadas na face abaxial. Botão floral alvo.; Floresta Ombrófila Mista, em mata ripária.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:39:12-03","MBM","MBM","395869","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Engels, M.E.","Engels, M.E.; Ignowski, H.; Ignowski, H.","2026","2013","11","27","Brazil","Paraná","Guaratuba","Balneário Coroados","-48.5746994018555","-25.8827991485596","41937","MBM395869","MBM395869","auto","2013","11","27","Southern America","Liana. Caule e folhas verdes. Flores alvas com centro da corola de filamentos róseos.; Floresta Ombrófila Densa, em local desmatado na planície litorânea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:39:12-03","MBM","MBM","161122","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","1242","1993","03","20","Brazil","Paraná","Guaratuba","Candeias","-48.5746994018555","-25.8827991485596","41937","MBM161122","MBM161122","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:39:12-03","MBM","MBM","146773","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Silva, J.M.","1033","1991","08","07","Brazil","Paraná","Guaratuba","Olaria","-48.5746994018555","-25.8827991485596","41937","MBM146773","MBM146773","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:39:12-03","MBM","MBM","395720","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Engels, M.E.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.","1857","2013","10","20","Brazil","Paraná","Guaratuba","Parque Nacional Saint-Hilaire/Lange, trilha do Salto Parati","-48.5746994018555","-25.8827991485596","41937","MBM395720","MBM395720","auto","2013","10",NA,"Southern America","Liana. Caule e folhas verdes. Flores alvas.; Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:39:12-03","MBM","MBM","154747","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Hatschbach, G.; Campos, A.R.; Campos, A.R.","57920","1992","09","25","Brazil","Paraná","Paranaguá","Estrada das Praias, próximo ao Rio da Vila","-48.5092010498047","-25.5200004577637","24916","MBM154747","MBM154747","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:39:12-03","MBM","MBM","359610","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","7553","2010","03","13","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, estrada para o Pico das Agulhas Negras","-44.5633010864258","-22.4960994720459","19648","MBM359610","MBM359610","auto","2010",NA,NA,"Southern America","Trepadeira, flor alvacenta, fruto creme. Mata de altitude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-09-05 10:32:29-03","MNHN","RECOLNAT_MNHN_P","P05619414","PreservedSpecimen",NA,NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.",NA,"Puiggari",NA,"1885","5","1","Brasil","São Paulo",NA,"Apiahy. Camino de la Vila Velha.",NA,NA,NA,"P05619414","P05619414_01",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619414' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA
"38","2015-09-05 10:32:30-03","MNHN","RECOLNAT_MNHN_P","P05619415","PreservedSpecimen",NA,NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.",NA,"Kuhlmann, M.",NA,"1935","1","23","Brasil","São Paulo","Campos do Jordão","Estrada Arbenessia- Umuarama.","-45.5900001525879","-22.7299995422363","21048","P05619415","P05619415_01","auto",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619415' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA
"39","2020-12-11 11:39:57-03","UFMG","BHCB","15577","PreservedSpecimen","Plantae","Dicotyledon","Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.",NA,"Souza, HC","s.n.","1987","02","17","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","30417","BHCB008375",NA,"auto","2008","04","03","Southern America","Escandente. Flores esbranquiçadas; Campo rupestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:39:57-03","UFMG","BHCB","171473","PreservedSpecimen","Plantae","Dicotyledon","Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.",NA,"Silva, JM","8482","2013","11","01","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri, Rio Negro, na estrada de acesso ao Quiriri.","-49.2655982971191","-26.1924991607666","37493","BHCB015963",NA,"auto","2014","05","14","Southern America","Escandente; flor creme. Beira da estrada.",NA,NA,"860",NA,NA,"860",NA,NA,NA,NA
"41","2021-02-11 17:21:05-03","UFPR","UPCB","12844","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Cervi, A.C.","2065","1982","10","06","Brasil","Paraná","São Luiz do Purunã",NA,NA,NA,NA,NA,NA,NA,"1982","11","25",NA,"Pétalas brancas, coroa de filamentos na base violáceo e nos ápices brancos. Orla da mata..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:21:05-03","UFPR","UPCB","50687","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Cervi, A.C.","8689","2000","10","18","Brasil","Espírito Santo",NA,"BLOQUEADO",NA,NA,NA,NA,NA,NA,"2004","01","01",NA,"Trepadeira, estéril, de orla da floresta, solo argilo-pedregoso..",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA
"43","2021-02-11 17:21:05-03","UFPR","UPCB","42949","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Campos Neto, F.C.",NA,"1999","01","19","Brasil","Minas Gerais","Oliveira",NA,"-44.8272018432617","-20.6963996887207","38796",NA,NA,"auto","2000","10","09",NA,"Liana..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:21:05-03","UFPR","UPCB","30158","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Cervi, A.C.","6230","1996","11","26","Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465","55154",NA,NA,"auto","1996","11",NA,NA,"Erva volúvel, flor alva..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-11 17:21:05-03","UFPR","UPCB","84347","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Imig, D.C.","Imig, D.C.","90","2013","01","01","Brasil","Minas Gerais","Aiuruoca","Caminho vale do Matutu. Beira de estrada","-44.603099822998","-21.9755992889404","27460",NA,NA,"auto",NA,NA,NA,NA,"Flores alvas com nuances roseas. Filamentos alvos-roseos. Brácteas roseas..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-11 17:21:05-03","UFPR","UPCB","19984","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Cervi, A.C.","3055","1989","12","28","Brasil","Paraná","Quatro Barras","Estrada da Graciosa, Bela Vista, Caminho dos Jesuítas","-49.0769004821777","-25.3656005859375","17116",NA,NA,"auto","1989","12","29",NA,"Heliófita, flor com pétalas e sépalas brancas, filamentos da coroa em 3 séries. As 2 séries exteriores brancas e a interior com base rósea. Opérculo filamentoso com base rósea..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-11 17:21:05-03","UFPR","UPCB","75933","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Imig, D. C.","Imig, D.C.","69","2012","04",NA,"Brasil","Paraná","Quatro Barras","Início da descida da Estrada da Graciosa","-49.0769004821777","-25.3656005859375","17116",NA,NA,"auto","2012","25","05",NA,"Trepadeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-11 17:21:05-03","UFPR","UPCB","52458","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Cervi, A.C.","8834","1998","10","25","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625","56988",NA,NA,"auto","2005","01","01",NA,"Trepadeira..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-11 17:21:05-03","UFPR","UPCB","48943","PreservedSpecimen","Plantae",NA,"Passifloraceae","Passiflora","campanulata","Passiflora campanulata","Mast.","Cervi, A.C.","Valente, A.S.M.","166","2002","03","23","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, extremidade norte","-43.793098449707","-21.8425006866455","30417",NA,NA,"auto","2004","02","13",NA,"Liana, folhas discolores, flores com cálice verde, corola e corona alvas, androginóforo róseo, demais peças esverdeadas, antera e estigma verde escuro, pólen amarelado. Campo rupestre..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
